IWMax,DenMISELogLast,DenMISEMeanLog,LQGmu1_actor,TimestepsSoFar,ReturnMin,Iteration,ReturnAbsMax,TimeElapsed,LQGsigma_higher,DenMISELogFirst,IWMean,Bound,ReturnLastEpisode,delta,ReturnMax,IWMin,IWLastEpisode,IWFirstEpisode,LQGmu1_higher,Regret,ReturnMean,Regret/t,ReturnStepMax
3.7664337,-0.3781938,-0.7875746,-1.1306914,5660,,283,17.427279,140.60792636871338,0.14999999,-0.72613645,1.0581831,35.724014,17.30589,1.518129e-08,17.427279,,3.7141037,8.253647e-05,-0.8367347,1015.4092,13.771983,3.5880175,19.215714
7.064021,-1.2373835,-0.78896624,-1.2288249,5680,,284,17.427279,141.19051265716553,0.14999999,-0.7296635,0.9750102,35.6146,17.199059,1.5074566e-08,17.427279,,6.2714267,2.7104545e-07,-1.0,1015.5703,13.784049,3.5759516,19.215714
10.502687,-2.0815766,-0.79360884,0.42462325,5700,,285,17.427279,141.77495193481445,0.14999999,-0.73317844,1.0558041,35.593334,17.202513,1.4968965e-08,17.427279,,2.1759748e-31,5.2213105e-05,0.59183675,1015.72754,13.796044,3.5639563,19.215714
6.941119,-1.2293485,-0.79498047,-0.94349897,5720,,286,17.427279,142.364896774292,0.14999999,-0.7366809,0.9838387,35.577717,7.4630394,1.486447e-08,17.427279,,2.3525528e-19,2.729541e-07,-1.0,1025.6245,13.7739,3.5861006,19.215714
8.671184,-0.4415113,-0.7938246,0.6873598,5740,,287,17.427279,142.95418095588684,0.14999999,-0.7401713,1.085789,35.56135,17.252806,1.47610635e-08,17.427279,,3.5158398e-15,0.08176088,0.30612245,1025.7319,13.786022,3.5739784,19.215714
4.3464665,-1.4278338,-0.79576224,-0.44799027,5760,,288,17.427279,143.54151344299316,0.14999999,-0.74336475,0.9790698,35.502354,4.8030367,1.46587364e-08,17.427279,,7.7554754e-11,1.2744801,-0.3877551,1038.2886,13.754832,3.6051683,19.215714
3.9257298,-0.4506112,-0.7946526,-0.666166,5780,,289,17.427279,144.1314013004303,0.14999999,-0.7424154,1.0080547,35.517296,17.338602,1.4557466e-08,17.427279,,2.6352408,0.048609525,-0.59183675,1038.31,13.767232,3.5927687,19.215714
12.556445,-0.34251586,-0.7930759,0.7939675,5800,,290,17.427279,144.72071146965027,0.14999999,-0.7457015,0.9110414,35.45742,17.383892,1.4457244e-08,17.427279,,8.764792e-21,3.0110446e-08,0.79591835,1038.2864,13.779703,3.5802975,19.215714
3.7544973,-1.5023383,-0.79585725,-0.8731845,5820,,291,17.427279,145.3105869293213,0.14999999,-0.74914384,1.0421855,35.426193,3.3652222,1.43580525e-08,17.427279,,1.9729624e-20,0.007893476,-0.67346936,1052.281,13.743915,3.616086,19.215714
6.9186907,-0.3621407,-0.79423827,-1.0105605,5840,,292,17.427279,145.90432214736938,0.14999999,-0.7525472,0.9880689,35.48108,17.305529,1.4259878e-08,17.427279,,2.6723027,2.773194e-07,-1.0,1052.3354,13.756112,3.6038885,19.215714
3.7224844,-0.60945916,-0.793667,-0.8801482,5860,,293,17.427279,146.49682998657227,0.14999999,-0.755966,1.0558984,35.36496,17.197798,1.4162706e-08,17.427279,,2.4997408,8.5035615e-05,-0.8367347,1052.4976,13.7678585,3.592142,19.215714
5.379025,-0.35339037,-0.79199076,-0.25890276,5880,,294,17.427279,147.08919715881348,0.14999999,-0.7593729,0.95115006,35.32952,17.30311,1.4066524e-08,17.427279,,7.885365e-05,5.3280764,-0.18367347,1052.5547,13.779883,3.5801172,19.215714
6.820265,-0.57941467,-0.79145074,-1.157726,5900,,295,17.427279,147.6791956424713,0.14999999,-0.744808,0.9916303,35.313175,17.03025,1.3971322e-08,17.427279,,2.3762364e-05,2.751815e-07,-1.0,1052.8843,13.790901,3.5690994,19.215714
6.6887426,-1.3897504,-0.79351825,-1.0476246,5920,,296,17.427279,148.25264072418213,0.14999999,-0.74819213,0.9984368,35.255886,17.197044,1.387708e-08,17.427279,,6.141679,2.7611418e-07,-1.0,1053.0469,13.802409,3.5575914,19.215714
4.473535,-0.7172344,-0.79328454,-0.33944252,5940,,297,17.427279,148.8508698940277,0.14999999,-0.7515648,0.9778913,35.25418,17.19993,1.3783788e-08,17.427279,,9.955305e-05,1.9772631,-0.3469388,1053.2075,13.8138485,3.546152,19.215714
6.5851326,-0.508334,-0.7924147,-1.0423639,5960,,298,17.427279,149.45191383361816,0.14999999,-0.7482908,1.0018913,35.149323,17.204557,1.3691435e-08,17.427279,,0.00027196272,2.7614158e-07,-1.0,1053.3633,13.825225,3.5347757,19.215714
4.4368267,-0.68532044,-0.7920677,-0.29815716,5980,,299,17.427279,150.05202913284302,0.14999999,-0.75164086,0.9820474,35.14274,17.196615,1.36000065e-08,17.427279,,0.0001135211,1.9774135,-0.3469388,1053.5259,13.836502,3.5234985,19.215714
24.084078,-0.5315001,-0.7912711,1.0020145,6000,,300,17.427279,150.64544343948364,0.14999999,-0.7483881,0.9321531,35.127754,17.186735,1.350949e-08,17.427279,,2.464245e-16,2.7006223e-12,1.0,1053.6992,13.84767,3.512331,19.215714
7.622254,-1.8076477,-0.794947,0.04760092,6020,,301,17.427279,151.24899888038635,0.14999999,-0.7517159,0.94622236,35.12639,,1.3419877e-08,17.427279,,4.6549502e-08,2.507382,0.06122449,1071.0596,13.801663,3.5583372,19.215714
6.5292416,-1.0029368,-0.7958348,-0.97332776,6040,,302,17.427279,151.85469675064087,0.14999999,-0.746737,1.0050118,35.048126,9.101741,1.33311495e-08,17.427279,,1.8566948e-10,2.7571264e-07,-1.0,1079.3179,13.7861,3.5739002,19.215714
5.0223684,-0.47313583,-0.7947703,-0.12344519,6060,,303,17.427279,152.46044325828552,0.14999999,-0.7500428,0.9685161,35.04969,17.222462,1.3243301e-08,17.427279,,1.6535874e-05,4.6129055,-0.2244898,1079.4551,13.797442,3.5625582,19.215714
9.713289,-0.74822515,-0.7947342,0.33986485,6080,,304,17.427279,153.0675492286682,0.14999999,-0.73822826,1.0886874,35.0067,15.985064,1.3156318e-08,17.427279,,0.0022799182,0.0019089592,0.46938777,1080.8301,13.804639,3.5553617,19.215714
3.7142024,-1.2008507,-0.79580986,-0.7948074,6100,,305,17.427279,153.6755440235138,0.14999999,-0.7415061,1.0515469,35.003986,8.052992,1.3070188e-08,17.427279,,3.8516228e-13,8.3814884e-05,-0.8367347,1090.1372,13.785781,3.5742197,19.215714
6.4220457,-0.31980684,-0.79409623,-0.12146239,6120,,306,17.427279,154.2837417125702,0.14999999,-0.7447791,0.939429,34.960068,17.357924,1.29849e-08,17.427279,,2.3447123e-05,5.045738,-0.06122449,1090.1392,13.797454,3.5625467,19.215714
4.9497643,-0.7442198,-0.794147,-0.3887408,6140,,307,17.427279,154.9023153781891,0.14999999,-0.7316869,0.97712195,34.9282,16.253662,1.2900446e-08,17.427279,,4.421682,4.529004,-0.2244898,1091.2456,13.805454,3.5545464,19.215714
4.208572,-0.48203528,-0.793221,-0.37920874,6160,,308,17.427279,155.51311469078064,0.14999999,-0.72029424,0.9760217,35.01992,17.245459,1.2816814e-08,17.427279,,3.727303,0.42121482,-0.46938777,1091.3604,13.816624,3.543377,19.215714
4.2174325,-0.47692874,-0.7922846,-0.6720201,6180,,309,17.427279,156.12473583221436,0.14999999,-0.7221691,0.98355466,34.903214,17.228485,1.2733992e-08,17.427279,,4.0591025,0.75301075,-0.42857143,1091.4917,13.827665,3.5323353,19.215714
3.7031946,-0.36353156,-0.7909649,-0.8756341,6200,,310,17.427279,156.73762249946594,0.14999999,-0.72296613,1.0592116,34.98378,17.384642,1.2651969e-08,17.427279,,2.7198715,0.00028586545,-0.79591835,1091.4673,13.839138,3.5208626,19.215714
3.6968753,-0.34691197,-0.7893569,-0.69586456,6220,,311,17.427279,157.3522608280182,0.14999999,-0.72618586,1.0592909,34.890713,17.297653,1.25707365e-08,17.427279,,3.638122,8.254056e-05,-0.8367347,1091.5293,13.85026,3.5097408,19.215714
3.8833513,-0.34271938,-0.7877455,-0.40445638,6240,,312,17.427279,157.9656903743744,0.14999999,-0.72939587,1.010943,34.864185,17.4021,1.2490284e-08,17.427279,,3.4284477,0.019996662,-0.63265306,1091.4873,13.861644,3.4983568,19.215714
8.624069,-0.4621496,-0.786679,0.07258929,6260,,313,17.427279,158.5801215171814,0.14999999,-0.7325318,1.0307198,34.776962,17.327831,1.24106005e-08,17.427279,,0.0006424711,0.3402052,0.2244898,1091.519,13.872719,3.4872818,19.215714
4.37301,-1.0314941,-0.7873873,-0.091540486,6280,,314,17.427279,159.19813179969788,0.14999999,-0.73463523,0.99226564,34.765392,9.056679,1.2331678e-08,17.427279,,0.14934134,1.9440707,-0.3469388,1099.8223,13.857382,3.5026188,19.215714
6.364996,-0.7944823,-0.7874455,-0.02038208,6300,,315,17.427279,159.81545996665955,0.14999999,-0.73164266,0.95701575,34.8078,15.689158,1.2253507e-08,17.427279,,5.7675085,4.9798884,-0.06122449,1101.4937,13.863196,3.4968042,19.215714
6.6707926,-0.8927713,-0.78793025,-0.9135078,6320,,316,17.427279,160.43293976783752,0.14999999,-0.71912676,0.99649733,34.65972,11.893562,1.2176075e-08,17.427279,,3.555985e-09,2.682044e-07,-1.0,1106.96,13.856963,3.5030375,19.215714
3.6590433,-0.37742472,-0.7866618,-1.0007148,6340,,317,17.427279,161.0525460243225,0.14999999,-0.7222863,1.0560898,34.63279,17.268879,1.2099376e-08,17.427279,,2.852892,0.00028567112,-0.79591835,1107.0508,13.867726,3.4922743,19.215714
5.532345,-0.54648495,-0.7857397,-0.18620041,6360,,318,17.427279,161.65501642227173,0.14999999,-0.725435,0.969958,34.585403,17.20276,1.2023399e-08,17.427279,,3.62911e-07,5.4729156,-0.14285715,1107.2085,13.878212,3.4817886,19.215714
6.5922956,-0.63102245,-0.78536236,-1.1334676,6380,,319,17.427279,162.24756288528442,0.14999999,-0.7115107,1.0022024,34.587013,16.765036,1.1948135e-08,17.427279,,2.029126e-06,2.661695e-07,-1.0,1107.8037,13.887262,3.4727383,19.215714
12.135543,-1.1781789,-0.7865982,0.5162734,6400,,320,17.427279,162.84635877609253,0.14999999,-0.7146406,0.96406156,34.537586,17.195312,1.1873575e-08,17.427279,,9.6864085e-33,7.235969e-07,0.71428573,1107.9683,13.8976,3.4624004,19.215714
6.499316,-1.3269773,-0.7884269,-0.94115967,6420,,321,17.427279,163.44736289978027,0.14999999,-0.71776074,1.007616,34.53456,6.677915,1.1799712e-08,17.427279,,6.49639e-22,2.6783837e-07,-1.0,1118.6499,13.87511,3.484891,19.215714
4.669855,-0.40070075,-0.78721404,-0.38641182,6440,,322,17.427279,164.0623438358307,0.14999999,-0.72087115,0.9875811,34.503616,17.251476,1.1726537e-08,17.427279,,0.0001550534,3.6358426,-0.26530612,1118.7593,13.885593,3.4744072,19.215714
4.1848125,-0.4733876,-0.78629214,-0.31216556,6460,,323,17.427279,164.66070580482483,0.14999999,-0.71274376,0.9722687,34.49862,17.304638,1.1654039e-08,17.427279,,3.6640491,0.4180464,-0.46938777,1118.8145,13.896179,3.4638214,19.215714
9.622847,-0.501786,-0.78550833,0.5349894,6480,,324,17.427279,165.2839572429657,0.14999999,-0.71454155,1.0864174,34.459267,17.229826,1.1582212e-08,17.427279,,2.2249924e-05,0.005326854,0.42857143,1118.9443,13.906468,3.4535322,19.215714
4.452447,-1.3273286,-0.78693986,-0.34333682,6500,,325,17.427279,165.9004282951355,0.14999999,-0.7176068,0.99592113,34.429153,6.498777,1.1511046e-08,17.427279,,1.49105e-06,2.731054,-0.30612245,1129.8057,13.883675,3.476326,19.215714
3.6939416,-0.47679317,-0.7860116,-0.59460473,6520,,326,17.427279,166.52433490753174,0.14999999,-0.71231085,1.0497699,34.37686,17.158548,1.1440536e-08,17.427279,,0.019161794,8.140322e-05,-0.8367347,1130.0068,13.893723,3.466278,19.215714
4.114526,-0.4054081,-0.78470457,-0.74094516,6540,,327,17.427279,167.15767121315002,0.14999999,-0.7153734,0.97581553,34.443573,17.406082,1.137067e-08,17.427279,,3.4051545,0.21813568,-0.5102041,1129.9609,13.904463,3.4555378,19.215714
7.9293776,-0.33115712,-0.7834035,0.1735836,6560,,328,17.427279,167.78945136070251,0.14999999,-0.71775997,0.97220665,34.366364,17.372131,1.1301442e-08,17.427279,,5.133341e-07,1.6516632,0.10204082,1129.9482,13.915036,3.4449644,19.215714
3.8361826,-1.1262856,-0.7845498,-0.63364196,6580,,329,17.427279,168.42156314849854,0.14999999,-0.71578115,1.0158024,34.354668,8.830318,1.1232844e-08,17.427279,,9.758562e-07,0.0076344754,-0.67346936,1138.4785,13.89958,3.4604206,19.215714
3.8821058,-0.37495908,-0.7832688,-0.7425896,6600,,330,17.427279,169.05544543266296,0.14999999,-0.71879286,1.0018934,34.278465,17.399273,1.1164868e-08,17.427279,,3.8694746,0.019785758,-0.63265306,1138.4395,13.910184,3.4498167,19.215714
3.6687183,-0.32109264,-0.78187454,-0.7883696,6620,,331,17.427279,169.6917383670807,0.14999999,-0.7217586,1.0525742,34.258366,17.369455,1.109751e-08,17.427279,,3.011119,8.217597e-05,-0.8367347,1138.4297,13.920636,3.4393644,19.215714
3.6887705,-0.30662102,-0.78029346,-0.58015,6640,,332,17.427279,170.32682585716248,0.14999999,-0.72477496,1.0394197,34.18305,17.35392,1.1030757e-08,17.427279,,3.1989975,0.0027686097,-0.71428573,1138.436,13.930976,3.4290247,19.215714
4.3364196,-0.38726908,-0.7790031,-0.31313097,6660,,333,17.427279,170.9579141139984,0.14999999,-0.72777414,0.9902538,34.180573,17.370985,1.0964606e-08,17.427279,,1.1698083,1.9307779,-0.3469388,1138.4253,13.941306,3.4186945,19.215714
24.814014,-0.49679998,-0.77819705,1.021858,6680,,334,17.427279,171.57576608657837,0.14999999,-0.72499126,0.9268658,34.11158,17.184408,1.0899049e-08,17.427279,,9.9828054e-17,2.6381681e-12,1.0,1138.6006,13.951017,3.4089832,19.215714
4.885981,-1.9147358,-0.7818701,-0.3435388,6700,,335,17.427279,172.1981451511383,0.14999999,-0.7279808,0.9822663,34.104576,,1.0834076e-08,17.427279,,1.8394894e-14,4.51225,-0.2244898,1155.9604,13.909372,3.4506283,19.215714
4.14275,-0.47353804,-0.7810159,-0.38812003,6720,,336,17.427279,172.81596207618713,0.14999999,-0.7175819,0.98687,34.145996,17.263111,1.0769682e-08,17.427279,,3.6365685,0.7495645,-0.42857143,1156.0566,13.919355,3.4406452,19.215714
10.593761,-0.44549322,-0.7800677,0.4823086,6740,,337,17.427279,173.43063402175903,0.14999999,-0.7183254,1.0778581,34.107426,17.327705,1.0705862e-08,17.427279,,1.2772274e-08,0.00018355295,0.5510204,1156.0898,13.929467,3.4305334,19.215714
6.6942644,-1.3014057,-0.78141207,-1.0917991,6760,,338,17.427279,174.04706954956055,0.14999999,-0.7212878,0.99245214,34.08061,6.9867144,1.0642608e-08,17.427279,,6.0881244e-21,2.6878462e-07,-1.0,1166.4629,13.908927,3.4510736,19.215714
4.184337,-0.9299511,-0.7818861,-0.1531925,6780,,339,17.427279,174.66519689559937,0.14999999,-0.724242,0.99739784,34.064842,17.199581,1.0579912e-08,17.427279,,0.000110893816,1.2503401,-0.3877551,1166.623,13.918634,3.4413662,19.215714
6.852541,-0.6834472,-0.7816132,-0.10654843,6800,,340,17.427279,175.2883017063141,0.14999999,-0.723506,0.9504854,34.065517,16.601702,1.0517771e-08,17.427279,,3.5601888,4.2034273,-0.020408163,1167.3818,13.926525,3.4334755,19.215714
5.1251416,-0.75328743,-0.7816894,-0.25295073,6820,,341,17.427279,175.93320989608765,0.14999999,-0.7141556,0.98445463,34.05369,15.983923,1.0456173e-08,17.427279,,4.9494925,5.092521,-0.18367347,1168.7573,13.93256,3.4274406,19.215714
6.641939,-0.53002286,-0.78101015,-1.0107656,6840,,342,17.427279,176.58040857315063,0.14999999,-0.7022602,0.99673873,34.02325,17.13542,1.0395115e-08,17.427279,,1.8576153e-05,2.6371862e-07,-1.0,1168.9824,13.941923,3.4180775,19.215714
9.170162,-0.5772051,-0.78043866,0.397274,6860,,343,17.427279,177.23880124092102,0.14999999,-0.7051799,1.0491086,33.982464,17.204489,1.033459e-08,17.427279,,8.6857604e-17,0.07894942,0.30612245,1169.1377,13.951435,3.4085655,19.215714
4.5446777,-1.2544612,-0.7816979,-0.43542928,6880,,344,17.427279,177.88633704185486,0.14999999,-0.70786095,1.0043052,33.976418,7.6676965,1.0274593e-08,17.427279,,0.00054040615,3.5888457,-0.26530612,1178.8301,13.933169,3.4268312,19.215714
3.9734533,-0.43382227,-0.78068686,-0.68406796,6900,,345,17.427279,178.53888726234436,0.14999999,-0.7003851,0.9858799,33.982216,17.330544,1.0215116e-08,17.427279,,2.3830345,0.04660879,-0.59183675,1178.8594,13.943017,3.4169836,19.215714
3.679678,-0.3521036,-0.77949584,-0.8094158,6920,,346,17.427279,179.19227123260498,0.14999999,-0.7031444,1.0486616,33.94279,17.386484,1.0156155e-08,17.427279,,2.8641562,0.00028025475,-0.79591835,1178.833,13.952969,3.407032,19.215714
6.608243,-0.3176793,-0.77803266,-1.054559,6940,,347,17.427279,179.8444061279297,0.14999999,-0.70602953,0.9974539,33.889084,17.327713,1.0097701e-08,17.427279,,1.6301918,2.6471469e-07,-1.0,1178.8657,13.962693,3.3973074,19.215714
3.796651,-0.7365842,-0.7779338,-0.7501815,6960,,348,17.427279,180.4975414276123,0.14999999,-0.70890725,1.0169351,33.829712,17.19011,1.0039752e-08,17.427279,,0.22034678,0.007582175,-0.67346936,1179.0352,13.971969,3.388032,19.215714
3.657631,-0.31665674,-0.7765707,-0.73465025,6980,,349,17.427279,181.1530683040619,0.14999999,-0.7117549,1.050722,33.836018,17.35424,9.9823e-09,17.427279,,3.0905879,8.135797e-05,-0.8367347,1179.0405,13.981661,3.3783398,19.215714
3.7569509,-0.31545922,-0.77511615,-0.5311182,7000,,350,17.427279,181.80925679206848,0.14999999,-0.7146159,1.0216968,33.757866,17.379063,9.92534e-09,17.427279,,3.3550298,0.0076255836,-0.67346936,1179.0215,13.991367,3.3686333,19.215714
4.1265597,-0.40679806,-0.7740122,-0.10226813,7020,,351,17.427279,182.46770787239075,0.14999999,-0.71744716,0.9887291,33.822945,17.375256,9.868866e-09,17.427279,,3.162283,0.7494635,-0.42857143,1179.0068,14.001007,3.3589935,19.215714
5.936884,-0.76694053,-0.7740317,-0.20774525,7040,,352,17.427279,183.12926316261292,0.14999999,-0.7181592,0.9648481,33.80333,15.543643,9.812872e-09,17.427279,,5.726594,5.361541,-0.10204082,1180.8232,14.005389,3.3546114,19.215714
4.5305734,-0.58667105,-0.7736123,-0.45377624,7060,,353,17.427279,183.78847670555115,0.14999999,-0.7058793,1.0054108,33.769535,16.752577,9.757355e-09,17.427279,,4.4425335,3.5817406,-0.26530612,1181.4302,14.013172,3.3468285,19.215714
13.519491,-0.4226684,-0.7726149,0.9587827,7080,,354,17.427279,184.44024419784546,0.14999999,-0.6986127,0.893963,33.70255,17.332478,9.702307e-09,17.427279,,3.436204e-15,2.872545e-08,0.79591835,1181.458,14.02255,3.337451,19.215714
4.021857,-1.784335,-0.77579087,-0.4516572,7100,,355,17.427279,185.1010811328888,0.14999999,-0.70143354,0.9771555,33.6754,0.7350713,9.647723e-09,17.427279,,2.3640938e-20,0.21511601,-0.5102041,1198.083,13.985119,3.3748817,19.215714
6.646679,-0.41814914,-0.7748569,-1.1096215,7120,,356,17.427279,185.7567970752716,0.14999999,-0.7036407,0.9929158,33.656067,17.318026,9.593598e-09,17.427279,,0.0050647766,2.6408304e-07,-1.0,1198.125,13.994481,3.3655195,19.215714
4.126759,-1.0299048,-0.7756034,-0.40455586,7140,,357,17.427279,186.42270421981812,0.14999999,-0.70644575,1.000198,33.62525,17.18835,9.539927e-09,17.427279,,6.967157e-05,1.2282857,-0.3877551,1198.2964,14.0034275,3.356573,19.215714
6.5615134,-0.42408547,-0.7746289,-1.0053424,7160,,358,17.427279,187.0985734462738,0.14999999,-0.7058083,0.9973123,33.605824,17.282652,9.4867065e-09,17.427279,,0.0015388728,2.646561e-07,-1.0,1198.374,14.012588,3.347413,19.215714
9.901295,-0.55184025,-0.7740279,0.37211743,7180,,359,17.427279,187.7734043598175,0.14999999,-0.70859766,1.0953146,33.59805,17.196682,9.433929e-09,17.427279,,6.6221004e-20,0.0052952864,0.42857143,1198.5371,14.021457,3.338544,19.215714
8.433125,-1.2624284,-0.7751461,0.20096715,7200,,360,17.427279,188.4505536556244,0.14999999,-0.71136457,0.9682704,33.570267,7.8439193,9.3815915e-09,17.427279,,2.9229798,1.0385692,0.14285715,1208.0532,14.004297,3.3557034,19.215714
4.0427523,-1.174009,-0.77635634,-0.13693023,7220,,361,17.427279,189.1294984817505,0.14999999,-0.71125776,0.9867156,33.557777,8.736937,9.329688e-09,17.427279,,0.00039606303,0.41742566,-0.46938777,1216.6763,13.989707,3.3702936,19.215714
5.1109247,-0.7003598,-0.7761899,0.01383768,7240,,362,17.427279,189.80978322029114,0.14999999,-0.7128684,0.9882576,33.57273,16.249746,9.278214e-09,17.427279,,5.1038094,5.0859704,-0.18367347,1217.7866,13.99595,3.3640509,19.215714
6.5334086,-0.9618579,-0.7767435,-1.1369511,7260,,363,17.427279,190.49054741859436,0.14999999,-0.7016751,0.99841183,33.509228,9.206515,9.227164e-09,17.427279,,8.367906e-10,2.635645e-07,-1.0,1225.94,13.982756,3.377245,19.215714
6.4355764,-1.1985419,-0.7779184,-1.0396514,7280,,364,17.427279,191.17107486724854,0.14999999,-0.70442617,1.0031104,33.46766,17.200216,9.176534e-09,17.427279,,5.812043,2.642904e-07,-1.0,1226.0996,13.991594,3.3684063,19.215714
7.2666645,-0.6589766,-0.7775958,0.04424321,7300,,365,17.427279,191.85562181472778,0.14999999,-0.70716965,0.9563489,33.42151,17.20142,9.126321e-09,17.427279,,7.344095e-11,3.2679079,0.020408163,1226.2588,14.000388,3.3596125,19.215714
6.358518,-0.9989695,-0.7783331,-1.1212751,7320,,366,17.427279,192.54165720939636,0.14999999,-0.7009923,1.005483,33.391235,9.086831,9.076518e-09,17.427279,,2.1617427e-10,2.6338458e-07,-1.0,1234.5317,13.986963,3.3730373,19.215714
6.2670135,-1.068945,-0.7791217,-0.9495179,7340,,367,17.427279,193.22621130943298,0.14999999,-0.7037208,1.0095824,33.344692,17.194689,9.027124e-09,17.427279,,5.5861483,2.641042e-07,-1.0,1234.6968,13.995704,3.364297,19.215714
9.043014,-0.40374967,-0.77808696,0.4932297,7360,,368,17.427279,193.9113655090332,0.14999999,-0.7064419,1.0426906,33.317,17.238651,8.97813e-09,17.427279,,2.2764583e-14,0.16797024,0.26530612,1234.8184,14.004517,3.355484,19.215714
11.224699,-1.3420291,-0.77951986,0.3356805,7380,,369,17.427279,194.5988688468933,0.14999999,-0.7086993,1.0498834,33.389595,6.889714,8.929534e-09,17.427279,,8.200015,5.09505e-05,0.59183675,1245.2886,13.985235,3.3747654,19.215714
4.369563,-1.2342908,-0.7806413,-0.29719839,7400,,370,17.427279,195.28634333610535,0.14999999,-0.7114055,0.99951106,33.295006,8.078728,8.881331e-09,17.427279,,0.0009671985,2.7141705,-0.30612245,1254.5698,13.969272,3.390729,19.215714
3.9210851,-0.48723978,-0.7798598,-0.4751373,7420,,371,17.427279,195.97517132759094,0.14999999,-0.70679575,0.98689663,33.268135,17.081127,8.833518e-09,17.427279,,0.3551404,0.019549802,-0.63265306,1254.8486,13.977659,3.3823414,19.215714
4.213209,-0.42227423,-0.7789398,-0.14070751,7440,,372,17.427279,196.6672170162201,0.14999999,-0.7094348,1.0048971,33.294,17.352438,8.78609e-09,17.427279,,2.8157723,1.8956914,-0.3469388,1254.8564,13.986732,3.373269,19.215714
5.879156,-0.68786997,-0.7786902,-0.020890795,7460,,373,17.427279,197.35854196548462,0.14999999,-0.7070364,0.97598094,33.323486,16.185053,8.7390415e-09,17.427279,,5.118323,5.3022366,-0.10204082,1256.0312,13.992624,3.3673763,19.215714
6.279299,-0.89164525,-0.7790669,-1.2710009,7480,,374,17.427279,198.05044770240784,0.14999999,-0.6955987,1.0069531,33.19876,11.757089,8.692372e-09,17.427279,,3.6315124e-09,2.6196773e-07,-1.0,1261.6343,13.986647,3.373354,19.215714
6.1921244,-2.4606538,-0.78354365,-1.0207397,7500,,375,17.427279,198.7436168193817,0.14999999,-0.69826895,1.0123177,33.17897,17.199516,8.646074e-09,17.427279,,6.090939,2.6266818e-07,-1.0,1261.7944,13.995214,3.3647861,19.215714
5.4250426,-0.56951684,-0.78295267,-0.17986897,7520,,376,17.427279,199.43991780281067,0.14999999,-0.7009321,0.98730695,33.15222,17.201385,8.600145e-09,17.427279,,1.7153576e-07,5.3404427,-0.14285715,1261.9531,14.003742,3.3562584,19.215714
26.022976,-0.60933125,-0.78253543,0.964845,7540,,377,17.427279,200.13369822502136,0.14999999,-0.6894847,0.95545346,33.104134,16.865316,8.554582e-09,17.427279,,1.796368e-13,2.5461426e-12,1.0,1262.4478,14.0113325,3.348668,19.215714
6.140271,-1.8149172,-0.78543776,-1.0929981,7560,,378,17.427279,200.83240818977356,0.14999999,-0.6921337,1.0138284,33.09978,0.62889594,8.509378e-09,17.427279,,9.000509e-37,2.6106164e-07,-1.0,1279.1787,13.975929,3.3840714,19.215714
4.485467,-0.8740494,-0.78564596,-0.27562165,7580,,379,17.427279,201.53131866455078,0.14999999,-0.69477576,1.0054077,33.097397,17.199764,8.464534e-09,17.427279,,1.5587284e-06,3.542191,-0.26530612,1279.3398,13.984434,3.3755665,19.215714
9.649639,-0.49312124,-0.7848698,0.60930526,7600,,380,17.427279,202.2416467666626,0.14999999,-0.6881081,1.102387,33.05924,17.084824,8.4200416e-09,17.427279,,0.00024653578,0.013765607,0.3877551,1279.6147,13.992594,3.3674068,19.215714
6.0900764,-1.439144,-0.78634125,-0.78652436,7620,,381,17.427279,203.48936533927917,0.14999999,-0.69069993,1.0169322,33.050163,5.724524,8.375902e-09,17.427279,,1.1352373e-24,2.6068747e-07,-1.0,1291.25,13.970893,3.3891077,19.215714
4.0750136,-0.33790496,-0.78513354,-0.6082699,7640,,382,17.427279,204.6991994380951,0.14999999,-0.69332117,0.9643686,33.075504,17.350811,8.332106e-09,17.427279,,1.0871884,0.10312255,-0.5510204,1291.2588,13.979741,3.3802595,19.215714
3.8261333,-0.40307242,-0.78423464,-0.60129243,7660,,383,17.427279,205.42968368530273,0.14999999,-0.69566566,1.0108256,33.075413,17.412262,8.288653e-09,17.427279,,3.1002731,0.0026891797,-0.71428573,1291.207,13.988703,3.3712978,19.215714
4.0305166,-0.40012985,-0.78321236,-0.6815797,7680,,384,17.427279,206.15906953811646,0.14999999,-0.6982662,0.97180444,33.04654,17.397512,8.245539e-09,17.427279,,3.7514765,0.103633754,-0.5510204,1291.1694,13.997581,3.36242,19.215714
3.7859926,-0.36369562,-0.78220135,-0.68027484,7700,,385,17.427279,207.1087384223938,0.14999999,-0.7005971,1.0157827,33.026222,17.387154,8.202761e-09,17.427279,,3.7363396,0.0027024741,-0.71428573,1291.1421,14.006385,3.3536158,19.215714
3.817796,-0.35713765,-0.78106546,-0.41932204,7720,,386,17.427279,208.29353427886963,0.14999999,-0.7031841,1.0073808,32.97072,17.392,8.160314e-09,17.427279,,3.7972987,0.0075389063,-0.67346936,1291.1104,14.015156,3.3448448,19.215714
4.3346853,-0.43218642,-0.7801507,-0.47021478,7740,,387,17.427279,209.20381665229797,0.14999999,-0.70575196,1.0077845,33.028156,17.35229,8.118197e-09,17.427279,,3.082093,2.6988692,-0.30612245,1291.1177,14.02378,3.3362207,19.215714
