IWMax,DenMISELogLast,DenMISEMeanLog,LQGmu1_actor,TimestepsSoFar,ReturnMin,Iteration,ReturnAbsMax,TimeElapsed,LQGsigma_higher,DenMISELogFirst,IWMean,Bound,ReturnLastEpisode,delta,ReturnMax,IWMin,IWLastEpisode,IWFirstEpisode,LQGmu1_higher,Regret,ReturnMean,Regret/t,ReturnStepMax
4.8997996e-13,0.9584845,0.9584845,0.6842046,20,,1,16.491125,0.15912413597106934,0.14999999,0.9584845,4.8997996e-13,35547820000000.0,16.491125,0.0012158542,16.491125,,4.8997996e-13,4.8997996e-13,1.0,0.8688755,16.491125,0.8688755,18.239576
1.0021178e-07,-1.9311055,-0.8328841,-1.1255486,40,,2,16.491125,1.6906523704528809,0.14999999,0.2653373,5.010589e-08,5384999400.0,4.842438,0.00030396355,16.491125,,7.727181e-27,1.0021178e-07,-1.0,13.386438,10.666781,6.693219,18.239576
9.867825,-0.4707075,-0.9824686,0.33926487,60,,3,17.197039,2.328748941421509,0.14999999,-0.14012778,3.289625,43632.4,17.197039,0.00013509492,17.197039,,1.1990725e-24,0.0010496508,0.46938777,13.5494,12.8435335,4.516467,18.986492
0.07904812,-0.7644804,-0.77961624,-0.6725377,80,,4,17.197039,2.7996058464050293,0.14999999,-0.42746,0.020687822,5889.3003,8.056702,7.599089e-05,17.197039,,1.2804966e-07,0.07904812,-0.5510204,22.8527,11.646826,5.713175,18.986492
4.1696606,-0.83800244,-0.9657094,0.2869439,100,,5,17.39105,3.1382851600646973,0.14999999,-0.63103426,0.9547471,418.7222,17.39105,4.8634163e-05,17.39105,,5.1717967e-07,0.56322646,0.18367347,22.821648,12.795671,4.564329,19.17934
12.4726305,-0.54955,-0.92806095,1.0648673,120,,6,17.39105,3.4830410480499268,0.14999999,-0.7066155,2.1262445,324.97748,8.355005,3.377373e-05,17.39105,,0.07961807,7.178131e-07,0.71428573,31.826645,12.05556,5.3044405,19.17934
7.3977075,-0.99176824,-0.9019562,-0.7840777,140,,7,17.39105,3.9174022674560547,0.14999999,-0.86076605,1.1241573,227.42801,,2.4813347e-05,17.39105,,7.7388723e-32,0.0010586261,-0.75510204,49.186646,10.333337,7.026664,19.17934
3.6010559,-0.60931987,-0.8839241,-0.30423105,160,,8,17.39105,4.290019750595093,0.14999999,-0.9941462,0.48458514,221.1537,17.368904,1.8997722e-05,17.39105,,0.03053229,3.6010559,-0.30612245,49.177742,11.212783,6.1472178,19.17934
6.763463,-0.7062008,-0.92380077,0.2233614,180,,9,17.39105,4.665258169174194,0.14999999,-0.74027467,1.5242462,124.29628,17.077446,1.5010546e-05,17.39105,,0.0013684251,0.081769325,0.30612245,49.460297,11.864412,5.4955883,19.17934
3.719432,-0.54071164,-0.8654281,-0.06909234,200,,10,17.39105,5.04853081703186,0.14999999,-0.8365907,0.7469492,119.65936,8.650419,1.2158541e-05,17.39105,,1.8286159,3.719432,0.020408163,58.169876,11.543013,5.816988,19.17934
5.517827,-0.5460129,-0.8621306,-0.6912645,220,,11,17.39105,5.431012392044067,0.14999999,-0.61567277,1.0688194,119.809654,14.606984,1.0048381e-05,17.39105,,2.2594888e-06,1.9752555e-05,-0.877551,60.922897,11.821555,5.5384455,19.17934
4.79164,-0.7276209,-0.85534006,0.7816117,240,,12,17.406755,5.823426961898804,0.14999999,-0.7026823,0.72379637,116.63559,17.406755,8.443432e-06,17.406755,,1.6138747e-22,5.1839835e-09,0.8367347,60.87613,12.28699,5.0730104,19.196432
5.217649,-0.7508527,-0.8736838,-0.3407138,260,,13,17.406755,6.209165573120117,0.14999999,-0.78272504,0.7359349,114.98432,3.5424674,7.194403e-06,17.406755,,4.1363573e-14,0.800019,-0.42857143,74.69368,11.614333,5.7456675,19.196432
5.8755913,-0.72577244,-0.8849536,-0.69832104,280,,14,17.406755,6.5813469886779785,0.14999999,-0.7971124,1.200264,107.00593,17.272062,6.203337e-06,17.406755,,0.46924496,0.0082813455,-0.67346936,74.78162,12.018456,5.341544,19.196432
5.177535,-0.5095156,-0.856021,-0.5600913,300,,15,17.406755,6.908975601196289,0.14999999,-0.8655139,1.2228527,107.119995,17.399813,5.403797e-06,17.406755,,0.030150658,5.177535,-0.2244898,74.74182,12.3772135,4.982787,19.196432
6.3343945,-0.59742004,-0.83362275,0.5252749,320,,16,17.406755,7.291895866394043,0.14999999,-0.6335328,0.7654453,104.43112,17.389555,4.7494304e-06,17.406755,,7.5510426e-13,4.7261117e-05,0.59183675,74.71225,12.690485,4.6695156,19.196432
11.762996,-0.8125899,-0.8494356,-1.0849168,340,,17,17.406755,7.6764867305755615,0.14999999,-0.69415444,0.9055434,99.279724,6.5925546,4.207108e-06,17.406755,,2.1137244e-22,2.6158975e-07,-1.0,85.479675,12.331783,5.0282173,19.196432
12.632026,-1.1224991,-0.87790436,1.0104873,360,,18,17.406755,8.066565990447998,0.14999999,-0.75131285,0.8672645,93.76637,17.197618,3.7526365e-06,17.406755,,,2.7085304e-12,1.0,85.642075,12.602108,4.7578926,19.196432
5.2603035,-0.9839734,-0.8984359,-0.4578389,380,,19,17.406755,8.459165811538696,0.14999999,-0.8053801,1.3107483,92.09683,,3.3680174e-06,17.406755,,6.242382e-26,0.02157531,-0.63265306,103.00209,11.938839,5.4211617,19.196432
7.5209184,-0.6841365,-0.8776393,0.36557722,400,,20,17.406755,8.856022834777832,0.14999999,-0.8555385,1.2070488,89.85982,17.340515,3.0396352e-06,17.406755,,2.9601026e-06,0.040101215,0.3469388,103.02156,12.208922,5.151078,19.196432
5.430726,-0.7695192,-0.86866623,-0.45019794,420,,21,17.406755,9.271667957305908,0.14999999,-0.9023256,1.0916799,88.63675,7.8878465,2.7570386e-06,17.406755,,4.70334e-06,0.90165865,-0.42857143,112.4937,12.003157,5.356844,19.196432
4.8405056,-0.55328256,-0.8531317,-0.03486161,440,,22,17.406755,9.66956377029419,0.14999999,-0.9068057,0.71547884,88.225235,17.340574,2.5120953e-06,17.406755,,0.013831277,2.9280272,0.06122449,112.51315,12.245767,5.114234,19.196432
6.0537844,-0.81316113,-0.8648655,-0.031681508,460,,23,17.406755,10.064353466033936,0.14999999,-0.8263071,0.9985035,84.73925,13.023283,2.2984013e-06,17.406755,,4.6281815,6.0537844,-0.14285715,116.84985,12.2795725,5.080428,19.196432
9.789294,-0.6742207,-0.8596036,-1.0017102,480,,24,17.406755,10.466573715209961,0.14999999,-0.6352122,0.9524495,84.67973,12.885774,2.110858e-06,17.406755,,4.6609e-09,2.4661654e-07,-1.0,121.3241,12.30483,5.055171,19.196432
5.348895,-0.8246816,-0.86446625,-0.7622359,500,,25,17.406755,10.86492919921875,0.14999999,-0.6760342,0.9708063,80.13872,17.202726,1.9453666e-06,17.406755,,2.3672895,0.0002727591,-0.79591835,121.48132,12.500747,4.859254,19.196432
7.045121,-0.5479997,-0.855099,0.55110055,520,,26,17.406755,11.268346071243286,0.14999999,-0.715244,0.8846883,79.82372,17.382656,1.7986008e-06,17.406755,,9.28117e-18,5.1285067e-05,0.59183675,121.45871,12.688512,4.671489,19.196432
5.113255,-0.871892,-0.8621418,-0.40389603,540,,27,17.406755,11.677320718765259,0.14999999,-0.7529823,1.108502,78.325226,6.3394623,1.6678383e-06,17.406755,,8.568759e-11,0.22649577,-0.5102041,132.47925,12.453362,4.906638,19.196432
5.3847437,-0.62076527,-0.8514212,-0.09186004,560,,28,17.406755,12.076806545257568,0.14999999,-0.78099626,1.0357744,76.93335,17.297134,1.5508342e-06,17.406755,,4.00086,2.9097788,-0.30612245,132.54211,12.626353,4.7336473,19.196432
6.961768,-0.75752854,-0.8484191,0.14561188,580,,29,17.406755,12.4774489402771,0.14999999,-0.7172195,0.97908026,77.347374,15.446072,1.4457245e-06,17.406755,,1.0498291,0.6139215,0.18367347,134.45602,12.723585,4.6364155,19.196432
7.8608866,-0.7980691,-0.84903693,0.8760901,600,,30,17.406755,12.87964916229248,0.14999999,-0.7301723,0.812982,76.37489,8.911609,1.3509492e-06,17.406755,,0.00014508178,5.3284714e-09,0.8367347,142.90445,12.59652,4.76348,19.196432
5.922207,-1.0034333,-0.8616552,-0.18499771,620,,31,17.406755,13.285059928894043,0.14999999,-0.7629621,1.1497047,75.76356,2.1165235,1.2651968e-06,17.406755,,2.4079283e-08,5.138324,-0.06122449,158.14792,12.258455,5.1015453,19.196432
8.941347,-0.6330218,-0.8518688,-1.0963874,640,,32,17.406755,13.689746618270874,0.14999999,-0.6413441,0.93333256,74.09387,16.833153,1.1873576e-06,17.406755,,1.9465774e-06,2.4813346e-07,-1.0,158.67474,12.401415,4.9585857,19.196432
6.5496664,-1.1734773,-0.86582714,0.35286844,660,,33,17.406755,14.097815036773682,0.14999999,-0.67211574,1.0306904,72.98532,17.200779,1.1164868e-06,17.406755,,3.0979997e-22,0.005105586,0.42857143,158.83395,12.54685,4.8131504,19.196432
5.454694,-0.8374238,-0.86573285,-0.5807498,680,,34,17.406755,14.50904130935669,0.14999999,-0.701814,1.0189837,72.29279,7.970977,1.051777e-06,17.406755,,6.2774855e-11,0.0027057647,-0.71428573,168.22296,12.412266,4.947735,19.196432
5.289962,-0.6231697,-0.85956377,-0.32145375,700,,35,17.406755,14.920414447784424,0.14999999,-0.73072195,1.0739057,70.592804,17.371664,9.925341e-07,17.406755,,0.29549015,4.524636,-0.2244898,168.21133,12.553963,4.806038,19.196432
4.802333,-0.61312443,-0.85170764,-0.6217058,720,,36,17.406755,15.331055402755737,0.14999999,-0.6373167,1.1135741,70.66393,17.117428,9.3815913e-07,17.406755,,2.2246544,0.20175631,-0.5102041,168.45389,12.680726,4.6792746,19.196432
13.31842,-0.56306916,-0.8418362,1.2965178,740,,37,17.411434,15.748984098434448,0.14999999,-0.659127,0.9396417,70.664505,17.411434,8.881331e-07,17.411434,,1.9405846e-25,2.470005e-12,1.0,168.40244,12.808583,4.5514174,19.19969
8.238855,-3.4713705,-0.915122,-1.2157404,760,,38,17.411434,16.166051864624023,0.14999999,-0.68579525,0.95124316,68.44684,,8.4200434e-07,17.411434,,,2.59412e-07,-1.0,185.76248,12.471515,4.888486,19.19969
6.581245,-2.0483966,-0.9470181,-0.11008971,780,,39,17.411434,16.591398239135742,0.14999999,-0.7117707,0.93589157,67.66287,17.197226,7.993782e-07,17.411434,,3.5894376e-16,1.6418005,0.10204082,185.92523,12.592688,4.767313,19.19969
5.103974,-0.70197314,-0.9432353,-0.40656495,800,,40,17.411434,17.017752408981323,0.14999999,-0.69585305,1.0747814,67.16928,15.8660345,7.599088e-07,17.411434,,1.5427151,1.8701186,-0.3469388,187.41919,12.6745205,4.68548,19.19969
5.0169396,-0.553975,-0.93270427,-0.7525703,820,,41,17.411434,17.44489550590515,0.14999999,-0.6748527,1.1034325,67.07175,17.336193,7.2329226e-07,17.411434,,1.4862392,0.018935194,-0.63265306,187.443,12.788219,4.571781,19.19969
8.440348,-0.6270712,-0.92384255,0.88931215,840,,42,17.411434,17.854745626449585,0.14999999,-0.69848853,0.7755148,67.10062,17.371845,6.8925965e-07,17.411434,,8.539706e-21,7.1200293e-07,0.71428573,187.43115,12.897353,4.4626474,19.19969
5.610466,-1.0802779,-0.93355507,0.18274158,860,,43,17.411434,18.27545166015625,0.14999999,-0.722019,1.0877812,66.044525,1.9040006,6.5757393e-07,17.411434,,2.5654945e-09,5.3822756,-0.10204082,202.88715,12.641695,4.7183056,19.19969
7.302137,-0.9133398,-0.93203884,0.20440222,880,,44,17.411434,18.70443320274353,0.14999999,-0.62707514,1.1215707,66.14638,8.800608,6.280238e-07,17.411434,,4.7267413,0.07301776,0.30612245,211.4466,12.554397,4.805604,19.19969
8.457827,-0.8420611,-0.92859334,-1.0794421,900,,45,17.411434,19.13719081878662,0.14999999,-0.64788985,1.0135827,65.36049,8.724258,6.0042186e-07,17.411434,,6.179375e-14,2.4976308e-07,-1.0,220.08228,12.469283,4.8907175,19.19969
5.320943,-1.0607171,-0.9324264,-0.73833054,920,,46,17.411434,19.571640729904175,0.14999999,-0.66986877,0.9048721,64.39238,17.192307,5.7460034e-07,17.411434,,1.2873019,0.00027108256,-0.79591835,220.25,12.571958,4.788043,19.19969
4.693312,-0.60332197,-0.9279341,-0.87516886,940,,47,17.411434,20.006601572036743,0.14999999,-0.69136906,1.067205,63.071663,17.368193,5.5040925e-07,17.411434,,1.5296235,0.21296184,-0.5102041,220.24182,12.674005,4.685996,19.19969
7.527567,-0.6419756,-0.92111367,-1.1502037,960,,48,17.411434,20.44387197494507,0.14999999,-0.7079016,1.0840634,62.598152,17.29033,5.277145e-07,17.411434,,3.5746682,2.652107e-07,-1.0,220.31146,12.770179,4.589822,19.19969
8.024329,-1.3848355,-0.9298858,0.54506874,980,,49,17.411434,20.89838743209839,0.14999999,-0.7285209,0.82221353,62.611897,17.197626,5.063948e-07,17.411434,,2.6236922e-26,0.0006144169,0.5102041,220.47382,12.860535,4.499466,19.19969
4.911584,-0.9878842,-0.9351938,-0.8576115,1000,,50,17.411434,21.32924509048462,0.14999999,-0.74871105,1.0060327,61.49663,6.399661,4.8634166e-07,17.411434,,3.4625452e-16,0.0009464067,-0.75510204,231.43414,12.7313175,4.628683,19.19969
16.260584,-0.55616206,-0.9281552,1.132038,1020,,51,17.411434,21.75905752182007,0.14999999,-0.7684947,1.1512065,61.514225,17.31165,4.6745637e-07,17.411434,,2.3093408e-33,2.755474e-12,1.0,231.48254,12.821128,4.5388727,19.19969
5.8648834,-1.8585998,-0.9451018,0.013917731,1040,,52,17.411434,22.19687271118164,0.14999999,-0.78791285,0.9768744,61.46257,,4.496502e-07,17.411434,,2.0233374e-11,3.5427144,0.020408163,248.84253,12.574568,4.785433,19.19969
7.1604595,-0.786058,-0.94304955,-0.8188557,1060,,53,17.411434,22.640447854995728,0.14999999,-0.7410524,1.1297735,60.627926,9.2692585,4.3284237e-07,17.411434,,6.9936074e-10,2.7414998e-07,-1.0,256.9333,12.512202,4.8477983,19.19969
5.3623476,-0.562427,-0.93444663,-0.25338268,1080,,54,17.411434,23.073275327682495,0.14999999,-0.7597445,0.9448947,60.64045,17.336014,4.1695958e-07,17.411434,,0.0051504974,3.7799628,-0.26530612,256.95728,12.601533,4.7584677,19.19969
7.0476933,-0.6678498,-0.9309837,-0.09831454,1100,,55,17.411434,23.510033130645752,0.14999999,-0.7104357,1.0590217,60.144093,17.084417,4.0193527e-07,17.411434,,0.03242962,0.3327704,0.2244898,257.23285,12.68304,4.676961,19.19969
5.456451,-0.734859,-0.92711914,-0.078976646,1120,,56,17.411434,23.949886083602905,0.14999999,-0.722422,1.0984133,59.914917,15.649446,3.8770855e-07,17.411434,,5.306596,5.456451,-0.14285715,258.94342,12.736011,4.62399,19.19969
4.9816628,-0.67327636,-0.9214638,-0.75979525,1140,,57,17.411434,24.415860652923584,0.14999999,-0.6471445,1.0538675,59.645424,15.2798605,3.7422413e-07,17.411434,,0.00020198144,0.00085500354,-0.75510204,261.02356,12.78064,4.579361,19.19969
8.972607,-0.5603912,-0.9147536,0.5387229,1160,,58,17.411434,24.86411428451538,0.14999999,-0.6645212,0.7629268,58.973972,17.361258,3.6143112e-07,17.411434,,3.3113296e-22,1.4344123e-07,0.75510204,261.02228,12.859616,4.5003843,19.19969
5.2669115,-1.0844921,-0.92211443,-0.5526967,1180,,59,17.411434,25.30867648124695,0.14999999,-0.68161565,0.9364469,58.426815,6.4622793,3.4928303e-07,17.411434,,4.0904418e-08,1.1981627,-0.3877551,271.91998,12.751186,4.6088142,19.19969
4.8841553,-0.6207817,-0.91848004,-0.6685637,1200,,60,17.411434,25.75423765182495,0.14999999,-0.6783184,1.0726305,58.606384,17.390984,3.377373e-07,17.411434,,4.292615,0.01900093,-0.63265306,271.8891,12.828517,4.5314837,19.19969
7.5637846,-0.54271835,-0.91149247,0.51922154,1220,,61,17.411434,26.206684112548828,0.14999999,-0.6945311,0.9569744,57.77832,17.380901,3.2675467e-07,17.411434,,1.4558875e-12,0.0018273391,0.46938777,271.86816,12.903146,4.456855,19.19969
4.8131967,-1.010935,-0.91432977,-0.76905537,1240,,62,17.411434,26.662656784057617,0.14999999,-0.7107616,1.0264637,57.44902,6.6501203,3.162992e-07,17.411434,,1.3163957e-17,8.127724e-05,-0.8367347,282.578,12.802291,4.5577097,19.19969
5.813529,-0.5210089,-0.90796643,-0.18275814,1260,,63,17.411434,27.121852159500122,0.14999999,-0.7267607,1.0833514,57.458534,17.351255,3.0633765e-07,17.411434,,6.541937e-05,4.9556365,-0.06122449,282.58673,12.874497,4.485503,19.19969
4.6905656,-0.6544193,-0.9031627,-0.7562766,1280,,64,17.411434,27.589060068130493,0.14999999,-0.66678864,1.0926719,56.678062,16.731478,2.968394e-07,17.411434,,0.056966137,0.01878311,-0.63265306,283.21527,12.934762,4.4252386,19.19969
7.6063585,-0.50256556,-0.8958911,-0.86535764,1300,,65,17.411434,28.067262649536133,0.14999999,-0.6819994,1.0401107,56.47187,17.375443,2.8777617e-07,17.411434,,1.174359,2.5842922e-07,-1.0,283.19983,13.00308,4.3569202,19.19969
4.3844337,-0.5264612,-0.8901936,-0.71178895,1320,,66,17.411434,28.5237033367157,0.14999999,-0.6972669,1.1307309,56.078598,17.310236,2.791217e-07,17.411434,,4.045039,0.0002786124,-0.79591835,283.24957,13.06834,4.2916603,19.19969
5.231999,-0.46018252,-0.8821409,-0.329639,1340,,67,17.411434,28.990216493606567,0.14999999,-0.71230054,1.0217683,55.943176,17.391298,2.708519e-07,17.411434,,0.0215251,4.4420485,-0.2244898,283.21826,13.132862,4.2271385,19.19969
5.0305667,-0.6456879,-0.8786409,-0.28837016,1360,,68,17.411434,29.458410024642944,0.14999999,-0.6629216,0.93159956,55.352627,17.22078,2.6294424e-07,17.411434,,4.0811,0.7096927,-0.42857143,283.35748,13.192978,4.1670227,19.19969
8.35998,-0.60690796,-0.87590957,0.55050606,1380,,69,17.411434,29.926289081573486,0.14999999,-0.66713786,0.8413813,55.240223,17.108898,2.553779e-07,17.411434,,3.1740793e-08,1.27207395e-05,0.63265306,283.6087,13.24973,4.1102705,19.19969
7.370594,-1.050369,-0.8810478,0.2509035,1400,,70,17.411434,30.391085147857666,0.14999999,-0.6815264,0.91137695,55.251236,6.345425,2.4813352e-07,17.411434,,0.38220108,0.59239525,0.18367347,294.62323,13.151097,4.2089033,19.19969
17.119678,-0.969314,-0.8838759,1.0622874,1420,,71,17.411434,30.85878324508667,0.14999999,-0.6872839,1.1017691,55.22226,8.531492,2.4119305e-07,17.411434,,2.6926262e-05,2.5405444e-12,1.0,303.45172,13.086033,4.2739677,19.19969
4.4685736,-1.5893108,-0.8933928,-0.8017457,1440,,72,17.411434,31.361095905303955,0.14999999,-0.7012701,1.1465632,54.521652,,2.3453978e-07,17.411434,,1.7328013e-31,0.0009025566,-0.75510204,320.8117,12.904283,4.455718,19.19969
5.1077657,-0.4815609,-0.8860363,-0.10968666,1460,,73,17.411434,31.836406230926514,0.14999999,-0.7150509,1.0505497,54.387245,17.345179,2.2815804e-07,17.411434,,0.00261826,4.4542823,-0.2244898,320.82654,12.9651165,4.394884,19.19969
