DenMISEMeanLog,IWFirstEpisode,Iteration,DenMISELogFirst,delta,ReturnAbsMax,ReturnMean,ReturnMax,LQGmu1_higher,TimestepsSoFar,ReturnLastEpisode,TimeElapsed,Regret,IWMin,ReturnMin,LQGsigma_higher,DenMISELogLast,LQGmu1_actor,IWMax,ReturnStepMax,Regret/t,IWMean,IWLastEpisode,Bound
-0.6248179,1.6967271e-05,1265,-1.4264491,7.59802e-10,17.438234,15.233702,17.438234,-0.67346936,25300,17.367273,1357.322910785675,2689.7676,,,0.14999999,-0.20450124,-0.83461887,3.107503,19.227053,2.126299,1.0098722,2.6801174,25.787666
-0.62450206,3.3620562e-08,1266,-1.4272393,7.5860224e-10,17.438234,15.235366,17.438234,-0.8367347,25320,17.338497,1358.4520070552826,2689.789,,,0.14999999,-0.2342671,-1.0327748,3.3746321,19.227053,2.1246347,0.9923728,3.3613715,25.792204
-0.6244407,2.0374882e-11,1267,-1.4280288,7.5740514e-10,17.438234,15.236918,17.438234,-1.0,25340,17.203747,1360.4832804203033,2689.9453,,,0.14999999,-0.5385757,-1.4118123,5.666484,19.227053,2.1230822,0.98990554,4.4499207,25.798508
-0.62752587,2.0390977e-11,1268,-1.4288177,7.56211e-10,17.438234,15.238457,17.438234,-1.0,25360,17.188463,1362.5803062915802,2690.1172,,,0.14999999,-4.5252857,-0.687984,5.6678743,19.227053,2.121544,0.99146163,5.6678743,25.80848
-0.6271641,1.7020931e-05,1269,-1.4296061,7.5501966e-10,17.438234,15.240144,17.438234,-0.67346936,25380,17.378727,1363.6426978111267,2690.0977,,,0.14999999,-0.15894455,-0.6545627,3.103337,19.227053,2.1198568,1.0097857,3.1032326,25.768372
-0.62677145,6.710756e-05,1270,-1.4303938,7.538311e-10,17.438234,15.241834,17.438234,-0.63265306,25400,17.385006,1364.6694557666779,2690.0723,,,0.14999999,-0.13772933,-0.46223217,3.0255606,19.227053,2.118167,1.0206292,3.0199594,25.76669
-0.62635547,0.0026333702,1271,-1.4311808,7.526454e-10,17.438234,15.243506,17.438234,-0.5102041,25420,17.36969,1365.770027399063,2690.0645,,,0.14999999,-0.11824766,-0.6091791,2.934711,19.227053,2.1164942,1.0412164,2.8442206,25.758278
-0.6259187,9.57848,1272,-1.4319652,7.5146245e-10,17.438234,15.24519,17.438234,0.020408163,25440,17.383951,1367.5544121265411,2690.039,,,0.14999999,-0.11155311,-0.070553765,9.760863,19.227053,2.114811,0.96421266,0.00044443252,25.756107
-0.62620634,2.8951874,1273,-1.4252491,7.502823e-10,17.438234,15.244523,17.438234,-0.14285715,25460,14.395394,1368.6156828403473,2693.004,,,0.14999999,-0.95408857,-0.5901997,6.151816,19.227053,2.1154776,0.982015,6.1478176,25.762508
-0.62581265,6.666399e-05,1274,-1.4237626,7.491049e-10,17.438234,15.246197,17.438234,-0.63265306,25480,17.377253,1370.5210676193237,2692.9863,,,0.14999999,-0.10538747,-0.5279459,3.0230734,19.227053,2.1138039,1.0230193,2.839188,25.78928
-0.6253781,0.0008291907,1275,-1.4245472,7.479303e-10,17.438234,15.247829,17.438234,-0.5510204,25500,17.32778,1372.661592245102,2693.0176,,,0.14999999,-0.09427721,-0.8032296,2.9242175,19.227053,2.1121712,1.0406091,2.8881807,25.78676
-0.6250269,1.6948301e-05,1276,-1.4253305,7.4675843e-10,17.438234,15.249458,17.438234,-0.67346936,25520,17.324848,1374.5905327796936,2693.0527,,,0.14999999,-0.2174281,-0.6748723,3.089857,19.227053,2.1105423,1.012388,2.2737675,25.76334
-0.62464154,6.682095e-05,1277,-1.4261138,7.4558937e-10,17.438234,15.251132,17.438234,-0.63265306,25540,17.386787,1376.840652704239,2693.0254,,,0.14999999,-0.14493117,-0.52933943,3.010133,19.227053,2.1088686,1.0234325,2.9550111,25.76194
-0.6242061,0.00083114114,1278,-1.4268966,7.4442297e-10,17.438234,15.252824,17.438234,-0.5510204,25560,17.4162,1378.9603943824768,2692.9707,,,0.14999999,-0.09102915,-0.56787133,2.9137325,19.227053,2.1071768,1.0403246,2.882808,25.756012
-0.6237589,0.00083179097,1279,-1.4276781,7.432594e-10,17.438234,15.254465,17.438234,-0.5510204,25580,17.351274,1381.066590309143,2692.9805,,,0.14999999,-0.09217628,-0.7770126,2.9093792,19.227053,2.1055355,1.0408144,2.898078,25.752998
-0.6233986,1.8853285e-07,1280,-1.428459,7.4209844e-10,17.438234,15.256091,17.438234,1.0,25600,17.33434,1382.6666457653046,2693.004,,,0.14999999,-0.20277962,1.1080753,46.02519,19.227053,2.1039095,1.0887352,1.0895387e-30,25.749987
-0.6251485,1.7846239e-07,1281,-1.42924,7.4094036e-10,17.438234,15.244182,17.438234,-0.79591835,25620,,1384.8276691436768,2710.3633,,,0.14999999,-2.9424338,-0.921487,3.3011963,19.227053,2.115819,0.99327934,5.200109e-34,25.746906
-0.62489814,2.0415494e-11,1282,-1.4300203,7.3978484e-10,17.438234,15.245759,17.438234,-1.0,25640,17.26536,1385.8581426143646,2710.459,,,0.14999999,-0.297066,-0.96645015,5.7046957,19.227053,2.1142416,0.98939264,3.1213422,25.757504
-0.6247028,2.0431426e-11,1283,-1.4308001,7.3863204e-10,17.438234,15.247306,17.438234,-1.0,25660,17.232733,1386.9498007297516,2710.588,,,0.14999999,-0.36265936,-0.99190205,5.683853,19.227053,2.1126947,0.9894109,3.7278354,25.741375
-0.6245489,3.376683e-08,1284,-1.4315791,7.37482e-10,17.438234,15.248835,17.438234,-0.8367347,25680,17.209076,1388.055324792862,2710.7363,,,0.14999999,-0.41536775,-0.81712425,3.360518,19.227053,2.111166,0.9928177,2.3596346,25.735462
-0.62423956,1.7901962e-07,1285,-1.4323577,7.363346e-10,17.438234,15.250453,17.438234,-0.79591835,25700,17.330313,1390.113207101822,2710.7695,,,0.14999999,-0.2194158,-0.71862894,3.2872832,19.227053,2.1095476,0.99445003,3.2792153,25.732656
-0.6238887,1.7081114e-05,1286,-1.4331356,7.351899e-10,17.438234,15.252111,17.438234,-0.67346936,25720,17.381393,1392.2013897895813,2710.746,,,0.14999999,-0.16697206,-0.6836765,3.0720139,19.227053,2.1078892,1.0137434,3.0036669,25.729773
-0.623506,0.12827048,1287,-1.4339129,7.3404793e-10,17.438234,15.25376,17.438234,0.5510204,25740,17.375647,1394.5398635864258,2710.7305,,,0.14999999,-0.14462958,0.4900341,19.074755,19.227053,2.1062403,0.91652304,5.9556246e-15,25.729313
-0.62456995,1.7105958e-05,1288,-1.4345899,7.3290857e-10,17.438234,15.247289,17.438234,-0.67346936,25760,6.9183216,1396.8321669101715,2721.1738,,,0.14999999,-1.9061131,-1.0519319,3.069459,19.227053,2.112712,1.0144278,1.5406359e-12,25.728508
-0.62454796,2.0524932e-11,1289,-1.435366,7.317718e-10,17.438234,15.248801,17.438234,-1.0,25780,17.197052,1398.4748930931091,2721.336,,,0.14999999,-0.6100167,-1.0915979,5.6843004,19.227053,2.1111994,0.991071,4.610179,25.747078
-0.62468725,2.0540873e-11,1290,-1.4361415,7.306377e-10,17.438234,15.250309,17.438234,-1.0,25800,17.194733,1399.5749809741974,2721.502,,,0.14999999,-0.7942256,-1.0109655,5.6637354,19.227053,2.1096916,0.9919933,4.8839707,25.746616
-0.624568,2.0556785e-11,1291,-1.4369164,7.295063e-10,17.438234,15.251819,17.438234,-1.0,25820,17.199244,1400.6601963043213,2721.664,,,0.14999999,-0.46179783,-1.1423758,5.643347,19.227053,2.108182,0.99239475,4.2093463,25.737305
-0.62494725,2.057271e-11,1292,-1.4376906,7.283774e-10,17.438234,15.253323,17.438234,-1.0,25840,17.194893,1402.8248627185822,2721.8281,,,0.14999999,-1.1059086,-1.2398684,5.6231394,19.227053,2.106678,0.99350876,5.1224155,25.740328
-0.6260073,2.0588649e-11,1293,-1.4384644,7.272512e-10,17.438234,15.2548275,17.438234,-1.0,25860,17.197702,1404.7339129447937,2721.9883,,,0.14999999,-1.9881399,-1.1939332,5.6031055,19.227053,2.105173,0.994843,5.407163,25.74724
-0.62670344,2.0604558e-11,1294,-1.4392375,7.261276e-10,17.438234,15.256329,17.438234,-1.0,25880,17.197023,1406.2164669036865,2722.1504,,,0.14999999,-1.5205803,-1.4274123,5.583244,19.227053,2.103672,0.9960732,5.275015,25.752449
-0.6299291,2.0620481e-11,1295,-1.44001,7.250066e-10,17.438234,15.257823,17.438234,-1.0,25900,17.191376,1408.340548992157,2722.3203,,,0.14999999,-4.7990255,-0.86096877,5.571271,19.227053,2.1021776,0.99753106,5.571271,25.761639
-0.62962645,2.0636416e-11,1296,-1.4407818,7.238882e-10,17.438234,15.259404,17.438234,-1.0,25920,17.307203,1410.5262250900269,2722.373,,,0.14999999,-0.23404796,-1.182146,5.551689,19.227053,2.1005964,0.9963746,2.1873283,25.72617
-0.6302281,2.0652324e-11,1297,-1.4415531,7.227724e-10,17.438234,15.2609,17.438234,-1.0,25940,17.199955,1412.8706896305084,2722.5332,,,0.14999999,-1.4054195,-0.9129512,5.5322742,19.227053,2.099101,0.9975459,5.1879096,25.73065
-0.62995243,2.0668245e-11,1298,-1.4423239,7.216591e-10,17.438234,15.26245,17.438234,-1.0,25960,17.27378,1415.0367832183838,2722.621,,,0.14999999,-0.26881742,-0.9637037,5.513024,19.227053,2.0975504,0.9969853,2.9405894,25.70559
-0.62972796,2.0684177e-11,1299,-1.443094,7.2054845e-10,17.438234,15.263971,17.438234,-1.0,25980,17.237694,1417.0560550689697,2722.7422,,,0.14999999,-0.33433408,-1.0850878,5.493935,19.227053,2.0960293,0.99695015,3.60831,25.689594
-0.62980884,2.070008e-11,1300,-1.4438635,7.194404e-10,17.438234,15.265455,17.438234,-1.0,26000,17.1929,1419.2765851020813,2722.9082,,,0.14999999,-0.7308724,-1.0025784,5.475009,19.227053,2.0945454,0.997765,4.70284,25.688173
-0.6296458,2.0715998e-11,1301,-1.4446324,7.183348e-10,17.438234,15.266943,17.438234,-1.0,26020,17.201414,1421.51567196846,2723.0684,,,0.14999999,-0.4145198,-0.999764,5.4562416,19.227053,2.0930576,0.9980611,4.0251155,25.677948
-0.62947553,2.954122,1302,-1.4454008,7.172318e-10,17.438234,15.268424,17.438234,-0.14285715,26040,17.195538,1423.8006370067596,2723.2324,,,0.14999999,-0.40493622,0.006446004,6.2609262,19.227053,2.0915766,0.97753125,3.2663408e-07,25.66996
-0.62992644,2.070091e-11,1303,-1.4439023,7.161313e-10,17.438234,15.263814,17.438234,-1.0,26060,9.260922,1425.8563573360443,2731.33,,,0.14999999,-1.19336,-0.82874364,5.4418077,19.227053,2.0961866,0.99833375,1.469863e-09,25.66769
-0.6296106,10.881712,1304,-1.4446694,7.150335e-10,17.438234,15.265405,17.438234,0.14285715,26080,17.33969,1427.076197385788,2731.3535,,,0.14999999,-0.21552257,0.24995685,12.787427,19.227053,2.094596,0.9253497,2.557453e-09,25.663834
-0.630489,0.0026490716,1305,-1.4371257,7.139381e-10,17.438234,15.260249,17.438234,-0.5102041,26100,8.535809,1428.8221418857574,2740.1758,,,0.14999999,-1.6984705,-0.44539765,2.962666,19.227053,2.0997515,1.0384076,3.8519654e-05,25.65144
-0.630086,1.8420113,1306,-1.4378897,7.128451e-10,17.438234,15.261816,17.438234,0.3877551,26120,17.30516,1431.1922190189362,2740.2285,,,0.14999999,-0.14226982,0.46289232,16.877178,19.227053,2.0981846,0.88924193,6.1296186e-07,25.65173
-0.63113576,0.00264939,1307,-1.4372456,7.117547e-10,17.438234,15.255612,17.438234,-0.5102041,26140,7.1538053,1433.2470078468323,2750.4355,,,0.14999999,-1.8877974,-0.28407586,2.960486,19.227053,2.1043882,1.0387677,1.276431e-08,25.64661
-0.630926,1.0373545,1308,-1.4380084,7.1066686e-10,17.438234,15.257069,17.438234,-0.2244898,26160,17.16082,1435.4991385936737,2750.6348,,,0.14999999,-0.39484963,-0.3063695,4.928273,19.227053,2.102932,0.9861394,3.6478252,25.637003
-0.6307194,0.053389296,1309,-1.4379799,7.095814e-10,17.438234,15.258555,17.438234,-0.3877551,26180,17.204748,1437.651457309723,2750.791,,,0.14999999,-0.34598935,-0.34197035,3.3574548,19.227053,2.1014452,1.0225469,3.2445588,25.64148
-0.63043255,0.053427905,1310,-1.4387028,7.0849854e-10,17.438234,15.260059,17.438234,-0.3877551,26200,17.229126,1439.940001964569,2750.9238,,,0.14999999,-0.27676645,-0.4465394,3.3514237,19.227053,2.0999413,1.0232003,3.3480053,25.639275
-0.6300395,0.021162882,1311,-1.4394251,7.0741807e-10,17.438234,15.2616415,17.438234,-0.42857143,26220,17.333288,1441.098916053772,2750.9492,,,0.14999999,-0.13786177,-0.82785076,3.1484308,19.227053,2.098359,1.0320979,3.030928,25.63391
-0.62970364,2.0623824e-11,1312,-1.4401714,7.063401e-10,17.438234,15.26321,17.438234,-1.0,26240,17.319658,1442.7493431568146,2750.9883,,,0.14999999,-0.2206365,-1.0063221,5.456606,19.227053,2.0967903,0.9978492,1.7164432,25.646935
-0.6295495,2.0639525e-11,1313,-1.4409333,7.0526457e-10,17.438234,15.264685,17.438234,-1.0,26260,17.199837,1444.1926681995392,2751.1504,,,0.14999999,-0.42434928,-1.1485047,5.4381475,19.227053,2.095316,0.99817646,4.0618663,25.637482
-0.62992257,2.0655238e-11,1314,-1.4416946,7.041915e-10,17.438234,15.266159,17.438234,-1.0,26280,17.200542,1446.382422208786,2751.3086,,,0.14999999,-1.1170111,-1.19035,5.4198427,19.227053,2.0938416,0.999207,4.9784136,25.64021
-0.6305524,2.0670965e-11,1315,-1.4424554,7.0312095e-10,17.438234,15.267624,17.438234,-1.0,26300,17.193254,1448.6932110786438,2751.4746,,,0.14999999,-1.456388,-1.1597617,5.401687,19.227053,2.0923767,1.0003307,5.1007543,25.644592
-0.630983,2.0686702e-11,1316,-1.4432155,7.0205275e-10,17.438234,15.2690935,17.438234,-1.0,26320,17.201273,1450.9003582000732,2751.6348,,,0.14999999,-1.1963503,-1.1128356,5.3836794,19.227053,2.090907,1.0013691,4.989503,25.647617
-0.6311635,2.0702412e-11,1317,-1.4439751,7.00987e-10,17.438234,15.270557,17.438234,-1.0,26340,17.196241,1453.186978816986,2751.7969,,,0.14999999,-0.8691872,-1.1365397,5.3658185,19.227053,2.0894432,1.0022486,4.7799873,25.647976
-0.6314574,2.0718132e-11,1318,-1.4447341,6.9992373e-10,17.438234,15.272015,17.438234,-1.0,26360,17.194162,1455.3059124946594,2751.9648,,,0.14999999,-1.0196452,-1.061349,5.348104,19.227053,2.087986,1.0031992,4.8721523,25.649622
-0.6314312,2.0733828e-11,1319,-1.4454926,6.9886275e-10,17.438234,15.27347,17.438234,-1.0,26380,17.191175,1457.5697991847992,2752.1328,,,0.14999999,-0.5993421,-0.97364247,5.3305316,19.227053,2.0865307,1.0038337,4.4543705,25.645908
-0.6312045,2.0749572e-11,1320,-1.4462504,6.9780426e-10,17.438234,15.27495,17.438234,-1.0,26400,17.224655,1460.0420060157776,2752.2676,,,0.14999999,-0.334972,-0.8901546,5.3131003,19.227053,2.0850506,1.0038701,3.660923,25.632082
-0.6309058,2.076529e-11,1321,-1.4470078,6.9674827e-10,17.438234,15.276476,17.438234,-1.0,26420,17.291763,1461.6498529911041,2752.336,,,0.14999999,-0.23944925,-0.9182632,5.2958097,19.227053,2.0835247,1.003099,2.5844097,25.60455
-0.6306221,0.021340108,1322,-1.4477644,6.9569456e-10,17.438234,15.277991,17.438234,-0.42857143,26440,17.279087,1462.948399066925,2752.416,,,0.14999999,-0.25798455,-0.50793505,3.1672153,19.227053,2.0820093,1.0299361,0.016694441,25.587177
-0.6302056,2.0796405e-11,1323,-1.4485044,6.946432e-10,17.438234,15.279536,17.438234,-1.0,26460,17.321726,1464.2505230903625,2752.455,,,0.14999999,-0.10901211,-0.9142201,5.2826495,19.227053,2.0804644,1.0025953,0.013658033,25.581985
-0.6299201,0.007855664,1324,-1.44926,6.9359435e-10,17.438234,15.281037,17.438234,-0.46938777,26480,17.267244,1465.6352503299713,2752.5469,,,0.14999999,-0.25387666,-0.54649,3.0348287,19.227053,2.0789633,1.0356816,0.042206436,25.58103
-0.6294972,0.0026834207,1325,-1.4500091,6.925478e-10,17.438234,15.282615,17.438234,-0.5102041,26500,17.372334,1467.084332704544,2752.5352,,,0.14999999,-0.10465739,-0.3692196,2.964658,19.227053,2.077386,1.0373974,2.8678985,25.576683
-0.62917036,0.008151198,1326,-1.4507616,6.915036e-10,17.438234,15.284145,17.438234,0.67346936,26520,17.312857,1468.468575000763,2752.584,,,0.14999999,-0.23302898,0.48746607,21.3323,19.227053,2.0758553,0.9913469,1.0801001e-10,25.573715
-0.63015026,1.0729567,1327,-1.4515092,6.904618e-10,17.438234,15.277859,17.438234,0.42857143,26540,6.9411764,1470.5874495506287,2763.002,,,0.14999999,-1.9157197,0.42821917,17.387135,19.227053,2.0821419,0.90550876,16.723612,25.576986
-0.63115066,0.007872918,1328,-1.4514543,6.894223e-10,17.438234,15.271954,17.438234,-0.46938777,26560,7.4351177,1471.747615814209,2772.9258,,,0.14999999,-1.860426,-0.54433024,3.030563,19.227053,2.088047,1.036141,2.8642143e-07,25.56778
-0.6307268,0.0026893106,1329,-1.4522011,6.8838524e-10,17.438234,15.273554,17.438234,-0.5102041,26580,17.39816,1472.9881026744843,2772.8887,,,0.14999999,-0.10343241,-0.48749802,2.9605238,19.227053,2.0864468,1.0377032,2.8740838,25.561445
-0.6303092,0.0026913271,1330,-1.4529512,6.8735045e-10,17.438234,15.275126,17.438234,-0.5102041,26600,17.3658,1474.9124941825867,2772.8828,,,0.14999999,-0.11260105,-0.37192696,2.9561663,19.227053,2.0848742,1.038168,2.9426942,25.558641
-0.6299781,0.05423525,1331,-1.4537008,6.8631795e-10,17.438234,15.276641,17.438234,-0.3877551,26620,17.290743,1476.4777936935425,2772.9512,,,0.14999999,-0.22729069,-0.5230961,3.3531475,19.227053,2.0833597,1.0226257,3.3198013,25.556475
-0.62956405,2.0919575e-11,1332,-1.454411,6.852879e-10,17.438234,15.278224,17.438234,-1.0,26640,17.384443,1478.5724980831146,2772.9277,,,0.14999999,-0.100503586,-1.0823117,5.297434,19.227053,2.0817766,1.0016371,0.018770311,25.553652
-0.62960833,2.09353e-11,1333,-1.4551616,6.842601e-10,17.438234,15.279666,17.438234,-1.0,26660,17.20139,1480.3016347885132,2773.086,,,0.14999999,-0.68924755,-1.2712082,5.280411,19.227053,2.0803347,1.0023661,4.55793,25.551968
-0.6308542,2.0951e-11,1334,-1.4559114,6.832345e-10,17.438234,15.281105,17.438234,-1.0,26680,17.200068,1482.4985220432281,2773.246,,,0.14999999,-2.2931526,-0.9969286,5.263522,19.227053,2.0788956,1.0035324,5.1387167,25.55788
-0.63066316,0.007914016,1335,-1.4566607,6.822113e-10,17.438234,15.282548,17.438234,-0.46938777,26700,17.206635,1485.123621225357,2773.4004,,,0.14999999,-0.37816247,-0.72096115,3.020416,19.227053,2.0774527,1.0372956,0.008001823,25.54879
-0.63029987,2.0982271e-11,1336,-1.4574037,6.8119055e-10,17.438234,15.284124,17.438234,-1.0,26720,17.38805,1487.3801205158234,2773.371,,,0.14999999,-0.18223736,-1.0899771,5.250695,19.227053,2.0758762,1.0041069,0.5656029,25.55406
-0.63036525,2.0998005e-11,1337,-1.4581519,6.801719e-10,17.438234,15.28556,17.438234,-1.0,26740,17.20364,1489.8426032066345,2773.5273,,,0.14999999,-0.720786,-0.9486515,5.2340546,19.227053,2.074441,1.0048468,4.567924,25.552795
-0.6301065,2.1013712e-11,1338,-1.4588995,6.791555e-10,17.438234,15.287022,17.438234,-1.0,26760,17.242016,1492.4087510108948,2773.6465,,,0.14999999,-0.2880133,-1.0327626,5.217543,19.227053,2.072979,1.0046754,3.345453,25.536018
-0.62998676,9.897296,1339,-1.4596467,6.7814154e-10,17.438234,15.288447,17.438234,0.18367347,26780,17.194466,1494.710815191269,2773.8105,,,0.14999999,-0.4735606,0.2552855,13.733047,19.227053,2.0715532,0.9127591,2.2374279e-14,25.535011
-0.63085884,2.0890706e-11,1340,-1.4530288,6.7712974e-10,17.438234,15.283388,17.438234,-1.0,26800,8.511296,1497.074886083603,2782.6602,,,0.14999999,-1.7084641,-1.2230941,5.2050467,19.227053,2.0766125,1.0051273,9.106081e-15,25.530205
-0.631679,2.090629e-11,1341,-1.4537748,6.761202e-10,17.438234,15.28481,17.438234,-1.0,26820,17.188848,1499.4950678348541,2782.832,,,0.14999999,-1.735095,-0.83594394,5.1887755,19.227053,2.0751905,1.0061921,4.9890947,25.534683
-0.63136774,1.7450315e-05,1342,-1.4545202,6.7511297e-10,17.438234,15.286318,17.438234,-0.67346936,26840,17.309916,1501.79842543602,2782.8828,,,0.14999999,-0.21898575,-0.715616,3.1296546,19.227053,2.0736828,1.0047355,1.8414351,25.528076
-0.6310288,4.116454e-06,1343,-1.4552652,6.7410794e-10,17.438234,15.287879,17.438234,-0.71428573,26860,17.382921,1504.1019961833954,2782.8594,,,0.14999999,-0.18045956,-0.5785533,3.1918442,19.227053,2.0721216,0.9964019,3.185476,25.527058
-0.63064426,0.00085569365,1344,-1.4560094,6.731051e-10,17.438234,15.289454,17.438234,-0.5510204,26880,17.40377,1506.420634508133,2782.8125,,,0.14999999,-0.11032466,-0.6496683,2.9538593,19.227053,2.0705462,1.0345465,2.9202237,25.526535
-0.6302553,1.7489316e-05,1345,-1.4567525,6.721046e-10,17.438234,15.291004,17.438234,-0.67346936,26900,17.37434,1508.6795182228088,2782.8008,,,0.14999999,-0.14148828,-0.9318514,3.117354,19.227053,2.0689964,1.0064477,3.0255141,25.525974
-0.6299798,2.0984233e-11,1346,-1.4574958,6.711064e-10,17.438234,15.292471,17.438234,-1.0,26920,17.265692,1510.5387020111084,2782.8945,,,0.14999999,-0.2654822,-0.6228712,5.188026,19.227053,2.0675297,1.0058247,3.1282022,25.515373
-0.6296023,6.900239e-05,1347,-1.4582385,6.7011025e-10,17.438234,15.294036,17.438234,-0.63265306,26940,17.399761,1512.647147655487,2782.8535,,,0.14999999,-0.12632737,-0.5965562,3.042687,19.227053,2.0659647,1.0178043,3.011332,25.524197
-0.6292064,0.00085823983,1348,-1.4589806,6.691164e-10,17.438234,15.295594,17.438234,-0.5510204,26960,17.395409,1514.9764995574951,2782.8203,,,0.14999999,-0.11320297,-0.540695,2.9457517,19.227053,2.0644064,1.0357623,2.84427,25.523746
-0.628788,0.00085887604,1349,-1.4597214,6.681248e-10,17.438234,15.297156,17.438234,-0.5510204,26980,17.401487,1516.9789054393768,2782.7773,,,0.14999999,-0.100161515,-0.4857334,2.9415088,19.227053,2.0628443,1.036239,2.9328477,25.52134
-0.62837875,0.0008595119,1350,-1.4604619,6.671353e-10,17.438234,15.298701,17.438234,-0.5510204,27000,17.383299,1519.5094521045685,2782.754,,,0.14999999,-0.11190886,-0.20177457,2.9372845,19.227053,2.0612993,1.0365473,2.7057269,25.516008
-0.62833947,3.0011704,1351,-1.4612017,6.661481e-10,17.438234,15.299694,17.438234,-0.14285715,27020,16.641447,1521.9756605625153,2783.4746,,,0.14999999,-0.6115403,0.042887047,6.402321,19.227053,2.0603065,0.9726436,4.538437,25.533169
-0.6288677,9.848078,1352,-1.4597225,6.65163e-10,17.438234,15.295101,17.438234,0.020408163,27040,9.087907,1523.682742357254,2791.7441,,,0.14999999,-1.3140149,0.084549494,10.043509,19.227053,2.0648994,0.9616429,9.786143,25.52302
-0.6294759,0.0026920089,1353,-1.4532043,6.641801e-10,17.438234,15.290477,17.438234,-0.5102041,27060,9.039567,1524.8264589309692,2800.0645,,,0.14999999,-1.4113314,-0.29557213,2.9499688,19.227053,2.0695238,1.0376999,0.0042062057,25.475296
-0.6292619,1.0540147,1354,-1.4539411,6.6319944e-10,17.438234,15.291818,17.438234,-0.2244898,27080,17.10742,1525.9783918857574,2800.3203,,,0.14999999,-0.37700674,-0.02523227,5.006587,19.227053,2.068183,0.981713,3.4656703,25.493517
-0.62963694,9.790916,1355,-1.4539013,6.6222083e-10,17.438234,15.288975,17.438234,0.020408163,27100,11.43888,1528.0748283863068,2806.2402,,,0.14999999,-1.1181693,-0.08226422,9.981107,19.227053,2.0710258,0.9683697,7.768373,25.50517
-0.62989557,2.9601498,1356,-1.4474392,6.612445e-10,17.438234,15.288688,17.438234,-0.14285715,27120,14.901806,1530.2763957977295,2808.6992,,,0.14999999,-0.94666606,-0.32198524,6.321482,19.227053,2.071313,0.97751826,6.3170896,25.492388
-0.62968457,0.27509248,1357,-1.4459958,6.6027045e-10,17.438234,15.290114,17.438234,-0.30612245,27140,17.223661,1531.6306116580963,2808.836,,,0.14999999,-0.31996897,-0.4445262,4.00571,19.227053,2.0698862,0.99897456,3.6420937,25.47228
-0.6293252,0.0078342445,1358,-1.4465297,6.592984e-10,17.438234,15.291588,17.438234,-0.46938777,27160,17.291412,1533.5501136779785,2808.9043,,,0.14999999,-0.13995634,-0.390034,3.019489,19.227053,2.0684128,1.0362955,3.0174203,25.470154
-0.6289838,0.021329343,1359,-1.44726,6.5832845e-10,17.438234,15.293049,17.438234,-0.42857143,27180,17.275442,1535.8077805042267,2808.9863,,,0.14999999,-0.20123272,-0.4420572,3.1507735,19.227053,2.0669518,1.0306097,3.146879,25.466879
-0.62860155,0.007845613,1360,-1.4479799,6.5736067e-10,17.438234,15.294573,17.438234,-0.46938777,27200,17.366262,1537.9328172206879,2808.9824,,,0.14999999,-0.13918802,-0.6301743,3.010575,19.227053,2.0654278,1.0371335,3.0064812,25.46397
-0.628206,0.57093275,1361,-1.4487091,6.5639505e-10,17.438234,15.296108,17.438234,0.46938777,27220,17.38566,1539.6790645122528,2808.957,,,0.14999999,-0.12697253,0.5689219,18.128336,19.227053,2.0638924,0.9156809,6.4797907e-12,25.457088
-0.6292635,4.090844e-06,1362,-1.4490242,6.554315e-10,17.438234,15.289399,17.438234,-0.71428573,27240,6.1577306,1541.8608334064484,2820.1582,,,0.14999999,-1.9801441,-0.8066989,3.1917076,19.227053,2.0706015,0.99508584,2.4731833e-15,25.449833
-0.6289641,2.0822483e-11,1363,-1.4497582,6.544701e-10,17.438234,15.290899,17.438234,-1.0,27260,17.333746,1543.9166986942291,2820.1855,,,0.14999999,-0.21594478,-0.7040029,5.233363,19.227053,2.0691013,1.0025935,1.4387662,25.450266
-0.6286277,4.0968525e-06,1364,-1.4504915,6.535108e-10,17.438234,15.292438,17.438234,-0.71428573,27280,17.38842,1545.7797203063965,2820.1562,,,0.14999999,-0.17183347,-0.72420186,3.1875083,19.227053,2.067563,0.9970767,3.150828,25.470709
-0.6283027,4.0998543e-06,1365,-1.4512244,6.525536e-10,17.438234,15.29395,17.438234,-0.71428573,27300,17.356174,1547.9507570266724,2820.1582,,,0.14999999,-0.18155321,-0.46574038,3.1824086,19.227053,2.0660505,0.9978029,3.1821263,25.469725
-0.6279333,0.0026886528,1366,-1.4519567,6.5159855e-10,17.438234,15.295451,17.438234,-0.5102041,27320,17.345161,1550.179228067398,2820.1758,,,0.14999999,-0.12099879,-0.47027102,2.9423018,19.227053,2.0645494,1.0394635,2.872683,25.463331
-0.6275308,0.007882629,1367,-1.4526867,6.506456e-10,17.438234,15.296978,17.438234,-0.46938777,27340,17.382631,1551.8078217506409,2820.1523,,,0.14999999,-0.11660193,-0.5317933,3.0088673,19.227053,2.0630226,1.0381808,2.9884834,25.460758
-0.6271133,0.0026925686,1368,-1.4534122,6.496947e-10,17.438234,15.298503,17.438234,-0.5102041,27360,17.381159,1553.0482790470123,2820.129,,,0.14999999,-0.0940225,-0.4440738,2.9341264,19.227053,2.0614977,1.0403137,2.891705,25.45837
