IWMax,DenMISELogLast,IWMean,DenMISEMeanLog,DenMISELogFirst,delta,ReturnLastEpisode,Regret/t,Bound,ReturnStepMax,ReturnMax,LQGmu1_higher,ReturnMin,IWFirstEpisode,IWLastEpisode,LQGmu1_actor,TimestepsSoFar,Regret,TimeElapsed,ReturnMean,IWMin,Iteration,LQGsigma_higher,ReturnAbsMax
6.8182125,-0.6200042,1.152143,-0.8006995,-0.7166437,7.194403e-06,17.373934,5.237005,118.4803,19.187332,17.398449,0.63265306,,2.8489478e-05,3.1139158e-12,0.52978075,260,68.08107,2.7863974571228027,12.122995,,13,0.14999999,17.398449
5.5626116,-0.7083096,1.4502574,-0.79374856,-0.7907495,6.203337e-06,6.5492716,5.635129,108.88117,19.187332,17.398449,-0.63265306,,0.012664418,4.9148505e-13,-0.52014786,280,78.8918,2.9802393913269043,11.724872,,14,0.14999999,17.398449
9.879543,-0.5198469,1.2033112,-0.7547933,-0.8588382,5.403797e-06,17.367502,5.258953,104.2759,19.187332,17.398449,0.9183673,,4.4562398e-10,4.7812516e-20,1.0060877,300,78.88431,3.154289960861206,12.1010475,,15,0.14999999,17.398449
5.8782644,-1.0357288,0.83664834,-0.77099216,-0.9233767,4.7494304e-06,,6.0152683,100.49451,19.187332,17.398449,-0.18367347,,5.8782644,1.6343612e-13,0.17869309,320,96.24429,3.347792625427246,11.344732,,16,0.14999999,17.398449
3.6205049,-0.9358915,0.39967996,-0.79416376,-0.6710964,4.207108e-06,8.8139305,6.1641397,98.05694,19.187332,17.398449,-1.0,,1.0515774e-07,2.6484115e-13,-0.9007706,340,104.79036,3.536952495574951,11.195861,,17,0.14999999,17.398449
7.175556,-0.6826295,0.9779373,-0.82137275,-0.7282548,3.7526365e-06,17.28057,5.8261003,92.19294,19.187332,17.398449,0.18367347,,0.8416019,2.352522e-11,-0.026767,360,104.86981,3.739866256713867,11.5339,,18,0.14999999,17.398449
5.550514,-0.7361936,1.2390432,-0.822233,-0.73662645,3.3680174e-06,12.560671,5.7720604,90.716225,19.187332,17.398449,-0.5102041,,0.15014888,0.030831687,-0.15646529,380,109.66916,3.930919647216797,11.58794,,19,0.14999999,17.398449
5.353938,-0.772794,1.1426927,-0.81266975,-0.78004825,3.0396352e-06,16.578974,5.5225086,87.337524,19.187332,17.398449,-0.79591835,,0.00015292915,0.0006518499,-0.82259905,400,110.450165,4.186251640319824,11.837492,,20,0.14999999,17.398449
6.122301,-0.5254034,1.1729224,-0.7960592,-0.8288308,2.7570386e-06,17.323282,5.26128,87.37152,19.187332,17.398449,-0.020408163,,5.155159,2.7700553e-06,-0.022786634,420,110.48686,4.424882173538208,12.098721,,21,0.14999999,17.398449
8.072065,-0.6251155,0.9352743,-0.78477496,-0.6558268,2.5120953e-06,12.466282,5.2445717,86.8849,19.187332,17.398449,0.5510204,,0.0003385073,0.0033011977,0.5449954,440,115.380585,4.607159852981567,12.115429,,22,0.14999999,17.398449
4.274916,-0.85322016,0.8312675,-0.79347354,-0.70026314,2.2984013e-06,6.4003887,5.4930515,82.84372,19.187332,17.398449,-0.26530612,,3.0717506,2.8750037e-06,-0.18946788,460,126.34021,4.816062688827515,11.866949,,23,0.14999999,17.398449
11.177073,-0.6097449,1.0961589,-0.7938979,-0.6174646,2.110858e-06,16.605242,5.295624,82.337135,19.187332,17.398449,1.0,,7.31186e-12,1.0841273e-13,0.95488083,480,127.09497,4.999175548553467,12.064377,,24,0.14999999,17.398449
7.0137157,-1.0092894,0.9797565,-0.8045976,-0.6582866,1.9453666e-06,0.80305403,5.7460775,80.03073,19.187332,17.398449,0.3469388,,0.052618332,0.0019779003,0.34856814,500,143.65192,5.182478666305542,11.613923,,25,0.14999999,17.398449
5.296709,-0.76167184,1.1177373,-0.8063796,-0.69540477,1.7986008e-06,7.9984403,5.885133,79.361115,19.187332,17.398449,-0.67346936,,0.004276129,4.7267623e-10,-0.5968951,520,153.01346,5.377114772796631,11.474868,,26,0.14999999,17.398449
7.877376,-0.56483674,1.0561887,-0.79507446,-0.73298067,1.6678383e-06,17.376072,5.6665716,79.33943,19.187332,17.398449,0.75510204,,3.7039115e-07,1.0693407e-17,0.6998829,540,152.99744,5.643214702606201,11.693429,,27,0.14999999,17.398449
4.940067,-0.8635907,0.5082863,-0.7981402,-0.7693483,1.5508342e-06,4.644865,5.9183044,78.52283,19.187332,17.398449,-1.0,,1.1601423e-07,8.17246e-28,-1.0801008,560,165.71252,5.836750507354736,11.441696,,28,0.14999999,17.398449
5.942037,-1.2350062,1.2186303,-0.8305409,-0.8044396,1.4457245e-06,17.196781,5.7198534,77.05304,19.187332,17.398449,-0.10204082,,5.942037,5.3582925e-09,0.29473725,580,165.87573,6.201668977737427,11.640147,,29,0.14999999,17.398449
5.7469215,-0.895399,0.8455966,-0.8280763,-0.65194637,1.3509492e-06,8.313731,5.8307343,75.11422,19.187332,17.398449,-0.42857143,,0.51355964,5.8146637e-05,-0.387426,600,174.92206,6.4294281005859375,11.529266,,30,0.14999999,17.398449
5.709839,-0.6503525,0.9543234,-0.8283679,-0.6677624,1.2651968e-06,17.285358,5.645055,72.79266,19.187332,17.398449,-0.877551,,9.684159e-06,0.024483755,-0.88737166,620,174.9967,6.659841299057007,11.714946,,31,0.14999999,17.398449
6.6353106,-0.6227401,0.94255704,-0.82481515,-0.6995108,1.1873576e-06,17.295889,5.4706497,72.91695,19.187332,17.398449,0.14285715,,1.3354502,2.8313052e-10,0.22074632,640,175.06079,6.94323992729187,11.889351,,32,0.14999999,17.398449
6.716116,-0.812721,1.1547874,-0.82720286,-0.689397,1.1164868e-06,8.660993,5.5684786,71.17531,19.187332,17.398449,0.46938777,,0.0032871359,1.5175049,0.31607884,660,183.75977,7.139753341674805,11.791522,,33,0.14999999,17.398449
5.174738,-0.8055807,1.0231616,-0.8237565,-0.7191503,1.051777e-06,8.195045,5.674258,70.55484,19.187332,17.398449,-0.63265306,,0.011789354,1.2243282e-08,-0.4549653,680,192.92474,7.3882036209106445,11.685742,,34,0.14999999,17.398449
5.312751,-0.6705428,0.91156584,-0.8197462,-0.7477912,9.925341e-07,17.368057,5.5119057,70.93605,19.187332,17.398449,-0.3469388,,1.5647128,4.012429,-0.44875088,700,192.91672,7.5785071849823,11.848095,,35,0.14999999,17.398449
8.707916,-0.59223074,0.720465,-0.8166514,-0.73222643,9.3815913e-07,17.351765,5.359026,68.66135,19.187332,17.398449,-1.0,,1.1178663e-07,0.0056146267,-1.1499856,720,192.92493,7.797244071960449,12.000975,,36,0.14999999,17.398449
6.463085,-1.5901344,1.2849134,-0.8459849,-0.75962543,8.881331e-07,17.190083,5.2187805,67.90921,19.187332,17.398449,0.30612245,,0.12787291,4.4966792e-20,0.46426147,740,193.09485,7.987079620361328,12.14122,,37,0.14999999,17.398449
8.309076,-0.83309394,1.0718826,-0.8400385,-0.7828436,8.4200434e-07,7.1422477,5.3503313,68.035805,19.187332,17.398449,0.79591835,,7.8516976e-08,0.5309503,0.80870754,760,203.31262,8.183674812316895,12.009669,,38,0.14999999,17.398449
5.173771,-0.9930283,1.0531412,-0.84374297,-0.8088191,7.993782e-07,3.1501381,5.5774994,67.47731,19.187332,17.398449,-0.46938777,,0.32312882,1.2329007e-15,-0.4683009,780,217.52249,8.376718997955322,11.782501,,39,0.14999999,17.398449
5.904153,-0.5664714,0.9364998,-0.83647394,-0.8258857,7.599088e-07,17.356836,5.438141,66.71364,19.187332,17.398449,-0.14285715,,5.904153,0.4453105,-0.24019416,800,217.52563,8.599556922912598,11.92186,,40,0.14999999,17.398449
10.872858,-0.65936404,0.9443867,-0.8346226,-0.7129022,7.2329226e-07,16.970955,5.314992,66.52476,19.187332,17.398449,1.0,,8.044075e-12,7.36494e-15,0.88774896,820,217.91467,8.832375764846802,12.045009,,41,0.14999999,17.398449
8.981364,-1.0035176,0.8437413,-0.84168154,-0.7369997,6.8925965e-07,1.9292923,5.5558424,65.470695,19.187332,17.398449,-1.0,,1.1232138e-07,2.9404358e-34,-0.90511745,840,233.34537,9.027402877807617,11.804158,,42,0.14999999,17.398449
4.9162626,-0.68362015,0.96295005,-0.8426203,-0.76053023,6.5757393e-07,17.275272,5.428607,65.27219,19.187332,17.398449,-0.75510204,,0.00050420896,3.1953568,-0.9249706,860,233.43011,9.223774433135986,11.931394,,43,0.14999999,17.398449
5.286294,-0.6567113,0.8593422,-0.8398251,-0.783508,6.280238e-07,17.26165,5.3074656,64.71449,19.187332,17.398449,0.06122449,,3.1020298,2.106972e-09,0.00010881573,880,233.5285,9.42028284072876,12.052535,,44,0.14999999,17.398449
7.2156763,-0.76020277,1.0247241,-0.8416787,-0.7378544,6.0042186e-07,10.4487505,5.3431044,64.6314,19.187332,17.398449,0.59183675,,0.0001073054,0.002375498,0.8039572,900,240.4397,9.613357543945312,12.016896,,45,0.14999999,17.398449
5.1508675,-1.019464,0.9497676,-0.84584254,-0.7598309,5.7460034e-07,3.2198858,5.5343447,64.48149,19.187332,17.398449,-0.30612245,,2.357968,9.4379175e-12,-0.3352409,920,254.5799,9.81027603149414,11.825656,,46,0.14999999,17.398449
5.0465145,-0.64270896,1.0496415,-0.84306496,-0.7313475,5.5040925e-07,17.15169,5.4210243,63.245506,19.187332,17.398449,-0.5102041,,0.14935836,2.5615718,-0.4498235,940,254.78815,10.007480144500732,11.938976,,47,0.14999999,17.398449
5.3668704,-0.5618874,0.9863365,-0.83681107,-0.7492281,5.277145e-07,17.338926,5.308525,62.12912,19.187332,17.398449,-0.877551,,1.0506112e-05,0.08001781,-1.0232091,960,254.8092,10.208266258239746,12.051476,,48,0.14999999,17.398449
8.106014,-0.8959752,0.95185655,-0.8389704,-0.7698472,5.063948e-07,17.191841,5.20362,61.331535,19.187332,17.398449,-1.0,,1.1607211e-07,6.437797,-1.0952795,980,254.97736,10.408145427703857,12.156381,,49,0.14999999,17.398449
5.4470086,-1.1164029,0.9599553,-0.8462317,-0.7900499,4.8634166e-07,17.202469,5.1026983,61.35976,19.187332,17.398449,-0.2244898,,4.3146067,3.9045102e-07,-0.48112655,1000,255.13489,10.616394996643066,12.257302,,50,0.14999999,17.398449
4.8079715,-0.59419173,1.1324393,-0.84251326,-0.7270823,4.6745637e-07,17.341091,5.0030165,61.439354,19.187332,17.398449,-0.46938777,,0.29776788,4.8033376,-0.46035224,1020,255.15387,10.816766023635864,12.356984,,51,0.14999999,17.398449
7.2590494,-0.5206026,1.117771,-0.83439726,-0.7406788,4.496502e-07,17.360872,4.906788,61.02908,19.187332,17.398449,0.30612245,,0.12547296,9.574503e-06,0.47604525,1040,255.15295,11.016764640808105,12.453213,,52,0.14999999,17.398449
8.475759,-0.97254354,1.2499486,-0.8357055,-0.75731695,4.3284237e-07,7.041365,5.0088987,59.29703,19.187332,17.398449,0.79591835,,7.653796e-08,0.7239548,1.0313284,1060,265.47162,11.219863176345825,12.351102,,53,0.14999999,17.398449
7.665066,-1.4654149,0.9912128,-0.84391457,-0.7760091,4.1695958e-07,,5.237623,59.244545,19.187332,17.398449,-1.0,,1.16789515e-07,,-0.9704983,1080,282.83167,11.419903993606567,12.122377,,54,0.14999999,17.398449
6.4136176,-0.6535311,0.8312254,-0.8412849,-0.79435825,4.0193527e-07,17.233551,5.1446905,59.256413,19.187332,17.398449,0.020408163,,4.1010284,1.707577e-09,-0.020618735,1100,282.958,11.619027137756348,12.21531,,55,0.14999999,17.398449
5.07222,-0.78557485,0.98472136,-0.8437027,-0.7404616,3.8770855e-07,11.097763,5.164648,59.21589,19.187332,17.398449,-0.59183675,,0.030110372,0.0041396935,-0.5226898,1120,289.22028,11.820211410522461,12.195353,,56,0.14999999,17.398449
4.7803974,-0.55219007,1.0973531,-0.8391987,-0.7576236,3.7422413e-07,17.348326,5.0742445,58.83798,19.187332,17.398449,-0.3877551,,0.9855386,3.0825682,-0.32453078,1140,289.23193,12.024380207061768,12.285756,,57,0.14999999,17.398449
7.7070446,-0.5682791,1.0289582,-0.83327365,-0.757873,3.6143112e-07,17.201483,4.9894896,58.33337,19.187332,17.398449,0.5102041,,0.0011920629,8.850767e-07,0.65365875,1160,289.39038,12.239364624023438,12.370511,,58,0.14999999,17.398449
12.302826,-1.0246755,1.0768985,-0.83661807,-0.77494687,3.4928303e-07,5.21451,5.110779,58.36682,19.187332,17.398449,1.0,,8.55897e-12,0.51543236,0.912012,1180,301.5359,12.448832750320435,12.249222,,59,0.14999999,17.398449
5.1786547,-1.1151752,0.8773301,-0.8410571,-0.791754,3.377373e-07,1.5317136,5.289404,57.206158,19.187332,17.398449,-0.79591835,,0.00015472976,5.7140964e-28,-0.7695326,1200,317.36432,12.871779680252075,12.070597,,60,0.14999999,17.398449
5.80112,-0.6082537,0.92016774,-0.8395187,-0.8082807,3.2675467e-07,17.364428,5.2026196,57.046394,19.187332,17.398449,-0.14285715,,5.80112,0.00079217745,-0.13819128,1220,317.35986,13.086412906646729,12.157381,,61,0.14999999,17.398449
4.692381,-0.71032494,1.0985551,-0.8390771,-0.73369527,3.162992e-07,16.453983,5.13332,56.76645,19.187332,17.398449,-0.3877551,,0.9622362,1.3558923,-0.5418341,1240,318.26587,13.300072431564331,12.226681,,62,0.14999999,17.398449
4.87379,-0.54491246,0.9548707,-0.8332011,-0.7342949,3.0633765e-07,17.367315,5.0517225,56.501278,19.187332,17.398449,-0.63265306,,0.01196926,3.8182921,-0.79614544,1260,318.25854,13.530200958251953,12.308278,,63,0.14999999,17.398449
7.850288,-0.60723037,0.9856596,-0.83059263,-0.74985325,2.968394e-07,17.347359,4.972987,56.729107,19.187332,17.398449,-1.0,,1.1377443e-07,1.9385298,-1.1579701,1280,318.27118,13.825303554534912,12.387013,,64,0.14999999,17.398449
7.3305035,-1.543662,0.8435793,-0.8422563,-0.76535743,2.8777617e-07,17.199684,4.898947,56.101776,19.187332,17.398449,0.18367347,,0.8734141,5.2889604e-17,0.18231697,1300,318.43152,14.217797756195068,12.461054,,65,0.14999999,17.398449
8.190246,-0.92396694,1.0779028,-0.84616494,-0.76727724,2.791217e-07,8.802019,4.9543858,55.396305,19.187332,17.398449,0.67346936,,7.5472826e-06,0.03147588,1.06334,1320,326.98944,14.431594133377075,12.405615,,66,0.14999999,17.398449
7.371368,-1.617405,1.0210007,-0.8570351,-0.782315,2.708519e-07,,5.1395445,55.368668,19.187332,17.398449,-1.0,,1.17528394e-07,,-0.9599264,1340,344.34943,14.646451711654663,12.220456,,67,0.14999999,17.398449
4.8901367,-0.63451535,0.93839365,-0.8539035,-0.7971301,2.6294424e-07,17.2335,5.0658236,54.803284,19.187332,17.398449,-0.79591835,,0.00015556396,2.7592223,-0.76585054,1360,344.47595,14.8627450466156,12.294177,,68,0.14999999,17.398449
6.4062543,-0.56367195,0.89542305,-0.8508144,-0.8117266,2.553779e-07,17.377632,4.9921494,54.755512,19.187332,17.398449,-0.020408163,,5.0677342,2.0263462e-05,0.14110781,1380,344.45837,15.073453903198242,12.367851,,69,0.14999999,17.398449
4.694188,-0.9146213,1.0701536,-0.8535343,-0.7552419,2.4813352e-07,8.923367,5.041357,54.517315,19.187332,17.398449,-0.5102041,,0.15297015,0.0005345821,-0.46084628,1400,352.89502,15.28623366355896,12.318644,,70,0.14999999,17.398449
7.3495417,-0.52218145,1.0237039,-0.84816974,-0.76724356,2.4119305e-07,17.313454,4.9710073,54.511486,19.187332,17.398449,0.3877551,,0.024812445,5.0313946e-07,0.12198204,1420,352.94153,15.525814533233643,12.388993,,71,0.14999999,17.398449
5.28166,-0.9098957,0.90719986,-0.84913325,-0.78088045,2.3453978e-07,8.969179,5.018505,53.730503,19.187332,17.398449,-0.26530612,,3.3296428,0.23572698,-0.36427003,1440,361.3324,15.743517398834229,12.3414955,,72,0.14999999,17.398449
4.488605,-0.5522939,1.1105057,-0.8465078,-0.7494661,2.2815804e-07,17.272306,4.95096,53.363167,19.187332,17.398449,-0.46938777,,0.30450824,3.614399,-0.59374785,1460,361.42004,15.959145545959473,12.40904,,73,0.14999999,17.398449
4.873707,-0.5333206,0.9427356,-0.84106076,-0.7589091,2.2203328e-07,17.417162,4.8832817,53.565163,19.20593,17.417162,-0.75510204,,0.0005033922,2.5419781,-0.664313,1480,361.3628,16.243021965026855,12.476719,,74,0.14999999,17.417162
13.725011,-0.54162645,1.1965656,-0.83800733,-0.77232534,2.1615185e-07,17.385693,4.817829,53.415142,19.20593,17.417162,1.0,,8.536569e-12,8.4606595e-27,1.2633572,1500,361.33716,16.576683044433594,12.5421715,,75,0.14999999,17.417162
7.0170813,-3.200512,0.9624957,-0.8673687,-0.78557056,2.1050109e-07,,4.9828577,53.26989,19.20593,17.417162,0.14285715,,1.4554691,4.98622e-11,0.18159598,1520,378.69727,16.876471042633057,12.377143,,76,0.14999999,17.417162
4.6346087,-0.9121194,1.0045302,-0.86872756,-0.7796728,2.0506903e-07,8.804408,5.029257,52.90065,19.20593,17.417162,-0.63265306,,0.012524909,2.644398e-06,-0.84536535,1540,387.2528,17.09793996810913,12.330744,,77,0.14999999,17.417162
7.620884,-0.58114254,1.0046704,-0.8651442,-0.7924136,1.9984455e-07,17.31737,4.9653254,53.3197,19.20593,17.417162,-1.0,,1.1872126e-07,2.7953267,-1.1815319,1560,387.2954,17.37951946258545,12.394675,,78,0.14999999,17.417162
7.15629,-1.7221178,1.0330724,-0.8762557,-0.8051526,1.948172e-07,17.200407,4.9044933,52.307014,19.20593,17.417162,-1.0,,1.2024334e-07,7.15629,-0.71716845,1580,387.45502,17.644411087036133,12.455507,,79,0.14999999,17.417162
4.597853,-0.5475926,0.98674667,-0.87204903,-0.8177314,1.899772e-07,17.35991,4.8431883,51.80835,19.20593,17.417162,-0.71428573,,0.0016668334,4.597853,-0.8303972,1600,387.45508,18.05067205429077,12.516812,,80,0.14999999,17.417162
6.0966873,-0.5095687,0.8689287,-0.8678845,-0.8301331,1.8531539e-07,17.33223,4.783739,51.48986,19.20593,17.417162,-0.10204082,,6.0966873,3.359254e-05,-0.27401742,1620,387.48285,18.5178005695343,12.5762615,,81,0.14999999,17.417162
4.9009376,-0.6639614,0.99966913,-0.86720014,-0.76983345,1.8082306e-07,17.180943,4.727584,51.81073,19.20593,17.417162,-0.3469388,,1.5995855,4.590439,-0.42805678,1640,387.66187,18.983126163482666,12.632417,,82,0.14999999,17.417162
8.827505,-0.50812,0.90137416,-0.86304724,-0.7626355,1.7649211e-07,17.303658,4.6713037,51.4109,19.20593,17.417162,0.63265306,,2.983036e-05,6.125089e-11,0.57531923,1660,387.71814,19.45497703552246,12.688697,,83,0.14999999,17.417162
7.559018,-1.0960692,1.0054145,-0.86727417,-0.77461135,1.7231491e-07,6.091084,4.7498465,51.312626,19.20593,17.417162,0.30612245,,0.12980366,1.5902237,-0.10054666,1680,398.98706,19.930818796157837,12.610154,,84,0.14999999,17.417162
4.4441032,-0.7896987,1.1001428,-0.86659867,-0.7849017,1.6828433e-07,15.669481,4.713855,51.288383,19.20593,17.417162,-0.5102041,,0.15757516,0.14065634,-0.67104614,1700,400.67773,20.40609097480774,12.646146,,85,0.14999999,17.417162
4.6465573,-0.524386,1.0307087,-0.8616413,-0.7947456,1.6439348e-07,17.389938,4.658695,51.51275,19.20593,17.417162,-0.79591835,,0.00015519335,3.177373,-0.91219044,1720,400.64783,20.8004047870636,12.701305,,86,0.14999999,17.417162
7.1711373,-0.56880844,1.0129267,-0.8580862,-0.80630463,1.6063603e-07,17.27831,4.606086,50.588448,19.20593,17.417162,-1.0,,1.2038196e-07,3.9576287,-0.89874375,1740,400.7295,21.023629188537598,12.753915,,87,0.14999999,17.417162
9.315669,-0.52668756,1.1322073,-0.8544168,-0.81773335,1.5700596e-07,17.284906,4.554597,50.512653,19.20593,17.417162,0.8367347,,1.5226698e-08,3.8537298e-29,0.59583014,1760,400.80457,21.255804777145386,12.805404,,88,0.14999999,17.417162
5.5339594,-1.1185315,0.8964206,-0.8563265,-0.8290329,1.5349757e-07,5.872378,4.632496,50.536446,19.20593,17.417162,-0.2244898,,4.4861245,2.6073535e-06,-0.20127368,1780,412.2921,21.517003774642944,12.727505,,89,0.14999999,17.417162
4.519356,-0.69949204,1.0568651,-0.8558641,-0.7910296,1.5010546e-07,16.783918,4.587426,50.46853,19.20593,17.417162,-0.8367347,,4.2707612e-05,0.0006783139,-0.9996719,1800,412.8683,21.77899169921875,12.772574,,90,0.14999999,17.417162
6.5477743,-0.67332107,0.9128393,-0.85339373,-0.8020789,1.4682455e-07,17.197536,4.5388002,50.34932,19.20593,17.417162,0.06122449,,3.1601756,7.162061e-11,-0.014489695,1820,413.03076,22.019421100616455,12.8212,,91,0.14999999,17.417162
8.220859,-0.84044635,0.9379467,-0.85438,-0.77887017,1.4365008e-07,11.69312,4.5510607,49.663296,19.20593,17.417162,0.5102041,,0.0012173573,0.0135790035,0.77755487,1840,418.69763,22.24597454071045,12.80894,,92,0.14999999,17.417162
4.8796988,-1.1784223,0.997467,-0.85877514,-0.78966784,1.4057744e-07,3.6000566,4.6500816,49.589184,19.20593,17.417162,-0.3469388,,1.6316291,5.4083083e-12,-0.50968164,1860,432.45764,22.71701407432556,12.709919,,93,0.14999999,17.417162
4.5302234,-0.51741356,1.0335836,-0.8553013,-0.78297085,1.3760231e-07,17.340887,4.600816,49.83812,19.20593,17.417162,-0.59183675,,0.03141794,3.8405173,-0.6311698,1880,432.47668,22.962169408798218,12.759185,,94,0.14999999,17.417162
7.153063,-0.50300264,1.0225463,-0.85135883,-0.7932188,1.3472066e-07,17.394835,4.552018,49.405685,19.20593,17.417162,-1.0,,1.1881686e-07,0.21398862,-1.0355574,1900,432.44177,23.18935251235962,12.807982,,95,0.14999999,17.417162
5.974573,-0.7789287,0.91893405,-0.8505748,-0.8036901,1.3192863e-07,17.200317,4.5062647,49.14135,19.20593,17.417162,-0.10204082,,5.9375854,2.2527779e-08,-0.16503423,1920,432.60144,23.436625003814697,12.853736,,96,0.14999999,17.417162
4.4617553,-0.70791745,1.0476255,-0.8500986,-0.75404036,1.2922246e-07,16.492994,4.468746,48.98353,19.20593,17.417162,-0.8367347,,4.1156753e-05,0.00023873428,-0.8834517,1940,433.46838,23.665395975112915,12.891254,,97,0.14999999,17.417162
4.4310236,-0.49382496,1.0509883,-0.8461074,-0.7642964,1.265987e-07,17.300098,4.4237585,48.76185,19.20593,17.417162,-0.5510204,,0.07159482,0.37389335,-0.6363716,1960,433.52832,23.9155056476593,12.936242,,98,0.14999999,17.417162
17.93499,-0.48602894,1.1731093,-0.8420774,-0.7737185,1.2405411e-07,17.379652,4.3788757,48.618065,19.20593,17.417162,1.0,,8.548464e-12,6.2134216e-26,0.70961046,1980,433.50867,24.14859676361084,12.981125,,99,0.14999999,17.417162
6.9302616,-1.2010252,1.0342542,-0.8445062,-0.78376883,1.2158542e-07,4.5200324,4.4634867,48.366806,19.20593,17.417162,-1.0,,1.1769934e-07,5.480434e-28,-0.8634606,2000,446.34863,24.38433527946472,12.896514,,100,0.14999999,17.417162
4.39757,-0.4833918,1.0297613,-0.8407729,-0.7937192,1.1918971e-07,17.306038,4.4198284,48.48726,19.20593,17.417162,-0.71428573,,0.001627286,2.6301975,-0.69459164,2020,446.4027,24.620418787002563,12.940172,,101,0.14999999,17.417162
7.542722,-0.47241738,0.8960621,-0.8369634,-0.80355537,1.1686409e-07,17.396536,4.3761377,48.205967,19.20593,17.417162,0.18367347,,0.90742207,1.5335596e-07,0.24494022,2040,446.3661,24.852989673614502,12.983863,,102,0.14999999,17.417162
5.6552253,-1.0162423,0.90543646,-0.83988404,-0.80445457,1.14605925e-07,8.558413,4.4191036,48.006073,19.20593,17.417162,-0.18367347,,5.2191753,0.12393298,-0.0016053319,2060,455.16772,25.089375972747803,12.940897,,103,0.14999999,17.417162
4.3045783,-0.85536677,1.0641506,-0.84105814,-0.7646869,1.1241255e-07,11.318247,4.4347067,47.898094,19.20593,17.417162,-0.79591835,,0.00015059784,5.09531e-06,-0.7997505,2080,461.20947,25.322800397872925,12.925294,,104,0.14999999,17.417162
9.274995,-0.45032266,1.0938355,-0.8368307,-0.7742549,1.10281555e-07,17.339489,4.392667,47.907772,19.20593,17.417162,0.71428573,,1.7773858e-06,3.1432108e-22,0.47900695,2100,461.22998,25.561217069625854,12.967334,,105,0.14999999,17.417162
