IWMin,IWFirstEpisode,ReturnMin,ReturnMean,ReturnMax,Iteration,delta,ReturnLastEpisode,DenMISEMeanLog,ReturnStepMax,IWMax,DenMISELogFirst,ReturnAbsMax,Regret,IWMean,IWLastEpisode,DenMISELogLast,Bound,LQGmu1_actor,LQGmu1_higher,TimestepsSoFar,Regret/t,LQGsigma_higher,TimeElapsed
,0.00024769007,,13.676171,17.418169,214,2.6549353e-08,17.380617,-0.754377,19.20664,9.018464,-0.74226284,17.418169,788.33936,1.1647189,5.059513e-13,-0.32876143,38.539673,0.59630966,0.5102041,4280,3.6838293,0.14999999,92.81107425689697
,0.006298049,,13.639851,17.418169,215,2.6302958e-08,5.867173,-0.75598884,19.20664,3.7225432,-0.7469237,17.418169,799.8323,1.0694474,2.4575517e-16,-1.2498511,38.47313,-0.8068113,-0.71428573,4300,3.72015,0.14999999,93.1239960193634
,6.3338215e-05,,13.656986,17.418169,216,2.6059974e-08,17.34108,-0.75379777,19.20664,4.0832853,-0.75153476,17.418169,799.8513,1.0724658,3.3702419,-0.34800556,38.442516,-0.7315203,-0.877551,4320,3.7030144,0.14999999,93.43750333786011
,0.20700222,,13.6740265,17.418169,217,2.5820343e-08,17.354595,-0.75148916,19.20664,8.462079,-0.7561534,17.418169,799.85645,0.9423534,5.5342593e-09,-0.31963173,38.35298,0.089846075,0.2244898,4340,3.6859741,0.14999999,93.7563750743866
,3.6551857,,13.652729,17.418169,218,2.5584004e-08,9.0311575,-0.75332224,19.20664,7.1708803,-0.7597977,17.418169,808.1853,0.8271815,5.9979,-1.0833611,38.37122,0.119288586,-0.020408163,4360,3.7072716,0.14999999,94.07565927505493
,0.016559904,,13.63137,17.418169,219,2.5350895e-08,8.975096,-0.755636,19.20664,3.6954372,-0.74774647,17.418169,816.57007,1.0746408,6.742501e-06,-1.0806327,38.322613,-0.68014777,-0.67346936,4380,3.728631,0.14999999,94.3902039527893
,0.3779337,,13.648471,17.418169,220,2.5120954e-08,17.393911,-0.7533189,19.20664,3.8212469,-0.75222665,17.418169,816.5366,1.0693412,1.9209385,-0.31642932,38.223198,-0.4922195,-0.5102041,4400,3.7115297,0.14999999,94.70513200759888
,0.0022443067,,13.665297,17.418169,221,2.4894131e-08,17.366814,-0.7512296,19.20664,3.6675477,-0.7550454,17.418169,816.52954,1.0813497,0.8178101,-0.35640985,38.117645,-0.79512507,-0.75510204,4420,3.694704,0.14999999,95.02538824081421
,1.0657772e-06,,13.681945,17.418169,222,2.4670362e-08,17.361315,-0.7489579,19.20664,10.429338,-0.7595499,17.418169,816.5283,0.98905754,5.631024e-21,-0.32404515,38.00582,0.57533664,0.67346936,4440,3.6780558,0.14999999,95.34634757041931
,0.00022657834,,13.647905,17.418169,223,2.44496e-08,6.0909014,-0.75122917,19.20664,3.833088,-0.7640443,17.418169,827.7971,1.0816158,5.200982e-19,-1.231454,38.003277,-0.95851564,-0.8367347,4460,3.7120953,0.14999999,95.66618847846985
,5.502335e-13,,13.6639185,17.418169,224,2.4231785e-08,17.235044,-0.74995667,19.20664,20.658895,-0.76851755,17.418169,827.92236,0.95467055,4.38011e-37,-0.54288834,37.98159,0.56080997,1.0,4480,3.696082,0.14999999,95.98521780967712
,0.70006216,,13.630929,17.418169,225,2.4016874e-08,6.2411685,-0.7524125,19.20664,3.9339342,-0.7729719,17.418169,839.04126,1.0560336,5.2018095e-10,-1.229584,37.953934,-0.30060998,-0.46938777,4500,3.7290716,0.14999999,96.3048448562622
,5.2807446,,13.646642,17.418169,226,2.3804805e-08,17.182194,-0.75133157,19.20664,5.3714542,-0.7743,17.418169,839.219,0.91434443,4.0918574,-0.5595793,37.96835,-0.29194006,-0.2244898,4520,3.7133589,0.14999999,96.62550711631775
,9.249915e-07,,13.661806,17.418169,227,2.3595534e-08,17.088787,-0.7508791,19.20664,7.862489,-0.7556177,17.418169,839.49023,0.9201683,6.7391935e-05,-0.55792177,37.90672,-1.0492362,-1.0,4540,3.6981945,0.14999999,96.98054909706116
,2.646697,,13.6772995,17.418169,228,2.3389008e-08,17.194311,-0.7517884,19.20664,4.4232264,-0.7600133,17.418169,839.65576,1.0038291,0.00011051027,-0.8718993,37.86904,-0.5651378,-0.3469388,4560,3.682701,0.14999999,97.30186867713928
,0.0069370307,,13.693449,17.418169,229,2.3185184e-08,17.375488,-0.7499515,19.20664,8.632147,-0.7528482,17.418169,839.6404,1.1545798,6.3841e-09,-0.3302521,37.860207,0.2571766,0.3877551,4580,3.6665516,0.14999999,97.62258791923523
,1.2128279,,13.670879,17.418169,230,2.298401e-08,8.502473,-0.7510591,19.20664,8.094058,-0.7571752,17.418169,848.4978,0.8617949,4.8991876,-1.1457126,37.874504,-0.09524805,0.10204082,4600,3.6891212,0.14999999,97.94754314422607
,9.255801e-07,,13.679403,17.418169,231,2.2785446e-08,15.6398945,-0.7521596,19.20664,7.733185,-0.7562543,17.418169,850.218,0.9295701,7.907289e-08,-0.859504,37.768047,-0.94403243,-1.0,4620,3.6805973,0.14999999,98.2665102481842
,0.0002257936,,13.694803,17.418169,232,2.2589445e-08,17.252014,-0.75142616,19.20664,3.8338048,-0.7605739,17.418169,850.3257,1.0828477,3.4126043,-0.50513434,37.718754,-0.93625987,-0.8367347,4640,3.6651974,0.14999999,98.86055946350098
,5.284194,,13.710112,17.418169,233,2.239596e-08,17.261795,-0.749917,19.20664,6.4157953,-0.76487404,17.418169,850.4241,0.8600841,8.242147e-07,-0.47790504,37.67004,-0.02590353,-0.10204082,4660,3.649889,0.14999999,99.53975653648376
,0.19238044,,13.702358,17.418169,234,2.2204949e-08,11.895911,-0.75136507,19.20664,3.78724,-0.7467311,17.418169,855.8884,1.0632335,0.014897149,-0.94296104,37.61679,-0.3488105,-0.5510204,4680,3.6576424,0.14999999,100.21246910095215
,2.6207824,,13.717305,17.418169,235,2.2016373e-08,17.214842,-0.74999154,19.20664,4.414491,-0.7501737,17.418169,856.03345,1.0056456,4.3311462,-0.4877286,37.589867,-0.30799398,-0.3469388,4700,3.6426954,0.14999999,100.5370569229126
,6.2820625e-05,,13.731509,17.418169,236,2.183019e-08,17.069683,-0.7490289,19.20664,4.039856,-0.74332947,17.418169,856.3237,1.0716465,0.0033235769,-0.52388895,37.49652,-0.90963537,-0.877551,4720,3.6284914,0.14999999,100.86458110809326
,3.5267942,,13.746485,17.418169,237,2.1646354e-08,17.280632,-0.7473909,19.20664,4.6081114,-0.7475575,17.418169,856.4033,0.9860206,0.0012452109,-0.4273205,37.42327,-0.087868184,-0.30612245,4740,3.6135159,0.14999999,101.19319248199463
,4.446494,,13.752043,17.418169,238,2.1464835e-08,15.068992,-0.7479335,19.20664,6.701197,-0.7369967,17.418169,858.6941,0.8775954,6.1739807,-0.85793763,37.524105,-0.19927487,-0.06122449,4760,3.6079578,0.14999999,101.51992344856262
,8.950196e-07,,13.764768,17.418169,239,2.128559e-08,16.79344,-0.74812317,19.20664,7.6379952,-0.7226792,17.418169,859.2605,0.9347382,3.354175e-06,-0.6645319,37.348045,-0.67600644,-1.0,4780,3.595233,0.14999999,101.84846067428589
,0.016217528,,13.779882,17.418169,240,2.1108582e-08,17.392279,-0.7466807,19.20664,3.7022924,-0.7268546,17.418169,859.2285,1.0579189,3.700971,-0.3305567,37.349068,-0.74033546,-0.67346936,4800,3.5801182,0.14999999,102.17713952064514
,5.4636393,,13.794778,17.418169,241,2.093377e-08,17.369547,-0.74467087,19.20664,5.480854,-0.73094505,17.418169,859.21875,0.928706,0.0037302857,-0.31660587,37.32784,-0.051708043,-0.18367347,4820,3.5652227,0.14999999,102.50621318817139
,1.8134004e-05,,13.798108,17.418169,242,2.0761119e-08,14.6008,-0.745567,19.20664,9.930927,-0.7126683,17.418169,861.978,1.1136094,0.00064902136,-0.88510615,37.3246,0.60483,0.59183675,4840,3.5618925,0.14999999,102.83451795578003
,0.002160076,,13.765087,17.418169,243,2.0590596e-08,5.773995,-0.74737465,19.20664,3.6782079,-0.7167919,17.418169,873.5637,1.0739542,1.3605109e-17,-1.2838503,37.223373,-0.8365388,-0.75510204,4860,3.5949135,0.14999999,103.16306185722351
,0.38780227,,13.779683,17.418169,244,2.0422167e-08,17.326487,-0.7454343,19.20664,8.418305,-0.7208898,17.418169,873.59766,0.9162434,3.381984e-10,-0.3440594,37.187126,0.2746234,0.18367347,4880,3.5803175,0.14999999,103.49710440635681
,0.00021755212,,13.757798,17.418169,245,2.0255795e-08,8.417998,-0.7474692,19.20664,3.7948563,-0.7233917,17.418169,882.53955,1.0844076,1.01142315e-11,-1.1517859,37.145447,-0.9573133,-0.8367347,4900,3.6022024,0.14999999,103.82916212081909
,6.1831815e-05,,13.77195,17.418169,246,2.009145e-08,17.23908,-0.7462266,19.20664,3.9638107,-0.72746414,17.418169,882.6604,1.0758075,3.8905454,-0.5217461,36.994614,-0.9181092,-0.877551,4920,3.5880508,0.14999999,104.16002202033997
,1.3404127e-09,,13.786118,17.418169,247,1.9929097e-08,17.27161,-0.744634,19.20664,12.505199,-0.7315207,17.418169,882.7488,0.85152334,7.742069e-30,-0.4237723,36.99319,0.82490623,0.8367347,4940,3.573883,0.14999999,104.49351525306702
,5.488918,,13.74226,17.418169,248,1.97687e-08,2.909207,-0.7482541,19.20664,5.50454,-0.73556113,17.418169,897.1997,0.92855823,1.7830314e-09,-1.4820521,36.997513,-0.24176195,-0.18367347,4960,3.6177406,0.14999999,104.82778072357178
,1.7461572,,13.754955,17.418169,249,1.9610235e-08,16.903206,-0.7479855,19.20664,4.212798,-0.7176939,17.418169,897.65625,1.0187898,3.0326378,-0.60489583,36.989365,-0.30974466,-0.3877551,4980,3.6050453,0.14999999,105.16089415550232
,0.017425619,,13.768416,17.418169,250,1.9453667e-08,17.120165,-0.7469874,19.20664,8.704552,-0.7147137,17.418169,897.896,1.0978948,0.00030605335,-0.51302904,36.919518,0.53996825,0.3469388,5000,3.5915842,0.14999999,105.55828809738159
,3.426255,,13.739259,17.418169,251,1.9298966e-08,6.4500484,-0.7486146,19.20664,4.5447145,-0.71863604,17.418169,908.8064,0.993809,1.1357004e-06,-1.2417696,36.859497,-0.2736531,-0.30612245,5020,3.6207418,0.14999999,105.89330244064331
,6.0703926e-05,,13.752977,17.418169,252,1.9146103e-08,17.196363,-0.7478501,19.20664,3.9964402,-0.7090541,17.418169,908.97,1.0768435,0.0013868478,-0.5453812,36.850517,-1.1161957,-0.877551,5040,3.6070232,0.14999999,106.22853112220764
,8.864113e-07,,13.766569,17.418169,253,1.899505e-08,17.191563,-0.74958855,19.20664,7.6611447,-0.71301425,17.418169,909.1382,0.9433014,6.9435253,-1.25966,36.890633,-1.0073386,-1.0,5060,3.5934315,0.14999999,106.56568813323975
,8.899146e-07,,13.780101,17.418169,254,1.884578e-08,17.203655,-0.7494883,19.20664,7.4653654,-0.71695906,17.418169,909.29443,0.9480502,5.147726,-0.6615703,36.715557,-0.8141788,-1.0,5080,3.5798998,0.14999999,106.90269088745117
,4.302557,,13.794068,17.418169,255,1.8698257e-08,17.34194,-0.7480281,19.20664,4.788843,-0.7208883,17.418169,909.313,0.98104024,0.004529845,-0.31944606,36.71942,-0.2929854,-0.26530612,5100,3.5659323,0.14999999,107.3026020526886
,1.1053638,,13.806745,17.418169,256,1.8552463e-08,17.03927,-0.7472311,19.20664,4.0389514,-0.7080702,17.418169,909.63354,1.0314851,2.9748614,-0.52053976,36.673706,-0.59787565,-0.42857143,5120,3.553256,0.14999999,107.64052176475525
,0.015909208,,13.820598,17.418169,257,1.8408366e-08,17.366905,-0.74561214,19.20664,3.7421134,-0.7076603,17.418169,909.62646,1.0455037,3.352994,-0.358659,36.70569,-0.5285357,-0.67346936,5140,3.539403,0.14999999,107.98430109024048
,6.844432e-05,,13.834461,17.418169,258,1.826594e-08,17.397465,-0.7439803,19.20664,9.608852,-0.7114819,17.418169,909.58936,1.1736919,2.1699127e-11,-0.3667698,36.620983,0.6383735,0.5510204,5160,3.5255394,0.14999999,108.32616257667542
,0.18643712,,13.801875,17.418169,259,1.8125164e-08,5.3943186,-0.74560183,19.20664,3.8316352,-0.7153501,17.418169,921.5547,1.0392176,2.2213007e-13,-1.3231529,36.610306,-0.57433563,-0.5510204,5180,3.5581255,0.14999999,108.66676020622253
,2.616977,,13.815842,17.43349,260,1.7986011e-08,17.43349,-0.7439378,19.221762,7.547106,-0.7184841,17.43349,921.4812,0.8386451,0.0014537146,-0.3486352,36.613716,0.06880918,0.020408163,5200,3.544159,0.14999999,109.00740218162537
,0.088345855,,13.7976265,17.43349,261,1.7848452e-08,9.061545,-0.7457854,19.221762,3.7666519,-0.71230793,17.43349,929.77954,1.0424699,0.00047051796,-1.0591013,36.500793,-0.5244571,-0.59183675,5220,3.562374,0.14999999,109.3496606349945
,0.6611566,,13.811363,17.43349,262,1.7712463e-08,17.39678,-0.7441466,19.221762,3.8844244,-0.71579355,17.43349,929.74316,1.0427274,3.5476112,-0.35548478,36.43211,-0.32160217,-0.46938777,5240,3.5486374,0.14999999,109.69543099403381
,5.226475e-13,,13.823864,17.43349,263,1.757802e-08,17.099073,-0.7430079,19.221762,21.937458,-0.7170828,17.43349,930.0039,0.88920474,6.000109e-17,-0.4837015,36.4385,0.8510764,1.0,5260,3.5361366,0.14999999,110.03933835029602
,5.0060396,,13.781008,17.43349,264,1.7445107e-08,2.5098698,-0.7465084,19.221762,5.08083,-0.7208778,17.43349,944.854,0.95855623,8.436476e-11,-1.5335631,36.37518,-0.31891617,-0.2244898,5280,3.5789928,0.14999999,110.38539433479309
,1.725639,,13.793722,17.43349,265,1.7313694e-08,17.150421,-0.7456796,19.221762,4.065829,-0.70587385,17.43349,945.06396,1.0348095,3.8723183,-0.4809785,36.353745,-0.38538566,-0.3877551,5300,3.5662785,0.14999999,110.73110580444336
,6.034657e-05,,13.806664,17.43349,266,1.7183758e-08,17.236053,-0.7442927,19.221762,4.0130754,-0.7031496,17.43349,945.1875,1.0642775,0.018371496,-0.40768108,36.3071,-0.83173686,-0.877551,5320,3.5533361,0.14999999,111.0774917602539
,1.7274137,,13.81987,17.43349,267,1.7055285e-08,17.33277,-0.7425624,19.221762,4.034427,-0.7069017,17.43349,945.21484,1.0377893,0.04687834,-0.34205976,36.220505,-0.64322793,-0.3877551,5340,3.5401306,0.14999999,111.42448925971985
,0.0060345856,,13.833092,17.43349,268,1.6928244e-08,17.363306,-0.7409064,19.221762,3.6877706,-0.70419115,17.43349,945.2114,1.0557534,3.315737,-0.33270317,36.34637,-0.73756003,-0.71428573,5360,3.5269089,0.14999999,111.77333474159241
,0.0060569653,,13.846157,17.43349,269,1.6802618e-08,17.347582,-0.739132,19.221762,3.6512878,-0.7078931,17.43349,945.2241,1.0590142,3.6045713,-0.31605902,36.232536,-0.79205203,-0.71428573,5380,3.5138435,0.14999999,112.1271607875824
,2.1528028e-07,,13.859159,17.43349,270,1.6678385e-08,17.356785,-0.73735124,19.221762,11.316479,-0.7115811,17.43349,945.22705,1.0009257,4.598799e-22,-0.31415442,36.21445,0.76419103,0.71428573,5400,3.5008411,0.14999999,112.5380220413208
,0.00021579408,,13.821996,17.43349,271,1.6555523e-08,3.7876456,-0.74001086,19.221762,3.7630477,-0.71527797,17.43349,958.7993,1.0819943,2.0812616e-24,-1.4474882,36.205536,-0.84946907,-0.8367347,5420,3.5380049,0.14999999,112.88950848579407
,0.1994446,,13.834849,17.43349,272,1.6434015e-08,17.318207,-0.7382512,19.221762,8.848511,-0.7189604,17.43349,958.8408,0.9378789,2.7598621e-11,-0.33940095,36.112072,0.27822396,0.2244898,5440,3.5251513,0.14999999,113.24084687232971
,0.00021722725,,13.814941,17.43349,273,1.631384e-08,8.399875,-0.74014664,19.221762,3.7389016,-0.7218972,17.43349,967.8013,1.0840628,8.7502835e-12,-1.1850611,36.09031,-0.881722,-0.8367347,5460,3.5450592,0.14999999,113.59683442115784
,6.1713756e-05,,13.827647,17.43349,274,1.619498e-08,17.29652,-0.7384926,19.221762,3.9202676,-0.7255527,17.43349,967.86475,1.0762239,3.8375156,-0.3670303,35.97322,-0.93423855,-0.877551,5480,3.5323534,0.14999999,113.94915962219238
,3.545023,,13.840117,17.43349,275,1.6077411e-08,17.256834,-0.73717034,19.221762,7.2020464,-0.7291955,17.43349,967.9678,0.844994,3.6261433e-08,-0.44677666,35.931713,0.08897474,-0.020408163,5500,3.5198832,0.14999999,114.30197429656982
,0.002388812,,13.822699,17.43349,276,1.5961119e-08,9.032577,-0.73903024,19.221762,9.0962515,-0.7200166,17.43349,976.2954,1.1456581,0.60987365,-1.0901132,35.901394,0.3368412,0.42857143,5520,3.537302,0.14999999,114.65620708465576
,6.159487e-05,,13.801937,17.43349,277,1.5846084e-08,8.071621,-0.7401462,19.221762,3.9072866,-0.7236246,17.43349,985.58374,1.078045,5.0746066e-14,-1.1820663,35.859764,-0.6443623,-0.877551,5540,3.5580635,0.14999999,115.01461338996887
,0.089673854,,13.814792,17.43349,278,1.5732288e-08,17.375864,-0.7383875,19.221762,3.7405617,-0.727228,17.43349,985.5679,1.0419714,3.4620082,-0.32497695,35.999577,-0.41703504,-0.59183675,5560,3.545209,0.14999999,115.37701487541199
,1.1304327,,13.827308,17.43349,279,1.5619714e-08,17.306435,-0.73705965,19.221762,3.983088,-0.7304961,17.43349,985.6211,1.0376732,3.9828207,-0.40676638,35.900368,-0.43454796,-0.42857143,5580,3.532693,0.14999999,115.7380542755127
,0.6706367,,13.839896,17.43349,280,1.5508345e-08,17.352322,-0.7356805,19.221762,3.8444355,-0.7300304,17.43349,985.6294,1.0444807,3.804327,-0.38493124,35.790157,-0.51110965,-0.46938777,5600,3.5201044,0.14999999,116.10567450523376
,0.09003103,,13.85244,17.43349,281,1.5398161e-08,17.364742,-0.7341303,19.221762,3.6697402,-0.7312032,17.43349,985.6245,1.043033,3.236539,-0.34114236,35.72205,-0.6041905,-0.59183675,5620,3.5075607,0.14999999,116.46145009994507
,0.70841277,,13.865072,17.43349,282,1.528915e-08,17.414644,-0.732487,19.221762,8.430176,-0.73443526,17.43349,985.5696,0.89558935,1.4919128e-05,-0.31073695,35.664333,0.07604654,0.14285715,5640,3.4949284,0.14999999,116.82478737831116
,0.039908208,,13.848065,17.43349,283,1.518129e-08,9.052,-0.73409057,19.221762,3.6223392,-0.7354661,17.43349,993.8779,1.04617,0.00011076011,-1.0749004,35.63336,-0.5120774,-0.63265306,5660,3.5119352,0.14999999,117.19183421134949
,1.1399186,,13.8605175,17.43349,284,1.5074566e-08,17.384535,-0.73251724,19.221762,3.901456,-0.73885244,17.43349,993.8533,1.0456973,3.1699705,-0.3305018,35.651993,-0.8170048,-0.42857143,5680,3.499483,0.14999999,117.57237958908081
,0.00022083335,,13.872748,17.43349,285,1.4968965e-08,17.3463,-0.73089117,19.221762,3.709547,-0.73836166,17.43349,993.8667,1.0796627,3.5995522,-0.31127834,35.58132,-0.823612,-0.8367347,5700,3.4872522,0.14999999,117.93841481208801
,0.00626626,,13.884841,17.43349,286,1.486447e-08,17.331139,-0.72913986,19.221762,3.5390239,-0.7418635,17.43349,993.8955,1.0595306,2.769126,-0.30595532,35.492302,-1.0759689,-0.71428573,5720,3.4751596,0.14999999,118.29736137390137
,9.1552556e-07,,13.896398,17.43349,287,1.47610635e-08,17.201864,-0.72995204,19.221762,7.8966618,-0.745332,17.43349,994.0542,0.93318033,6.480623,-1.0188856,35.75914,-1.0825016,-1.0,5740,3.463603,0.14999999,118.65881061553955
,9.1871533e-07,,13.907851,17.43349,288,1.46587364e-08,17.194977,-0.73127425,19.221762,7.711985,-0.74881023,17.43349,994.219,0.942125,6.461073,-1.03887,35.69316,-1.1952504,-1.0,5760,3.4521494,0.14999999,119.02711486816406
,9.2190567e-07,,13.91925,17.43349,289,1.4557466e-08,17.201809,-0.7355642,19.221762,7.684,-0.7522765,17.43349,994.37695,0.95519406,7.684,-1.9081302,35.705624,-0.81054986,-1.0,5780,3.440751,0.14999999,119.3906409740448
,5.6195993,,13.93109,17.43349,290,1.4457244e-08,17.3532,-0.7341867,19.221762,6.050852,-0.7557307,17.43349,994.3843,0.8890667,0.00017641379,-0.28610885,35.496506,0.062214583,-0.14285715,5800,3.4289103,0.14999999,119.7580931186676
,7.965489e-09,,13.914383,17.43349,291,1.43580525e-08,9.069412,-0.7357675,19.221762,12.595157,-0.73998046,17.43349,1002.6748,0.9297687,4.98888e-05,-1.0787978,35.448368,0.76955926,0.79591835,5820,3.4456177,0.14999999,120.12441778182983
,0.043458156,,13.879446,17.43349,292,1.4259878e-08,3.7126822,-0.7386078,19.221762,8.909977,-0.743411,17.43349,1016.3218,1.0449699,0.09915988,-1.4835457,35.4177,0.39897478,0.30612245,5840,3.4805546,0.14999999,120.48758745193481
,9.167618e-07,,13.858204,17.43349,293,1.4162706e-08,7.6553664,-0.7401095,19.221762,7.5885854,-0.746681,17.43349,1026.0264,0.94694066,1.1583426e-18,-1.2140645,35.369907,-0.71816194,-1.0,5860,3.5017967,0.14999999,120.85595297813416
,0.016598728,,13.870218,17.43349,294,1.4066524e-08,17.390404,-0.7387838,19.221762,3.5975196,-0.75008816,17.43349,1025.9961,1.0496033,3.4079354,-0.29231247,35.33058,-0.6684729,-0.67346936,5880,3.4897823,0.14999999,121.22434139251709
,1.877811,,13.882171,17.43349,295,1.3971322e-08,17.396235,-0.7371171,19.221762,7.939171,-0.75342727,17.43349,1025.96,0.8768907,2.5925101e-05,-0.293926,35.305874,0.10575946,0.06122449,5900,3.47783,0.14999999,121.58900570869446
,7.116527e-05,,13.865686,17.43349,296,1.387708e-08,9.002817,-0.7387801,19.221762,9.940681,-0.7504661,17.43349,1034.3169,1.1538789,0.09755531,-1.100201,35.28448,0.77750957,0.5510204,5920,3.4943142,0.14999999,121.96195125579834
,5.4221466e-13,,13.831123,17.43349,297,1.3783788e-08,3.600698,-0.74084866,19.221762,22.708717,-0.75383854,17.43349,1048.0767,0.87161666,3.9457097,-1.4944917,35.27868,1.1091667,1.0,5940,3.5288773,0.14999999,122.33197593688965
,0.016717192,,13.784711,17.43349,298,1.3691435e-08,,-0.7464792,19.221762,3.6026535,-0.7571999,17.43349,1065.4365,1.0527503,5.5235596e-30,-2.270896,35.250732,-0.37449527,-0.67346936,5960,3.5752897,0.14999999,122.73558449745178
,2.6479692,,13.796532,17.43349,299,1.36000065e-08,17.319487,-0.7453292,19.221762,4.389333,-0.7604939,17.43349,1065.477,1.0034542,4.1118727,-0.45257175,35.33524,-0.3842824,-0.3469388,5980,3.563469,0.14999999,123.10996770858765
,0.68760383,,13.808105,17.43349,300,1.350949e-08,17.26853,-0.744287,19.221762,3.8552213,-0.7550157,17.43349,1065.5684,1.0433307,3.4892874,-0.43247,35.255703,-0.6272494,-0.46938777,6000,3.5518951,0.14999999,123.47920060157776
,0.19418243,,13.819984,17.43349,301,1.3419877e-08,17.383509,-0.7426906,19.221762,3.677501,-0.7560541,17.43349,1065.5449,1.0446054,3.167481,-0.3038855,35.08423,-0.5191833,-0.5510204,6020,3.5400162,0.14999999,123.85158085823059
,0.0022525827,,13.831724,17.43349,302,1.33311495e-08,17.365452,-0.74117166,19.221762,3.5395699,-0.75872594,17.43349,1065.5396,1.0626814,1.069299,-0.32565883,35.00584,-0.5074022,-0.75510204,6040,3.5282764,0.14999999,124.22249484062195
,0.6924399,,13.843395,17.43349,303,1.3243301e-08,17.368343,-0.7396199,19.221762,3.799025,-0.7620242,17.43349,1065.5312,1.0516504,3.5854158,-0.33080623,35.146706,-0.44647503,-0.46938777,6060,3.5166054,0.14999999,124.59330368041992
,0.69314116,,13.854932,17.43349,304,1.3156318e-08,17.350048,-0.73820543,19.221762,3.7643654,-0.7630365,17.43349,1065.541,1.0543859,3.7607672,-0.358108,35.053825,-0.22347881,-0.46938777,6080,3.5050688,0.14999999,124.96376729011536
,5.2268577,,13.864946,17.43349,305,1.3070188e-08,16.90969,-0.7377551,19.221762,5.28065,-0.7640431,17.43349,1065.9917,0.9317847,5.1050887,-0.652079,35.126858,-0.22833857,-0.2244898,6100,3.4950542,0.14999999,125.33638191223145
,4.4310894,,13.87477,17.43349,306,1.29849e-08,16.87122,-0.7376388,19.221762,4.8455267,-0.75032437,17.43349,1066.4805,0.9640516,4.845417,-0.6302207,35.016754,-0.10745376,-0.26530612,6120,3.4852304,0.14999999,125.70944452285767
,3.5807035,,13.881769,17.43349,307,1.2900446e-08,16.023283,-0.73809606,19.221762,7.272427,-0.7392101,17.43349,1067.8169,0.8810688,5.197891,-0.83844787,35.086773,-0.031914987,-0.020408163,6140,3.4782314,0.14999999,126.08266997337341
,5.481593,,13.877849,17.43349,308,1.2816814e-08,12.6741705,-0.7391799,19.221762,5.902478,-0.73086613,17.43349,1072.5029,0.91008055,5.2192717,-0.94769114,34.882507,-0.25932342,-0.14285715,6160,3.482152,0.14999999,126.45943713188171
,3.4188306,,13.887744,17.43349,309,1.2733992e-08,16.935705,-0.7388922,19.221762,4.4346514,-0.7164668,17.43349,1072.9272,0.994505,4.417775,-0.55612475,34.85153,0.063030064,-0.30612245,6180,3.4722567,0.14999999,126.83453178405762
,0.6904104,,13.872199,17.43349,310,1.2651969e-08,9.068482,-0.7399861,19.221762,8.441767,-0.7086944,17.43349,1081.2183,0.934918,6.723765,-1.0690749,34.83442,0.20083444,0.14285715,6200,3.4878016,0.14999999,127.20984411239624
,8.8346934e-07,,13.855688,17.43349,311,1.25707365e-08,8.737422,-0.74158216,19.221762,7.8429585,-0.70969033,17.43349,1089.8408,0.9233377,1.03219327e-13,-1.1644144,34.80523,-0.87112224,-1.0,6220,3.5043125,0.14999999,127.58639574050903
,0.017394057,,13.866718,17.43349,312,1.2490284e-08,17.297028,-0.74062353,19.221762,9.108231,-0.71290064,17.43349,1089.9043,1.0734136,1.831165e-14,-0.36108485,34.743835,0.013430119,0.3469388,6240,3.4932823,0.14999999,127.9694139957428
,0.0007084954,,13.85206,17.43349,313,1.24106005e-08,9.278456,-0.7412304,19.221762,3.644258,-0.71604484,17.43349,1097.9854,1.0590755,3.4272034e-06,-0.9946067,34.725777,-1.0040863,-0.79591835,6260,3.5079403,0.14999999,128.34756517410278
,3.509879,,13.862709,17.43349,314,1.2331678e-08,17.19558,-0.74078923,19.221762,7.0324345,-0.7192324,17.43349,1098.1494,0.9161782,2.357209e-09,-0.65875536,34.68968,0.14216259,-0.020408163,6280,3.4972916,0.14999999,128.73201489448547
,8.8488935e-07,,13.847017,17.43349,315,1.2253507e-08,8.920647,-0.7422546,19.221762,7.7355967,-0.7112961,17.43349,1106.5898,0.92871714,2.0806948e-12,-1.1131773,34.684505,-1.1319382,-1.0,6300,3.5129833,0.14999999,129.1501021385193
,8.876989e-07,,13.857626,17.43349,316,1.2176075e-08,17.198788,-0.7444115,19.221762,7.57415,-0.7144657,17.43349,1106.7505,0.9383106,6.953171,-1.347854,34.663116,-0.7464936,-1.0,6320,3.5023746,0.14999999,129.60238218307495
,1.0220188e-06,,13.868632,17.43349,317,1.2099376e-08,17.34709,-0.7432192,19.221762,11.4381695,-0.71762526,17.43349,1106.7637,1.0471996,1.2470934e-19,-0.30007172,34.613434,0.83030456,0.67346936,6340,3.4913683,0.14999999,129.98241758346558
,0.08909705,,13.833914,17.43349,318,1.2023399e-08,2.8278537,-0.7457131,19.221762,3.6709583,-0.7207748,17.43349,1121.2954,1.0355284,3.8778015e-19,-1.5721072,34.6111,-0.44805682,-0.59183675,6360,3.5260868,0.14999999,130.36361026763916
,1.7565612,,13.844806,17.43349,319,1.1948135e-08,17.308561,-0.74441564,19.221762,4.052884,-0.7236344,17.43349,1121.3472,1.0234216,3.5327492,-0.36470148,34.579872,-0.44531134,-0.3877551,6380,3.515195,0.14999999,130.74486255645752
