ReturnMin,DenMISEMeanLog,delta,Regret/t,ReturnAbsMax,TimeElapsed,TimestepsSoFar,IWFirstEpisode,ReturnMax,LQGmu1_higher,LQGsigma_higher,DenMISELogFirst,Iteration,Bound,LQGmu1_actor,DenMISELogLast,IWMean,Regret,ReturnStepMax,IWMax,IWLastEpisode,ReturnLastEpisode,ReturnMean,IWMin
,-0.6800587,6.0298266e-10,2.2679453,17.430422,1654.281714439392,28400,0.009490092,17.430422,-0.5102041,0.14999999,-1.19952,1420,25.147118,-0.54822326,-0.22956443,0.99104846,3220.4824,19.219769,3.3386192,3.3333366,17.40296,15.092055,
,-0.67974275,6.021343e-10,2.266343,17.430422,1656.083906173706,28420,0.00949671,17.430422,-0.5102041,0.14999999,-1.2002172,1421,25.144453,-0.62999856,-0.22175598,0.9916239,3220.4727,19.219769,3.333134,3.214964,17.369776,15.0936575,
,-0.6794304,6.0128774e-10,2.2647257,17.430422,1657.5763680934906,28440,2.6264624e-10,17.430422,-1.0,0.14999999,-1.2009141,1422,25.144268,-0.8976618,-0.2266544,1.0143166,3220.4395,19.219769,4.612832,0.1592292,17.394026,15.095275,
,-0.67909884,6.004429e-10,2.2631845,17.430422,1659.9262464046478,28460,0.00033317247,17.430422,-0.63265306,0.14999999,-1.2016171,1423,25.14503,-0.67141944,-0.22100498,0.98476344,3220.5117,19.219769,3.3403463,0.69665,17.28742,15.096816,
,-0.6787958,5.9959987e-10,2.261572,17.430422,1662.2919218540192,28480,0.0003334064,17.430422,-0.63265306,0.14999999,-1.2023194,1424,25.14307,-0.7310321,-0.23195583,0.9853946,3220.4785,19.219769,3.334865,3.2437854,17.393312,15.098429,
,-0.6784962,5.9875865e-10,2.2599592,17.430422,1663.5318298339844,28500,1.3564467e-06,17.430422,-0.79591835,0.14999999,-1.203021,1425,25.144875,-0.7532167,-0.23664312,0.9732694,3220.4414,19.219769,3.3568044,3.0687306,17.395712,15.100041,
,-0.6782044,5.9791916e-10,2.2583723,17.430422,1664.695389032364,28520,1.357399e-06,17.430422,-0.79591835,0.14999999,-1.2037226,1426,25.14226,-0.5769601,-0.23513858,0.97392875,3220.4395,19.219769,3.3512657,3.2310247,17.363762,15.101628,
,-0.6779006,5.9708144e-10,2.2567406,17.430422,1666.5586564540863,28540,0.0003341089,17.430422,-0.63265306,0.14999999,-1.2044237,1427,25.152748,-0.4085009,-0.21824785,0.9871162,3220.3691,19.219769,3.3252928,3.087935,17.429806,15.10326,
,-0.6776222,5.9624544e-10,2.255168,17.430422,1668.339468717575,28560,0.009543422,17.430422,-0.5102041,0.14999999,-1.2051239,1428,25.13473,-0.49215707,-0.2670587,0.99286556,3220.379,19.219769,3.323019,2.7604227,17.34851,15.104833,
,-0.67731076,5.954113e-10,2.2535858,17.430422,1669.7042574882507,28580,0.009550041,17.430422,-0.5102041,0.14999999,-1.2058172,1429,25.133396,-0.8887443,-0.22491089,0.9935056,3220.375,19.219769,3.317626,3.3063824,17.365023,15.106415,
,-0.67699546,5.9457883e-10,2.2520542,17.430422,1672.0987057685852,28600,5.7755737,17.430422,0.18367347,0.14999999,-1.2065102,1430,25.130453,0.24606544,-0.21941705,1.0462755,3220.4375,19.219769,12.267073,2.6345238e-11,17.296808,15.107946,
,-0.6776022,5.937481e-10,2.2566347,17.430422,1674.491895198822,28620,2.6324154e-10,17.430422,-1.0,0.14999999,-1.2031784,1431,25.115982,-0.95550054,-1.5887783,1.0134017,3229.2441,19.219769,4.6268225,1.34873895e-14,8.553383,15.103366,
,-0.6772964,5.9291916e-10,2.2551441,17.430422,1675.7502994537354,28640,1.3576075e-06,17.430422,-0.79591835,0.14999999,-1.203877,1432,25.108967,-0.7434126,-0.25223967,0.97317183,3229.3672,19.219769,3.347334,1.9435171,17.238354,15.1048565,
,-0.6770047,5.9209193e-10,2.2535706,17.430422,1677.976645231247,28660,1.3585556e-06,17.430422,-0.79591835,0.14999999,-1.2045751,1433,25.105618,-0.7836501,-0.23208387,0.97377884,3229.3672,19.219769,3.3418603,3.1550424,17.359623,15.10643,
,-0.6767103,5.912664e-10,2.2520065,17.430422,1680.2833454608917,28680,1.3595043e-06,17.430422,-0.79591835,0.14999999,-1.2052727,1434,25.104427,-0.8253946,-0.22809625,0.9745074,3229.377,19.219769,3.3364112,3.3298693,17.350733,15.107994,
,-0.67641026,5.9044264e-10,2.2504597,17.430422,1682.4474260807037,28700,1.3604524e-06,17.430422,-0.79591835,0.14999999,-1.2059698,1435,25.102297,-0.9921006,-0.22018293,0.9751803,3229.4102,19.219769,3.3309882,3.2513056,17.328922,15.109541,
,-0.6761681,5.896206e-10,2.2489986,17.430422,1684.5902135372162,28720,2.6416147e-10,17.430422,-1.0,0.14999999,-1.2066665,1436,25.109676,-1.0344149,-0.30345964,1.0140258,3229.5625,19.219769,4.627641,3.5975547,17.207088,15.111002,
,-0.6759713,5.8880023e-10,2.247548,17.430422,1687.1401801109314,28740,2.6434546e-10,17.430422,-1.0,0.14999999,-1.2073625,1437,25.104647,-0.7968088,-0.40650344,1.0143752,3229.7266,19.219769,4.615989,3.8898294,17.194826,15.1124525,
,-0.67564654,5.8798155e-10,2.2460022,17.430422,1689.5083739757538,28760,0.07168903,17.430422,0.5102041,0.14999999,-1.2080582,1438,25.0969,0.49231607,-0.2226691,1.0337588,3229.752,19.219769,17.635159,1.08369766e-16,17.335451,15.113998,
,-0.67644536,5.8716465e-10,2.2517118,17.430422,1692.369798898697,28780,1.3641773e-06,17.430422,-0.79591835,0.14999999,-1.2087035,1439,25.092014,-0.86597216,-1.8549185,0.9755911,3240.213,19.219769,3.326625,1.6372705e-15,6.897912,15.108289,
,-0.6761398,5.8634947e-10,2.250183,17.430422,1694.5566997528076,28800,1.3651246e-06,17.430422,-0.79591835,0.14999999,-1.2093983,1440,25.086296,-0.7115667,-0.21133018,0.9760504,3240.2637,19.219769,3.321259,2.9460206,17.309603,15.1098175,
,-0.67584395,5.855359e-10,2.2486115,17.430422,1696.5044620037079,28820,0.0003360082,17.430422,-0.63265306,0.14999999,-1.2100924,1441,25.08509,-1.1250441,-0.22557703,0.98591286,3240.25,19.219769,3.3119445,2.9019198,17.373318,15.111389,
,-0.6759575,5.8472405e-10,2.2471676,17.430422,1697.967558145523,28840,2.6525154e-10,17.430422,-1.0,0.14999999,-1.2107859,1442,25.107243,-0.9623651,-0.8249589,1.0153042,3240.416,19.219769,4.6170263,4.2873683,17.194996,15.112833,
,-0.675654,5.839139e-10,2.2457,17.430422,1699.8631665706635,28860,2.6543576e-10,17.430422,-1.0,0.14999999,-1.2114792,1443,25.095627,-1.0660462,-0.25259203,1.0152597,3240.545,19.219769,4.6054826,3.317788,17.229454,15.114301,
,-0.6755331,5.831055e-10,2.2442656,17.430422,1702.1725347042084,28880,2.6561958e-10,17.430422,-1.0,0.14999999,-1.2121719,1444,25.092665,-0.99841624,-0.5154961,1.0157219,3240.7207,19.219769,4.5940113,4.042009,17.1862,15.115735,
,-0.6752681,5.8229865e-10,2.2428236,17.430422,1704.6149842739105,28900,2.6580357e-10,17.430422,-1.0,0.14999999,-1.2128642,1445,25.084763,-0.85698223,-0.30748457,1.0158919,3240.8809,19.219769,4.582615,3.6168747,17.197594,15.117177,
,-0.6749342,5.814935e-10,2.2413054,17.430422,1707.113389492035,28920,8.153158,17.430422,-0.020408163,0.14999999,-1.213556,1446,25.081795,-0.16340357,-0.20762828,1.0263091,3240.9277,19.219769,8.168391,5.7634907e-07,17.313198,15.118695,
,-0.6749089,5.806901e-10,2.2403784,17.430422,1709.5057933330536,28940,1.0568724,17.430422,-0.26530612,0.14999999,-1.2086247,1447,25.08448,-0.24003422,-0.6627356,0.99374175,3241.8262,19.219769,4.339201,4.0966053,16.461466,15.119622,
,-0.67478794,5.7988836e-10,2.2391014,17.430422,1712.0418128967285,28960,1.0568309,17.430422,-0.26530612,0.14999999,-1.2085855,1448,25.082249,-0.1708462,-0.49283028,0.9945665,3242.2188,19.219769,4.329218,4.2922845,16.967703,15.120899,
,-0.67476845,5.7908817e-10,2.2380915,17.430422,1714.541984319687,28980,2.8032942,17.430422,-0.18367347,0.14999999,-1.2085463,1449,25.08098,-0.24450491,-0.6404744,1.0002204,3242.9941,19.219769,5.246372,5.027885,16.584795,15.121909,
,-0.67463464,5.782897e-10,2.236783,17.430422,1716.9001207351685,29000,1.0554768,17.430422,-0.26530612,0.14999999,-1.2073034,1450,25.080122,-0.4902836,-0.4800194,0.9960781,3243.334,19.219769,4.3091516,4.2570887,17.019178,15.123218,
,-0.67433316,5.774929e-10,2.2352352,17.430422,1719.008821964264,29020,1.3622155e-06,17.430422,-0.79591835,0.14999999,-1.2072651,1451,25.068127,-0.7247151,-0.23257507,0.9763813,3243.3262,19.219769,3.3228068,0.42101836,17.369438,15.124765,
,-0.6740421,5.7669775e-10,2.233676,17.430422,1721.5202898979187,29040,1.363155e-06,17.430422,-0.79591835,0.14999999,-1.207954,1452,25.063168,-1.1907971,-0.22773695,0.9768634,3243.2969,19.219769,3.3174996,2.983968,17.388264,15.126325,
,-0.67450035,5.759042e-10,2.2322474,17.430422,1724.119262456894,29060,2.64684e-10,17.430422,-1.0,0.14999999,-1.2086425,1453,25.079838,-1.05607,-1.3163047,1.016327,3243.455,19.219769,4.5932317,4.4172564,17.20018,15.127753,
,-0.67435145,5.7511235e-10,2.2308283,17.430422,1726.6439545154572,29080,2.648663e-10,17.430422,-1.0,0.14999999,-1.2093306,1454,25.076313,-0.9395792,-0.4733964,1.0167465,3243.625,19.219769,4.5819087,3.9817233,17.192682,15.129172,
,-0.6740316,5.7432203e-10,2.2293653,17.430422,1729.1800742149353,29100,2.6504823e-10,17.430422,-1.0,0.14999999,-1.210018,1455,25.062248,-0.81078357,-0.2248888,1.0165423,3243.7266,19.219769,4.570656,3.0708187,17.257248,15.130635,
,-0.6737057,5.735334e-10,2.2278547,17.430422,1731.658414363861,29120,0.29690635,17.430422,-0.3469388,0.14999999,-1.210705,1456,25.052189,-0.48426068,-0.215284,0.99172235,3243.7559,19.219769,3.7604764,0.027662152,17.330414,15.132146,
,-0.67341167,5.727464e-10,2.2263412,17.430422,1733.7485301494598,29140,0.0011070119,17.430422,-0.59183675,0.14999999,-1.2111877,1457,25.054417,-0.43394175,-0.23648623,0.9876286,3243.7793,19.219769,3.321438,2.6051717,17.337143,15.133659,
,-0.6731354,5.7196103e-10,2.2248306,17.430422,1736.0142364501953,29160,0.06197179,17.430422,-0.42857143,0.14999999,-1.2118732,1458,25.063025,-0.6514518,-0.25760958,0.99156374,3243.8027,19.219769,3.4673262,3.438895,17.335491,15.13517,
,-0.6728334,5.711772e-10,2.2232895,17.430422,1738.3826570510864,29180,0.0003368236,17.430422,-0.63265306,0.14999999,-1.2125163,1459,25.051971,-0.6912326,-0.22373821,0.9857634,3243.7793,19.219769,3.3216267,3.3004754,17.38441,15.136711,
,-0.67253685,5.7039506e-10,2.2217646,17.430422,1739.6216869354248,29200,1.3703265e-06,17.430422,-0.79591835,0.14999999,-1.2132012,1460,25.051561,-0.8638644,-0.22514147,0.9775924,3243.7773,19.219769,3.3116193,2.611141,17.362928,15.138236,
,-0.67223287,5.696145e-10,2.2202797,17.430422,1741.2237331867218,29220,1.1712339,17.430422,0.3469388,0.14999999,-1.2138859,1461,25.050123,0.532946,-0.20546602,1.0080459,3243.8281,19.219769,15.2078,2.318835e-14,17.307981,15.139721,
,-0.6730706,5.6883553e-10,2.2261772,17.430422,1743.3321390151978,29240,0.0013575862,17.430422,0.67346936,0.14999999,-1.2137687,1462,25.059284,0.6967628,-1.9017894,1.0811523,3254.67,19.219769,20.894384,11.486272,6.5186453,15.133823,
,-0.6739664,5.6805816e-10,2.2333183,17.430422,1745.1730630397797,29260,1.3720407e-06,17.430422,-0.79591835,0.14999999,-1.2144516,1463,25.046711,-0.8181719,-2.0597575,0.9780494,3267.3457,19.219769,3.310914,6.5466705e-21,4.6845407,15.126682,
,-0.6736666,5.672824e-10,2.2318068,17.430422,1747.37455868721,29280,1.372978e-06,17.430422,-0.79591835,0.14999999,-1.2151349,1464,25.045063,-0.9318793,-0.21280877,0.9787129,3267.3652,19.219769,3.3056958,3.2543263,17.34192,15.128194,
,-0.6733715,5.6650823e-10,2.2303495,17.430422,1749.9302577972412,29300,2.6659003e-10,17.430422,-1.0,0.14999999,-1.2158177,1465,25.047714,-1.362872,-0.21939301,1.0164669,3267.461,19.219769,4.587381,2.9875505,17.262732,15.129651,
,-0.6752641,5.657356e-10,2.228941,17.430422,1752.2494540214539,29320,2.6677163e-10,17.430422,-1.0,0.14999999,-1.2165,1466,25.051123,-0.87609994,-3.4636428,1.0172806,3267.629,19.219769,4.576182,4.552555,17.191599,15.13106,
,-0.67493016,5.649647e-10,2.2274628,17.430422,1754.815759897232,29340,2.6695385e-10,17.430422,-1.0,0.14999999,-1.2171819,1467,25.02851,-1.1428912,-0.20189318,1.0165683,3267.6875,19.219769,4.5650535,2.3139045,17.302029,15.132538,
,-0.6750929,5.6419525e-10,2.2260523,17.430422,1757.3572080135345,29360,2.671357e-10,17.430422,-1.0,0.14999999,-1.2178634,1468,25.028957,-1.121638,-0.929459,1.0172027,3267.8438,19.219769,4.5539937,4.279814,17.201494,15.133948,
,-0.67515886,5.634274e-10,2.2246513,17.430422,1759.9192488193512,29380,2.6731764e-10,17.430422,-1.0,0.14999999,-1.2185444,1469,25.028637,-1.1295159,-0.78838456,1.0177915,3268.0137,19.219769,4.543004,4.211297,17.193916,15.135349,
,-0.6752564,5.6266103e-10,2.2232504,17.430422,1762.4198212623596,29400,2.6749974e-10,17.430422,-1.0,0.14999999,-1.2192249,1470,25.028553,-1.2646886,-0.83562315,1.0183911,3268.1777,19.219769,4.5320797,4.2250915,17.195675,15.13675,
,-0.67619234,5.618963e-10,2.2218504,17.430422,1764.9866416454315,29420,2.6768193e-10,17.430422,-1.0,0.14999999,-1.2199049,1471,25.031046,-0.7192029,-2.0695693,1.0191385,3268.3418,19.219769,4.5212245,4.440914,17.194323,15.13815,
,-0.6758737,5.6113314e-10,2.2203226,17.430422,1767.522751569748,29440,0.00033955212,17.430422,-0.63265306,0.14999999,-1.2205845,1472,25.01659,-0.5479505,-0.22549039,0.9849453,3268.3164,19.219769,3.3281696,2.821329,17.38637,15.139678,
,-0.6755781,5.603715e-10,2.2187872,17.430422,1770.0065824985504,29460,0.02556061,17.430422,-0.46938777,0.14999999,-1.2212634,1473,25.021465,-0.550408,-0.22509776,0.989907,3268.2734,19.219769,3.4070034,2.9040937,17.402327,15.141213,
,-0.67527854,5.596114e-10,2.217269,17.430422,1772.4080007076263,29480,0.001118962,17.430422,-0.59183675,0.14999999,-1.2219247,1474,25.022705,-0.38141355,-0.22352849,0.988531,3268.254,19.219769,3.3181114,3.2013388,17.378464,15.142732,
,-0.6750322,5.5885285e-10,2.2157993,17.430422,1774.5183320045471,29500,0.06264027,17.430422,-0.42857143,0.14999999,-1.2226021,1475,25.02319,-0.6131417,-0.29982364,0.99091184,3268.3027,19.219769,3.4809153,3.4163947,17.31203,15.144201,
,-0.67473,5.5809585e-10,2.2142754,17.430422,1776.9089570045471,29520,0.0011204318,17.430422,-0.59183675,0.14999999,-1.2232374,1476,25.012817,-0.41988376,-0.21951325,0.9888572,3268.2715,19.219769,3.311034,3.279228,17.391825,15.145725,
,-0.6744622,5.573404e-10,2.2128162,17.430422,1779.3407435417175,29540,0.0627225,17.430422,-0.42857143,0.14999999,-1.2239139,1477,25.015633,-0.45472577,-0.2675398,0.99141186,3268.33,19.219769,3.4733806,3.4696164,17.300087,15.147184,
,-0.6741782,5.565865e-10,2.2113066,17.430422,1781.832757472992,29560,0.025644714,17.430422,-0.46938777,0.14999999,-1.2245482,1478,25.013494,-0.43893284,-0.24555838,0.9921698,3268.3105,19.219769,3.3847692,3.383676,17.381607,15.148694,
,-0.6738985,5.5583405e-10,2.2098198,17.430422,1783.8910133838654,29580,0.06280368,17.430422,-0.42857143,0.14999999,-1.2252073,1479,25.013462,-0.71305037,-0.25237072,0.99266076,3268.3242,19.219769,3.4623103,3.4149623,17.345177,15.150181,
,-0.6735996,5.550832e-10,2.208314,17.430422,1785.2967925071716,29600,0.00034134157,17.430422,-0.63265306,0.14999999,-1.2258407,1480,24.995789,-0.6469763,-0.22364055,0.98645556,3268.3047,19.219769,3.30755,2.881133,17.378412,15.151687,
,-0.67330134,5.5433386e-10,2.2067862,17.430422,1786.524780035019,29620,0.0003415721,17.430422,-0.63265306,0.14999999,-1.2265159,1481,24.995148,-0.49369875,-0.21768022,0.98710907,3268.25,19.219769,3.3024046,3.2913663,17.414242,15.153214,
,-0.6730081,5.5358595e-10,2.2052994,17.430422,1788.7783393859863,29640,0.009756358,17.430422,-0.5102041,0.14999999,-1.2271907,1482,24.992723,-0.51662374,-0.22548813,0.9927745,3268.254,19.219769,3.3192785,3.31221,17.35767,15.154701,
,-0.67270637,5.528397e-10,2.2038097,17.430422,1790.3234658241272,29660,0.009762874,17.430422,-0.5102041,0.14999999,-1.2278587,1483,24.991638,-0.4121061,-0.21776427,0.99338925,3268.25,19.219769,3.3140955,3.3036568,17.36345,15.156191,
,-0.6724366,5.5209487e-10,2.202345,17.430422,1791.8081727027893,29680,0.06301245,17.430422,-0.42857143,0.14999999,-1.2285261,1484,24.990734,-0.2746123,-0.26546198,0.9933011,3268.2793,19.219769,3.447395,3.447395,17.329193,15.157656,
,-0.67227954,5.513516e-10,2.201089,17.430422,1793.0126910209656,29700,0.30243582,17.430422,-0.3469388,0.14999999,-1.2291573,1485,24.982656,-0.29095867,-0.4319707,0.99258965,3268.6172,19.219769,3.7579129,3.6470003,17.023478,15.158912,
,-0.67210376,5.506097e-10,2.1997843,17.430422,1795.0491857528687,29720,0.30257785,17.430422,-0.3469388,0.14999999,-1.2296269,1486,24.980658,-0.5072653,-0.40289062,0.9932629,3268.879,19.219769,3.750951,3.711487,17.098019,15.160216,
,-0.67180175,5.498694e-10,2.1983156,17.430422,1797.1748552322388,29740,0.025787374,17.430422,-0.46938777,0.14999999,-1.230096,1487,24.969099,-0.62730956,-0.21601722,0.9939681,3268.8945,19.219769,3.3486466,3.1973307,17.34359,15.161685,
,-0.6714974,5.4913063e-10,2.196803,17.430422,1799.4911363124847,29760,0.00034302182,17.430422,-0.63265306,0.14999999,-1.2307509,1488,24.971039,-0.7085677,-0.21222346,0.9874134,3268.8438,19.219769,3.2912102,3.286327,17.412605,15.1631975,
,-0.6712033,5.483933e-10,2.1953125,17.430422,1801.5685863494873,29780,2.7078254e-10,17.430422,-1.0,0.14999999,-1.2314225,1489,24.969017,-1.0206422,-0.22057591,1.0159068,3268.8203,19.219769,4.5625224,0.5022594,17.383732,15.164688,
,-0.670981,5.4765736e-10,2.1939487,17.430422,1803.6367285251617,29800,2.7096442e-10,17.430422,-1.0,0.14999999,-1.2320938,1490,24.963356,-1.2210034,-0.35499775,1.0161746,3268.9824,19.219769,4.5516405,3.7573369,17.196686,15.166052,
,-0.6715884,5.4692306e-10,2.192587,17.430422,1804.9047358036041,29820,2.7114638e-10,17.430422,-1.0,0.14999999,-1.2327647,1491,24.965363,-0.7458004,-1.5921041,1.0168861,3269.1484,19.219769,4.540823,4.414508,17.194605,15.167414,
,-0.67127645,5.461901e-10,2.191105,17.430422,1806.3334746360779,29840,0.00034394377,17.430422,-0.63265306,0.14999999,-1.2334353,1492,24.979862,-0.42140695,-0.22213131,0.98856425,3269.129,19.219769,3.291635,2.4988155,17.37983,15.168896,
,-0.6710052,5.4545873e-10,2.189682,17.430422,1807.7395870685577,29860,0.025890969,17.430422,-0.46938777,0.14999999,-1.234105,1493,24.956566,-0.7971728,-0.25444558,0.9942768,3269.1953,19.219769,3.3468735,3.2591553,17.292812,15.170319,
,-0.67070484,5.447287e-10,2.1882305,17.430422,1808.9873576164246,29880,9.718015e-05,17.430422,-0.67346936,0.14999999,-1.2347573,1494,24.957947,-0.6718996,-0.21608602,0.9843942,3269.2168,19.219769,3.3032267,2.3495202,17.341421,15.17177,
,-0.67041063,5.440003e-10,2.1867409,17.430422,1810.1996409893036,29900,9.724514e-05,17.430422,-0.67346936,0.14999999,-1.2354263,1495,24.957502,-0.7531289,-0.21478589,0.98505974,3269.1777,19.219769,3.2981455,3.296669,17.397491,15.17326,
,-0.67011887,5.4327326e-10,2.1852608,17.430422,1812.2394082546234,29920,1.4020604e-06,17.430422,-0.79591835,0.14999999,-1.236095,1496,24.957985,-0.9720726,-0.21860518,0.977408,3269.1504,19.219769,3.2966206,3.177514,17.385218,15.17474,
,-0.66985756,5.425476e-10,2.1838932,17.430422,1814.6685163974762,29940,2.7223254e-10,17.430422,-1.0,0.14999999,-1.2367631,1497,24.951818,-0.8055511,-0.25599247,1.0167184,3269.289,19.219769,4.5451617,3.3765078,17.224356,15.176107,
,-0.66954076,5.4182353e-10,2.1824446,17.430422,1817.0092566013336,29960,1.4039337e-06,17.430422,-0.79591835,0.14999999,-1.2374309,1498,24.957277,-0.8441741,-0.21113172,0.9782094,3269.3027,19.219769,3.290994,3.278058,17.34451,15.177556,
,-0.669244,5.411009e-10,2.1810207,17.430422,1818.761617898941,29980,1.4048712e-06,17.430422,-0.79591835,0.14999999,-1.2380983,1499,24.954056,-0.7075162,-0.20277044,0.97875863,3269.3496,19.219769,3.2859719,3.093196,17.31233,15.17898,
,-0.66895515,5.4037963e-10,2.1795578,17.430422,1821.2531089782715,30000,1.4118163e-08,17.430422,1.0,0.14999999,-1.2387651,1500,24.95266,1.0350173,-0.21406531,0.89885694,3269.336,19.219769,49.750027,2.3946994e-28,17.374746,15.180443,
,-0.67036015,5.396599e-10,2.1896715,17.430422,1823.347988128662,30020,6.2254308e-06,17.430422,-0.75510204,0.14999999,-1.2394316,1501,24.947975,-0.87880784,-2.668132,0.9803576,3286.6973,19.219769,3.297367,4.536421e-30,,15.170329,
,-0.6700593,5.389415e-10,2.1882534,17.430422,1825.0098769664764,30040,5.972854,17.430422,0.18367347,0.14999999,-1.2400975,1502,24.942766,0.009595588,-0.19825433,1.0376543,3286.7559,19.219769,12.6446,4.13276e-11,17.300459,15.171747,
,-0.67035395,5.382245e-10,2.1921797,17.430422,1826.9791886806488,30060,1.4030409e-06,17.430422,-0.79591835,0.14999999,-1.2367945,1503,24.94242,-0.40593696,-1.1481601,0.97946036,3294.8457,19.219769,3.2805738,4.58551e-06,9.270776,15.167821,
,-0.67010176,5.3750904e-10,2.190733,17.430422,1829.2691533565521,30080,7.1543717,17.430422,-0.06122449,0.14999999,-1.2374595,1504,24.944035,-0.02990605,-0.26981542,1.0108877,3294.8633,19.219769,7.52579,0.24842936,17.343763,15.169268,
,-0.6703398,5.36795e-10,2.192852,17.430422,1831.7106285095215,30100,0.5952479,17.430422,-0.30612245,0.14999999,-1.2333785,1505,24.924738,-0.22933048,-1.0380148,0.9915366,3300.2422,19.219769,4.0322337,1.3781481,11.979979,15.167149,
,-0.6702471,5.360824e-10,2.1916819,17.430422,1834.1795816421509,30120,4.189625,17.430422,-0.14285715,0.14999999,-1.2336473,1506,24.93224,-0.31524587,-0.52158064,1.0000391,3300.6719,19.219769,5.980762,3.7946508,16.927977,15.168319,
,-0.670048,5.3537114e-10,2.1903286,17.430422,1835.4126150608063,30140,0.30315515,17.430422,-0.3469388,0.14999999,-1.231533,1507,24.936913,-0.40873328,-0.36919224,0.9930819,3300.8262,19.219769,3.7623968,3.7623837,17.20602,15.169672,
,-0.6697847,5.3466137e-10,2.1889057,17.430422,1836.601014137268,30160,0.14370692,17.430422,-0.3877551,0.14999999,-1.2319953,1508,24.930908,-0.35753626,-0.26562825,0.9936286,3300.8691,19.219769,3.569245,3.4350452,17.317127,15.171095,
,-0.6695523,5.3395294e-10,2.1875124,17.430422,1838.154806137085,30180,0.1437885,17.430422,-0.3877551,0.14999999,-1.2325629,1509,24.929794,-0.49572954,-0.31207696,0.9942762,3300.955,19.219769,3.563178,3.5607297,17.274096,15.172488,
,-0.66925687,5.3324595e-10,2.1860638,17.430422,1840.3816001415253,30200,0.025865734,17.430422,-0.46938777,0.14999999,-1.2331301,1510,24.920372,-0.6739079,-0.21726984,0.9944901,3300.957,19.219769,3.3439562,3.2544768,17.359055,15.173937,
,-0.668959,5.3254035e-10,2.1846046,17.430422,1842.6472148895264,30220,9.708474e-05,17.430422,-0.67346936,0.14999999,-1.233775,1511,24.925735,-0.76338017,-0.21321274,0.98583305,3300.9375,19.219769,3.291935,3.2916532,17.381266,15.175396,
,-0.6686684,5.3183613e-10,2.1831675,17.430422,1844.9893453121185,30240,1.3997358e-06,17.430422,-0.79591835,0.14999999,-1.2344365,1512,24.928238,-0.6768385,-0.21490641,0.9796331,3300.9492,19.219769,3.2866035,3.220577,17.34761,15.176833,
,-0.6683797,5.311334e-10,2.1817102,17.430422,1847.3569996356964,30260,9.721324e-05,17.430422,-0.67346936,0.14999999,-1.2350976,1513,24.92876,-0.7903111,-0.21108551,0.9870263,3300.9277,19.219769,3.2839427,3.2838445,17.382057,15.17829,
,-0.66808563,5.30432e-10,2.1802797,17.430422,1849.835629940033,30280,1.4015872e-06,17.430422,-0.79591835,0.14999999,-1.2357583,1514,24.926403,-0.83706707,-0.20977019,0.9806005,3300.9434,19.219769,3.2786446,3.278064,17.34368,15.179721,
,-0.66779095,5.29732e-10,2.1788607,17.430422,1852.4087002277374,30300,1.4025138e-06,17.430422,-0.79591835,0.14999999,-1.2364186,1515,24.92387,-0.90073407,-0.20181657,0.9811671,3300.9727,19.219769,3.2737207,3.134191,17.329077,15.18114,
,-0.66749626,5.290334e-10,2.1774778,17.430422,1854.9069862365723,30320,0.030549167,17.430422,0.5510204,0.14999999,-1.2370784,1516,24.917406,0.45289552,-0.20184502,1.0562261,3301.0566,19.219769,18.800655,1.4864153e-20,17.277147,15.182523,
,-0.6682404,5.283361e-10,2.1827154,17.430422,1856.2426755428314,30340,1.4043367e-06,17.430422,-0.79591835,0.14999999,-1.2377177,1517,24.914867,-1.1151309,-1.84831,0.9813478,3311.1797,19.219769,3.2709744,1.5012902e-14,7.2371583,15.177285,
,-0.66831267,5.276402e-10,2.1813917,17.430422,1858.309936761856,30360,2.726722e-10,17.430422,-1.0,0.14999999,-1.2383767,1518,24.942265,-0.87919235,-0.7587174,1.017175,3311.3516,19.219769,4.5943136,4.230586,17.187338,15.178609,
,-0.6679915,5.2694576e-10,2.1799917,17.430422,1860.8859267234802,30380,2.7285166e-10,17.430422,-1.0,0.14999999,-1.2390352,1519,24.920834,-1.0933416,-0.19701843,1.0165033,3311.4082,19.219769,4.583467,2.3417017,17.30498,15.180009,
,-0.66795945,5.262526e-10,2.1786594,17.430422,1863.3244366645813,30400,2.7303126e-10,17.430422,-1.0,0.14999999,-1.2396934,1520,24.919708,-0.9191196,-0.6348665,1.0170186,3311.5625,19.219769,4.572687,4.1347775,17.20444,15.181341,
,-0.6676442,5.255609e-10,2.177289,17.430422,1865.520396232605,30420,2.73211e-10,17.430422,-1.0,0.14999999,-1.2403511,1521,24.903923,-1.2227083,-0.20484412,1.016673,3311.6562,19.219769,4.561972,2.8225927,17.265503,15.182712,
,-0.66825366,5.248705e-10,2.17597,17.430422,1868.021984577179,30440,2.7339084e-10,17.430422,-1.0,0.14999999,-1.2410083,1522,24.90623,-0.98908275,-1.6110274,1.0173854,3311.8281,19.219769,4.551321,4.4238424,17.190523,15.184031,
,-0.6679866,5.241816e-10,2.1746368,17.430422,1870.4944484233856,30460,2.7357028e-10,17.430422,-1.0,0.14999999,-1.2416651,1523,24.89824,-1.0837574,-0.2781151,1.0174934,3311.9727,19.219769,4.540732,3.5030992,17.213676,15.185364,
