Bound,IWMax,LQGmu1_higher,DenMISELogFirst,ReturnLastEpisode,IWLastEpisode,ReturnStepMax,IWMean,Regret/t,DenMISELogLast,TimeElapsed,ReturnMin,Regret,ReturnMean,ReturnMax,delta,LQGsigma_higher,LQGmu1_actor,IWFirstEpisode,ReturnAbsMax,Iteration,DenMISEMeanLog,IWMin,TimestepsSoFar
27.328423,3.2896643,-0.79591835,-0.63493514,4.526802,2.3126431e-21,19.22139,1.0128554,2.6346111,-1.84013,733.5254962444305,,2360.6113,14.7253895,17.433264,1.5144865e-09,0.14999999,-0.8809333,0.0011918253,17.433264,896,-0.71205175,,17920
27.3144,3.2812886,-0.79591835,-0.6360492,17.299057,3.0080924,19.22139,1.0134461,2.6317415,-0.28373656,734.9288320541382,,2360.6729,14.728259,17.433264,1.5111117e-09,0.14999999,-0.44957876,0.0011931541,17.433264,897,-0.7115609,,17940
27.334633,3.4823458,-0.42857143,-0.6371621,17.349173,3.3577955,19.22139,1.005034,2.6288242,-0.24291007,736.5415816307068,,2360.6836,14.731176,17.433264,1.507748e-09,0.14999999,-0.16171554,1.3183129,17.433264,898,-0.7110249,,17960
27.343391,5.9446297,-0.14285715,-0.6368081,16.65096,5.246249,19.22139,0.96205676,2.626688,-0.68723506,738.0813071727753,,2361.3926,14.733313,17.433264,1.5043956e-09,0.14999999,-0.3185606,4.850079,17.433264,899,-0.7109938,,17980
27.33346,4.079951,-0.30612245,-0.63253933,17.175846,3.8766608,19.22139,0.99567163,2.6239738,-0.38023058,739.4680123329163,,2361.5771,14.736027,17.433264,1.5010546e-09,0.14999999,-0.28029853,3.5766137,17.433264,900,-0.7106702,,18000
27.32359,4.066051,-0.30612245,-0.62968373,17.067537,4.051558,19.22139,0.9968978,2.6213865,-0.43573946,741.159411907196,,2361.8691,14.738614,17.433264,1.4977246e-09,0.14999999,-0.24535242,3.5664146,17.433264,901,-0.710371,,18020
27.313728,4.052277,-0.30612245,-0.6268425,17.14976,4.018692,19.22139,0.9980869,2.6187143,-0.49484167,742.8137576580048,,2362.08,14.741286,17.433264,1.4944055e-09,0.14999999,-0.35884398,3.556296,17.433264,902,-0.7101367,,18040
27.301249,3.595871,-0.3877551,-0.6240156,17.273952,3.595171,19.22139,1.004628,2.6159086,-0.3199845,744.3960363864899,,2362.165,14.744092,17.433264,1.4910975e-09,0.14999999,-0.5206649,1.9571285,17.433264,903,-0.7097079,,18060
27.280014,3.3355315,-0.46938777,-0.6229574,17.410017,3.040369,19.22139,1.0098366,2.6129608,-0.1922272,745.7440438270569,,2362.1162,14.74704,17.433264,1.4878003e-09,0.14999999,-0.5822984,0.8023846,17.433264,904,-0.70913136,,18080
27.266354,3.1793427,-0.5510204,-0.6231758,17.398878,3.073224,19.22139,1.0185094,2.6100302,-0.16628596,747.2780504226685,,2362.0771,14.74997,17.433264,1.4845142e-09,0.14999999,-0.68089783,0.24494833,17.433264,905,-0.7085216,,18100
27.26585,3.2978902,-0.79591835,-0.62400955,17.398634,2.3199334,19.22139,1.0118887,2.6071053,-0.15735075,748.903594493866,,2362.037,14.752895,17.433264,1.4812389e-09,0.14999999,-0.7386389,0.0011788751,17.433264,906,-0.7078936,,18120
27.269737,3.1057818,-0.67346936,-0.62511134,17.369236,2.876422,19.22139,1.0296551,2.6042213,-0.17274483,750.5023505687714,,2362.0283,14.755779,17.433264,1.4779744e-09,0.14999999,-0.8637271,0.023748474,17.433264,907,-0.70729136,,18140
27.268734,6.386492,-1.0,-0.6261871,17.307486,2.298536,19.22139,0.95762116,2.6014118,-0.2667645,751.328752040863,,2362.082,14.758589,17.433264,1.4747209e-09,0.14999999,-0.5448952,1.8049624e-06,17.433264,908,-0.70677435,,18160
27.264248,3.1001194,-0.63265306,-0.6272878,17.326303,2.6746387,19.22139,1.0286999,2.598586,-0.17677616,752.3345656394958,,2362.1143,14.761415,17.433264,1.4714778e-09,0.14999999,-0.62639695,0.055825196,17.433264,909,-0.70623976,,18180
27.257683,3.092981,-0.63265306,-0.62832594,17.411886,3.0920262,19.22139,1.0295516,2.5956745,-0.15151484,753.4202039241791,,2362.0635,14.764326,17.433264,1.4682456e-09,0.14999999,-0.61981994,0.055883177,17.433264,910,-0.7055994,,18200
27.250982,3.0858915,-0.63265306,-0.6293628,17.406368,3.0790691,19.22139,1.0303884,2.5927744,-0.15010566,755.0918130874634,,2362.0176,14.767226,17.433264,1.465024e-09,0.14999999,-0.6480491,0.05594115,17.433264,911,-0.7049579,,18220
27.244019,3.0788498,-0.63265306,-0.6303985,17.39765,3.0600104,19.22139,1.0312032,2.5898886,-0.14550437,755.9323036670685,,2361.9785,14.770112,17.433264,1.461813e-09,0.14999999,-0.85148,0.05599912,17.433264,912,-0.70431197,,18240
27.235062,3.2751477,-0.79591835,-0.631433,17.313438,3.1933546,19.22139,1.013922,2.587103,-0.25149277,756.771754026413,,2362.0254,14.772898,17.433264,1.4586126e-09,0.14999999,-0.724011,0.001187659,17.433264,913,-0.7037827,,18260
27.225418,11.383799,0.2244898,-0.6325264,17.379717,6.4583188e-09,19.22139,1.0319161,2.5842514,-0.15622905,757.620635509491,,2362.0059,14.775749,17.433264,1.4554226e-09,0.14999999,0.4179557,0.12479054,17.433264,914,-0.70316917,,18280
27.241198,14.249231,0.46938777,-0.63348335,7.514189,12.74425,19.22139,0.986933,2.592188,-1.6256822,758.4557449817657,,2371.8516,14.767813,17.433264,1.4522431e-09,0.14999999,0.22163627,0.00039001415,17.433264,915,-0.7041469,,18300
27.218704,3.274164,-0.79591835,-0.6345752,8.657409,1.1250159e-09,19.22139,1.0142537,2.5988579,-1.4256281,760.0770807266235,,2380.5537,14.761143,17.433264,1.449074e-09,0.14999999,-0.8037379,0.0011913968,17.433264,916,-0.70495385,,18320
27.212183,3.1036844,-0.71428573,-0.635665,17.349606,2.7303538,19.22139,1.0318933,2.596035,-0.20406508,760.9163069725037,,2380.5635,14.763966,17.433264,1.4459152e-09,0.14999999,-0.7838098,0.009501928,17.433264,917,-0.70439297,,18340
27.211563,3.2603068,-0.79591835,-0.63674456,17.369978,3.195974,19.22139,1.0161451,2.5931969,-0.18696862,762.1331145763397,,2380.5547,14.766804,17.433264,1.4427668e-09,0.14999999,-0.73891217,0.001193984,17.433264,918,-0.7037953,,18360
27.201496,3.090694,-0.71428573,-0.637832,17.366825,3.0745072,19.22139,1.033347,2.5903673,-0.1584401,762.9715774059296,,2380.5479,14.769633,17.433264,1.4396286e-09,0.14999999,-0.6829733,0.009522544,17.433264,919,-0.7031852,,18380
27.195486,3.0556602,-0.67346936,-0.6389092,17.372383,3.0522814,19.22139,1.0350047,2.5875387,-0.13971502,763.8696238994598,,2380.5352,14.772462,17.433264,1.4365006e-09,0.14999999,-0.84319484,0.024078427,17.433264,920,-0.70253736,,18400
27.191942,3.2428157,-0.79591835,-0.6399694,17.324205,3.1980228,19.22139,1.017945,2.5847683,-0.2340195,764.7048168182373,,2380.5713,14.775232,17.433264,1.4333829e-09,0.14999999,-0.95839685,0.0011978406,17.433264,921,-0.7019913,,18420
27.171965,8.670704,0.020408163,-0.64105326,17.231401,2.2802797e-09,19.22139,0.96275383,2.5821037,-0.41305915,766.2803876399994,,2380.7002,14.777897,17.433264,1.4302751e-09,0.14999999,-0.19909155,2.0114548,17.433264,922,-0.7016594,,18440
27.19641,4.870039,-0.2244898,-0.639958,16.82011,4.7933865,19.22139,0.97920585,2.5798912,-0.6033906,767.1644189357758,,2381.2393,14.780109,17.433264,1.4271778e-09,0.14999999,-0.08078617,4.855327,17.433264,923,-0.70159584,,18460
27.170803,5.3645945,-0.18367347,-0.6357943,15.350626,5.1242886,19.22139,0.96989954,2.5792742,-0.8910503,768.0088078975677,,2383.249,14.780726,17.433264,1.4240904e-09,0.14999999,-0.26589304,5.022705,17.433264,924,-0.70182484,,18480
27.164722,3.245466,-0.79591835,-0.6314548,17.066923,0.008203194,19.22139,1.017597,2.5768032,-0.46140623,768.905145406723,,2383.543,14.783197,17.433264,1.4210129e-09,0.14999999,-0.8561197,0.001187685,17.433264,925,-0.70159906,,18500
27.16661,6.4657927,-1.0,-0.6325341,17.328342,2.1492445,19.22139,0.9545892,2.5740547,-0.24696931,769.7997670173645,,2383.5742,14.785946,17.433264,1.4179454e-09,0.14999999,-0.78298503,1.8164543e-06,17.433264,926,-0.7010899,,18520
27.179745,3.235725,-0.79591835,-0.6336134,17.348156,3.1685529,19.22139,1.0199188,2.57129,-0.17881067,770.7238187789917,,2383.586,14.788711,17.433264,1.4148879e-09,0.14999999,-0.9677743,0.0011902516,17.433264,927,-0.7005771,,18540
27.15934,20.193102,0.8367347,-0.6346903,17.227663,1.5368879e-31,19.22139,1.0293876,2.5686607,-0.4326058,771.5694439411163,,2383.7168,14.79134,17.433264,1.4118403e-09,0.14999999,0.81932867,4.6000204e-10,17.433264,928,-0.70026785,,18560
27.152918,3.3718486,-0.8367347,-0.6357673,2.9927044,6.4763095e-26,19.22139,1.0052515,2.5813618,-1.9682192,773.3262400627136,,2398.085,14.778639,17.433264,1.4088024e-09,0.14999999,-0.8853187,0.00037818018,17.433264,929,-0.70160866,,18580
27.149715,4.428646,-0.26530612,-0.6368427,17.282513,0.00068537274,19.22139,0.9884405,2.5786695,-0.2788409,775.1417908668518,,2398.163,14.781331,17.433264,1.4057744e-09,0.14999999,-0.10150404,4.3269467,17.433264,930,-0.7011492,,18600
27.14338,3.3668828,-0.8367347,-0.63327557,15.529675,3.724136e-05,19.22139,1.006056,2.5778656,-0.8362664,776.74738073349,,2399.9922,14.782135,17.433264,1.402756e-09,0.14999999,-0.70148236,0.00037723893,17.433264,931,-0.70130795,,18620
27.133884,5.952402,-0.14285715,-0.6343487,17.374483,0.0029771645,19.22139,0.9615078,2.5750837,-0.13974929,777.5961706638336,,2399.9775,14.784917,17.433264,1.3997475e-09,0.14999999,-0.13173507,4.8381653,17.433264,932,-0.7006998,,18640
27.124481,5.331111,-0.18367347,-0.63024336,16.261307,5.3281236,19.22139,0.9739298,2.5735016,-0.7547642,778.4514598846436,,2401.0771,14.786499,17.433264,1.3967486e-09,0.14999999,0.010852367,4.994901,17.433264,933,-0.7008007,,18660
27.119678,3.2263768,-0.79591835,-0.62597525,9.169461,4.2057623e-06,19.22139,1.0199696,2.5795164,-1.1067406,780.0894763469696,,2409.2676,14.780484,17.433264,1.3937591e-09,0.14999999,-0.86939687,0.0011811946,17.433264,934,-0.70126474,,18680
27.10869,3.2187123,-0.79591835,-0.6270441,17.309916,3.048275,19.22139,1.0205904,2.57681,-0.25637427,781.7341408729553,,2409.3174,14.783191,17.433264,1.3907796e-09,0.14999999,-0.7080845,0.001182458,17.433264,935,-0.7007684,,18700
27.09682,8.6232605,0.020408163,-0.6281118,17.3639,2.3106339e-05,19.22139,0.9687647,2.5740538,-0.13978381,783.4086389541626,,2409.3145,14.785947,17.433264,1.3878093e-09,0.14999999,-0.22753346,1.9855913,17.433264,936,-0.70014787,,18720
27.103432,4.394062,-0.26530612,-0.6270605,16.98593,4.388933,19.22139,0.990571,2.5717049,-0.53261083,785.115603685379,,2409.6875,14.788296,17.433264,1.3848487e-09,0.14999999,-0.18518735,4.2848253,17.433264,937,-0.70000505,,18740
27.096558,4.787704,-0.2244898,-0.62356466,16.795717,4.771702,19.22139,0.9861261,2.5695658,-0.6188478,786.3624973297119,,2410.253,14.790435,17.433264,1.3818974e-09,0.14999999,-0.03264472,4.7763805,17.433264,938,-0.6999297,,18760
27.087797,3.221375,-0.79591835,-0.619551,12.824468,1.7175136e-05,19.22139,1.0205369,2.57166,-0.99614173,787.7993762493134,,2414.789,14.788341,17.433264,1.3789556e-09,0.14999999,-0.84457463,0.0011736309,17.433264,939,-0.70026135,,18780
27.07923,3.21378,-0.79591835,-0.6206142,17.334526,3.1635466,19.22139,1.0212756,2.5689497,-0.22612189,789.2048609256744,,2414.8125,14.791051,17.433264,1.3760233e-09,0.14999999,-0.7309591,0.001174879,17.433264,940,-0.699736,,18800
27.06461,3.063326,-0.71428573,-0.6216762,17.375774,3.056121,19.22139,1.0345511,2.566204,-0.14514288,791.164824962616,,2414.7979,14.793797,17.433264,1.3731002e-09,0.14999999,-0.9365974,0.009369936,17.433264,941,-0.6991247,,18820
27.089493,6.527993,-1.0,-0.62272835,17.257706,3.4902713,19.22139,0.9540817,2.5635881,-0.36112896,792.9697201251984,,2414.8994,14.796412,17.433264,1.3701865e-09,0.14999999,-1.0928842,1.7987298e-06,17.433264,942,-0.69873005,,18840
27.088543,6.489948,-1.0,-0.62378937,17.193579,5.4957314,19.22139,0.9558386,2.5610466,-0.91751164,794.7188596725464,,2415.0664,14.798954,17.433264,1.3672821e-09,0.14999999,-1.3987725,1.8006401e-06,17.433264,943,-0.6990124,,18860
27.104948,6.452423,-1.0,-0.62484926,17.193714,6.4316573,19.22139,0.95858884,2.5585089,-4.4168177,795.8791718482971,,2415.2314,14.801492,17.433264,1.3643868e-09,0.14999999,-1.0909953,1.8025489e-06,17.433264,944,-0.70299906,,18880
27.103146,6.415408,-1.0,-0.625908,17.190302,5.4285293,19.22139,0.9602653,2.5559807,-0.89748996,796.7474167346954,,2415.4023,14.80402,17.433264,1.3615007e-09,0.14999999,-1.0794466,1.8044581e-06,17.433264,945,-0.70325035,,18900
27.099453,6.378892,-1.0,-0.62696564,17.195955,5.305705,19.22139,0.96181434,2.5534525,-0.8308625,798.0931961536407,,2415.5664,14.806548,17.433264,1.3586238e-09,0.14999999,-1.0201594,1.8063675e-06,17.433264,946,-0.70342886,,18920
27.084412,6.342865,-1.0,-0.62802213,17.198542,4.661756,19.22139,0.96268713,2.5509262,-0.5702419,799.8595070838928,,2415.7266,14.809074,17.433264,1.355756e-09,0.14999999,-0.97282135,1.8082773e-06,17.433264,947,-0.70333004,,18940
27.057974,6.307315,-1.0,-0.62907755,17.226818,4.0020337,19.22139,0.9628753,2.548376,-0.4250362,801.6954910755157,,2415.8613,14.811625,17.433264,1.3528971e-09,0.14999999,-0.885809,1.8101873e-06,17.433264,948,-0.7030774,,18960
27.058651,6.564664,-0.10204082,-0.63013184,17.294958,4.076279e-06,19.22139,0.9615121,2.5457592,-0.26243958,803.5860097408295,,2415.9258,14.814241,17.433264,1.3500474e-09,0.14999999,-0.33336338,4.3158236,17.433264,949,-0.70265377,,18980
27.040821,4.082545,-0.30612245,-0.6266476,17.188135,3.7779055,19.22139,0.99350524,2.5432615,-0.3674787,805.4179446697235,,2416.0977,14.816739,17.433264,1.3472068e-09,0.14999999,-0.35870564,3.555603,17.433264,950,-0.7023432,,19000
27.02478,3.8322413,-0.3469388,-0.62396395,17.21563,3.7088094,19.22139,0.994996,2.540739,-0.33560634,807.2862412929535,,2416.2432,14.819262,17.433264,1.344375e-09,0.14999999,-0.43936068,2.7336984,17.433264,951,-0.70196545,,19020
27.021996,12.584177,0.30612245,-0.62214446,17.354523,1.4933121e-05,19.22139,1.0053403,2.5380754,-0.25978488,809.3645107746124,,2416.248,14.821925,17.433264,1.3415522e-09,0.14999999,0.22755083,0.024273172,17.433264,952,-0.7015072,,19040
27.0169,3.3962984,-0.46938777,-0.6231688,8.63322,0.00023247988,19.22139,1.0003117,2.54457,-1.4489673,811.0043015480042,,2424.9746,14.815431,17.433264,1.3387381e-09,0.14999999,-0.6578725,0.80255425,17.433264,953,-0.70229036,,19060
27.013401,3.2049468,-0.79591835,-0.62337583,17.401196,2.0144627,19.22139,1.0206577,2.5418596,-0.1456524,811.8400406837463,,2424.9346,14.818141,17.433264,1.3359331e-09,0.14999999,-0.9655852,0.0011781283,17.433264,954,-0.7017072,,19080
27.046907,6.311572,-1.0,-0.62442225,17.23429,3.8973236,19.22139,0.96401775,2.5393295,-0.40842807,813.3824951648712,,2425.0596,14.820671,17.433264,1.3331369e-09,0.14999999,-0.94652206,1.8017789e-06,17.433264,955,-0.70137924,,19100
27.013903,6.2767005,-1.0,-0.62546885,17.246296,3.5903113,19.22139,0.9637893,2.5367908,-0.36361054,814.8861002922058,,2425.1719,14.82321,17.433264,1.3303494e-09,0.14999999,-0.96147555,1.8036667e-06,17.433264,956,-0.7010652,,19120
27.014751,39.653023,1.0,-0.6265143,17.234993,2.913267e-37,19.22139,1.0204259,2.5342712,-0.392935,816.3254806995392,,2425.2988,14.825729,17.433264,1.3275707e-09,0.14999999,0.8383279,1.5420492e-13,17.433264,957,-0.7007826,,19140
27.007315,3.3173192,-0.8367347,-0.6275587,2.7059608,1.6536817e-26,19.22139,1.0095694,2.5469236,-2.009498,817.9310309886932,,2439.9531,14.813077,17.433264,1.3248005e-09,0.14999999,-0.8173284,0.00037508848,17.433264,958,-0.702141,,19160
26.997585,3.3093224,-0.8367347,-0.6286016,17.335655,3.1948543,19.22139,1.010286,2.5442924,-0.19172896,818.7947273254395,,2439.9766,14.815708,17.433264,1.322039e-09,0.14999999,-0.6827157,0.00037547987,17.433264,959,-0.70159966,,19180
26.997873,16.61345,0.63265306,-0.62964344,17.371223,6.150486e-17,19.22139,1.0844573,2.5416307,-0.1431857,820.1537964344025,,2439.9668,14.81837,17.433264,1.3192863e-09,0.14999999,0.40699333,1.8877134e-06,17.433264,960,-0.70100814,,19200
26.983482,3.104049,-0.63265306,-0.63068455,7.5965257,5.046096e-10,19.22139,1.025182,2.5491447,-1.633799,821.8266696929932,,2449.7285,14.810856,17.433264,1.316542e-09,0.14999999,-0.54801065,0.05601514,17.433264,961,-0.70189756,,19220
26.982868,3.3088129,-0.5102041,-0.6316663,17.408285,3.115335,19.22139,1.0051148,2.546445,-0.18991822,823.1675016880035,,2449.6797,14.813556,17.433264,1.3138065e-09,0.14999999,-0.5723941,0.46402496,17.433264,962,-0.7013399,,19240
26.979,3.0930552,-0.63265306,-0.632223,17.405807,2.9210992,19.22139,1.026632,2.5437527,-0.17447065,824.5196981430054,,2449.6328,14.816248,17.433264,1.3110794e-09,0.14999999,-0.554372,0.05610139,17.433264,963,-0.70078826,,19260
26.978453,3.2967992,-0.5102041,-0.6332027,17.343868,3.0559535,19.22139,1.0068129,2.541131,-0.18226153,826.1546819210052,,2449.6504,14.81887,17.433264,1.3083606e-09,0.14999999,-0.34081522,0.46473843,17.433264,964,-0.7002234,,19280
26.970234,11.066405,0.18367347,-0.6337575,17.198812,0.0084231645,19.22139,1.0314472,2.5386648,-0.35812515,827.7647483348846,,2449.8115,14.821336,17.433264,1.3056503e-09,0.14999999,0.290985,0.25220546,17.433264,965,-0.6998625,,19300
26.965302,3.8500903,-0.3469388,-0.6345319,8.333741,0.0014347497,19.22139,0.99444747,2.5453815,-1.5183158,829.471554517746,,2458.838,14.814619,17.433264,1.3029485e-09,0.14999999,-0.18179916,2.7627413,17.433264,966,-0.70068115,,19320
26.953934,4.4140205,-0.26530612,-0.63271064,16.757761,4.3013577,19.22139,0.9901975,2.5433722,-0.635714,831.2402575016022,,2459.4414,14.816628,17.433264,1.3002551e-09,0.14999999,-0.25925493,4.3091044,17.433264,967,-0.7006206,,19340
26.943182,4.3985076,-0.26530612,-0.629298,17.027138,4.267768,19.22139,0.99132,2.541088,-0.47372317,833.0358300209045,,2459.7734,14.8189125,17.433264,1.2975699e-09,0.14999999,-0.45662653,4.2944236,17.433264,968,-0.70039743,,19360
26.944132,3.2889264,-0.5102041,-0.62590396,17.340685,3.1857443,19.22139,1.0066167,2.5384846,-0.24429455,834.8828520774841,,2459.791,14.821516,17.433264,1.2948932e-09,0.14999999,-0.45150584,0.4613588,17.433264,969,-0.699937,,19380
26.939655,3.3769393,-0.46938777,-0.6264594,17.378584,3.3768787,19.22139,1.0026039,2.5358496,-0.2458762,836.6945803165436,,2459.7744,14.824151,17.433264,1.2922247e-09,0.14999999,-0.49813652,0.8051995,17.433264,970,-0.6994628,,19400
26.936638,13.5918865,0.3877551,-0.62666005,17.383013,8.754925e-08,19.22139,0.98716587,2.5332146,-0.21084417,838.4748980998993,,2459.751,14.826786,17.433264,1.2895645e-09,0.14999999,0.3297932,0.0035638146,17.433264,971,-0.6989575,,19420
26.933239,3.2770035,-0.5102041,-0.6276857,8.114399,1.9468096e-06,19.22139,1.0084028,2.5401201,-1.5524002,840.180415391922,,2468.996,14.8198805,17.433264,1.2869122e-09,0.14999999,-0.49088717,0.46218157,17.433264,972,-0.6998531,,19440
26.927692,3.2693527,-0.5102041,-0.6282386,17.38266,3.2679694,19.22139,1.0093374,2.537486,-0.2142794,841.7991232872009,,2468.9746,14.822515,17.433264,1.2842685e-09,0.14999999,0.009357929,0.46243715,17.433264,973,-0.69934607,,19460
26.901714,6.351206,-1.0,-0.6287907,9.384606,1.1931386e-09,19.22139,0.9594913,2.543069,-1.1152204,843.648464679718,,2476.9492,14.816932,17.433264,1.2816326e-09,0.14999999,-1.0530673,1.8096678e-06,17.433264,974,-0.6997642,,19480
26.901093,8.720623,0.020408163,-0.62981683,17.19985,4.0415164e-11,19.22139,0.9680636,2.5406246,-0.6977746,845.4227647781372,,2477.1084,14.819376,17.433264,1.279005e-09,0.14999999,0.038147092,1.9889797,17.433264,975,-0.6998053,,19500
26.89502,6.323019,-1.0,-0.628804,9.121558,3.40452e-10,19.22139,0.96073735,2.546462,-1.1710606,847.1965107917786,,2485.3477,14.813539,17.433264,1.2763854e-09,0.14999999,-0.9782315,1.8096919e-06,17.433264,976,-0.70032316,,19520
26.871683,6.2887554,-1.0,-0.6298281,17.221827,4.084016,19.22139,0.9610264,2.5439978,-0.4394297,849.0060143470764,,2485.4863,14.816003,17.433264,1.2737739e-09,0.14999999,-0.9765217,1.8115464e-06,17.433264,977,-0.7000977,,19540
26.87353,3.3292184,-0.8367347,-0.6308511,17.223612,2.6535223,19.22139,1.0055785,2.5415354,-0.43193746,850.7795977592468,,2485.621,14.818465,17.433264,1.2711703e-09,0.14999999,-0.74407995,0.0003763255,17.433264,978,-0.6998648,,19560
26.865131,3.0913727,-0.63265306,-0.6318727,17.365282,2.3568478,19.22139,1.0237597,2.5389338,-0.15505354,852.4482700824738,,2485.6172,14.821067,17.433264,1.2685748e-09,0.14999999,-1.0634625,0.056081727,17.433264,979,-0.69930357,,19580
26.89648,6.266772,-1.0,-0.63283634,17.204088,5.0847588,19.22139,0.9645539,2.5365038,-0.7375658,854.1379015445709,,2485.7734,14.823497,17.433264,1.2659872e-09,0.14999999,-1.0257303,1.8170035e-06,17.433264,980,-0.6993189,,19600
26.884106,6.2333064,-1.0,-0.63385624,17.206192,4.67031,19.22139,0.9654526,2.5340738,-0.57775605,855.9286024570465,,2485.9258,14.825927,17.433264,1.2634074e-09,0.14999999,-0.8402702,1.818857e-06,17.433264,981,-0.69923264,,19620
26.86544,3.3132265,-0.8367347,-0.63487506,17.31791,3.2893438,19.22139,1.0072728,2.531536,-0.21278435,857.3710198402405,,2485.9697,14.8284645,17.433264,1.2608355e-09,0.14999999,-0.7999373,0.00037784292,17.433264,982,-0.69877386,,19640
26.854568,3.305448,-0.8367347,-0.6358925,17.35386,3.0887058,19.22139,1.0078771,2.5289679,-0.17966065,858.6448097229004,,2485.9756,14.831033,17.433264,1.2582718e-09,0.14999999,-0.8836409,0.0003782274,17.433264,983,-0.6982391,,19660
26.846771,3.2977216,-0.8367347,-0.6369089,17.296675,3.2646286,19.22139,1.008661,2.5264616,-0.25385758,859.9981608390808,,2486.038,14.833539,17.433264,1.2557156e-09,0.14999999,-0.7300073,0.00037861214,17.433264,984,-0.6977803,,19680
26.842575,7.340206,-0.06122449,-0.63792425,17.37684,0.00014842686,19.22139,0.95588195,2.52388,-0.14574404,860.9354948997498,,2486.0225,14.836121,17.433264,1.2531673e-09,0.14999999,0.0688646,3.6183085,17.433264,985,-0.6972118,,19700
26.857176,11.031239,0.18367347,-0.6352723,9.061476,6.8202815,19.22139,1.0420396,2.5297365,-1.2346321,862.7006585597992,,2494.3203,14.830264,17.433264,1.2506267e-09,0.14999999,0.30360067,0.2525878,17.433264,986,-0.6978034,,19720
26.83083,3.1832428,-0.79591835,-0.63602984,8.265447,2.6417545e-11,19.22139,1.0197448,2.5363874,-1.5302085,863.5738272666931,,2503.414,14.823613,17.433264,1.2480937e-09,0.14999999,-0.8190723,0.0011931309,17.433264,987,-0.6986079,,19740
26.824131,3.1762242,-0.79591835,-0.6370413,17.32556,3.1729043,19.22139,1.0204945,2.5338554,-0.1883794,864.4723358154297,,2503.4482,14.826145,17.433264,1.2455685e-09,0.14999999,-1.0820973,0.0011943382,17.433264,988,-0.6980723,,19760
26.822212,6.241063,-1.0,-0.6380517,17.200157,5.206233,19.22139,0.965228,2.531455,-0.82145214,865.5244002342224,,2503.6094,14.828546,17.433264,1.243051e-09,0.14999999,-1.1043966,1.8265051e-06,17.433264,989,-0.698177,,19780
26.822895,6.208197,-1.0,-0.63906235,17.196493,5.3565335,19.22139,0.96684706,2.5290632,-0.9423278,867.1339213848114,,2503.7725,14.830937,17.433264,1.2405411e-09,0.14999999,-0.8408124,1.8283507e-06,17.433264,990,-0.6984601,,19800
26.804787,3.867784,-0.3469388,-0.6400719,17.324192,0.014411181,19.22139,0.9907403,2.5265474,-0.2023151,868.0619468688965,,2503.8076,14.833453,17.433264,1.2380387e-09,0.14999999,-0.3690955,2.778089,17.433264,991,-0.6979945,,19820
26.79955,3.666048,-0.3877551,-0.6382811,17.312157,3.6635404,19.22139,0.9931752,2.5240488,-0.32798576,869.3712913990021,,2503.8564,14.835952,17.433264,1.2355438e-09,0.14999999,-0.30765086,1.985248,17.433264,992,-0.69763166,,19840
26.797325,13.63734,0.3877551,-0.6372894,17.23727,8.558234e-05,19.22139,0.99393606,2.5216303,-0.40222213,871.1766359806061,,2503.9785,14.83837,17.433264,1.2330565e-09,0.14999999,0.41346693,0.0036018987,17.433264,993,-0.697342,,19860
26.793127,3.850812,-0.3469388,-0.6382923,7.548168,3.5908273e-05,19.22139,0.99284256,2.528965,-1.6365414,872.8926439285278,,2513.79,14.831036,17.433264,1.2305768e-09,0.14999999,-0.2262814,2.7731497,17.433264,994,-0.698297,,19880
26.788286,4.4267654,-0.26530612,-0.6365118,16.802662,4.421249,19.22139,0.9885757,2.5269833,-0.54208356,874.6551368236542,,2514.3486,14.833017,17.433264,1.2281045e-09,0.14999999,-0.44470543,4.325515,17.433264,995,-0.69814795,,19900
26.77649,3.2919776,-0.8367347,-0.63317853,17.268364,0.11274768,19.22139,1.0085818,2.524538,-0.25448182,876.5754125118256,,2514.4395,14.835463,17.433264,1.2256397e-09,0.14999999,-0.7898461,0.0003772024,17.433264,996,-0.69771504,,19920
26.76999,3.1751704,-0.79591835,-0.6341817,17.340963,3.1485155,19.22139,1.0197213,2.522025,-0.169569,878.758385181427,,2514.458,14.8379755,17.433264,1.2231822e-09,0.14999999,-0.6757743,0.0011909277,17.433264,997,-0.69717747,,19940
26.77849,3.1028695,-0.63265306,-0.635183,17.382664,2.9483452,19.22139,1.0213283,2.519475,-0.1443835,880.3611664772034,,2514.4365,14.840526,17.433264,1.2207323e-09,0.14999999,-0.6651535,0.05626768,17.433264,998,-0.6966045,,19960
26.772,3.0963519,-0.63265306,-0.63612807,17.401484,2.9995527,19.22139,1.0220422,2.5169115,-0.14375453,882.5210864543915,,2514.3945,14.843089,17.433264,1.2182895e-09,0.14999999,-0.6992619,0.056320883,17.433264,999,-0.69603044,,19980
26.767178,3.0616567,-0.67346936,-0.6370722,17.384626,3.0136304,19.22139,1.0275966,2.51437,-0.13974743,884.0829260349274,,2514.3691,14.845631,17.433264,1.2158542e-09,0.14999999,-0.5936812,0.024034228,17.433264,1000,-0.6954527,,20000
26.757689,3.0839078,-0.63265306,-0.6380477,17.382538,3.0218215,19.22139,1.0233004,2.511835,-0.16142952,885.8572700023651,,2514.3477,14.8481655,17.433264,1.2134261e-09,0.14999999,-0.61260974,0.056429107,17.433264,1001,-0.6948923,,20020
