LQGmu1_actor,LQGmu1_higher,IWMax,ReturnAbsMax,ReturnLastEpisode,ReturnMin,Iteration,IWLastEpisode,IWMean,ReturnMax,Regret/t,DenMISEMeanLog,LQGsigma_higher,Bound,DenMISELogFirst,delta,DenMISELogLast,ReturnMean,TimeElapsed,Regret,IWFirstEpisode,TimestepsSoFar,IWMin,ReturnStepMax
0.00016495585,-0.30612245,5.4052334,17.422728,0.7555372,,62,3.3505278e-15,0.93489105,17.422728,4.6655664,-0.9105548,0.14999999,57.487873,-0.70966655,3.162992e-07,-1.1814785,12.694434,20.249256372451782,289.26514,5.4052334,1240,,19.210707
0.19377783,0.14285715,7.191439,17.422728,11.118854,,63,4.3408346,1.0425646,17.422728,4.6905766,-0.91238815,0.14999999,58.00246,-0.6420786,3.0633765e-07,-0.94235337,12.669424,20.607557773590088,295.50635,0.05220304,1260,,19.210707
-0.66677684,-0.79591835,4.7066803,17.422728,8.762774,,64,2.3456916e-09,1.0011134,17.422728,4.7516174,-0.91233635,0.14999999,56.69461,-0.6569987,2.968394e-07,-0.91776764,12.608383,20.960432052612305,304.10352,0.027455203,1280,,19.210707
-0.06135724,-0.10204082,6.0877028,17.422728,17.397593,,65,0.003925664,0.813776,17.422728,4.6779375,-0.9072819,0.14999999,56.058388,-0.67207396,2.8777617e-07,-0.56886095,12.682063,21.314765214920044,304.06592,1.9779536,1300,,19.210707
0.58469033,0.59183675,7.767547,17.422728,14.826042,,66,0.00045496348,0.91900015,17.422728,4.6454525,-0.90886307,0.14999999,55.848557,-0.6573652,2.791217e-07,-0.8079149,12.714548,21.66718864440918,306.59985,7.040861e-08,1320,,19.210707
-1.1978883,-1.0,7.084406,17.422728,5.992111,,67,4.3455223e-24,1.1405319,17.422728,4.7457886,-0.91229576,0.14999999,55.872135,-0.6724031,2.708519e-07,-1.0343364,12.614212,22.02709436416626,317.96777,0.00013560613,1340,,19.210707
-0.9217115,-0.59183675,4.8866405,17.422728,17.186403,,68,0.0043063476,1.0138268,17.422728,4.6785507,-0.9228222,0.14999999,55.434208,-0.68721616,2.6294424e-07,-1.7363417,12.68145,22.386794805526733,318.14136,0.91383857,1360,,19.210707
-0.74853325,-1.0,6.598078,17.422728,17.272524,,69,3.9553332,1.2068764,17.422728,4.612012,-0.9172472,0.14999999,55.496914,-0.68846565,2.553779e-07,-0.5330853,12.747989,22.738786458969116,318.22888,0.00013780192,1380,,19.210707
0.27400714,0.30612245,7.21265,17.422728,17.355194,,70,8.507251e-11,1.1007886,17.422728,4.546195,-0.9095373,0.14999999,55.41751,-0.70285237,2.4813352e-07,-0.55205184,12.813806,23.090785026550293,318.2337,0.0011410266,1400,,19.210707
-0.6962234,-0.75510204,4.6807537,17.422728,8.421077,,71,4.0729445e-10,0.9961027,17.422728,4.6080647,-0.90893996,0.14999999,54.528397,-0.7170207,2.4119305e-07,-0.93513364,12.751936,23.442219018936157,327.1726,0.06773749,1420,,19.210707
0.15544446,0.06122449,6.735968,17.422728,17.384975,,72,1.3179313e-05,0.9598687,17.422728,4.5437164,-0.9039792,0.14999999,54.559563,-0.73005337,2.3453978e-07,-0.53445274,12.816284,23.796027660369873,327.14758,0.25489435,1440,,19.210707
-0.44897494,-0.42857143,5.1698565,17.422728,8.884658,,73,0.0032854467,0.95176256,17.422728,4.597574,-0.90453035,0.14999999,54.144714,-0.74031276,2.2815804e-07,-0.8830015,12.762426,24.150137901306152,335.62292,4.0964565,1460,,19.210707
-0.026881412,-0.18367347,5.7648168,17.422728,17.344015,,74,1.0087798,0.8035527,17.422728,4.5356617,-0.90121967,0.14999999,53.221172,-0.6993205,2.2203328e-07,-0.59466845,12.824339,24.50446844100952,335.63892,3.7378998,1480,,19.210707
-0.69028366,-0.67346936,4.6777315,17.422728,12.479651,,75,0.0005597985,1.0006045,17.422728,4.5402565,-0.9030088,0.14999999,53.191612,-0.66346574,2.1615185e-07,-0.8244653,12.819744,24.859979152679443,340.51923,0.27757233,1500,,19.210707
0.86877304,0.79591835,9.051096,17.422728,17.393373,,76,2.1478064e-21,1.0964315,17.422728,4.4800777,-0.8980961,0.14999999,52.965202,-0.6730168,2.1050109e-07,-0.51635075,12.879923,25.218101978302002,340.48596,7.887285e-12,1520,,19.210707
-1.3353779,-1.0,6.7107124,17.422728,2.232765,,77,1.6975736e-33,1.1201204,17.422728,4.618353,-0.9009865,0.14999999,52.746796,-0.68608886,2.0506903e-07,-1.1726664,12.741648,25.576577186584473,355.61322,0.00013747468,1540,,19.210707
0.42459476,0.3877551,7.6816773,17.422728,17.190535,,78,1.7084736e-27,1.0329615,17.422728,4.5613165,-0.9314337,0.14999999,52.740463,-0.6989905,1.9984455e-07,-3.369579,12.798684,25.935980081558228,355.7827,0.00010454005,1560,,19.210707
0.023425236,0.14285715,6.7110014,17.422728,7.4632597,,79,1.2361486,1.0978636,17.422728,4.628854,-0.9321997,0.14999999,52.300102,-0.7117282,1.948172e-07,-0.9977324,12.731147,26.29675316810608,365.67944,0.055968564,1580,,19.210707
0.9614842,1.0,18.662426,17.422728,9.110126,,80,3.893927e-09,0.86472476,17.422728,4.674116,-0.9303011,0.14999999,52.283855,-0.7235988,1.899772e-07,-0.85126805,12.685884,26.698682069778442,373.92926,1.4370908e-16,1600,,19.210707
-0.20052925,-0.46938777,5.050978,17.422728,0.6878396,,81,1.6278323e-19,0.9759601,17.422728,4.82224,-0.9365377,0.14999999,52.230583,-0.7360213,1.8531539e-07,-1.2576128,12.537761,27.082478046417236,390.60138,3.1743855,1620,,19.210707
-0.1351118,-0.10204082,6.0661035,17.422728,16.804705,,82,4.746178,0.9220384,17.422728,4.7702045,-0.9352961,0.14999999,52.43226,-0.7098499,1.8082306e-07,-0.7947131,12.589796,27.516396284103394,391.15674,2.0541017,1640,,19.210707
-0.9324331,-1.0,6.7556095,17.422728,15.969148,,83,3.4831913e-07,1.1355712,17.422728,4.7294884,-0.93451387,0.14999999,51.929764,-0.6972298,1.7649211e-07,-0.774598,12.630512,27.88242244720459,392.5475,0.00013901482,1660,,19.210707
-0.760338,-0.79591835,4.5326657,17.422728,17.26753,,84,2.9913,1.0032221,17.422728,4.674285,-0.92841387,0.14999999,51.734444,-0.7092043,1.7231491e-07,-0.53166646,12.685716,28.24791121482849,392.6399,0.02892659,1680,,19.210707
-0.2851377,-0.26530612,5.490088,17.422728,17.348843,,85,0.01946244,0.86776894,17.422728,4.619426,-0.92381465,0.14999999,51.35546,-0.7206945,1.6828433e-07,-0.5282523,12.740575,28.613104820251465,392.65125,5.2223086,1700,,19.210707
0.789851,0.59183675,8.621853,17.422728,17.062063,,86,1.9936752e-07,0.9144959,17.422728,4.5691767,-0.9227124,0.14999999,51.35059,-0.6727651,1.6439348e-07,-0.68446356,12.790824,28.9807608127594,392.94922,7.150129e-08,1720,,19.210707
-0.75542116,-0.67346936,4.7423368,17.422728,3.4245822,,87,1.8350648e-20,0.9886862,17.422728,4.676833,-0.9266759,0.14999999,50.854034,-0.6843259,1.6063603e-07,-1.1617851,12.683167,29.349149227142334,406.88452,0.28342336,1740,,19.210707
0.1075714,-0.020408163,6.282366,17.422728,17.369858,,88,2.7333705e-05,0.9700123,17.422728,4.623575,-0.92232376,0.14999999,50.69313,-0.69250214,1.5700596e-07,-0.5198542,12.736425,29.71966242790222,406.87463,0.8163624,1760,,19.210707
-0.97199184,-0.8367347,4.4443336,17.422728,8.999298,,89,1.5854324e-08,1.0491016,17.422728,4.6655655,-0.92235297,0.14999999,50.48624,-0.6945676,1.5349757e-07,-0.87786406,12.694435,30.090451955795288,415.23535,0.011393201,1780,,19.210707
-1.0131316,-1.0,6.739434,17.422728,17.22074,,90,4.6109343,1.13078,17.422728,4.6152744,-0.9180161,0.14999999,50.407864,-0.7056129,1.5010546e-07,-0.5676813,12.744726,30.462265253067017,415.37463,0.00014018519,1800,,19.210707
-0.49464905,-0.3469388,5.2897716,17.422728,17.19697,,91,0.00025704113,0.8724575,17.422728,4.566348,-0.9135309,0.14999999,49.95506,-0.71666116,1.4682455e-07,-0.61805284,12.793653,30.83891201019287,415.5376,5.2897716,1820,,19.210707
0.55235666,0.2244898,7.1176534,17.422728,17.363173,,92,4.9574923e-05,1.1149042,17.422728,4.5166807,-0.9116558,0.14999999,49.920708,-0.6710877,1.4365008e-07,-0.6022547,12.84332,31.217743396759033,415.53467,0.0089373905,1840,,19.210707
-0.28023562,-0.5510204,4.830098,17.422728,6.326843,,93,1.4807202e-11,0.97144824,17.422728,4.586749,-0.913154,0.14999999,49.620453,-0.68180144,1.4057744e-07,-1.1401596,12.773252,31.592302799224854,426.56775,1.4583868,1860,,19.210707
-1.0240233,-1.0,6.5485826,17.422728,17.042406,,94,5.3332256e-05,1.1260083,17.422728,4.5413322,-0.91127396,0.14999999,49.439896,-0.6769368,1.3760231e-07,-0.69531184,12.818668,31.968852758407593,426.88525,0.00013622233,1880,,19.210707
-0.051686317,-0.18367347,5.60514,17.422728,17.196445,,95,7.702105e-07,0.9012905,17.422728,4.4952507,-0.9072974,0.14999999,49.31439,-0.6875175,1.3472066e-07,-0.6382795,12.86475,32.346949100494385,427.04883,3.6940405,1900,,19.210707
0.3059586,0.46938777,8.11842,17.422728,13.736899,,96,0.01411997,0.9556368,17.422728,4.486165,-0.90730006,0.14999999,49.233463,-0.6598411,1.3192863e-07,-0.7953914,12.873836,32.727543115615845,430.67188,6.875707e-06,1920,,19.210707
0.86026454,0.75510204,9.240786,17.422728,8.25236,,97,0.0794787,1.1438433,17.422728,4.5338097,-0.9086537,0.14999999,48.946373,-0.67020386,1.2922246e-07,-0.9724384,12.826191,33.10737085342407,439.77954,5.6431054e-11,1940,,19.210707
0.9324591,1.0,18.522211,17.422728,2.3667083,,98,5.9309726,0.9204656,17.422728,4.640539,-0.91089445,0.14999999,48.6885,-0.68046033,1.265987e-07,-1.2359179,12.719461,33.4871928691864,454.77283,1.3764177e-16,1960,,19.210707
0.11885383,0.020408163,6.3783026,17.422728,1.1883394,,99,8.772477e-08,1.0062451,17.422728,4.757015,-0.9155726,0.14999999,48.67826,-0.69061273,1.2405411e-07,-1.2580242,12.602985,33.869263887405396,470.94446,0.4636876,1980,,19.210707
-1.1860577,-1.0,6.512853,17.422728,8.976039,,100,5.314041e-12,1.126198,17.422728,4.7932854,-0.91531456,0.14999999,48.67205,-0.69599026,1.2158542e-07,-0.87968206,12.566715,34.25349998474121,479.3285,0.00013884272,2000,,19.210707
-0.2222753,-0.3877551,5.256878,17.422728,17.192465,,101,9.02125e-06,0.8879688,17.422728,4.747485,-0.9207263,0.14999999,48.34309,-0.70593923,1.1918971e-07,-1.5678264,12.612515,34.63779306411743,479.4961,4.722899,2020,,19.210707
-0.7576455,-0.79591835,4.53738,17.422728,16.921349,,102,0.0036135418,0.9754243,17.422728,4.705242,-0.9198761,0.14999999,48.07939,-0.6700905,1.1686409e-07,-0.71133745,12.654758,35.023316621780396,479.9347,0.027817003,2040,,19.210707
-0.025521591,-0.18367347,5.4930186,17.422728,17.345514,,103,0.0029892144,0.92157686,17.422728,4.6597013,-0.91642606,0.14999999,47.912766,-0.679574,1.14605925e-07,-0.5300495,12.700299,35.4102418422699,479.94922,3.664813,2060,,19.210707
0.2175729,0.26530612,7.298775,17.422728,10.72744,,104,0.9024665,1.1066878,17.422728,4.67867,-0.9161704,0.14999999,47.882607,-0.65427357,1.1241255e-07,-0.79876703,12.681331,35.79723048210144,486.58167,0.003207242,2080,,19.210707
-1.1319507,-1.0,6.4129295,17.422728,8.673657,,105,3.301782e-14,1.1246903,17.422728,4.716839,-0.915443,0.14999999,47.79657,-0.6638122,1.10281555e-07,-0.9241779,12.643162,36.185418367385864,495.26807,0.00013444616,2100,,19.210707
