DenMISEMeanLog,ReturnAbsMax,IWLastEpisode,ReturnLastEpisode,Iteration,delta,TimestepsSoFar,Regret,LQGmu1_actor,DenMISELogFirst,IWFirstEpisode,Bound,IWMean,LQGsigma_higher,DenMISELogLast,IWMin,ReturnMax,ReturnMin,ReturnStepMax,TimeElapsed,Regret/t,LQGmu1_higher,IWMax,ReturnMean
-0.7944119,17.444357,4.4932,16.307962,283,1.518129e-08,5660,1049.0127,0.09723124,-1.1289847,1.0874897,35.701935,1.0327911,0.14999999,-0.677677,,17.444357,,19.232504,124.24488854408264,3.7067575,-0.06122449,5.9261627,13.653243
-0.79494727,17.444357,5.9622965,9.018579,284,1.5074566e-08,5680,1057.354,0.017162517,-1.1286767,7.652656,35.630978,1.0792823,0.14999999,-0.97332436,,17.444357,,19.232504,125.01493859291077,3.7230768,0.18367347,7.8631043,13.636924
-0.7949295,17.444357,2.6195462e-06,9.239973,285,1.4968965e-08,5700,1065.4741,-0.64448184,-1.1056023,3.4505632e-10,35.60675,1.0224081,0.14999999,-0.86043227,,17.444357,,19.232504,125.78761792182922,3.7385063,-0.79591835,3.899497,13.621494
-0.7932845,17.444357,3.7382033,17.411884,286,1.486447e-08,5720,1065.4219,-0.618131,-1.109105,3.5344686e-07,35.512505,1.0404282,0.14999999,-0.3435329,,17.444357,,19.232504,126.5695526599884,3.7252522,-0.63265306,3.7551303,13.634748
-0.79156643,17.444357,3.371902,17.41252,287,1.47610635e-08,5740,1065.3696,-0.48731288,-1.1125953,7.2670373e-06,35.41233,1.0295962,0.14999999,-0.33738065,,17.444357,,19.232504,127.34909582138062,3.7120886,-0.5510204,3.80873,13.647912
-0.79004407,17.444357,0.27833158,17.378998,288,1.46587364e-08,5760,1065.3506,-0.24619217,-1.1160736,0.3097838,35.396263,1.0043631,0.14999999,-0.3795381,,17.444357,,19.232504,128.12836623191833,3.6991339,-0.14285715,5.318554,13.660867
-0.7892598,17.444357,3.727139,17.0818,289,1.4557466e-08,5780,1065.6287,-0.5218374,-1.1184647,0.0038015307,35.459465,0.98538893,0.14999999,-0.5630124,,17.444357,,19.232504,128.91215801239014,3.6872969,-0.3469388,4.32789,13.672704
-0.78784287,17.444357,3.7416768,17.40445,290,1.4457244e-08,5800,1065.5845,-0.49765655,-1.1219058,7.3350143e-06,35.40825,1.0393394,0.14999999,-0.36027783,,17.444357,,19.232504,129.7567548751831,3.674429,-0.5510204,3.775396,13.685572
-0.78625727,17.444357,6.0114014e-10,17.37462,291,1.43580525e-08,5820,1065.5698,0.31594676,-1.1253481,1.6278954,35.33969,0.8907134,0.14999999,-0.36258578,,17.444357,,19.232504,130.54052591323853,3.6617517,0.5102041,10.55406,13.698249
-0.7880407,17.444357,9.742146e-06,8.195806,292,1.4259878e-08,5840,1074.7339,-0.60511976,-1.1232002,0.00011190574,35.331085,1.0202595,0.14999999,-1.1883332,,17.444357,,19.232504,131.3232262134552,3.6805954,-0.46938777,3.909341,13.679405
-0.78640246,17.444357,3.3186655,17.397957,293,1.4162706e-08,5860,1074.6958,-0.6709582,-1.1266185,7.111109e-08,35.347664,1.0496558,0.14999999,-0.32519615,,17.444357,,19.232504,132.10906219482422,3.6679049,-0.67346936,3.692288,13.692096
-0.7846574,17.444357,3.6617785,17.378471,294,1.4066524e-08,5880,1074.6777,-0.7301194,-1.1300257,7.1353746e-08,35.252716,1.0525017,0.14999999,-0.31990758,,17.444357,,19.232504,132.8960874080658,3.655366,-0.67346936,3.6617785,13.704635
-0.7829463,17.444357,7.666504e-07,17.368055,295,1.3971322e-08,5900,1074.6694,-0.030205734,-1.1334213,5.395008,35.240807,1.0778128,0.14999999,-0.32926685,,17.444357,,19.232504,133.679673910141,3.6429472,0.10204082,7.248701,13.717053
-0.78279257,17.444357,3.1459804e-06,12.843023,296,1.387708e-08,5920,1079.1865,-0.90557295,-1.1186824,5.1398608e-11,35.206726,1.0036658,0.14999999,-0.8077463,,17.444357,,19.232504,134.46081686019897,3.6459007,-0.8367347,4.0141335,13.7141
-0.78173584,17.444357,3.4881177,17.285522,297,1.3783788e-08,5940,1079.2612,-1.0256261,-1.1220552,1.14914216e-14,35.10603,0.9250782,0.14999999,-0.46932453,,17.444357,,19.232504,135.25256872177124,3.6338758,-1.0,7.4261107,13.726125
-0.7818829,17.444357,,17.197086,298,1.3691435e-08,5960,1079.4238,0.77777696,-1.1254165,2.2220704e-05,35.111073,1.1016062,0.14999999,-0.7452237,,17.444357,,19.232504,136.03810572624207,3.6222277,1.0,23.606766,13.737773
-0.78417164,17.444357,0.20099819,3.5969117,299,1.36000065e-08,5980,1093.187,0.40420416,-1.1287665,6.393427,35.090275,1.0023466,0.14999999,-1.5422825,,17.444357,,19.232504,136.94964265823364,3.6561441,0.3469388,9.1587,13.703856
-0.7857508,17.444357,1.2776645e-14,7.617126,300,1.350949e-08,6000,1102.9297,-0.9620079,-1.1109481,5.100261e-11,35.05876,1.0068961,0.14999999,-1.2513124,,17.444357,,19.232504,137.74509572982788,3.6764326,-0.8367347,3.9790068,13.683568
-0.78498936,17.444357,3.3945076e-07,17.239372,301,1.3419877e-08,6020,1103.0508,-0.024942413,-1.1142759,0.59735936,35.059036,1.0169898,0.14999999,-0.5601803,,17.444357,,19.232504,138.54631781578064,3.6646204,-0.10204082,5.648859,13.69538
-0.78505194,17.444357,4.0136503e-09,12.095902,302,1.33311495e-08,6040,1108.3145,-0.9318379,-1.11561,1.1417576e-14,35.048912,0.93628013,0.14999999,-0.81575197,,17.444357,,19.232504,139.3423557281494,3.6699152,-1.0,7.3523827,13.690085
-0.78431726,17.444357,0.08382604,17.25684,303,1.3243301e-08,6060,1108.4175,-0.1851703,-1.1189158,2.9622703e-05,34.944973,1.0224009,0.14999999,-0.4933647,,17.444357,,19.232504,140.13923335075378,3.658144,-0.5102041,3.8551698,13.701857
-0.78377444,17.444357,5.0371842,16.717484,304,1.3156318e-08,6080,1109.0605,-0.16832119,-1.1222106,0.14983359,35.07074,0.9969589,0.14999999,-0.6387156,,17.444357,,19.232504,140.94631576538086,3.6482248,-0.18367347,5.1010914,13.711776
-0.7833356,17.444357,4.7152243,16.608576,305,1.3070188e-08,6100,1109.8115,-0.48245072,-1.1250019,0.067073405,34.94656,0.98708683,0.14999999,-0.64272416,,17.444357,,19.232504,141.74458026885986,3.6387262,-0.2244898,4.835231,13.721274
-0.78206223,17.444357,0.23833916,17.384302,306,1.29849e-08,6120,1109.7871,-0.88847107,-1.1280553,5.1882616e-11,34.908913,1.0093324,0.14999999,-0.377028,,17.444357,,19.232504,142.54920887947083,3.6267557,-0.8367347,3.9679172,13.733245
-0.7809025,17.444357,6.618548e-25,17.284052,307,1.2900446e-08,6140,1109.8628,0.73097,-1.131318,0.056223534,34.897945,0.9011857,0.14999999,-0.4321604,,17.444357,,19.232504,143.3576316833496,3.6151886,0.71428573,12.259976,13.744812
-0.7836174,17.444357,0.00016109218,4.2398806,308,1.2816814e-08,6160,1122.9839,0.22864428,-1.1343869,2.8177633,34.822823,1.0625132,0.14999999,-1.5082477,,17.444357,,19.232504,144.17710876464844,3.6460514,0.020408163,6.5392866,13.713949
-0.7845125,17.444357,2.1921734e-14,8.628678,309,1.2733992e-08,6180,1131.7148,-0.99905056,-1.1285214,1.1565965e-14,34.823532,0.93666863,0.14999999,-1.1164469,,17.444357,,19.232504,145.04330945014954,3.662507,-1.0,7.329876,13.697494
-0.7842816,17.444357,2.8210506,17.191824,310,1.2651969e-08,6200,1131.8828,-1.0843666,-1.1317525,5.207475e-11,34.78778,1.0133206,0.14999999,-0.64440435,,17.444357,,19.232504,145.85565733909607,3.6512356,-0.8367347,3.9352686,13.708765
-0.7849166,17.444357,6.122257,17.200924,311,1.25707365e-08,6220,1132.042,-1.2001537,-1.134973,1.1640814e-14,34.831547,0.9511368,0.14999999,-0.991921,,17.444357,,19.232504,146.66911602020264,3.640007,-1.0,7.192856,13.719994
-0.7884457,17.444357,6.820153,17.187353,312,1.2490284e-08,6240,1132.2148,-1.1041522,-1.1381834,1.16782635e-14,34.795242,0.9594728,0.14999999,-1.8319563,,17.444357,,19.232504,147.4756875038147,3.628893,-1.0,7.0528655,13.731108
-0.78949696,17.444357,4.962092e-19,17.198608,313,1.24106005e-08,6260,1132.376,0.26615205,-1.1413833,7.5679336,34.732788,1.0407729,0.14999999,-1.0717461,,17.444357,,19.232504,148.2765018939972,3.617815,0.30612245,8.945228,13.742186
-0.7905238,17.444357,2.8162228e-15,8.459707,314,1.2331678e-08,6280,1141.2764,-1.0621847,-1.1206821,1.14756515e-14,34.7266,0.965425,0.14999999,-1.1438003,,17.444357,,19.232504,149.0566475391388,3.6346388,-1.0,6.9411674,13.725362
-0.79079914,17.444357,0.00025045875,17.203432,315,1.2253507e-08,6300,1141.4331,-0.206778,-1.1238618,0.0012688341,34.720474,0.9768762,0.14999999,-0.8374988,,17.444357,,19.232504,149.86849975585938,3.6235962,-0.3877551,4.2820616,13.736404
-0.7903148,17.444357,4.1495273e-06,16.855238,316,1.2176075e-08,6320,1141.9375,-1.2069572,-1.1270273,1.1548683e-14,34.634254,0.969711,0.14999999,-0.6115524,,17.444357,,19.232504,150.59801530838013,3.6137257,-1.0,6.8343024,13.746275
-0.79376936,17.444357,8.179463e-09,17.195839,317,1.2099376e-08,6340,1142.1016,-0.3495025,-1.1301869,0.06742209,34.611446,0.9801316,0.14999999,-1.8500105,,17.444357,,19.232504,151.35905027389526,3.6028442,-0.2244898,4.8852673,13.757156
-0.7928764,17.444357,0.0003566388,17.278889,318,1.2023399e-08,6360,1142.1826,-1.0209888,-1.1331239,1.1619341e-14,34.597008,0.976936,0.14999999,-0.4863002,,17.444357,,19.232504,151.79237580299377,3.5917702,-1.0,6.7319613,13.76823
-0.79252684,17.444357,0.0020959917,17.196627,319,1.1948135e-08,6380,1142.3462,-0.34482312,-1.1362635,0.00039603774,34.58351,0.99025196,0.14999999,-0.65316546,,17.444357,,19.232504,152.18475890159607,3.5810223,-0.42857143,4.1309423,13.778978
-0.7916033,17.444357,4.1754713,17.284283,320,1.1873575e-08,6400,1142.4219,-0.34217143,-1.1393921,0.010858956,34.529476,0.97673976,0.14999999,-0.4843289,,17.444357,,19.232504,152.63300156593323,3.5700684,-0.30612245,4.4808965,13.789932
-0.79070395,17.444357,0.0002853441,17.20096,321,1.1799712e-08,6420,1142.5806,-0.99634546,-1.1424783,1.1728534e-14,34.481476,0.97917664,0.14999999,-0.47641465,,17.444357,,19.232504,153.03082919120789,3.5594416,-1.0,6.6545944,13.800559
-0.79010904,17.444357,0.0036527251,17.204134,322,1.1726537e-08,6440,1142.7368,-0.30453542,-1.1455888,0.00039974827,34.45808,0.99618644,0.14999999,-0.5732571,,17.444357,,19.232504,153.42715167999268,3.548871,-0.42857143,4.076407,13.81113
-0.78923696,17.444357,4.39238,17.145124,323,1.1654039e-08,6460,1142.9517,-0.36952668,-1.1486883,0.01096037,34.43455,0.98599935,0.14999999,-0.5017458,,17.444357,,19.232504,153.81946778297424,3.5385494,-0.30612245,4.4221473,13.821451
-0.78822047,17.444357,0.012114537,17.269814,324,1.1582212e-08,6480,1143.0415,0.27597442,-1.1517456,6.807205,34.381,1.0701238,0.14999999,-0.44262987,,17.444357,,19.232504,154.214200258255,3.5279064,0.14285715,7.7038846,13.832094
-0.7891984,17.444357,2.5292048,8.411225,325,1.1511046e-08,6500,1151.9902,0.572575,-1.134035,1.6420983,34.3803,0.8938918,0.14999999,-1.1689132,,17.444357,,19.232504,154.65498208999634,3.5445862,0.5102041,10.861085,13.815414
-0.79149634,17.444357,1.5009999e-23,6.1197643,326,1.1440536e-08,6520,1163.231,-1.0563931,-1.1320673,1.16070695e-14,34.35815,0.9803742,0.14999999,-1.4238718,,17.444357,,19.232504,155.0546591281891,3.5681925,-1.0,6.6209903,13.791808
-0.7915374,17.444357,0.00028116576,17.202486,327,1.137067e-08,6540,1163.3882,-0.2777753,-1.1351302,0.001283213,34.321857,0.99537927,0.14999999,-0.78029513,,17.444357,,19.232504,155.4543900489807,3.5577621,-0.3877551,4.147911,13.802238
-0.7907216,17.444357,4.4418087,17.124285,328,1.1301442e-08,6560,1163.624,-0.31043637,-1.1381797,0.02817382,34.278694,0.9905487,0.14999999,-0.51633525,,17.444357,,19.232504,155.85283255577087,3.5476341,-0.26530612,4.564849,13.8123665
-0.7898081,17.444357,0.00011044558,17.11829,329,1.1232844e-08,6580,1163.8662,-0.9605443,-1.141138,1.1712796e-14,34.270515,0.98376435,0.14999999,-0.4774539,,17.444357,,19.232504,156.2507700920105,3.5375862,-1.0,6.5489135,13.822414
-0.78896654,17.444357,7.297123e-30,17.239044,330,1.1164868e-08,6600,1163.9868,0.98572624,-1.1441728,0.0088041,34.26499,1.0016973,0.14999999,-0.49088234,,17.444357,,19.232504,156.88535618782043,3.5272322,0.79591835,13.31689,13.832768
-0.7921183,17.444357,1.1892696e-16,0.25806034,331,1.109751e-08,6620,1181.0889,-0.292228,-1.1471719,0.003912243,34.19194,0.9977579,0.14999999,-1.8203762,,17.444357,,19.232504,157.77529525756836,3.568244,-0.3469388,4.221034,13.791757
-0.7912233,17.444357,0.0015211874,17.146906,332,1.1030757e-08,6640,1181.3013,0.091042325,-1.1501766,7.6347747,34.13128,1.0479411,0.14999999,-0.4896283,,17.444357,,19.232504,158.6266849040985,3.558137,0.30612245,8.9845085,13.801864
-0.79169625,17.444357,4.2673664,9.029187,333,1.0964606e-08,6660,1189.6328,-0.10699484,-1.1304482,1.0890825,34.167854,1.0249529,0.14999999,-0.9880418,,17.444357,,19.232504,159.54042029380798,3.5724707,-0.06122449,5.971491,13.78753
-0.79137975,17.444357,3.964673,15.7274475,334,1.0899049e-08,6680,1191.2651,0.0102425665,-1.1301816,0.06742172,34.154785,1.002181,0.14999999,-0.7060212,,17.444357,,19.232504,160.39381289482117,3.5666618,-0.2244898,4.712507,13.793339
-0.79161835,17.444357,8.9740454e-10,9.770394,335,1.0834076e-08,6700,1198.8545,-0.9964858,-1.1329693,1.16175244e-14,34.133133,0.98352486,0.14999999,-0.8700858,,17.444357,,19.232504,161.30932712554932,3.5786705,-1.0,6.5382004,13.78133
-0.7910316,17.444357,0.124014884,17.204004,336,1.0769682e-08,6720,1199.0103,-0.8303462,-1.13595,1.7053695e-06,34.07467,1.0036472,0.14999999,-0.5731516,,17.444357,,19.232504,162.16741943359375,3.5684834,-0.59183675,3.8983378,13.791517
-0.78984195,17.444357,2.0742195,17.334694,337,1.0705862e-08,6740,1199.0361,-1.0812585,-1.1389217,1.168691e-14,34.09992,0.9897804,0.14999999,-0.39101246,,17.444357,,19.232504,162.866149187088,3.55797,-1.0,6.451298,13.802031
-0.7901519,17.444357,,17.198683,338,1.0642608e-08,6760,1199.1973,0.60528606,-1.1418847,2.2589666e-05,34.02717,1.0802069,0.14999999,-0.8796063,,17.444357,,19.232504,163.57384252548218,3.5479212,1.0,24.742386,13.812079
-0.7919895,17.444357,1.5608517e-24,5.7689705,339,1.0579912e-08,6780,1210.7881,-0.58197784,-1.1448388,1.1756262e-14,34.028587,0.9936502,0.14999999,-1.4704233,,17.444357,,19.232504,164.37533736228943,3.5716467,-1.0,6.367686,13.788354
-0.7908188,17.444357,3.6838605,17.408297,340,1.0517771e-08,6800,1210.7402,-0.5723785,-1.1477844,3.6738572e-07,34.02092,1.0061125,0.14999999,-0.3828459,,17.444357,,19.232504,165.11102843284607,3.5609999,-0.63265306,3.8926387,13.799001
-0.78959215,17.444357,0.0015731667,17.420979,341,1.0456173e-08,6820,1210.6792,-0.27787083,-1.1507212,2.8641672,34.022285,1.0576227,0.14999999,-0.37595558,,17.444357,,19.232504,165.93676805496216,3.5503788,0.020408163,6.7010236,13.809622
-0.78862756,17.444357,2.678069,17.082884,342,1.0395115e-08,6840,1210.956,-0.5027788,-1.1452851,0.00039962685,34.083626,1.0061239,0.14999999,-0.51159626,,17.444357,,19.232504,166.81075406074524,3.5408077,-0.42857143,4.0407324,13.819193
-0.7874386,17.444357,3.9006543,17.389898,343,1.033459e-08,6860,1210.9263,-0.48444983,-1.1482037,3.050313e-05,34.027473,1.0143421,0.14999999,-0.38418803,,17.444357,,19.232504,167.50818848609924,3.5303984,-0.5102041,3.9006543,13.829602
-0.78622097,17.444357,3.833367,17.400454,344,1.0274593e-08,6880,1210.8857,-0.5157082,-1.1511148,3.0592044e-05,33.952858,1.01731,0.14999999,-0.3803016,,17.444357,,19.232504,168.38569688796997,3.5200167,-0.5102041,3.8680382,13.839984
-0.7849574,17.444357,5.557395e-12,17.38457,345,1.0215116e-08,6900,1210.8613,0.45552367,-1.1540176,0.5430336,33.917633,0.8815258,0.14999999,-0.364947,,17.444357,,19.232504,169.26127123832703,3.5097427,0.59183675,11.729563,13.850258
-0.7869239,17.444357,1.01236655e-08,7.215421,346,1.0156155e-08,6920,1221.0054,-0.54942834,-1.1553391,3.072156e-05,33.88318,1.0202562,0.14999999,-1.3385438,,17.444357,,19.232504,170.14064621925354,3.5289173,-0.5102041,3.847267,13.831083
-0.78563106,17.444357,3.2551222,17.386715,347,1.0097701e-08,6940,1220.979,-0.9153399,-1.158225,3.7124164e-07,33.85064,1.0152234,0.14999999,-0.35596728,,17.444357,,19.232504,171.01714706420898,3.518671,-0.63265306,3.815391,13.84133
-0.78461313,17.444357,3.6141796,17.280039,348,1.0039752e-08,6960,1221.0596,-1.03385,-1.1611027,5.362581e-11,33.82012,0.9909685,0.14999999,-0.44398955,,17.444357,,19.232504,171.95853328704834,3.508792,-0.8367347,3.9695582,13.851209
-0.7843675,17.444357,5.154693,17.200209,349,9.9823e-09,6980,1221.2192,-1.1631507,-1.1639721,1.19833326e-14,33.884186,0.99433815,0.14999999,-0.6871888,,17.444357,,19.232504,172.68327450752258,3.499196,-1.0,6.424886,13.860805
-0.786175,17.444357,6.009154,17.190454,350,9.92534e-09,7000,1221.3887,-1.1027626,-1.1668334,1.2017666e-14,33.836967,0.9993356,0.14999999,-1.4066167,,17.444357,,19.232504,173.575852394104,3.4896822,-1.0,6.3268223,13.870318
-0.78674084,17.444357,1.2067811e-06,17.203335,351,9.868866e-09,7020,1221.5454,-0.14830765,-1.1696864,0.02907561,33.789753,0.99142224,0.14999999,-0.97945255,,17.444357,,19.232504,174.51487708091736,3.4801855,-0.26530612,4.58408,13.879815
-0.7864279,17.444357,5.163798e-07,16.55436,352,9.812872e-09,7040,1222.3511,-1.1348209,-1.1724485,1.2085337e-14,33.775276,1.0031458,0.14999999,-0.6649473,,17.444357,,19.232504,175.51730108261108,3.4725885,-1.0,6.249997,13.887412
-0.7875219,17.444357,4.3586687e-10,17.195396,353,9.757355e-09,7060,1222.5156,0.22658172,-1.1752855,0.6349387,33.77634,1.0189444,0.14999999,-1.1711339,,17.444357,,19.232504,176.5434386730194,3.4632177,-0.10204082,5.6740756,13.896783
-0.78854066,17.444357,8.22851,8.637227,354,9.702307e-09,7080,1231.2383,0.29135388,-1.1763172,8.506611,33.81478,1.074541,0.14999999,-1.1627476,,17.444357,,19.232504,177.94242095947266,3.478074,0.26530612,8.90783,13.881927
-0.78951603,17.444357,7.120418e-16,8.331785,355,9.647723e-09,7100,1240.2666,-0.9709197,-1.1553923,1.18809635e-14,33.725258,1.0073223,0.14999999,-1.201092,,17.444357,,19.232504,179.13721990585327,3.4937086,-1.0,6.193298,13.866292
-0.7886593,17.444357,4.2486634,17.231403,356,9.593598e-09,7120,1240.395,-1.3502859,-1.1582053,1.1914459e-14,33.600845,1.0072709,0.14999999,-0.4872155,,17.444357,,19.232504,180.54179644584656,3.4842558,-1.0,6.10425,13.875745
-0.7964216,17.444357,6.1353283,17.192894,357,9.539927e-09,7140,1240.562,-1.1825054,-1.1610103,1.1947911e-14,33.57213,1.0126474,0.14999999,-3.5625534,,17.444357,,19.232504,181.94736623764038,3.4749641,-1.0,6.1353283,13.885036
-0.7983857,17.444357,1.0710515e-24,17.197218,358,9.4867065e-09,7160,1240.7251,0.5453181,-1.1638075,3.8810897,33.558327,0.98417705,0.14999999,-1.5077242,,17.444357,,19.232504,183.2009515762329,3.4657125,0.42857143,10.200943,13.894288
-0.8001825,17.444357,2.279834e-07,6.3971853,359,9.433929e-09,7180,1251.6875,-0.22322147,-1.1558142,0.0039462,33.5348,0.98993653,0.14999999,-1.4194379,,17.444357,,19.232504,184.44137907028198,3.4865942,-0.3469388,4.250141,13.873406
-0.7995832,17.444357,7.0757296e-06,17.019932,360,9.3815915e-09,7200,1252.0278,-0.92352587,-1.1585848,1.1918959e-14,33.529896,1.016795,0.14999999,-0.57153267,,17.444357,,19.232504,185.13103795051575,3.4778557,-1.0,6.0823555,13.882145
-0.7984652,17.444357,2.0862259e-05,17.267935,361,9.329688e-09,7220,1252.1196,-0.0049436092,-1.1613588,0.15581565,33.527218,0.99650866,0.14999999,-0.40828684,,17.444357,,19.232504,186.41842889785767,3.4684744,-0.18367347,5.05475,13.891526
-0.79869425,17.444357,4.944463,10.119061,362,9.278214e-09,7240,1259.3608,0.14470366,-1.1636935,5.5608244,33.555607,1.0683243,0.14999999,-0.874435,,17.444357,,19.232504,187.1095540523529,3.478897,0.10204082,7.5218797,13.8811035
-0.7992343,17.444357,1.7284476e-12,8.914009,363,9.227164e-09,7260,1267.8066,-0.96064603,-1.1512076,1.18313494e-14,33.38492,1.0147827,0.14999999,-1.0568352,,17.444357,,19.232504,187.8089246749878,3.4925804,-1.0,6.0311427,13.86742
-0.79823774,17.444357,0.045786306,17.237211,364,9.176534e-09,7280,1267.9292,-0.5564002,-1.1539586,3.0679166e-05,33.324562,0.9989064,0.14999999,-0.4468928,,17.444357,,19.232504,188.67235159873962,3.4833221,-0.5102041,3.9248912,13.876678
-0.7970942,17.444357,9.789619e-15,17.385952,365,9.126321e-09,7300,1267.9038,0.69549644,-1.1567019,0.13125505,33.32493,0.895558,0.14999999,-0.37723583,,17.444357,,19.232504,189.36609387397766,3.4737082,0.67346936,12.55414,13.886292
-0.7994216,17.444357,1.1689261e-16,4.700593,366,9.076518e-09,7320,1280.563,-0.56604475,-1.1590785,3.7155863e-07,33.288025,0.9922762,0.14999999,-1.5361274,,17.444357,,19.232504,190.06030917167664,3.498806,-0.63265306,3.9071069,13.861195
-0.7982878,17.444357,0.00019021961,17.369856,367,9.027124e-09,7340,1280.5532,-0.062132962,-1.161807,5.5503435,33.268654,1.0728792,0.14999999,-0.37311965,,17.444357,,19.232504,190.75764632225037,3.4892464,0.10204082,7.470351,13.870754
-0.7980695,17.444357,5.0431604,13.567343,368,8.97813e-09,7360,1284.3462,-0.18194926,-1.1495177,0.32031938,33.327896,1.0068313,0.14999999,-0.78466016,,17.444357,,19.232504,191.44681477546692,3.4900703,-0.14285715,5.327058,13.86993
-0.7975636,17.444357,3.4903316,16.638702,369,8.929534e-09,7380,1285.0674,-0.5781126,-1.1513613,0.010989709,33.253326,0.9858802,0.14999999,-0.6144594,,17.444357,,19.232504,192.1471734046936,3.4825668,-0.30612245,4.3723106,13.877434
-0.7964782,17.444357,3.8693788,17.356413,370,8.881331e-09,7400,1285.0708,-0.43108907,-1.154038,1.7364958e-06,33.347385,1.0089529,0.14999999,-0.37909812,,17.444357,,19.232504,192.84421730041504,3.4731646,-0.59183675,3.8892145,13.886836
-0.7953956,17.444357,3.4567137,17.324152,371,8.833518e-09,7420,1285.1069,-0.46217707,-1.156737,3.0764542e-05,33.262894,1.010689,0.14999999,-0.40122992,,17.444357,,19.232504,193.54337573051453,3.4639006,-0.5102041,3.8746893,13.8961
-0.7942611,17.444357,0.0062941043,17.378149,372,8.78609e-09,7440,1285.0889,-0.9993623,-1.1594287,1.19290115e-14,33.225487,1.0110435,0.14999999,-0.38153428,,17.444357,,19.232504,194.2418930530548,3.4545393,-1.0,6.079643,13.905461
-0.7935372,17.444357,0.008804302,17.20285,373,8.7390415e-09,7460,1285.2456,-0.364807,-1.1621133,0.000116346135,33.204845,1.0086415,0.14999999,-0.53092724,,17.444357,,19.232504,194.94667744636536,3.4456987,-0.46938777,3.9009807,13.914302
-0.7925492,17.444357,4.313199e-18,17.259874,374,8.692372e-09,7480,1285.3457,0.97586024,-1.1647903,2.311306e-05,33.162575,1.023963,0.14999999,-0.4302609,,17.444357,,19.232504,195.648104429245,3.4367533,1.0,25.507011,13.923247
-0.7952829,17.444357,1.863468e-17,0.43426278,375,8.646074e-09,7500,1302.2715,-0.44814128,-1.1674604,0.0013253773,33.15357,0.99891245,0.14999999,-1.8213469,,17.444357,,19.232504,196.350768327713,3.472725,-0.3877551,4.056581,13.887276
-0.79418206,17.444357,0.0044637034,17.307032,376,8.600145e-09,7520,1302.3247,-1.0522186,-1.1701201,1.2057248e-14,33.1281,1.0114449,0.14999999,-0.3777771,,17.444357,,19.232504,197.0547423362732,3.4636288,-1.0,6.0462008,13.896372
-0.79389155,17.444357,0.0027984094,17.200802,377,8.554582e-09,7540,1302.4839,-0.4701968,-1.1727761,0.00011759337,33.08646,1.012596,0.14999999,-0.6918207,,17.444357,,19.232504,197.76300883293152,3.4548645,-0.46938777,3.8665154,13.905136
-0.79273075,17.444357,0.007490307,17.312466,378,8.509378e-09,7560,1302.5312,-0.8389326,-1.1754248,1.2121397e-14,33.05245,1.013241,0.14999999,-0.36526033,,17.444357,,19.232504,198.470374584198,3.4458504,-1.0,5.982167,13.91415
-0.7916624,17.444357,0.19018485,17.32065,379,8.464534e-09,7580,1302.5708,-0.46883377,-1.1780668,0.00011821721,33.031403,1.0154583,0.14999999,-0.3968013,,17.444357,,19.232504,199.1815013885498,3.436862,-0.46938777,3.8475037,13.923139
-0.7904943,17.444357,0.095073536,17.363384,380,8.4200416e-09,7600,1302.5674,-0.08589693,-1.1807015,1.145211,33.00969,1.020468,0.14999999,-0.36083272,,17.444357,,19.232504,199.9072666168213,3.4278088,-0.06122449,6.0552692,13.932192
-0.7903415,17.444357,0.038430285,15.235951,381,8.375902e-09,7620,1304.6914,0.30626714,-1.1803205,5.348137,32.98865,0.99979436,0.14999999,-0.74838233,,17.444357,,19.232504,200.61709260940552,3.424387,0.3877551,10.045601,13.935614
-0.79150504,17.444357,1.2182867e-10,8.250641,382,8.332106e-09,7640,1313.8003,-0.9117522,-1.1690022,2.322134e-09,32.988834,0.9608368,0.14999999,-1.2268503,,17.444357,,19.232504,201.33192348480225,3.439268,-0.75510204,3.995803,13.9207325
-0.7906236,17.444357,0.00011107703,17.275335,383,8.288653e-09,7660,1313.8853,-0.39771298,-1.1716166,0.070274025,32.95106,0.9873284,0.14999999,-0.41274762,,17.444357,,19.232504,202.04486179351807,3.4305096,-0.2244898,4.7679815,13.929491
-0.7896431,17.444357,3.534363,17.264315,384,8.245539e-09,7680,1313.981,-0.54267406,-1.1740407,0.00011774217,33.000397,1.0197756,0.14999999,-0.3985133,,17.444357,,19.232504,202.75924277305603,3.4218254,-0.46938777,3.8412461,13.938175
-0.78846174,17.444357,0.036247946,17.362314,385,8.202761e-09,7700,1313.9785,-0.8325312,-1.1766412,1.213611e-14,32.938675,1.012435,0.14999999,-0.35215837,,17.444357,,19.232504,203.47618508338928,3.4129314,-1.0,5.99748,13.947069
-0.7874334,17.444357,3.8504007,17.327406,386,8.160314e-09,7720,1314.0112,-0.9097872,-1.1792352,3.7142273e-10,32.957092,0.9669172,0.14999999,-0.39978456,,17.444357,,19.232504,204.19342184066772,3.4041739,-0.79591835,3.9769776,13.955827
-0.78653735,17.444357,0.11480746,17.280893,387,8.118197e-09,7740,1314.0898,-0.70322984,-1.1818225,3.1546046e-05,32.899094,1.0209501,0.14999999,-0.4054681,,17.444357,,19.232504,204.91379189491272,3.3955812,-0.5102041,3.7940059,13.964419
