DenMISEMeanLog,ReturnAbsMax,IWLastEpisode,ReturnLastEpisode,Iteration,delta,TimestepsSoFar,Regret,LQGmu1_actor,DenMISELogFirst,IWFirstEpisode,Bound,IWMean,LQGsigma_higher,DenMISELogLast,IWMin,ReturnMax,ReturnMin,ReturnStepMax,TimeElapsed,Regret/t,LQGmu1_higher,IWMax,ReturnMean
-0.5560103,17.444357,7.001902e-12,17.198784,2505,1.9376084e-10,50100,4083.4023,-0.38385397,-1.9065281,6.098755,23.2342,0.962672,0.14999999,-0.64630955,,17.444357,,19.232504,4724.917357206345,1.6301012,0.020408163,12.106903,15.729899
-0.5558957,17.444357,2.8451505,17.282274,2506,1.9360624e-10,50120,4083.4805,-0.44476405,-1.9044956,0.00024443556,23.238886,1.0084896,0.14999999,-0.23001292,,17.444357,,19.232504,4728.295737981796,1.6294823,-0.46938777,3.0465143,15.730518
-0.55572987,17.444357,3.0440423,17.338886,2507,1.9345182e-10,50140,4083.5,-0.38491252,-1.9048945,0.00024453326,23.239727,1.0088053,0.14999999,-0.14847875,,17.444357,,19.232504,4732.209066867828,1.6288385,-0.46938777,3.0440423,15.731162
-0.5555952,17.444357,2.8476603,17.275831,2508,1.9329757e-10,50160,4083.586,-0.426013,-1.9052931,0.00024463076,23.239151,1.0090429,0.14999999,-0.22689547,,17.444357,,19.232504,4736.302765607834,1.6282234,-0.46938777,3.0415635,15.731777
-0.5554377,17.444357,3.1481528,17.35119,2509,1.9314353e-10,50180,4083.5938,-0.4736874,-1.9056917,0.00085486006,23.24047,1.0053631,0.14999999,-0.16877988,,17.444357,,19.232504,4739.971644878387,1.6275778,-0.42857143,3.2027633,15.732423
-0.5552612,17.444357,2.989531,17.331556,2510,1.9298965e-10,50200,4083.625,-0.12040722,-1.9060899,0.00024482564,23.240679,1.0096412,0.14999999,-0.11734577,,17.444357,,19.232504,4743.339739561081,1.6269426,-0.46938777,3.0365953,15.733058
-0.5553992,17.444357,2.2586518e-07,16.010424,2511,1.9283598e-10,50220,4084.9727,-1.2774034,-1.9064881,2.5179601e-14,23.225235,1.0000514,0.14999999,-0.9114593,,17.444357,,19.232504,4747.167090415955,1.626831,-1.0,5.138348,15.73317
-0.5561056,17.444357,4.940894,17.196445,2512,1.9268247e-10,50240,4085.1328,-1.2650477,-1.9068862,2.518964e-14,23.231659,1.0007192,0.14999999,-2.3294232,,17.444357,,19.232504,4750.531801939011,1.6262474,-1.0,5.129897,15.733753
-0.5567495,17.444357,4.9114766,17.20279,2513,1.9252915e-10,50260,4085.289,-0.9949259,-1.9072843,2.5199635e-14,23.23789,1.0013748,0.14999999,-2.1745105,,17.444357,,19.232504,4753.491708517075,1.6256628,-1.0,5.1214795,15.734338
-0.5566391,17.444357,3.517723,17.196276,2514,1.9237602e-10,50280,4085.457,-0.969635,-1.9076821,2.5209683e-14,23.234583,1.0014753,0.14999999,-0.2802046,,17.444357,,19.232504,4756.812208414078,1.625082,-1.0,5.1130977,15.734919
-0.5565052,17.444357,3.2493713,17.221447,2515,1.9222307e-10,50300,4085.5977,-0.84637356,-1.9080797,2.5219686e-14,23.229504,1.0014704,0.14999999,-0.22076967,,17.444357,,19.232504,4760.035460233688,1.6244917,-1.0,5.104749,15.735509
-0.5563198,17.444357,0.060216755,17.320494,2516,1.9207029e-10,50320,4085.6367,-0.59203947,-1.9084773,0.0008572447,23.223186,1.0049059,0.14999999,-0.09109484,,17.444357,,19.232504,4763.066127300262,1.6238623,-0.42857143,3.2038918,15.736138
-0.55612046,17.444357,2.4313397,17.409048,2517,1.919177e-10,50340,4085.586,-0.5951977,-1.9088744,6.526788e-05,23.21708,1.0115402,0.14999999,-0.059083883,,17.444357,,19.232504,4766.071204900742,1.6231966,-0.5102041,2.9261146,15.736804
-0.5559181,17.444357,2.6989293,17.405071,2518,1.917653e-10,50360,4085.539,-0.6204609,-1.9092716,1.6119413e-05,23.215809,1.01297,0.14999999,-0.058043297,,17.444357,,19.232504,4769.148321866989,1.6225338,-0.5510204,2.8552613,15.737467
-0.5557142,17.444357,2.8012474,17.395697,2519,1.916131e-10,50380,4085.504,-0.431897,-1.9096686,7.870541e-07,23.216034,1.0110306,0.14999999,-0.05518669,,17.444357,,19.232504,4772.254704713821,1.6218758,-0.63265306,2.8100002,15.738125
-0.5555529,17.444357,2.7229507,17.33918,2520,1.9146104e-10,50400,4085.5273,-0.5246927,-1.9100655,6.534567e-05,23.214806,1.0120164,0.14999999,-0.15980124,,17.444357,,19.232504,4775.30210018158,1.6212406,-0.5102041,2.9208088,15.73876
-0.55535924,17.444357,2.8651764,17.377148,2521,1.9130919e-10,50420,4085.5078,-0.68914413,-1.9104623,6.53716e-05,23.215229,1.0122899,0.14999999,-0.079113364,,17.444357,,19.232504,4778.383083105087,1.6205902,-0.5102041,2.918585,15.73941
-0.5551573,17.444357,2.6264548,17.36408,2522,1.911575e-10,50440,4085.504,-0.79535395,-1.9108589,7.8799144e-07,23.210913,1.011229,0.14999999,-0.058369953,,17.444357,,19.232504,4781.398783445358,1.6199455,-0.63265306,2.8057377,15.740055
-0.5549635,17.444357,1.132792,17.346134,2523,1.91006e-10,50460,4085.5156,-1.0460896,-1.9112552,2.5299905e-14,23.21555,1.0009032,0.14999999,-0.07717071,,17.444357,,19.232504,4784.469128608704,1.6193085,-1.0,5.110614,15.740692
-0.5549208,17.444357,3.9689152,17.195341,2524,1.9085468e-10,50480,4085.6797,-0.89024305,-1.9116515,2.5309944e-14,23.215395,1.0011849,0.14999999,-0.44751704,,17.444357,,19.232504,4787.492339849472,1.6187325,-1.0,5.1023035,15.741268
-0.55474687,17.444357,2.4517422,17.291794,2525,1.9070354e-10,50500,4085.75,-0.93387777,-1.9120476,7.7290313e-10,23.209728,1.0037638,0.14999999,-0.11633179,,17.444357,,19.232504,4790.558650493622,1.6181192,-0.79591835,2.8746924,15.741881
-0.55458933,17.444357,2.833868,17.26589,2526,1.9055259e-10,50520,4085.8477,-1.1091603,-1.9124436,2.5329985e-14,23.212383,1.0013332,0.14999999,-0.16062,,17.444357,,19.232504,4793.59709239006,1.6175165,-1.0,5.0960083,15.742484
-0.5546707,17.444357,4.368158,17.196278,2527,1.9040179e-10,50540,4086.0117,-1.145807,-1.9128394,2.5340038e-14,23.215012,1.0017754,0.14999999,-0.76095945,,17.444357,,19.232504,4796.6630647182465,1.6169415,-1.0,5.087763,15.743059
-0.55484885,17.444357,4.5353346,17.199226,2528,1.9025118e-10,50560,4086.168,-0.8466018,-1.9132351,2.5350043e-14,23.2188,1.0022838,0.14999999,-1.006155,,17.444357,,19.232504,4799.766493558884,1.6163635,-1.0,5.079548,15.743637
-0.5546644,17.444357,1.7259727,17.337305,2529,1.9010077e-10,50580,4086.1914,-1.0332046,-1.9136305,2.5360102e-14,23.203583,1.001681,0.14999999,-0.090520725,,17.444357,,19.232504,4802.81726360321,1.6157341,-1.0,5.0713673,15.7442665
-0.55459994,17.444357,3.843519,17.204721,2530,1.899505e-10,50600,4086.3477,-1.0271552,-1.9140259,2.5370117e-14,23.20274,1.0019184,0.14999999,-0.39270785,,17.444357,,19.232504,4805.894713163376,1.6151571,-1.0,5.06322,15.7448435
-0.5545266,17.444357,3.7889388,17.19601,2531,1.8980044e-10,50620,4086.5117,-0.96421325,-1.9144211,2.5380136e-14,23.201538,1.002135,0.14999999,-0.3702912,,17.444357,,19.232504,4808.981507539749,1.614584,-1.0,5.0551043,15.745417
-0.5543875,17.444357,3.1715324,17.232784,2532,1.8965056e-10,50640,4086.6406,-1.0644214,-1.914816,2.5390158e-14,23.196222,1.0021087,0.14999999,-0.20449315,,17.444357,,19.232504,4812.027797460556,1.6139965,-1.0,5.0470214,15.746004
-0.55437195,17.444357,4.0644336,17.199478,2533,1.8950083e-10,50660,4086.8008,-0.73104715,-1.915211,2.5400185e-14,23.196966,1.0024368,0.14999999,-0.5163177,,17.444357,,19.232504,4815.155126810074,1.6134224,-1.0,5.0389705,15.746578
-0.5541782,17.444357,2.8223147,17.354038,2534,1.8935128e-10,50680,4086.8047,-0.79760617,-1.9156057,2.873685e-08,23.198439,1.0054879,0.14999999,-0.06561908,,17.444357,,19.232504,4818.2607436180115,1.6127872,-0.71428573,2.833792,15.747213
-0.5539873,17.444357,2.868751,17.343542,2535,1.8920193e-10,50700,4086.8203,-0.7572066,-1.9160002,7.7596374e-10,23.199722,1.0039462,0.14999999,-0.07575855,,17.444357,,19.232504,4821.339128732681,1.6121578,-0.79591835,2.8692307,15.747843
-0.5537944,17.444357,2.8469648,17.360619,2536,1.8905275e-10,50720,4086.8203,-1.0800214,-1.9163946,4.9031565e-09,23.200024,1.0044233,0.14999999,-0.06817043,,17.444357,,19.232504,4824.367009878159,1.6115227,-0.75510204,2.8470805,15.748478
-0.5538072,17.444357,4.61408e-10,17.197714,2537,1.8890374e-10,50740,4086.9805,-0.13934381,-1.9167888,2.3909152,23.1963,0.97245365,0.14999999,-0.5905737,,17.444357,,19.232504,4827.385103702545,1.6109505,-0.06122449,9.488794,15.74905
-0.5539366,17.444357,0.0016573735,16.109884,2538,1.8875491e-10,50760,4088.2305,0.30859184,-1.9162409,5.6428356,23.192652,1.0270851,0.14999999,-0.85383576,,17.444357,,19.232504,4830.396815776825,1.6108084,0.46938777,22.812286,15.749192
-0.55449104,17.444357,5.761541e-16,8.237627,2539,1.8860626e-10,50780,4097.3555,-1.0620311,-1.914414,2.5379943e-14,23.190636,1.0023937,0.14999999,-1.9852846,,17.444357,,19.232504,4833.492027521133,1.6137667,-1.0,5.0408306,15.746234
-0.5544705,17.444357,4.0433893,17.200106,2540,1.8845778e-10,50800,4097.5156,-0.8637309,-1.9148078,2.5389965e-14,23.191265,1.0027134,0.14999999,-0.50440985,,17.444357,,19.232504,4836.513030290604,1.6131945,-1.0,5.032823,15.746806
-0.5542887,17.444357,2.6400013,17.300327,2541,1.8830947e-10,50820,4097.574,-0.8579741,-1.9152014,7.753438e-10,23.190208,1.003971,0.14999999,-0.09478777,,17.444357,,19.232504,4839.6287298202515,1.6125832,-0.79591835,2.8669977,15.747417
-0.5541052,17.444357,1.43295055e-11,17.311228,2542,1.8816135e-10,50840,4097.621,-0.1424603,-1.9155949,17.958574,23.190104,0.97543794,0.14999999,-0.09152242,,17.444357,,19.232504,4842.691510677338,1.611968,0.2244898,18.004383,15.748033
-0.55423015,17.444357,6.192134,16.212893,2543,1.8801338e-10,50860,4098.7695,-0.22918794,-1.9089483,0.68454146,23.21765,0.9819641,0.14999999,-0.8451018,,17.444357,,19.232504,4845.763541698456,1.6117859,-0.14285715,7.1092663,15.748215
-0.5542449,17.444357,4.715827,16.831467,2544,1.8786561e-10,50880,4099.297,-0.3007185,-1.9090723,0.14691556,23.209454,0.9861419,0.14999999,-0.57323325,,17.444357,,19.232504,4848.802082061768,1.6113596,-0.2244898,5.326198,15.748641
-0.5541866,17.444357,3.930604,17.118523,2545,1.87718e-10,50900,4099.539,-0.66870266,-1.9094076,0.023453163,23.20482,0.99151224,0.14999999,-0.39126062,,17.444357,,19.232504,4851.942128658295,1.6108198,-0.30612245,4.151939,15.749181
-0.5539954,17.444357,1.9683195,17.376335,2546,1.8757057e-10,50920,4099.5234,-0.9389868,-1.9097912,7.7116113e-10,23.202225,1.0049037,0.14999999,-0.058639403,,17.444357,,19.232504,4855.034151792526,1.6101818,-0.79591835,2.8693855,15.749819
-0.5538393,17.444357,1.9829761,17.254164,2547,1.874233e-10,50940,4099.633,-0.5520383,-1.9101839,7.7146417e-10,23.19701,1.0048697,0.14999999,-0.16127454,,17.444357,,19.232504,4858.103782653809,1.6095924,-0.79591835,2.867281,15.750408
-0.55364853,17.444357,2.7599912,17.35831,2548,1.8727622e-10,50960,4099.633,-0.556385,-1.9105765,3.70028e-06,23.185081,1.0121423,0.14999999,-0.072244145,,17.444357,,19.232504,4861.16752243042,1.6089611,-0.59183675,2.8281915,15.7510395
-0.55345404,17.444357,2.8503892,17.397938,2549,1.8712931e-10,50980,4099.5938,-0.49887377,-1.9109688,1.61468e-05,23.186502,1.0126473,0.14999999,-0.0699136,,17.444357,,19.232504,4864.284083843231,1.6083145,-0.5510204,2.8638458,15.751686
-0.55327153,17.444357,2.8839579,17.36284,2550,1.8698257e-10,51000,4099.59,-0.26665872,-1.9113611,0.0002461195,23.188335,1.0085213,0.14999999,-0.100302614,,17.444357,,19.232504,4867.352581977844,1.6076832,-0.46938777,3.0490575,15.752317
-0.55323637,17.444357,4.117936,17.043777,2551,1.86836e-10,51020,4099.91,-0.06298374,-1.911753,0.023508238,23.19472,0.9914383,0.14999999,-0.4717792,,17.444357,,19.232504,4870.4065721035,1.6071768,-0.30612245,4.1510696,15.752824
-0.5534627,17.444357,7.0886703,15.045661,2552,1.8668961e-10,51040,4102.2227,-0.13139784,-1.9121357,0.68672687,23.19411,0.98243296,0.14999999,-1.1220888,,17.444357,,19.232504,4873.424419164658,1.6074533,-0.14285715,7.088923,15.752547
-0.55359656,17.444357,6.0152273,16.305637,2553,1.8654338e-10,51060,4103.2773,-0.4946143,-1.9122585,0.33015862,23.19572,0.98542637,0.14999999,-0.87684023,,17.444357,,19.232504,4876.490355968475,1.6072369,-0.18367347,6.1085587,15.752764
-0.55342615,17.444357,2.747365,17.360832,2554,1.8639734e-10,51080,4103.2734,-0.7631823,-1.9125208,1.6171873e-05,23.17941,1.0126593,0.14999999,-0.1031641,,17.444357,,19.232504,4879.628000974655,1.6066065,-0.5510204,2.8621373,15.753394
-0.55323195,17.444357,2.785118,17.35292,2555,1.8625146e-10,51100,4103.2812,-0.94620115,-1.9129122,7.735712e-10,23.184135,1.0044302,0.14999999,-0.069923304,,17.444357,,19.232504,4882.712159395218,1.6059809,-0.79591835,2.8699026,15.75402
-0.553082,17.444357,2.9671125,17.252136,2556,1.8610574e-10,51120,4103.3867,-0.75678855,-1.9133035,2.5351784e-14,23.190083,1.0030087,0.14999999,-0.17372598,,17.444357,,19.232504,4885.825136423111,1.6053944,-1.0,5.054367,15.754606
-0.5528912,17.444357,2.75241,17.355375,2557,1.859602e-10,51140,4103.3984,-0.6657766,-1.9136947,7.741764e-10,23.18652,1.0048656,0.14999999,-0.068320796,,17.444357,,19.232504,4888.91091299057,1.6047697,-0.79591835,2.8676,15.755231
-0.55269563,17.444357,2.8114817,17.387165,2558,1.8581485e-10,51160,4103.367,-0.40564325,-1.9140857,1.5628939e-07,23.184687,1.0088702,0.14999999,-0.05684525,,17.444357,,19.232504,4891.978316307068,1.6041307,-0.67346936,2.816977,15.75587
-0.55255395,17.444357,3.0062852,17.364855,2559,1.8566965e-10,51180,4103.3633,-0.18827944,-1.9144765,0.008426785,23.17802,0.9949882,0.14999999,-0.19910617,,17.444357,,19.232504,4895.38671040535,1.6035023,-0.3469388,3.7466767,15.756498
-0.55260956,17.444357,5.1480985,16.692228,2560,1.8552461e-10,51200,4104.0312,-0.1489256,-1.914864,0.1477689,23.181368,0.9869919,0.14999999,-0.6895835,,17.444357,,19.232504,4899.3647401332855,1.603137,-0.2244898,5.301726,15.756864
-0.5527174,17.444357,5.849814,16.290304,2561,1.8537977e-10,51220,4105.1016,-0.32356775,-1.9151968,0.33113015,23.18297,0.9860215,0.14999999,-0.8150598,,17.444357,,19.232504,4902.633504390717,1.6029291,-0.18367347,6.0962243,15.7570715
-0.5526393,17.444357,3.705688,17.202637,2562,1.8523509e-10,51240,4105.258,-0.34274158,-1.915458,0.023595493,23.1784,0.9920648,0.14999999,-0.33845055,,17.444357,,19.232504,4905.769265413284,1.6023645,-0.30612245,4.1290846,15.757636
-0.5525441,17.444357,3.5886095,17.205833,2563,1.8509055e-10,51260,4105.4062,-0.39434677,-1.915839,0.008438272,23.17845,0.9959512,0.14999999,-0.29997477,,17.444357,,19.232504,4908.932201385498,1.601798,-0.3469388,3.7317615,15.758203
-0.5524132,17.444357,3.2870615,17.298779,2564,1.8494621e-10,51280,4105.4727,-0.48296508,-1.9162258,0.002802362,23.17821,1.0004925,0.14999999,-0.21277802,,17.444357,,19.232504,4912.140169143677,1.6011982,-0.3877551,3.4292536,15.758802
-0.55224127,17.444357,2.9606433,17.367306,2565,1.8480203e-10,51300,4105.465,-0.30767244,-1.9166147,0.00024741597,23.177326,1.0089839,0.14999999,-0.11132154,,17.444357,,19.232504,4915.422604084015,1.6005707,-0.46938777,3.041278,15.75943
-0.55216616,17.444357,3.3330584,17.217388,2566,1.8465801e-10,51320,4105.6055,-0.44324967,-1.9170042,0.0028045436,23.176537,1.0009204,0.14999999,-0.36822513,,17.444357,,19.232504,4918.786959648132,1.6000023,-0.3877551,3.423953,15.759998
-0.55200833,17.444357,3.0681982,17.371223,2567,1.8451417e-10,51340,4105.5977,-0.18778299,-1.9173928,0.0008649216,23.175442,1.0055164,0.14999999,-0.14769681,,17.444357,,19.232504,4921.955385684967,1.5993757,-0.42857143,3.1977546,15.760625
-0.552058,17.444357,3.8645551,16.738522,2568,1.843705e-10,51360,4106.215,-0.24907967,-1.917782,0.02365039,23.170212,0.99319565,0.14999999,-0.68487024,,17.444357,,19.232504,4925.088663339615,1.5989933,-0.30612245,4.1114097,15.761007
-0.5520431,17.444357,4.105714,16.923267,2569,1.84227e-10,51380,4106.6523,-0.3406681,-1.9181621,0.023659386,23.171629,0.993669,0.14999999,-0.50650656,,17.444357,,19.232504,4928.245071411133,1.5985422,-0.30612245,4.106436,15.761458
-0.5519465,17.444357,3.5786207,17.18213,2570,1.8408365e-10,51400,4106.836,-0.45493016,-1.918542,0.008461113,23.170576,0.9975112,0.14999999,-0.29766977,,17.444357,,19.232504,4932.934800386429,1.59799,-0.3469388,3.7088394,15.762011
-0.5517849,17.444357,2.9927454,17.316462,2571,1.8394047e-10,51420,4106.879,-0.48621947,-1.9189278,0.0008662502,23.16631,1.0057639,0.14999999,-0.13344933,,17.444357,,19.232504,4937.105344295502,1.5973854,-0.42857143,3.1881187,15.762615
-0.55160916,17.444357,2.9365568,17.387487,2572,1.8379748e-10,51440,4106.8477,-0.47801873,-1.9193163,0.00024808533,23.16559,1.0095183,0.14999999,-0.10535197,,17.444357,,19.232504,4941.1577179431915,1.5967522,-0.46938777,3.027718,15.763248
-0.55143446,17.444357,2.967136,17.309877,2573,1.8365463e-10,51460,4106.8984,-0.3342737,-1.919705,0.0002481819,23.166008,1.0097986,0.14999999,-0.111071005,,17.444357,,19.232504,4945.970117330551,1.5961523,-0.46938777,3.025334,15.763848
-0.55133575,17.444357,2.9671571,17.177998,2574,1.8351198e-10,51480,4107.078,-0.28577808,-1.9200934,0.00086726074,23.164108,1.0064192,0.14999999,-0.30702424,,17.444357,,19.232504,4950.084130525589,1.595602,-0.42857143,3.1807268,15.764399
-0.5512787,17.444357,3.6906776,17.102245,2575,1.8336949e-10,51500,4107.336,-0.6215875,-1.9204816,0.008477543,23.165806,0.9983918,0.14999999,-0.41075388,,17.444357,,19.232504,4954.064927101135,1.5950823,-0.3469388,3.6972747,15.764918
-0.55108774,17.444357,1.4331763,17.405376,2576,1.8322714e-10,51520,4107.293,-0.8190163,-1.9208665,7.797485e-10,23.154297,1.0033104,0.14999999,-0.057072643,,17.444357,,19.232504,4957.751054048538,1.5944452,-0.79591835,2.8817873,15.765555
-0.5509053,17.444357,2.8735685,17.350536,2577,1.8308496e-10,51540,4107.301,-0.99677145,-1.9212546,1.1468432e-10,23.155172,1.005049,0.14999999,-0.084349595,,17.444357,,19.232504,4959.84462928772,1.5938301,-0.8367347,2.9130244,15.7661705
-0.5507996,17.444357,3.5289588,17.194647,2578,1.8294295e-10,51560,4107.465,-1.0112469,-1.9216427,2.5564074e-14,23.162455,1.0017409,0.14999999,-0.28305307,,17.444357,,19.232504,4961.8837015628815,1.593276,-1.0,5.087605,15.766725
-0.5507108,17.444357,3.6629655,17.197979,2579,1.8280111e-10,51580,4107.629,-0.98953784,-1.9220304,2.5574024e-14,23.160385,1.0019009,0.14999999,-0.32290253,,17.444357,,19.232504,4965.433456897736,1.5927219,-1.0,5.079555,15.767279
-0.5505986,17.444357,3.4502044,17.207901,2580,1.8265943e-10,51600,4107.7812,-1.1226765,-1.9224181,2.5583927e-14,23.156937,1.0019792,0.14999999,-0.26268432,,17.444357,,19.232504,4968.038243532181,1.592164,-1.0,5.071534,15.767837
-0.55071104,17.444357,4.4211197,17.197716,2581,1.8251793e-10,51620,4107.9414,-1.0614402,-1.9228057,2.5593836e-14,23.15998,1.0024353,0.14999999,-0.84264547,,17.444357,,19.232504,4970.022203445435,1.591609,-1.0,5.063548,15.768392
-0.55069286,17.444357,4.0559425,17.203707,2582,1.8237657e-10,51640,4108.1016,-1.3766928,-1.923193,2.5603748e-14,23.160614,1.00275,0.14999999,-0.50588834,,17.444357,,19.232504,4972.901749134064,1.591053,-1.0,5.0555916,15.768948
-0.5519425,17.444357,4.9802876,17.189537,2583,1.8223538e-10,51660,4108.2734,-0.71056956,-1.9235803,2.5613663e-14,23.167393,1.0034231,0.14999999,-3.7805831,,17.444357,,19.232504,4976.785994768143,1.5905037,-1.0,5.0476665,15.769497
-0.5517531,17.444357,1.1637331,17.394257,2584,1.8209435e-10,51680,4108.2383,-0.4964944,-1.9239674,6.626043e-05,23.148304,1.0116138,0.14999999,-0.06559228,,17.444357,,19.232504,4980.298588514328,1.5898752,-0.5102041,2.9223623,15.770125
-0.551573,17.444357,2.9199867,17.37393,2585,1.819535e-10,51700,4108.2227,-0.26637316,-1.9243542,6.6286084e-05,23.149132,1.011902,0.14999999,-0.0975744,,17.444357,,19.232504,4984.200569391251,1.5892544,-0.5102041,2.9201908,15.770746
-0.55153304,17.444357,4.0681133,16.988024,2586,1.818128e-10,51720,4108.5938,-0.24168934,-1.9247409,0.023815546,23.155142,0.99443275,0.14999999,-0.46010908,,17.444357,,19.232504,4988.289516448975,1.5887833,-0.30612245,4.1012816,15.771217
-0.55152476,17.444357,4.095486,17.025959,2587,1.8167226e-10,51740,4108.9297,-0.28016,-1.9251183,0.02382454,23.156713,0.994899,0.14999999,-0.5239623,,17.444357,,19.232504,4991.791367530823,1.5882998,-0.30612245,4.09637,15.771701
-0.55147743,17.444357,4.002336,17.002413,2588,1.815319e-10,51760,4109.2812,-0.3353113,-1.9254956,0.023833528,23.157654,0.99532866,0.14999999,-0.4236757,,17.444357,,19.232504,4994.658839941025,1.587822,-0.30612245,4.091475,15.772179
-0.5513834,17.444357,3.5891297,17.200378,2589,1.813917e-10,51780,4109.449,-0.20289508,-1.9258727,0.008523369,23.156057,0.9992219,0.14999999,-0.30273277,,17.444357,,19.232504,4998.676982879639,1.5872726,-0.3469388,3.6911893,15.772728
-0.5514153,17.444357,3.9532237,16.832403,2590,1.8125165e-10,51800,4109.9727,-0.28323242,-1.9262556,0.023851652,23.157688,0.99605626,0.14999999,-0.6331475,,17.444357,,19.232504,5002.048848390579,1.5868616,-0.30612245,4.082618,15.773139
-0.5513636,17.444357,3.9729478,17.104548,2591,1.8111178e-10,51820,4110.2305,-0.4622352,-1.9266324,0.023860637,23.158648,0.9964746,0.14999999,-0.4129703,,17.444357,,19.232504,5006.10705947876,1.5863495,-0.30612245,4.0777664,15.773651
-0.55119956,17.444357,2.2371728,17.365952,2592,1.8097206e-10,51840,4110.2227,-0.39430386,-1.9270091,0.00853306,23.14666,0.99960566,0.14999999,-0.12243747,,17.444357,,19.232504,5008.670598268509,1.5857344,-0.3469388,3.6791317,15.774266
-0.5510645,17.444357,3.2462192,17.33509,2593,1.8083249e-10,51860,4110.246,-0.48105013,-1.9273915,0.0028338274,23.14515,1.0035859,0.14999999,-0.20026249,,17.444357,,19.232504,5012.592485189438,1.5851316,-0.3877551,3.381047,15.774869
-0.55089164,17.444357,0.0074425144,17.33483,2594,1.806931e-10,51880,4110.2695,-1.1734474,-1.927776,2.5721368e-14,23.142506,1.0021935,0.14999999,-0.10591655,,17.444357,,19.232504,5017.154854297638,1.5845299,-1.0,5.0592737,15.775471
-0.5511492,17.444357,4.621007,17.194363,2595,1.8055386e-10,51900,4110.4414,-0.85189724,-1.9281615,2.573128e-14,23.14685,1.0027227,0.14999999,-1.2209643,,17.444357,,19.232504,5022.203352689743,1.5839844,-1.0,5.051372,15.776016
-0.5509728,17.444357,0.05456202,17.318064,2596,1.8041478e-10,51920,4110.4844,-0.48696762,-1.9285468,0.0008746231,23.141233,1.0072491,0.14999999,-0.09572937,,17.444357,,19.232504,5026.303235292435,1.5833912,-0.42857143,3.1657557,15.776609
-0.55079716,17.444357,2.9241588,17.35932,2597,1.8027586e-10,51940,4110.4844,-0.32168514,-1.9289316,0.00025048218,23.140703,1.0104266,0.14999999,-0.101693176,,17.444357,,19.232504,5030.330016374588,1.5827818,-0.46938777,3.0124028,15.777219
-0.55070615,17.444357,3.3388758,17.234152,2598,1.8013711e-10,51960,4110.6094,-0.54334486,-1.9293164,0.0028392877,23.139505,1.0040133,0.14999999,-0.32445797,,17.444357,,19.232504,5035.482034444809,1.582221,-0.3877551,3.3759563,15.77778
-0.5505204,17.444357,2.7880166,17.393435,2599,1.7999852e-10,51980,4110.5703,-0.8164234,-1.9297001,6.6641354e-05,23.136202,1.012343,0.14999999,-0.07155581,,17.444357,,19.232504,5039.87455534935,1.5815973,-0.5102041,2.9098198,15.778403
-0.55033726,17.444357,1.3714955,17.344828,2600,1.798601e-10,52000,4110.586,-1.1925833,-1.9300848,2.5780798e-14,23.140266,1.0025837,0.14999999,-0.0866172,,17.444357,,19.232504,5044.607579946518,1.5809956,-1.0,5.0512733,15.779005
-0.5506586,17.444357,4.675842,17.19248,2601,1.7972182e-10,52020,4110.7617,-1.1150947,-1.9304694,2.5790734e-14,23.144976,1.0031334,0.14999999,-1.3884131,,17.444357,,19.232504,5047.382586479187,1.5804539,-1.0,5.0434175,15.779547
-0.5507497,17.444357,4.3673396,17.201815,2602,1.795837e-10,52040,4110.918,-0.99868566,-1.9308537,2.5800624e-14,23.14767,1.003564,0.14999999,-0.7903454,,17.444357,,19.232504,5050.490921735764,1.5799065,-1.0,5.0355935,15.780094
-0.55064553,17.444357,3.528592,17.20426,2603,1.7944574e-10,52060,4111.074,-0.8493638,-1.931238,2.5810564e-14,23.144833,1.0036725,0.14999999,-0.28275588,,17.444357,,19.232504,5053.641317844391,1.57936,-1.0,5.027798,15.780641
-0.5504692,17.444357,1.7663378,17.334368,2604,1.7930794e-10,52080,4111.0977,-1.1563551,-1.9316221,2.5820463e-14,23.130476,1.0031053,0.14999999,-0.09497728,,17.444357,,19.232504,5057.533880472183,1.578763,-1.0,5.0200315,15.781238
-0.5506699,17.444357,4.529174,17.200203,2605,1.791703e-10,52100,4111.254,-0.8894665,-1.9320061,2.5830412e-14,23.134336,1.0036018,0.14999999,-1.0756233,,17.444357,,19.232504,5061.648234128952,1.5782166,-1.0,5.0122986,15.781784
-0.55050105,17.444357,2.2719438,17.298193,2606,1.7903283e-10,52120,4111.3164,-0.857669,-1.9323899,2.5840317e-14,23.123386,1.0032315,0.14999999,-0.11395763,,17.444357,,19.232504,5064.872656106949,1.5776358,-1.0,5.004592,15.782365
-0.5503261,17.444357,2.6926842,17.315863,2607,1.7889551e-10,52140,4111.367,-0.9369855,-1.9327735,7.890889e-10,23.12444,1.002567,0.14999999,-0.09709353,,17.444357,,19.232504,5068.094552278519,1.5770483,-0.79591835,2.8879375,15.782952
-0.55017513,17.444357,2.0036862,17.25809,2608,1.7875837e-10,52160,4111.465,-0.38588667,-1.9331571,7.8939144e-10,23.119442,1.0025398,0.14999999,-0.15902802,,17.444357,,19.232504,5072.162843465805,1.5764818,-0.79591835,2.8858485,15.783519
-0.55004495,17.444357,3.290364,17.34823,2609,1.7862137e-10,52180,4111.4766,-0.32431942,-1.9335403,0.0028513058,23.131664,1.0039304,0.14999999,-0.21289429,,17.444357,,19.232504,5075.255125761032,1.575882,-0.3877551,3.383232,15.784119
