ReturnMin,Iteration,TimestepsSoFar,IWLastEpisode,LQGmu1_actor,Regret/t,DenMISELogFirst,ReturnStepMax,ReturnLastEpisode,ReturnMean,delta,IWMean,Regret,Bound,DenMISEMeanLog,LQGsigma_higher,LQGmu1_higher,DenMISELogLast,ReturnAbsMax,IWFirstEpisode,IWMin,IWMax,ReturnMax,TimeElapsed
,2999,59980,3.024598,-0.46682394,1.5504522,-1.5865605,19.23485,17.222586,15.809548,1.3518502e-10,1.027749,4649.8047,22.660877,-0.5457638,0.14999999,-0.3469388,-0.12965202,17.44557,0.22607389,,3.0974364,17.44557,6422.8419461250305
,3000,60000,2.3897018,-0.25490856,1.5499372,-1.5868185,19.23485,17.353888,15.810063,1.3509491e-10,1.0255852,4649.8086,22.656885,-0.5455834,0.14999999,-0.3877551,-0.031917818,17.44557,0.1004346,,2.8928843,17.44557,6427.386756896973
,3001,60020,2.9944162,-0.2133674,1.5495014,-1.5871183,19.23485,17.117163,15.810499,1.350049e-10,1.0278618,4650.0547,22.656544,-0.5454953,0.14999999,-0.3469388,-0.30678028,17.44557,0.22620001,,3.093473,17.44557,6429.919437646866
,3002,60040,3.371234,-0.25679958,1.5491686,-1.5873761,19.23485,16.810328,15.810832,1.3491497e-10,1.0290747,4650.6055,22.657095,-0.5454469,0.14999999,-0.30612245,-0.42828625,17.44557,0.47307208,,3.4161391,17.44557,6434.614363193512
,3003,60060,3.4021528,-0.15646593,1.5487442,-1.5875516,19.23485,17.086658,15.811256,1.3482511e-10,1.0293461,4650.879,22.658188,-0.5453558,0.14999999,-0.30612245,-0.300288,17.44557,0.4731551,,3.413393,17.44557,6438.290920495987
,3004,60080,4.4937787,-0.013976976,1.5485678,-1.587727,19.23485,16.340092,15.811433,1.3473538e-10,1.0284566,4651.8984,22.65953,-0.54537326,0.14999999,-0.2244898,-0.62734,17.44557,1.6567438,,4.5334554,17.44557,6442.370771408081
,3005,60100,7.594638,-0.09777997,1.5502901,-1.5875084,19.23485,10.636146,15.8097105,1.3464571e-10,1.0202615,4658.621,22.652222,-0.545589,0.14999999,-0.10204082,-1.2215998,17.44557,6.2265778,,7.6013803,17.44557,6446.014259815216
,3006,60120,5.342796,-0.1255862,1.550437,-1.5857712,19.23485,15.367882,15.809564,1.3455613e-10,1.0271385,4660.6133,22.653477,-0.5456877,0.14999999,-0.18367347,-0.8615163,17.44557,2.7685905,,5.352811,17.44557,6450.416909456253
,3007,60140,5.198207,-0.24903232,1.5503378,-1.5851833,19.23485,16.10886,15.809663,1.3446666e-10,1.0276442,4661.867,22.655447,-0.5457451,0.14999999,-0.18367347,-0.745113,17.44557,2.766963,,5.3450737,17.44557,6454.495580196381
,3008,60160,3.605266,-0.21024148,1.5499411,-1.584596,19.23485,17.000534,15.81006,1.3437726e-10,1.0293165,4662.2227,22.651215,-0.5456602,0.14999999,-0.2244898,-0.31759933,17.44557,1.6515647,,4.509291,17.44557,6459.155833482742
,3009,60180,3.8297045,-0.16609195,1.5495892,-1.5843794,19.23485,16.865688,15.810411,1.3428796e-10,1.0302672,4662.715,22.652084,-0.5456128,0.14999999,-0.26530612,-0.43198648,17.44557,0.9157818,,3.8644395,17.44557,6463.984956741333
,3010,60200,4.4218917,-0.25939047,1.5493374,-1.5844074,19.23485,16.572859,15.810663,1.3419875e-10,1.0300881,4663.504,22.654732,-0.5456156,0.14999999,-0.2244898,-0.58417076,17.44557,1.6512533,,4.5000215,17.44557,6466.876848936081
,3011,60220,3.5431507,-0.19059268,1.5489216,-1.5841912,19.23485,17.064032,15.811079,1.3410961e-10,1.0307846,4663.801,22.653124,-0.54552,0.14999999,-0.26530612,-0.28761247,17.44557,0.9156094,,3.8565528,17.44557,6471.5073890686035
,3012,60240,3.8520381,-0.14196497,1.5486078,-1.5842192,19.23485,16.753077,15.811393,1.340206e-10,1.031117,4664.4062,22.654547,-0.545493,0.14999999,-0.26530612,-0.49446762,17.44557,0.91563505,,3.8528988,17.44557,6476.743212938309
,3013,60260,4.48257,0.042679653,1.5484324,-1.5842472,19.23485,16.340172,15.811568,1.3393166e-10,1.0310988,4665.4297,22.65759,-0.5455252,0.14999999,-0.2244898,-0.6733562,17.44557,1.6509888,,4.486816,17.44557,6480.378923654556
,3014,60280,3.6326536e-10,-0.9447156,1.5506601,-1.5840312,19.23485,9.09548,15.8093405,1.3384278e-10,0.9793882,4673.6914,22.642763,-0.5458136,0.14999999,-1.0,-1.4455093,17.44557,7.156435e-11,,5.4038353,17.44557,6483.147562265396
,3015,60300,3.4917757e-05,-0.18228585,1.5501823,-1.584363,19.23485,17.250496,15.809818,1.3375401e-10,1.0307995,4673.801,22.64217,-0.5457346,0.14999999,-0.2244898,-0.2865301,17.44557,1.6511799,,4.483118,17.44557,6487.966717243195
,3016,60320,4.3026958,-0.31119627,1.5498781,-1.5841471,19.23485,16.725025,15.8101225,1.3366534e-10,1.0311629,4674.4336,22.643616,-0.5457162,0.14999999,-0.2244898,-0.5206419,17.44557,1.6508235,,4.4779468,17.44557,6492.5405950546265
,3017,60340,0.0068086134,-0.7848333,1.5494442,-1.5839314,19.23485,17.124737,15.810556,1.3357675e-10,0.9775975,4674.672,22.641455,-0.54558134,0.14999999,-0.8367347,-0.1698226,17.44557,1.00236434e-07,,3.2654436,17.44557,6497.126273393631
,3018,60360,3.0066037,-0.8571372,1.5489311,-1.5842628,19.23485,17.35877,15.8110695,1.3348823e-10,0.9778249,4674.672,22.641104,-0.5454685,0.14999999,-0.8367347,-0.18249089,17.44557,1.002697e-07,,3.2629945,17.44557,6500.778425216675
,3019,60380,3.253283,-0.65219635,1.5484285,-1.5845941,19.23485,17.328676,15.811572,1.3339982e-10,0.9781344,4674.707,22.642149,-0.5453652,0.14999999,-0.8367347,-0.2107334,17.44557,1.0030299e-07,,3.2605503,17.44557,6505.660905838013
,3020,60400,0.106919825,-0.20823659,1.5479069,-1.5849253,19.23485,17.38525,15.812094,1.3331149e-10,1.0311675,4674.6797,22.637224,-0.54522914,0.14999999,-0.26530612,-0.11245511,17.44557,0.9162818,,3.841838,17.44557,6510.394829034805
,3021,60420,3.8104565,-0.1053848,1.5475922,-1.584953,19.23485,16.760368,15.812408,1.3322324e-10,1.0314864,4675.2773,22.638477,-0.54518145,0.14999999,-0.26530612,-0.4319437,17.44557,0.91630715,,3.8382268,17.44557,6514.059705257416
,3022,60440,4.398881,-0.096285105,1.5475731,-1.5849807,19.23485,15.8717165,15.8124275,1.3313509e-10,1.0318154,4676.7656,22.64024,-0.54526144,0.14999999,-0.2244898,-0.8184132,17.44557,1.6522002,,4.469355,17.44557,6519.392696380615
,3023,60460,5.2812815,-0.38038707,1.5475883,-1.584765,19.23485,15.765298,15.812412,1.3304702e-10,1.0311846,4678.3594,22.642939,-0.5453538,0.14999999,-0.18367347,-0.8556923,17.44557,2.765806,,5.289777,17.44557,6524.117877960205
,3024,60480,0.027983902,-0.8257264,1.5470953,-1.5841812,19.23485,17.307388,15.812905,1.3295903e-10,0.97778594,4678.414,22.632164,-0.5451876,0.14999999,-0.8367347,-0.07354195,17.44557,1.0026148e-07,,3.2624223,17.44557,6528.387567520142
,3025,60500,3.2305317,-0.8992892,1.5465899,-1.5845119,19.23485,17.337729,15.813411,1.3287116e-10,0.978087,4678.4336,22.633097,-0.54508,0.14999999,-0.8367347,-0.19715828,17.44557,1.0029476e-07,,3.259984,17.44557,6533.7638647556305
,3026,60520,3.0875661,-0.8778612,1.5461035,-1.5848423,19.23485,17.288105,15.813897,1.3278335e-10,0.9783407,4678.5117,22.633167,-0.5449853,0.14999999,-0.8367347,-0.23615856,17.44557,1.0032787e-07,,3.257551,17.44557,6537.325110197067
,3027,60540,3.1930332,-0.8093148,1.5456152,-1.5851728,19.23485,17.29137,15.814385,1.3269563e-10,0.9786291,4678.578,22.633852,-0.5448851,0.14999999,-0.8367347,-0.22037624,17.44557,1.0036097e-07,,3.2551231,17.44557,6541.59635591507
,3028,60560,3.1591606,-0.8269972,1.5451088,-1.5855031,19.23485,17.346487,15.814892,1.32608e-10,0.97890633,4678.59,22.63441,-0.54477465,0.14999999,-0.8367347,-0.18883273,17.44557,1.003941e-07,,3.2527008,17.44557,6545.864727258682
,3029,60580,3.2245023,-0.89213085,1.5446072,-1.5858333,19.23485,17.334848,15.815393,1.3252045e-10,0.9792051,4678.6133,22.63534,-0.5446662,0.14999999,-0.8367347,-0.19470426,17.44557,1.0042723e-07,,3.2502837,17.44557,6549.70366692543
,3030,60600,3.1200414,-0.88808584,1.5441217,-1.5861634,19.23485,17.28699,15.815879,1.32433e-10,0.97946924,4678.6875,22.63563,-0.54456854,0.14999999,-0.8367347,-0.22785881,17.44557,1.0046037e-07,,3.2478714,17.44557,6554.296014070511
,3031,60620,3.1387348,-0.91586345,1.5436344,-1.5864934,19.23485,17.295652,15.816366,1.3234563e-10,0.97973937,4678.754,22.636042,-0.5444696,0.14999999,-0.8367347,-0.224237,17.44557,1.0049352e-07,,3.2454646,17.44557,6558.46285867691
,3032,60640,2.9628525,-1.3251044,1.5431528,-1.5868232,19.23485,17.275476,15.816848,1.3225834e-10,0.9799513,4678.84,22.63544,-0.5443784,0.14999999,-0.8367347,-0.2471123,17.44557,1.0052669e-07,,3.2430627,17.44557,6563.221263408661
,3033,60660,5.331749,-1.1062269,1.5426989,-1.587153,19.23485,17.19283,15.817302,1.3217114e-10,0.9802465,4679.008,22.638453,-0.54520935,0.14999999,-1.0,-3.044228,17.44557,7.178801e-11,,5.426551,17.44557,6566.897130250931
,3034,60680,4.7473273,-1.2306377,1.542242,-1.5874826,19.23485,17.199652,15.817759,1.3208402e-10,0.98065686,4679.164,22.641113,-0.5453099,0.14999999,-1.0,-0.8301594,17.44557,7.18117e-11,,5.4186463,17.44557,6570.554413080215
,3035,60700,5.177235,-1.0150435,1.54179,-1.5878122,19.23485,17.19291,15.818211,1.31997e-10,0.9812092,4679.332,22.646208,-0.5457455,0.14999999,-1.0,-1.8481729,17.44557,7.1835406e-11,,5.410769,17.44557,6574.02207159996
,3036,60720,4.071889,-0.865848,1.5413322,-1.5881416,19.23485,17.205685,15.818668,1.3191005e-10,0.9813971,4679.4844,22.645071,-0.5457142,0.14999999,-1.0,-0.43095452,17.44557,7.185911e-11,,5.4029183,17.44557,6578.882641792297
,3037,60740,2.194118,-1.1227403,1.540844,-1.5884709,19.23485,17.29965,15.819157,1.318232e-10,0.9809674,4679.543,22.633387,-0.54560906,0.14999999,-1.0,-0.20752668,17.44557,7.188269e-11,,5.3950973,17.44557,6582.1058003902435
,3038,60760,4.806616,-0.91974926,1.5403929,-1.5888002,19.23485,17.192642,15.819608,1.3173644e-10,0.9814001,4679.715,22.636456,-0.5457409,0.14999999,-1.0,-0.92659336,17.44557,7.190641e-11,,5.387303,17.44557,6586.012537240982
,3039,60780,2.949695,-0.9525648,1.539917,-1.5891292,19.23485,17.267742,15.820084,1.3164976e-10,0.98122156,4679.8086,22.629105,-0.5456487,0.14999999,-1.0,-0.24663554,17.44557,7.1930004e-11,,5.3795376,17.44557,6590.656732559204
,3040,60800,2.7164453e-05,-0.44844532,1.5394487,-1.5894582,19.23485,17.2421,15.820552,1.3156315e-10,1.0315338,4679.926,22.627481,-0.54557025,0.14999999,-0.2244898,-0.28806466,17.44557,1.6596146,,4.481827,17.44557,6594.8616778850555
,3041,60820,0.0032098535,-1.0070407,1.5389357,-1.5892414,19.23485,17.380304,15.821065,1.3147665e-10,0.9811852,4679.9023,22.62427,-0.545394,0.14999999,-1.0,-0.040569082,17.44557,7.19381e-11,,5.3735666,17.44557,6598.665279865265
,3042,60840,3.9764557,-0.92123586,1.5384836,-1.5895702,19.23485,17.194765,15.821517,1.3139022e-10,0.9813474,4680.0664,22.622723,-0.54535353,0.14999999,-1.0,-0.403311,17.44557,7.196184e-11,,5.365852,17.44557,6603.390392541885
,3043,60860,2.9650679,-0.87728643,1.5380077,-1.5898988,19.23485,17.272074,15.821993,1.3130387e-10,0.98117805,4680.1562,22.615564,-0.5452616,0.14999999,-1.0,-0.24658051,17.44557,7.198545e-11,,5.3581634,17.44557,6607.282700538635
,3044,60880,3.1682978,-0.67210984,1.5375195,-1.5902274,19.23485,17.309061,15.822481,1.3121762e-10,0.9799854,4680.211,22.619474,-0.5451583,0.14999999,-0.8367347,-0.21155614,17.44557,1.0086953e-07,,3.231975,17.44557,6611.704475879669
,3045,60900,0.0763312,-0.11084412,1.5370073,-1.5905559,19.23485,17.38209,15.822993,1.3113148e-10,1.0308045,4680.1875,22.613611,-0.54502755,0.14999999,-0.26530612,-0.12668432,17.44557,0.92145556,,3.8473632,17.44557,6616.507474422455
,3046,60920,4.4321876,-0.08884099,1.5369911,-1.5905817,19.23485,15.870288,15.8230095,1.310454e-10,1.0312548,4681.676,22.613073,-0.5451005,0.14999999,-0.2244898,-0.7977194,17.44557,1.66148,,4.478664,17.44557,6620.650546073914
,3047,60940,5.834469,0.17521708,1.5370035,-1.5903646,19.23485,15.786576,15.822997,1.309594e-10,1.0122074,4683.25,22.62548,-0.5452033,0.14999999,-0.020408163,-0.8896695,17.44557,10.425568,,10.503378,17.44557,6622.990220069885
,3048,60960,17.273241,0.5097494,1.539298,-1.5872769,19.23485,8.825131,15.820703,1.3087346e-10,0.9653503,4691.7812,22.617966,-0.54563516,0.14999999,0.18367347,-1.8725661,17.44557,10.245743,,18.54274,17.44557,6626.857396841049
,3049,60980,26.477724,0.36376423,1.5422783,-1.5842491,19.23485,6.738859,15.817722,1.3078763e-10,1.0186938,4702.4062,22.63681,-0.546222,0.14999999,0.5102041,-2.298127,17.44557,0.21239415,,26.729301,17.44557,6631.310265302658
,3050,61000,2.8509392e-13,-0.69839466,1.5448742,-1.5845075,19.23485,7.899885,15.815126,1.3070188e-10,0.9797407,4711.8633,22.61149,-0.5467467,0.14999999,-0.8367347,-2.162475,17.44557,1.0029419e-07,,3.234908,17.44557,6634.633091211319
,3051,61020,2.4813643,-0.732628,1.5443535,-1.5848353,19.23485,17.399275,15.815647,1.3061623e-10,0.9791875,4711.824,22.607689,-0.5466207,0.14999999,-0.79591835,-0.14197971,17.44557,5.1005924e-07,,3.1884356,17.44557,6639.303217172623
,3052,61040,2.8793924,-0.7458528,1.543849,-1.585163,19.23485,17.35608,15.816152,1.3053064e-10,0.98619086,4711.828,22.610039,-0.5465,0.14999999,-0.67346936,-0.15716986,17.44557,4.2995925e-05,,3.033937,17.44557,6644.376355648041
,3053,61060,2.9575791,-0.8966716,1.5433407,-1.5854906,19.23485,17.369158,15.81666,1.3044514e-10,0.9797692,4711.8203,22.611563,-0.54637873,0.14999999,-0.79591835,-0.1618909,17.44557,5.103935e-07,,3.184905,17.44557,6649.439352750778
,3054,61080,2.653737,-0.5851667,1.54286,-1.585818,19.23485,17.286394,15.817141,1.3035972e-10,0.9799114,4711.8945,22.609837,-0.5462796,0.14999999,-0.79591835,-0.22336996,17.44557,5.10561e-07,,3.1826282,17.44557,6653.532981157303
,3055,61100,2.4159045,-0.52642536,1.5423403,-1.5861454,19.23485,17.404911,15.81766,1.302744e-10,0.9863826,4711.8477,22.605679,-0.5461327,0.14999999,-0.67346936,-0.07716706,17.44557,4.303818e-05,,3.029305,17.44557,6657.957204580307
,3056,61120,2.1767292,-0.7785703,1.5418301,-1.5864726,19.23485,17.372902,15.818171,1.3018915e-10,0.99131536,4711.832,22.601284,-0.54597497,0.14999999,-0.63265306,-0.050404638,17.44557,0.00016276848,,2.960413,17.44557,6662.249206542969
,3057,61140,2.469611,-0.5247459,1.5413303,-1.5867999,19.23485,17.349281,15.81867,1.30104e-10,0.98640347,4711.8477,22.598667,-0.5458553,0.14999999,-0.67346936,-0.17135042,17.44557,4.3066346e-05,,3.0254586,17.44557,6664.894973754883
,3058,61160,1.2973402e-07,0.56477875,1.5408297,-1.5871269,19.23485,17.345121,15.819171,1.3001891e-10,0.9559241,4711.8594,22.596926,-0.5456974,0.14999999,0.3469388,-0.049244817,17.44557,2.6710854,,23.04695,17.44557,6668.377989530563
,3059,61180,6.185732e-06,-0.2066964,1.5439749,-1.5865808,19.23485,6.200496,15.816026,1.2993394e-10,1.0301539,4723.0195,22.596283,-0.5462994,0.14999999,-0.26530612,-2.3405745,17.44557,0.91779995,,3.8513682,17.44557,6672.478415727615
,3060,61200,3.8255813,-0.058468223,1.5436592,-1.5866076,19.23485,16.781801,15.816341,1.2984902e-10,1.030471,4723.5977,22.597588,-0.54625475,0.14999999,-0.26530612,-0.43986452,17.44557,0.91782457,,3.8477829,17.44557,6676.854272603989
,3061,61220,7.077528,-0.0782039,1.5442324,-1.5866344,19.23485,14.06196,15.815768,1.2976419e-10,1.023983,4726.8945,22.59938,-0.5464001,0.14999999,-0.10204082,-1.0209336,17.44557,6.221138,,7.5465484,17.44557,6681.2596690654755
,3062,61240,6.164793,-0.12206191,1.5445204,-1.5849308,19.23485,14.935987,15.81548,1.2967945e-10,1.0284588,4729.3203,22.600067,-0.54651874,0.14999999,-0.14285715,-0.93356293,17.44557,4.3012066,,6.314754,17.44557,6685.889021396637
,3063,61260,5.1635184,-0.16215831,1.5443926,-1.5838536,19.23485,16.205782,15.815608,1.295948e-10,1.0310887,4730.4766,22.601898,-0.54657537,0.14999999,-0.18367347,-0.74779195,17.44557,2.7632866,,5.2840347,17.44557,6689.808855772018
,3064,61280,4.750268,0.04558514,1.5442,-1.5832782,19.23485,16.406319,15.815801,1.2951021e-10,1.0314394,4731.4297,22.602198,-0.5465796,0.14999999,-0.18367347,-0.5903062,17.44557,2.7616968,,5.276656,17.44557,6693.88477063179
,3065,61300,3.5393453,-0.21034059,1.5463953,-1.5827036,19.23485,9.085733,15.813605,1.2942572e-10,1.0313952,4739.703,22.587578,-0.5468656,0.14999999,-0.18367347,-1.4537497,17.44557,2.7601104,,5.2693043,17.44557,6699.002496957779
,3066,61320,0.0019911295,-0.5986164,1.5460453,-1.5821297,19.23485,16.886087,15.813955,1.293413e-10,0.97912717,4740.176,22.587397,-0.54681504,0.14999999,-0.79591835,-0.42279485,17.44557,5.0868107e-07,,3.1854908,17.44557,6703.703288316727
,3067,61340,2.8226938,-0.48183835,1.5455418,-1.5824559,19.23485,17.359531,15.814459,1.2925697e-10,0.9911768,4740.176,22.591396,-0.5466713,0.14999999,-0.63265306,-0.085254505,17.44557,0.00016211598,,2.9633021,17.44557,6708.46195936203
,3068,61360,0.637007,-0.24169795,1.5450344,-1.5827818,19.23485,17.37153,15.814966,1.2917273e-10,1.0319663,4740.164,22.588074,-0.54651004,0.14999999,-0.2244898,-0.04258335,17.44557,1.6485711,,4.4492874,17.44557,6712.941565513611
,3069,61380,3.6557996,-0.17643619,1.544672,-1.5825704,19.23485,16.92626,15.815329,1.2908856e-10,1.0312376,4740.6016,22.586653,-0.54642934,0.14999999,-0.26530612,-0.33051875,17.44557,0.91412663,,3.8225887,17.44557,6717.247696638107
,3070,61400,4.3131757,-0.075601205,1.5443888,-1.5825984,19.23485,16.68831,15.815612,1.2900447e-10,1.0325603,4741.2734,22.589363,-0.5464155,0.14999999,-0.2244898,-0.5348074,17.44557,1.6482689,,4.4404664,17.44557,6721.603847742081
,3071,61420,4.1470647,-0.21371461,1.5446186,-1.5823873,19.23485,15.107143,15.815382,1.2892047e-10,1.0328667,4743.5234,22.587877,-0.5465321,0.14999999,-0.2244898,-0.93683743,17.44557,1.647921,,4.4354973,17.44557,6726.2415499687195
,3072,61440,3.9935083,-0.45527267,1.5442572,-1.5821764,19.23485,16.925798,15.815743,1.2883655e-10,1.033123,4743.957,22.588015,-0.5464768,0.14999999,-0.2244898,-0.40906876,17.44557,1.6475735,,4.4305425,17.44557,6729.663048744202
,3073,61460,1.3810741,-0.68713945,1.5437517,-1.5819658,19.23485,17.369818,15.816249,1.2875272e-10,0.9909888,4743.949,22.58489,-0.54630256,0.14999999,-0.63265306,-0.043875784,17.44557,0.00016203652,,2.9658937,17.44557,6733.710421800613
,3074,61480,2.8490524,-0.65320665,1.543251,-1.5822911,19.23485,17.358461,15.81675,1.2866895e-10,0.9912403,4743.953,22.585632,-0.54617167,0.14999999,-0.63265306,-0.13477759,17.44557,0.00016208923,,2.9639983,17.44557,6737.291355371475
,3075,61500,2.958066,-0.5901303,1.5427399,-1.5826163,19.23485,17.38883,15.817261,1.2858528e-10,0.991527,4743.922,22.587025,-0.5460347,0.14999999,-0.63265306,-0.11574199,17.44557,0.0001621421,,2.9621065,17.44557,6742.0765209198
,3076,61520,2.7667413,-0.7712864,1.5422306,-1.5829414,19.23485,17.37981,15.81777,1.285017e-10,0.99175143,4743.9023,22.587334,-0.5458858,0.14999999,-0.63265306,-0.079670526,17.44557,0.00016219469,,2.9602184,17.44557,6745.983397483826
,3077,61540,1.6564374e-30,0.89953065,1.541728,-1.5832664,19.23485,17.362988,15.818273,1.2841819e-10,0.9890501,4743.8984,22.585228,-0.5457665,0.14999999,1.0,-0.1701877,17.44557,8.8064084e-08,,78.1202,17.44557,6750.853064537048
,3078,61560,9.381353e-22,-0.613698,1.5463028,-1.5835913,19.23485,1.737574,15.813698,1.2833475e-10,0.99174523,4759.5195,22.583696,-0.5464959,0.14999999,-0.63265306,-2.7722692,17.44557,0.00016230022,,2.9592948,17.44557,6755.694852590561
,3079,61580,2.8919985,-0.73055583,1.5458021,-1.5839161,19.23485,17.355442,15.8141985,1.2825141e-10,0.99201053,4759.5234,22.584702,-0.54635096,0.14999999,-0.63265306,-0.091750644,17.44557,0.00016235284,,2.9574132,17.44557,6760.072002649307
,3080,61600,2.883535,-0.96424794,1.5452929,-1.5842408,19.23485,17.383974,15.814708,1.2816814e-10,0.98722905,4759.5,22.58388,-0.546226,0.14999999,-0.67346936,-0.15325475,17.44557,4.2956293e-05,,3.0228658,17.44557,6764.441014766693
,3081,61620,2.5310414,-0.9123072,1.5448341,-1.5845654,19.23485,17.227766,15.815166,1.2808495e-10,0.97959614,4759.633,22.58109,-0.54615414,0.14999999,-0.8367347,-0.3117744,17.44557,1.0030012e-07,,3.2342823,17.44557,6769.337068080902
,3082,61640,2.979888,-0.7279531,1.5443621,-1.5848899,19.23485,17.269373,15.815639,1.2800186e-10,0.979813,4759.7266,22.580687,-0.5460615,0.14999999,-0.8367347,-0.24061981,17.44557,1.0033265e-07,,3.2319393,17.44557,6774.213303804398
,3083,61660,2.3768957,-0.6048753,1.5438538,-1.5852143,19.23485,17.38169,15.816147,1.2791881e-10,0.97983426,4759.703,22.577,-0.5459398,0.14999999,-0.8367347,-0.15057924,17.44557,1.00365185e-07,,3.2296011,17.44557,6778.911332368851
,3084,61680,2.8487115,-0.6667657,1.5433502,-1.5855386,19.23485,17.37178,15.81665,1.278359e-10,0.99221724,4759.6914,22.579922,-0.5457974,0.14999999,-0.63265306,-0.08583204,17.44557,0.00016261658,,2.9528022,17.44557,6782.124906539917
,3085,61700,2.9200134,-0.66031116,1.542841,-1.5858628,19.23485,17.389484,15.81716,1.2775303e-10,0.9924911,4759.664,22.581139,-0.5456616,0.14999999,-0.63265306,-0.11926621,17.44557,0.00016266931,,2.9509344,17.44557,6786.752991437912
,3086,61720,2.9338503,-0.883545,1.5423231,-1.5861868,19.23485,17.414272,15.8176775,1.2767024e-10,0.9927698,4759.6094,22.582462,-0.54552466,0.14999999,-0.63265306,-0.11513352,17.44557,0.00016272192,,2.9490697,17.44557,6790.163964748383
,3087,61740,2.7830858,-0.47575584,1.5418444,-1.5865108,19.23485,17.29549,15.818156,1.2758754e-10,0.98011065,4759.672,22.575493,-0.54542035,0.14999999,-0.79591835,-0.2160106,17.44557,5.1091456e-07,,3.1748202,17.44557,6794.436681509018
,3088,61760,1.6055639,-0.5272082,1.5413475,-1.5868347,19.23485,17.35048,15.818653,1.2750491e-10,0.99237233,4759.6836,22.570957,-0.545264,0.14999999,-0.63265306,-0.042332172,17.44557,0.00016282748,,2.946461,17.44557,6798.977090835571
,3089,61780,2.5474591,-0.43189383,1.5408564,-1.5871583,19.23485,17.337696,15.819144,1.2742236e-10,0.99793726,4759.707,22.570463,-0.54510605,0.14999999,-0.59183675,-0.04973389,17.44557,0.00057185494,,2.8799732,17.44557,6803.620011091232
,3090,61800,4.517036e-12,0.47735387,1.5403681,-1.5874819,19.23485,17.329212,15.819633,1.273399e-10,1.0529774,4759.7383,22.567816,-0.5449467,0.14999999,0.67346936,-0.05038247,17.44557,0.005196924,,32.07271,17.44557,6807.9351279735565
,3091,61820,1.5941493e-09,-0.46121934,1.543211,-1.5878037,19.23485,7.030006,15.81679,1.2725754e-10,1.0034298,4770.0664,22.56699,-0.54548764,0.14999999,-0.5510204,-2.266082,17.44557,0.0018656481,,2.8229475,17.44557,6812.338200807571
,3092,61840,2.631765,-0.6892301,1.5427303,-1.5881265,19.23485,17.306213,15.81727,1.2717524e-10,1.0089501,4770.121,22.566273,-0.5453239,0.14999999,-0.5102041,-0.04279546,17.44557,0.005650345,,2.7829561,17.44557,6817.054852962494
,3093,61860,1.9777751,-0.5103404,1.5422316,-1.5884482,19.23485,17.356527,15.817769,1.27093e-10,1.0035063,4770.121,22.56211,-0.5451862,0.14999999,-0.5510204,-0.12827826,17.44557,0.0018668503,,2.8197584,17.44557,6821.866849184036
,3094,61880,2.6781812,-0.7040453,1.541728,-1.5887707,19.23485,17.371473,15.818273,1.2701087e-10,1.0037099,4770.1094,22.562464,-0.54502314,0.14999999,-0.5510204,-0.043731086,17.44557,0.0018674531,,2.818101,17.44557,6826.730494022369
,3095,61900,2.3019042,-0.64655244,1.5412254,-1.5890933,19.23485,17.378757,15.818775,1.2692881e-10,0.9981412,4770.0938,22.558905,-0.5448895,0.14999999,-0.59183675,-0.13534972,17.44557,0.00057296257,,2.873102,17.44557,6831.37603187561
,3096,61920,2.937118,-0.85041845,1.5407181,-1.5894161,19.23485,17.391829,15.819283,1.2684682e-10,0.9929061,4770.0625,22.56063,-0.54474765,0.14999999,-0.63265306,-0.10354049,17.44557,0.00016324838,,2.9372077,17.44557,6835.553542137146
,3097,61940,3.2277412,-1.0948429,1.5402346,-1.5897391,19.23485,17.315504,15.819766,1.2676492e-10,0.97980654,4770.1055,22.565386,-0.544638,0.14999999,-0.8367347,-0.19776218,17.44557,1.0082029e-07,,3.228267,17.44557,6839.625319480896
,3098,61960,4.6974277,-1.0018084,1.5397892,-1.5900619,19.23485,17.202398,15.820211,1.266831e-10,0.97922474,4770.2656,22.570347,-0.544717,0.14999999,-1.0,-0.76872647,17.44557,7.1997124e-11,,5.4444294,17.44557,6844.377601146698
,3099,61980,3.950941,-0.8839706,1.5393429,-1.5903847,19.23485,17.197155,15.820658,1.2660135e-10,0.97937065,4770.422,22.568575,-0.5446756,0.14999999,-1.0,-0.39584494,17.44557,7.202047e-11,,5.4366336,17.44557,6849.462854623795
,3100,62000,3.1406894,-0.88001275,1.538867,-1.5907073,19.23485,17.297434,15.821134,1.2651968e-10,0.97992045,4770.4844,22.560835,-0.54457635,0.14999999,-0.8367347,-0.21584374,17.44557,1.0091802e-07,,3.2240262,17.44557,6854.034817457199
,3101,62020,3.1550794,-0.8581803,1.5383892,-1.5910299,19.23485,17.303131,15.821611,1.264381e-10,0.98019487,4770.547,22.561516,-0.5444758,0.14999999,-0.8367347,-0.21245413,17.44557,1.0095056e-07,,3.2217155,17.44557,6858.52284860611
,3102,62040,3.211844,-0.7584336,1.5379066,-1.5913522,19.23485,17.319176,15.822094,1.2635659e-10,0.9804871,4770.586,22.56253,-0.54437095,0.14999999,-0.8367347,-0.19888397,17.44557,1.009831e-07,,3.2194097,17.44557,6863.351432800293
,3103,62060,2.7173164,-0.962302,1.5374107,-1.5916746,19.23485,17.358107,15.82259,1.2627516e-10,0.9806198,4770.586,22.560835,-0.5442527,0.14999999,-0.8367347,-0.15770923,17.44557,1.0101566e-07,,3.2171087,17.44557,6868.336558580399
