ReturnMin,Iteration,TimestepsSoFar,IWLastEpisode,LQGmu1_actor,Regret/t,DenMISELogFirst,ReturnStepMax,ReturnLastEpisode,ReturnMean,delta,IWMean,Regret,Bound,DenMISEMeanLog,LQGsigma_higher,LQGmu1_higher,DenMISELogLast,ReturnAbsMax,IWFirstEpisode,IWMin,IWMax,ReturnMax,TimeElapsed
,1351,27020,3.6006703e-08,-0.01798511,2.2576628,-1.2514274,19.219162,17.227797,15.102338,6.661481e-10,1.0508252,3050.1035,25.394123,-0.675686,0.14999999,-0.06122449,-0.37355673,17.43041,5.9658794,,6.774721,17.43041,1450.1589677333832
,1352,27040,2.3501107e-06,-0.45965236,2.2601223,-1.2477611,19.219162,11.777968,15.099878,6.65163e-10,0.9602323,3055.6855,25.38958,-0.67585784,0.14999999,-0.8367347,-0.9574605,17.43041,7.1619084e-08,,3.613313,17.43041,1452.7300188541412
,1353,27060,3.1676934,-0.33346742,2.2584295,-1.2485005,19.219162,17.389467,15.101571,6.641801e-10,1.0136697,3055.6543,25.3989,-0.67551893,0.14999999,-0.46938777,-0.17692837,17.43041,0.011311645,,3.1743987,17.43041,1454.7212550640106
,1354,27080,2.762338,-0.29366502,2.256836,-1.249231,19.219162,17.259567,15.103165,6.6319944e-10,1.0178975,3055.7559,25.387817,-0.6751866,0.14999999,-0.42857143,-0.23889086,17.43041,0.029555278,,3.185779,17.43041,1457.1251547336578
,1355,27100,2.7037628,-0.32686698,2.2553358,-1.2499474,19.219162,17.13526,15.104665,6.6222083e-10,1.0421525,3055.9805,25.393646,-0.6748862,0.14999999,-0.18367347,-0.28531048,17.43041,1.9788474,,4.677092,17.43041,1459.1002042293549
,1356,27120,3.363271,-0.2081289,2.2537975,-1.2492257,19.219162,17.1899,15.106203,6.612445e-10,1.0253903,3056.1484,25.397997,-0.67453766,0.14999999,-0.3469388,-0.24368536,17.43041,0.16134213,,3.364748,17.43041,1460.5443155765533
,1357,27140,3.3105898,-0.17953035,2.2525396,-1.249844,19.219162,16.812002,15.107461,6.6027045e-10,1.0288781,3056.6973,25.389349,-0.67434096,0.14999999,-0.30612245,-0.43233904,17.43041,0.33755067,,3.548108,17.43041,1462.2833716869354
,1358,27160,4.362943,-0.01650472,2.251422,-1.250332,19.219162,16.62481,15.108579,6.592984e-10,1.0439748,3057.4316,25.392303,-0.6741882,0.14999999,-0.18367347,-0.49534684,17.43041,1.9796085,,4.657468,17.43041,1464.4476289749146
,1359,27180,5.905279,-0.03369599,2.2541866,-1.2496114,19.219162,11.352915,15.105814,6.5832845e-10,1.0537902,3063.4395,25.36792,-0.67436725,0.14999999,-0.10204082,-0.96025246,17.43041,4.441223,,5.93609,17.43041,1466.1964755058289
,1360,27200,6.3889236e-09,-0.8849491,2.255577,-1.2470843,19.219162,13.214013,15.1044235,6.5736067e-10,0.9910999,3067.586,25.357138,-0.67449653,0.14999999,-1.0,-0.90297586,17.43041,5.109306e-11,,5.2155457,17.43041,1467.3238356113434
,1361,27220,4.4099766e-06,-0.19186619,2.2539663,-1.2478193,19.219162,17.296492,15.106034,6.5639505e-10,1.0549557,3067.6484,25.352749,-0.67423695,0.14999999,-0.10204082,-0.3111851,17.43041,4.4332714,,5.9189715,17.43041,1468.5013687610626
,1362,27240,3.7417552,-0.45999312,2.2527418,-1.2453017,19.219162,16.773483,15.107259,6.554315e-10,1.0331693,3068.2344,25.355268,-0.67404115,0.14999999,-0.26530612,-0.46122718,17.43041,0.65242773,,3.796931,17.43041,1469.8448390960693
,1363,27260,0.13513006,-0.8066493,2.2510986,-1.2455567,19.219162,17.349634,15.108902,6.544701e-10,0.9586832,3068.248,25.34368,-0.6736507,0.14999999,-0.8367347,-0.17439531,17.43041,7.146134e-08,,3.626886,17.43041,1471.7519619464874
,1364,27280,0.15110508,-0.36727574,2.249463,-1.2462901,19.219162,17.339191,15.110538,6.535108e-10,1.0170373,3068.2676,25.341053,-0.6734136,0.14999999,-0.42857143,-0.30854818,17.43041,0.029468494,,3.1794477,17.43041,1473.4145922660828
,1365,27300,3.2288558,-0.5633131,2.2478724,-1.2470014,19.219162,17.280811,15.112128,6.525536e-10,1.0213828,3068.3457,25.338062,-0.6730571,0.14999999,-0.3877551,-0.20326644,17.43041,0.071499445,,3.2311115,17.43041,1475.4776492118835
,1366,27320,0.9805868,-0.73280585,2.2462006,-1.2476814,19.219162,17.397902,15.1138,6.5159855e-10,0.9559939,3068.3105,25.342377,-0.67269886,0.14999999,-0.79591835,-0.20455204,17.43041,3.640799e-07,,3.6245372,17.43041,1477.783401966095
,1367,27340,2.8630142,-0.39375108,2.2445393,-1.2484132,19.219162,17.385479,15.115461,6.506456e-10,0.9797697,3068.2852,25.34852,-0.6724564,0.14999999,-0.63265306,-0.2965953,17.43041,0.000116078816,,3.4157655,17.43041,1479.9843657016754
,1368,27360,3.121692,-0.60947466,2.2429562,-1.2491443,19.219162,17.280893,15.117044,6.496947e-10,1.0184999,3068.3633,25.341839,-0.6721167,0.14999999,-0.42857143,-0.18713717,17.43041,0.02955272,,3.1710625,17.43041,1482.0225956439972
,1369,27380,3.3058677,-0.7829091,2.2412748,-1.2498535,19.219162,17.418203,15.118726,6.487459e-10,0.98004353,3068.3066,25.336842,-0.6717802,0.14999999,-0.63265306,-0.22945619,17.43041,0.0001162461,,3.4092922,17.43041,1483.7133741378784
,1370,27400,3.596537,-0.8600232,2.2396336,-1.2505835,19.219162,17.365475,15.120367,6.477992e-10,0.95753235,3068.2988,25.342754,-0.6715279,0.14999999,-0.79591835,-0.30555087,17.43041,3.6513802e-07,,3.6145463,17.43041,1486.044139623642
,1371,27420,3.571589,-1.0751829,2.2380295,-1.2513132,19.219162,17.320269,15.121971,6.4685446e-10,0.9615255,3068.338,25.341936,-0.67129326,0.14999999,-0.8367347,-0.3068814,17.43041,7.1873885e-08,,3.6117246,17.43041,1488.467933177948
,1372,27440,4.607913,-1.291094,2.236515,-1.2520423,19.219162,17.200592,15.123486,6.459119e-10,0.9917179,3068.498,25.343792,-0.67132455,0.14999999,-1.0,-0.675204,17.43041,5.1347065e-11,,5.24075,17.43041,1490.7832341194153
,1373,27460,5.1387095,-1.0373373,2.2350092,-1.2527709,19.219162,17.191648,15.124991,6.4497135e-10,0.99278355,3068.668,25.348076,-0.6726934,0.14999999,-1.0,-2.5416358,17.43041,5.138449e-11,,5.2246137,17.43041,1493.0828347206116
,1374,27480,4.3532324,-0.99970526,2.2334967,-1.253499,19.219162,17.20167,15.126504,6.440329e-10,0.9932767,3068.8242,25.342623,-0.672591,0.14999999,-1.0,-0.5237167,17.43041,5.1421943e-11,,5.208599,17.43041,1495.367945432663
,1375,27500,5.9976936e-21,0.42304274,2.231989,-1.2542266,19.219162,17.200354,15.128012,6.430964e-10,0.97413546,3068.9844,25.339478,-0.6724126,0.14999999,0.46938777,-0.41968244,17.43041,0.32108822,,17.280403,17.43041,1497.8123762607574
,1376,27520,4.6704784e-19,-0.7393167,2.2375498,-1.2547201,19.219162,7.4752374,15.122451,6.4216205e-10,0.99355066,3078.8691,25.333748,-0.6732646,0.14999999,-1.0,-1.8150979,17.43041,5.1484754e-11,,5.1964808,17.43041,1500.284795999527
,1377,27540,2.773243,-0.46073484,2.2359142,-1.2554466,19.219162,17.37576,15.124086,6.412297e-10,0.9791427,3078.8535,25.30189,-0.6729951,0.14999999,-0.63265306,-0.29466107,17.43041,0.00011689812,,3.4096723,17.43041,1502.5391397476196
,1378,27560,3.095,-0.7335746,2.2343216,-1.2561724,19.219162,17.318233,15.125679,6.4029937e-10,1.0177119,3078.8945,25.314861,-0.6726489,0.14999999,-0.42857143,-0.17459495,17.43041,0.02976115,,3.1808138,17.43041,1504.2520051002502
,1379,27580,3.267168,-1.0370756,2.232685,-1.2568762,19.219162,17.38216,15.1273155,6.3937106e-10,0.95769674,3078.873,25.299828,-0.67236054,0.14999999,-0.79591835,-0.29211417,17.43041,3.6744285e-07,,3.598778,17.43041,1506.6590683460236
,1380,27600,4.338663,-1.0300967,2.231182,-1.2576011,19.219162,17.20166,15.1288185,6.3844474e-10,0.9934804,3079.0312,25.317411,-0.672281,0.14999999,-1.0,-0.51993155,17.43041,5.1633246e-11,,5.191901,17.43041,1508.8327012062073
,1381,27620,4.2788534,-0.7203491,2.2296886,-1.2583256,19.219162,17.192007,15.130312,6.375205e-10,0.9939289,3079.1992,25.311386,-0.67215854,0.14999999,-1.0,-0.49563268,17.43041,5.1670685e-11,,5.1761894,17.43041,1511.0979220867157
,1382,27640,2.9860272,-0.5484515,2.2280788,-1.2590494,19.219162,17.355,15.131922,6.3659816e-10,0.9799196,3079.205,25.295395,-0.6718847,0.14999999,-0.63265306,-0.28666437,17.43041,0.00011732006,,3.4045057,17.43041,1513.155427455902
,1383,27660,3.1302023,-0.588019,2.2264538,-1.2597727,19.219162,17.378105,15.133547,6.3567795e-10,1.0067701,3079.1855,25.292995,-0.671555,0.14999999,-0.5102041,-0.19542423,17.43041,0.004068859,,3.1917448,17.43041,1514.6151220798492
,1384,27680,3.151979,-0.5175189,2.2248259,-1.2604924,19.219162,17.386816,15.135175,6.347597e-10,0.9810597,3079.1582,25.293953,-0.67121994,0.14999999,-0.63265306,-0.21412015,17.43041,0.000117489464,,3.3954666,17.43041,1517.0680358409882
,1385,27700,3.1835456,-0.43338078,2.2231855,-1.2612147,19.219162,17.405441,15.136815,6.338433e-10,1.0080186,3079.1133,25.296633,-0.6708801,0.14999999,-0.5102041,-0.18100314,17.43041,0.0040747304,,3.1835456,17.43041,1519.5478348731995
,1386,27720,3.0773344,-0.32417136,2.2215881,-1.2619334,19.219162,17.353788,15.138412,6.3292904e-10,1.0141358,3079.121,25.293776,-0.6705166,0.14999999,-0.46938777,-0.17469347,17.43041,0.011464618,,3.1563253,17.43041,1521.4689092636108
,1387,27740,3.359791,-0.45361838,2.2201033,-1.2626464,19.219162,17.196901,15.139897,6.320167e-10,1.0243764,3079.2832,25.289267,-0.67020017,0.14999999,-0.3469388,-0.24521634,17.43041,0.16352205,,3.360331,17.43041,1523.5327308177948
,1388,27760,3.105885,-0.44682363,2.2185373,-1.2632493,19.219162,17.315487,15.141463,6.3110633e-10,1.0190415,3079.33,25.286919,-0.669822,0.14999999,-0.42857143,-0.16905841,17.43041,0.029972516,,3.1650798,17.43041,1524.6764669418335
,1389,27780,3.111333,-0.64335614,2.2169313,-1.2639478,19.219162,17.370077,15.143069,6.30198e-10,1.0153217,3079.3184,25.285927,-0.6694474,0.14999999,-0.46938777,-0.16818401,17.43041,0.011487739,,3.1439843,17.43041,1526.6199078559875
,1390,27800,3.6715755e-06,0.16843729,2.2153034,-1.2646593,19.219162,17.405952,15.144697,6.2929156e-10,1.0083758,3079.2715,25.283875,-0.66913015,0.14999999,0.14285715,-0.24318247,17.43041,8.629559,,11.681421,17.43041,1528.6328754425049
,1391,27820,0.00041843747,-0.57782286,2.2198324,-1.2591894,19.219162,8.846344,15.140168,6.28387e-10,1.0091019,3087.787,25.269413,-0.6697068,0.14999999,-0.5102041,-1.4773742,17.43041,0.004066485,,3.166288,17.43041,1530.8768632411957
,1392,27840,3.0447173,-0.5171379,2.218217,-1.2599051,19.219162,17.387066,15.141784,6.274845e-10,0.9819932,3087.7578,25.272224,-0.6693647,0.14999999,-0.63265306,-0.20203435,17.43041,0.00011742046,,3.3834023,17.43041,1533.092975616455
,1393,27860,3.158289,-0.5915274,2.216608,-1.2606231,19.219162,17.384323,15.143393,6.265839e-10,1.0103774,3087.7344,25.273924,-0.66902155,0.14999999,-0.5102041,-0.17291728,17.43041,0.00407232,,3.1582904,17.43041,1535.3346688747406
,1394,27880,3.155037,-0.45708248,2.214985,-1.2613379,19.219162,17.405449,15.145016,6.256853e-10,1.0032465,3087.6895,25.270847,-0.6686833,0.14999999,-0.5510204,-0.20728137,17.43041,0.001346007,,3.2091744,17.43041,1537.583199262619
,1395,27900,2.9377973,-0.30808958,2.2134113,-1.262054,19.219162,17.338636,15.146589,6.2478855e-10,1.0111842,3087.709,25.265429,-0.6683183,0.14999999,-0.5102041,-0.16218753,17.43041,0.0040781517,,3.1487179,17.43041,1539.8574225902557
,1396,27920,0.00024969844,0.5118224,2.2119217,-1.2627677,19.219162,17.227163,15.148079,6.2389377e-10,0.95885146,3087.8418,25.259905,-0.668019,0.14999999,0.3469388,-0.26127747,17.43041,1.9311695,,15.557496,17.43041,1542.1567378044128
,1397,27940,5.1597e-08,-0.13695574,2.2179556,-1.2621013,19.219162,6.7195783,15.142045,6.230009e-10,1.0201502,3098.4824,25.252005,-0.6689283,0.14999999,-0.42857143,-1.8940297,17.43041,0.02993812,,3.1459413,17.43041,1544.6047365665436
,1398,27960,4.905238,-0.32115185,2.2169838,-1.2627954,19.219162,16.499651,15.143017,6.2211e-10,1.0461328,3099.3438,25.26219,-0.66887414,0.14999999,-0.14285715,-0.612896,17.43041,3.1166549,,5.3039837,17.43041,1546.592633485794
,1399,27980,3.3775516,-0.24589339,2.2155056,-1.2612836,19.219162,17.211857,15.144495,6.2122085e-10,1.0272928,3099.4922,25.252876,-0.66853815,0.14999999,-0.30612245,-0.24398914,17.43041,0.3414343,,3.5453417,17.43041,1548.4354107379913
,1400,28000,3.7683735,-0.41029346,2.214264,-1.2617542,19.219162,16.88271,15.145737,6.2033373e-10,1.0311841,3099.9688,25.250011,-0.66829646,0.14999999,-0.26530612,-0.35683647,17.43041,0.66325057,,3.8210623,17.43041,1550.798480272293
,1401,28020,3.1182988,-0.3905346,2.2127047,-1.2619945,19.219162,17.329475,15.147296,6.194485e-10,1.0235775,3100.0,25.24416,-0.66791946,0.14999999,-0.3877551,-0.17039455,17.43041,0.07257951,,3.205757,17.43041,1552.8196325302124
,1402,28040,3.179157,-0.37558937,2.2111673,-1.2626562,19.219162,17.302515,15.148833,6.1856514e-10,1.0241109,3100.0566,25.241959,-0.6675538,0.14999999,-0.3877551,-0.17860632,17.43041,0.07262756,,3.2007213,17.43041,1555.1968541145325
,1403,28060,3.1945992,-0.16906756,2.209674,-1.2633175,19.219162,17.24405,15.150327,6.176837e-10,1.0246551,3100.1719,25.239862,-0.6671942,0.14999999,-0.3877551,-0.18656915,17.43041,0.072675616,,3.1957085,17.43041,1557.4863829612732
,1404,28080,9.72583e-07,-1.2744256,2.2086372,-1.2639781,19.219162,16.605095,15.151363,6.168041e-10,0.9898353,3100.9277,25.233139,-0.6670735,0.14999999,-1.0,-0.52181524,17.43041,5.1963624e-11,,5.242747,17.43041,1559.56259059906
,1405,28100,5.1268697,-1.057449,2.207181,-1.2646902,19.219162,17.198391,15.15282,6.159264e-10,0.9908611,3101.0898,25.237186,-0.66826487,0.14999999,-1.0,-2.3298566,17.43041,5.200061e-11,,5.2269635,17.43041,1561.9377994537354
,1406,28120,4.4952865,-0.6719197,2.2057219,-1.2654016,19.219162,17.2043,15.154279,6.1505057e-10,0.9914374,3101.2441,25.233585,-0.6682222,0.14999999,-1.0,-0.5981898,17.43041,5.2037617e-11,,5.211295,17.43041,1564.1291978359222
,1407,28140,3.6378016e-27,0.97926784,2.2041283,-1.2661126,19.219162,17.395721,15.155872,6.1417654e-10,0.97948116,3101.209,25.231504,-0.66793996,0.14999999,1.0,-0.26153073,17.43041,6.412991e-08,,48.535156,17.43041,1565.7357580661774
,1408,28160,3.5645374e-15,-0.31218207,2.2146292,-1.266823,19.219162,0.37360495,15.145371,6.133045e-10,1.0289398,3118.1973,25.2283,-0.66924244,0.14999999,-0.30612245,-2.4702597,17.43041,0.34333092,,3.5298126,17.43041,1567.8221533298492
,1409,28180,3.3196185,-0.5362829,2.213193,-1.2672893,19.219162,17.165203,15.146808,6.124342e-10,1.0272039,3118.3887,25.225143,-0.6689237,0.14999999,-0.3469388,-0.24851352,17.43041,0.16428302,,3.323174,17.43041,1569.9579329490662
,1410,28200,3.1251578,-0.4703771,2.2116241,-1.2678821,19.219162,17.361448,15.148376,6.1156585e-10,1.0112888,3118.3906,25.223856,-0.66855544,0.14999999,-0.5102041,-0.17641668,17.43041,0.004101988,,3.1438186,17.43041,1572.31383061409
,1411,28220,3.1084828,-0.6125561,2.2100573,-1.2685882,19.219162,17.357721,15.149943,6.1069927e-10,1.018098,3118.3906,25.221043,-0.6681846,0.14999999,-0.46938777,-0.15597507,17.43041,0.011541167,,3.1085114,17.43041,1574.5085759162903
,1412,28240,3.2856503,-0.5865338,2.2084513,-1.2692885,19.219162,17.418663,15.151549,6.098347e-10,0.99353963,3118.332,25.222387,-0.66785526,0.14999999,-0.59183675,-0.22092287,17.43041,0.00041613748,,3.287282,17.43041,1576.712831735611
,1413,28260,3.2507982,-0.5707093,2.2068796,-1.2699962,19.219162,17.372013,15.153121,6.089718e-10,0.99418485,3118.3223,25.220951,-0.66753006,0.14999999,-0.59183675,-0.20134404,17.43041,0.00041643204,,3.2819693,17.43041,1578.406366109848
,1414,28280,3.1873722,-0.39834657,2.2052975,-1.2707033,19.219162,17.388931,15.154703,6.0811084e-10,1.0050391,3118.291,25.21879,-0.6671965,0.14999999,-0.5510204,-0.18962987,17.43041,0.0013586723,,3.1900089,17.43041,1580.2502448558807
,1415,28300,2.8128757,-0.5254071,2.203741,-1.2714093,19.219162,17.357733,15.15626,6.072516e-10,1.0191044,3118.293,25.208433,-0.6668407,0.14999999,-0.46938777,-0.16817808,17.43041,0.01157377,,3.094752,17.43041,1581.6819024085999
,1416,28320,2.0565296e-11,0.50149816,2.2021275,-1.2721076,19.229837,17.441011,15.157873,6.063942e-10,1.0121044,3118.213,25.219032,-0.66647184,0.14999999,0.5510204,-0.16320881,17.441011,0.068646125,,18.692673,17.441011,1584.0106234550476
,1417,28340,2.324886e-09,-0.3774916,2.2080154,-1.272765,19.229837,6.8148293,15.151985,6.0553856e-10,1.0137067,3128.7578,25.21168,-0.66732806,0.14999999,-0.5102041,-1.887593,17.441011,0.004122068,,3.120081,17.441011,1586.2435247898102
,1418,28360,3.0041294,-0.6438906,2.2065554,-1.2734677,19.229837,17.222914,15.153445,6.0468486e-10,1.0236646,3128.8945,25.204817,-0.66697496,0.14999999,-0.42857143,-0.17978752,17.441011,0.03028035,,3.106545,17.441011,1588.6459407806396
,1419,28380,3.3649492,-0.7380402,2.204976,-1.2741513,19.229837,17.394295,15.155025,6.038329e-10,0.9831567,3128.8613,25.199493,-0.66665626,0.14999999,-0.63265306,-0.23803775,17.441011,0.00011910521,,3.367055,17.441011,1591.1586065292358
,1420,28400,2.7901945,-0.5366329,2.2034168,-1.2748556,19.229837,17.368805,15.156584,6.0298266e-10,0.9834782,3128.8516,25.191708,-0.6664066,0.14999999,-0.63265306,-0.29474,17.441011,0.00011918917,,3.361452,17.441011,1593.5242638587952
,1421,28420,3.085968,-0.2665959,2.2018347,-1.2755595,19.229837,17.40393,15.158166,6.021343e-10,1.0138432,3128.8066,25.183538,-0.6660651,0.14999999,-0.5102041,-0.16420573,17.441011,0.0041336026,,3.106077,17.441011,1596.0562427043915
,1422,28440,0.33493176,-0.040572308,2.2005205,-1.2762601,19.229837,17.027308,15.15948,6.0128774e-10,1.0283328,3129.1387,25.181799,-0.66580963,0.14999999,0.06122449,-0.31612843,17.441011,9.4551735,,9.8097515,17.441011,1598.31529545784
,1423,28460,3.0962753,0.094132975,2.2027264,-1.2703359,19.229837,12.0188465,15.157274,6.004429e-10,1.0350546,3134.4805,25.18946,-0.66595834,0.14999999,-0.2244898,-0.9036994,17.441011,1.2061857,,4.212596,17.441011,1600.4192216396332
,1424,28480,2.7528488e-11,-1.17483,2.207034,-1.2701912,19.229837,9.023976,15.1529665,5.9959987e-10,0.9879504,3142.8164,25.169548,-0.6663856,0.14999999,-1.0,-1.308844,17.441011,5.2287442e-11,,5.25852,17.441011,1602.8394253253937
,1425,28500,4.986607,-0.9670722,2.2056007,-1.2708931,19.229837,17.196747,15.1544,5.9875865e-10,0.98885363,3142.9805,25.171665,-0.6668449,0.14999999,-1.0,-1.307808,17.441011,5.2324155e-11,,5.2428517,17.441011,1605.5109288692474
,1426,28520,8.670204e-09,0.08190996,2.2041407,-1.2715946,19.229837,17.23575,15.15586,5.9791916e-10,1.0474986,3143.1055,25.16655,-0.66664755,0.14999999,-0.020408163,-0.37339813,17.441011,7.5798335,,7.7930417,17.441011,1607.5250778198242
,1427,28540,4.7924123e-11,-1.0404553,2.2084246,-1.2669942,19.229837,9.043568,15.151576,5.9708144e-10,0.9889054,3151.4219,25.159576,-0.6670397,0.14999999,-1.0,-1.2721801,17.441011,5.2120558e-11,,5.2309656,17.441011,1609.4712808132172
,1428,28560,4.399768,-1.1478461,2.206993,-1.2676948,19.229837,17.195484,15.1530075,5.9624544e-10,0.9894014,3151.586,25.154823,-0.66695905,0.14999999,-1.0,-0.53973997,17.441011,5.2157056e-11,,5.215513,17.441011,1612.1356992721558
,1429,28580,4.879077,-0.8551503,2.2055616,-1.2683948,19.229837,17.1987,15.154439,5.954113e-10,0.9902364,3151.748,25.155973,-0.66726494,0.14999999,-1.0,-1.0925184,17.441011,5.219358e-11,,5.2001715,17.441011,1614.2191369533539
,1430,28600,0.13308208,-0.321209,2.20405,-1.2690943,19.229837,17.31598,15.155951,5.9457883e-10,1.0174595,3151.791,25.138557,-0.66702396,0.14999999,-0.46938777,-0.31197867,17.441011,0.011547013,,3.0917845,17.441011,1615.4516208171844
,1431,28620,3.3526142,-0.22102425,2.2025986,-1.2697854,19.229837,17.233335,15.157402,5.937481e-10,1.0272564,3151.918,25.146378,-0.6667113,0.14999999,-0.30612245,-0.23661679,17.441011,0.34434947,,3.5307543,17.441011,1617.3689334392548
,1432,28640,3.985283,-0.2112003,2.2014332,-1.2702433,19.229837,16.825056,15.158567,5.9291916e-10,1.034566,3152.4531,25.14676,-0.6665097,0.14999999,-0.2244898,-0.40469372,17.441011,1.206074,,4.207975,17.441011,1619.6937885284424
,1433,28660,3.808045,-0.29765645,2.2002096,-1.2700995,19.229837,16.913862,15.159791,5.9209193e-10,1.0312513,3152.9004,25.14478,-0.66631687,0.14999999,-0.26530612,-0.4239886,17.441011,0.6688088,,3.8098915,17.441011,1621.4135749340057
,1434,28680,3.4562166,-0.23555581,2.1988497,-1.2703305,19.229837,17.109735,15.161151,5.912664e-10,1.0288112,3153.1504,25.140177,-0.6660147,0.14999999,-0.30612245,-0.2635858,17.441011,0.34453726,,3.511941,17.441011,1623.7176604270935
,1435,28700,3.7711978,-0.3791644,2.1976423,-1.2707874,19.229837,16.89255,15.162358,5.9044264e-10,1.0323994,3153.6172,25.13862,-0.665788,0.14999999,-0.26530612,-0.36887968,17.441011,0.66926897,,3.7962117,17.441011,1624.9445354938507
,1436,28720,1.494078e-13,0.791101,2.1961641,-1.2710178,19.229837,17.286703,15.1638365,5.896206e-10,0.95956755,3153.6914,25.13892,-0.66542375,0.14999999,0.79591835,-0.17460042,17.441011,0.00010741465,,24.369282,17.441011,1626.159539937973
,1437,28740,7.439311e-12,-0.34817842,2.2043457,-1.2717139,19.229837,3.40659,15.155655,5.8880023e-10,1.0272685,3167.6445,25.130644,-0.66650826,0.14999999,-0.3469388,-2.1783493,17.441011,0.16501151,,3.2982426,17.441011,1627.3398203849792
,1438,28760,3.2453933,-0.39990163,2.2029,-1.2722946,19.229837,17.23456,15.157101,5.8798155e-10,1.0277834,3167.7715,25.12827,-0.6661647,0.14999999,-0.3469388,-0.19908929,17.441011,0.16510737,,3.2929797,17.441011,1629.5839037895203
,1439,28780,0.0010446975,-1.0118291,2.2014313,-1.272875,19.229837,17.270525,15.158569,5.8716465e-10,0.98913074,3167.8594,25.126366,-0.6657943,0.14999999,-1.0,-0.16041534,17.441011,5.242795e-11,,5.2175756,17.441011,1631.5865099430084
,1440,28800,0.0007317509,-0.3934745,2.200018,-1.2735697,19.229837,17.192247,15.159983,5.8634947e-10,1.0258529,3168.0254,25.124191,-0.6656572,0.14999999,-0.3877551,-0.45660326,17.441011,0.07342452,,3.1606605,17.441011,1633.9376628398895
,1441,28820,3.127978,-0.4357056,2.1985636,-1.2742128,19.229837,17.256851,15.161437,5.855359e-10,1.0263491,3168.1309,25.121984,-0.6652907,0.14999999,-0.3877551,-0.16293225,17.441011,0.07347176,,3.1559284,17.441011,1636.2104041576385
,1442,28840,0.0026020713,-1.1520672,2.1970596,-1.2748556,19.229837,17.330389,15.162941,5.8472405e-10,0.98942626,3168.1602,25.11886,-0.6649132,0.14999999,-1.0,-0.14655373,17.441011,5.253185e-11,,5.2095633,17.441011,1638.8046095371246
,1443,28860,4.888741,-0.70674,2.1956453,-1.2755488,19.229837,17.20119,15.164355,5.839139e-10,0.9902569,3168.3164,25.120134,-0.6652384,0.14999999,-1.0,-1.1226296,17.441011,5.2568335e-11,,5.19441,17.441011,1641.4203696250916
,1444,28880,0.63546866,-0.37738103,2.1941118,-1.2762417,19.229837,17.379189,15.165889,5.831055e-10,1.0239383,3168.2988,25.1246,-0.6649844,0.14999999,-0.42857143,-0.2879319,17.441011,0.030364472,,3.090414,17.441011,1643.345499753952
,1445,28900,2.9780366,-0.4092887,2.1926308,-1.2769129,19.229837,17.308392,15.16737,5.8229865e-10,1.024368,3168.3516,25.121572,-0.66462654,0.14999999,-0.42857143,-0.17131513,17.441011,0.030384857,,3.0859497,17.441011,1644.5691928863525
,1446,28920,3.0662117,-0.27001247,2.191105,-1.2775836,19.229837,17.372728,15.168896,5.814935e-10,1.0279751,3168.338,25.120478,-0.6642558,0.14999999,-0.3877551,-0.15256584,17.441011,0.07371984,,3.1470764,17.441011,1646.2854535579681
,1447,28940,0.0007601242,0.68775374,2.1897774,-1.278224,19.229837,17.090275,15.170223,5.806901e-10,0.9584119,3168.6074,25.120478,-0.66398394,0.14999999,0.3469388,-0.29820952,17.441011,1.9612501,,15.829898,17.441011,1648.5152983665466
,1448,28960,9.834897e-10,-0.10424045,2.1969404,-1.2775604,19.229837,4.798105,15.16306,5.7988836e-10,1.0301863,3181.17,25.112343,-0.66498774,0.14999999,-0.3469388,-2.0727656,17.441011,0.16597907,,3.2760947,17.441011,1650.5242795944214
,1449,28980,2.1744912,-0.34214973,2.1965256,-1.2781361,19.229837,15.764531,15.163475,5.7908817e-10,1.0313351,3182.7656,25.088459,-0.6649944,0.14999999,-0.30612245,-0.70431,17.441011,0.34723708,,3.4794085,17.441011,1651.6898279190063
,1450,29000,3.2350905,-0.4130019,2.1951056,-1.2785864,19.229837,17.222446,15.164895,5.782897e-10,1.0299596,3182.9023,25.086082,-0.66464984,0.14999999,-0.3469388,-0.1963851,17.441011,0.16614947,,3.265736,17.441011,1652.9999101161957
,1451,29020,3.0641346,-0.41719446,2.193634,-1.2791612,19.229837,17.300388,15.166367,5.774929e-10,1.0245029,3182.963,25.08334,-0.6642729,0.14999999,-0.42857143,-0.14697056,17.441011,0.030453248,,3.069409,17.441011,1654.197205543518
,1452,29040,3.0135298,-0.3226895,2.1921425,-1.2798291,19.229837,17.332006,15.167858,5.7669775e-10,1.0285137,3182.9902,25.08188,-0.6638982,0.14999999,-0.3877551,-0.1441901,17.441011,0.07388555,,3.1272397,17.441011,1656.4066762924194
,1453,29060,2.9987361,-0.54334086,2.190733,-1.2804668,19.229837,17.214123,15.169268,5.759042e-10,1.0289212,3183.1348,25.078445,-0.66356933,0.14999999,-0.3877551,-0.21408792,17.441011,0.07393269,,3.1226678,17.441011,1658.5721712112427
,1454,29080,2.159565,-0.6659462,2.1892214,-1.2811038,19.229837,17.366915,15.170779,5.7511235e-10,0.96617746,3183.129,25.073236,-0.6632089,0.14999999,-0.67346936,-0.16802374,17.441011,3.172314e-05,,3.5033438,17.441011,1660.7348487377167
