LQGsigma_higher,ReturnMax,IWLastEpisode,IWMax,DenMISELogLast,ReturnStepMax,TimestepsSoFar,IWMin,DenMISELogFirst,TimeElapsed,Regret,Iteration,IWMean,delta,ReturnAbsMax,Bound,IWFirstEpisode,LQGmu1_higher,LQGmu1_actor,ReturnMin,Regret/t,ReturnLastEpisode,DenMISEMeanLog,ReturnMean
0.14999999,17.402496,4.268634e-30,8.189488,-1.4541764,19.19029,520,,-0.77495146,8.691585779190063,121.87872,26,1.2923366,1.7986008e-06,17.402496,81.91253,0.0011924972,0.63265306,0.7549199,,4.687643,17.197382,-0.8346386,12.672358
0.14999999,17.402496,9.631708e-11,5.4801,-0.97646475,19.19029,540,,-0.8126459,8.877089500427246,135.32288,27,1.0821887,1.6678383e-06,17.402496,78.698586,0.60835373,-0.30612245,-0.24560173,,5.011958,3.9158745,-0.83345133,12.3480425
0.14999999,17.402496,1.0017262,6.075105,-0.5960159,19.19029,560,,-0.82673204,9.064911603927612,135.74548,28,1.1317971,1.5508342e-06,17.402496,76.693985,6.075105,0.020408163,-0.108455695,,4.848053,16.937363,-0.8238303,12.511948
0.14999999,17.402496,1.1673444e-08,8.112959,-0.6088721,19.19029,580,,-0.66546077,9.251335144042969,137.02985,29,1.1299809,1.4457245e-06,17.402496,76.23491,1.5591045e-06,0.8367347,1.0284038,,4.7251673,16.07565,-0.81415266,12.634833
0.14999999,17.402496,,8.344344,-1.3222672,19.19029,600,,-0.6993623,9.437924146652222,154.3899,30,1.1232499,1.3509492e-06,17.402496,75.98963,6.179682e-10,-1.0,-0.8819306,,5.146329,,-0.8296894,12.213672
0.14999999,17.402496,0.23091611,5.762394,-0.62679803,19.19029,620,,-0.7321521,9.661675453186035,154.45993,31,0.9227577,1.2651968e-06,17.402496,74.675514,0.012114629,-0.5102041,-0.83212936,,4.9825783,17.28994,-0.8217399,12.377422
0.14999999,17.402496,5.066492,5.1145906,-0.67360586,19.19029,640,,-0.7635101,9.866913080215454,154.49896,32,1.1112014,1.1873576e-06,17.402496,75.403275,2.5948339e-06,-0.79591835,-0.7641775,,4.8280926,17.320934,-0.8208139,12.531908
0.14999999,17.402496,9.894517e-15,6.927982,-0.59020954,19.19029,660,,-0.79428166,10.056880950927734,154.4797,33,0.8414137,1.1164868e-06,17.402496,73.3616,0.059546944,0.46938777,0.42523804,,4.681204,17.379251,-0.81188,12.678797
0.14999999,17.402496,0.0017697637,5.511585,-0.92431706,19.19029,680,,-0.8223318,10.251294374465942,164.38141,34,1.2101898,1.051777e-06,17.402496,73.37831,2.52358,-0.18367347,0.08113,,4.8347483,7.4582825,-0.82122254,12.525252
0.14999999,17.402496,4.9959693,6.667845,-0.86412036,19.19029,700,,-0.7797218,10.44257378578186,172.69672,35,0.857286,9.925341e-07,17.402496,70.71997,3.0762377,0.18367347,0.0427493,,4.9341917,9.044725,-0.81801254,12.425809
0.14999999,17.402496,7.981153e-09,11.757851,-0.7385027,19.19029,720,,-0.72365034,10.634348630905151,180.9591,36,0.851272,9.3815913e-07,17.402496,70.75075,2.3469446e-09,1.0,0.6453092,,5.026642,9.097612,-0.82068026,12.333359
0.14999999,17.402496,6.463298e-20,5.2610545,-0.99485296,19.19029,740,,-0.7510493,10.82804799079895,193.00583,37,1.1324706,8.881331e-07,17.402496,70.38139,2.562701e-06,-0.79591835,-0.9319976,,5.2163744,5.313257,-0.8313321,12.143626
0.14999999,17.402496,4.539009,7.896447,-0.6372901,19.19029,760,,-0.7777175,11.026060342788696,193.10724,38,1.1188475,8.4200434e-07,17.402496,69.12364,6.6833716e-10,-1.0,-0.8205689,,5.081769,17.258623,-0.8239194,12.278232
0.14999999,17.402496,3.018566e-06,5.7970505,-0.53903145,19.19029,780,,-0.80369294,11.219528198242188,193.1478,39,1.2489328,7.993782e-07,17.402496,68.24634,5.7801094,-0.020408163,-0.17018436,,4.952507,17.31943,-0.8149062,12.407494
0.14999999,17.402496,3.4275758,5.381199,-0.66431993,19.19029,800,,-0.69080836,11.413197994232178,193.86041,40,1.0025152,7.599088e-07,17.402496,67.438225,0.53857076,-0.30612245,-0.2798402,,4.84651,16.647379,-0.8062848,12.513491
0.14999999,17.402496,0.30974627,4.7565274,-0.6159707,19.19029,820,,-0.70212656,11.608368158340454,194.14197,41,0.81466854,7.2329226e-07,17.402496,66.69793,0.00048401474,-0.63265306,-0.46614987,,4.7351704,17.07842,-0.802345,12.62483
0.14999999,17.402496,1.5535873e-12,8.021728,-0.6920794,19.19029,840,,-0.72621226,11.803141355514526,194.13654,42,1.2096199,6.8925965e-07,17.402496,66.66078,0.0003567778,0.67346936,0.8186916,,4.622299,17.365446,-0.804543,12.737701
0.14999999,17.402496,7.225106e-15,5.352874,-1.0309426,19.19029,860,,-0.7497343,11.999308586120605,208.49432,43,0.9371886,6.5757393e-07,17.402496,65.22159,0.07141197,-0.42857143,-0.59907,,4.8487053,3.0022051,-0.8065653,12.511295
0.14999999,17.402496,1.4579804,4.857523,-0.6540822,19.19029,880,,-0.77106446,12.231497526168823,208.46283,44,1.1827617,6.280238e-07,17.402496,65.10523,5.7895807e-07,-0.8367347,-1.0128372,,4.737792,17.391514,-0.8051433,12.622209
0.14999999,17.402496,6.805727e-19,8.063558,-0.78289056,19.19029,900,,-0.79353726,12.429343700408936,208.62396,45,0.73778117,6.0042186e-07,17.402496,64.57105,0.26705468,0.3877551,0.1078127,,4.6360884,17.198874,-0.80147594,12.723912
0.14999999,17.402496,1.5945318,5.3582683,-0.8847403,19.19029,920,,-0.80959916,12.629925966262817,216.98517,46,1.215736,5.7460034e-07,17.402496,64.65927,3.4413247,-0.14285715,-0.41774303,,4.7170687,8.998824,-0.8095834,12.642932
0.14999999,17.402496,0.0027315542,7.816141,-0.6527827,19.19029,940,,-0.7589602,12.82886028289795,217.02435,47,1.0779959,5.5040925e-07,17.402496,63.809795,6.559181e-10,-1.0,-1.1295804,,4.6175394,17.320776,-0.80247045,12.742461
0.14999999,17.402496,0.0019431268,5.3198986,-1.3034071,19.19029,960,,-0.78001356,13.028306007385254,217.18347,48,0.93186706,5.277145e-07,17.402496,62.818504,0.012708554,-0.5102041,-0.6584213,,4.5246553,17.200869,-0.81213397,12.835345
0.14999999,17.402496,3.1751058e-06,6.926323,-0.629364,19.19029,980,,-0.80036813,13.230246305465698,217.14368,49,0.93635815,5.063948e-07,17.402496,62.045258,4.1115036,0.14285715,0.18554328,,4.4315042,17.399742,-0.8103113,12.928496
0.14999999,17.402496,2.5343186e-06,12.124637,-0.87711704,19.19029,1000,,-0.73999757,13.431951999664307,225.71252,50,0.74870896,4.8634166e-07,17.402496,61.81531,2.3856275e-09,1.0,1.0225481,,4.5142508,8.791213,-0.81358445,12.84575
0.14999999,17.402496,1.7263258e-27,5.16817,-1.3196965,19.19029,1020,,-0.7598002,13.634358167648315,243.07257,51,0.9479405,4.6745637e-07,17.402496,61.768154,0.00015268258,-0.67346936,-0.53981036,,4.7661285,,-0.8293099,12.593872
0.14999999,17.402496,0.04470431,7.4019556,-0.6202342,19.19029,1040,,-0.77921534,13.837582349777222,243.05634,52,1.0986303,4.496502e-07,17.402496,61.316788,6.693386e-10,-1.0,-1.0205624,,4.67416,17.376131,-0.8266543,12.685841
0.14999999,17.402496,6.560017e-05,5.218119,-0.7326553,19.19029,1060,,-0.7982635,14.040395736694336,243.22552,53,1.0205476,4.3284237e-07,17.402496,60.91568,0.5996667,-0.30612245,-0.58291316,,4.589161,17.190834,-0.82376647,12.77084
0.14999999,17.407549,2.2399811e-18,8.521362,-0.6301164,19.195808,1080,,-0.8057047,14.247682571411133,243.17804,54,1.0855705,4.1695958e-07,17.407549,60.3415,7.678962e-06,0.79591835,0.6519879,,4.503297,17.407549,-0.8202417,12.856704
0.14999999,17.407549,9.15376e-15,5.077797,-1.0772104,19.195808,1100,,-0.8240537,14.633609294891357,255.30365,55,1.00879,4.0193527e-07,17.407549,60.138817,0.0017051811,-0.59183675,-0.6175276,,4.641884,5.234372,-0.8242335,12.718117
0.14999999,17.407549,3.1373016e-13,8.217672,-0.57612,19.195808,1120,,-0.8420412,14.99246883392334,255.27747,56,1.0123703,3.8770855e-07,17.407549,60.117245,0.010349294,0.5510204,0.7690065,,4.558526,17.386143,-0.82005227,12.801475
0.14999999,17.407549,7.2462826e-06,6.1121926,-1.0351409,19.195808,1140,,-0.85955596,15.401575803756714,268.91705,57,1.1034726,3.7422413e-07,17.407549,59.22004,6.1121926,-0.020408163,0.3136337,,4.717843,3.7204254,-0.8243506,12.642158
0.14999999,17.407549,1.3134647e-12,4.8016777,-1.071194,19.195808,1160,,-0.77508503,15.610125064849854,278.068,58,1.111983,3.6143112e-07,17.407549,59.13294,5.812906e-07,-0.8367347,-0.66080034,,4.794276,8.209064,-0.8273913,12.565724
0.14999999,17.407549,2.5197789e-08,7.497492,-0.58471334,19.195808,1180,,-0.7921794,15.817829132080078,278.03668,59,0.80715376,3.4928303e-07,17.407549,59.126987,1.4552312,0.26530612,-0.030848414,,4.712487,17.391258,-0.82179856,12.647513
0.14999999,17.407549,0.013901119,5.025199,-0.75889784,19.195808,1200,,-0.7846209,16.032179594039917,282.65045,60,1.0655415,3.377373e-07,17.407549,58.78609,0.004747334,-0.5510204,-0.47792804,,4.71084,12.746332,-0.8243163,12.64916
0.14999999,17.407549,0.011324824,7.4175625,-0.5979309,19.195808,1220,,-0.80107105,16.245573043823242,282.6565,61,1.0444657,3.2675467e-07,17.407549,57.55716,6.8412886e-10,-1.0,-0.7594315,,4.633712,17.353954,-0.8199244,12.726289
0.14999999,17.407549,3.8939836,4.678548,-0.54546195,19.195808,1240,,-0.8173316,16.473970651626587,282.65057,62,1.0943736,3.162992e-07,17.407549,57.911293,0.00016172421,-0.67346936,-0.7943414,,4.55888,17.365934,-0.81530416,12.801121
0.14999999,17.407549,0.0032179959,5.535678,-0.49906307,19.195808,1260,,-0.8333293,16.848539352416992,282.65912,63,0.9775078,3.0633765e-07,17.407549,57.12039,1.7155309,-0.2244898,-0.225897,,4.4866524,17.351454,-0.8090986,12.873348
0.14999999,17.407549,2.0789099,4.9387035,-0.6664829,19.195808,1280,,-0.8222112,17.17094898223877,283.19348,64,0.9931716,2.968394e-07,17.407549,56.715076,0.07677986,-0.42857143,-0.48788965,,4.424898,16.825645,-0.8075471,12.935102
0.14999999,17.407549,0.9316312,4.496732,-0.5377218,19.195808,1300,,-0.8365164,17.386898517608643,283.21185,65,1.0982937,2.8777617e-07,17.407549,56.380264,1.1705825e-05,-0.75510204,-0.9075991,,4.3571053,17.341578,-0.80376506,13.002895
0.14999999,17.407549,1.1543823e-07,6.064872,-0.5385732,19.195808,1320,,-0.8517837,17.628557920455933,283.29785,66,1.0768157,2.791217e-07,17.407549,55.788055,6.064872,-0.020408163,-0.07232717,,4.292392,17.273973,-0.7985323,13.067609
0.14999999,17.407549,1.3367165e-06,8.760033,-0.7107265,19.195808,1340,,-0.7789096,17.84323787689209,286.06458,67,1.155451,2.708519e-07,17.407549,55.38498,2.9718512e-05,0.75510204,0.85754156,,4.269621,14.593299,-0.79648834,13.09038
0.14999999,17.407549,4.212159e-33,7.318777,-1.1513947,19.195808,1360,,-0.79372424,18.05796718597412,301.01526,68,1.021391,2.6294424e-07,17.407549,55.22369,6.79121e-10,-1.0,-0.7836188,,4.426696,2.4092958,-0.80009866,12.933305
0.14999999,17.407549,3.0803344e-15,8.07302,-0.49753445,19.195808,1380,,-0.808323,18.27565097808838,301.02704,69,0.7889213,2.553779e-07,17.407549,55.156498,0.06038895,0.46938777,0.314161,,4.36271,17.34832,-0.79579073,12.997291
0.14999999,17.407549,9.846599e-12,4.433037,-1.0618379,19.195808,1400,,-0.82183695,18.492625951766968,310.18097,70,1.1315292,2.4813352e-07,17.407549,55.113,2.750683e-06,-0.79591835,-1.0910519,,4.431156,8.20605,-0.80292034,12.928844
0.14999999,17.407549,,12.608409,-1.0608181,19.195808,1420,,-0.83602154,18.70871067047119,310.34155,71,0.8271075,2.4119305e-07,17.407549,54.9105,2.626063e-09,1.0,0.911181,,4.371008,17.199419,-0.8049646,12.988993
0.14999999,17.407549,0.00024170164,7.165037,-1.1727864,19.195808,1440,,-0.85000783,18.927139282226562,326.156,72,0.8489144,2.3453978e-07,17.407549,54.75539,2.3408513,0.2244898,0.2441956,,4.5299444,1.5455079,-0.8130189,12.830056
0.14999999,17.407549,0.0003033188,5.1731815,-0.9792165,19.195808,1460,,-0.83180666,19.176763772964478,334.95422,73,0.9808042,2.2815804e-07,17.407549,54.73768,0.07752013,-0.42857143,-0.5476775,,4.588414,8.561729,-0.81764317,12.771586
0.14999999,17.407549,0.2456635,5.585766,-0.5624468,19.195808,1480,,-0.84435093,19.39830493927002,334.93347,74,0.993953,2.2203328e-07,17.407549,54.198658,2.5797637,-0.18367347,-0.16489778,,4.526129,17.380789,-0.8146722,12.833872
0.14999999,17.407549,0.092267826,4.6643586,-0.68935657,19.195808,1500,,-0.8235062,19.638550519943237,335.83527,75,1.0649629,2.1615185e-07,17.407549,53.90277,0.0017042479,-0.59183675,-0.6249986,,4.477804,16.45821,-0.81333834,12.882196
0.14999999,17.407549,0.19406413,7.3066754,-0.50727534,19.195808,1520,,-0.8367287,19.862613677978516,335.8352,76,1.0268258,2.1050109e-07,17.407549,53.55539,7.0896367e-10,-1.0,-1.0286286,,4.4188833,17.360168,-0.808679,12.941117
0.14999999,17.407549,1.3865559e-10,6.3117023,-0.7778626,19.195808,1540,,-0.84980077,20.083892345428467,335.99493,77,1.0587349,2.0506903e-07,17.407549,53.049706,6.21688,0.020408163,0.088807896,,4.36357,17.200264,-0.808253,12.99643
0.14999999,17.407549,3.7267314e-06,4.455078,-0.85427046,19.195808,1560,,-0.7850594,20.30549120903015,344.32202,78,1.0807619,1.9984455e-07,17.407549,52.795807,4.3299686e-05,-0.71428573,-0.60533714,,4.414385,9.032846,-0.8083963,12.945616
0.14999999,17.407549,3.601104,4.6570415,-0.50417686,19.195808,1580,,-0.79779786,20.53086256980896,344.27698,79,1.0449153,1.948172e-07,17.407549,52.470207,0.0129365865,-0.5102041,-0.76960164,,4.357936,17.405079,-0.8037041,13.002065
0.14999999,17.407549,3.8559732,4.3376775,-0.4715942,19.195808,1600,,-0.8102129,20.788519382476807,344.28662,80,1.1204712,1.899772e-07,17.407549,52.407272,6.020728e-07,-0.8367347,-1.091388,,4.303583,17.350357,-0.79919255,13.056417
0.14999999,17.407549,6.507861,6.968182,-1.0804242,19.195808,1620,,-0.8226354,21.015670776367188,344.44604,81,1.0786028,1.8531539e-07,17.407549,52.6032,6.99042e-10,-1.0,-0.8992744,,4.2524204,17.200481,-0.8013765,13.10758
0.14999999,17.407549,4.3538387e-15,8.185793,-0.46626243,19.195808,1640,,-0.8349055,21.248980045318604,344.52087,82,0.7868028,1.8082306e-07,17.407549,52.21882,0.527671,0.3469388,0.13073988,,4.201474,17.285126,-0.7966279,13.158526
0.14999999,17.407549,0.75011766,5.609563,-0.93108845,19.195808,1660,,-0.8406125,21.47499918937683,352.93176,83,0.9825533,1.7649211e-07,17.407549,52.001213,2.5701373,-0.18367347,-0.20399298,,4.2521906,8.949028,-0.8010408,13.10781
0.14999999,17.407549,9.284835e-07,8.930381,-0.6871418,19.195808,1680,,-0.8220929,21.706866979599,353.45972,84,0.9847823,1.7231491e-07,17.407549,51.728245,0.0012500596,0.63265306,0.747609,,4.2078543,16.832235,-0.8000984,13.152146
0.14999999,17.407549,0.0008183998,6.7226477,-1.1749558,19.195808,1700,,-0.8339125,21.93089723587036,366.80396,85,1.0658243,1.6828433e-07,17.407549,51.51355,5.169238,0.10204082,-0.07130041,,4.31534,4.0158873,-0.8050459,13.044661
0.14999999,17.407549,2.4098756,5.2931347,-0.7377986,19.195808,1720,,-0.78657144,22.168709754943848,369.29224,86,0.9480451,1.6439348e-07,17.407549,51.224762,1.0222104,-0.26530612,-0.34937623,,4.294095,14.871601,-0.8037827,13.065906
0.14999999,17.407549,0.00041021875,6.89149,-0.62991935,19.195808,1740,,-0.7863162,22.424684762954712,369.4768,87,1.0601453,1.6063603e-07,17.407549,51.145443,6.7410855e-10,-1.0,-1.0228564,,4.2468596,17.175358,-0.8025375,13.113141
0.14999999,17.407549,,13.20816,-0.71861833,19.195808,1760,,-0.79774487,22.68394112586975,369.63965,88,0.8416698,1.5700596e-07,17.407549,50.92275,2.5274454e-09,1.0,0.8501426,,4.200451,17.197212,-0.80114955,13.15955
0.14999999,17.407549,5.5050316e-21,4.5909195,-1.2328213,19.195808,1780,,-0.8090444,23.070849418640137,384.47534,89,1.0586227,1.5349757e-07,17.407549,50.8664,0.00053863233,-0.63265306,-0.6112574,,4.319948,2.524334,-0.80815864,13.040052
0.14999999,17.407549,1.4643142,4.9823585,-0.5132783,19.195808,1800,,-0.8202117,23.525599718093872,384.48938,90,0.9336622,1.5010546e-07,17.407549,50.485874,0.1650275,-0.3877551,-0.21423788,,4.2721043,17.345913,-0.8043818,13.087896
0.14999999,17.407549,3.9285705,5.5880675,-0.66983145,19.195808,1820,,-0.82942957,24.052711009979248,385.00513,91,1.0971551,1.4682455e-07,17.407549,50.878746,4.5021467,-0.10204082,-0.11044374,,4.2308264,16.844168,-0.80374783,13.129174
0.14999999,17.407549,4.273984e-05,4.3936534,-0.68363,19.195808,1840,,-0.79206944,24.539037227630615,386.4563,92,1.0932689,1.4365008e-07,17.407549,50.190628,5.912475e-07,-0.8367347,-0.75135696,,4.200611,15.908957,-0.8015859,13.1593895
0.14999999,17.407549,3.3456863e-23,9.312345,-0.47139117,19.195808,1860,,-0.80288035,25.058425426483154,386.46838,93,1.2120554,1.4057744e-07,17.407549,50.077454,7.6573015e-06,0.79591835,0.83987445,,4.155574,17.34794,-0.7971782,13.204427
0.14999999,17.407549,2.3944589e-08,5.4383345,-1.1899503,19.195808,1880,,-0.81357557,25.597459077835083,401.146,94,1.1073424,1.3760231e-07,17.407549,49.74823,4.4313316,-0.10204082,0.035574533,,4.2675104,2.6823301,-0.7995293,13.09249
0.14999999,17.407549,8.363555e-05,4.4477477,-0.8048516,19.195808,1900,,-0.7780933,26.389467239379883,409.4027,95,1.0706564,1.3472066e-07,17.407549,49.692802,0.00015550136,-0.67346936,-0.56304383,,4.3095016,9.103254,-0.7986445,13.050499
0.14999999,17.407549,0.06481304,6.9379635,-0.5284752,19.195808,1920,,-0.78856295,27.166154146194458,409.36426,96,1.0281836,1.3192863e-07,17.407549,49.28447,6.7562483e-10,-1.0,-0.9504475,,4.2642107,17.398542,-0.7952221,13.09579
0.14999999,17.407549,1.7761349e-12,7.4130697,-0.54813564,19.195808,1940,,-0.7989257,27.951767444610596,409.48547,97,0.93153507,1.2922246e-07,17.407549,49.26634,3.1358843,0.18367347,0.2498551,,4.2214994,17.238615,-0.79258335,13.138501
0.14999999,17.407549,1.9859539e-05,4.7660675,-1.0325485,19.195808,1960,,-0.7773651,28.74432635307312,418.3092,98,1.0044641,1.265987e-07,17.407549,49.190083,0.012674942,-0.5102041,-0.6405983,,4.268461,8.536272,-0.7959163,13.091539
0.14999999,17.407549,5.5713407e-12,8.420459,-0.48774844,19.195808,1980,,-0.78738815,29.39014172554016,418.28333,99,0.72243154,1.2405411e-07,17.407549,48.97104,0.05913786,0.46938777,0.15299577,,4.2250843,17.385868,-0.79288274,13.134916
0.14999999,17.407549,7.4770526e-08,4.3041615,-0.9383469,19.195808,2000,,-0.7968413,30.069252014160156,426.75183,100,1.0876738,1.2158542e-07,17.407549,48.827118,1.1250492e-05,-0.75510204,-0.90629274,,4.267519,8.891534,-0.7972466,13.092482
0.14999999,17.407549,3.6304486,6.7818003,-0.5063092,19.195808,2020,,-0.80679154,30.83829689025879,426.83203,101,1.042512,1.1918971e-07,17.407549,48.54325,6.880534e-10,-1.0,-1.04902,,4.226059,17.279882,-0.7936081,13.133942
0.14999999,17.407549,5.4588237e-11,6.119915,-0.8056565,19.195808,2040,,-0.81664383,31.718604803085327,426.9972,102,1.1381849,1.1686409e-07,17.407549,48.39776,6.014127,0.020408163,-0.09542343,,4.186247,17.194843,-0.7934859,13.173754
0.14999999,17.407549,2.82045,5.252038,-0.70005137,19.195808,2060,,-0.7691108,32.52315545082092,428.8695,103,0.9510879,1.14605925e-07,17.407549,48.55117,1.0045168,-0.26530612,-0.3950657,,4.163781,15.487778,-0.791427,13.196219
0.14999999,17.407549,2.895031,4.603119,-0.6253003,19.195808,2080,,-0.76906735,33.21738839149475,428.88135,104,1.0314088,1.1241255e-07,17.407549,48.125614,0.0046740677,-0.5510204,-0.5412716,,4.1238594,17.3481,-0.7904087,13.236141
0.14999999,17.407549,0.3612913,4.34444,-0.51672226,19.195808,2100,,-0.7785919,33.784096002578735,428.85327,105,1.0981421,1.10281555e-07,17.407549,47.845573,1.1995438e-07,-0.877551,-0.5921805,,4.084317,17.388004,-0.78761655,13.275683
