Iteration,ReturnMean,IWMean,TimestepsSoFar,ReturnLastEpisode,LQGsigma_higher,DenMISELogLast,delta,IWFirstEpisode,ReturnAbsMax,LQGmu1_actor,DenMISELogFirst,DenMISEMeanLog,ReturnMax,TimeElapsed,IWMin,Bound,IWLastEpisode,LQGmu1_higher,ReturnStepMax,Regret,Regret/t,IWMax,ReturnMin
2971,15.857018,0.9820588,59420,13.1219,0.14999999,-1.1482135,1.3774511e-10,2.0338734e-07,17.43871,1.1021739,-1.6559622,-0.5567698,17.43871,6326.566694021225,,22.73907,3.5892433e-10,1.0,19.227707,4465.3594,1.5029821,79.07393,
2972,15.851684,0.9930359,59440,,0.14999999,-3.445874,1.3765243e-10,1.2459893,17.43871,0.348027,-1.6562988,-0.55775076,17.43871,6330.094192743301,,22.736525,0.003485777,0.42857143,19.227707,4482.7188,1.508317,24.39491,
2973,15.849044,1.0125692,59460,8.001872,0.14999999,-2.1188211,1.3755984e-10,0.73052335,17.43871,-0.19714376,-1.656216,-0.55827916,17.43871,6333.617534160614,,22.7283,0.0051823407,-0.26530612,19.227707,4492.074,1.5109568,4.229532,
2974,15.849319,1.0129255,59480,16.670012,0.14999999,-0.5653931,1.3746734e-10,0.73058957,17.43871,-0.04506512,-1.6563066,-0.55827755,17.43871,6338.681181430817,,22.729078,4.2220793,-0.26530612,19.227707,4492.7656,1.5106812,4.2249436,
2975,15.848542,1.0061895,59500,13.533914,0.14999999,-1.1127391,1.3737496e-10,7.8813286,17.43871,-0.05595484,-1.6563972,-0.55845946,17.43871,6343.404966592789,,22.732609,8.045539,-0.06122449,19.227707,4496.586,1.5114584,9.097588,
2976,15.847941,1.0138962,59520,14.060615,0.14999999,-1.0660341,1.3728266e-10,5.6667266,17.43871,0.03760474,-1.6540877,-0.5586284,17.43871,6347.832852602005,,22.728449,7.36705,-0.10204082,19.227707,4499.8906,1.5120592,7.7158656,
2977,15.845676,1.0044667,59540,9.107401,0.14999999,-1.4384922,1.3719043e-10,4.9331398e-08,17.43871,-0.7381763,-1.6525213,-0.5589195,17.43871,6352.985164403915,,22.726044,4.6952752e-07,-0.8367347,19.227707,4508.1445,1.5143242,2.86406,
2978,15.846182,1.0022182,59560,17.349218,0.14999999,-0.08405917,1.3709832e-10,2.596288e-07,17.43871,-0.7168466,-1.6528571,-0.5587584,17.43871,6355.295205831528,,22.724997,2.6862564,-0.79591835,19.227707,4508.1523,1.5138187,2.8658419,
2979,15.846692,0.99819523,59580,17.366299,0.14999999,-0.0882279,1.3700628e-10,2.4255265e-05,17.43871,-0.556382,-1.6531929,-0.5585998,17.43871,6358.716145992279,,22.72702,2.785971,-0.67346936,19.227707,4508.1445,1.5133085,2.9397092,
2980,15.847205,0.9969575,59600,17.378057,0.14999999,-0.13941287,1.3691434e-10,9.4930874e-05,17.43871,-0.6373601,-1.6535285,-0.5584599,17.43871,6362.989524841309,,22.725319,2.686721,-0.63265306,19.227707,4508.129,1.5127954,2.9749188,
2981,15.847723,0.9972382,59620,17.392168,0.14999999,-0.10864702,1.3682251e-10,9.496275e-05,17.43871,-0.43136352,-1.6538639,-0.5583099,17.43871,6367.201598644257,,22.726517,2.9633965,-0.63265306,19.227707,4508.0977,1.5122776,2.972949,
2982,15.848204,0.99072576,59640,17.28002,0.14999999,-0.20527591,1.3673077e-10,0.0036486133,17.43871,-0.62191516,-1.6541994,-0.55819273,17.43871,6371.014500617981,,22.722069,2.8443308,-0.5102041,19.227707,4508.1797,1.511797,3.1295047,
2983,15.848723,0.9973507,59660,17.397614,0.14999999,-0.11262849,1.3663909e-10,9.502635e-05,17.43871,-0.46417332,-1.6545334,-0.55804634,17.43871,6374.648167133331,,22.72291,2.9690666,-0.63265306,19.227707,4508.1406,1.5112772,2.9697711,
2984,15.849222,0.99114895,59680,17.339502,0.14999999,-0.18372189,1.3654752e-10,0.003651057,17.43871,-0.40604475,-1.6548685,-0.55792195,17.43871,6378.26292514801,,22.723366,3.0490139,-0.5102041,19.227707,4508.164,1.5107784,3.1261165,
2985,15.849691,0.99021244,59700,17.247221,0.14999999,-0.22250532,1.3645605e-10,0.010626565,17.43871,-0.35061395,-1.6552024,-0.5578127,17.43871,6381.8030779361725,,22.723577,3.0389855,-0.46938777,19.227707,4508.2734,1.5103092,3.1968498,
2986,15.8501625,0.99126065,59720,17.2562,0.14999999,-0.27388534,1.3636468e-10,0.028721744,17.43871,-0.445334,-1.6555338,-0.5577208,17.43871,6385.295608043671,,22.722906,3.0557168,-0.42857143,19.227707,4508.375,1.5098381,3.284772,
2987,15.850654,0.99155474,59740,17.320055,0.14999999,-0.19318533,1.362734e-10,0.028731085,17.43871,-0.4705495,-1.655859,-0.55760187,17.43871,6388.7214179039,,22.72377,3.2063165,-0.42857143,19.227707,4508.418,1.509347,3.2822614,
2988,15.851164,0.9909413,59760,17.374725,0.14999999,-0.17719534,1.3618218e-10,0.010637003,17.43871,-0.32673824,-1.6561841,-0.5574774,17.43871,6392.211150169373,,22.724411,3.1751246,-0.46938777,19.227707,4508.4062,1.5088367,3.189897,
2989,15.851636,0.9952776,59780,17.262089,0.14999999,-0.30120936,1.3609107e-10,0.07213625,17.43871,-0.49109215,-1.6565151,-0.5573948,17.43871,6395.806328058243,,22.72421,3.3090339,-0.3877551,19.227707,4508.504,1.5083647,3.398078,
2990,15.852142,0.9912683,59800,17.367657,0.14999999,-0.16470113,1.3600007e-10,0.010643827,17.43871,-0.64927536,-1.6568255,-0.5572651,17.43871,6399.4341769218445,,22.722952,3.1031392,-0.46938777,19.227707,4508.496,1.5078583,3.1855497,
2991,15.852649,0.9919692,59820,17.364754,0.14999999,-0.10272205,1.3590913e-10,0.0036594195,17.43871,-0.47548816,-1.6571563,-0.5571161,17.43871,6402.990472316742,,22.714523,1.9176633,-0.5102041,19.227707,4508.4883,1.5073519,3.1122098,
2992,15.853145,0.9913211,59840,17.338345,0.14999999,-0.17169908,1.3581831e-10,0.010650895,17.43871,-0.64350927,-1.6574894,-0.55699,17.43871,6406.48136472702,,22.715975,3.1552052,-0.46938777,19.227707,4508.5117,1.506856,3.1811051,
2993,15.853656,0.9975561,59860,17.378426,0.14999999,-0.10380551,1.3572757e-10,9.533915e-05,17.43871,-0.7621975,-1.65782,-0.5568417,17.43871,6410.030475854874,,22.713558,2.942819,-0.63265306,19.227707,4508.4883,1.5063448,2.9621925,
2994,15.8541565,0.99849194,59880,17.355562,0.14999999,-0.07888133,1.356369e-10,2.4375895e-05,17.43871,-0.63837606,-1.658154,-0.5566829,17.43871,6413.592498779297,,22.709404,2.4160025,-0.67346936,19.227707,4508.5,1.5058441,2.92839,
2995,15.854666,0.99780524,59900,17.376926,0.14999999,-0.10393085,1.3554635e-10,9.540291e-05,17.43871,-0.6695686,-1.658488,-0.55653226,17.43871,6417.171703577042,,22.710848,2.9487593,-0.63265306,19.227707,4508.4805,1.5053349,2.958456,
2996,15.855171,0.9990394,59920,17.371992,0.14999999,-0.09530722,1.3545588e-10,2.4392197e-05,17.43871,-0.5114316,-1.6588218,-0.556379,17.43871,6420.675314426422,,22.711971,2.924579,-0.67346936,19.227707,4508.4688,1.5048294,2.9246998,
2997,15.855668,0.9966171,59940,17.343164,0.14999999,-0.15113671,1.3536551e-10,0.00034685698,17.43871,-0.52677405,-1.6591555,-0.55624425,17.43871,6424.208833217621,,22.709242,2.6795576,-0.59183675,19.227707,4508.4844,1.5043325,2.9948614,
2998,15.856185,0.9927616,59960,17.407286,0.14999999,-0.14318587,1.3527522e-10,0.0036679658,17.43871,-0.3551996,-1.659489,-0.5561076,17.43871,6427.707380056381,,22.711483,3.0503793,-0.5102041,19.227707,4508.4375,1.5038157,3.102791,
2999,15.85664,0.9916193,59980,17.22044,0.14999999,-0.26501775,1.3518502e-10,0.010675758,17.43871,-0.39730725,-1.6598213,-0.55601317,17.43871,6431.256225347519,,22.707664,2.5946326,-0.46938777,19.227707,4508.578,1.5033607,3.1740294,
3000,15.857125,0.9925721,60000,17.310041,0.14999999,-0.22307937,1.3509491e-10,0.028854664,17.43871,-0.36017445,-1.6601511,-0.55590504,17.43871,6434.767630338669,,22.708677,3.2528765,-0.42857143,19.227707,4508.625,1.5028753,3.2644086,
3001,15.8575945,0.9958043,60020,17.267149,0.14999999,-0.25829044,1.350049e-10,0.07242245,17.43871,-0.4672965,-1.6604748,-0.55580837,17.43871,6438.22762298584,,22.710167,3.3857236,-0.3877551,19.227707,4508.7227,1.5024061,3.3865724,
3002,15.858094,0.99307406,60040,17.361044,0.14999999,-0.17189188,1.3491497e-10,0.02887293,17.43871,-0.5661801,-1.6607838,-0.55568194,17.43871,6441.703923463821,,22.709414,3.054904,-0.42857143,19.227707,4508.7227,1.5019064,3.259513,
3003,15.8586035,0.99342495,60060,17.385183,0.14999999,-0.12429043,1.3482511e-10,0.003673905,17.43871,-0.43486106,-1.6611072,-0.55554074,17.43871,6445.27466750145,,22.707663,2.8090396,-0.5102041,19.227707,4508.6953,1.5013971,3.09341,
3004,15.8591,0.99271685,60080,17.351786,0.14999999,-0.19125576,1.3473538e-10,0.010693045,17.43871,-0.43333662,-1.661439,-0.55542165,17.43871,6448.859838485718,,22.708523,3.1359942,-0.46938777,19.227707,4508.703,1.5009003,3.1631706,
3005,15.859586,0.9930115,60100,17.317024,0.14999999,-0.19160932,1.3464571e-10,0.010696569,17.43871,-0.28443706,-1.6617682,-0.55530316,17.43871,6452.451591968536,,22.709606,3.1296117,-0.46938777,19.227707,4508.746,1.5004148,3.1608953,
3006,15.859976,1.0013655,60120,17.02865,0.14999999,-0.3633964,1.3455613e-10,0.16901985,17.43871,-0.44323468,-1.6620973,-0.5552417,17.43871,6456.09628868103,,22.707335,3.507023,-0.3469388,19.227707,4509.074,1.5000248,3.5569096,
3007,15.860451,0.99402845,60140,17.286116,0.14999999,-0.18360639,1.3446666e-10,0.028918874,17.43871,-0.43334267,-1.6623738,-0.55511767,17.43871,6459.905839204788,,22.707952,3.180409,-0.42857143,19.227707,4509.1484,1.4995499,3.2487276,
3008,15.86095,0.99432606,60160,17.36536,0.14999999,-0.18958642,1.3437726e-10,0.028928218,17.43871,-0.20969468,-1.6626967,-0.5549983,17.43871,6462.893572807312,,22.709068,3.2131832,-0.42857143,19.227707,4509.1445,1.4990501,3.2463007,
3009,15.861273,0.9760464,60180,16.831371,0.14999999,-0.5299415,1.3428796e-10,7.5849423,17.43871,0.10971381,-1.6630194,-0.5549918,17.43871,6467.449385881424,,22.707243,0.03002324,0.26530612,19.227707,4509.672,1.4987278,20.67344,
3010,15.858991,0.9887988,60200,8.995059,0.14999999,-1.6938703,1.3419875e-10,13.563739,17.43871,0.09184435,-1.6608342,-0.5553789,17.43871,6471.918407201767,,22.707012,13.733011,0.06122449,19.227707,4518.039,1.50101,13.819953,
3011,15.856722,1.0015959,60220,9.027852,0.14999999,-1.6341838,1.3410961e-10,0.16810504,17.43871,-0.20364515,-1.6566702,-0.5557414,17.43871,6474.631950378418,,22.700417,0.18898371,-0.3469388,19.227707,4526.371,1.5032787,3.55202,
3012,15.857059,1.008895,60240,16.868069,0.14999999,-0.54627854,1.340206e-10,7.8856573,17.43871,0.1410413,-1.6569464,-0.55573773,17.43871,6478.740522384644,,22.70277,2.9262226,-0.06122449,19.227707,4526.8594,1.5029421,9.110912,
3013,15.854757,0.9848008,60260,8.923537,0.14999999,-1.7761722,1.3393166e-10,0.009074624,17.43871,0.79094523,-1.6546637,-0.5561401,17.43871,6483.904103279114,,22.691774,0.02886299,0.67346936,19.227707,4535.301,1.5052433,32.571503,
3014,15.850628,1.0071576,60280,3.4088335,0.14999999,-2.6316123,1.3384278e-10,0.36312485,17.43871,0.00049081445,-1.6549926,-0.55683494,17.43871,6486.432860136032,,22.69049,8.9576235e-11,-0.30612245,19.227707,4549.25,1.5093727,3.8190882,
3015,15.848559,0.9911502,60300,9.615462,0.14999999,-1.2977893,1.3375401e-10,13.917848,17.43871,0.004809983,-1.6552038,-0.5570785,17.43871,6489.622573375702,,22.704086,7.7431326,0.10204082,19.227707,4556.996,1.5114412,15.30444,
3016,15.846541,1.0124451,60320,9.761041,0.14999999,-1.3126879,1.3366534e-10,7.838356,17.43871,-0.0818458,-1.6509298,-0.5573324,17.43871,6494.342410087585,,22.700325,8.970741,-0.06122449,19.227707,4564.5938,1.5134592,9.064583,
3017,15.846324,1.0177466,60340,15.194221,0.14999999,-0.9620436,1.3357675e-10,5.6360855,17.43871,-0.10637431,-1.6486658,-0.5574627,17.43871,6499.031404495239,,22.694435,6.8975205,-0.10204082,19.227707,4566.7617,1.5136766,7.6985836,
3018,15.846131,1.0181544,60360,15.264637,0.14999999,-0.8654634,1.3348823e-10,5.627441,17.43871,0.21588072,-1.6471308,-0.55755913,17.43871,6503.599415302277,,22.690342,6.316894,-0.10204082,19.227707,4568.8555,1.5138693,7.6815343,
3019,15.843758,1.0049378,60380,8.680335,0.14999999,-1.9366537,1.3339982e-10,3.0494572e-11,17.43871,-0.8692256,-1.6455992,-0.5580101,17.43871,6508.4532680511475,,22.681202,9.958687e-14,-1.0,19.227707,4577.539,1.516243,4.7362237,
3020,15.844244,1.0022796,60400,17.310223,0.14999999,-0.088212974,1.3331149e-10,4.9007376e-08,17.43871,-0.97308135,-1.6459304,-0.557853,17.43871,6511.727756977081,,22.676895,2.837534,-0.8367347,19.227707,4577.586,1.5157566,2.8851237,
3021,15.844699,1.0050145,60420,17.218697,0.14999999,-0.19296615,1.3322324e-10,3.0514764e-11,17.43871,-1.3729963,-1.6462615,-0.5577316,17.43871,6514.069345235825,,22.677979,3.1741662,-1.0,19.227707,4577.7266,1.5153017,4.731842,
3022,15.845146,1.0055233,60440,17.196285,0.14999999,-3.6553001,1.3313509e-10,3.052489e-11,17.43871,-0.85835326,-1.6465925,-0.5587549,17.43871,6518.349647521973,,22.683163,4.6729317,-1.0,19.227707,4577.8906,1.5148544,4.7260065,
3023,15.845628,1.0050988,60460,17.300472,0.14999999,-0.083854124,1.3304702e-10,3.0534967e-11,17.43871,-1.0271826,-1.6469233,-0.5585962,17.43871,6523.067324876785,,22.672361,1.8518281,-1.0,19.227707,4577.949,1.5143728,4.720189,
3024,15.846075,1.0052673,60480,17.201414,0.14999999,-0.33020154,1.3295903e-10,3.05451e-11,17.43871,-0.87416315,-1.6472541,-0.55851907,17.43871,6527.470944643021,,22.671713,3.6399255,-1.0,19.227707,4578.1094,1.5139256,4.714388,
3025,15.846558,1.0023959,60500,17.30619,0.14999999,-0.08800247,1.3287116e-10,4.9088484e-08,17.43871,-0.92309713,-1.6475847,-0.55836177,17.43871,6530.635901212692,,22.671318,2.8152559,-0.8367347,19.227707,4578.164,1.513443,2.8809414,
3026,15.847026,1.0025294,60520,17.262453,0.14999999,-0.1189431,1.3278335e-10,4.9104685e-08,17.43871,-0.6692687,-1.6479152,-0.558216,17.43871,6534.924868106842,,22.670101,2.5380116,-0.8367347,19.227707,4578.2617,1.5129747,2.879152,
3027,15.847531,0.99225175,60540,17.376621,0.14999999,-0.09805665,1.3269563e-10,0.0036269547,17.43871,-0.6361245,-1.6482456,-0.5580632,17.43871,6539.200814247131,,22.668707,1.6719339,-0.5102041,19.227707,4578.246,1.5124693,3.0966017,
3028,15.84804,0.9967936,60560,17.385088,0.14999999,-0.105375424,1.32608e-10,9.446181e-05,17.43871,-0.60133314,-1.6485747,-0.55791634,17.43871,6543.35182595253,,22.671543,2.954381,-0.63265306,19.227707,4578.2188,1.511961,2.9598951,
3029,15.848539,0.9970584,60580,17.362537,0.14999999,-0.11415508,1.3252045e-10,9.4492985e-05,17.43871,-0.4173103,-1.6489049,-0.5577709,17.43871,6547.91517829895,,22.672539,2.9169483,-0.63265306,19.227707,4578.215,1.5114613,2.957981,
3030,15.84902,0.992715,60600,17.303938,0.14999999,-0.2036129,1.32433e-10,0.0036305469,17.43871,-0.42783925,-1.649235,-0.55765516,17.43871,6552.883440256119,,22.668983,2.6913238,-0.5102041,19.227707,4578.2695,1.5109806,3.092232,
3031,15.849489,0.9921857,60620,17.270653,0.14999999,-0.19525266,1.3234563e-10,0.010566815,17.43871,-0.34856677,-1.6495638,-0.557538,17.43871,6556.835870981216,,22.66981,3.1113987,-0.46938777,19.227707,4578.3594,1.5105114,3.1605415,
3032,15.84991,1.0069655,60640,17.125212,0.14999999,-0.26830485,1.3225834e-10,0.36127672,17.43871,-0.3777382,-1.6498901,-0.5574453,17.43871,6561.297901630402,,22.6747,3.3416092,-0.30612245,19.227707,4578.5977,1.5100908,3.8238683,
3033,15.850383,0.99643004,60660,17.285467,0.14999999,-0.23606399,1.3217114e-10,0.07167502,17.43871,-0.42822284,-1.6501007,-0.55733705,17.43871,6565.359064817429,,22.674488,3.3602512,-0.3877551,19.227707,4578.672,1.5096178,3.372895,
3034,15.850872,0.99385506,60680,17.33703,0.14999999,-0.19314972,1.3208402e-10,0.028574865,17.43871,-0.59513795,-1.6504067,-0.5572183,17.43871,6569.143574476242,,22.675434,3.226276,-0.42857143,19.227707,4578.6953,1.5091286,3.24579,
3035,15.851387,0.993523,60700,17.413296,0.14999999,-0.11445465,1.31997e-10,0.0036359662,17.43871,-0.29277527,-1.6507269,-0.5570745,17.43871,6573.784953355789,,22.670261,2.540422,-0.5102041,19.227707,4578.6406,1.5086136,3.0845027,
3036,15.851799,1.0013444,60720,17.101343,0.14999999,-0.3462627,1.3191005e-10,0.16716376,17.43871,-0.2663802,-1.6510551,-0.55700713,17.43871,6578.362995386124,,22.668602,3.5227823,-0.3469388,19.227707,4578.8984,1.5082016,3.5475426,
3037,15.852207,1.0075604,60740,17.090605,0.14999999,-0.3945965,1.318232e-10,0.3617971,17.43871,-0.114150465,-1.6513294,-0.5569535,17.43871,6582.210182666779,,22.670229,3.8101904,-0.30612245,19.227707,4579.168,1.5077934,3.8137076,
3038,15.852305,1.0185723,60760,16.150269,0.14999999,-0.83758485,1.3173644e-10,1.356731,17.43871,-0.31873778,-1.6515394,-0.5570433,17.43871,6586.186259508133,,22.670004,4.688984,-0.2244898,19.227707,4580.379,1.5076952,4.780652,
3039,15.852745,1.0077423,60780,17.187654,0.14999999,-0.30283216,1.3164976e-10,0.36183065,17.43871,-0.18706757,-1.6514221,-0.55695385,17.43871,6588.752658128738,,22.665352,3.5875769,-0.30612245,19.227707,4580.551,1.5072556,3.8065467,
3040,15.85303,1.0189638,60800,16.717913,0.14999999,-0.58930075,1.3156315e-10,1.3568567,17.43871,-0.26108795,-1.6516321,-0.556962,17.43871,6592.355779409409,,22.667522,4.64765,-0.2244898,19.227707,4581.1914,1.5069704,4.771396,
3041,15.853413,1.0144019,60820,17.01724,0.14999999,-0.40167657,1.3147665e-10,0.727097,17.43871,-0.17035514,-1.6515146,-0.55690485,17.43871,6596.432046890259,,22.667412,3.9727662,-0.26530612,19.227707,4581.535,1.506588,4.1961293,
3042,15.853653,1.0147281,60840,16.585405,0.14999999,-0.63846225,1.3139022e-10,0.72716224,17.43871,-0.24857758,-1.6516044,-0.556927,17.43871,6600.448613405228,,22.667803,4.121821,-0.26530612,19.227707,4582.3086,1.5063477,4.1917253,
3043,15.854001,1.0150301,60860,16.917582,0.14999999,-0.42643568,1.3130387e-10,0.72722745,17.43871,-0.49911952,-1.651694,-0.55687946,17.43871,6605.2374901771545,,22.668243,4.0487103,-0.26530612,19.227707,4582.754,1.5059996,4.187333,
3044,15.854514,1.0081674,60880,17.412725,0.14999999,-0.15010135,1.3121762e-10,0.36196148,17.43871,-0.11206429,-1.6517837,-0.55674094,17.43871,6609.9048109054565,,22.65262,1.3506045,-0.30612245,19.227707,4582.703,1.5054865,3.7882726,
3045,15.854533,1.0195193,60900,15.913616,0.14999999,-0.8392466,1.3113148e-10,1.3573469,17.43871,-0.24493666,-1.6519933,-0.55683106,17.43871,6614.399502754211,,22.651512,4.648526,-0.2244898,19.227707,4584.1484,1.5054674,4.7482004,
3046,15.854888,1.0148172,60920,16.934156,0.14999999,-0.4316446,1.310454e-10,0.7273598,17.43871,-0.39170927,-1.651876,-0.55678385,17.43871,6619.075914382935,,22.650448,4.0576572,-0.26530612,19.227707,4584.574,1.5051126,4.174574,
3047,15.855337,1.0042561,60940,17.223255,0.14999999,-0.21603294,1.309594e-10,3.0689343e-11,17.43871,-0.94960576,-1.6519654,-0.55666703,17.43871,6623.88764333725,,22.650276,0.00088634883,-1.0,19.227707,4584.711,1.5046635,4.74266,
3048,15.855794,1.0015632,60960,17.245502,0.14999999,-0.15582274,1.3087346e-10,4.93202e-08,17.43871,-0.9958925,-1.6522936,-0.55653447,17.43871,6628.216934204102,,22.649178,2.341744,-0.8367347,19.227707,4584.8203,1.5042067,2.8926392,
3049,15.856234,1.0047146,60980,17.1946,0.14999999,-0.24449153,1.3078763e-10,3.0709487e-11,17.43871,-0.65370774,-1.6526216,-0.5564316,17.43871,6632.238969087601,,22.653618,3.394981,-1.0,19.227707,4584.9844,1.503767,4.738302,
3050,15.85673,0.9928777,61000,17.373251,0.14999999,-0.10318014,1.3070188e-10,0.003644058,17.43871,-0.6327578,-1.6529496,-0.55628157,17.43871,6636.788598060608,,22.651676,1.8658798,-0.5102041,19.227707,4584.9727,1.5032701,3.0849168,
3051,15.857247,0.99645895,61020,17.431093,0.14999999,-0.107290365,1.3061623e-10,9.490698e-05,17.43871,-0.6670387,-1.6532761,-0.5561367,17.43871,6641.12619805336,,22.651714,2.960836,-0.63265306,19.227707,4584.9023,1.5027533,2.9625845,
3052,15.857752,0.9967037,61040,17.399195,0.14999999,-0.09971948,1.3053064e-10,9.4938034e-05,17.43871,-0.56743884,-1.6536038,-0.5559885,17.43871,6646.1489679813385,,22.652426,2.8623018,-0.63265306,19.227707,4584.8633,1.5022488,2.9606805,
3053,15.858259,0.99690735,61060,17.409557,0.14999999,-0.12348763,1.3044514e-10,9.496918e-05,17.43871,-0.9653903,-1.6539314,-0.555848,17.43871,6650.7445368766785,,22.652447,2.7378154,-0.63265306,19.227707,4584.8164,1.5017414,2.9587808,
3054,15.85871,1.0016927,61080,17.2321,0.14999999,-0.18086676,1.3035972e-10,4.941719e-08,17.43871,-0.5976875,-1.6542588,-0.5557263,17.43871,6653.103638887405,,22.645521,2.2060862,-0.8367347,19.227707,4584.9414,1.5012903,2.8906133,
3055,15.859211,0.9946154,61100,17.39473,0.14999999,-0.114018984,1.302744e-10,0.0011649558,17.43871,-0.6936122,-1.6545862,-0.5555812,17.43871,6657.354049444199,,22.648363,2.8400013,-0.5510204,19.227707,4584.91,1.5007896,3.029041,
3056,15.859702,0.99705833,61120,17.357523,0.14999999,-0.09342835,1.3018915e-10,9.506242e-05,17.43871,-0.55995333,-1.6549132,-0.5554317,17.43871,6661.506867647171,,22.648415,2.6886296,-0.63265306,19.227707,4584.91,1.5002985,2.9552243,
3057,15.860205,0.9972426,61140,17.393381,0.14999999,-0.12431583,1.30104e-10,9.509352e-05,17.43871,-0.482179,-1.6552403,-0.5552917,17.43871,6666.489990472794,,22.648098,2.6779387,-0.63265306,19.227707,4584.879,1.4997959,2.9533355,
3058,15.860706,0.9936606,61160,17.395708,0.14999999,-0.15649638,1.3001891e-10,0.0036536083,17.43871,-0.21503875,-1.6555673,-0.5551623,17.43871,6670.003248929977,,22.648691,3.0563593,-0.5102041,19.227707,4584.8438,1.4992943,3.0761533,
3059,15.860995,1.0147632,61180,16.746328,0.14999999,-0.50675726,1.2993394e-10,0.7302875,17.43871,-0.3174381,-1.6558931,-0.55514854,17.43871,6674.838168382645,,22.644827,4.1736355,-0.26530612,19.227707,4585.457,1.4990053,4.1841917,
3060,15.861392,1.0085964,61200,17.074108,0.14999999,-0.2997134,1.2984902e-10,0.363484,17.43871,-0.39578307,-1.6559812,-0.55506045,17.43871,6678.9694793224335,,22.642603,3.5788784,-0.30612245,19.227707,4585.742,1.4986086,3.7844658,
3061,15.861869,0.9930945,61220,17.318638,0.14999999,-0.21176364,1.2976419e-10,0.010637059,17.43871,-0.48345062,-1.6561892,-0.5549455,17.43871,6683.461022138596,,22.64457,2.9140759,-0.46938777,19.227707,4585.7812,1.4981318,3.139111,
3062,15.862355,0.9933758,61240,17.353237,0.14999999,-0.1542907,1.2967945e-10,0.010640494,17.43871,-0.22822846,-1.6565124,-0.5548169,17.43871,6686.955544471741,,22.645603,3.0897105,-0.46938777,19.227707,4585.789,1.4976454,3.1369195,
3063,15.862688,1.0091174,61260,16.881426,0.14999999,-0.4710723,1.295948e-10,0.36379462,17.43871,-0.11086489,-1.6568354,-0.5547919,17.43871,6690.7505667209625,,22.644577,3.7225952,-0.30612245,19.227707,4586.2695,1.4973125,3.7798295,
3064,15.862682,1.020476,61280,15.842805,0.14999999,-0.84395486,1.2951021e-10,1.3642186,17.43871,-0.47400627,-1.6570431,-0.5548834,17.43871,6695.284648656845,,22.64381,4.6424103,-0.2244898,19.227707,4587.785,1.4973183,4.745399,
3065,15.863145,0.9931424,61300,17.282063,0.14999999,-0.15828161,1.2942572e-10,0.010644878,17.43871,-0.42629066,-1.6569242,-0.55474746,17.43871,6700.065857410431,,22.636223,3.114252,-0.46938777,19.227707,4587.8633,1.4968557,3.133867,
3066,15.86361,0.9934187,61320,17.29108,0.14999999,-0.18596663,1.293413e-10,0.010648315,17.43871,-0.4159183,-1.657247,-0.5546296,17.43871,6704.7569143772125,,22.637129,3.0736735,-0.46938777,19.227707,4587.9336,1.4963903,3.1316876,
3067,15.864089,0.9948387,61340,17.330416,0.14999999,-0.1926547,1.2925697e-10,0.028780278,17.43871,-0.6592949,-1.6575696,-0.55451363,17.43871,6709.38815164566,,22.638523,3.2132356,-0.42857143,19.227707,4587.961,1.4959116,3.2144337,
3068,15.86459,0.9950842,61360,17.404722,0.14999999,-0.098639384,1.2917273e-10,0.0011688068,17.43871,-0.7397146,-1.6578863,-0.5543668,17.43871,6714.206949234009,,22.631035,2.2621179,-0.5510204,19.227707,4587.918,1.4954109,3.0155807,
3069,15.865077,1.0011243,61380,17.358143,0.14999999,-0.08802881,1.2908856e-10,4.9612872e-08,17.43871,-0.9387418,-1.6582117,-0.55421656,17.43871,6718.9722635746,,22.631943,2.3561637,-0.8367347,19.227707,4587.922,1.4949236,2.8982482,
3070,15.865531,1.003962,61400,17.25651,0.14999999,-0.14445941,1.2900447e-10,3.089166e-11,17.43871,-1.1089332,-1.6585375,-0.5540828,17.43871,6722.415047883987,,22.636427,2.8270974,-1.0,19.227707,4588.0234,1.4944696,4.763341,
3071,15.865965,1.0042926,61420,17.200651,0.14999999,-0.71215487,1.2892047e-10,3.090174e-11,17.43871,-0.9708486,-1.6588632,-0.554133,17.43871,6726.358958244324,,22.638601,4.164672,-1.0,19.227707,4588.1836,1.4940357,4.7575116,
3072,15.866406,1.0042979,61440,17.22082,0.14999999,-0.19292966,1.2883655e-10,3.0911818e-11,17.43871,-1.163001,-1.6591887,-0.5540143,17.43871,6729.367017030716,,22.63521,3.1652327,-1.0,19.227707,4588.3203,1.4935942,4.751699,
3073,15.866839,1.004694,61460,17.195957,0.14999999,-1.0854373,1.2875272e-10,3.0921845e-11,17.43871,-0.86442864,-1.6595142,-0.55418575,17.43871,6731.7563264369965,,22.63852,4.3631296,-1.0,19.227707,4588.4844,1.4931612,4.745904,
3074,15.867303,1.0042996,61480,17.294708,0.14999999,-0.08973121,1.2866895e-10,3.093193e-11,17.43871,-0.8299697,-1.6598396,-0.55403346,17.43871,6735.553070783615,,22.628304,1.9337811,-1.0,19.227707,4588.551,1.4926977,4.740128,
3075,15.86778,0.9992931,61500,17.332066,0.14999999,-0.08352461,1.2858528e-10,2.6153313e-07,17.43871,-0.9208547,-1.6601648,-0.5538791,17.43871,6740.542771577835,,22.62993,2.8177524,-0.79591835,19.227707,4588.578,1.4922209,2.8905754,
