Iteration,ReturnMean,IWMean,TimestepsSoFar,ReturnLastEpisode,LQGsigma_higher,DenMISELogLast,delta,IWFirstEpisode,ReturnAbsMax,LQGmu1_actor,DenMISELogFirst,DenMISEMeanLog,ReturnMax,TimeElapsed,IWMin,Bound,IWLastEpisode,LQGmu1_higher,ReturnStepMax,Regret,Regret/t,IWMax,ReturnMin
363,13.918405,0.9971073,7260,17.362675,0.14999999,-0.4194811,9.227164e-09,0.00059801084,17.425947,-0.36506563,-0.98775685,-0.8166371,17.425947,204.70251941680908,,33.464256,3.7302282,-0.5510204,19.214592,1249.2993,3.441596,4.056653,
364,13.9276495,0.9721671,7280,17.283936,0.14999999,-0.48530307,9.176534e-09,0.18684143,17.425947,-0.3656951,-0.99050623,-0.81574273,17.425947,205.62960076332092,,33.498806,3.9999342,-0.30612245,19.214592,1249.3755,3.432351,4.47349,
365,13.936722,0.9692881,7300,17.23888,0.14999999,-0.47680855,9.126321e-09,0.037143104,17.425947,-0.36839524,-0.9927365,-0.81489784,17.425947,206.57445907592773,,33.4209,4.238357,-0.3877551,19.214592,1249.4971,3.4232788,4.2498975,
366,13.945737,0.98755383,7320,17.236496,0.14999999,-0.4666628,9.076518e-09,2.5569761e-08,17.425947,-0.9905346,-0.99537075,-0.8140368,17.425947,207.50925660133362,,33.38755,0.03240573,-0.8367347,19.214592,1249.6206,3.4142637,3.9505324,
367,13.954623,1.0368797,7340,17.206648,0.14999999,-0.48028478,9.027124e-09,1.5959397e-11,17.425947,-0.87595034,-0.99809927,-0.81316805,17.425947,208.30502653121948,,33.377487,4.2908087,-1.0,19.214592,1249.7734,3.4053774,5.8002176,
368,13.963727,0.9779902,7360,17.304632,0.14999999,-0.3772065,8.97813e-09,0.18877852,17.425947,-0.099114165,-1.0008204,-0.8118948,17.425947,208.83274674415588,,33.356194,0.0028505186,-0.30612245,19.214592,1249.8291,3.3962736,4.422935,
369,13.9690275,0.9616065,7380,15.919839,0.14999999,-0.6911365,8.929534e-09,1.8487251,17.425947,0.24476689,-1.0030212,-0.8116344,17.425947,209.6694781780243,,33.334854,0.063794486,0.3469388,19.214592,1251.269,3.390973,9.867072,
370,13.954408,1.0907619,7400,8.559186,0.14999999,-1.1856703,8.881331e-09,7.009707,17.425947,0.1027351,-1.00073,-0.8127669,17.425947,210.5789670944214,,33.338596,4.117448,0.06122449,19.214592,1260.0693,3.405593,7.009707,
371,13.941076,0.9899004,7420,9.008558,0.14999999,-0.9902579,8.833518e-09,2.5297377e-08,17.425947,-0.7048478,-0.9846611,-0.8130166,17.425947,211.49939155578613,,33.277355,2.1721231e-08,-0.8367347,19.214592,1268.4209,3.4189243,3.9389756,
372,13.95035,1.0361114,7440,17.391249,0.14999999,-0.419579,8.78609e-09,1.946939,17.425947,-0.10143441,-0.9873529,-0.8119927,17.425947,212.34751915931702,,33.251205,0.0036218772,-0.14285715,19.214592,1268.3901,3.4096508,5.1105833,
373,13.954973,0.9901816,7460,15.674838,0.14999999,-0.67698705,8.7390415e-09,0.0018681816,17.425947,-0.55895174,-0.9848174,-0.81154424,17.425947,213.19458675384521,,33.2143,0.12770894,-0.5102041,19.214592,1270.0752,3.4050274,4.0754943,
374,13.964168,0.9651708,7480,17.393698,0.14999999,-0.4143244,8.692372e-09,1.2465077e-05,17.425947,-0.84523195,-0.98748976,-0.8105157,17.425947,214.01089310646057,,33.192657,3.0074039,-0.67346936,19.214592,1270.0415,3.395833,4.051078,
375,13.97314,0.99483675,7500,17.32862,0.14999999,-0.3837571,8.646074e-09,2.5436867e-08,17.425947,-0.67391586,-0.99016,-0.80947626,17.425947,214.66998648643494,,33.214134,3.8974955,-0.8367347,19.214592,1270.0728,3.3868608,3.9122527,
376,13.982221,1.0375403,7520,17.387728,0.14999999,-0.40944648,8.600145e-09,1.9576182,17.425947,-0.032405317,-0.99282306,-0.80843264,17.425947,215.4884717464447,,33.121994,0.0076003685,-0.14285715,19.214592,1270.0454,3.37778,5.093322,
377,13.977978,1.0942521,7540,12.382737,0.14999999,-0.77585787,8.554582e-09,6.8593564,17.425947,-0.06985289,-0.99028623,-0.8082565,17.425947,216.09811735153198,,33.131992,2.9195833,0.14285715,19.214592,1275.0225,3.3820229,7.81698,
378,13.981998,1.0746722,7560,15.497262,0.14999999,-0.71571946,8.509378e-09,3.9868577,17.425947,-0.11083987,-0.9749042,-0.80778074,17.425947,216.7231867313385,,33.116367,5.4316688,-0.06122449,19.214592,1276.8848,3.3780022,5.647168,
379,13.986726,0.9793114,7580,15.773896,0.14999999,-0.65072495,8.464534e-09,4.778325e-05,17.425947,-0.67248726,-0.9670542,-0.8071806,17.425947,217.63543272018433,,33.105755,0.012010664,-0.63265306,19.214592,1278.4712,3.3732748,4.035463,
380,13.995686,0.994768,7600,17.390945,0.14999999,-0.40979868,8.4200416e-09,2.4921428e-08,17.425947,-0.74593383,-0.96968913,-0.80619574,17.425947,218.42635250091553,,33.089165,2.2000635,-0.8367347,19.214592,1278.44,3.364315,3.9069777,
381,14.004555,0.97671366,7620,17.374866,0.14999999,-0.39818344,8.375902e-09,1.2277373e-05,17.425947,-0.6914665,-0.9723172,-0.80514485,17.425947,218.87567567825317,,33.091072,3.5242717,-0.67346936,19.214592,1278.4248,3.3554459,3.9940825,
382,14.013408,1.0492362,7640,17.3866,0.14999999,-0.3978865,8.332106e-09,1.9229182,17.425947,-0.21520826,-0.97493845,-0.8041454,17.425947,219.5136580467224,,33.040127,0.00493104,-0.14285715,19.214592,1278.3984,3.346593,5.0255804,
383,14.020959,0.87944996,7660,16.905693,0.14999999,-0.55115455,8.288653e-09,1.026867e-07,17.425947,1.0927709,-0.9725316,-0.8033662,17.425947,220.4044075012207,,33.04311,2.5838444e-14,1.0,19.214592,1278.853,3.3390417,26.373957,
384,13.984447,0.9798681,7680,,0.14999999,-2.287007,8.245539e-09,1.2312079e-05,17.425947,-0.67337114,-0.9751392,-0.80759317,17.425947,220.8500051498413,,33.03219,2.0453894e-29,-0.67346936,19.214592,1296.2129,3.375554,3.9836884,
385,13.993303,0.99820906,7700,17.394985,0.14999999,-0.39629367,8.202761e-09,2.5122878e-08,17.425947,-0.7003145,-0.97773993,-0.8065829,17.425947,221.50415349006653,,32.977215,2.1845632,-0.8367347,19.214592,1296.1782,3.3666973,3.8733976,
386,14.002103,0.99604964,7720,17.389269,0.14999999,-0.39076388,8.160314e-09,4.842204e-05,17.425947,-0.6153809,-0.980334,-0.80551636,17.425947,222.38625764846802,,33.04135,3.550933,-0.63265306,19.214592,1296.1489,3.3578978,3.953589,
387,14.010888,0.9988028,7740,17.402454,0.14999999,-0.39040083,8.118197e-09,4.854749e-05,17.425947,-0.5413855,-0.9829212,-0.80446005,17.425947,223.32651329040527,,32.979614,3.903809,-0.63265306,19.214592,1296.1064,3.3491125,3.9236436,
388,14.019613,1.0273819,7760,17.39598,0.14999999,-0.39900556,8.0764035e-09,0.07592903,17.425947,0.58334875,-0.9855017,-0.8034243,17.425947,224.1323275566101,,32.97859,1.2052921e-11,0.5510204,19.214592,1296.0703,3.3403873,11.438946,
389,13.999013,0.99579376,7780,6.006378,0.14999999,-1.4483755,8.034934e-09,0.0018739122,17.425947,-0.5205515,-0.98788,-0.8050374,17.425947,224.9183886051178,,32.942333,3.255586e-11,-0.5102041,19.214592,1307.4238,3.3609877,4.0292077,
390,14.007682,1.028904,7800,17.379969,0.14999999,-0.40145218,7.993781e-09,1.213715,17.425947,-0.07008498,-0.9904426,-0.8040198,17.425947,225.76313042640686,,32.918163,0.31908566,-0.18367347,19.214592,1307.4043,3.3523188,4.844265,
391,14.010932,1.0068761,7820,15.278007,0.14999999,-0.7117155,7.952944e-09,0.00017762116,17.425947,-0.54114205,-0.9898962,-0.8037187,17.425947,226.7479465007782,,32.856102,0.012784188,-0.59183675,19.214592,1309.4858,3.3490686,3.9093957,
392,14.019591,1.0841845,7840,17.40586,0.14999999,-0.38929638,7.912419e-09,5.228275,17.425947,-0.0072223153,-0.99245,-0.8026503,17.425947,227.60301542282104,,32.816425,0.009481765,-0.020408163,19.214592,1309.4404,3.3404093,6.055543,
393,14.010968,0.99858546,7860,10.630715,0.14999999,-0.80055887,7.872204e-09,0.0018624571,17.425947,-0.53410155,-0.98174846,-0.80244225,17.425947,228.6686840057373,,32.807262,0.021423308,-0.5102041,19.214592,1316.1699,3.3490324,3.9902596,
394,14.0194645,1.002965,7880,17.358097,0.14999999,-0.38685504,7.832295e-09,4.8613736e-05,17.425947,-0.50987756,-0.98428506,-0.8013974,17.425947,229.47236156463623,,32.74948,3.1556842,-0.63265306,19.214592,1316.1714,3.340536,3.8608425,
395,14.027979,0.98854,7900,17.382765,0.14999999,-0.3914508,7.792689e-09,0.005446506,17.425947,-0.25156146,-0.98681974,-0.8003579,17.425947,230.6261465549469,,32.76104,3.7931647,-0.46938777,19.214592,1316.1484,3.3320217,4.034295,
396,14.035531,1.0354618,7920,17.018206,0.14999999,-0.5368738,7.753382e-09,1.2123706,17.425947,-0.23018277,-0.9893344,-0.7997273,17.425947,231.20749592781067,,32.82187,4.106775,-0.18367347,19.214592,1316.4897,3.3244696,4.8079233,
397,14.042543,0.9901755,7940,16.819647,0.14999999,-0.5416118,7.7143705e-09,0.37478212,17.425947,-0.44008017,-0.98879963,-0.7989964,17.425947,232.01165652275085,,32.757046,4.4476633,-0.26530612,19.214592,1317.0308,3.3174572,4.495433,
398,14.050837,0.8988644,7960,17.343302,0.14999999,-0.42032537,7.675654e-09,0.00014680091,17.425947,0.7233213,-0.99037176,-0.7980765,17.425947,232.47573375701904,,32.71017,7.30506e-15,0.79591835,19.214592,1317.0474,3.309164,13.877252,
399,14.026502,1.0079564,7980,4.3411555,0.14999999,-1.5527519,7.637228e-09,1.5876328e-11,17.425947,-0.7386004,-0.9928808,-0.80024445,17.425947,232.9248616695404,,32.709206,2.737212e-28,-1.0,19.214592,1330.0659,3.333499,6.2028084,
400,14.034873,0.9932403,8000,17.375038,0.14999999,-0.38142624,7.5990885e-09,0.0054933503,17.425947,-0.33685282,-0.9953839,-0.7991875,17.425947,233.43801712989807,,32.721504,0.77805537,-0.46938777,19.214592,1330.0508,3.3251276,4.017742,
401,14.0427475,0.97605354,8020,17.192476,0.14999999,-0.4771162,7.561235e-09,0.18822183,17.425947,-0.1571742,-0.9978671,-0.79840696,17.425947,233.8871238231659,,32.68593,4.1967564,-0.30612245,19.214592,1330.2188,3.317253,4.3707457,
402,14.048563,0.94002205,8040,16.381136,0.14999999,-0.5921967,7.5236635e-09,1.8429425,17.425947,0.22494979,-0.9998885,-0.7979594,17.425947,234.34095764160156,,32.634872,0.016959062,0.3469388,19.214592,1331.1978,3.3114376,10.199596,
403,14.035152,1.0586001,8060,8.643936,0.14999999,-1.1859109,7.4863715e-09,1.9673835,17.425947,-0.11325388,-0.997799,-0.7990858,17.425947,234.82181096076965,,32.62397,0.4307733,-0.14285715,19.214592,1339.9136,3.3248482,4.9779997,
404,14.039807,0.97782475,8080,15.915638,0.14999999,-0.6365237,7.4493567e-09,1.3453214e-07,17.425947,-0.66143566,-0.99540734,-0.79854727,17.425947,235.28636717796326,,32.609974,0.00015980867,-0.79591835,19.214592,1341.3584,3.3201933,3.9300714,
405,14.047998,1.0045084,8100,17.35747,0.14999999,-0.37519968,7.4126145e-09,4.927909e-05,17.425947,-0.72826016,-0.9978795,-0.79756176,17.425947,235.74616742134094,,32.6007,3.7998874,-0.63265306,19.214592,1341.3608,3.3120022,3.860108,
406,14.056155,1.0875943,8120,17.359098,0.14999999,-0.3767407,7.3761446e-09,7.23054,17.425947,0.24087599,-1.0003455,-0.7965197,17.425947,236.2096037864685,,32.576595,8.610842e-07,0.10204082,19.214592,1341.3613,3.3038454,7.5017743,
407,14.042691,0.9851612,8140,8.57639,0.14999999,-1.2004286,7.339942e-09,2.95166e-06,17.425947,-0.8334388,-0.985153,-0.7973113,17.425947,236.6837797164917,,32.54699,1.38431115e-08,-0.71428573,19.214592,1350.1445,3.3173094,3.879782,
408,14.050755,0.99154544,8160,17.332842,0.14999999,-0.38083702,7.304006e-09,2.5371985e-08,17.425947,-0.63613427,-0.987607,-0.79633164,17.425947,237.15078973770142,,32.53592,3.8914313,-0.8367347,19.214592,1350.1724,3.309246,3.8949213,
409,14.059011,1.008564,8180,17.42743,0.14999999,-0.36109403,7.2683344e-09,4.889504e-05,17.42743,-0.5053318,-0.990055,-0.7952936,17.42743,237.6262195110321,,32.49313,3.81525,-0.63265306,19.216951,1350.1045,3.3009892,3.8161173,
410,14.067087,0.97519606,8200,17.370628,0.14999999,-0.38397905,7.2329223e-09,0.014799859,17.42743,-0.53904927,-0.9924969,-0.7942749,17.42743,238.09282517433167,,32.494823,3.4254186,-0.42857143,19.216951,1350.0942,3.2929134,4.094664,
411,14.075171,1.0188547,8220,17.389284,0.14999999,-0.36507064,7.197768e-09,0.000602296,17.42743,-0.38023916,-0.9948968,-0.793296,17.42743,238.5560007095337,,32.467575,3.8193014,-0.5510204,19.216951,1350.065,3.2848291,3.8214405,
412,14.082768,1.0152389,8240,17.205181,0.14999999,-0.44643202,7.1628703e-09,0.70529735,17.42743,-0.122317754,-0.99732554,-0.7924141,17.42743,239.05688905715942,,32.48192,2.424317,-0.2244898,19.216951,1350.2197,3.2772322,4.599672,
413,14.087842,1.0721056,8260,16.178265,0.14999999,-0.6315129,7.1282247e-09,2.940452,17.42743,0.037657537,-0.99803936,-0.7919947,17.42743,239.52597427368164,,32.435055,4.955795,-0.10204082,19.216951,1351.4014,3.2721586,5.2629614,
414,14.075789,1.0468011,8280,9.098394,0.14999999,-0.88186216,7.093831e-09,0.03247738,17.42743,0.34110776,-0.9933632,-0.79204667,17.42743,240.3686444759369,,32.423832,0.0069798664,0.59183675,19.216951,1359.6631,3.2842112,11.930281,
415,14.061258,1.0496964,8300,8.045286,0.14999999,-1.3250818,7.0596844e-09,5.071382,17.42743,0.18306832,-0.9956973,-0.7932429,17.42743,240.9348108768463,,32.526234,7.396794,0.2244898,19.216951,1368.978,3.2987423,8.942117,
416,14.04861,1.0057966,8320,8.79952,0.14999999,-1.1186216,7.0257844e-09,0.0018703137,17.42743,-0.8203645,-0.9859579,-0.79392153,17.42743,241.40196776390076,,32.31656,0.00018711449,-0.5102041,19.216951,1377.5386,3.3113909,3.886784,
417,14.0565,0.99041015,8340,17.338356,0.14999999,-0.38423154,6.9921287e-09,2.5390962e-08,17.42743,-0.86448795,-0.9883544,-0.7929307,17.42743,241.87231373786926,,32.412384,3.8824167,-0.8367347,19.216951,1377.5596,3.3035002,3.9188173,
418,14.064296,0.9928329,8360,17.315056,0.14999999,-0.38773844,6.958713e-09,2.5451863e-08,17.42743,-0.46516222,-0.9907496,-0.79198956,17.42743,242.34021639823914,,32.35511,3.8528125,-0.8367347,19.216951,1377.605,3.2957048,3.8916428,
419,14.072162,1.099499,8380,17.36032,0.14999999,-0.39657503,6.9255366e-09,6.260495,17.42743,-0.11276298,-0.9931391,-0.79106826,17.42743,243.14523577690125,,32.30645,0.020967785,0.020408163,19.216951,1377.6045,3.287839,6.478812,
420,14.075934,0.97325474,8400,15.656967,0.14999999,-0.639022,6.892597e-09,0.18501669,17.42743,-0.34713244,-0.98069185,-0.7904804,17.42743,244.18400692939758,,32.306625,2.195394,-0.30612245,19.216951,1379.3076,3.2840662,4.362415,
421,14.08333,0.96918046,8420,17.189486,0.14999999,-0.46253103,6.859892e-09,0.03676959,17.42743,-0.41259986,-0.9826296,-0.7897701,17.42743,245.18143773078918,,32.272076,4.071622,-0.3877551,19.216951,1379.478,3.2766705,4.1445603,
422,14.090984,0.9971341,8440,17.313557,0.14999999,-0.41854876,6.827419e-09,0.0054361406,17.42743,-0.70918405,-0.9849147,-0.7889682,17.42743,246.2477788925171,,32.241173,3.762436,-0.46938777,19.216951,1379.5249,3.2690163,3.9310155,
423,14.0987425,0.9899087,8460,17.372328,0.14999999,-0.36411667,6.7951773e-09,1.578749e-11,17.42743,-0.9451353,-0.9872687,-0.7879757,17.42743,247.25518465042114,,32.233532,0.58442754,-1.0,19.216951,1379.5122,3.2612581,6.470993,
424,14.106183,0.98674,8480,17.253319,0.14999999,-0.44764096,6.763162e-09,1.3375715e-07,17.42743,-0.93076634,-0.98963,-0.7872055,17.42743,248.25924372673035,,32.23816,2.537119,-0.79591835,19.216951,1379.6187,3.2538176,3.8649068,
425,14.113623,0.993284,8500,17.26841,0.14999999,-0.42605555,6.7313732e-09,1.5862133e-11,17.42743,-0.85323894,-0.9919857,-0.78639156,17.42743,249.26454067230225,,32.18155,3.6609373,-1.0,19.216951,1379.7109,3.246378,6.4032755,
426,14.121152,0.9972077,8520,17.321257,0.14999999,-0.37360692,6.6998074e-09,2.5543292e-08,17.42743,-1.0755465,-0.9943359,-0.7854468,17.42743,250.26103281974792,,32.19738,3.8410099,-0.8367347,19.216951,1379.7495,3.2388487,3.8532226,
427,14.128359,0.9464037,8540,17.198065,0.14999999,-0.8150905,6.668463e-09,1.128913,17.42743,0.20322314,-0.99668056,-0.7855279,17.42743,251.27454710006714,,32.148396,1.2989992e-20,0.3877551,19.216951,1379.9111,3.2316418,10.545015,
428,14.115742,1.0541401,8560,8.728634,0.14999999,-1.1569101,6.6373382e-09,1.9645926,17.42743,-0.4908247,-0.9963794,-0.78653497,17.42743,252.27298307418823,,32.14447,0.5906692,-0.14285715,19.216951,1388.5425,3.2442589,4.9917183,
429,14.123337,1.0166742,8580,17.373915,0.14999999,-0.38302293,6.606431e-09,0.00060183636,17.42743,-0.65134287,-0.9941335,-0.7854761,17.42743,253.26881504058838,,32.171486,3.5990925,-0.5510204,19.216951,1388.5288,3.2366638,3.8258955,
430,14.130894,0.99904543,8600,17.372557,0.14999999,-0.35261968,6.5757395e-09,1.2577395e-05,17.42743,-0.68420553,-0.9964603,-0.78443587,17.42743,254.15492868423462,,32.153515,3.743128,-0.67346936,19.216951,1388.5161,3.229107,3.7928572,
431,14.138493,0.88261616,8620,17.406128,0.14999999,-0.3496504,6.5452608e-09,1.05418e-07,17.42743,1.1918907,-0.9987832,-0.78343374,17.42743,255.1106321811676,,32.14441,1.5891772e-27,1.0,19.216951,1388.4697,3.221508,27.715885,
432,14.105765,1.0016882,8640,,0.14999999,-3.0610344,6.5149934e-09,1.2635897e-05,17.42743,-0.47626597,-1.0011007,-0.7890197,17.42743,256.21380496025085,,32.111156,1.4891418e-32,-0.67346936,19.216951,1405.8301,3.2542353,3.7771819,
433,14.113211,1.0768751,8660,17.329762,0.14999999,-0.38327768,6.4849353e-09,6.1845617,17.42743,0.22594501,-1.0034128,-0.78808314,17.42743,256.94030594825745,,32.094933,0.0002443852,0.18367347,19.216951,1405.8604,3.24679,8.492062,
434,14.100599,0.9980304,8680,8.63985,0.14999999,-1.180781,6.455086e-09,0.0054722624,17.42743,-0.39218402,-0.9915376,-0.7888257,17.42743,257.6654074192047,,32.081688,0.00018684934,-0.46938777,19.216951,1414.5801,3.2594013,3.94187,
435,14.1080885,0.9926945,8700,17.3585,0.14999999,-0.43219408,6.425441e-09,1.5891356e-11,17.42743,-1.0047828,-0.99382645,-0.78801525,17.42743,258.55037236213684,,32.061996,0.0011144326,-1.0,19.216951,1414.5815,3.251912,6.4554048,
436,14.115187,0.96813416,8720,17.202814,0.14999999,-0.5596854,6.396001e-09,0.08683777,17.42743,-0.19263214,-0.9961227,-0.7875165,17.42743,259.4012882709503,,32.05085,0.00030998277,-0.3469388,19.216951,1414.7393,3.244814,4.2497106,
437,14.12138,0.99388224,8740,16.82186,0.14999999,-0.5645453,6.3667622e-09,1.5961253e-11,17.42743,-1.001775,-0.9982145,-0.7870835,17.42743,259.8739583492279,,31.991371,2.3936918e-06,-1.0,19.216951,1415.2773,3.2386208,6.390254,
438,14.128409,1.0099828,8760,17.199913,0.14999999,-0.5457037,6.3377237e-09,0.70754004,17.42743,-0.20786539,-1.0005002,-0.78655463,17.42743,260.36572265625,,31.970814,6.7756973e-06,-0.2244898,19.216951,1415.437,3.2315912,4.5980954,
439,14.134759,0.992211,8780,16.916035,0.14999999,-0.5454337,6.308883e-09,2.5718405e-08,17.42743,-0.74957603,-1.0011666,-0.78598875,17.42743,260.88574385643005,,31.922958,0.0006997718,-0.8367347,19.216951,1415.8809,3.2252417,3.8515754,
440,14.14208,0.9923677,8800,17.356386,0.14999999,-0.35642332,6.2802386e-09,0.38031018,17.42743,-0.5323906,-1.0034419,-0.7850349,17.42743,261.360342502594,,31.912844,0.020715095,-0.26530612,19.216951,1415.8853,3.2179203,4.432563,
441,14.149391,1.0206903,8820,17.365995,0.14999999,-0.35907552,6.2517893e-09,0.0006083194,17.42743,-0.50428975,-1.0048481,-0.7840917,17.42743,261.83702301979065,,32.00573,3.7793207,-0.5510204,19.216951,1415.8789,3.2106094,3.7930322,
442,14.156676,1.0222908,8840,17.36967,0.14999999,-0.3625087,6.223533e-09,0.00060969795,17.42743,-0.50243944,-1.0071118,-0.78309613,17.42743,262.37748861312866,,31.95229,3.6406507,-0.5510204,19.216951,1415.8691,3.2033243,3.7692146,
443,14.163961,1.0176121,8860,17.383656,0.14999999,-0.3573353,6.195467e-09,0.0019146185,17.42743,-0.46070626,-1.0093702,-0.7820896,17.42743,262.85405564308167,,31.912329,3.79687,-0.5102041,19.216951,1415.8457,3.1960392,3.7970233,
444,14.171168,0.9220734,8880,17.36381,0.14999999,-0.37183347,6.1675904e-09,0.0005116585,17.42743,0.69140506,-1.0116208,-0.7811307,17.42743,263.4211621284485,,31.891987,2.0907934e-14,0.75510204,19.216951,1415.8418,3.1888323,14.028773,
445,14.1500025,1.0064445,8900,4.752256,0.14999999,-1.5772363,6.139902e-09,0.0055958424,17.42743,-0.028923184,-1.0138693,-0.7831155,17.42743,263.90427827835083,,31.872799,1.2754817e-12,-0.46938777,19.216951,1428.4492,3.2099981,3.8610826,
446,14.14934,1.0958178,8920,13.854791,0.14999999,-0.790291,6.1124e-09,6.405914,17.42743,-0.11842301,-1.0161014,-0.7831217,17.42743,264.38452076911926,,31.994223,5.553303,0.020408163,19.216951,1431.9546,3.210661,6.6274214,
447,14.1530285,1.0686717,8940,15.798461,0.14999999,-0.6431787,6.0850818e-09,2.9582686,17.42743,-0.24543631,-1.0040802,-0.7826041,17.42743,264.86537313461304,,31.884583,5.0298805,-0.10204082,19.216951,1433.5166,3.2069721,5.3053775,
448,14.159193,0.98987037,8960,16.914534,0.14999999,-0.5108776,6.057946e-09,1.5985262e-11,17.42743,-0.9477626,-0.99971855,-0.78185207,17.42743,265.34426498413086,,31.82054,1.4182121e-05,-1.0,19.216951,1433.9619,3.2008076,6.455482,
449,14.166071,0.97975117,8980,17.247175,0.14999999,-0.4476046,6.030992e-09,0.18899156,17.42743,-0.39915073,-1.0019482,-0.7811381,17.42743,266.1839952468872,,31.799404,0.00044246347,-0.30612245,19.216951,1434.0742,3.1939297,4.284961,
450,14.172952,0.989528,9000,17.262032,0.14999999,-0.40693414,6.0042185e-09,2.578496e-08,17.42743,-0.89422506,-1.0037521,-0.78035605,17.42743,267.1963083744049,,31.77155,0.056699473,-0.8367347,19.216951,1434.1724,3.187049,3.8793638,
451,14.17985,0.9792441,9020,17.284092,0.14999999,-0.3920352,5.977622e-09,0.037637975,17.42743,-0.46945143,-1.0059718,-0.77952266,17.42743,268.3449146747589,,31.747074,0.01316692,-0.3877551,19.216951,1434.248,3.180151,4.050213,
452,14.186966,1.0186033,9040,17.396585,0.14999999,-0.3632804,5.9512013e-09,0.0019121943,17.42743,-0.45573157,-1.0081033,-0.7786517,17.42743,269.2628843784332,,31.731232,3.686051,-0.5102041,19.216951,1434.2114,3.1730347,3.76844,
453,14.193906,1.0114591,9060,17.330927,0.14999999,-0.3642725,5.9249556e-09,3.9489696,17.42743,0.26875016,-1.010309,-0.77770054,17.42743,270.1787977218628,,31.728668,3.677184e-05,0.26530612,19.216951,1434.2407,3.1660948,9.601895,
454,14.181247,0.99034363,9080,8.447055,0.14999999,-1.2525223,5.8988836e-09,1.6051193e-11,17.42743,-0.88442487,-1.0038344,-0.7787346,17.42743,271.2179436683655,,31.721348,2.7122224e-15,-1.0,19.216951,1443.1543,3.1787539,6.4478188,
455,14.188094,0.9925662,9100,17.296385,0.14999999,-0.38845003,5.8729825e-09,2.5843896e-08,17.42743,-0.68019545,-1.0060346,-0.7779057,17.42743,272.5070879459381,,31.716246,3.7288146,-0.8367347,19.216951,1443.2173,3.1719065,3.8669736,
456,14.195154,1.0227493,9120,17.407372,0.14999999,-0.3490981,5.847252e-09,0.001912436,17.42743,-0.31548968,-1.00823,-0.77698594,17.42743,273.42638421058655,,31.729868,1.9840149,-0.5102041,19.216951,1443.1699,3.1648464,3.7676234,
457,14.201642,0.98644835,9140,17.159815,0.14999999,-0.4587924,5.8216902e-09,0.19059876,17.42743,-0.36556405,-1.0104164,-0.7762445,17.42743,274.7939999103546,,31.721535,4.199746,-0.30612245,19.216951,1443.3701,3.1583586,4.257159,
458,14.208279,0.9899514,9160,17.241596,0.14999999,-0.41725722,5.796296e-09,0.037872553,17.42743,-0.17385462,-1.0121852,-0.77549464,17.42743,276.2921895980835,,31.684645,3.992811,-0.3877551,19.216951,1443.4888,3.151722,3.9963257,
459,14.213361,1.0526451,9180,16.540989,0.14999999,-0.57156926,5.771067e-09,2.0000837,17.42743,-0.18685946,-1.0142835,-0.77507627,17.42743,277.558865070343,,31.70185,4.610788,-0.14285715,19.216951,1444.3076,3.1466398,4.998204,
460,14.218748,0.976195,9200,16.691622,0.14999999,-0.54961455,5.7460023e-09,0.17062737,17.42743,0.5736902,-1.0121118,-0.77447844,17.42743,278.87821912765503,,31.680092,9.421503e-05,0.5102041,19.216951,1444.9761,3.1412525,11.871529,
461,14.201155,1.0225301,9220,6.1081257,0.14999999,-1.509202,5.7211005e-09,0.7170937,17.42743,-0.30516028,-1.0139126,-0.77614063,17.42743,279.8055682182312,,31.651924,8.544667e-06,-0.2244898,19.216951,1456.228,3.158846,4.496215,
462,14.207644,0.98910916,9240,17.199247,0.14999999,-0.447112,5.6963616e-09,0.08845056,17.42743,-0.4273237,-1.014525,-0.7753852,17.42743,280.79398822784424,,31.601748,4.000846,-0.3469388,19.216951,1456.3887,3.1523561,4.0670104,
463,14.214321,1.0141727,9260,17.298523,0.14999999,-0.36838245,5.6717817e-09,0.0056105587,17.42743,-0.35078746,-1.0164958,-0.7745336,17.42743,281.8151025772095,,31.573475,3.6959746,-0.46938777,19.216951,1456.4497,3.1456795,3.7811604,
464,14.22076,0.99868035,9280,17.202766,0.14999999,-0.4071779,5.6473612e-09,0.19217287,17.42743,-0.5965413,-1.0186412,-0.77371556,17.42743,282.8199164867401,,31.556547,3.8229673,-0.30612245,19.216951,1456.6074,3.1392403,4.13805,
465,14.227572,0.99170524,9300,17.388796,0.14999999,-0.33549038,5.6230975e-09,1.2881874e-05,17.42743,-0.6355625,-1.0203799,-0.77278036,17.42743,283.75198888778687,,31.602728,3.2614188,-0.67346936,19.216951,1456.5791,3.1324282,3.8025386,
466,14.2343645,0.9939498,9320,17.39226,0.14999999,-0.33966997,5.59899e-09,1.290957e-05,17.42743,-0.9296862,-1.0225282,-0.77187234,17.42743,284.8099317550659,,31.559624,3.6179938,-0.67346936,19.216951,1456.5464,3.125636,3.7798069,
467,14.2408285,0.9914919,9340,17.252703,0.14999999,-0.43710572,5.5750364e-09,2.6330056e-08,17.42743,-0.56502163,-1.0246718,-0.771172,17.42743,285.8165829181671,,31.577515,3.3983417,-0.8367347,19.216951,1456.6533,3.119172,3.8953588,
