ReturnStepMax,IWFirstEpisode,DenMISELogLast,LQGmu1_actor,DenMISELogFirst,Regret/t,Iteration,IWLastEpisode,Regret,ReturnMax,ReturnAbsMax,IWMin,TimestepsSoFar,LQGmu1_higher,delta,IWMean,Bound,DenMISEMeanLog,ReturnMean,LQGsigma_higher,ReturnMin,TimeElapsed,ReturnLastEpisode,IWMax
19.180521,0.5799134,-0.8726264,0.13138764,-0.5627404,5.7436905,11,1.4552139e-05,63.180595,17.391533,17.391533,,220,0.3469388,1.0048381e-05,0.92715955,118.96024,-0.7466345,11.61631,0.14999999,,3.3473501205444336,17.301174,5.6658363
19.180521,3.691141e-06,-0.55446106,0.7783524,-0.5983751,5.966092,12,7.3132745e-05,71.59311,17.391533,17.391533,,240,0.8367347,8.443432e-06,1.0107601,117.47415,-0.7433803,11.3939085,0.14999999,,3.596918821334839,8.947482,8.663968
19.180521,0.039383676,-0.7487532,-0.5432977,-0.67841744,6.566489,13,4.9174172e-14,85.364365,17.391533,17.391533,,260,-0.42857143,7.194403e-06,0.9179606,117.1574,-0.75604016,10.793511,0.14999999,,3.8539879322052,3.588759,7.502039
19.180521,1.9968156e-10,-0.6246263,-1.0497212,-0.7495005,6.0961456,14,0.048207697,85.34604,17.391533,17.391533,,280,-1.0,6.203337e-06,0.447017,104.47347,-0.76038045,11.263855,0.14999999,,4.124821662902832,17.378326,3.8882782
19.180521,0.007037435,-0.9331396,0.6776803,-0.81849337,5.7012243,15,6.659421e-26,85.51839,17.391533,17.391533,,300,0.59183675,5.403797e-06,1.033612,103.5136,-0.8091637,11.658776,0.14999999,,4.378487586975098,17.187658,6.900459
19.180521,2.1028247,-0.70824903,-0.004141122,-0.8825628,6.1221905,16,3.732901e-07,97.95505,17.391533,17.391533,,320,-0.18367347,4.7494304e-06,0.85223657,102.38455,-0.80749905,11.23781,0.14999999,,4.633119106292725,4.9233356,6.7322245
19.180521,0.00025508387,-0.7926805,-0.6378477,-0.81970817,6.1402187,17,0.000905048,104.3837,17.391533,17.391533,,340,-0.63265306,4.207108e-06,1.0641522,94.7666,-0.81877506,11.219782,0.14999999,,4.889258861541748,10.931324,5.240445
19.19159,8.353462e-09,-0.55579716,0.7683898,-0.8768516,5.796712,18,5.9838976e-26,104.34082,17.402903,17.402903,,360,1.0,3.7526365e-06,0.5077179,94.418045,-0.8050526,11.563289,0.14999999,,5.145590305328369,17.402903,5.992564
19.19159,6.683364,-0.8339497,-0.046209224,-0.9309188,6.2090397,19,9.1349175e-05,117.97177,17.402903,17.402903,,380,0.06122449,3.3680174e-06,1.7327065,94.3451,-0.8338663,11.150961,0.14999999,,5.402869462966919,3.7290573,6.836319
19.19159,3.847675e-08,-0.69522995,-0.7952724,-0.68080765,6.0561934,20,1.1393878e-06,121.12387,17.402903,17.402903,,400,-0.877551,3.0396352e-06,0.97477186,90.70928,-0.80061245,11.303807,0.14999999,,5.6589295864105225,14.207883,6.042291
19.19159,0.04145182,-0.58713377,-0.59121764,-0.7295978,5.768199,21,0.24101445,121.13217,17.402903,17.402903,,420,-0.42857143,2.7570386e-06,0.79869145,85.60897,-0.7948735,11.591802,0.14999999,,5.854320049285889,17.351685,6.1680884
19.19159,1.8775718,-0.5974685,0.19239843,-0.77414584,5.5043097,22,4.0180163e-07,121.09482,17.402903,17.402903,,440,0.26530612,2.5120953e-06,0.83993495,85.265366,-0.7969714,11.855691,0.14999999,,6.054924488067627,17.397371,4.455866
19.19159,6.67059e-05,-0.7104503,-0.55158097,-0.7367005,5.6385746,23,3.1459788e-07,129.68723,17.402903,17.402903,,460,-0.67346936,2.2984013e-06,1.2955192,83.75133,-0.8015777,11.721426,0.14999999,,6.259881973266602,8.767625,5.0068893
19.19159,4.6050916,-0.53737843,-0.15773663,-0.7792572,5.4035387,24,0.021758232,129.68494,17.402903,17.402903,,480,-0.06122449,2.110858e-06,1.2432977,82.00385,-0.78156847,11.956462,0.14999999,,6.454037666320801,17.362284,6.1123924
19.19159,0.00021098246,-0.7231695,0.5131105,-0.6445483,5.2204523,25,2.5121932e-07,130.51129,17.402903,17.402903,,500,0.71428573,1.9453666e-06,1.4257883,81.23975,-0.772622,12.139548,0.14999999,,6.642109632492065,16.533604,7.8651404
19.19159,0.65889275,-0.9824281,-0.3188481,-0.6837605,5.4293756,26,1.008402e-05,141.16376,17.402903,17.402903,,520,-0.26530612,1.7986008e-06,0.7845961,78.70959,-0.7698592,11.930625,0.14999999,,6.832904577255249,6.707558,5.8001804
19.19159,1.8936905e-10,-0.6492648,-1.1692654,-0.6964746,5.2341623,27,0.00016945029,141.32239,17.402903,17.402903,,540,-1.0,1.6678383e-06,0.6514477,78.64561,-0.7744225,12.125838,0.14999999,,7.024333238601685,17.20137,9.127532
19.19159,0.09298901,-1.7665821,0.34774327,-0.73284227,5.0528,28,1.8938674e-25,141.4784,17.402903,17.402903,,560,0.46938777,1.5508342e-06,0.9165812,78.41362,-0.8238043,12.3072,0.14999999,,7.21978759765625,17.20398,7.709301
19.19159,0.0023945598,-0.86695784,-0.535346,-0.76461804,5.2011976,29,1.0127359e-07,150.83472,17.402903,17.402903,,580,-0.5510204,1.4457245e-06,1.142868,77.27951,-0.8301642,12.158803,0.14999999,,7.415637493133545,8.00367,5.330064
19.19159,7.72345e-09,-0.564786,0.76557225,-0.79843706,5.0279207,30,8.316647e-23,150.83765,17.402903,17.402903,,600,1.0,1.3509492e-06,0.4056543,73.92713,-0.81838894,12.33208,0.14999999,,7.6083128452301025,17.35711,6.4523993
19.19159,4.8399854,-0.95498013,0.081415996,-0.8312269,5.3041697,31,0.0012507124,164.42926,17.402903,17.402903,,620,0.14285715,1.2651968e-06,1.3129599,73.85485,-0.8422877,12.055831,0.14999999,,7.8041040897369385,3.768408,6.4649005
19.19159,9.630579e-07,-0.71482897,-0.6375311,-0.7178986,5.398279,32,2.0265085e-07,172.74493,17.402903,17.402903,,640,-0.79591835,1.1873576e-06,0.9939431,73.96023,-0.8310176,11.961721,0.14999999,,7.998868465423584,9.044302,5.497718
19.196682,0.0066419863,-0.5680287,-0.46661466,-0.7486702,5.23326,33,3.2737617,172.69757,17.407322,17.407322,,660,-0.5102041,1.1164868e-06,1.1542222,72.43663,-0.82445794,12.12674,0.14999999,,8.190793991088867,17.407322,4.9053
19.196682,2.7423437,-0.5719675,-0.07960126,-0.7783219,5.0811367,34,0.45879072,172.7586,17.407322,17.407322,,680,-0.14285715,1.051777e-06,0.99335146,71.328255,-0.81384254,12.278864,0.14999999,,8.386752128601074,17.298967,6.0805793
19.196682,1.9577456e-10,-0.69614977,-1.0742639,-0.72974014,4.999919,35,3.5601946e-08,174.9972,17.407322,17.407322,,700,-1.0,9.925341e-07,0.76225364,70.66541,-0.81170565,12.360082,0.14999999,,8.58470630645752,15.121434,10.037107
19.196682,1.7685368e-05,-1.1186597,0.8671764,-0.757911,4.865592,36,1.4306132e-33,175.16132,17.407322,17.407322,,720,0.79591835,9.3815913e-07,1.1901059,69.41506,-0.8282872,12.494409,0.14999999,,8.779523372650146,17.19588,7.9801636
19.196682,0.2073199,-0.9580102,-0.3539347,-0.7853095,5.142252,37,4.117058e-14,190.2633,17.407322,17.407322,,740,-0.3469388,8.881331e-07,0.8873784,69.24497,-0.8289526,12.217749,0.14999999,,8.978986024856567,2.2580001,5.5368853
19.196682,0.73991,-0.6207007,0.5317409,-0.80639017,5.010254,38,8.986521e-05,190.38968,17.407322,17.407322,,760,0.3469388,8.4200434e-07,0.8523615,68.78638,-0.827055,12.349747,0.14999999,,9.175722360610962,17.233658,7.6122203
19.196682,0.00025339925,-1.0114434,-0.56073916,-0.81308144,5.1594696,39,6.0137317e-13,201.21933,17.407322,17.407322,,780,-0.63265306,7.993782e-07,1.1687936,67.96353,-0.8363921,12.200531,0.14999999,,9.382382869720459,6.5303273,4.909684
19.196682,0.0071788784,-0.514279,0.63761747,-0.83839273,5.029337,40,6.721867e-13,201.17346,17.407322,17.407322,,800,0.59183675,7.599088e-07,1.176059,68.02415,-0.8251394,12.330664,0.14999999,,9.631813526153564,17.405846,7.1187544
19.196682,6.246696,-0.90319866,0.12601416,-0.8629059,5.1983023,41,0.0013821473,213.13037,17.407322,17.407322,,820,0.020408163,7.2329226e-07,1.2983044,68.05532,-0.8241826,12.161698,0.14999999,,9.8329336643219,5.4031014,6.246696
19.196682,1.9882343e-10,-0.78942084,-1.1182418,-0.7451928,5.2745314,42,3.3969988e-12,221.53027,17.407322,17.407322,,840,-1.0,6.8925965e-07,0.822768,66.10988,-0.8177138,12.085469,0.14999999,,10.032285213470459,8.960075,9.353692
19.196682,0.017735746,-1.3501015,-0.43722996,-0.7687233,5.155713,43,0.0008871197,221.69568,17.407322,17.407322,,860,-0.46938777,6.5757393e-07,1.1166345,65.60532,-0.8353626,12.204288,0.14999999,,10.234614849090576,17.194674,5.0045156
19.196682,0.7337004,-0.56702816,-0.1527381,-0.7913005,5.0387087,44,2.4311624,221.70319,17.407322,17.407322,,880,-0.26530612,6.280238e-07,0.8748812,63.95547,-0.82737803,12.321292,0.14999999,,10.437145233154297,17.352474,5.4912777
19.196682,5.4345875,-0.70254153,0.18988904,-0.7972358,4.949383,45,3.638549,222.72223,17.407322,17.407322,,900,-0.020408163,6.0042186e-07,1.2463574,63.28276,-0.82782024,12.410618,0.14999999,,10.63773775100708,16.340933,5.7314167
19.196682,4.1790386e-06,-0.8700899,-1.0418832,-0.7052,5.028389,46,1.5285565e-08,231.30591,17.407322,17.407322,,920,-0.75510204,5.7460034e-07,0.89722335,63.259895,-0.8243752,12.331612,0.14999999,,10.83934211730957,8.776359,5.3351874
19.196682,1.9518137e-10,-1.0407045,-0.94805914,-0.72670615,4.9249134,47,7.2420454,231.47095,17.407322,17.407322,,940,-1.0,5.5040925e-07,1.0044304,64.69089,-0.83162886,12.435087,0.14999999,,11.043441534042358,17.194923,8.495978
19.196682,2.6491885,-0.6993036,0.36445236,-0.7477595,4.8246336,48,2.881757e-13,231.5824,17.407322,17.407322,,960,0.2244898,5.277145e-07,1.0890378,63.38244,-0.8299331,12.535367,0.14999999,,11.249295234680176,17.24852,6.493918
19.196682,7.102742e-09,-0.96612465,1.0590639,-0.7146566,4.9193296,49,0.00088341633,241.04712,17.407322,17.407322,,980,1.0,5.063948e-07,0.4607816,63.065464,-0.8316635,12.440671,0.14999999,,11.486260175704956,7.895323,7.1527786
19.196682,0.041247033,-1.4502637,0.39201674,-0.73485935,5.1681423,50,0.014038722,258.4071,17.407322,17.407322,,1000,0.5102041,4.8634166e-07,1.0910815,62.0379,-0.8550344,12.191858,0.14999999,,11.693544626235962,,7.7847595
19.196682,0.0066763945,-0.926863,-0.5159323,-0.75383735,5.25611,51,9.3631506e-08,268.06165,17.407322,17.407322,,1020,-0.5102041,4.6745637e-07,1.0907578,61.294838,-0.85553324,12.10389,0.14999999,,11.903259992599487,7.7054763,4.838707
19.196682,2.0445509e-10,-0.54417604,-0.7975019,-0.7731245,5.155282,52,0.025102502,268.07465,17.407322,17.407322,,1040,-1.0,4.496502e-07,0.9805602,61.042366,-0.8483724,12.204719,0.14999999,,12.110207319259644,17.34703,7.960623
19.196682,4.5587726e-06,-0.6551691,-0.84799767,-0.79217273,5.0581856,53,4.920453,268.0838,17.407322,17.407322,,1060,-0.75510204,4.3284237e-07,0.9334259,60.030594,-0.84594715,12.301815,0.14999999,,12.494486808776855,17.350788,5.0638037
19.196682,1.8647115e-05,-0.6015354,0.7191141,-0.8108648,4.9651136,54,4.0239175e-26,268.11615,17.407322,17.407322,,1080,0.79591835,4.1695958e-07,1.1193149,59.701866,-0.84300643,12.394887,0.14999999,,12.881042957305908,17.32768,8.263416
19.196682,1.9935806,-1.0055707,-0.5422097,-0.82921356,5.1105404,55,9.902179e-08,281.0797,17.407322,17.407322,,1100,-0.18367347,4.0193527e-07,0.8746626,59.61599,-0.84475726,12.24946,0.14999999,,13.268562078475952,4.396408,5.912657
19.196682,0.0025098121,-0.57778734,-0.5081465,-0.8116266,5.018449,56,4.7315073,281.03314,17.407322,17.407322,,1120,-0.5510204,3.8770855e-07,1.1719185,59.995037,-0.84258014,12.341552,0.14999999,,13.660064935684204,17.406572,4.7320995
19.196682,1.2717721,-0.52776396,0.1804267,-0.8292814,4.930087,57,1.7992428e-06,281.01495,17.407322,17.407322,,1140,0.30612245,3.7422413e-07,1.033611,59.042,-0.83455753,12.4299135,0.14999999,,14.027480125427246,17.378149,7.13875
19.196682,0.10288088,-0.8706461,-0.60150623,-0.8246066,4.99253,58,0.0048674466,289.5667,17.407322,17.407322,,1160,-0.3877551,3.6143112e-07,0.96864676,58.42795,-0.8351231,12.367471,0.14999999,,14.238883972167969,8.808262,5.0685606
19.196682,0.00026029436,-0.5187381,-0.51706976,-0.8399288,4.9072485,59,4.372615,289.5276,17.407322,17.407322,,1180,-0.63265306,3.4928303e-07,1.1584373,58.40054,-0.8305999,12.452752,0.14999999,,14.455452680587769,17.399147,4.5518904
19.196682,5.760054,-0.46781954,-0.124483444,-0.85673153,4.8251457,60,0.00084876217,289.5088,17.407322,17.407322,,1200,0.10204082,3.377373e-07,1.2305608,58.128223,-0.82231146,12.534855,0.14999999,,14.73735499382019,17.37883,6.385092
19.196682,2.061939e-10,-0.767643,-1.1962439,-0.7815928,4.7657433,61,2.2931748e-07,290.7104,17.407322,17.407322,,1220,-1.0,3.2675467e-07,0.9259878,57.496758,-0.8183171,12.594257,0.14999999,,14.949903726577759,16.158436,8.050177
19.196682,0.002443801,-1.8684607,0.5502815,-0.7978533,4.691571,62,9.016374e-32,290.87744,17.407322,17.407322,,1240,0.63265306,3.162992e-07,1.1681535,57.01701,-0.83700675,12.668429,0.14999999,,15.165196418762207,17.192917,8.06509
19.196682,0.0025153088,-0.9980426,-0.75960207,-0.8138142,4.7919006,63,1.4220243e-11,301.88977,17.407322,17.407322,,1260,-0.5510204,3.0633765e-07,1.1972607,56.73433,-0.8375959,12.5681,0.14999999,,15.615017890930176,6.3476753,4.415686
19.196682,2.2752815e-07,-0.59801865,-0.998774,-0.82952267,4.717058,64,4.2375712,301.89172,17.407322,17.407322,,1280,-0.8367347,2.968394e-07,0.9087484,57.076454,-0.83117515,12.642942,0.14999999,,16.072972297668457,17.358013,5.158454
19.196682,2.1969708e-10,-0.79028404,-1.0483632,-0.84502685,4.6469507,65,5.8616557,302.05176,17.407322,17.407322,,1300,-1.0,2.8777617e-07,1.0286026,56.40223,-0.83219147,12.71305,0.14999999,,16.522762775421143,17.199984,7.5568433
19.196682,4.0008793,-0.86672586,-0.053276233,-0.86029434,4.5790215,66,1.4405216e-08,302.2154,17.407322,17.407322,,1320,-0.10204082,2.791217e-07,0.9523849,56.367638,-0.83280945,12.780979,0.14999999,,16.972387313842773,17.196306,6.1615014
19.196682,7.864058e-09,-0.7823631,1.0059553,-0.81647915,4.5570774,67,1.1425551e-10,305.32416,17.407322,17.407322,,1340,1.0,2.708519e-07,0.5612243,55.76133,-0.8331005,12.802923,0.14999999,,17.377296924591064,14.25122,13.3563175
19.196682,0.21525204,-1.342983,0.5426327,-0.83129424,4.7453556,68,0.0061758687,322.68414,17.407322,17.407322,,1360,0.42857143,2.6294424e-07,0.98880565,55.33671,-0.8473752,12.614645,0.14999999,,17.59385371208191,,7.5849295
19.196682,0.21957327,-1.0057956,-0.5514665,-0.84273255,4.835079,69,1.676643e-07,333.62048,17.407322,17.407322,,1380,-0.3469388,2.553779e-07,0.8526893,54.7889,-0.8502468,12.524921,0.14999999,,17.812140464782715,6.4237857,5.4027333
19.196682,0.00026396813,-0.5072373,-0.5511681,-0.8539441,4.7657394,70,3.815022,333.6018,17.407322,17.407322,,1400,-0.63265306,2.4813352e-07,1.1282665,54.854153,-0.8476129,12.594261,0.14999999,,18.070955514907837,17.378668,4.5201674
19.218447,2.2483113e-10,-0.4684163,-0.93025684,-0.868125,4.6976337,71,0.048312172,333.53198,17.429792,17.429792,,1420,-1.0,2.4119305e-07,1.0290225,54.742958,-0.84073985,12.662367,0.14999999,,18.52767014503479,17.429792,7.3931375
19.218447,5.908114,-0.6273293,0.033225335,-0.88211125,4.6337776,72,2.5870156e-10,333.63196,17.429792,17.429792,,1440,0.10204082,2.3453978e-07,1.1426575,54.56833,-0.8378173,12.726223,0.14999999,,18.999593257904053,17.260052,6.6306534
19.218447,1.0634309e-06,-0.8153092,-1.1045555,-0.81704056,4.6833696,73,1.3933084e-06,341.886,17.429792,17.429792,,1460,-0.79591835,2.2815804e-07,0.933236,53.97672,-0.83599615,12.676631,0.14999999,,19.47407293319702,9.105908,4.8246336
19.218447,2.1656055e-10,-1.1351074,-1.0499424,-0.8306462,4.6223564,74,6.490625,342.05432,17.429792,17.429792,,1480,-1.0,2.2203328e-07,1.0749508,53.712936,-0.8411078,12.737644,0.14999999,,20.00605034828186,17.19164,6.9351153
19.218447,4.9134417,-0.8119292,-0.14435425,-0.84406924,4.56287,75,2.2028463e-09,342.2152,17.429792,17.429792,,1500,-0.06122449,2.1615185e-07,1.0344449,53.520607,-0.8401238,12.797131,0.14999999,,20.474900245666504,17.199133,6.1092553
19.218447,0.006949012,-0.7722938,-0.5354198,-0.7938585,4.515218,76,0.2940862,343.15662,17.429792,17.429792,,1520,-0.5102041,2.1050109e-07,1.1202754,53.443684,-0.8390849,12.844783,0.14999999,,20.947030782699585,16.418633,4.574553
19.218447,1.8572202e-05,-0.48252738,0.7183789,-0.80683917,4.456321,77,3.3757724e-17,343.13672,17.429792,17.429792,,1540,0.79591835,2.0506903e-07,1.0684186,53.29044,-0.83315635,12.90368,0.14999999,,21.425373077392578,17.379902,8.980054
19.218447,0.018458024,-1.1126223,0.3145698,-0.8197423,4.5652647,78,4.3422136,356.0907,17.429792,17.429792,,1560,0.5510204,1.9984455e-07,1.1386395,52.6259,-0.8363454,12.794736,0.14999999,,21.915075063705444,4.4060307,8.011893
19.218447,1.2829325,-1.01981,0.0065732,-0.83224475,4.6233788,79,0.011568628,365.24695,17.429792,17.429792,,1580,-0.2244898,1.948172e-07,0.80930305,52.598686,-0.8373458,12.736622,0.14999999,,22.38755464553833,8.20371,5.876122
19.218447,1.9828751,-0.80739707,0.119154766,-0.8287143,4.661233,80,1.3471111,372.89862,17.429792,17.429792,,1600,0.26530612,1.899772e-07,1.0120211,52.732224,-0.83949804,12.698768,0.14999999,,22.855459690093994,9.708308,7.074469
19.218447,2.1355107e-10,-0.85529274,-0.69670856,-0.8166531,4.7072,81,5.1089528e-12,381.2832,17.429792,17.429792,,1620,-1.0,1.8531539e-07,1.0763141,52.49382,-0.83981246,12.652801,0.14999999,,23.32807731628418,8.975387,6.940635
19.218447,0.00084138836,-0.56538725,-0.47262505,-0.82892317,4.6493607,82,3.6662397,381.24756,17.429792,17.429792,,1640,-0.59183675,1.8082306e-07,1.1653448,52.812904,-0.83588207,12.71064,0.14999999,,23.778395414352417,17.395638,4.526457
19.218447,6.111554,-0.5442137,0.14734128,-0.8410343,4.5929136,83,0.020662772,381.2118,17.429792,17.429792,,1660,0.020408163,1.7649211e-07,1.2015747,51.86757,-0.8306109,12.767087,0.14999999,,24.03446054458618,17.395693,6.125448
19.218447,0.0179721,-0.85383594,-0.38316524,-0.7819621,4.6388674,84,0.0013330185,389.6648,17.429792,17.429792,,1680,-0.46938777,1.7231491e-07,1.0780498,51.75023,-0.82881236,12.721133,0.14999999,,24.308525562286377,8.906996,4.698208
19.218447,4.5652073e-06,-0.61425936,-0.75915825,-0.7935826,4.5849934,85,0.22724771,389.7245,17.429792,17.429792,,1700,-0.75510204,1.6828433e-07,0.9185371,50.91931,-0.82556546,12.775007,0.14999999,,24.5369610786438,17.300447,4.7626915
19.218447,7.776473e-09,-0.53941244,1.0557503,-0.8052786,4.53162,86,6.205332e-30,389.71936,17.429792,17.429792,,1720,1.0,1.6439348e-07,0.61547077,50.792576,-0.82330036,12.828381,0.14999999,,24.767655849456787,17.365143,13.755726
19.218447,0.21396081,-1.5701417,-0.14150165,-0.8168394,4.6790724,87,1.3123539e-18,407.07935,17.429792,17.429792,,1740,-0.3469388,1.6063603e-07,0.8527813,50.611572,-0.8365698,12.680928,0.14999999,,25.00279474258423,,5.326235
19.218447,3.8652706,-0.77861065,-0.22109124,-0.8258118,4.637863,88,5.5967646,408.13196,17.429792,17.429792,,1760,-0.10204082,1.5700596e-07,1.0322913,50.713737,-0.83768266,12.722137,0.14999999,,25.236231803894043,16.307465,5.793772
19.218447,3.7330894,-0.7129689,0.11156361,-0.79412514,4.590513,89,0.14232872,408.55566,17.429792,17.429792,,1780,0.18367347,1.5349757e-07,1.1228712,50.307274,-0.8361251,12.769487,0.14999999,,25.475785732269287,16.936222,6.7862816
19.218447,2.0264049e-10,-0.80717444,-0.8729525,-0.76420945,4.632493,90,7.0935384e-12,416.92432,17.429792,17.429792,,1800,-1.0,1.5010546e-07,1.0066103,50.14769,-0.8347025,12.727508,0.14999999,,25.722856760025024,8.991333,7.0853434
19.218447,4.4823164e-06,-0.59862804,-0.6470976,-0.77525926,4.582123,91,3.5543456,416.97314,17.429792,17.429792,,1820,-0.75510204,1.4682455e-07,0.95535594,50.22077,-0.8322975,12.777878,0.14999999,,25.958160400390625,17.311125,4.749837
19.218447,0.002446772,-0.49685302,-0.62856525,-0.7861883,4.531852,92,3.5605142,416.93042,17.429792,17.429792,,1840,-0.5510204,1.4365008e-07,1.1422046,50.22735,-0.82925034,12.828149,0.14999999,,26.19625949859619,17.402874,4.363089
19.218447,0.00080378883,-0.46242005,0.5607487,-0.79697263,4.4829845,93,1.8381512e-16,416.9176,17.429792,17.429792,,1860,0.67346936,1.4057744e-07,1.1100733,49.86956,-0.82395214,12.877016,0.14999999,,26.448546648025513,17.372744,8.851895
19.218447,0.21022421,-1.1072693,0.61269796,-0.80765927,4.5535727,94,5.458697,428.0359,17.429792,17.429792,,1880,0.42857143,1.3760231e-07,0.9605049,49.664474,-0.82614607,12.806428,0.14999999,,26.850106954574585,6.241794,7.845726
19.218447,1.2622694,-1.0800306,-0.31833112,-0.81600744,4.6285152,95,1.347883e-06,439.70898,17.429792,17.429792,,1900,-0.2244898,1.3472066e-07,0.84877515,49.514053,-0.8294495,12.731485,0.14999999,,27.283096313476562,5.6867776,5.74897
19.218447,0.0008283281,-0.6674354,-0.27496082,-0.8132792,4.5819397,96,0.9834152,439.8662,17.429792,17.429792,,1920,-0.59183675,1.3192863e-07,1.1442449,49.533157,-0.8294454,12.778061,0.14999999,,27.787705659866333,17.202808,4.3153768
19.218447,0.21541941,-0.7017965,-0.30886266,-0.8236334,4.538144,97,4.78195,440.19995,17.429792,17.429792,,1940,-0.3469388,1.2922246e-07,0.92086494,49.363617,-0.82679707,12.8218565,0.14999999,,28.3690128326416,17.026281,5.092576
19.218447,2.8926191,-0.6353247,-0.12095905,-0.8316715,4.493973,98,2.721301,440.4093,17.429792,17.429792,,1960,-0.14285715,1.265987e-07,0.9935836,48.793316,-0.8257457,12.866028,0.14999999,,28.884137868881226,17.150581,5.5887585
19.218447,2.2374017e-07,-0.7063925,-0.92802143,-0.81273454,4.464349,99,6.1243954e-05,441.97046,17.429792,17.429792,,1980,-0.8367347,1.2405411e-07,0.88950723,48.5578,-0.8247454,12.895652,0.14999999,,29.399089813232422,15.798829,4.9239917
19.218447,5.9983687,-0.6348098,-0.16483791,-0.8227849,4.4207077,100,1.802945e-09,442.07068,17.429792,17.429792,,2000,0.06122449,1.2158542e-07,1.1841831,48.477478,-0.8240428,12.939293,0.14999999,,29.945449590682983,17.259815,6.2136745
19.218447,0.39916733,-0.6905827,-0.034915477,-0.7744817,4.386529,101,3.404776,443.03943,17.429792,17.429792,,2020,-0.30612245,1.1918971e-07,0.94440114,48.637962,-0.8211217,12.973472,0.14999999,,30.512011528015137,16.391357,5.020995
19.218447,2.0594589e-10,-0.729,-1.2463087,-0.78038967,4.3795547,102,5.6571965e-09,446.7146,17.429792,17.429792,,2040,-1.0,1.1686409e-07,0.98497146,48.47748,-0.82085776,12.980446,0.14999999,,31.005796909332275,13.684815,7.3553257
19.218447,4.4714207e-06,-2.3246129,0.872439,-0.7901458,4.33864,103,,446.88,17.429792,17.429792,,2060,0.8367347,1.14605925e-07,0.9363986,48.133636,-0.8358035,13.02136,0.14999999,,31.448654174804688,17.194565,9.830132
19.218447,3.766053,-1.2515683,-0.17705521,-0.79980767,4.442936,104,6.3632872e-09,462.0653,17.429792,17.429792,,2080,-0.10204082,1.1241255e-07,1.0973147,48.084724,-0.84064865,12.917065,0.14999999,,31.694342374801636,2.1746478,5.4282084
19.218447,2.0459436e-10,-0.64744383,-1.0691469,-0.7738053,4.4083595,105,1.4790503e-06,462.8777,17.429792,17.429792,,2100,-1.0,1.10281555e-07,1.0035027,47.845142,-0.8380306,12.951641,0.14999999,,31.942333698272705,16.547575,7.198325
