Regret,ReturnAbsMax,IWFirstEpisode,ReturnMax,delta,DenMISELogLast,Bound,IWMean,LQGsigma_higher,TimestepsSoFar,ReturnMin,ReturnMean,IWLastEpisode,TimeElapsed,ReturnStepMax,LQGmu1_higher,IWMin,DenMISELogFirst,IWMax,Iteration,ReturnLastEpisode,DenMISEMeanLog,LQGmu1_actor,Regret/t
320.4585,17.409815,3.060184,17.409815,2.968394e-07,-0.6792646,56.273434,0.8826801,0.14999999,1280,,12.352837,2.2131479,26.38577151298523,19.199152,-0.30612245,,-0.67930686,5.470926,64,15.348528,-0.9675494,-0.13980459,5.007164
321.27405,17.409815,0.0015032564,17.409815,2.8777617e-07,-0.65063256,56.044052,1.0305645,0.14999999,1300,,12.417323,0.001131378,26.612128257751465,19.199152,-0.75510204,,-0.64810365,4.859066,65,16.54445,-0.9647206,-0.7724677,4.9426775
321.27185,17.409815,0.00031731263,17.409815,2.791217e-07,-0.54532164,55.896915,1.0221646,0.14999999,1320,,12.492245,6.072808e-16,26.855672359466553,19.199152,0.5102041,,-0.663348,7.781115,66,17.362146,-0.95824814,0.33745718,4.867756
330.56396,17.409815,5.2346754,17.409815,2.708519e-07,-0.9399432,55.596416,1.1101607,0.14999999,1340,,12.426209,0.040413827,27.1057186126709,19.199152,-0.14285715,,-0.6783811,5.2534676,67,8.06784,-0.9581065,-0.2074421,4.933791
330.9933,17.409815,5.328421e-07,17.409815,2.6294424e-07,-0.61911756,55.46724,1.0481789,0.14999999,1360,,12.492452,4.280043e-06,27.3900625705719,19.199152,-1.0,,-0.6179686,7.429679,68,16.930698,-0.9518925,-0.9097638,4.867549
331.07166,17.409815,0.1076203,17.409815,2.553779e-07,-0.5752369,54.84362,1.1422778,0.14999999,1380,,12.561861,2.2318158e-13,27.61545205116272,19.199152,0.26530612,,-0.6325674,6.9012513,69,17.281713,-0.9462129,0.11548562,4.7981396
339.4485,17.409815,0.001499194,17.409815,2.4813352e-07,-0.8237841,54.71997,1.0575572,0.14999999,1400,,12.510737,2.9368275e-07,27.92945170402527,19.199152,-0.75510204,,-0.6453976,4.7844462,70,8.983225,-0.94290435,-1.0338808,4.849263
339.60895,17.409815,5.5547173e-07,17.409815,2.4119305e-07,-0.8016099,54.373142,1.08606,0.14999999,1420,,12.5767765,5.779298,28.155041456222534,19.199152,-1.0,,-0.65956086,6.987588,71,17.19947,-0.9404095,-1.1525741,4.783224
339.77563,17.409815,5.2094316,17.409815,2.3453978e-07,-1.3539836,54.005413,1.1210474,0.14999999,1440,,12.640895,1.4906995e-09,28.381783485412598,19.199152,-0.14285715,,-0.6735471,5.225048,72,17.193272,-0.9453836,-0.006613776,4.7191057
346.62036,17.409815,8.3389426e-13,17.409815,2.2815804e-07,-0.7181137,54.046074,1.1351179,0.14999999,1460,,12.611776,9.070291e-10,28.644850969314575,19.199152,1.0,,-0.61748487,16.812592,73,10.515253,-0.94095266,0.9023279,4.7482243
362.2887,17.409815,0.5209043,17.409815,2.2203328e-07,-1.2138166,53.455296,0.7376923,0.14999999,1480,,12.464207,6.2034766e-18,28.873812437057495,19.199152,-0.46938777,,-0.6310905,5.7499213,74,1.6916844,-0.9438711,-0.24563567,4.895794
362.68304,17.409815,1.221108,17.409815,2.1615185e-07,-0.6492752,53.463455,1.0558301,0.14999999,1500,,12.524226,0.3468917,29.103399991989136,19.199152,0.10204082,,-0.637499,6.3435555,75,16.965635,-0.94357353,0.21624655,4.8357744
371.36426,17.409815,5.4177485e-07,17.409815,2.1050109e-07,-0.87715495,53.18647,1.0958589,0.14999999,1520,,12.47363,3.3843716e-14,29.435796976089478,19.199152,-1.0,,-0.6345939,6.8095016,76,8.678896,-0.9422282,-1.2759632,4.8863707
371.52692,17.409815,1.4311855e-06,17.409815,2.0506903e-07,-2.553895,52.925903,0.81063974,0.14999999,1540,,12.534976,7.2015846e-36,29.668325662612915,19.199152,0.67346936,,-0.647666,8.832439,77,17.197311,-0.96229136,0.48584044,4.8250246
381.93127,17.409815,3.8391128,17.409815,1.9984455e-07,-1.0386204,52.624435,0.9591164,0.14999999,1560,,12.463447,2.6952133e-05,30.07684826850891,19.199152,-0.26530612,,-0.66056937,5.225049,78,6.955582,-0.9659833,-0.11181106,4.896554
383.48688,17.409815,0.007971474,17.409815,1.948172e-07,-0.6408837,52.606384,1.1967812,0.14999999,1580,,12.505736,0.01970558,30.597303867340088,19.199152,0.3877551,,-0.6252619,7.3074374,79,15.804357,-0.96258295,0.540816,4.8542643
394.40515,17.409815,4.2176657,17.409815,1.899772e-07,-1.027779,52.21071,1.1559511,0.14999999,1600,,12.429936,0.002361291,31.09272813796997,19.199152,-0.06122449,,-0.6377398,5.311427,80,6.441706,-0.9613738,0.12083693,4.930064
402.79346,17.409815,5.227174e-07,17.409815,1.8531539e-07,-0.81812465,52.196552,1.1080872,0.14999999,1620,,12.387241,4.527136e-12,31.589555025100708,19.199152,-1.0,,-0.59878427,6.660704,81,8.971711,-0.95795405,-1.0557811,4.9727592
402.95398,17.409815,0.02789345,17.409815,1.8082306e-07,-0.8002481,51.58011,0.8539958,0.14999999,1640,,12.445928,0.110783316,32.11932182312012,19.199152,-0.63265306,,-0.61105436,5.278949,82,17.199507,-0.9550519,-0.35295764,4.914073
403.03308,17.409815,2.101091,17.409815,1.7649211e-07,-0.7177495,51.287865,0.83997077,0.14999999,1660,,12.50418,5.447332,32.6245379447937,19.199152,-0.3469388,,-0.6228356,5.447332,83,17.28093,-0.9541094,-0.49930245,4.8558207
402.98584,17.409815,0.40990585,17.409815,1.7231491e-07,-0.70681196,50.967686,1.1103287,0.14999999,1680,,12.56255,0.00016983242,33.145065784454346,19.199152,0.18367347,,-0.60981256,6.509504,84,17.407272,-0.9532113,0.22129858,4.797451
411.687,17.409815,5.322088e-07,17.409815,1.6828433e-07,-0.8585178,50.95731,1.1000811,0.14999999,1700,,12.516624,2.5266293e-14,33.67681527137756,19.199152,-1.0,,-0.616779,6.458398,85,8.658771,-0.95106155,-1.037452,4.843376
411.84473,17.409815,8.9090565e-05,17.409815,1.6439348e-07,-0.7202515,50.275272,0.96496034,0.14999999,1720,,12.571109,2.4311815e-24,34.18200421333313,19.199152,0.5510204,,-0.62847507,8.03492,86,17.202341,-0.94751364,0.7006204,4.788892
424.56934,17.409815,1.9901931e-09,17.409815,1.6063603e-07,-1.1565552,50.261097,0.92042786,0.14999999,1740,,12.479894,5.601437,34.68834090232849,19.199152,0.8367347,,-0.64003485,9.384968,87,4.6354613,-0.9505773,0.80609804,4.880107
438.74072,17.409815,0.14409278,17.409815,1.5700596e-07,-1.1599139,50.270035,0.78248006,0.14999999,1760,,12.3743105,1.4244766e-17,35.23174548149109,19.199152,-0.5510204,,-0.6514635,5.5335617,88,3.1885037,-0.95417887,-0.8711219,4.98569
438.79468,17.409815,0.00048999157,17.409815,1.5349757e-07,-0.5804521,50.550842,0.94408476,0.14999999,1780,,12.429723,4.191062,35.73884892463684,19.199152,-0.79591835,,-0.66112703,4.8585896,89,17.30613,-0.9525251,-0.6779852,4.930278
438.7589,17.409815,5.6259006e-07,17.409815,1.5010546e-07,-0.6152059,50.107655,1.1159804,0.14999999,1800,,12.484901,0.49119526,36.24779772758484,19.199152,-1.0,,-0.6722948,6.3453636,90,17.395702,-0.94954884,-0.917861,4.875099
438.84534,17.409815,5.000806,17.409815,1.4682455e-07,-0.520823,50.032185,1.1076831,0.14999999,1820,,12.537524,1.689167e-06,36.805743932724,19.199152,-0.10204082,,-0.68334466,5.3381834,91,17.273556,-0.943826,-0.2035327,4.8224764
439.485,17.409815,2.9445171,17.409815,1.4365008e-07,-0.6451248,49.541115,0.89395994,0.14999999,1840,,12.582991,4.012542,37.305877685546875,19.199152,-0.30612245,,-0.64077663,5.323884,92,16.720459,-0.9396191,-0.26024663,4.77701
439.70264,17.409815,0.0004702876,17.409815,1.4057744e-07,-0.6259603,49.41936,0.95935714,0.14999999,1860,,12.632016,0.00846008,37.82630634307861,19.199152,-0.79591835,,-0.62008345,4.7336526,93,17.14232,-0.93751,-0.8244135,4.7279844
439.7328,17.409815,8.4504945e-13,17.409815,1.3760231e-07,-0.5243516,49.107483,1.0345141,0.14999999,1880,,12.681993,3.3835206e-32,38.34869837760925,19.199152,1.0,,-0.63077366,17.24098,94,17.329805,-0.9336835,1.0471984,4.678008
457.09277,17.409815,0.049219787,17.409815,1.3472066e-07,-1.5624489,49.005646,1.1519774,0.14999999,1900,,12.548498,6.355053e-05,38.870919704437256,19.199152,0.30612245,,-0.64135575,7.151372,95,,-0.9405007,0.39885417,4.8115025
466.7965,17.409815,4.9771566,17.409815,1.3192863e-07,-0.97704124,48.963448,1.0709589,0.14999999,1920,,12.497537,0.0037513787,39.39323806762695,19.199152,-0.18367347,,-0.6513091,5.0575747,96,7.6562424,-0.9395669,-0.13677138,4.862464
468.0243,17.409815,5.2920853e-07,17.409815,1.2922246e-07,-0.6169224,48.935303,1.1038029,0.14999999,1940,,12.535007,3.170868e-07,39.98165702819824,19.199152,-1.0,,-0.61112577,6.379067,97,16.1322,-0.93567973,-1.1360644,4.824993
468.18457,17.409815,1.8303876,17.409815,1.265987e-07,-1.1799572,48.566086,1.0316844,0.14999999,1960,,12.582606,1.2663883e-13,40.50697684288025,19.199152,0.06122449,,-0.62138224,6.0918984,98,17.199713,-0.93733275,0.11658168,4.7773943
476.5636,17.409815,5.302168e-07,17.409815,1.2405411e-07,-0.8255841,48.20684,1.1099977,0.14999999,1980,,12.5462265,5.6357237e-12,41.03390288352966,19.199152,-1.0,,-0.6130295,6.1088533,99,8.980909,-0.93603224,-1.0181707,4.813774
476.72705,17.409815,0.028230906,17.409815,1.2158542e-07,-0.6192431,48.09709,0.83395475,0.14999999,2000,,12.59273,0.18171269,41.56245994567871,19.199152,-0.63265306,,-0.62307984,5.2400775,100,17.196577,-0.93197006,-0.62257093,4.767271
476.7002,17.409815,0.8968609,17.409815,1.1918971e-07,-0.6662774,47.99469,0.7502014,0.14999999,2020,,12.640197,2.243658,42.0932879447937,19.199152,-0.42857143,,-0.6327479,5.6171656,101,17.386894,-0.9310815,-0.3815007,4.719804
476.79504,17.409815,1.4114205e-06,17.409815,1.1686409e-07,-0.6893743,47.897118,0.89346194,0.14999999,2040,,12.685539,9.616747e-11,42.62507438659668,19.199152,0.67346936,,-0.63375956,9.028649,102,17.26516,-0.9312357,0.364666,4.6744614
486.26123,17.409815,0.002947303,17.409815,1.14605925e-07,-1.0098615,48.01464,1.1535672,0.14999999,2060,,12.639018,6.667797,43.1412513256073,19.199152,0.42857143,,-0.6435157,7.5353456,103,7.8939047,-0.9332317,0.1981501,4.7209826
494.87402,17.409815,4.986323,17.409815,1.1241255e-07,-0.9126984,47.84256,1.0687423,0.14999999,2080,,12.601597,0.25953048,43.62131094932556,19.199152,-0.18367347,,-0.653149,5.0673933,104,8.747173,-0.93180907,0.057098314,4.758404
503.15906,17.409815,0.72848994,17.409815,1.10281555e-07,-0.81094706,47.8481,1.156487,0.14999999,2100,,12.568009,5.0819416,44.135085105895996,19.199152,0.14285715,,-0.615887,6.4965897,105,9.07497,-0.93014747,0.10708588,4.791991
