IWFirstEpisode,ReturnMin,LQGsigma_higher,ReturnMax,LQGmu1_actor,TimeElapsed,IWLastEpisode,DenMISEMeanLog,DenMISELogFirst,ReturnLastEpisode,LQGmu1_higher,delta,TimestepsSoFar,IWMax,Regret,Bound,IWMean,ReturnMean,DenMISELogLast,ReturnStepMax,IWMin,Iteration,Regret/t,ReturnAbsMax
0.014940843,,0.14999999,17.400452,0.54102194,3.580437183380127,0.2753436,-0.7184595,-0.5226672,11.033681,0.3469388,1.0048381e-05,220,7.267208,52.57451,118.857666,0.72693324,12.5805,-0.52785414,19.188759,,11,4.779501,17.400452
1.2774313e-09,,0.14999999,17.400452,0.9809112,3.8724658489227295,0.900518,-0.7623064,-0.6083213,6.439678,0.8367347,8.443432e-06,240,7.435931,63.494843,117.901,1.2630154,12.068764,-0.8602789,19.188759,,12,5.291237,17.400452
0.015014139,,0.14999999,17.400452,-0.6410286,4.164519786834717,2.7334064e-26,-0.7756207,-0.68836397,0.3442763,-0.67346936,7.194403e-06,260,4.358246,80.510574,116.09417,0.8466632,11.16688,-0.98182756,19.188759,,13,6.193121,17.400452
5.6223416,,0.14999999,17.400452,-0.02392827,4.458514451980591,0.0482231,-0.78070796,-0.7613177,17.361519,-0.18367347,6.203337e-06,280,5.6223416,80.50905,103.63505,1.2824901,11.609354,-0.63820684,19.188759,,14,5.7506466,17.400452
1.540139e-05,,0.14999999,17.400452,0.71013945,4.75402569770813,0.0010725354,-0.757243,-0.4926991,11.657498,0.59183675,5.403797e-06,300,6.9023223,86.21156,103.37939,0.93116206,11.612564,-0.61001384,19.188759,,15,5.7474365,17.400452
7.12096e-07,,0.14999999,17.400452,-0.8508388,5.051472902297974,3.2650598e-28,-0.7650959,-0.55723655,4.5131946,-1.0,4.7494304e-06,320,3.8108854,99.05835,103.129524,0.26174903,11.168854,-0.72332275,19.188759,,16,6.191147,17.400452
0.32183334,,0.14999999,17.400452,-0.44993547,5.35062575340271,0.4611397,-0.81181055,-0.61786115,17.316133,-0.5102041,4.207108e-06,340,5.8045397,99.1022,100.03821,1.3423324,11.530458,-0.82625324,19.188759,,17,5.829542,17.400452
5.3670675e-13,,0.14999999,17.400452,1.0305911,5.651259183883667,2.3400568e-20,-0.78401136,-0.65626514,17.34423,1.0,3.7526365e-06,360,9.5698395,99.11798,94.2065,1.1847736,11.853446,-0.5383565,19.188759,,18,5.5065546,17.400452
0.0006715603,,0.14999999,17.400452,-0.7248659,5.95588231086731,4.798105e-32,-0.79736054,-0.7103324,,-0.79591835,3.3680174e-06,380,6.358034,116.478,93.82293,0.9237606,11.229581,-1.0436959,19.188759,,19,6.1304197,17.400452
1.2425158,,0.14999999,17.400452,0.124989346,6.258872985839844,1.2354604e-06,-0.79586476,-0.76159036,17.37433,0.10204082,3.0396352e-06,400,5.08712,116.46365,91.96078,0.8496373,11.536818,-0.6127493,19.188759,,20,5.823183,17.400452
1.7731,,0.14999999,17.400452,-0.31462196,6.561320781707764,0.01703316,-0.8054628,-0.7501081,8.962418,-0.3877551,2.7570386e-06,420,5.3309736,124.86124,87.83196,1.3159579,11.414227,-0.7916004,19.188759,,21,5.945774,17.400452
5.4055886,,0.14999999,17.400452,-0.29368043,6.864690542221069,2.4249883,-0.78428626,-0.71557057,17.139683,-0.14285715,2.5120953e-06,440,5.4055886,125.08157,83.01727,1.1653394,11.674475,-0.56327087,19.188759,,22,5.685526,17.400452
0.036738902,,0.14999999,17.400452,0.18191257,7.168993949890137,0.0014857174,-0.76762503,-0.54031783,17.129293,0.30612245,2.2984013e-06,460,6.3191533,125.31229,83.001785,0.5809256,11.911641,-0.50470525,19.188759,,23,5.4483595,17.400452
0.033011653,,0.14999999,17.400452,-0.2936521,7.472100257873535,2.2596053e-06,-0.786016,-0.58128136,8.80336,-0.63265306,2.110858e-06,480,5.493409,133.86893,82.90393,1.0899533,11.782128,-0.7663274,19.188759,,24,5.5778723,17.400452
3.0728445,,0.14999999,17.400452,-0.13130026,7.778172969818115,4.7018776,-0.7759743,-0.62072885,17.165138,-0.30612245,1.9453666e-06,500,4.701909,134.06378,81.41252,1.4407812,11.997449,-0.5732363,19.188759,,25,5.3625517,17.400452
3.996396e-06,,0.14999999,17.400452,0.6650795,8.084978580474854,1.1037834e-05,-0.7543178,-0.5440227,16.305325,0.63265306,1.7986008e-06,520,7.339553,135.11844,79.429344,0.90910333,12.163137,-0.5770746,19.188759,,26,5.196863,17.400452
7.297772e-07,,0.14999999,17.400452,-0.6509889,8.39284873008728,1.1534875e-26,-0.76590806,-0.58176285,5.0773854,-1.0,1.6678383e-06,540,3.9531233,147.4011,78.29811,0.32128075,11.9007015,-0.9082833,19.188759,,27,5.459299,17.400452
2.3995697,,0.14999999,17.400452,-0.02452462,8.701805830001831,0.00022869649,-0.7862087,-0.61813045,17.390812,0.020408163,1.5508342e-06,560,5.816142,147.37024,77.5748,1.1977242,12.096778,-0.6559036,19.188759,,28,5.2632227,17.400452
0.3070991,,0.14999999,17.400452,-0.58102536,9.013007402420044,0.026567249,-0.7766187,-0.57099783,11.6036005,-0.5102041,1.4457245e-06,580,4.868702,153.12665,75.461464,1.2000235,12.079771,-0.6356211,19.188759,,29,5.2802296,17.400452
1.2597272e-09,,0.14999999,17.419807,0.740662,9.31894040107727,1.8109143e-19,-0.76340294,-0.5943654,17.419807,0.8367347,1.3509492e-06,600,6.8829393,153.06686,75.721855,1.1846522,12.257772,-0.5341771,19.208532,,30,5.102228,17.419807
0.00061796186,,0.14999999,17.419807,-0.6651163,9.634930849075317,1.0804128e-22,-0.764924,-0.62715524,4.110021,-0.79591835,1.2651968e-06,620,6.0996304,166.31683,75.61551,0.8589824,11.994942,-0.9107194,19.208532,,31,5.365059,17.419807
4.6825333,,0.14999999,17.419807,-0.27045068,9.948715925216675,0.06404708,-0.76508,-0.658884,17.371992,-0.2244898,1.1873576e-06,640,4.6825333,166.30484,73.06929,1.2703292,12.162974,-0.5881651,19.208532,,32,5.1970263,17.419807
0.0007004746,,0.14999999,17.419807,0.5693687,10.266327142715454,2.259533e-05,-0.74985933,-0.5530909,17.107288,0.46938777,1.1164868e-06,660,7.2771883,166.55753,72.56564,0.70779824,12.312802,-0.4876286,19.208532,,33,5.0471983,17.419807
0.03306587,,0.14999999,17.419807,-0.730703,10.583556890487671,7.4796967e-14,-0.7640138,-0.5829226,6.1531,-0.63265306,1.051777e-06,680,4.998169,177.7644,71.82352,1.1620717,12.131635,-0.9057453,19.208532,,34,5.228366,17.419807
5.1292195e-13,,0.14999999,17.419807,0.91226816,10.900101900100708,5.98551e-29,-0.75596607,-0.6109381,17.371748,1.0,9.925341e-07,700,11.5028515,177.75272,70.55662,1.026247,12.281352,-0.5991565,19.208532,,35,5.0786486,17.419807
0.36673075,,0.14999999,17.419807,0.019150719,11.21715521812439,5.4066877e-05,-0.7644975,-0.63910896,1.5274585,0.18367347,9.3815913e-07,720,7.265538,193.58527,70.3357,0.7636717,11.982632,-0.9932018,19.208532,,36,5.377369,17.419807
4.1328607,,0.14999999,17.419807,0.10626723,11.536535263061523,4.9838333,-0.77187294,-0.6563725,9.137521,-0.06122449,8.881331e-07,740,5.459272,201.80774,69.56737,1.2844296,11.905737,-0.77157736,19.208532,,37,5.4542637,17.419807
1.4914856,,0.14999999,17.419807,-0.18352938,11.856414794921875,0.024931822,-0.76534224,-0.57715136,9.001837,-0.3877551,8.4200434e-07,760,4.74979,210.16595,69.06682,1.2166953,11.829318,-0.75372124,19.208532,,38,5.5306826,17.419807
0.0001764037,,0.14999999,17.419807,-0.8143319,12.181141138076782,0.00035189354,-0.7553052,-0.5646279,16.640352,-0.8367347,7.993782e-07,780,6.3210506,210.88556,67.76866,0.76017934,11.952679,-0.5513542,19.208532,,39,5.407322,17.419807
2.0360005e-07,,0.14999999,17.419807,0.7528694,12.504333734512329,1.5000562e-22,-0.7604922,-0.58994114,17.31919,0.71428573,7.599088e-07,800,7.827914,210.92636,66.07319,1.2083098,12.086842,-0.6964913,19.208532,,40,5.273159,17.419807
0.013946965,,0.14999999,17.419807,-0.9244652,12.828620910644531,1.5650947e-19,-0.7612486,-0.6146338,3.9440231,-0.67346936,7.2329226e-07,820,4.8891125,224.34232,66.12045,1.1032962,11.888236,-0.9304789,19.208532,,41,5.4717646,17.419807
7.722957e-07,,0.14999999,17.419807,-0.982563,13.151236295700073,5.7336984,-0.7628448,-0.6383912,17.269308,-1.0,6.8925965e-07,840,5.7336984,224.43298,65.916306,0.40968332,12.016357,-0.8949684,19.208532,,42,5.343643,17.419807
5.0903788,,0.14999999,17.419807,-0.07387477,13.47677206993103,4.666765e-06,-0.7805475,-0.6619217,17.21782,-0.18367347,6.5757393e-07,860,5.0903788,224.5752,65.87552,1.2544632,12.137322,-0.9295434,19.208532,,43,5.222678,17.419807
2.2937503,,0.14999999,17.419807,-0.12554604,13.803124189376831,4.171337,-0.77258354,-0.57302916,14.692231,0.020408163,6.280238e-07,880,5.6966333,227.24298,64.41806,1.2574128,12.195388,-0.6475946,19.208532,,44,5.164613,17.419807
0.015273451,,0.14999999,17.419807,0.330792,14.130149602890015,0.032435767,-0.7630995,-0.5446847,16.25457,0.3469388,6.0042186e-07,900,7.5685596,228.34833,63.52999,0.53781915,12.285593,-0.55425686,19.208532,,45,5.0744076,17.419807
0.00017670324,,0.14999999,17.419807,-1.0392525,14.45826530456543,4.8146437e-13,-0.7774795,-0.5663243,8.108392,-0.8367347,5.7460034e-07,920,5.554372,237.59998,63.297478,0.92965204,12.194784,-0.95140433,19.208532,,46,5.1652164,17.419807
3.7369258,,0.14999999,17.419807,-0.46570435,14.790038108825684,1.3811064e-05,-0.7873836,-0.5878266,17.191202,-0.26530612,5.5040925e-07,940,4.7805204,237.7688,63.061905,1.2042267,12.30109,-1.1427361,19.208532,,47,5.0589104,17.419807
0.5377123,,0.14999999,17.419807,-0.53600144,15.12007999420166,4.822898,-0.7797871,-0.53237367,17.33923,-0.46938777,5.277145e-07,960,4.822898,237.78955,62.975258,1.0575438,12.406052,-0.595495,19.208532,,48,4.953949,17.419807
7.0122513e-07,,0.14999999,17.419807,-1.0897177,15.453147411346436,0.038156547,-0.7742134,-0.5418529,17.379635,-1.0,5.063948e-07,980,8.399906,237.7699,62.559566,0.6526144,12.507553,-0.54008734,19.208532,,49,4.8524475,17.419807
4.884525e-13,,0.14999999,17.419807,1.0688272,15.785306930541992,,-0.79195845,-0.5620556,17.200657,1.0,4.8634166e-07,1000,12.038681,237.92926,61.727444,0.969222,12.601415,-1.2911954,19.208532,,50,4.758586,17.419807
6.343167e-05,,0.14999999,17.419807,0.4475621,16.118412971496582,0.030308273,-0.80741197,-0.5818582,,0.5510204,4.6745637e-07,1020,8.199051,255.2893,61.682045,0.8995475,12.354328,-1.4837927,19.208532,,51,5.0056725,17.419807
0.16151963,,0.14999999,17.419807,-0.31045175,16.458120107650757,1.7322985e-09,-0.8138748,-0.6012751,7.2808833,-0.5510204,4.496502e-07,1040,4.8157954,265.3684,60.84902,1.0550035,12.256762,-1.007271,19.208532,,52,5.103239,17.419807
4.578968,,0.14999999,17.419807,-0.1369679,16.79472851753235,1.7463945,-0.80820316,-0.61722195,17.170427,-0.10204082,4.3284237e-07,1060,5.218836,265.55798,60.549164,1.2557822,12.349472,-0.5445968,19.208532,,53,5.0105286,17.419807
0.33648974,,0.14999999,17.419807,0.14751494,17.13244891166687,0.47649136,-0.7996097,-0.5530486,16.253094,0.18367347,4.1695958e-07,1080,7.0952578,266.66492,60.139156,0.8075197,12.4217615,-0.5651995,19.208532,,54,4.938239,17.419807
7.177789e-07,,0.14999999,17.419807,-1.2595698,17.471036195755005,1.2070537e-12,-0.804226,-0.5651858,8.906529,-1.0,4.0193527e-07,1100,8.895168,275.1184,60.114666,0.7441627,12.357848,-0.8409959,19.208532,,55,5.0021524,17.419807
2.959674,,0.14999999,17.419807,-0.53106785,17.81184697151184,6.708832e-08,-0.8432635,-0.58320427,17.196629,-0.30612245,3.8770855e-07,1120,4.686243,275.28174,59.626427,1.1637889,12.444255,-2.7059398,19.208532,,56,4.9157457,17.419807
7.074808e-09,,0.14999999,17.419807,0.86214215,18.163256406784058,4.773623e-17,-0.8360645,-0.5494018,17.386538,0.79591835,3.7422413e-07,1140,8.18842,275.25525,58.642685,1.1233808,12.530961,-0.5719185,19.208532,,57,4.8290396,17.419807
0.013295449,,0.14999999,17.419807,-0.49864304,18.512219667434692,1.3633961e-22,-0.83891094,-0.56679356,2.3372638,-0.67346936,3.6143112e-07,1160,5.076551,290.27795,58.65786,0.9832571,12.355207,-1.0772109,19.208532,,58,5.004793,17.419807
0.5660083,,0.14999999,17.419807,-0.33784568,18.861655473709106,4.533484,-0.83469236,-0.5836588,17.326412,-0.46938777,3.4928303e-07,1180,4.6053176,290.31152,58.632164,1.1180971,12.4394655,-0.5523286,19.208532,,59,4.920535,17.419807
7.364892e-07,,0.14999999,17.419807,-0.85296875,19.214553594589233,0.00025759352,-0.8275308,-0.5909183,17.205227,-1.0,3.377373e-07,1200,9.540199,290.46637,58.066483,0.8126536,12.518895,-0.50098777,19.208532,,60,4.8411055,17.419807
3.1719527,,0.14999999,17.419807,0.10529659,19.572110414505005,1.0589446e-06,-0.828497,-0.60744756,17.314972,-0.020408163,3.2675467e-07,1220,5.687703,290.51135,57.433174,1.1820351,12.59752,-0.6670757,19.208532,,61,4.7624807,17.419807
0.0021557615,,0.14999999,17.419807,0.35497615,19.92908024787903,0.6041128,-0.8262551,-0.57301575,9.003706,0.42857143,3.162992e-07,1240,8.278291,298.86768,57.3305,0.7444526,12.539555,-0.84019434,19.208532,,62,4.820446,17.419807
2.199546,,0.14999999,17.419807,-0.5316363,20.284300327301025,0.00013023788,-0.8338261,-0.58898133,7.957393,-0.3469388,3.0633765e-07,1260,4.5647054,308.27026,56.959213,1.1434101,12.466822,-1.024218,19.208532,,63,4.893179,17.419807
0.0017842676,,0.14999999,17.419807,-0.98236096,20.640774250030518,1.4931046,-0.82720524,-0.57041186,17.35342,-0.75510204,2.968394e-07,1280,5.04883,308.2768,56.402504,0.9228319,12.543176,-0.53238595,19.208532,,64,4.816825,17.419807
0.17972893,,0.14999999,17.419807,0.020705223,20.994489908218384,5.4613564e-14,-0.82900333,-0.5858882,17.219648,0.2244898,2.8777617e-07,1300,6.7285843,308.4171,56.221645,0.8693715,12.615122,-0.84974384,19.208532,,65,4.744879,17.419807
7.420157e-07,,0.14999999,17.419807,-1.1248426,21.34641671180725,4.9412613e-10,-0.8300298,-0.5983944,9.1261,-1.0,2.791217e-07,1320,9.035137,316.651,56.10725,0.8565065,12.562258,-0.7455718,19.208532,,66,4.797743,17.419807
0.32041115,,0.14999999,17.419807,-0.8231125,21.69874596595764,0.0023891786,-0.8408111,-0.6134323,17.19943,-0.5102041,2.708519e-07,1340,4.585766,316.81158,55.60766,1.0783023,12.631469,-1.3801384,19.208532,,67,4.728532,17.419807
7.60862e-07,,0.14999999,17.419807,-0.99683505,22.051960229873657,2.5196695,-0.8370055,-0.6234765,17.336145,-1.0,2.6294424e-07,1360,8.1880045,316.83545,55.170456,0.93200207,12.700655,-0.64126176,19.208532,,68,4.6593456,17.419807
5.2703214e-13,,0.14999999,17.419807,0.82893336,22.405975341796875,1.8849321e-38,-0.8373723,-0.6380753,17.205181,1.0,2.553779e-07,1380,13.672539,316.99036,55.07282,1.0288044,12.765938,-0.7652671,19.208532,,69,4.594063,17.419807
5.0750017,,0.14999999,17.419807,-0.045351565,22.76141381263733,6.6251573e-09,-0.8426363,-0.65246403,2.8485682,-0.14285715,2.4813352e-07,1400,5.2071915,331.50177,55.076706,1.1589514,12.624262,-1.1755811,19.208532,,70,4.7357388,17.419807
4.2123734e-06,,0.14999999,17.419807,0.7935121,23.115336418151855,0.00019527058,-0.83864665,-0.59665626,13.906323,0.63265306,2.4119305e-07,1420,8.576418,334.95544,54.84025,0.97600436,12.642319,-0.696033,19.208532,,71,4.717682,17.419807
1.6553581,,0.14999999,17.419807,0.082097605,23.470030784606934,5.5440432e-05,-0.84358287,-0.61064243,3.371804,0.06122449,2.3453978e-07,1440,6.1809196,348.9436,54.576294,1.1442351,12.513561,-1.1381779,19.208532,,72,4.8464394,17.419807
0.00018306696,,0.14999999,17.419807,-0.95077425,23.82660984992981,4.1732275e-08,-0.84127396,-0.601705,9.043287,-0.8367347,2.2815804e-07,1460,5.234271,357.2603,54.52279,0.9302945,12.466023,-0.7910025,19.208532,,73,4.893977,17.419807
7.5467244e-07,,0.14999999,17.419807,-1.1550597,24.186241388320923,5.0703135,-0.84052026,-0.61530817,17.242117,-1.0,2.2203328e-07,1480,7.8816276,357.37817,53.57427,0.9735892,12.530565,-0.6990695,19.208532,,74,4.8294353,17.419807
1.5704348,,0.14999999,17.419807,-0.5000164,24.54540467262268,2.4371944e-05,-0.8498011,-0.6287312,17.193398,-0.3877551,2.1615185e-07,1500,4.726869,357.54474,53.07372,1.038066,12.592737,-1.4832156,19.208532,,75,4.7672634,17.419807
0.07808046,,0.14999999,17.419807,-0.45054013,24.907401084899902,3.8210413,-0.8455649,-0.6212535,17.400238,-0.59183675,2.1050109e-07,1520,4.7712502,357.50464,52.999504,0.9793879,12.655993,-0.5496966,19.208532,,76,4.704007,17.419807
7.69397e-09,,0.14999999,17.419807,0.80110335,25.268043518066406,4.4834843e-15,-0.8416551,-0.6332987,17.359795,0.79591835,2.0506903e-07,1540,8.876162,357.50482,52.56473,1.2125648,12.717081,-0.5091962,19.208532,,77,4.6429195,17.419807
5.0433216,,0.14999999,17.419807,-0.036138803,25.630332231521606,2.0326587e-08,-0.8429763,-0.6462021,3.261591,-0.14285715,1.9984455e-07,1560,5.154252,371.6032,52.507957,1.127801,12.595858,-1.1118495,19.208532,,78,4.764143,17.419807
7.404542e-07,,0.14999999,17.419807,-0.9326926,25.993109464645386,5.7613194e-09,-0.83972263,-0.59628755,13.233615,-1.0,1.948172e-07,1580,7.60409,375.7296,52.418316,0.9930956,12.6039295,-0.69479764,19.208532,,79,4.756071,17.419807
0.016285863,,0.14999999,17.419807,0.14537722,26.358136415481567,7.8460064e-16,-0.83749694,-0.60886633,17.255579,0.3469388,1.899772e-07,1600,8.374243,375.83405,52.447937,0.7095775,12.662075,-0.6283824,19.208532,,80,4.6979256,17.419807
1.6727353,,0.14999999,17.419807,-0.14386636,26.72512125968933,5.710745,-0.84232384,-0.6210853,8.9122305,0.06122449,1.8531539e-07,1620,6.1768513,384.2818,52.716965,1.2155528,12.615781,-0.9215387,19.208532,,81,4.74422,17.419807
0.9849586,,0.14999999,17.419807,-0.3913581,27.093443870544434,0.8149265,-0.8373073,-0.6129147,16.395903,-0.42857143,1.8082306e-07,1640,4.656836,385.24585,51.868828,1.0573199,12.6618805,-0.6184275,19.208532,,82,4.69812,17.419807
0.0006093344,,0.14999999,17.419807,-0.66617465,27.462051153182983,0.11811366,-0.833017,-0.6130959,17.313272,-0.79591835,1.7649211e-07,1660,5.057811,385.2926,51.608345,0.889626,12.71792,-0.52279943,19.208532,,83,4.6420803,17.419807
4.5268216,,0.14999999,17.419807,-0.43700898,27.83115839958191,0.063475996,-0.8317006,-0.62506473,17.384182,-0.2244898,1.7231491e-07,1680,4.7351556,385.2683,51.546295,1.0901927,12.773473,-0.5999589,19.208532,,84,4.586528,17.419807
0.1588185,,0.14999999,17.419807,-0.49118653,28.201199769973755,3.357699,-0.82716334,-0.5844104,17.293173,-0.5510204,1.6828433e-07,1700,4.6458545,385.33533,51.675865,1.0503181,12.826644,-0.52193224,19.208532,,85,4.5333567,17.419807
0.96673524,,0.14999999,17.419807,-0.280913,28.57147216796875,4.02335,-0.822957,-0.5942398,17.33753,-0.42857143,1.6439348e-07,1720,4.3557014,385.3578,50.919033,1.1135758,12.879096,-0.501059,19.208532,,86,4.4809046,17.419807
6.4246495e-05,,0.14999999,17.419807,0.56090176,28.944292545318604,9.2856317e-07,-0.81825906,-0.5946222,17.13635,0.5510204,1.6063603e-07,1740,8.783589,385.58142,50.636856,0.77962434,12.92803,-0.51248324,19.208532,,87,4.4319706,17.419807
5.104216e-13,,0.14999999,17.419807,1.0282838,29.320951223373413,0.11168133,-0.8243278,-0.60605013,6.240231,1.0,1.5700596e-07,1760,14.017239,396.70117,50.522213,0.954624,12.852033,-1.1143187,19.208532,,88,4.507968,17.419807
3.2035174,,0.14999999,17.419807,-0.13320404,29.695118188858032,2.8142808e-10,-0.8325449,-0.6173497,,-0.020408163,1.5349757e-07,1780,5.6429234,414.06116,50.44548,1.2033225,12.707628,-1.4696759,19.208532,,89,4.6523724,17.419807
7.381423e-07,,0.14999999,17.419807,-0.8384986,30.07390522956848,2.7377948e-07,-0.8280392,-0.5931611,16.287249,-1.0,1.5010546e-07,1800,7.876191,415.1339,50.43642,0.95756394,12.747401,-0.60721815,19.208532,,90,4.6125994,17.419807
3.7986572,,0.14999999,17.419807,-0.19301286,30.455674409866333,0.0034023593,-0.82668614,-0.6042109,17.331564,-0.26530612,1.4682455e-07,1820,4.612261,415.16235,50.453926,1.0975144,12.797776,-0.6396351,19.208532,,91,4.5622244,17.419807
0.0050828783,,0.14999999,17.419807,-0.52956295,30.834087133407593,0.011029891,-0.8227912,-0.57424426,16.63447,-0.71428573,1.4365008e-07,1840,5.0884166,415.88794,50.330578,0.90496254,12.83948,-0.5530162,19.208532,,92,4.52052,17.419807
0.56676793,,0.14999999,17.419807,-0.47355017,31.21282958984375,4.115497,-0.8206351,-0.5849999,17.40855,-0.46938777,1.4057744e-07,1860,4.359541,415.83936,49.75278,1.106377,12.88861,-0.517046,19.208532,,93,4.4713907,17.419807
0.18040079,,0.14999999,17.419807,0.20079754,31.59396982192993,8.3676234e-05,-0.81583047,-0.58961946,17.35967,0.2244898,1.3760231e-07,1880,6.9855413,415.8396,49.63894,0.79885864,12.936175,-0.46125793,19.208532,,94,4.4238253,17.419807
4.7765326,,0.14999999,17.419807,-0.3493812,31.975523948669434,0.26164168,-0.8196653,-0.59828424,8.737556,-0.18367347,1.3472066e-07,1900,4.7765326,424.46204,49.443375,1.1313204,12.891979,-0.9658828,19.208532,,95,4.4680214,17.419807
1.4656821,,0.14999999,17.419807,-0.3493646,32.360313177108765,4.114461,-0.8147921,-0.5596994,17.223848,-0.3877551,1.3192863e-07,1920,4.226139,424.59827,49.32596,1.1405067,12.937102,-0.46904978,19.208532,,96,4.4228983,17.419807
0.00017469772,,0.14999999,17.419807,-1.0203184,32.74321508407593,0.02100901,-0.809589,-0.55491006,17.20577,-0.8367347,1.2922246e-07,1940,5.1542816,424.75256,48.836205,0.8834804,12.981108,-0.43745124,19.208532,,97,4.378893,17.419807
7.1776384e-07,,0.14999999,17.419807,-0.96460634,33.12677001953125,6.1637435,-0.8113049,-0.56516474,17.19904,-1.0,1.265987e-07,1960,7.829368,424.91345,48.83585,0.95074916,13.024149,-0.849677,19.208532,,98,4.3358517,17.419807
7.260549e-09,,0.14999999,17.419807,0.70179635,33.512577295303345,6.381098e-30,-0.8106229,-0.5753171,17.231571,0.79591835,1.2405411e-07,1980,9.585052,425.04187,48.825134,1.1789278,13.066648,-0.6742271,19.208532,,99,4.293353,17.419807
2.1916115,,0.14999999,17.419807,-0.22639987,33.90090370178223,2.126889e-10,-0.81301695,-0.58536744,4.6204467,-0.3469388,1.2158542e-07,2000,4.252819,437.78137,48.57425,1.1347107,12.982186,-1.1916399,19.208532,,100,4.3778143,17.419807
0.0007150164,,0.14999999,17.419807,0.39983565,34.288207054138184,9.41861e-05,-0.80880266,-0.5736384,16.900026,0.46938777,1.1918971e-07,2020,8.800399,438.24146,48.34674,0.72391486,13.020977,-0.509814,19.208532,,101,4.3390236,17.419807
3.8423374,,0.14999999,17.419807,0.06395139,34.67627787590027,0.072700016,-0.81474924,-0.5834836,7.6491055,-0.06122449,1.1686409e-07,2040,5.424644,447.95227,48.353863,1.1643263,12.968312,-1.1243268,19.208532,,102,4.3916883,17.419807
0.07316728,,0.14999999,17.419807,-0.27257705,35.06755304336548,0.0004291989,-0.8134226,-0.55626196,9.067417,-0.59183675,1.14605925e-07,2060,4.6504364,456.24487,48.16132,0.9665357,12.930439,-0.82507485,19.208532,,103,4.4295616,17.419807
3.6533716,,0.14999999,17.419807,-0.023628533,35.45746994018555,4.3066497,-0.8106635,-0.56521374,17.063437,-0.26530612,1.1241255e-07,2080,4.3146353,456.54138,48.102833,1.1391829,12.97018,-0.4831536,19.208532,,104,4.389821,17.419807
0.5968646,,0.14999999,17.419807,-0.07277359,35.85154962539673,2.9096074,-0.80844986,-0.5402576,12.61222,0.14285715,1.10281555e-07,2100,7.05856,461.28918,48.291206,1.0239283,12.96677,-0.7057808,19.208532,,105,4.3932304,17.419807
