ReturnStepMax,IWMean,LQGmu1_higher,DenMISELogLast,DenMISEMeanLog,ReturnMin,ReturnMean,ReturnLastEpisode,delta,Regret/t,Regret,DenMISELogFirst,IWLastEpisode,TimeElapsed,IWMin,ReturnAbsMax,ReturnMax,IWFirstEpisode,LQGsigma_higher,TimestepsSoFar,Bound,Iteration,IWMax,LQGmu1_actor
19.22109,1.0318072,-0.10204082,-0.55731845,-0.6422738,,15.0910425,16.445673,7.0849854e-10,2.268958,2972.336,-1.0730319,4.19507,1470.7172319889069,,17.431679,17.431679,6.0045056,0.14999999,26200,25.57029,1310,6.2126493,0.30115563
19.22109,1.0316601,0.30612245,-1.6373202,-0.64300954,,15.085845,8.27891,7.0741807e-10,2.2741556,2981.418,-1.0692219,13.666581,1472.4615015983582,,17.431679,17.431679,1.044819,0.14999999,26220,25.525707,1311,13.878863,0.5053954
19.22109,0.92317516,0.67346936,-1.8295566,-0.64389235,,15.079515,6.7791014,7.063401e-10,2.2804852,2991.996,-1.0691876,8.846178,1474.200965166092,,17.431679,17.431679,0.00038693362,0.14999999,26240,25.51062,1312,20.823895,0.46126062
19.22109,1.0059248,-0.3877551,-1.7768356,-0.6448169,,15.07349,7.167535,7.0526457e-10,2.2865105,3002.1895,-1.0699493,1.7369513e-06,1475.9288902282715,,17.431679,17.431679,0.24789618,0.14999999,26260,25.498638,1313,3.4219067,-0.37872383
19.22109,1.0066046,-0.3877551,-0.251756,-0.6445137,,15.075217,17.345182,7.041915e-10,2.2847834,3002.205,-1.0705218,3.4148207,1477.606954574585,,17.431679,17.431679,0.24803816,0.14999999,26280,25.496296,1314,3.4156113,-0.49995363
19.22109,0.98934054,-0.5510204,-0.21264839,-0.64418066,,15.076953,17.356462,7.0312095e-10,2.2830477,3002.207,-1.0710938,3.10458,1479.2864456176758,,17.431679,17.431679,0.007890631,0.14999999,26300,25.50509,1315,3.2521608,-0.69743764
19.22109,1.0059971,-0.67346936,-0.15714666,-0.64381915,,15.078704,17.381464,7.0205275e-10,2.2812967,3002.1875,-1.0718479,3.0727162,1480.969761133194,,17.431679,17.431679,0.00027324623,0.14999999,26320,25.507223,1316,3.1300898,-0.7737595
19.22109,1.0144291,-0.79591835,-0.1568842,-0.6434452,,15.080441,17.36794,7.00987e-10,2.2795591,3002.1797,-1.0726073,3.0776126,1482.664451599121,,17.431679,17.431679,4.85948e-06,0.14999999,26340,25.509495,1317,3.1404228,-0.8050558
19.22109,1.0149819,-0.79591835,-0.16634801,-0.6430727,,15.082138,17.316935,6.9992373e-10,2.2778625,3002.2227,-1.0733663,3.135141,1484.4158635139465,,17.431679,17.431679,4.8631705e-06,0.14999999,26360,25.506598,1318,3.1353312,-0.8937536
19.22109,1.0103066,-0.8367347,-0.24472316,-0.6427597,,15.083814,17.29231,6.9886275e-10,2.276187,3002.289,-1.0741248,3.1602678,1486.1749727725983,,17.431679,17.431679,1.0952276e-06,0.14999999,26380,25.50055,1319,3.2240033,-1.1352019
19.22109,0.9569876,-1.0,-1.1827679,-0.6431615,,15.085417,17.198822,6.9780426e-10,2.2745838,3002.4512,-1.0748826,5.7819257,1487.9278407096863,,17.431679,17.431679,1.3405634e-09,0.14999999,26400,25.498646,1320,6.6480703,-0.9282824
19.22109,1.0100149,-0.8367347,-0.29838055,-0.64293385,,15.087064,17.262344,6.9674827e-10,2.2729368,3002.5488,-1.07564,2.9752207,1489.7352283000946,,17.431679,17.431679,1.0968876e-06,0.14999999,26420,25.478855,1321,3.2159169,-0.9651497
19.22109,0.9578619,-1.0,-0.37878686,-0.6427268,,15.088689,17.23526,6.9569456e-10,2.2713118,3002.6738,-1.0763966,3.780962,1491.7253205776215,,17.431679,17.431679,1.3425953e-09,0.14999999,26440,25.49024,1322,6.6234927,-0.917917
19.22109,1.0108997,-0.8367347,-0.27648574,-0.6424825,,15.09034,17.272707,6.946432e-10,2.269661,3002.7617,-1.0771527,3.028932,1493.4177114963531,,17.431679,17.431679,1.0985478e-06,0.14999999,26460,25.477598,1323,3.2078953,-0.9825476
19.22109,0.95880055,-1.0,-0.42295155,-0.6423089,,15.091948,17.217243,6.9359435e-10,2.268053,3002.9023,-1.0779084,4.032411,1495.1263375282288,,17.431679,17.431679,1.3446249e-09,0.14999999,26480,25.4831,1324,6.5991697,-0.99123544
19.22109,0.9591314,-1.0,-0.44670314,-0.64219314,,15.093541,17.20322,6.925478e-10,2.2664595,3003.0586,-1.0786633,4.150287,1496.8610165119171,,17.431679,17.431679,1.3456409e-09,0.14999999,26500,25.470821,1325,6.5714,-1.0218903
19.22109,0.95977885,-1.0,-0.5498037,-0.6421552,,15.095122,17.192768,6.915036e-10,2.2648783,3003.2285,-1.0794178,4.560064,1498.6008174419403,,17.431679,17.431679,1.3466577e-09,0.14999999,26520,25.464062,1326,6.543905,-0.94215184
19.22109,1.011854,-0.8367347,-0.31621328,-0.6419406,,15.096744,17.24498,6.904618e-10,2.263257,3003.3418,-1.0801717,2.850357,1500.3316729068756,,17.431679,17.431679,1.1018698e-06,0.14999999,26540,25.470037,1327,3.1949224,-0.8330793
19.22109,1.0123818,-0.8367347,-0.17215963,-0.6415783,,15.098421,17.325695,6.894223e-10,2.2615795,3003.377,-1.080925,3.1583323,1502.0450527668,,17.431679,17.431679,1.1027003e-06,0.14999999,26560,25.466677,1328,3.1896505,-0.9435685
19.22109,1.0283177,-0.14285715,-0.31643116,-0.6413247,,15.100046,17.256817,6.8838524e-10,2.2599545,3003.4805,-1.0816777,2.369302e-06,1503.808786392212,,17.431679,17.431679,4.7989817,0.14999999,26580,25.464676,1329,5.523735,0.08855693
19.22109,1.0093448,0.10204082,-1.3069593,-0.64180475,,15.095485,9.033252,6.8735045e-10,2.2645159,3011.8066,-1.0788254,9.787443,1505.5782418251038,,17.431679,17.431679,6.3688307,0.14999999,26600,25.479134,1330,10.66702,0.066375315
19.22109,1.0126557,-0.8367347,-1.2446351,-0.6422523,,15.090953,9.064541,6.8631795e-10,2.2690477,3020.1016,-1.0747998,1.2414668e-07,1507.3338241577148,,17.431679,17.431679,1.0959664e-06,0.14999999,26620,25.459398,1331,3.1891963,-0.7663263
19.22109,1.0128794,-0.8367347,-0.14601208,-0.64187074,,15.092648,17.347212,6.852879e-10,2.267353,3020.1152,-1.0755508,2.756689,1509.077909231186,,17.431679,17.431679,1.0967902e-06,0.14999999,26640,25.450932,1332,3.1839633,-0.97801644
19.22109,1.0457753,0.42857143,-0.40012798,-0.6416801,,15.094242,17.21959,6.842601e-10,2.2657585,3020.2559,-1.0763013,3.1931038e-19,1510.8164069652557,,17.431679,17.431679,0.1471391,0.14999999,26660,25.450203,1333,15.603923,0.3939466
19.22109,0.9607631,-1.0,-1.7156965,-0.642454,,15.088693,7.6916666,6.832345e-10,2.271308,3029.9238,-1.0769409,2.613504e-18,1512.5338726043701,,17.431679,17.431679,1.3433252e-09,0.14999999,26680,25.443737,1334,6.5460773,-0.99206215
19.22109,1.006861,-0.877551,-0.44014096,-0.6423325,,15.090282,17.210121,6.822113e-10,2.2697182,3030.0742,-1.0776901,3.0861578,1514.2677700519562,,17.431679,17.431679,2.2969482e-07,0.14999999,26700,25.443739,1335,3.344133,-1.0126144
19.22109,0.96251947,-1.0,-0.5074422,-0.6422269,,15.091855,17.190315,6.8119055e-10,2.2681456,3030.2422,-1.078439,4.402126,1516.0057685375214,,17.431679,17.431679,1.3453407e-09,0.14999999,26720,25.447548,1336,6.520771,-1.1431628
19.22109,0.9640346,-1.0,-1.2177932,-0.64268625,,15.093431,17.199572,6.801719e-10,2.2665691,3030.4023,-1.0791872,5.700289,1517.7795264720917,,17.431679,17.431679,1.3463469e-09,0.14999999,26740,25.45623,1337,6.4939566,-1.2411289
19.22109,0.9659017,-1.0,-2.1343803,-0.64382863,,15.094991,17.181438,6.791555e-10,2.2650099,3030.584,-1.0799348,6.174893,1519.549066066742,,17.431679,17.431679,1.3473539e-09,0.14999999,26760,25.470993,1338,6.467401,-0.86337936
19.22109,0.96473634,-1.0,-0.18917556,-0.6435153,,15.096641,17.304075,6.7814154e-10,2.26336,3030.6387,-1.0806819,2.1224577,1521.3185515403748,,17.431679,17.431679,1.3483616e-09,0.14999999,26780,25.433945,1339,6.4410996,-1.0427556
19.22109,1.0213499,-0.020408163,-0.61627495,-0.6435221,,15.098208,17.197628,6.7712974e-10,2.2617922,3030.8008,-1.0814285,4.0300027e-10,1523.0847885608673,,17.431679,17.431679,7.723607,0.14999999,26800,25.431313,1340,7.9800415,0.01465703
19.22109,0.9655316,-1.0,-1.1023191,-0.6438495,,15.093936,9.37023,6.761202e-10,2.2660646,3038.793,-1.0764271,9.280642e-10,1526.3489854335785,,17.431679,17.431679,1.3426362e-09,0.14999999,26820,25.430862,1341,6.4198394,-1.0999207
19.22109,0.96674913,-1.0,-0.9105333,-0.6440746,,15.095502,17.19468,6.7511297e-10,2.2644987,3038.957,-1.0771726,5.295432,1528.1270084381104,,17.431679,17.431679,1.3436379e-09,0.14999999,26840,25.434822,1342,6.3940167,-0.8648584
19.22109,0.9656174,-1.0,-0.18875489,-0.6437611,,15.097152,17.310102,6.7410794e-10,2.2628489,3039.0059,-1.0779175,2.1406002,1529.8598909378052,,17.431679,17.431679,1.3446377e-09,0.14999999,26860,25.398666,1343,6.3684373,-1.0582011
19.22109,0.9665264,-1.0,-0.67887956,-0.6438136,,15.098717,17.201218,6.731051e-10,2.2612839,3039.164,-1.0786618,4.863636,1531.5797047615051,,17.431679,17.431679,1.3456383e-09,0.14999999,26880,25.39754,1344,6.343101,-1.076507
19.22109,0.96756417,-1.0,-0.7680847,-0.6439315,,15.100279,17.19853,6.721046e-10,2.2597218,3039.3262,-1.0794055,5.0338864,1533.2712423801422,,17.431679,17.431679,1.3466397e-09,0.14999999,26900,25.398716,1345,6.3180027,-1.1133461
19.22109,0.96882856,-1.0,-0.982016,-0.6442076,,15.101841,17.204056,6.711064e-10,2.2581596,3039.4824,-1.0801488,5.3372,1535.0318307876587,,17.431679,17.431679,1.3476418e-09,0.14999999,26920,25.403904,1346,6.2931385,-1.0524023
19.22109,0.9696643,-1.0,-0.6433092,-0.64423084,,15.10339,17.18802,6.7011025e-10,2.2566109,3039.6543,-1.0808915,4.761051,1536.7674860954285,,17.431679,17.431679,1.3486421e-09,0.14999999,26940,25.401764,1347,6.2685065,-0.9061341
19.22109,1.0285192,-0.14285715,-0.2306254,-0.6439472,,15.105005,17.280603,6.691164e-10,2.2549953,3039.7344,-1.0816336,7.987134e-06,1538.4664223194122,,17.431679,17.431679,4.79877,0.14999999,26960,25.397783,1348,5.5428686,-0.31418532
19.22109,1.0100874,-0.3469388,-0.32087192,-0.64368737,,15.106561,17.204468,6.681248e-10,2.25344,3039.8906,-1.0788215,3.5794659,1540.1898839473724,,17.431679,17.431679,0.49220428,0.14999999,26980,25.414352,1349,3.588975,-0.37975895
19.22109,1.0031332,-0.3877551,-0.26943228,-0.64340305,,15.108151,17.2539,6.671353e-10,2.2518492,3039.996,-1.0791978,3.4770803,1541.9025104045868,,17.431679,17.431679,0.2501995,0.14999999,27000,25.412651,1350,3.4783611,-0.6855786
19.22109,1.0127634,-0.8367347,-0.16388427,-0.6430462,,15.109838,17.386057,6.661481e-10,2.250163,3039.9707,-1.0797529,1.8857554,1543.6245803833008,,17.431679,17.431679,1.1014085e-06,0.14999999,27020,25.383648,1351,3.1569743,-0.91338396
19.22109,0.96983385,-1.0,-0.24188241,-0.6427406,,15.111438,17.271791,6.65163e-10,2.2485628,3040.0566,-1.0804929,2.8672268,1545.3899261951447,,17.431679,17.431679,1.3481045e-09,0.14999999,27040,25.384714,1352,6.261507,-1.0383577
19.22109,0.97054833,-1.0,-0.5781014,-0.6427157,,15.112978,17.195934,6.641801e-10,2.2470226,3040.2207,-1.0812322,4.588655,1547.145247220993,,17.431679,17.431679,1.3491026e-09,0.14999999,27060,25.380728,1353,6.237252,-1.0300404
19.22109,0.97118706,-1.0,-0.5418157,-0.64266366,,15.114522,17.203142,6.6319944e-10,2.2454786,3040.379,-1.081971,4.481435,1548.8667571544647,,17.431679,17.431679,1.3500987e-09,0.14999999,27080,25.375553,1354,6.2132196,-0.84948206
19.22109,1.0138358,-0.8367347,-0.17120302,-0.64233774,,15.116142,17.310705,6.6222083e-10,2.2438583,3040.4277,-1.0827093,3.1448731,1550.6496577262878,,17.431679,17.431679,1.1046695e-06,0.14999999,27100,25.37957,1355,3.1452873,-0.91555303
19.22109,1.0142174,-0.8367347,-0.2395539,-0.6420309,,15.117735,17.27408,6.612445e-10,2.2422657,3040.5117,-1.083447,2.943748,1552.4341440200806,,17.431679,17.431679,1.1054842e-06,0.14999999,27120,25.374168,1356,3.140319,-0.93101466
19.22109,1.0105965,-0.877551,-0.26347575,-0.6417419,,15.119318,17.266201,6.6027045e-10,2.2406826,3040.6074,-1.0841842,3.2483206,1554.193861246109,,17.431679,17.431679,2.3119144e-07,0.14999999,27140,25.372469,1357,3.2697897,-0.80411005
19.22109,1.0149506,-0.8367347,-0.14677346,-0.64136994,,15.1209545,17.342161,6.592984e-10,2.239046,3040.625,-1.0849209,3.0080812,1555.952172756195,,17.431679,17.431679,1.1071153e-06,0.14999999,27160,25.364029,1358,3.1305158,-0.84642017
19.22109,1.0154669,-0.8367347,-0.1629823,-0.64100736,,15.122582,17.333752,6.5832845e-10,2.2374182,3040.6504,-1.085657,3.1238906,1557.7101633548737,,17.431679,17.431679,1.1079308e-06,0.14999999,27180,25.361254,1359,3.125616,-0.79929423
19.22109,1.035179,0.30612245,-0.14283589,-0.64063,,15.124213,17.340372,6.5736067e-10,2.2357874,3040.6719,-1.0863925,4.941558e-12,1559.4682807922363,,17.431679,17.431679,1.0629141,0.14999999,27200,25.359604,1360,14.057577,0.45120168
19.22109,1.0006359,-0.3877551,-1.7827978,-0.6414459,,15.118427,7.251101,6.5639505e-10,2.2415733,3050.7812,-1.0863463,2.5482564e-06,1561.2546632289886,,17.431679,17.431679,0.25199446,0.14999999,27220,25.358385,1361,3.4972568,-0.23094147
19.22109,1.0203913,-0.26530612,-0.44323882,-0.6413003,,15.119598,16.712244,6.554315e-10,2.2404022,3051.4277,-1.0868957,4.035691,1562.994856595993,,17.431679,17.431679,1.5389591,0.14999999,27240,25.357395,1362,4.042647,-0.23202594
19.22109,1.0211229,-0.26530612,-0.4389925,-0.6411375,,15.121009,17.042488,6.544701e-10,2.2389917,3051.746,-1.0865003,4.0251465,1564.7300617694855,,17.431679,17.431679,1.5383508,0.14999999,27260,25.354683,1363,4.0336423,-0.17320308
19.22109,1.0156143,-0.8367347,-0.5636136,-0.6410657,,15.122062,16.556664,6.535108e-10,2.237939,3052.5488,-1.0861057,0.00026333626,1566.5013225078583,,17.431679,17.431679,1.1084275e-06,0.14999999,27280,25.353216,1364,3.1298504,-0.88306457
19.22109,1.0254325,-0.2244898,-0.19332007,-0.6407267,,15.123652,17.292553,6.525536e-10,2.2363482,3052.6152,-1.0868386,0.0002103502,1568.250463962555,,17.431679,17.431679,2.4252405,0.14999999,27300,25.351532,1365,4.4124813,-0.22028928
19.22109,1.0160649,-0.8367347,-0.4576806,-0.6405745,,15.124873,16.791674,6.5159855e-10,2.2351274,3053.1855,-1.0857958,0.00090398913,1569.9941053390503,,17.431679,17.431679,1.1080839e-06,0.14999999,27320,25.34958,1366,3.1272626,-0.6180528
19.22109,1.022488,-0.26530612,-0.19495934,-0.64023715,,15.126551,17.418793,6.506456e-10,2.23345,3053.127,-1.0865276,0.20352326,1571.70600771904,,17.431679,17.431679,1.5383928,0.14999999,27340,25.348013,1367,4.0211525,-0.25741893
19.22109,1.0231425,-0.26530612,-0.3902486,-0.6400386,,15.127978,17.0802,6.496947e-10,2.2320223,3053.4062,-1.0861341,3.9237494,1573.4800510406494,,17.431679,17.431679,1.5377874,0.14999999,27360,25.344349,1368,4.012292,-0.17741612
19.22109,1.0276631,-0.2244898,-0.54816985,-0.63995516,,15.129174,16.766027,6.487459e-10,2.2308264,3054.002,-1.0857413,4.380262,1575.2235131263733,,17.431679,17.431679,2.4225807,0.14999999,27380,25.341845,1369,4.386555,-0.43637604
19.22109,1.0233424,0.5102041,-0.24963275,-0.63965064,,15.130778,17.325397,6.477992e-10,2.2292223,3054.0352,-1.0847034,7.68797e-09,1576.9923877716064,,17.431679,17.431679,0.027605947,0.14999999,27400,25.322168,1370,17.288115,0.7932908
19.22109,0.96830827,0.8367347,-2.206031,-0.6407794,,15.122204,3.3750012,6.4685446e-10,2.2377968,3068.0195,-1.085413,23.156395,1578.744883775711,,17.431679,17.431679,1.7121846e-06,0.14999999,27420,25.356623,1371,25.715647,1.113194
19.22109,1.0150657,-0.8367347,-3.0380876,-0.64255434,,15.111181,,6.459119e-10,2.2488194,3085.379,-1.0861421,1.11952966e-35,1580.4956040382385,,17.431679,17.431679,1.1084676e-06,0.14999999,27440,25.322094,1372,3.1338162,-0.96332383
19.22109,1.0098114,-0.3469388,-0.32992363,-0.6423161,,15.112729,17.236637,6.4497135e-10,2.2472715,3085.504,-1.0868707,0.00079688785,1582.3028216362,,17.431679,17.431679,0.49618208,0.14999999,27460,25.317587,1373,3.5748498,-0.6180917
19.22109,1.0158858,-0.8367347,-0.19839841,-0.6419863,,15.114412,17.425331,6.440329e-10,2.2455883,3085.4375,-1.0872375,1.1210343,1584.1171967983246,,17.431679,17.431679,1.1096829e-06,0.14999999,27480,25.324947,1374,3.131208,-0.877615
19.22109,1.016368,-0.8367347,-0.18826361,-0.64164525,,15.115992,17.286009,6.430964e-10,2.244009,3085.5117,-1.087965,3.093513,1585.8454148769379,,17.431679,17.431679,1.1104906e-06,0.14999999,27500,25.321735,1375,3.126362,-0.5317862
19.22109,0.98148584,-0.5102041,-0.23136225,-0.6413355,,15.117658,17.406824,6.4216205e-10,2.242343,3085.4648,-1.088692,3.3174381,1587.5895826816559,,17.431679,17.431679,0.021252163,0.14999999,27520,25.328373,1376,3.3721347,-0.46351513
19.22109,0.9821723,-0.5102041,-0.2445521,-0.6410611,,15.119258,17.32324,6.412297e-10,2.2407427,3085.502,-1.089403,3.2358522,1589.3730008602142,,17.431679,17.431679,0.021267282,0.14999999,27540,25.325737,1377,3.3663354,-0.693039
19.22109,0.9810308,-0.5510204,-0.1619096,-0.6407266,,15.120899,17.381557,6.4029937e-10,2.2391014,3085.4805,-1.0901135,1.9974765,1591.885987520218,,17.431679,17.431679,0.008042148,0.14999999,27560,25.305035,1378,3.325491,-0.72552836
19.22109,1.0164952,-0.8367347,-0.14994618,-0.64038485,,15.122534,17.374655,6.3937106e-10,2.2374668,3085.4668,-1.0908331,2.347401,1594.759118795395,,17.431679,17.431679,1.1136798e-06,0.14999999,27580,25.312904,1379,3.1263337,-0.63084346
19.22109,0.99233913,-0.63265306,-0.18868156,-0.6400459,,15.124195,17.413599,6.3844474e-10,2.2358055,3085.412,-1.091558,3.2116675,1596.7228751182556,,17.431679,17.431679,0.0009209409,0.14999999,27600,25.316544,1380,3.2169538,-0.6816707
19.22109,0.99287236,-0.63265306,-0.16383329,-0.639707,,15.125817,17.363665,6.375205e-10,2.2341833,3085.4062,-1.0922817,2.9701748,1599.4596304893494,,17.431679,17.431679,0.0009216078,0.14999999,27620,25.312588,1381,3.2117977,-0.54769
19.22109,0.9932978,-0.63265306,-0.21943183,-0.6394084,,15.12746,17.39529,6.3659816e-10,2.232541,3085.373,-1.093005,2.8212986,1601.9559438228607,,17.431679,17.431679,0.00092227466,0.14999999,27640,25.306889,1382,3.2066658,-0.6707894
19.22109,0.9938809,-0.63265306,-0.16563982,-0.6390709,,15.12912,17.423748,6.3567795e-10,2.2308807,3085.3086,-1.0937276,3.0389185,1603.2281165122986,,17.431679,17.431679,0.00092294114,0.14999999,27660,25.304066,1383,3.2015574,-0.48770773
19.22109,0.98374116,-0.5510204,-0.23398696,-0.63878304,,15.130733,17.361149,6.347597e-10,2.229268,3085.3066,-1.0944498,3.0743418,1604.431425333023,,17.431679,17.431679,0.008077097,0.14999999,27680,25.296272,1384,3.3039613,-0.58997
19.22109,0.98812914,-0.59183675,-0.19905668,-0.6384775,,15.13237,17.39821,6.338433e-10,2.2276306,3085.2695,-1.0951662,3.2451472,1605.5338685512543,,17.431679,17.431679,0.0028363569,0.14999999,27700,25.294731,1385,3.2490556,-0.61849713
19.22109,0.9952736,-0.63265306,-0.18506731,-0.63815933,,15.134002,17.395426,6.3292904e-10,2.2259989,3085.2344,-1.0958859,3.186094,1606.6405954360962,,17.431679,17.431679,0.00092493516,0.14999999,27720,25.293844,1386,3.187263,-0.70860195
19.22109,1.0034336,-0.67346936,-0.14679408,-0.63780874,,15.135623,17.381681,6.320167e-10,2.2243776,3085.211,-1.0966065,2.996805,1607.752934217453,,17.431679,17.431679,0.0002800958,0.14999999,27740,25.287895,1387,3.125381,-0.67949486
19.22109,1.0040491,-0.67346936,-0.1555193,-0.63745916,,15.137254,17.39863,6.3110633e-10,2.2227468,3085.1738,-1.097327,3.1046286,1608.862673997879,,17.431679,17.431679,0.0002802978,0.14999999,27760,25.286526,1388,3.1206026,-0.6627761
19.22109,1.0046719,-0.67346936,-0.1608342,-0.63711345,,15.138885,17.40133,6.30198e-10,2.221116,3085.1309,-1.098047,3.1157646,1610.4790914058685,,17.431679,17.431679,0.0002804997,0.14999999,27780,25.285347,1389,3.1158457,-0.29654196
19.22109,1.0041373,0.06122449,-0.3398439,-0.63689643,,15.140307,17.11954,6.2929156e-10,2.2196932,3085.373,-1.0987664,0.2173276,1611.6306624412537,,17.431679,17.431679,7.4545236,0.14999999,27800,25.26722,1390,10.016148,0.039723486
19.22109,0.9926785,-0.42857143,-1.1932819,-0.63729495,,15.135966,9.100483,6.28387e-10,2.2240343,3093.6328,-1.094137,0.067079715,1612.7398791313171,,17.431679,17.431679,0.1198382,0.14999999,27820,25.262089,1391,3.414138,-0.4878887
19.22109,0.984659,-0.5102041,-0.22847565,-0.63700694,,15.137576,17.37751,6.274845e-10,2.2224245,3093.6152,-1.0947695,3.3055105,1613.9144248962402,,17.431679,17.431679,0.021381715,0.14999999,27840,25.260279,1392,3.3235543,-0.5737893
19.22109,0.99671227,-0.63265306,-0.19762595,-0.6367029,,15.139184,17.376778,6.265839e-10,2.2208166,3093.5977,-1.0954722,3.0005894,1615.0300719738007,,17.431679,17.431679,0.00092455285,0.14999999,27860,25.26295,1393,3.1667306,-0.55767405
19.22109,0.98685414,-0.5510204,-0.20256814,-0.63639414,,15.140821,17.421682,6.256853e-10,2.2191792,3093.537,-1.0961891,3.253612,1616.1370117664337,,17.431679,17.431679,0.008091155,0.14999999,27880,25.26352,1394,3.2700126,-0.64254117
19.22109,0.9979443,-0.63265306,-0.16533412,-0.63606614,,15.142431,17.387257,6.2478855e-10,2.2175694,3093.5098,-1.0969005,3.13097,1617.3405561447144,,17.431679,17.431679,0.00092587416,0.14999999,27900,25.262703,1395,3.1576943,-0.6967375
19.22109,1.0057539,-0.67346936,-0.14366412,-0.6357152,,15.144025,17.3655,6.2389377e-10,2.2159758,3093.502,-1.0976164,3.0337954,1618.4986896514893,,17.431679,17.431679,0.0002803788,0.14999999,27920,25.260403,1396,3.0996032,-0.52274376
19.22109,0.98680085,-0.5102041,-0.21167603,-0.6354078,,15.145638,17.40005,6.230009e-10,2.2143621,3093.463,-1.0983323,3.2751484,1620.4848017692566,,17.431679,17.431679,0.021458033,0.14999999,27940,25.253365,1397,3.3050547,-0.29190135
19.22109,1.0235355,-0.2244898,-0.34636196,-0.63521093,,15.14701,17.062607,6.2211e-10,2.2129908,3093.7617,-1.0990325,3.399263,1622.541258573532,,17.431679,17.431679,2.4549947,0.14999999,27960,25.245155,1398,4.4419236,0.03346248
19.22109,1.0152048,0.020408163,-1.1796917,-0.6355839,,15.142696,9.113058,6.2122085e-10,2.2173042,3102.0078,-1.097993,8.620008,1624.9612483978271,,17.431679,17.431679,7.936468,0.14999999,27980,25.248772,1399,9.0717535,0.015326506
19.22109,1.0043025,-0.67346936,-1.1213326,-0.6359213,,15.138549,9.336123,6.2033373e-10,2.2214518,3110.0312,-1.0930506,0.00021527507,1627.4827001094818,,17.431679,17.431679,0.00027910172,0.14999999,28000,25.22052,1400,3.0974505,-0.4516953
19.22109,0.9940204,-0.42857143,-0.2343589,-0.6356318,,15.140129,17.350334,6.194485e-10,2.2198715,3110.041,-1.0937644,3.3223019,1629.8640127182007,,17.431679,17.431679,0.11979355,0.14999999,28020,25.237726,1401,3.396994,-0.35591358
19.22109,1.0013881,-0.3877551,-0.2805506,-0.6353832,,15.141659,17.287262,6.1856514e-10,2.2183418,3110.1152,-1.0943925,3.4425116,1632.1818478107452,,17.431679,17.431679,0.25403023,0.14999999,28040,25.234093,1402,3.4629257,-0.30290017
19.22109,1.0091802,-0.3469388,-0.32951152,-0.6351646,,15.143084,17.138865,6.176837e-10,2.216917,3110.334,-1.0949243,3.541659,1634.3766782283783,,17.431679,17.431679,0.5001943,0.14999999,28060,25.229824,1403,3.571535,-0.43665034
19.22109,0.9953682,-0.42857143,-0.23521326,-0.6348736,,15.144623,17.30564,6.168041e-10,2.2153778,3110.3906,-1.0952804,3.3600113,1636.6883013248444,,17.431679,17.431679,0.119975306,0.14999999,28080,25.225243,1404,3.3807259,-0.28957722
19.22109,1.010093,-0.3469388,-0.3433679,-0.6346698,,15.146042,17.138844,6.159264e-10,2.2139587,3110.6113,-1.095907,3.484869,1639.085530281067,,17.431679,17.431679,0.50068605,0.14999999,28100,25.222372,1405,3.5603576,-0.33832103
19.22109,1.0107175,-0.3469388,-0.2880485,-0.6344165,,15.147479,17.166431,6.1505057e-10,2.2125216,3110.8047,-1.0962621,3.5416038,1641.4625825881958,,17.431679,17.431679,0.50086385,0.14999999,28120,25.219868,1406,3.553886,-0.31341484
19.22109,1.017727,-0.30612245,-0.31087607,-0.6341793,,15.148898,17.142942,6.1417654e-10,2.2111025,3111.0215,-1.096617,3.625078,1643.9317836761475,,17.431679,17.431679,0.9156713,0.14999999,28140,25.21785,1407,3.7326996,-0.050854802
19.22109,1.0271027,-0.06122449,-0.9203158,-0.6343704,,15.147885,13.722623,6.133045e-10,2.2121153,3114.6582,-1.0966768,6.659921,1646.0649888515472,,17.431679,17.431679,7.20564,0.14999999,28160,25.237654,1408,7.205831,-0.373933
19.22109,1.0491854,1.0,-0.2586582,-0.63408554,,15.149422,17.311943,6.124342e-10,2.210579,3114.705,-1.0922822,2.0847801e-18,1647.2194085121155,,17.431679,17.431679,2.2955926e-09,0.14999999,28180,25.213339,1409,49.647934,0.95924157
19.22109,1.0041163,-0.3877551,-2.4255865,-0.63532925,,15.139193,0.72705764,6.1156585e-10,2.220808,3131.3398,-1.0929917,9.278591e-17,1648.426372051239,,17.431679,17.431679,0.25367463,0.14999999,28200,25.20926,1410,3.4325504,-0.68994266
19.22109,1.0113521,-0.8367347,-0.14890805,-0.63498193,,15.140772,17.36721,6.1069927e-10,2.2192287,3131.332,-1.0935208,1.912186,1649.598377943039,,17.431679,17.431679,1.1166778e-06,0.14999999,28220,25.188732,1411,3.152322,-0.89946675
19.22109,1.0117989,-0.8367347,-0.22482428,-0.6346837,,15.142296,17.293604,6.098347e-10,2.2177048,3131.3984,-1.0942292,3.0512595,1650.780957698822,,17.431679,17.431679,1.1174683e-06,0.14999999,28240,25.185215,1412,3.1475244,-0.9262059
19.22109,0.9642812,-1.0,-0.26600096,-0.63441485,,15.143796,17.262142,6.089718e-10,2.2162046,3131.498,-1.0949372,3.074584,1651.9640686511993,,17.431679,17.431679,1.3677184e-09,0.14999999,28260,25.189518,1413,6.4377112,-0.89738864
