DenMISELogLast,ReturnMax,Regret,Regret/t,IWFirstEpisode,ReturnMean,LQGsigma_higher,TimeElapsed,Iteration,ReturnMin,Bound,LQGmu1_actor,IWMin,ReturnLastEpisode,IWMax,ReturnAbsMax,TimestepsSoFar,delta,LQGmu1_higher,IWLastEpisode,IWMean,DenMISEMeanLog,DenMISELogFirst,ReturnStepMax
-0.48715165,17.346912,58.141098,5.285554,1.6358608e-06,12.074447,0.14999999,2.363762378692627,11,,120.9067,-0.8698169,,17.225105,7.215116,17.346912,220,1.0048381e-05,-0.877551,0.006731781,1.1476651,-0.7669197,-0.53838146,19.135582
-0.5706791,17.346912,58.184525,4.84871,8.50063e-08,12.511291,0.14999999,2.6237566471099854,12,,117.46335,0.79165745,,17.316578,9.092465,17.346912,240,8.443432e-06,0.8367347,3.6805125e-28,1.3627262,-0.7548606,-0.6253927,19.135582
-0.748584,17.346912,72.14595,5.5496883,0.13493782,11.810312,0.14999999,3.028104782104492,13,,116.132614,0.41940132,,3.398571,1.8373904,17.346912,260,7.194403e-06,0.3469388,0.06937502,0.22851874,-0.7448133,-0.7054354,19.135582
-0.81735855,17.346912,82.00278,5.857341,3.1543682,11.50266,0.14999999,3.396918535232544,14,,106.47295,-0.19354384,,7.5031676,4.132656,17.346912,280,6.203337e-06,-0.2244898,0.00060052803,1.2859651,-0.8032705,-0.769217,19.135582
-0.5315099,17.346912,82.591934,5.5061283,0.00039392023,11.853872,0.14999999,3.7721829414367676,15,,103.20582,0.5574041,,16.77086,7.4538856,17.346912,300,5.403797e-06,0.59183675,5.0431427e-06,1.0208381,-0.7725531,-0.63501436,19.135582
-0.6943605,17.346912,93.67609,5.8547554,0.0012613137,11.505245,0.14999999,4.180301904678345,16,,99.38394,-0.66615754,,6.2758436,4.78501,17.346912,320,4.7494304e-06,-0.67346936,1.2724722e-14,0.72703457,-0.77281725,-0.69952667,19.135582
-0.6335553,17.383257,93.6528,5.5089893,1.7135354e-08,11.851011,0.14999999,4.558024883270264,17,,95.62245,-0.8341556,,17.383257,4.5074477,17.383257,340,4.207108e-06,-1.0,0.42107368,0.6303707,-0.78254175,-0.7600724,19.17234
-0.61072546,17.383257,93.68318,5.2046213,8.4810374e-11,12.155379,0.14999999,4.940229177474976,18,,94.13592,0.87680566,,17.329641,11.19846,17.383257,360,3.7526365e-06,1.0,1.670727e-32,0.98809284,-0.79523516,-0.8172308,19.17234
-0.8220571,17.383257,108.938095,5.7335835,5.498639,11.626417,0.14999999,5.315443992614746,19,,91.94176,0.24655068,,2.1051035,6.964979,17.383257,380,3.3680174e-06,0.020408163,5.0540166e-07,1.0944328,-0.80466694,-0.8712981,19.17234
-0.9718225,17.383257,117.74687,5.8873434,0.4793605,11.472657,0.14999999,5.7208569049835205,20,,89.503845,-0.52449894,,8.551207,5.9619265,17.383257,400,3.0396352e-06,-0.3877551,0.000920153,1.0978001,-0.81348675,-0.66841274,19.17234
-0.69119817,17.389637,117.717224,5.605583,3.194686e-05,11.754417,0.14999999,6.107506275177002,21,,89.48986,-0.855056,,17.389637,5.701559,17.389637,420,2.7570386e-06,-0.79591835,1.032829,1.2519802,-0.80721366,-0.6935176,19.177332
-0.5858445,17.389637,117.75876,5.3526707,0.5279857,12.00733,0.14999999,6.492401838302612,22,,88.04029,-0.010988623,,17.318495,7.671033,17.389637,440,2.5120953e-06,0.26530612,3.6746643e-12,0.7790789,-0.7903406,-0.74003613,19.177332
-0.75954974,17.389637,124.2417,5.4018126,4.892613,11.958188,0.14999999,6.878385782241821,23,,83.870605,-0.22813666,,10.87706,5.2671633,17.389637,460,2.2984013e-06,-0.14285715,3.8624513,1.1871113,-0.80089587,-0.760772,19.177332
-0.58160883,17.389637,124.742035,5.197585,0.009202026,12.1624155,0.14999999,7.291289806365967,24,,83.223755,-0.48359236,,16.859667,5.1795187,17.389637,480,2.110858e-06,-0.59183675,0.25165015,0.9120614,-0.78685427,-0.6104639,19.177332
-0.6189001,17.389637,124.764465,4.9905796,0.0004002289,12.369421,0.14999999,7.704697370529175,25,,80.56319,0.85367715,,17.337563,7.995296,17.389637,500,1.9453666e-06,0.59183675,3.4023114e-11,1.0698617,-0.7850052,-0.65090257,19.177332
-1.0670679,17.389637,139.65494,5.3713436,0.8549422,11.988657,0.14999999,8.102582454681396,26,,78.43277,-0.42039442,,2.4695034,5.1368737,17.389637,520,1.7986008e-06,-0.3469388,9.4742865e-14,1.1857852,-0.7964438,-0.6901073,19.177332
-0.5377721,17.389637,139.7627,5.1763954,1.9141664e-06,12.183605,0.14999999,8.481761932373047,27,,78.128914,-0.785015,,17.252272,5.848093,17.389637,540,1.6678383e-06,-0.877551,0.04379142,1.0785189,-0.7822304,-0.6954943,19.177332
-0.57082695,17.389637,139.7833,4.992261,9.455613e-08,12.36774,0.14999999,8.90490174293518,28,,77.59216,0.6443525,,17.339384,8.272845,17.389637,560,1.5508342e-06,0.8367347,1.9495403e-25,1.4457576,-0.7744308,-0.7318619,19.177332
-0.89082414,17.389637,151.81879,5.2351313,0.06382057,12.124869,0.14999999,9.36633586883545,29,,75.310196,-0.7103743,,5.324491,5.1071568,17.389637,580,1.4457245e-06,-0.5102041,8.849575e-13,1.06303,-0.76788664,-0.7669532,19.177332
-0.5938648,17.389637,151.80411,5.060136,2.3610137,12.299865,0.14999999,9.76424527168274,30,,75.23183,0.31482026,,17.37472,5.990206,17.389637,600,1.3509492e-06,0.14285715,4.537045e-07,0.73697907,-0.7613657,-0.79865646,19.177332
-0.96634746,17.389637,160.96182,5.192316,0.00012440761,12.167685,0.14999999,10.156919956207275,31,,74.992775,-0.80104053,,8.202274,4.953057,17.389637,620,1.2651968e-06,-0.75510204,6.261593e-11,1.240036,-0.7774321,-0.7556892,19.177332
-0.53398955,17.389637,160.97589,5.0304966,0.028817588,12.329504,0.14999999,10.585690021514893,32,,74.492256,0.27056652,,17.345943,7.63813,17.389637,640,1.1873576e-06,0.42857143,1.1613359e-14,0.90477985,-0.76420176,-0.7874339,19.177332
-0.8701086,17.389637,169.89774,5.1484165,4.2955937,12.211584,0.14999999,10.991556406021118,33,,72.36938,-0.13798432,,8.438136,5.599322,17.389637,660,1.1164868e-06,-0.18367347,0.064770155,1.0399885,-0.7717615,-0.81730545,19.177332
-0.6583253,17.389637,171.17618,5.0345945,1.6541323e-08,12.325406,0.14999999,11.431491136550903,34,,72.0357,-1.0147498,,16.081541,4.10267,17.389637,680,1.051777e-06,-1.0,3.462231e-07,0.5931783,-0.7684302,-0.72479075,19.177332
-0.9284103,17.389637,171.33923,4.895406,7.959618e-11,12.464595,0.14999999,11.827516555786133,35,,70.98731,0.9004295,,17.196993,11.318821,17.389637,700,9.925341e-07,1.0,,0.86125106,-0.7848821,-0.75377834,19.177332
-1.0033654,17.389637,186.97638,5.1937885,0.00012771775,12.166212,0.14999999,12.25308084487915,36,,69.34523,-0.84554064,,1.7228438,4.7217245,17.389637,720,9.3815913e-07,-0.75510204,2.5662015e-26,1.2033738,-0.7965143,-0.78194916,19.177332
-0.52985376,17.389637,187.01578,5.0544806,5.7664113,12.30552,0.14999999,12.65635895729065,37,,68.9513,-0.15776466,,17.320559,6.225107,17.389637,740,8.881331e-07,-0.020408163,1.2137154e-06,1.0011028,-0.78509027,-0.8093446,19.177332
-0.6611993,17.389637,187.99759,4.947304,1.387068,12.412697,0.14999999,13.064221143722534,38,,67.95412,-0.13137324,,16.378252,5.0762644,17.389637,760,8.4200434e-07,-0.30612245,3.159042,1.0887177,-0.7829566,-0.6911777,19.177332
-0.6246206,17.389637,189.11899,4.849204,8.498183e-06,12.510797,0.14999999,13.470047950744629,39,,67.89475,0.8229506,,16.2386,7.149266,17.389637,780,7.993782e-07,0.71428573,6.227126e-07,1.1695144,-0.7775455,-0.68130183,19.177332
-0.96385264,17.389637,203.5404,5.0885105,1.624346e-08,12.27149,0.14999999,13.753548383712769,40,,67.28603,-0.74836195,,2.9385478,7.3389764,17.389637,800,7.599088e-07,-1.0,5.912045e-32,0.7470921,-0.7794808,-0.70661944,19.177332
-0.5731229,17.389637,203.53168,4.9641876,0.27937078,12.395813,0.14999999,14.087406635284424,41,,66.96189,0.24913825,,17.368753,7.72262,17.389637,820,7.2329226e-07,0.30612245,8.758453e-11,0.83452785,-0.78113544,-0.73131204,19.177332
-0.9090279,17.389637,212.35211,5.0560036,0.010565333,12.303997,0.14999999,14.452817678451538,42,,66.80604,-0.8468329,,8.539529,4.931394,17.389637,840,6.8925965e-07,-0.59183675,9.863909e-07,0.9404317,-0.7891345,-0.7486188,19.177332
-0.58461326,17.389637,212.4112,4.9397945,8.767852e-06,12.420206,0.14999999,14.80691385269165,43,,66.7147,-0.8409307,,17.30092,4.766864,17.389637,860,6.5757393e-07,-0.8367347,4.761338,1.2981215,-0.78621966,-0.7718978,19.177332
-0.49869877,17.389637,212.44733,4.828348,5.0624046,12.531652,0.14999999,15.11997938156128,44,,65.94865,-0.41637278,,17.323862,5.570843,17.389637,880,6.280238e-07,-0.14285715,8.677799e-05,1.1553324,-0.7740149,-0.79488707,19.177332
-0.66082066,17.389637,212.51544,4.7225657,3.2427677e-05,12.637435,0.14999999,15.344083309173584,45,,63.744934,-0.709096,,17.29193,4.4123893,17.389637,900,6.0042186e-07,-0.79591835,0.20967072,1.2953335,-0.7690074,-0.7084565,19.177332
-0.47537774,17.389637,212.48755,4.619294,0.27138698,12.740706,0.14999999,15.537896871566772,46,,63.849625,-0.31132913,,17.387955,5.2356257,17.389637,920,5.7460034e-07,-0.42857143,0.7443845,0.97195965,-0.75712985,-0.7304347,19.177332
-0.5906053,17.389637,212.7102,4.5257483,2.2400386,12.834252,0.14999999,15.736083984375,47,,63.21318,0.43749744,,17.137293,5.783686,17.389637,940,5.5040925e-07,0.14285715,0.04902973,0.82375073,-0.7547739,-0.7460585,19.177332
-1.0692825,17.389637,222.70819,4.6397543,0.0039436454,12.720246,0.14999999,15.932293891906738,48,,63.661945,0.44121775,,7.361986,7.7517366,17.389637,960,5.277145e-07,0.5102041,6.8894525,0.95485383,-0.7654949,-0.72055244,19.177332
-0.95647883,17.389637,232.73596,4.749714,7.859252e-11,12.610287,0.14999999,16.128287076950073,49,,62.03259,0.89866704,,7.332222,11.619867,17.389637,980,5.063948e-07,1.0,0.0067113647,0.8797223,-0.7711096,-0.7410896,19.177332
-1.0984446,17.389637,248.34424,4.9668856,3.1294692,12.393115,0.14999999,16.32777166366577,50,,61.795097,-0.2487374,,1.751713,5.192295,17.389637,1000,4.8634166e-07,-0.2244898,5.3373434e-12,1.0930204,-0.78099793,-0.7612923,19.177332
-0.58579123,17.389637,248.77936,4.878026,0.0012879,12.481975,0.14999999,16.544004440307617,51,,61.16157,-0.40392393,,16.924917,4.8098817,17.389637,1020,4.6745637e-07,-0.67346936,0.08673869,1.0675159,-0.77592504,-0.7203862,19.177332
-0.62399155,17.389637,248.8371,4.785329,0.51482093,12.574672,0.14999999,16.766141176223755,52,,61.294163,-0.2927461,,17.30228,4.9429693,17.389637,1040,4.496502e-07,-0.3877551,4.935053,1.091272,-0.77211976,-0.739779,19.177332
-0.54647905,17.389637,249.02155,4.6985197,2.1495234e-06,12.661481,0.14999999,17.127301931381226,53,,59.887177,0.73229736,,17.175526,8.094923,17.389637,1060,4.3284237e-07,0.75510204,1.16279666e-10,1.2193975,-0.766675,-0.7489755,19.177332
-1.0106632,17.389637,262.15942,4.854804,3.1494842,12.505197,0.14999999,17.628806829452515,54,,59.720146,-0.2438354,,4.222197,4.842079,17.389637,1080,4.1695958e-07,-0.2244898,1.06862785e-08,1.1702898,-0.76813775,-0.7676676,19.177332
-0.51913625,17.389637,262.58246,4.774226,1.6616582e-08,12.585774,0.14999999,18.05946707725525,55,,59.6978,-1.0148923,,16.93692,7.4435196,17.389637,1100,4.0193527e-07,-1.0,1.3551478e-05,0.6695305,-0.76103735,-0.7293304,19.177332
-0.92564857,17.389637,262.7442,4.691861,0.14071377,12.668139,0.14999999,18.448862314224243,56,,59.664,0.16830046,,17.198212,7.5271826,17.389637,1120,3.8770855e-07,0.3469388,8.477142e-18,0.9673141,-0.77008754,-0.7473489,19.177332
-0.96251565,17.389637,271.25745,4.7589025,4.931985,12.601098,0.14999999,18.861111402511597,57,,58.89911,0.005139542,,8.846764,6.4569063,17.389637,1140,3.7422413e-07,0.020408163,4.282983,0.86149347,-0.77471435,-0.7625389,19.177332
-0.7696704,17.389637,279.29846,4.8154917,8.134699e-06,12.544509,0.14999999,19.214104175567627,58,,58.80735,-0.5648863,,9.319031,4.79558,17.389637,1160,3.6143112e-07,-0.8367347,8.2970047e-07,1.1748738,-0.7773386,-0.69694513,19.177332
-0.65549004,17.399345,279.25903,4.733205,0.06053137,12.626796,0.14999999,19.5526762008667,59,,59.21537,-0.5111641,,17.399345,5.1375637,17.399345,1180,3.4928303e-07,-0.5102041,4.793323,0.9569714,-0.7728547,-0.71403944,19.187819
-0.59511757,17.399345,279.2458,4.6540956,0.88957846,12.705905,0.14999999,19.893325567245483,60,,57.89521,-0.1682773,,17.373398,4.641612,17.399345,1200,3.377373e-07,-0.3469388,2.648429,1.1562455,-0.770883,-0.72982115,19.187819
-0.5972646,17.399345,280.17615,4.593051,5.3186226,12.76695,0.14999999,20.234894037246704,61,,57.246555,-0.1699492,,16.429626,5.330106,17.399345,1220,3.2675467e-07,-0.10204082,4.383954,1.0967127,-0.76587534,-0.73163295,19.187819
-0.54273605,17.399345,280.9886,4.532073,0.0012760679,12.827928,0.14999999,20.57746934890747,62,,56.757374,0.67323714,,16.547546,8.094501,17.399345,1240,3.162992e-07,0.5510204,4.405233e-05,0.9330171,-0.7611222,-0.6642966,19.187819
-1.0613147,17.399345,293.3706,4.6566763,0.0036258618,12.703324,0.14999999,20.92061972618103,63,,56.600677,-0.6823703,,4.977985,4.6992083,17.399345,1260,3.0633765e-07,-0.63265306,2.675678e-16,0.95251137,-0.7674139,-0.68027633,19.187819
-0.5332589,17.399345,293.34778,4.583559,2.9315708,12.776442,0.14999999,21.264649152755737,64,,55.9486,-0.19427077,,17.382751,4.5407085,17.399345,1280,2.968394e-07,-0.2244898,0.04295724,1.1912203,-0.7647056,-0.69596714,19.187819
-0.5021883,17.399345,294.3181,4.5279713,1.5607542e-08,12.832029,0.14999999,21.611299514770508,65,,55.892,-0.7885337,,16.389647,7.2836723,17.399345,1300,2.8777617e-07,-1.0,2.3850512e-06,0.686361,-0.7580924,-0.6666837,19.187819
-0.5377123,17.399345,294.34326,4.4597473,0.00011556409,12.900253,0.14999999,21.955204248428345,66,,56.001472,-0.8993063,,17.33481,4.5485077,17.399345,1320,2.791217e-07,-0.75510204,4.4417853,1.1493119,-0.7597024,-0.68195117,19.187819
-0.5907502,17.399345,294.41388,4.3942375,7.5201775e-11,12.965763,0.14999999,22.300493717193604,67,,55.958466,1.1025155,,17.2894,12.33987,17.399345,1340,2.708519e-07,1.0,7.3577314e-35,0.84011,-0.7553073,-0.6969873,19.187819
-1.7325323,17.399345,311.77386,4.5849104,1.4427652,12.77509,0.14999999,22.64724898338318,68,,55.922607,0.21872312,,,7.456861,17.399345,1360,2.6294424e-07,0.18367347,1.0695542e-07,0.81573516,-0.7725379,-0.71180236,19.187819
-0.97497666,17.399345,320.46484,4.644418,8.203819e-06,12.715583,0.14999999,22.995791912078857,69,,54.611816,-0.8031565,,8.669088,4.618659,17.399345,1380,2.553779e-07,-0.8367347,1.2506292e-10,1.1339374,-0.7784499,-0.70540595,19.187819
-0.4746936,17.399345,320.48022,4.578288,4.582876e-07,12.781713,0.14999999,23.34468722343445,70,,54.56438,0.64050907,,17.34465,8.750418,17.399345,1400,2.4813352e-07,0.79591835,8.974439e-25,1.2487283,-0.7725442,-0.7197946,19.187819
-1.0876126,17.399345,332.4707,4.682686,0.1345744,12.677315,0.14999999,23.695180654525757,71,,54.490036,-0.5161833,,5.369452,4.9449,17.399345,1420,2.4119305e-07,-0.46938777,1.0195017e-11,0.9512428,-0.77419585,-0.7339792,19.187819
-0.5759882,17.399345,332.4673,4.6176014,4.000247,12.742399,0.14999999,24.046692609786987,72,,54.125946,-0.17214683,,17.363424,4.888668,17.399345,1440,2.3453978e-07,-0.18367347,0.40544033,1.1588243,-0.7723172,-0.7460718,19.187819
-0.5573446,17.399345,333.20398,4.564438,0.06213332,12.795563,0.14999999,24.401224613189697,73,,53.85229,0.5469794,,16.623337,7.8228936,17.399345,1460,2.2815804e-07,0.3877551,0.00437905,0.9099514,-0.76750755,-0.7057947,19.187819
-1.067823,17.399345,344.1833,4.651126,0.0037673255,12.708875,0.14999999,24.757642030715942,74,,53.595108,-0.69921106,,6.380664,4.5280414,17.399345,1480,2.2203328e-07,-0.63265306,2.8767432e-13,0.98366445,-0.7731253,-0.71854955,19.187819
-0.4986917,17.399345,344.17627,4.589018,4.7832694,12.770983,0.14999999,25.111011266708374,75,,53.209362,-0.23881297,,17.366976,6.389943,17.399345,1500,2.1615185e-07,0.020408163,4.4016553e-05,0.8795107,-0.7698442,-0.7319217,19.187819
-0.5386419,17.399345,344.69562,4.535468,1.3762407,12.8245325,0.14999999,25.466779947280884,76,,53.575493,-0.32655433,,16.840767,4.5477147,17.399345,1520,2.1050109e-07,-0.30612245,4.121199,1.1565264,-0.768577,-0.6833412,19.187819
-0.49516562,17.399345,344.8617,4.4787226,3.1469634e-05,12.881278,0.14999999,25.824005603790283,77,,53.220146,-0.7564185,,17.193958,4.528046,17.399345,1540,2.0506903e-07,-0.79591835,0.032638367,1.1627623,-0.7632337,-0.67846686,19.187819
-0.47577184,17.399345,344.8432,4.4210663,0.00012302086,12.938934,0.14999999,26.182839393615723,78,,53.06082,0.38818556,,17.378498,8.430953,17.399345,1560,1.9984455e-07,0.63265306,1.0225106e-18,1.1235235,-0.75774497,-0.69136983,19.187819
-1.0394995,17.399345,354.47046,4.486968,2.114719,12.873033,0.14999999,26.541640758514404,79,,52.454723,-0.16349477,,7.732691,4.451422,17.399345,1580,1.948172e-07,-0.26530612,0.00056858995,1.1889038,-0.76018536,-0.7041073,19.187819
-0.54172957,17.399345,355.25122,4.4406404,3.184326e-05,12.91936,0.14999999,26.90132761001587,80,,52.021652,-0.787236,,16.579176,4.44278,17.399345,1600,1.899772e-07,-0.79591835,0.000631078,1.158211,-0.75533557,-0.6902695,19.187819
-0.46550068,17.399345,355.2527,4.3858356,0.025501955,12.974165,0.14999999,27.26190209388733,81,,51.627995,-0.26648587,,17.3585,4.695456,17.399345,1620,1.8531539e-07,-0.5510204,1.2259682,0.91711617,-0.750062,-0.7026916,19.187819
-0.490549,17.399345,355.7096,4.337922,4.672066,13.0220785,0.14999999,27.623203992843628,82,,52.120773,-0.4711234,,16.90307,4.8577366,17.399345,1640,1.8082306e-07,-0.14285715,3.092824,1.1676744,-0.7480201,-0.71464694,19.187819
-0.54234636,17.399345,355.67957,4.2852964,0.49294075,13.074704,0.14999999,27.905743837356567,83,,51.603096,0.31622759,,17.390038,7.801835,17.399345,1660,1.7649211e-07,0.26530612,2.6690133e-05,0.878429,-0.7437601,-0.6713559,19.187819
-1.0110501,17.399345,364.84546,4.343399,1.5775864e-08,13.016602,0.14999999,28.270429611206055,84,,51.4195,-1.218481,,8.194189,7.3774204,17.399345,1680,1.7231491e-07,-1.0,1.3931844e-16,0.6442972,-0.74866503,-0.6774106,19.187819
-2.4327793,17.399345,365.01587,4.294304,0.4894514,13.065697,0.14999999,28.635568141937256,85,,51.4025,-0.5937841,,17.189676,4.530323,17.399345,1700,1.6828433e-07,-0.3877551,6.624624e-06,1.074765,-0.772758,-0.68924505,19.187819
-0.54139334,17.405739,364.9701,4.2438383,1.6059026e-08,13.116162,0.14999999,29.00457501411438,86,,51.058132,-1.1507003,,17.405739,10.611122,17.405739,1720,1.6439348e-07,-1.0,0.116793826,0.7410031,-0.769359,-0.6951994,19.194155
-1.7069684,17.405739,365.13208,4.1969204,7.594034e-11,13.16308,0.14999999,29.37126874923706,87,,50.878662,0.988985,,17.197914,14.804911,17.405739,1740,1.6063603e-07,1.0,,0.8453862,-0.78327084,-0.70676017,19.194155
-1.3673877,17.405739,382.2926,4.3442345,0.003765966,13.015766,0.14999999,29.739012241363525,88,,50.77411,-0.6088453,,0.1994708,4.5160327,17.405739,1760,1.5700596e-07,-0.63265306,4.3587854e-25,1.0058944,-0.792056,-0.7181889,19.194155
-0.518229,17.405739,382.27612,4.2952375,0.010794301,13.064763,0.14999999,30.108591556549072,89,,50.580864,0.7900437,,17.376469,7.952828,17.405739,1780,1.5349757e-07,0.46938777,2.6901308e-11,0.9911785,-0.78903335,-0.72944564,19.194155
-1.210916,17.405739,396.21436,4.402382,1.6803188e-08,12.957619,0.14999999,30.479100704193115,90,,50.303585,-0.77425265,,3.4218104,9.883473,17.405739,1800,1.5010546e-07,-1.0,1.0628389e-30,0.79609257,-0.7940885,-0.74049765,19.194155
-0.48080125,17.405739,396.2257,4.354129,0.00042102713,13.005872,0.14999999,30.851505756378174,91,,50.415207,-0.7919886,,17.34866,4.348067,17.405739,1820,1.4682455e-07,-0.71428573,3.9712102,1.1267756,-0.7930614,-0.7515475,19.194155
-0.4535099,17.405739,396.2307,4.306855,2.2418165,13.053145,0.14999999,31.224305868148804,92,,49.97145,-0.061317727,,17.355047,4.51675,17.405739,1840,1.4365008e-07,-0.26530612,0.008803282,1.1566983,-0.7881521,-0.7624719,19.194155
-0.7473916,17.405739,399.1958,4.292427,4.8666706,13.067574,0.14999999,31.602046251296997,93,,50.02286,-0.112993635,,14.3948965,6.7056856,17.405739,1860,1.4057744e-07,0.020408163,4.8411303,0.83795017,-0.7862059,-0.74920744,19.194155
-0.62720495,17.405739,400.67896,4.262542,4.5332044e-07,13.097459,0.14999999,31.977519989013672,94,,49.73448,0.9833754,,15.876863,9.32578,17.405739,1880,1.3760231e-07,0.79591835,5.3005984e-08,1.2240224,-0.78635556,-0.70889616,19.194155
-1.3790225,17.405739,417.73865,4.397249,0.00011998328,12.962751,0.14999999,32.35266447067261,95,,49.53946,-0.81597596,,0.30020663,4.295432,17.405739,1900,1.3472066e-07,-0.75510204,7.169622e-29,1.1480143,-0.7906539,-0.71947825,19.194155
-0.46577483,17.405739,417.75098,4.351573,4.744105,13.008428,0.14999999,32.72966957092285,96,,49.461926,-0.15432765,,17.347605,4.9859095,17.405739,1920,1.3192863e-07,-0.14285715,0.00017961604,1.1262178,-0.7858923,-0.7299483,19.194155
-0.55530024,17.405739,418.5243,4.314684,0.059216376,13.045317,0.14999999,33.10910630226135,97,,49.10883,-0.32238233,,16.586819,4.7400026,17.405739,1940,1.2922246e-07,-0.5102041,0.27778175,0.9311777,-0.78238916,-0.6920756,19.194155
-0.49624097,17.405739,418.6792,4.272237,2.9484894,13.087764,0.14999999,33.488375186920166,98,,48.89772,-0.000260666,,17.205042,4.4027963,17.405739,1960,1.265987e-07,-0.2244898,3.5306008,1.1920971,-0.78026175,-0.7017218,19.194155
-0.80000585,17.405739,426.44202,4.307495,1.4007256,13.0525055,0.14999999,33.86994957923889,99,,48.915073,0.18645203,,9.597243,7.6837287,17.405739,1980,1.2405411e-07,0.18367347,2.7909172,0.80122685,-0.7786839,-0.68223125,19.194155
-1.0039914,17.405739,435.0138,4.3501387,3.1462252e-05,13.009862,0.14999999,34.2510290145874,100,,48.570747,-0.7331959,,8.788136,4.350566,17.405739,2000,1.2158542e-07,-0.79591835,3.5248817e-09,1.1312087,-0.78307146,-0.678232,19.194155
-0.44604737,17.405739,434.99976,4.3069277,0.0004154307,13.053073,0.14999999,34.63265538215637,101,,48.05796,0.46836898,,17.374165,8.711662,17.405739,2020,1.1918971e-07,0.59183675,4.722582e-17,0.968695,-0.77858996,-0.68818206,19.194155
-1.0923573,17.405739,445.25232,4.365218,5.3451805,12.994782,0.14999999,35.01734495162964,102,,47.997185,-0.19937545,,7.10737,5.506175,17.405739,2040,1.1686409e-07,-0.06122449,0.015574626,1.0254991,-0.7821905,-0.69803023,19.194155
-0.49638417,17.405739,445.7566,4.327734,1.5452654e-08,13.032267,0.14999999,35.402079820632935,103,,47.953243,-1.1979698,,16.85572,10.10259,17.405739,2060,1.14605925e-07,-1.0,2.8452155e-06,0.75493133,-0.7792991,-0.6567096,19.194155
-2.10388,17.405739,445.92078,4.2876997,0.478383,13.072301,0.14999999,35.78795576095581,104,,47.90454,-0.30259115,,17.195787,4.613976,17.405739,2080,1.1241255e-07,-0.3877551,1.0072813e-05,1.0085498,-0.7945118,-0.6663715,19.194155
-0.47617078,17.405739,446.18164,4.2493486,0.13041615,13.110652,0.14999999,36.17477774620056,105,,47.64451,0.3531963,,17.09907,7.8196397,17.405739,2100,1.10281555e-07,0.3469388,0.00036305276,0.93052644,-0.79149395,-0.6713517,19.194155
