ReturnMax,Bound,Iteration,DenMISEMeanLog,TimeElapsed,LQGmu1_higher,IWLastEpisode,ReturnStepMax,LQGsigma_higher,IWMean,Regret,IWMax,DenMISELogFirst,ReturnMin,IWFirstEpisode,TimestepsSoFar,LQGmu1_actor,delta,IWMin,Regret/t,ReturnAbsMax,ReturnMean,ReturnLastEpisode,DenMISELogLast
17.391676,116.59226,11,-0.785407,2.5583674907684326,-0.67346936,3.8680187e-07,19.179405,0.14999999,0.88849944,68.566444,4.910906,-0.59536654,,0.0041093766,220,-0.6828685,1.0048381e-05,,6.2333136,17.391676,11.126687,8.802452,-0.526397
17.401554,116.1008,12,-0.7823014,2.8365726470947266,0.8367347,2.4069055e-22,19.190744,0.14999999,0.53106886,68.52489,3.1995826,-0.6820044,,1.2019789e-08,240,1.0258883,8.443432e-06,,5.7104073,17.401554,11.649593,17.401554,-0.55871236
17.401554,110.53823,13,-0.8477942,3.1744513511657715,-1.0,,19.190744,0.14999999,0.7873306,85.88489,5.463973,-0.7620471,,1.2665805e-07,260,-0.9663667,7.194403e-06,,6.60653,17.401554,10.75347,,-1.1463152
17.401554,108.843,14,-0.85703707,3.760585308074951,-0.42857143,0.008558683,19.190744,0.14999999,0.51407087,86.0094,4.602609,-0.83615506,,0.638885,280,-0.52095145,6.203337e-06,,6.143529,17.401554,11.216472,17.235483,-0.68820614
17.401554,103.16117,15,-0.8758488,4.415898323059082,0.59183675,5.6339182e-12,19.190744,0.14999999,0.81950134,85.98874,7.0138755,-0.8605239,,0.00011258354,300,0.60157967,5.403797e-06,,5.732581,17.401554,11.627419,17.380676,-0.63733125
17.401554,101.19114,16,-0.8805597,4.975139617919922,-0.18367347,5.9501335e-06,19.190744,0.14999999,0.9147573,97.53903,5.93565,-0.9250549,,5.93565,320,-0.20250164,4.7494304e-06,,6.0961895,17.401554,11.263811,5.8096967,-0.69244784
17.401554,99.297615,17,-0.8770176,5.3648600578308105,-0.8367347,0.0006683249,19.190744,0.14999999,1.2205836,98.11633,5.9389524,-0.6701551,,4.090179e-05,340,-0.9625079,4.207108e-06,,5.77155,17.401554,11.58845,16.782686,-0.6500062
17.401554,93.26788,18,-0.8611986,5.78544807434082,0.14285715,8.64265e-12,19.190744,0.14999999,1.0748795,98.24626,6.905265,-0.7273111,,1.3368136,360,0.14681016,3.7526365e-06,,5.458126,17.401554,11.901875,17.230097,-0.6993278
17.401554,93.6534,19,-0.85331887,6.175511121749878,1.0,5.047422e-07,19.190744,0.14999999,1.4055157,106.69786,14.241889,-0.7097393,,7.1249157e-12,380,1.083332,3.3680174e-06,,5.615676,17.401554,11.744325,8.908419,-0.6988887
17.401554,88.7821,20,-0.8712276,6.574561834335327,-0.59183675,8.162432e-27,19.190744,0.14999999,0.9357769,124.057846,5.9520645,-0.76103264,,0.03236243,400,-0.5544482,3.0396352e-06,,6.2028923,17.401554,11.157108,,-1.3113505
17.401554,86.31125,21,-0.86651105,6.974226713180542,-1.0,0.06094114,19.190744,0.14999999,0.9914079,124.05612,6.0601015,-0.808206,,1.3264146e-07,420,-0.90489686,2.7570386e-06,,5.9074354,17.401554,11.452565,17.36172,-0.63544786
17.401554,84.56943,22,-0.8577246,7.396907806396484,0.3469388,3.5871125e-15,19.190744,0.14999999,1.0700483,124.131134,7.128478,-0.854726,,0.061005495,440,0.23834126,2.5120953e-06,,5.6423244,17.401554,11.717676,17.284998,-0.5846725
17.401554,84.75307,23,-0.85321254,7.788465261459351,-0.06122449,0.7612185,19.190744,0.14999999,1.1338438,132.90369,6.2632375,-0.8964086,,6.189167,460,-0.028925326,2.2984013e-06,,5.7784204,17.401554,11.58158,8.587449,-0.74319786
17.401554,83.09917,24,-0.8435814,8.246766567230225,-0.3877551,0.29872164,19.190744,0.14999999,0.6740663,136.73166,3.9654744,-0.7006648,,0.95913,480,-0.26115125,2.110858e-06,,5.697152,17.401554,11.662848,13.532014,-0.6748822
17.401554,80.91091,25,-0.85282564,8.637206077575684,-0.79591835,0.009613123,19.190744,0.14999999,1.0809778,136.99847,4.7957354,-0.70230097,,0.00015225334,500,-0.76259464,1.9453666e-06,,5.4799395,17.401554,11.880061,17.093185,-0.73221254
17.401554,79.198105,26,-0.840565,9.070891857147217,0.63265306,7.619495e-19,19.190744,0.14999999,0.77415365,136.99728,8.098798,-0.7415156,,2.6988218e-05,520,0.40692782,1.7986008e-06,,5.269126,17.401554,12.090875,17.361202,-0.56377226
17.401554,79.00232,27,-0.85210687,9.472563028335571,-0.2244898,0.00089503505,19.190744,0.14999999,0.9654828,146.76028,5.868267,-0.77925485,,4.3214884,540,-0.37837234,1.6678383e-06,,5.435566,17.401554,11.924435,7.597011,-0.86291045
17.401554,76.246704,28,-0.8495798,9.872978687286377,-0.5510204,2.750751,19.190744,0.14999999,0.9732129,146.90613,5.492789,-0.66715497,,0.068107456,560,-0.65087336,1.5508342e-06,,5.246648,17.401554,12.113353,17.214123,-0.6960781
17.401554,76.15408,29,-0.84300166,10.277870416641235,0.14285715,3.965224e-06,19.190744,0.14999999,1.218747,146.87607,6.5914297,-0.6998168,,1.3005595,580,0.203431,1.4457245e-06,,5.0646925,17.401554,12.295308,17.390068,-0.584051
17.401554,75.091064,30,-0.8355558,10.817330121994019,-0.877551,3.025882e-11,19.190744,0.14999999,1.1716462,155.50824,5.4214563,-0.68984807,,1.0746716e-05,600,-0.9018237,1.3509492e-06,,5.183607,17.401554,12.1763935,8.727864,-0.76774246
17.401554,74.0338,31,-0.8242424,11.52539873123169,0.8367347,3.242592e-29,19.190744,0.14999999,0.59690297,155.57819,5.4128056,-0.72263753,,1.2518237e-08,620,0.71093446,1.2651968e-06,,5.018651,17.401554,12.34135,17.29007,-0.5917987
17.401554,72.73877,32,-0.8410161,12.014237403869629,0.42857143,1.1567479,19.190744,0.14999999,1.1003449,168.43524,7.087418,-0.7543862,,0.009084079,640,0.5882864,1.1873576e-06,,5.2636013,17.401554,12.096399,4.502908,-0.93918407
17.401554,72.04315,33,-0.8411799,12.205523252487183,-0.71428573,2.7243637e-16,19.190744,0.14999999,1.0858485,179.84155,4.9853,-0.784874,,0.0017206164,660,-0.66038954,1.1164868e-06,,5.449744,17.401554,11.910256,5.9537067,-0.88701135
17.401554,70.78672,34,-0.83123356,12.398707866668701,-0.020408163,0.00051505584,19.190744,0.14999999,1.0632604,179.80151,6.0500035,-0.81467485,,5.035286,680,0.27531153,1.051777e-06,,5.2882805,17.401554,12.07172,17.400024,-0.55227715
17.401554,70.01474,35,-0.8309123,12.587975978851318,-1.0,1.2361171e-15,19.190744,0.14999999,0.8477165,188.74698,5.7038836,-0.7055569,,1.1970148e-07,700,-1.1092192,9.925341e-07,,5.392771,17.401554,11.96723,8.414553,-0.8376736
17.401554,70.059326,36,-0.8480023,12.79970645904541,-0.3469388,2.3121305e-05,19.190744,0.14999999,0.7599816,188.9151,5.958974,-0.7337278,,1.5826228,720,-0.28763813,9.3815913e-07,,5.2476416,17.401554,12.112359,17.191843,-1.2597626
17.401554,70.110794,37,-0.85139894,12.99036431312561,1.0,5.4038844e-16,19.190744,0.14999999,1.1317906,189.17096,14.0962105,-0.71810395,,7.1847563e-12,740,1.0242715,8.881331e-07,,5.112729,17.401554,12.247272,17.10417,-0.71229315
17.401554,68.91499,38,-0.86255,13.181559562683105,0.26530612,2.5919959e-05,19.190744,0.14999999,1.2836956,206.531,6.658105,-0.74477214,,0.24688879,760,0.392427,8.4200434e-07,,5.435025,17.401554,11.924975,,-1.2619553
17.401554,67.6048,39,-0.85675496,13.376762390136719,-0.59183675,2.7948803e-09,19.190744,0.14999999,0.98528504,216.18842,5.277464,-0.7642716,,0.03246743,780,-0.7576235,7.993782e-07,,5.543292,17.401554,11.816709,7.702546,-0.8546838
17.401554,66.9732,40,-0.85094213,13.602050542831421,-1.0,1.2806984,19.190744,0.14999999,0.9715746,216.18869,7.9847975,-0.78875726,,1.3008673e-07,800,-1.1103252,7.599088e-07,,5.4047174,17.401554,11.955283,17.359735,-0.574699
17.401554,66.9518,41,-0.86152816,13.799967765808105,0.59183675,9.764938e-28,19.190744,0.14999999,1.0283713,216.35211,7.8816032,-0.81344986,,0.00010740656,820,0.6729705,7.2329226e-07,,5.276881,17.401554,12.083119,17.196568,-1.2139223
17.401554,66.66602,42,-0.8650022,13.99393916130066,-0.2244898,1.1956104e-07,19.190744,0.14999999,0.86272883,228.73083,6.081855,-0.8375448,,4.580874,840,-0.15410757,6.8925965e-07,,5.4459734,17.401554,11.914027,4.9812536,-0.98093665
17.401554,65.28071,43,-0.8660031,14.188175916671753,-0.79591835,0.0005895655,19.190744,0.14999999,1.1022649,229.71979,4.7960014,-0.7575549,,0.00016090271,860,-1.0165491,6.5757393e-07,,5.3423204,17.401554,12.01768,16.371065,-0.7394979
17.401554,64.74945,44,-0.86304754,14.385773420333862,-1.0,5.9237065,19.190744,0.14999999,1.1054444,229.88586,7.1581516,-0.78054065,,1.2902221e-07,880,-0.9820737,6.280238e-07,,5.224679,17.401554,12.135322,17.193953,-0.8068669
17.401554,63.500202,45,-0.85615444,14.58165979385376,-0.06122449,3.210839e-08,19.190744,0.14999999,0.95439655,230.03851,6.031863,-0.8030135,,5.637301,900,-0.11820169,6.0042186e-07,,5.111967,17.401554,12.248034,17.207325,-0.61130214
17.401554,62.760258,46,-0.85455,14.777883052825928,-0.42857143,0.63336873,19.190744,0.14999999,0.74779326,231.6471,5.4568353,-0.7069664,,0.56145734,920,-0.4480614,5.7460034e-07,,5.0358057,17.401554,12.324195,15.751426,-0.7057688
17.401554,62.799,47,-0.8563776,15.003904581069946,0.75510204,5.577406e-14,19.190744,0.14999999,0.80288786,231.73425,7.7976303,-0.7163409,,3.322401e-07,940,0.6075082,5.5040925e-07,,4.9305153,17.401554,12.429485,17.272877,-0.6732875
17.401554,62.43445,48,-0.86363715,15.266218185424805,0.26530612,0.52424127,19.190744,0.14999999,1.1854604,243.3498,6.950169,-0.73739433,,0.24507397,960,0.59008574,5.277145e-07,,5.069787,17.401554,12.290214,5.7444334,-0.9782879
17.401554,61.739517,49,-0.8633762,15.464127779006958,-1.0,2.8316253e-24,19.190744,0.14999999,1.0999551,254.77539,6.856138,-0.7529209,,1.2550747e-07,980,-1.1140944,5.063948e-07,,5.199498,17.401554,12.160502,5.934402,-0.9866952
17.401554,61.55664,50,-0.8675317,15.663777351379395,0.5102041,2.8360994e-25,19.190744,0.14999999,1.2286062,254.94495,6.3562884,-0.7731236,,0.0011331354,1000,0.46315166,4.8634166e-07,,5.0989,17.401554,12.261101,17.190378,-1.1295296
17.401554,61.495567,51,-0.8639856,15.86440658569336,-0.2244898,0.00017303381,19.190744,0.14999999,0.9156781,265.15338,5.7384825,-0.79290354,,4.3808756,1020,-0.3509972,4.6745637e-07,,5.199085,17.401554,12.160915,7.151619,-0.86759156
17.401554,61.197224,52,-0.86321175,16.065357208251953,-0.63265306,0.9304519,19.190744,0.14999999,0.9188787,265.23297,5.3599505,-0.72991294,,0.012602178,1040,-0.65005237,4.496502e-07,,5.1006336,17.401554,12.259367,17.280476,-0.7126232
17.401554,60.70807,53,-0.8607608,16.26904034614563,1.0,2.64049e-26,19.190744,0.14999999,1.052308,265.20917,14.228571,-0.74871886,,7.408118e-12,1060,0.9678204,4.3284237e-07,,5.0039473,17.401554,12.356053,17.383726,-0.62940973
17.401554,59.89776,54,-0.8680468,16.47226619720459,-0.42857143,1.3522883e-18,19.190744,0.14999999,0.8543621,281.99268,5.456903,-0.767411,,0.59644103,1080,-0.49385443,4.1695958e-07,,5.222086,17.401554,12.137915,0.57654,-1.2084234
17.401554,59.635845,55,-0.86695224,16.675572633743286,-1.0,0.017068537,19.190744,0.14999999,1.113837,281.97327,6.77192,-0.77477545,,1.2828055e-07,1100,-1.0589697,4.0193527e-07,,5.126786,17.401554,12.233214,17.379389,-0.6442645
17.401554,59.561398,56,-0.865295,16.912383317947388,0.06122449,4.8185505e-12,19.190744,0.14999999,0.8819794,282.13397,6.6912117,-0.7927939,,3.0748832,1120,0.008496925,3.8770855e-07,,5.038107,17.401554,12.321894,17.199299,-0.84849775
17.401554,59.04876,57,-0.8667228,17.148998975753784,-0.71428573,5.4114338e-05,19.190744,0.14999999,0.96834093,290.12622,5.0260158,-0.75703937,,0.0016733843,1140,-0.66922605,3.7422413e-07,,5.0899343,17.401554,12.270066,9.367756,-0.8066274
17.401554,57.887474,58,-0.8629359,17.357099533081055,-0.5102041,2.7516975,19.190744,0.14999999,0.93205315,290.08868,5.147008,-0.7744018,,0.16275656,1160,-0.6298915,3.6143112e-07,,5.0015297,17.401554,12.358471,17.397491,-0.5959918
17.412144,57.606388,59,-0.85941774,17.56365704536438,0.42857143,7.228429e-11,19.201,0.14999999,1.1855055,290.03656,7.1780505,-0.78869396,,0.009401139,1180,0.429038,3.4928303e-07,,4.9158745,17.412144,12.444126,17.412144,-0.5679385
17.412144,57.61046,60,-0.8576946,17.768991947174072,-0.79591835,2.1628683e-14,19.201,0.14999999,1.0300431,299.96796,4.6352096,-0.8053418,,0.0001687784,1200,-0.8766978,3.377373e-07,,4.999465,17.412144,12.360536,7.4287267,-0.901908
17.412144,57.440506,61,-0.852092,17.979886054992676,-0.18367347,0.0001044926,19.201,0.14999999,0.8970143,300.02997,5.831851,-0.82186824,,5.3537107,1220,0.05518517,3.2675467e-07,,4.918524,17.412144,12.441477,17.297966,-0.52837306
17.412144,57.42954,62,-0.8545463,18.186861515045166,-1.0,1.1507369e-10,19.201,0.14999999,1.1174853,308.313,6.665767,-0.7540029,,1.2564327e-07,1240,-0.8394004,3.162992e-07,,4.97279,17.412144,12.387211,9.076926,-0.87894636
17.412144,56.732155,63,-0.84775776,18.428125381469727,0.75510204,1.2860588e-24,19.201,0.14999999,0.8398652,308.34283,8.069261,-0.7700033,,3.505559e-07,1260,0.63249844,3.0633765e-07,,4.89433,17.412144,12.465671,17.330162,-0.50999045
17.412144,56.5839,64,-0.85321724,18.636788368225098,0.10204082,0.014116926,19.201,0.14999999,0.9884506,320.24054,6.6339703,-0.78575164,,2.1586838,1280,-0.084974654,2.968394e-07,,5.0037584,17.412144,12.356242,5.4622974,-1.0144448
17.412144,56.253292,65,-0.8526077,18.85045289993286,-0.67346936,0.002626602,19.201,0.14999999,1.0276328,322.0074,4.856662,-0.76808274,,0.0048841117,1300,-0.30906612,2.8777617e-07,,4.9539604,17.412144,12.40604,15.593106,-0.7758891
17.412144,56.172638,66,-0.8508347,19.059265851974487,-0.30612245,5.5943594,19.201,0.14999999,0.8898514,322.16565,5.5943594,-0.78327507,,2.4653587,1320,-0.3928982,2.791217e-07,,4.881298,17.412144,12.478703,17.201702,-0.74376994
17.412144,55.20594,67,-0.8499139,19.269994258880615,-0.10204082,0.7867643,19.201,0.14999999,0.9772585,322.203,5.744955,-0.76163983,,5.6892867,1340,0.13934448,2.708519e-07,,4.809001,17.412144,12.551,17.322716,-0.66194785
17.412144,54.93215,68,-0.85115767,19.48638367652893,-0.877551,6.779859e-10,19.201,0.14999999,1.0727358,330.63507,4.6461763,-0.6949535,,1.0801728e-05,1360,-0.7018013,2.6294424e-07,,4.862282,17.412144,12.497719,8.927869,-0.88940495
17.412144,55.00962,69,-0.84593177,19.701679229736328,-0.5102041,2.024882,19.201,0.14999999,0.94022924,330.60016,5.0938826,-0.70955217,,0.15253682,1380,-0.61051536,2.553779e-07,,4.7913055,17.412144,12.568695,17.395008,-0.54309666
17.412144,54.930565,70,-0.84283984,19.939241886138916,0.30612245,3.6013642e-08,19.201,0.14999999,1.1128353,330.5888,7.0572824,-0.7217326,,0.11779615,1400,0.12377831,2.4813352e-07,,4.7226973,17.412144,12.637303,17.371353,-0.554115
17.412144,54.683792,71,-0.8421569,20.15873622894287,1.0,2.487604e-07,19.201,0.14999999,0.9799088,338.98364,14.730517,-0.7342359,,7.301603e-12,1420,1.0977365,2.4119305e-07,,4.774417,17.412144,12.585584,8.96516,-0.8764748
17.412144,54.568367,72,-0.856082,20.428629159927368,0.59183675,0.052073177,19.201,0.14999999,1.1671485,356.34363,7.9766216,-0.7482221,,0.0001006243,1440,0.8304914,2.3453978e-07,,4.949217,17.412144,12.410784,,-1.7541485
17.412144,54.112854,73,-0.8584833,20.64505100250244,-0.67346936,1.2517009e-21,19.201,0.14999999,1.0423597,370.87854,4.7430573,-0.76201403,,0.0048545613,1460,-0.43530035,2.2815804e-07,,5.0805283,17.412144,12.279472,2.8250282,-1.1564463
17.412144,54.028725,74,-0.8554573,20.865694284439087,-0.3877551,4.889818,19.201,0.14999999,0.9155453,370.88916,5.287017,-0.7755532,,1.0337156,1480,-0.5030689,2.2203328e-07,,5.0120163,17.412144,12.347984,17.34937,-0.6592082
17.412144,53.507847,75,-0.853113,21.08182191848755,0.06122449,0.0040149046,19.201,0.14999999,1.036058,370.8573,6.501636,-0.77510375,,3.0209663,1500,-6.334856e-05,2.1615185e-07,,4.944764,17.412144,12.415236,17.391888,-0.58023417
17.412144,53.11286,76,-0.85220385,21.297878742218018,-1.0,1.3203566e-09,19.201,0.14999999,0.9982684,377.69403,7.0878706,-0.7488595,,1.2499872e-07,1520,-1.025702,2.1050109e-07,,4.969658,17.412144,12.390343,10.523324,-0.79586273
17.412144,52.97767,77,-0.8516143,21.54626441001892,-0.5102041,0.01580347,19.201,0.14999999,0.99775594,377.85974,4.8709354,-0.7619316,,0.16073957,1540,-0.37536642,2.0506903e-07,,4.9072685,17.412144,12.452732,17.19431,-0.77958536
17.412144,52.35546,78,-0.84899396,21.764230728149414,-0.26530612,3.812742,19.201,0.14999999,0.90848696,377.98035,5.361356,-0.77274966,,3.3584347,1560,-0.2907042,1.9984455e-07,,4.8459015,17.412144,12.514099,17.2394,-0.6293509
17.412144,51.917984,79,-0.8475813,21.985039472579956,-0.8367347,0.006637288,19.201,0.14999999,1.0010318,378.23206,4.6369877,-0.743333,,4.400711e-05,1580,-0.5207193,1.948172e-07,,4.7877474,17.412144,12.572253,17.108213,-0.6323086
17.412144,52.29476,80,-0.84410304,22.207352876663208,-0.46938777,4.3757133,19.201,0.14999999,1.034091,378.268,4.6971474,-0.75591123,,0.31850672,1600,-0.24228598,1.899772e-07,,4.7283497,17.412144,12.631651,17.324059,-0.55644196
17.412144,52.14879,81,-0.84162986,22.42577576637268,-0.10204082,3.332604,19.201,0.14999999,1.0030069,378.6996,5.77901,-0.7643603,,5.7047853,1620,-0.2902877,1.8531539e-07,,4.6753035,17.412144,12.684697,16.928522,-0.6626549
17.412144,51.976196,82,-0.8390076,22.646597146987915,-0.30612245,4.8751144,19.201,0.14999999,1.0177971,378.9524,4.8755507,-0.7085705,,2.2878964,1640,-0.26676697,1.8082306e-07,,4.6213713,17.412144,12.738629,17.107035,-0.6115341
17.412144,51.646553,83,-0.83583224,22.867664098739624,0.79591835,5.9847995e-11,19.201,0.14999999,0.8372935,379.21375,9.360012,-0.6931728,,6.518505e-08,1660,0.9703507,1.7649211e-07,,4.568841,17.412144,12.79116,17.098612,-0.57816267
17.412144,51.5192,84,-0.84450567,23.115981817245483,0.2244898,4.5332912e-05,19.201,0.14999999,1.0037385,396.042,7.329483,-0.705149,,0.4513368,1680,0.41525626,1.7231491e-07,,4.7147865,17.412144,12.645214,0.53188974,-1.3827527
17.412144,51.5068,85,-0.8471383,23.352643728256226,0.46938777,7.116287,19.201,0.14999999,1.1240945,405.86743,7.7697787,-0.7116248,,0.0031602357,1700,0.5226089,1.6828433e-07,,4.77491,17.412144,12.585091,7.534667,-1.0493206
17.412144,50.91919,86,-0.84808093,23.729148864746094,-1.0,3.1240131e-22,19.201,0.14999999,0.9686105,416.60938,7.187791,-0.72328365,,1.2184233e-07,1720,-0.8957705,1.6439348e-07,,4.8442945,17.412144,12.515706,6.61799,-1.0226864
17.412144,50.916656,87,-0.84555477,24.128414392471313,-0.30612245,0.0020832946,19.201,0.14999999,1.0291309,416.68774,4.881775,-0.73484445,,2.3488052,1740,-0.52108526,1.6063603e-07,,4.7895145,17.412144,12.570486,17.281677,-0.5743426
17.412144,51.249664,88,-0.84213084,24.36376404762268,-0.59183675,4.159407,19.201,0.14999999,1.0316567,416.63635,4.7121286,-0.7196334,,0.031050006,1760,-0.7180058,1.5700596e-07,,4.7345037,17.412144,12.625497,17.411371,-0.5584305
17.412144,50.550488,89,-0.8387791,24.59077525138855,-0.75510204,4.5220685,19.201,0.14999999,0.99449533,416.60278,4.68111,-0.7305802,,0.0005242689,1780,-0.89142776,1.5349757e-07,,4.68093,17.412144,12.67907,17.39352,-0.5613689
17.412144,50.00903,90,-0.8359146,24.940069675445557,1.0,1.3908299e-34,19.201,0.14999999,1.1356018,416.67383,15.099457,-0.7417476,,7.3566535e-12,1800,0.9077094,1.5010546e-07,,4.6297092,17.412144,12.730291,17.288874,-0.56381005
17.412144,49.82823,91,-0.8398,25.35977840423584,-1.0,7.044136e-35,19.201,0.14999999,0.9789507,432.4308,6.976371,-0.7527974,,1.2549191e-07,1820,-0.8822845,1.4682455e-07,,4.7519875,17.412144,12.608013,1.6029981,-1.258106
17.412144,49.69236,92,-0.8370139,25.799272775650024,-0.79591835,3.8755343,19.201,0.14999999,1.0183464,432.50488,4.42413,-0.7637265,,0.00016189874,1840,-0.9234498,1.4365008e-07,,4.7011395,17.412144,12.658861,17.285942,-0.54226017
17.412144,49.58088,93,-0.8338116,26.434036254882812,0.59183675,3.1793402e-22,19.201,0.14999999,1.1123278,432.59668,8.294364,-0.77453566,,0.00010330725,1860,0.32832503,1.4057744e-07,,4.651577,17.412144,12.708424,17.268295,-0.54591775
17.412144,49.555557,94,-0.83502513,27.202978134155273,0.020408163,0.9049825,19.201,0.14999999,0.9542167,441.8335,6.6041718,-0.78522986,,4.008374,1880,0.059993915,1.3760231e-07,,4.7003565,17.412144,12.659644,8.123196,-1.0289307
17.412144,49.30551,95,-0.83618134,27.984320163726807,-0.42857143,0.031924047,19.201,0.14999999,0.9961625,450.12158,4.751211,-0.75405383,,0.58852726,1900,-0.40600425,1.3472066e-07,,4.738122,17.412144,12.621879,9.071883,-0.88178134
17.412144,49.19349,96,-0.83336776,28.793156623840332,0.30612245,5.881915e-05,19.201,0.14999999,1.0559325,450.22705,7.445646,-0.7583492,,0.12218939,1920,0.11119704,1.3192863e-07,,4.689865,17.412144,12.6701355,17.254429,-0.5502091
17.412144,48.884346,97,-0.83382344,29.605011463165283,-0.877551,2.4304536e-09,19.201,0.14999999,1.0477556,458.5951,4.632295,-0.76743996,,1.1613778e-05,1940,-0.81746,1.2922246e-07,,4.727784,17.412144,12.632216,8.992076,-0.91158324
17.412144,48.848328,98,-0.83010274,30.40019726753235,-0.18367347,0.00058403733,19.201,0.14999999,0.9538875,458.61743,5.4708905,-0.7776964,,5.122374,1960,-0.16815047,1.265987e-07,,4.6797705,17.412144,12.68023,17.337545,-0.502617
17.412144,48.661266,99,-0.82922226,31.140470266342163,-0.59183675,0.097637095,19.201,0.14999999,0.98932254,459.5172,4.6003947,-0.73689985,,0.031590786,1980,-0.7481775,1.2405411e-07,,4.641588,17.412144,12.718412,16.460169,-0.6844332
17.412144,48.462425,100,-0.82624054,31.860921144485474,-0.8367347,3.718401,19.201,0.14999999,1.0628676,459.4972,4.4378796,-0.74663115,,4.4152515e-05,2000,-0.8783713,1.2158542e-07,,4.5949726,17.412144,12.765028,17.380075,-0.5093873
17.412144,48.18906,101,-0.82246715,32.42989182472229,0.10204082,2.308704e-09,19.201,0.14999999,1.02431,459.56897,6.8105817,-0.756581,,2.0966232,2020,0.15669216,1.1918971e-07,,4.550187,17.412144,12.8098135,17.28837,-0.49541783
17.412144,47.84021,102,-0.82330644,32.933939933776855,-0.3469388,0.023629393,19.201,0.14999999,0.9771317,468.04785,4.809845,-0.74588716,,1.6019839,2040,-0.478351,1.1686409e-07,,4.588704,17.412144,12.7712965,8.881112,-0.91309184
17.412144,47.791084,103,-0.82080525,33.4372181892395,-1.0,0.010699252,19.201,0.14999999,0.97332853,468.0205,6.9525094,-0.7400597,,1.2390362e-07,2060,-0.98162144,1.14605925e-07,,4.543888,17.412144,12.8161125,17.387306,-0.5312974
17.412144,47.707428,104,-0.8193846,33.94061732292175,-0.67346936,0.6053795,19.201,0.14999999,0.99770254,468.16064,4.489136,-0.7497216,,0.0047952523,2080,-0.52148515,1.1241255e-07,,4.501545,17.412144,12.858456,17.219774,-0.63009024
17.412144,47.555336,105,-0.81667596,34.446462869644165,-0.46938777,4.224684,19.201,0.14999999,1.0118327,468.11523,4.5183597,-0.7592449,,0.31957027,2100,-0.6548269,1.10281555e-07,,4.4582405,17.412144,12.90176,17.405405,-0.52307713
