LQGsigma_higher,Regret,ReturnLastEpisode,Iteration,ReturnMean,LQGmu1_actor,LQGmu1_higher,Regret/t
0.14999999,0.13563482701344043,17.22436517298656,1,0.9876356177171192,-0.9603634,-1.0,0.13563482701344043
0.14999999,0.23194712382332128,17.26368770319012,2,0.9887629838353404,-0.93622625,-0.9591837,0.11597356191166064
0.14999999,0.2163983912389611,17.37554873258436,3,0.9912767891582766,-0.7039765,-0.9183673,0.0721327970796537
0.14999999,0.23005489456323502,17.346343496675726,4,0.9921150387820635,-0.7498917,-0.877551,0.057513723640808756
0.14999999,0.19628789283557424,17.39376700172766,5,0.9931618360913349,-0.685559,-0.8367347,0.03925757856711485
0.14999999,0.29675816644270014,17.259529726392874,6,0.9925768523849129,-0.92992526,-0.79591835,0.04945969440711669
0.14999999,0.2919443065849414,17.364813859857758,7,0.9930214260600838,-0.63291824,-0.75510204,0.04170632951213449
0.14999999,0.335750942829236,17.316193363755705,8,0.9930063722560976,-0.84846395,-0.71428573,0.0419688678536545
0.14999999,0.3160232055139751,17.37972773731526,9,0.9933994444093144,-0.7238907,-0.67346936,0.03511368950155279
0.14999999,0.29564363400764293,17.38037957150633,10,0.9937176397132588,-0.7182308,-0.63265306,0.029564363400764293
0.14999999,0.28336469471477344,17.37227893929287,11,0.9939357553444808,-0.5013897,-0.59183675,0.02576042679225213
0.14999999,0.22990770832841534,17.413456986386358,12,0.9943142789166263,-0.54328626,-0.5510204,0.019158975694034613
0.14999999,0.22805855083153048,17.361849157496884,13,0.9944069400545537,-0.55528134,-0.5102041,0.017542965448579268
0.14999999,0.25722217168594597,17.330836379145584,14,0.9943593456271052,-0.39692524,-0.46938777,0.018373012263281856
0.14999999,0.30922197217813263,17.308000199507813,15,0.9942308028586461,-0.39762548,-0.42857143,0.02061479814520884
0.14999999,0.3539920951388815,17.31522987703925,16,0.9941442370443703,-0.42218775,-0.3877551,0.022124505946180095
0.14999999,0.504002406634676,17.209989688504205,17,0.9937128898858786,-0.33962697,-0.3469388,0.029647200390275057
0.14999999,1.5752998130644613,16.288702593570214,18,0.9903946871398303,-0.14027806,-0.30612245,0.08751665628135896
0.14999999,1.6170058272429557,17.318293985821505,19,0.9905329375083204,-0.38850045,-0.26530612,0.08510556985489241
0.14999999,8.696147481218532,10.280858346024424,20,0.9704812285515525,0.0016527176,-0.2244898,0.43480737406092657
0.14999999,8.854180553452164,17.201966927766367,21,0.971236946937931,-0.32041728,-0.18367347,0.421627645402484
0.14999999,9.421481459203736,16.792699094248427,22,0.9708572730942354,-0.20199478,-0.14285715,0.42824915723653345
0.14999999,9.598811661616327,17.18266979758741,23,0.971482818952891,-0.37833557,-0.10204082,0.4173396374615795
0.14999999,10.709867128361214,16.248944533255113,24,0.9698254321283418,-0.146504,-0.06122449,0.4462444636817173
0.14999999,19.035458255324833,9.034408873036378,25,0.9517535361116403,0.08783623,-0.020408163,0.7614183302129933
0.14999999,28.016120629839108,8.379337625485725,26,0.933627115759882,0.2822486,0.020408163,1.077543101147658
0.14999999,35.96427189150492,9.411848738334188,27,0.9190361198362537,-0.012231149,0.06122449,1.3320100700557378
0.14999999,44.564322448415325,8.759949443089596,28,0.9041523540948245,0.19457689,0.10204082,1.5915829445862617
0.14999999,48.23487032316568,13.689452125249641,29,0.9000417780702988,-0.049525067,0.14285715,1.6632713904539889
0.14999999,54.07815326036304,11.516717062802641,30,0.8920524593647496,-0.016496748,0.18367347,1.802605108678768
0.14999999,63.76452312843762,7.673630131925425,31,0.8774701776996937,0.3964529,0.2244898,2.0569201009173423
0.14999999,72.45800541031976,8.666517718117857,32,0.8655784020027242,0.2193676,0.26530612,2.2643126690724924
0.14999999,80.91309755185027,8.90490785846948,33,0.8548215569365961,0.14811756,0.30612245,2.4519120470257656
0.14999999,90.5719878082445,7.701109743605768,34,0.8426673168371485,0.39262795,0.3469388,2.6638819943601324
0.14999999,100.09409258272211,7.83789522552239,35,0.8314316962930504,0.3730054,0.3877551,2.8598312166492033
0.14999999,109.33494173290434,8.119150849817771,36,0.8212682502979991,0.32900092,0.42857143,3.0370817148028983
0.14999999,118.89773928853793,7.7972024443664,37,0.8111552515364836,0.37894917,0.46938777,3.213452413203728
0.14999999,128.41877246301647,7.838966825521458,38,0.8016375355157285,0.3728476,0.5102041,3.3794413806056967
0.14999999,141.46991782409722,4.308854638919235,39,0.7874177872499158,0.7257696,0.5510204,3.6274337903614673
0.14999999,154.1929409401162,4.636976883981046,40,0.7743793851202463,0.7005016,0.59183675,3.8548235235029047
0.14999999,169.5678604446652,1.9850804954509813,41,0.7582682640905891,0.8842911,0.63265306,4.135801474260127
0.14999999,181.28346693632565,5.644393508339541,42,0.7479201248684939,0.6164852,0.67346936,4.316273022293468
0.14999999,191.45941233892034,7.184054597405321,43,0.7401063948968952,0.45928958,0.71428573,4.452544472998148
0.14999999,204.8485079823572,3.9709043565631523,44,0.7284605556943844,0.75090605,0.75510204,4.655647908689937
0.14999999,215.58855644260956,6.619951539747657,45,0.7207077517296004,0.5224027,0.79591835,4.790856809835768
0.14999999,231.6097865042236,1.3387699383859542,46,0.706708981720902,0.92355704,0.8367347,5.034995358787469
0.14999999,248.87522393878302,0.09456256544057583,47,0.6917879856300226,0.99479336,0.877551,5.295217530612405
0.14999999,266.235223938783,,48,0.6773757359293971,1.2130076,0.9183673,5.546567165391313
0.14999999,281.7055659697342,1.8896579690488036,49,0.665763005558727,0.8901974,0.9591837,5.7490931830558
0.14999999,297.31385296361105,1.75171300612317,50,0.6544565906380606,0.89866704,1.0,5.946277059272221
0.14999999,297.2876862736619,17.386166689949164,51,0.6611714266576024,-0.575268,-0.5510204,5.82917031909141
0.14999999,297.26324720972514,17.38443906393675,52,0.6676260947316897,-0.5671893,-0.8367347,5.71660090787933
0.14999999,297.2307910163172,17.392456193407927,53,0.6738458639688447,-0.537644,-0.63265306,5.608128132383343
0.14999999,297.20950552372506,17.381285492592166,54,0.6798234098669244,-0.69627404,-0.67346936,5.503879731920835
0.14999999,297.31277220803526,17.256733315689775,55,0.6854537404002966,-0.9377129,-0.9183673,5.405686767418823
0.14999999,297.27374654760735,17.399025660427903,56,0.6910286834989275,-0.6067291,-0.59183675,5.308459759778702
0.14999999,297.3699809161369,17.263765631470427,57,0.6962719490220735,-0.9337404,-0.75510204,5.217017209055033
0.14999999,297.3475905865743,17.38239032956261,58,0.7014516859908113,-0.5254727,-0.5102041,5.126682596320247
0.14999999,297.3056245061754,17.401966080398914,59,0.7064748634483597,-0.6057026,-0.877551,5.0390783814606
0.14999999,297.3104641445628,17.35516036161258,60,0.7112858714214803,-0.47034782,-0.46938777,4.95517440240938
0.14999999,299.6267005784576,15.04376356610522,61,0.7137664492983363,-0.08664462,-0.26530612,4.911913124237009
0.14999999,299.6275474208605,17.35915315759712,62,0.7183083498993222,-0.78219414,-0.71428573,4.8327023777558145
0.14999999,300.06842390478647,16.919123516074023,63,0.7223055702046137,-0.26553833,-0.3877551,4.762990855631531
0.14999999,300.071393094834,17.357030809952498,64,0.7265702111750697,-0.47828865,-0.42857143,4.688615517106781
0.14999999,300.1850418480277,17.246351246806288,65,0.7306059969583382,-0.9289647,-0.9591837,4.61823141304658
0.14999999,300.18505750296106,17.359984345066668,66,0.7346182083133852,-0.58445203,-0.79591835,4.548258447014561
0.14999999,300.3486475289214,17.19640997403965,67,0.7383706631444941,-1.1442043,-1.0,4.482815634760021
0.14999999,300.88226533256716,16.82638219635425,68,0.7417007341704607,-0.24442331,-0.3469388,4.424739196067164
0.14999999,301.68591422408775,16.556351108479426,69,0.744709883805272,-0.14862382,-0.18367347,4.372259626436055
0.14999999,304.6248854169924,14.421028807095363,70,0.7458839405168803,-0.06846257,-0.10204082,4.351784077385606
0.14999999,304.83057021307053,17.154315203921865,71,0.7492323215103126,-0.29826644,-0.14285715,4.293388312860149
0.14999999,304.9785503918187,17.2120198212518,72,0.7525336467955063,-0.35291803,-0.30612245,4.235813199886371
0.14999999,308.2347749315263,14.103775460292411,73,0.7533030861729246,-0.049697842,-0.06122449,4.222394177144196
0.14999999,317.3209506521293,8.273824279397054,74,0.7495343489243979,0.30208147,0.14285715,4.2881209547585035
0.14999999,325.7011772209949,8.979773431134367,75,0.7464058278126952,0.11711545,0.18367347,4.342682362946599
0.14999999,325.7220557455031,17.339121475491805,76,0.7496664837748197,-0.48371094,-0.2244898,4.285816522967146
0.14999999,333.9925531029089,9.08950264259419,77,0.7466992187664507,0.040792607,0.06122449,4.337565624713103
0.14999999,342.1850206533048,9.167532449604153,78,0.7438653988375497,0.019091668,-0.020408163,4.386987444273138
0.14999999,350.47497733929725,9.070043314007535,79,0.74103256202873,0.06165494,0.30612245,4.4363921182189525
0.14999999,359.1086745432469,8.726302796050401,80,0.7380241724890721,0.20385218,0.10204082,4.488858431790586
0.14999999,368.0475049112768,8.421169631970054,81,0.7348740621026756,0.2739885,0.26530612,4.543796356929343
0.14999999,377.14949376203884,8.258011149237966,82,0.7316866932185343,0.30494267,0.020408163,4.5993840702687665
