Regret/t,Regret,LQGmu1_higher,LQGmu1_actor,Iteration,ReturnMean,ReturnLastEpisode,LQGsigma_higher
0.16066689770705977,0.16066689770705977,-1.0,-1.0597196,1,0.9862002925626685,17.19933310229294,0.14999999
0.1574312032837799,0.3148624065675598,-0.9591837,-0.9923947,2,0.9863858254997832,17.2058044911395,0.14999999
0.10544770257601972,0.3163431077280592,-0.9183673,-0.7514712,3,0.9893665308155951,17.3585192988395,0.14999999
0.10531448408506883,0.4212579363402753,-0.877551,-0.9432126,4,0.9893741694905349,17.255085171387783,0.14999999
0.07841994636364973,0.39209973181824864,-0.8367347,-0.7278443,5,0.9909162874791484,17.389158204522026,0.14999999
0.09051545587223468,0.5430927352334081,-0.79591835,-0.99226505,6,0.9902227376220049,17.20900699658484,0.14999999
0.07583807643407933,0.5308665350385553,-0.75510204,-0.71049786,7,0.9910643304796972,17.372226200194852,0.14999999
0.06560172328310543,0.5248137862648434,-0.71428573,-0.7394571,8,0.9916512773346842,17.36605274877371,0.14999999
0.08277282390918748,0.7449554151826874,-0.67346936,-0.26991624,9,0.9906666958767667,17.139858371082155,0.14999999
0.073953866406913,0.7395386640691299,-0.63265306,-0.777375,10,0.9911723700454751,17.365416751113557,0.14999999
0.06350417759349337,0.6985459535284271,-0.59183675,-0.62000275,11,0.9917715494499142,17.400992710540702,0.14999999
0.06470676252012571,0.7764811502415085,-0.5510204,-0.35693726,12,0.9917025938921945,17.282064803286918,0.14999999
0.06291760087869737,0.8179288114230658,-0.5102041,-0.3660276,13,0.9918051834358543,17.318552338818442,0.14999999
0.06359527161955748,0.8903338026738048,-0.46938777,-0.436947,14,0.9917663261686032,17.28759500874926,0.14999999
0.07988128141238325,1.1982192211857488,-0.42857143,-0.26882625,15,0.9908324953318586,17.052114581488055,0.14999999
0.09986078802815213,1.597772608450434,-0.3877551,-0.2694524,16,0.989686881420404,16.960446612735314,0.14999999
0.13566286922223203,2.3062687767779444,-0.3469388,-0.19777757,17,0.987634009792303,16.65150383167249,0.14999999
0.14823222048600312,2.6681799687480563,-0.30612245,-0.24585384,18,0.9869132901097473,16.998088808029888,0.14999999
0.16408872132954555,3.1176857052613656,-0.26530612,-0.23471496,19,0.9860040870797275,16.91049426348669,0.14999999
0.2002692516501318,4.005385033002636,-0.2244898,-0.15343735,20,0.9839295153870335,16.47230067225873,0.14999999
0.23632746748403172,4.962876817164666,-0.18367347,-0.16072494,21,0.9818619571396768,16.40250821583797,0.14999999
0.342205255109864,7.528515612417008,-0.14285715,-0.069724,22,0.9757909830785626,14.794361204747657,0.14999999
0.3420184460225066,7.866424258517652,-0.10204082,-0.2528641,23,0.975801694608801,17.022091353899356,0.14999999
0.36099684206931343,8.663924209663522,-0.06122449,-0.18543437,24,0.9747134838263006,16.56250004885413,0.14999999
0.7137362388393487,17.843405970983717,-0.020408163,0.31859282,25,0.9544876009839821,8.180518238679802,0.14999999
1.0171452212163088,26.445775751624026,0.020408163,0.19523036,26,0.9370902969486059,8.757630219359688,0.14999999
1.2881842545173166,34.780974871967544,0.06122449,0.09365088,27,0.9215490679749243,9.024800879656482,0.14999999
1.6031658558376722,44.888643963454825,0.10204082,0.45105195,28,0.9034881963395828,7.252330908512717,0.14999999
1.835561966042825,53.23129701524193,0.14285715,0.09792437,29,0.8901627313048835,9.017346948212898,0.14999999
2.053419907133427,61.60259721400281,0.18367347,0.11285216,30,0.8776708768845509,8.988699801239111,0.14999999
2.2583254309243763,70.00808835865567,0.2244898,0.12841704,31,0.8659217069424093,8.954508855347147,0.14999999
