LQGmu1_actor,LQGmu1_higher,Regret,Regret/t,LQGsigma_higher,ReturnMean,ReturnLastEpisode,Iteration
-0.894273,-1.0,0.0631921135306932,0.0631921135306932,0.14999999,0.9917894430314969,17.296807886469306,1
-1.0352412,-0.9591837,0.22775905316606426,0.11387952658303213,0.14999999,0.988883054668404,17.19543306036463,2
-0.88974917,-0.9183673,0.2905443784575965,0.09684812615253217,0.14999999,0.989859625794006,17.297214674708467,3
-0.804894,-0.877551,0.2988688456842574,0.07471721142106436,0.14999999,0.9911286002625534,17.35167553277334,4
-0.9744318,-0.8367347,0.43414111074334727,0.08682822214866945,0.14999999,0.9904341615740441,17.22472773494091,5
-0.6798921,-0.79591835,0.42143721934671774,0.0702395365577863,0.14999999,0.9913853476744388,17.37270389139663,6
-0.67037404,-0.75510204,0.4013574035503993,0.05733677193577132,0.14999999,0.9921251850954258,17.380079815796318,7
-0.77972096,-0.71428573,0.41122563371449417,0.05140320421431177,0.14999999,0.9924654126023902,17.350131769835905,8
-0.50466967,-0.67346936,0.3991954941942133,0.04435505491046814,0.14999999,0.9928695496037574,17.37203013952028,9
-0.7876297,-0.63265306,0.4047156323012153,0.040471563230121535,0.14999999,0.9930922268790067,17.354479861892997,10
-0.55441374,-0.59183675,0.3718670123246106,0.03380609202951006,0.14999999,0.9934744213285831,17.392848619976604,11
-0.83088356,-0.5510204,0.402597840051218,0.03354982000426817,0.14999999,0.9934891158254433,17.329269172273392,12
-0.51072615,-0.5102041,0.38353287489234233,0.029502528837872487,0.14999999,0.9937211852730576,17.379064965158875,13
-0.30028158,-0.46938777,0.6696571212914755,0.047832651520819676,0.14999999,0.9926701461283933,17.073875753600866,14
-0.5037896,-0.42857143,0.6569019507128502,0.04379346338085668,0.14999999,0.9929017509529324,17.372755170578625,15
-0.4502296,-0.3877551,0.6493400172461428,0.04058375107788392,0.14999999,0.9930857940895709,17.367561933466707,16
-0.41289967,-0.3469388,0.6666961261376159,0.03921741918456564,0.14999999,0.9931641388082245,17.342643891108526,17
-0.43299454,-0.30612245,0.6895284386779785,0.03830713548210992,0.14999999,0.9932163339746497,17.337167687459637,18
-0.045414746,-0.26530612,4.098455396820379,0.21570817878001994,0.14999999,0.9830442558038981,13.9510730418576,19
-0.5589373,-0.2244898,4.062963712709307,0.20314818563546533,0.14999999,0.983764438897049,17.39549168411107,20
