Iteration,Regret/t,Regret,ReturnLastEpisode,LQGsigma_higher,ReturnMean,LQGmu1_higher,LQGmu1_actor
1,-0.04937430435052548,-0.04937430435052548,17.409374304350525,0.14999999,0.9982439394696401,-1.0,-0.6594825
2,-0.01131814288854116,-0.02263628577708232,17.333261981426556,0.14999999,0.9960618201197557,-0.9591837,-0.82484716
3,0.04451407265859449,0.13354221797578347,17.203821496247134,0.14999999,0.9928604316136127,-0.9183673,-1.0161159
4,0.07367682438610856,0.29470729754443425,17.19883492043135,0.14999999,0.9911882554824478,-0.877551,-1.0086911
5,0.09252056197281817,0.46260280986409086,17.192104487680343,0.14999999,0.9901077659419254,-0.8367347,-1.3694208
6,0.08796093338628512,0.5277656003177107,17.29483720954638,0.14999999,0.9903692125351901,-0.79591835,-0.8948076
7,0.06919833594367475,0.48438835160572324,17.403377248711987,0.14999999,0.991445049544514,-0.75510204,-0.6120061
8,0.08286553979542166,0.6629243183633733,17.18146403324235,0.14999999,0.9906613795988862,-0.71428573,-0.33408952
9,0.07101710815183655,0.639153973366529,17.383770344996844,0.14999999,0.991340762147257,-0.67346936,-0.5678359
10,0.06412603550060751,0.6412603550060751,17.357893618360453,0.14999999,0.9917358924598274,-0.63265306,-0.67796904
11,0.05349498046013388,0.5884447850614727,17.412815569944602,0.14999999,0.9923454713038912,-0.59183675,-0.63891894
12,0.0668553136496719,0.8022637637960628,17.14618102126541,0.14999999,0.9915793971531149,-0.5510204,-0.3076775
13,0.06676072863826886,0.8678894722974952,17.294374291498567,0.14999999,0.9915848206056036,-0.5102041,-0.39763963
14,0.060060515188554424,0.8408472126397619,17.387042259657733,0.14999999,0.9919690071566193,-0.46938777,-0.53707427
15,0.05653344001102335,0.8480016001653503,17.35284561247441,0.14999999,0.9921712477057896,-0.42857143,-0.47720572
16,0.05138259312742277,0.8221214900387643,17.385880110126585,0.14999999,0.9924665944307667,-0.3877551,-0.7024543
17,0.06452276693037697,1.0968870378164084,17.085234452222355,0.14999999,0.9917131440980285,-0.3469388,-0.30552462
18,0.09743883008488356,1.753898941527904,16.702988096288504,0.14999999,0.9898257551556829,-0.30612245,-0.19471934
19,0.1315275991499977,2.4990243838499566,16.614874557677947,0.14999999,0.9878711239019493,-0.26530612,-0.16961226
20,0.12907553726963333,2.5815107453926665,17.27751363845729,0.14999999,0.9880117237804106,-0.2244898,-0.39704555
21,0.2587027235513209,5.432757194577739,14.508753550814927,0.14999999,0.980578972273433,-0.18367347,-0.051170304
22,0.4047900540888621,8.905381189954966,13.887376004622773,0.14999999,0.9722024051554549,-0.14285715,-0.06227337
23,0.7442963558585017,17.11881618474554,9.146565005209423,0.14999999,0.9527353006961866,-0.10204082,0.02881176
24,0.8006824167595589,19.216378002229412,15.26243818251613,0.14999999,0.9495021550023187,-0.06122449,-0.078066334
25,0.8080919804360236,20.20229951090059,16.37407849132882,0.14999999,0.9490772946997691,-0.020408163,-0.15833436
26,1.156804417062897,30.076914843635322,7.485384667265269,0.14999999,0.9290823155353842,0.020408163,0.42172343
27,1.4194349271537103,38.32474303315018,9.112171810485144,0.14999999,0.9140232266540302,0.06122449,0.03705655
28,1.6768054433060529,46.95055241256948,8.7341906205807,0.14999999,0.8992657429296987,0.10204082,0.20171604
29,1.9287137798525167,55.93269961572298,8.377852796846499,0.14999999,0.8848214575772638,0.14285715,0.28253734
30,2.1412412794615703,64.23723838384711,9.055461231875867,0.14999999,0.8726352477372951,0.18367347,0.07361413
31,2.338697606723689,72.49962580843436,9.09761257541275,0.14999999,0.8613132106236415,0.2244898,0.029571518
32,2.5304284889503315,80.9737116464106,8.88591416202375,0.14999999,0.8503194673767009,0.26530612,0.15499988
33,2.7154557478506627,89.61003967907187,8.723671967338728,0.14999999,0.8397101062012232,0.30612245,0.20455968
34,2.686606051478893,91.34460575028235,15.625433928789516,0.14999999,0.8413643319106138,0.3469388,-0.094504446
35,2.852516456128025,99.83807596448088,8.866529785801479,0.14999999,0.8318511206348607,0.3877551,0.16172206
36,3.0113440146117516,108.40838452602306,8.78969143845782,0.14999999,0.8227440358594177,0.42857143,0.18599324
37,3.2075486107146265,118.67929859644119,7.089085929581869,0.14999999,0.8114937723214087,0.46938777,0.47050792
38,3.3782274692432326,128.37264383124284,7.666654765198339,0.14999999,0.8017071405250438,0.5102041,0.39741796
39,3.553723547715183,138.59521836089215,7.137425470350706,0.14999999,0.791644291988808,0.5510204,0.46483156
40,3.7146214178535737,148.58485671414294,7.370361646749201,0.14999999,0.7824184966827077,0.59183675,0.43644482
41,3.8753129889957685,158.8878325488265,7.057024165316423,0.14999999,0.77320453044749,0.63265306,0.47423536
42,4.084083088515188,171.5314897176379,4.716342831188624,0.14999999,0.7612337678603674,0.67346936,0.6942517
43,4.29770431629689,184.8012856007663,4.0902041168715995,0.14999999,0.7489848442490312,0.71428573,0.74212986
44,4.554451238075916,200.3958544753403,1.7654311254260167,0.14999999,0.7342631170828028,0.75510204,0.89782834
45,4.697173962438903,211.37282830975064,6.383026165589648,0.14999999,0.7260794746307966,0.79591835,0.5467422
46,4.947128016367026,227.56788875288322,1.1649395568674374,0.14999999,0.7117472467679454,0.8367347,0.9338362
47,5.182529122122852,243.57886873977404,1.3490200131091872,0.14999999,0.6982494769424966,0.877551,0.92294735
48,5.425551011603727,260.4264485569789,0.5124201827951124,0.14999999,0.6843147355731803,0.9183673,0.97145194
49,5.6691111950403865,277.78644855697894,,0.14999999,0.6703491287247482,0.9591837,1.0155071
50,5.8273296079672745,291.3664803983637,3.7799681586152447,0.14999999,0.6612769720202247,1.0,0.76474255
51,5.7128239148526925,291.3540196574873,17.37246074087643,0.14999999,0.6678426654327585,-0.59183675,-0.6774111
52,5.605383273357796,291.47993021460536,17.23408944288195,0.14999999,0.6740032526744385,-1.0,-0.96408224
53,5.4996580807890085,291.48187828181744,17.358051932787916,0.14999999,0.6800654770189789,-0.75510204,-0.6669339
54,5.397031024415731,291.4396753184495,17.40220296336797,0.14999999,0.6859500559394651,-0.46938777,-0.6110232
55,5.311013351894357,292.1057343541896,16.693940964259856,0.14999999,0.6908822619326629,-0.3877551,-0.17784974
56,5.215322017106906,292.0580329579867,17.407701396202903,0.14999999,0.6963691503952463,-0.67346936,-0.6428069
57,5.123140401550328,292.01900288836873,17.399030069617982,0.14999999,0.7016547934890868,-0.63265306,-0.6410903
58,5.037471477374195,292.1733456877033,17.205657200665392,0.14999999,0.7065670024441402,-0.42857143,-0.36279142
59,4.954564720390091,292.3193185030154,17.214027184687936,0.14999999,0.7113208302528616,-0.9591837,-0.9766503
60,4.871634345894819,292.29806075368913,17.38125774932623,0.14999999,0.7160760122766731,-0.79591835,-0.7241749
61,4.7912545982678525,292.266530494339,17.39153025935009,0.14999999,0.7206849427598706,-0.5102041,-0.5469393
62,4.721372794066508,292.72511323212353,16.90141726221547,0.14999999,0.7246919269457274,-0.2244898,-0.20617071
63,4.647432571927697,292.7882520314449,17.296861200678585,0.14999999,0.7289316185821272,-0.9183673,-0.8825344
64,4.576773209512776,292.9134854088177,17.23476662262722,0.14999999,0.7329831875279369,-0.877551,-0.95606935
65,4.507672295312892,292.99869919533796,17.27478621347972,0.14999999,0.7369453959109579,-0.8367347,-0.91059446
66,4.440272481726931,293.0579837939774,17.30071540136056,0.14999999,0.7408100641211621,-0.71428573,-0.8634261
67,4.3739606727255325,293.0553650726107,17.36261872136672,0.14999999,0.7446123467473891,-0.5510204,-0.49821752
68,4.312772617778746,293.26853800895475,17.146827063655966,0.14999999,0.7481208361365396,-0.3469388,-0.29622543
69,4.251635925864275,293.362878884635,17.26565912431977,0.14999999,0.7516263803976905,-0.30612245,-0.35926667
70,4.19116563017078,293.3815941119546,17.34128477268038,0.14999999,0.7550937138663542,-0.26530612,-0.43478173
71,4.249303262920486,301.7005316673545,9.0410624446001,0.14999999,0.7517601340068526,-0.020408163,0.08357281
72,4.324832078836003,311.38790967619224,7.672621991162259,0.14999999,0.7474293532777518,0.3469388,0.39659253
73,4.267731059041668,311.54436731004176,17.20354236615046,0.14999999,0.750703494321005,-0.06122449,-0.31058592
74,4.302253167197104,318.36673437258565,10.537632937456083,0.14999999,0.7487240156423677,-0.18367347,-0.006736189
75,4.2741853641324585,320.5639023099344,15.162832062651226,0.14999999,0.7503334080199275,-0.14285715,-0.0800111
76,4.232801235487185,321.69289389702607,16.231008412908345,0.14999999,0.7527063511761932,-0.10204082,-0.12655085
77,4.1931691353355385,322.87402342083647,16.17887047618962,0.14999999,0.7549788339830538,0.06122449,-0.14133339
78,4.245684112838551,331.16336080140695,9.070662619429493,0.14999999,0.751967654080358,0.2244898,0.061100826
79,4.314498114591357,340.8453510527172,7.678009748689724,0.14999999,0.7480218970991191,0.18367347,0.39584577
80,4.409459246091775,352.756739687342,5.448611365375163,0.14999999,0.7425768780910676,0.26530612,0.63368565
81,4.4751474132769316,362.4869404754315,7.629799211910525,0.14999999,0.7388103547432948,0.3877551,0.4024786
82,4.527449619187459,371.2508687733717,8.59607170205982,0.14999999,0.7358113750465903,0.42857143,0.23634616
83,4.591980044790981,381.1343437176514,7.476525055720261,0.14999999,0.7321112359638197,0.10204082,0.42287555
84,4.64654510534779,390.3097888492143,8.184554868437091,0.14999999,0.7289825054273054,0.30612245,0.31789625
85,4.597466181627584,390.7846254383446,16.88516341086969,0.14999999,0.7317966638975008,0.14285715,-0.224479
86,4.667665490075353,401.41923214648034,6.7253932918642985,0.14999999,0.7277714741929269,0.5102041,0.5111981
87,4.666077084066799,405.94870631381156,12.830525832668766,0.14999999,0.7278625525191053,0.020408163,-0.026864117
88,4.758392296827084,418.73852212078344,4.570184193028113,0.14999999,0.7225692490351441,0.59183675,0.7057185
89,4.86052361387305,432.5866016347014,3.5119204860819915,0.14999999,0.7167130955348019,0.5510204,0.783755
90,4.920697993718682,442.8628194346814,7.0837822000200505,0.14999999,0.7132627297179652,0.46938777,0.47112656
91,4.98909968925846,454.0080717225198,6.214747712161625,0.14999999,0.7093406141480241,0.63265306,0.56339127
92,5.070955866742988,466.5279397403549,4.840131982164869,0.14999999,0.7046470259895076,0.79591835,0.68438965
93,5.141697941225719,478.1779085339919,5.710031206362996,0.14999999,0.700590714379259,0.67346936,0.6106101
94,5.206645581039139,489.4246846176791,6.113223916312843,0.14999999,0.696866652463352,0.71428573,0.57320195
95,5.334575627554517,506.7846846176791,,0.14999999,0.6895312140163693,1.0,1.1734098
96,5.279227163751067,506.8058077201024,17.338876897576714,0.14999999,0.6927048644638147,-0.67346936,-0.82228
97,5.226068309838007,506.9286260542867,17.23718166581569,0.14999999,0.6957529638854351,-0.46938777,-0.312352
98,5.172623922261269,506.9171443816044,17.371481672682336,0.14999999,0.6988174356501564,-0.59183675,-0.73096865
99,5.120546875949665,506.9341407190168,17.3430036625876,0.14999999,0.7018035048193999,-0.75510204,-0.6520471
100,5.068912889644721,506.8912889644721,17.402851754544688,0.14999999,0.7047641691717474,-0.63265306,-0.67370117
101,5.021104280123544,507.13153229247797,17.119756671994136,0.14999999,0.7075054885250259,-0.5102041,-0.32046014
102,4.9727888849673345,507.2244662666681,17.26706602580987,0.14999999,0.7102758666876526,-0.79591835,-0.9252734
103,4.926064303996383,507.3846233116274,17.199842955040705,0.14999999,0.7129550284405742,-1.0,-1.0628363
104,5.019761121594859,522.0551566458654,2.6894666657619997,0.14999999,0.7075825044957074,0.75510204,0.8394077
105,4.973884087667655,522.2578292051038,17.157327440761588,0.14999999,0.7102130683676802,-0.42857143,-0.2895094
106,4.928470536675614,522.4178768876151,17.199952317488673,0.14999999,0.7128170563832789,-0.9591837,-1.1072286
107,4.889961369668794,523.225866554561,16.55201033305405,0.14999999,0.7150251508217432,-0.5510204,-0.1560095
108,4.844403266209584,523.1955527506351,17.39031380392592,0.14999999,0.7176374273962393,-0.9183673,-0.6401682
109,4.799798285954866,523.1780131690804,17.377539581554725,0.14999999,0.7201950524108447,-0.71428573,-0.6797027
110,4.75642744888147,523.2070193769617,17.33099379211865,0.14999999,0.722681912334778,-0.8367347,-0.7930388
111,4.713345169951841,523.1813138646544,17.385705512307318,0.14999999,0.7251522264935868,-0.877551,-0.6818829
112,4.671296420623732,523.185199109858,17.356114754796447,0.14999999,0.7275632786339602,-0.3469388,-0.4404191
113,4.639983696399322,524.3181576931235,16.227041416734497,0.14999999,0.7293587330046258,-0.2244898,-0.14095312
114,4.739103482868756,540.2577970470381,1.4203606460852738,0.14999999,0.7236752590098188,0.877551,0.91869265
115,4.697993990751235,540.269308936392,17.34848811064612,0.14999999,0.7260324546587592,-0.3877551,-0.47978273
116,4.658926393378485,540.4354616319042,17.193847304487733,0.14999999,0.728272569187013,-0.30612245,-0.31824523
117,4.623353975825388,540.9324151715705,16.863046460333717,0.14999999,0.7303122720283604,-0.26530612,-0.20981659
118,4.725798712328059,557.6442480547109,0.6481671168595545,0.14999999,0.7244381472288953,0.8367347,0.9637475
119,4.825623209290638,574.249161905586,0.7550861491249194,0.14999999,0.7187142655223254,0.9183673,0.9576356
120,4.790730143840525,574.8876172608631,16.721544644722957,0.14999999,0.7207150146880429,-0.06122449,-0.19997689
121,4.894608407114571,592.2476172608631,,0.14999999,0.7147586922526045,0.9591837,1.0159886
122,4.854730954147171,592.2771764059548,17.3304408549083,0.14999999,0.7170452434548638,-0.14285715,-0.42264783
123,4.883090743651273,600.6201614691066,9.017014936848234,0.14999999,0.7154191087355918,-0.020408163,0.098110385
124,4.890932725245655,606.4756579304612,11.504503538645368,0.14999999,0.7149694538276571,-0.10204082,-0.023282908
125,4.927301851057927,615.9127313822408,7.922926548220339,0.14999999,0.7128840681732838,0.06122449,0.36026892
126,4.954486163475956,624.2652565979704,9.007474784270414,0.14999999,0.7113253346630756,0.14285715,0.10331254
