Regret,ReturnLastEpisode,LQGmu1_higher,Iteration,LQGsigma_higher,LQGmu1_actor,Regret/t,ReturnMean
0.07675932352723436,17.283240676472765,-1.0,1,0.14999999,-0.89414436,0.07675932352723436,0.9910115066784841
0.10831428016517464,17.32844504336206,-0.9591837,2,0.14999999,-0.8102768,0.05415714008258732,0.9923075034356313
0.08843334512804546,17.37988093503713,-0.9183673,3,0.14999999,-0.7375679,0.029477781709348488,0.993722604259785
0.1514357136828508,17.296997631445194,-0.877551,4,0.14999999,-0.8899921,0.0378589284207127,0.9932420339208307
0.14747391763030393,17.363961796052546,-0.8367347,5,0.14999999,-0.48999742,0.029494783526060785,0.9937216293849735
0.13678360555612556,17.370690312074178,-0.79591835,6,0.14999999,-0.7402712,0.022797267592687593,0.9941056612618872
0.10483519812851583,17.39194840742761,-0.75510204,7,0.14999999,-0.5502979,0.014976456875502262,0.9945541022433771
0.11221465757030913,17.352620540558206,-0.71428573,8,0.14999999,-0.7979656,0.014026832196288641,0.994608553199754
0.07184570187272499,17.400368955697584,-0.67346936,9,0.14999999,-0.68576634,0.00798285576363611,0.9949551114814429
0.08721980724920897,17.344625894623515,-0.63265306,10,0.14999999,-0.7762436,0.008721980724920897,0.9949127304630206
0.11546548650620991,17.331754320743,-0.59183675,11,0.14999999,-0.46747214,0.010496862409655446,0.994810959724217
0.052727846069629436,17.42273764043658,-0.5510204,12,0.14999999,-0.6261406,0.00439398717246912,0.9951608952309363
0.10190202961822692,17.310825816451402,-0.5102041,13,0.14999999,-0.39623243,0.007838617662940531,0.9949633820147396
0.07611130423813961,17.385790725380087,-0.46938777,14,0.14999999,-0.47189093,0.005436521731295686,0.9951011168732055
0.17370350746617902,17.26240779677196,-0.42857143,15,0.14999999,-0.38761684,0.0115802338310786,0.9947488398032639
0.365482253712905,17.168221253753273,-0.3877551,16,0.14999999,-0.33919725,0.022842640857056562,0.9941030595838843
