Regret/t,Iteration,LQGsigma_higher,LQGmu1_actor,ReturnMean,Regret,LQGmu1_higher,ReturnLastEpisode
0.16169879776104779,1,0.14999999,-1.0831033,0.9861411239815912,0.16169879776104779,-1.0,17.19830120223895
0.16225097887749484,2,0.14999999,-1.0865271,0.986109462220327,0.3245019577549897,-0.9591837,17.197196840006058
0.1602867590835153,3,0.14999999,-1.1410843,0.986222089502092,0.4808602772505459,-0.9183673,17.203641680504443
0.1608301366443987,4,0.14999999,-1.0073787,0.9861909325318579,0.6433205465775949,-0.877551,17.19753973067295
0.12861542216447433,5,0.14999999,-0.72166586,0.9880381065272663,0.6430771108223716,-0.8367347,17.360243435755223
0.1306880478998084,6,0.14999999,-0.97231674,0.9879192633084971,0.7841282873988504,-0.79591835,17.21894882342352
0.11046651934388205,7,0.14999999,-0.63949406,0.9890787546247773,0.7732656354071743,-0.75510204,17.370862651991676
0.09628317096973582,8,0.14999999,-0.57920897,0.9898920200132032,0.7702653677578866,-0.71428573,17.363000267649287
0.08318658588643757,9,0.14999999,-0.5846682,0.99064297099275,0.7486792729779381,-0.67346936,17.381586094779948
0.0793107252460338,10,0.14999999,-0.8580205,0.9908652107083695,0.793107252460338,-0.63265306,17.3155720205176
0.07132435379443436,11,0.14999999,-0.5063221,0.9913231448512364,0.784567891738778,-0.59183675,17.36853936072156
0.06254987179842993,12,0.14999999,-0.5424781,0.9918262688188973,0.7505984615811592,-0.5510204,17.393969430157618
0.054731382928163604,13,0.14999999,-0.5585332,0.9922745766669631,0.7115079780661269,-0.5102041,17.39909048351503
0.05820559097442616,14,0.14999999,-0.37759656,0.9920753674899984,0.8148782736419662,-0.46938777,17.25662970442416
0.06314683478617743,15,0.14999999,-0.31843153,0.9917920392897833,0.9472025217926614,-0.42857143,17.227675751849304
0.06968793229508274,16,0.14999999,-0.2558571,0.9914169763592268,1.115006916721324,-0.3877551,17.192195605071337
0.06356534259889285,17,0.14999999,-0.5550592,0.9917680422821734,1.0806108241811785,-0.3469388,17.394396092540145
0.06327861896563272,18,0.14999999,-0.38814592,0.991784482857475,1.139015141381389,-0.30612245,17.30159568279979
0.0633712932777863,19,0.14999999,-0.37599012,0.9917791689634294,1.2040545722779399,-0.26530612,17.29496056910345
0.06287639009414896,20,0.14999999,-0.40646422,0.9918075464395555,1.2575278018829792,-0.2244898,17.30652677039496
0.06970905298132413,21,0.14999999,-0.31230453,0.9914157653107037,1.4638901126078068,-0.18367347,17.153637689275172
0.1424458128214968,22,0.14999999,-0.09383108,0.9872450795400517,3.1338078820729294,-0.14285715,15.690082230534877
0.18082242676373128,23,0.14999999,-0.13323718,0.9850445856213456,4.15891581556582,-0.10204082,16.33489206650711
