ReturnLastEpisode,LQGmu1_higher,Regret,LQGsigma_higher,Iteration,LQGmu1_actor,ReturnMean,Regret/t
17.35268619961585,-1.0,0.007313800384149971,0.14999999,1,-0.7693223,0.9949934747486151,0.007313800384149971
17.253545387262424,-0.9591837,0.11376841312172559,0.14999999,2,-0.9374785,0.9921511349449046,0.05688420656086279
17.19650276852789,-0.9183673,0.27726564459383596,0.14999999,3,-1.158274,0.9901134242241239,0.09242188153127866
17.19863434848578,-0.877551,0.4386312961080563,0.14999999,4,-1.0927685,0.9891251247690931,0.10965782402701407
17.294687649430145,-0.8367347,0.5039436466779108,0.14999999,5,-0.89604336,0.9896336737766294,0.10078872933558217
17.35374623566214,-0.79591835,0.5101974110157705,0.14999999,6,-0.7757297,0.9905371042525251,0.08503290183596175
17.33399655770406,-0.75510204,0.5362008533117084,0.14999999,7,-0.82692885,0.99102063521206,0.07660012190167263
17.380203094637704,-0.71428573,0.5159977586740041,0.14999999,8,-0.75037444,0.9917144656058342,0.06449971983425051
17.363429720432993,-0.67346936,0.5125680382410103,0.14999999,9,-0.71957046,0.9921472474627867,0.05695200424900114
17.358803794599105,-0.63265306,0.513764243641905,0.14999999,10,-0.5951264,0.9924669481442552,0.0513764243641905
17.3842655226343,-0.59183675,0.48949872100760317,0.14999999,11,-0.6135299,0.9928612451990847,0.04449988372796392
17.358254384149085,-0.5510204,0.491244336858518,0.14999999,12,-0.5309615,0.9930655373812188,0.04093702807154317
16.727188721582213,-0.5102041,1.1240556152763048,0.14999999,13,-0.17245346,0.9904549417110254,0.08646581655971576
17.315331056854998,-0.46938777,1.1687245584213066,0.14999999,14,-0.4881869,0.9906261281191788,0.0834803256015219
17.376504633820158,-0.42857143,1.1522199246011482,0.14999999,15,-0.57823473,0.9910083336215553,0.07681466164007654
17.27850972535472,-0.3877551,1.2337101992464277,0.14999999,16,-0.3466218,0.9909915775543061,0.07710688745290173
17.1547190715012,-0.3469388,1.4389911277452256,0.14999999,17,-0.29787943,0.9905592582037734,0.08464653692618974
17.180484842118275,-0.30612245,1.6185062856269496,0.14999999,18,-0.3327968,0.9902570518424219,0.08991701586816386
17.13182543101357,-0.26530612,1.8466808546133784,0.14999999,19,-0.33870855,0.9898398091060678,0.09719372919017781
17.28485589160366,-0.2244898,1.921824963009719,0.14999999,20,-0.3975351,0.9899030247620135,0.09609124815048595
16.10270096162753,-0.18367347,3.1791240013821884,0.14999999,21,-0.12864515,0.9867324049765669,0.15138685720867565
16.889029516766204,-0.14285715,3.650094484615984,0.14999999,22,-0.19432962,0.9858994618311719,0.1659133856643629
17.32677681727868,-0.10204082,3.6833176673373025,0.14999999,23,-0.43625882,0.9862302611005752,0.16014424640596966
13.98023771788695,-0.06122449,7.063079949450351,0.14999999,24,-0.060704783,0.9785381308547154,0.2942949978937646
15.97718240956069,-0.020408163,8.44589753988966,0.14999999,25,-0.09015968,0.9760415194039228,0.3378359015955864
17.15414346311004,0.020408163,8.651754076779621,0.14999999,26,-0.3140414,0.9763325818701932,0.33275977218383157
9.053471713053742,0.06122449,16.95828236372588,0.14999999,27,0.07497637,0.9593988227070042,0.6280845319898474
