LQGsigma_higher,ReturnLastEpisode,Iteration,ReturnMean,LQGmu1_actor,Regret/t,LQGmu1_higher,Regret
0.14999999,17.318635882286873,1,0.9930410482962656,-0.8556012,0.04136411771312609,-1.0,0.04136411771312609
0.14999999,17.194120334247835,2,0.9894712218043207,-1.0466467,0.10362189173264547,-0.9591837,0.20724378346529093
0.14999999,17.35381485316137,3,0.9913335449100932,-0.46742806,0.07114297676797321,-0.9183673,0.21342893030391963
0.14999999,17.368166605686,4,0.9924704368604083,-0.7883829,0.05131558115447987,-0.877551,0.2052623246179195
0.14999999,17.21289723065133,5,0.9913719599315758,-0.98865235,0.07047301879331798,-0.8367347,0.3523650939665899
0.14999999,17.1995419221045,6,0.990512010972266,-1.0524772,0.08547052864368136,-0.79591835,0.5128231718620881
0.14999999,17.31644051987428,7,0.9908553190367971,-0.82820296,0.07948323599825814,-0.75510204,0.556382651987807
0.14999999,17.390539014863492,8,0.9916438959495104,-0.6958409,0.06573045464053928,-0.71428573,0.5258436371243143
0.14999999,17.356833896741488,9,0.992042496557194,-0.7613799,0.05877886004253617,-0.67346936,0.5290097403828256
0.14999999,17.324292779115638,10,0.9921747880661285,-0.8493428,0.05647169612671874,-0.63265306,0.5647169612671874
0.14999999,16.79082188851255,11,0.9895022150085766,-0.19026369,0.10308137025042154,-0.59183675,1.1338950727546369
0.14999999,17.359663351081572,12,0.9899931588222808,-0.42408335,0.09451931013942201,-0.5510204,1.1342317216730642
0.14999999,17.35900431620876,13,0.9904056659956584,-0.47606024,0.08732518503571558,-0.5102041,1.1352274054643026
0.14999999,17.347094948922106,14,0.9907104666753677,-0.5150529,0.08200946118158546,-0.46938777,1.1481324565421964
0.14999999,17.34510968812252,15,0.9909670383470195,-0.49114537,0.0775348512279784,-0.42857143,1.1630227684196761
0.14999999,17.276736826167436,16,0.9909465096679606,-0.40858248,0.07789287139076495,-0.3877551,1.2462859422522392
0.14999999,17.394798653669504,17,0.9913266079041326,-0.6065501,0.07126395815192556,-0.3469388,1.2114872885827346
0.14999999,12.43374492846295,18,0.9758609124613921,-0.026153862,0.34098568667332135,-0.30612245,6.137742360119784
0.14999999,17.41206344358813,19,0.977047081975701,-0.56695527,0.3202988903437712,-0.26530612,6.085678916531652
0.14999999,15.927898702142572,20,0.9738595750734256,-0.11700752,0.37588901071945396,-0.2244898,7.517780214389079
0.14999999,17.046148406810733,21,0.9740289651387657,-0.26458752,0.3729348479799212,-0.18367347,7.831631807578345
0.14999999,17.249847681319544,22,0.974713865392361,-0.36313692,0.36099018755721823,-0.14285715,7.941784126258801
0.14999999,17.199266779617417,23,0.9752131099256046,-0.30824572,0.35228336289745144,-0.10204082,8.102517346641383
0.14999999,16.03340521271656,24,0.9728853398941014,-0.1378192,0.39287967224686765,-0.06122449,9.429112133924823
0.14999999,9.121656171376372,25,0.9548911560492006,0.0311742,0.706698238501938,-0.020408163,17.667455962548452
0.14999999,9.213714515882168,26,0.9384841623000477,0.013471166,0.9928362094871648,0.020408163,25.813741446666285
0.14999999,9.019291816578537,27,0.9228796091783728,0.09682752,1.2649796159291757,0.06122449,34.15444963008775
0.14999999,8.993738322389017,28,0.9083373375907217,0.11037305,1.5185968324178118,0.10204082,42.52071130769873
0.14999999,8.50576219347975,29,0.8938331439532208,0.2564733,1.7715499694558268,0.14285715,51.37494911421898
0.14999999,8.339880080101961,30,0.8799788435892257,0.28982416,2.0131689678039004,0.18367347,60.395069034117014
0.14999999,8.88706896652932,31,0.8680304822662256,0.15459019,2.2215483892770225,0.2244898,68.8680000675877
0.14999999,8.51288279010548,32,0.8561584051077223,0.25494406,2.4285974149213194,0.26530612,77.71511727748222
0.14999999,7.860057825250419,33,0.8438715258336255,0.36972803,2.6428805894615697,0.30612245,87.2150594522318
0.14999999,7.45823073731937,34,0.8316297411041006,0.42524472,2.856377315144483,0.3469388,97.11682871491243
0.14999999,8.289905929279382,35,0.8214499954363809,0.2991436,3.0339120795895154,0.3877551,106.18692278563304
0.14999999,5.8991796953875495,36,0.8080279321319993,0.5933547,3.2679928636179305,0.42857143,117.6477430902455
0.14999999,7.224038880960507,37,0.7973845397202997,0.45448354,3.453613627277973,0.46938777,127.78370420928499
0.14999999,7.064318642394727,38,0.787060318736585,0.4733899,3.6336680412339546,0.5102041,138.07938556689027
0.14999999,5.708396051290652,39,0.7752720102393559,0.6107572,3.8392561414256314,0.5510204,149.73098951559962
0.14999999,4.942364818522338,40,0.762975021936529,0.6761365,4.053715617426932,0.59183675,162.14862469707728
0.14999999,4.960235414877446,41,0.7513028791645223,0.67468345,4.257277787370727,0.63265306,174.54838928219982
0.14999999,3.195026012017714,42,0.7377766447272524,0.8056536,4.493175315956717,0.67346936,188.7133632701821
0.14999999,1.6088164834964884,43,0.7227643658167728,0.90735734,4.754989460155479,0.71428573,204.46454678668562
0.14999999,6.236321349634076,44,0.7144648855334502,0.5612844,4.899732396296626,0.75510204,215.58822543705153
0.14999999,5.5925813291006685,45,0.7057140110754957,0.6210835,5.052347646843352,0.79591835,227.35564410795087
0.14999999,3.0207089980183746,46,0.6941377454253932,0.81744945,5.254237719781141,0.8367347,241.6949351099325
