LQGsigma_higher,ReturnLastEpisode,LQGmu1_actor,Iteration,LQGmu1_higher,Regret,Regret/t,ReturnMean
0.14999999,17.269793239732127,-0.39017972,58,-0.42857143,293.9974048451154,5.068920773191644,0.7047637171335062
0.14999999,16.8969874861061,-0.20029964,59,-0.3877551,294.4604173590093,4.990854531508632,0.7092399924593669
0.14999999,17.400628823461535,-0.6331164,60,-0.71428573,294.41978853554775,4.906996475592463,0.7140483672252024
0.14999999,17.21090717968891,-0.2922921,61,-0.30612245,294.5688813558588,4.828998055014079,0.7185207537262567
0.14999999,17.361022326648243,-0.4242443,62,-0.3469388,294.5678590292106,4.7510945004711385,0.7229877006610582
0.14999999,17.191988609431355,-1.1496439,63,-0.9591837,294.73587041977925,4.678347149520305,0.7271589937201656
0.14999999,17.325178611946495,-0.85125977,64,-0.877551,294.77069180783275,4.605792059497387,0.731319262643498
0.14999999,17.339342221178622,-0.8220235,65,-0.75510204,294.7913495866541,4.535251532102371,0.7353640176546801
0.14999999,17.3071033114577,-0.87947965,66,-0.9183673,294.84424627519644,4.467337064775704,0.7392581958270807
0.14999999,17.359958695575752,-0.7647959,67,-1.0,294.8442875796207,4.400661008651055,0.7430813641828519
0.14999999,17.334790299820252,-0.478361,68,-0.5102041,294.86949727980044,4.336316136467653,0.7467708637346525
0.14999999,8.98466289342083,0.11479983,69,-0.06122449,303.24483438637964,4.394852672266372,0.7434144109939005
0.14999999,13.708812389517732,-0.047679454,70,0.020408163,306.8960219968619,4.384228885669456,0.7440235730694116
0.14999999,14.577509976512015,-0.055923685,71,-0.020408163,309.6785120203499,4.36166918338521,0.7453171339802056
0.14999999,16.597885407829406,-0.17933223,72,-0.14285715,310.4406266125205,4.31167536961834,0.7481837517420673
0.14999999,17.06046632992595,-0.2935476,73,-0.26530612,310.7401602825945,4.2567145244191025,0.7513351763521154
0.14999999,17.23763520572468,-0.38302046,74,-0.2244898,310.8625250768698,4.200844933471214,0.754538707943164
0.14999999,15.386248429790092,-0.0938337,75,-0.18367347,312.8362766470797,4.1711503552943965,0.7562413787101833
0.14999999,17.115964941343886,-0.26062426,76,-0.10204082,313.0803117057358,4.119477785601787,0.7592042554127412
0.14999999,14.694755801256822,-0.07021317,77,0.06122449,315.745555904479,4.100591635123104,0.7602871768851427
0.14999999,8.771596155533395,0.1912615,78,0.3877551,324.3339597489456,4.158127689089046,0.756988091221958
0.14999999,14.580705377634427,-0.06645493,79,0.14285715,327.11325437131114,4.140674105965964,0.7579888700707587
0.14999999,8.800828572644592,0.18267526,80,0.18367347,335.67242579866655,4.195905322483332,0.7548219425181573
0.14999999,8.411397374337332,0.27594024,81,0.26530612,344.6210284243292,4.254580597831225,0.7514575345280259
0.14999999,12.4350377353263,-0.01968842,82,0.10204082,349.5459906890029,4.26275598401223,0.7509887623846195
0.14999999,5.0755445372764,0.66523147,83,0.3469388,361.8304461517265,4.359402965683452,0.7454470776557652
0.14999999,8.989890301447511,0.11227134,84,0.2244898,370.200555850279,4.407149474408083,0.7427093191279768
0.14999999,4.430476749024,0.7165077,85,0.5102041,383.130079101255,4.507412695308882,0.7369602812322887
0.14999999,4.064224512909339,0.74404985,86,0.30612245,396.42585458834566,4.6096029603296005,0.7311007476875229
0.14999999,4.708508081832272,0.6948712,87,0.42857143,409.0773465065134,4.702038465592108,0.7258005466977002
0.14999999,,1.0987155,88,0.8367347,426.4373465065134,4.845878937574016,0.7175528132124991
0.14999999,2.682213499175059,0.8398821,89,0.59183675,441.11513300733833,4.9563498090712175,0.7112184742505036
0.14999999,6.616108666645509,0.5228065,90,0.63265306,451.8590243406928,5.020655826007698,0.7075312026371733
0.14999999,5.0047196700947785,0.6710528,91,0.67346936,464.21430467059804,5.101256095281297,0.7029096275641458
0.14999999,6.337627558166748,0.55128336,92,0.46938777,475.23667711243127,5.165616055569905,0.6992192628686982
0.14999999,,1.1344838,93,0.9183673,492.5966771124313,5.29673846357453,0.6917007761711853
0.14999999,4.781057506504845,0.6891136,94,0.71428573,505.17561960592644,5.374208719211984,0.6872586743571111
0.14999999,0.516095338623561,0.97124416,95,0.75510204,522.0195242673029,5.4949423607084515,0.680335873812589
0.14999999,,1.2936432,96,0.9591837,539.3795242673029,5.618536711117739,0.6732490417937078
0.14999999,0.9663273950485757,0.94544405,97,0.877551,555.7731968722544,5.729620586311901,0.6668795535371618
0.14999999,6.935641857156402,0.4880892,98,0.5510204,566.197555015098,5.777526071582633,0.6641326793817298
0.14999999,17.367440285478853,-0.46228516,99,-0.5510204,566.1901147296192,5.719092067975951,0.6674832529830305
0.14999999,4.630984504577004,0.70097125,100,0.79591835,578.9191302250422,5.789191302250422,0.6634638014764669
0.14999999,17.391887557148735,-0.6790958,101,-0.59183675,578.8872426678935,5.731556858097955,0.666768528778787
0.14999999,17.218107170643922,-0.9832015,102,-0.79591835,579.0291354972495,5.676756230365191,0.6699107666075008
0.14999999,17.391994660578195,-0.6940747,103,-0.71428573,578.9971408366713,5.621331464433702,0.6730887921769669
0.14999999,17.239671369565922,-0.33380556,104,-0.46938777,579.1174694671054,5.568437206414474,0.676121719815684
0.14999999,17.39938024041563,-0.6914804,105,-0.67346936,579.0780892266897,5.5150294212065685,0.6791840928207244
0.14999999,17.394204796544088,-0.5224933,106,-0.63265306,579.0438844301457,5.462678155001375,0.6821858856077196
0.14999999,17.387687502812163,-0.62545276,107,-0.8367347,579.0161969273336,5.411366326423678,0.6851280776133216
0.14999999,17.15929308059427,-0.27472875,108,-0.3469388,579.2169038467393,5.363119480062402,0.6878945252257801
0.14999999,16.737280057010082,-0.19602564,109,-0.42857143,579.8396237897292,5.319629576052562,0.6903882123823075
0.14999999,17.36064899731371,-0.5669282,110,-0.75510204,579.8389747924155,5.271263407203777,0.6931615018805175
0.14999999,17.19362026027859,-1.1285828,111,-1.0,580.0053545321368,5.225273464253485,0.6957985398937223
0.14999999,17.268971466137586,-0.92326784,112,-0.877551,580.0963830659992,5.1794319916607074,0.698427064698354
0.14999999,17.148192847200768,-0.30124012,113,-0.30612245,580.3081902187985,5.135470709900871,0.7009477803955924
0.14999999,17.370549415265696,-0.6770936,114,-0.5102041,580.2976408035328,5.090330182487129,0.7035361133894996
0.14999999,17.213232971009923,-0.98807085,115,-0.9183673,580.4444078325229,5.047342676804547,0.7060009933024917
0.14999999,17.19433895930475,-1.1779773,116,-0.9591837,580.6100688732181,5.005259214424294,0.7084140358701667
0.14999999,15.709333840166197,-0.09595612,117,-0.3877551,582.2607350330519,4.976587478914974,0.7100580574016645
0.14999999,17.26312612468631,-0.41736183,118,-0.26530612,582.3576089083656,4.935233973799709,0.7124292446215764
0.14999999,16.141056089530107,-0.119109094,119,-0.14285715,583.5765528188355,4.904004645536433,0.7142199171137367
0.14999999,17.215607760908767,-0.34857976,120,-0.2244898,583.7209450579267,4.864341208816056,0.7164941967421986
0.14999999,0.3154285141898469,0.98252493,121,1.0,600.7655165437368,4.965004268956503,0.7107222322846042
0.14999999,8.991978399405445,0.11124527,122,-0.020408163,609.1335381443314,4.99289785364206,0.7091228294930011
0.14999999,9.066011237774205,0.06514745,123,0.020408163,617.4275269065572,5.019735991110221,0.7075839454638635
0.14999999,15.843740781513558,-0.11427189,124,-0.18367347,618.9437861250436,4.991482146169707,0.7092040053801775
0.14999999,9.084738508824772,0.046768583,125,-0.10204082,627.2190476162189,5.017752380929751,0.7076976845797163
0.14999999,9.172714541804504,0.0356204,126,-0.06122449,635.4063330744143,5.042907405352494,0.7062553093261185
0.14999999,10.115400522880462,-0.008304298,127,0.06122449,642.6509325515339,5.060243563397904,0.705261263566634
0.14999999,8.789220603936968,0.18613221,128,0.14285715,651.2217119475969,5.087669624590601,0.7036886683147592
0.14999999,13.300869198151592,-0.024746053,129,0.10204082,655.2808427494452,5.079696455422056,0.7041458454459831
0.14999999,17.37698761127329,-0.54547775,130,-0.59183675,655.263855138172,5.040491193370554,0.706393853591138
0.14999999,17.374948855546783,-0.66454154,131,-0.5510204,655.2489062826252,5.001900047958971,0.7086066486262058
0.14999999,17.337892218869296,-0.8299199,132,-0.71428573,655.2710140637558,4.964174348967847,0.710769819439917
0.14999999,17.36757263895928,-0.7423784,133,-0.67346936,655.2634414247966,4.926792792667643,0.7129132573011673
0.14999999,17.400486018941805,-0.675753,134,-0.63265306,655.2229554058548,4.889723547804887,0.715038787396509
0.14999999,17.379392744718153,-0.69536424,135,-0.8367347,655.2035626611366,4.853359723415827,0.7171238690701935
0.14999999,17.3823807778475,-0.7293953,136,-0.79591835,655.1811818832891,4.817508690318302,0.7191795475734919
0.14999999,17.38652639183849,-0.6885634,137,-0.46938777,655.1546554914506,4.782150770010588,0.7212069512608608
0.14999999,17.3505583063335,-0.7182337,138,-0.75510204,655.1640971851172,4.747565921631284,0.7231900274293989
0.14999999,17.38510152980582,-0.58834535,139,-0.5102041,655.1389956553113,4.713230184570585,0.7251588196920536
0.14999999,17.370524035010135,-0.7362822,140,-0.877551,655.1284716203012,4.679489083002151,0.7270935158829043
0.14999999,17.388684490769386,-0.502357,141,-0.3469388,655.0997871295318,4.64609778106051,0.7290081547557049
0.14999999,17.19937059624309,-1.0390438,142,-1.0,655.2604165332888,4.61450997558654,0.7308193821337995
0.14999999,17.215182463846,-0.983707,143,-0.9183673,655.4052340694428,4.583253385100999,0.7326116178267778
0.14999999,17.330826121591848,-0.39464074,144,-0.30612245,655.434407947851,4.551627832971188,0.7344250095773402
0.14999999,17.282211613153994,-0.90760285,145,-0.9591837,655.512196334697,4.520773767825497,0.7361941646889052
0.14999999,17.36779287493764,-0.46455613,146,-0.42857143,655.5044034597594,4.489756188080544,0.7379726956375836
0.14999999,17.288394621048507,-0.3225941,147,-0.26530612,655.5760088387109,4.459700740399394,0.7396960584633376
0.14999999,17.36115015277051,-0.4715101,148,-0.3877551,655.5748586859404,4.429559855986084,0.7414243201842844
0.14999999,17.22563215783706,-0.38215813,149,-0.2244898,655.7092265281034,4.400733063947003,0.7430772325718463
0.14999999,14.174586043440632,-0.056395277,150,-0.14285715,658.8946404846628,4.3926309365644185,0.7435418040960772
0.14999999,7.91726561836824,0.3611308,151,0.3877551,668.3373748662946,4.426075330240361,0.7416241209724566
0.14999999,8.023606494357853,0.34458035,152,0.18367347,677.6737683719367,4.458380055078531,0.7397717858326532
0.14999999,8.064049855833897,0.3380733,153,0.26530612,686.9697185161028,4.489998160235967,0.7379588210873875
0.14999999,7.975508875407537,0.35216242,154,0.2244898,696.3542096406953,4.521780582082437,0.736136434513622
0.14999999,16.928183592474664,-0.24830464,155,-0.18367347,696.7860260482207,4.495393716440134,0.7376494428646715
0.14999999,6.094741835990884,0.57496995,156,0.3469388,708.0512842122298,4.538790283411729,0.7351611076025387
0.14999999,6.181497456136029,0.5666231,157,0.5102041,719.2297867560937,4.58108144430633,0.7327361557163804
0.14999999,4.7771090001440415,0.6894282,158,0.63265306,731.8126777559497,4.63172580858196,0.7298322357464474
0.14999999,8.441391036141376,0.26990497,159,-0.020408163,740.7312867198084,4.65868733786043,0.7282862764988287
0.14999999,15.232330495482168,-0.081742875,160,0.020408163,742.8589562243262,4.642868476402039,0.7291933213072228
0.14999999,17.394950016064605,-0.5066679,161,-0.59183675,742.8240062082616,4.613813703156905,0.7308593060116456
0.14999999,17.41974762915962,-0.66245914,162,-0.5510204,742.764258579102,4.58496455913026,0.7325135000498707
0.14999999,17.400163238767735,-0.6354753,163,-0.71428573,742.7240953403343,4.556589541965241,0.7341405079148373
0.14999999,17.33180611655967,-0.8011881,164,-0.63265306,742.7522892237746,4.528977373315699,0.7357237744658431
0.14999999,17.391268511966334,-0.694097,165,-0.67346936,742.7210207118083,4.501339519465504,0.7373085137921157
0.14999999,8.428863129027592,0.27244207,166,0.30612245,751.6521575827807,4.528025045679402,0.7357783804082914
0.14999999,17.371405641384158,-0.7126057,167,-0.8367347,751.6407519413965,4.500842825996386,0.7373369939222257
0.14999999,17.34551509486547,-0.7780219,168,-0.79591835,751.655236846531,4.474138314562684,0.7388682159081031
0.14999999,17.417943726558303,-0.62612116,169,-0.46938777,751.5972931199727,4.4473212610649275,0.7404058909939837
0.14999999,17.303493694514955,-0.40258417,170,-0.5102041,751.6537994254578,4.421492937796811,0.7418868728327519
0.14999999,17.404876715777473,-0.578394,171,-0.75510204,751.6089227096803,4.395373817015674,0.7433845288408444
0.14999999,17.188555064165467,-0.33482096,172,-0.3469388,751.7803676455148,4.370816090962296,0.7447926553347307
0.14999999,17.254190989731494,-0.9403974,173,-0.877551,751.8861766557834,4.3461628708426785,0.7462062574058098
0.14999999,8.44818595273349,0.26851887,174,0.46938777,760.7979907030499,4.372402245419827,0.7447017061112485
0.14999999,17.150754315148305,-0.27805072,175,-0.30612245,761.0072363879016,4.348612779359438,0.7460657810000324
0.14999999,17.20419010967983,-0.9936606,176,-1.0,761.1630462782217,4.324790035671715,0.7474317640096494
0.14999999,17.19745999976204,-1.0099454,177,-0.9183673,761.3255862784597,4.30127449874836,0.748780131952502
0.14999999,17.201320406284122,-1.0285448,178,-0.9591837,761.4842658721756,4.278001493663908,0.7501145932532162
0.14999999,17.369777887550793,-0.540484,179,-0.42857143,761.4744879846248,4.2540474189085185,0.751488106713961
0.14999999,7.450061929318838,0.42629835,180,0.42857143,771.384426055306,4.285469033640589,0.7496864086215256
0.14999999,17.142194092083393,-0.31413954,181,-0.26530612,771.6022319632226,4.262995756702887,0.7509750139505222
0.14999999,17.343259824095714,-0.42312834,182,-0.3877551,771.6189721391269,4.239664682083115,0.7523128049264267
0.14999999,5.2301343870775945,0.65234476,183,0.67346936,783.7488377520493,4.282780534164204,0.7498405657015937
0.14999999,16.604973313953963,-0.18206832,184,-0.2244898,784.5038644380953,4.263607958902692,0.7509399106133776
0.14999999,5.243892596223975,0.6511855,185,0.5510204,796.6199718418713,4.306053901847953,0.7485060836096356
0.14999999,9.152444926894841,0.022916012,186,-0.10204082,804.8275269149765,4.327029714596648,0.7473033420529444
0.14999999,16.647288872129476,-0.20760246,187,-0.06122449,805.540238042847,4.30770180771576,0.7484115935942797
0.14999999,7.964351504733338,0.35389805,188,0.59183675,814.9358865381137,4.334765353926136,0.7468597847519417
0.14999999,5.353390831119338,0.6418847,189,0.71428573,826.9424957069944,4.375357120142827,0.744532275221168
0.14999999,8.704397324178045,0.2096704,190,0.10204082,835.5980983828163,4.397884728330612,0.7432405545681987
0.14999999,17.070941938033265,-0.27428058,191,-0.14285715,835.887156444783,4.376372546831325,0.7444740512138001
0.14999999,13.477985239580853,-0.034356833,192,-0.18367347,839.7691712052022,4.3737977666937615,0.7446216876895778
0.14999999,8.997682299307812,0.10839293,193,0.06122449,848.1314889058943,4.394463673087535,0.7434367159926872
0.14999999,9.040925755863114,0.083662584,194,0.14285715,856.4505631500313,4.4146936244846975,0.7422767417153271
0.14999999,4.697650929089958,0.6957287,195,0.79591835,869.1129122209413,4.456989293440725,0.7398515313394081
0.14999999,3.124944276560547,0.8104166,196,0.8367347,883.3479679443808,4.506877387471331,0.7369909754890293
0.14999999,17.344643075366495,-0.81556237,197,-0.5510204,883.3633248690143,4.48407779121327,0.7382982917882299
0.14999999,17.314248447061875,-0.8567009,198,-0.59183675,883.4090764219524,4.461662002131073,0.7395836007952367
0.14999999,17.36671121610947,-0.70648366,199,-0.71428573,883.4023652058429,4.4392078653559945,0.7408711086378443
0.14999999,17.395447171049696,-0.59195703,200,-0.67346936,883.3669180347932,4.416834590173966,0.7421539799212177
0.14999999,17.22799254575359,-0.9648183,201,-0.8367347,883.4989254890396,4.395517042234028,0.7433763163856636
0.14999999,17.394962429916898,-0.604463,202,-0.63265306,883.4639630591228,4.373583975540211,0.7446339463566394
0.14999999,17.394842582249016,-0.51788616,203,-0.46938777,883.4291204768738,4.351867588556028,0.7458791520323379
0.14999999,17.25107657060208,-0.943783,204,-0.79591835,883.5380439062717,4.331068842677802,0.7470717406721444
0.14999999,17.367556246351878,-0.71226656,205,-0.75510204,883.5304876599198,4.309904817853267,0.7482852742056613
0.14999999,17.427351284498837,-0.54094326,206,-0.5102041,883.463136375421,4.288656001822432,0.7495036696202733
0.14999999,17.291542203621354,-0.8725549,207,-0.877551,883.5315941717996,4.268268570878259,0.7506726736881733
0.14999999,17.340826084978698,-0.4370309,208,-0.3469388,883.5507680868209,4.247840231186639,0.7518440234411331
0.14999999,16.599698077309682,-0.18073545,209,-0.30612245,884.3110700095112,4.231153445021585,0.7528008345744504
0.14999999,17.201046942176895,-1.231838,210,-1.0,884.4700230673343,4.211762014606354,0.7539127285202778
0.14999999,17.33484253983177,-0.82365,211,-0.9183673,884.4951805275025,4.191920286860201,0.7550504422671902
0.14999999,17.329303609146386,-0.8125821,212,-0.9591837,884.5258769183561,4.172291872256396,0.7561759247559404
0.14999999,17.106046797309507,-0.2764598,213,-0.42857143,884.7798301210465,4.153895916061251,0.7572307387579557
0.14999999,17.251848677022533,-0.34625974,214,-0.3877551,884.887981444024,4.134990567495439,0.7583147610381055
0.14999999,17.40126375251828,-0.5853416,215,-0.26530612,884.8467176915058,4.115566128797702,0.7594285476606822
0.14999999,,1.2515497,216,0.9183673,902.2067176915058,4.17688295227549,0.7559126747548457
0.14999999,2.3774238432272403,0.8595802,217,0.75510204,917.1892938482786,4.226678773494371,0.7530574097766989
0.14999999,,1.0481701,218,0.877551,934.5492938482786,4.286923366276508,0.7496030179887323
0.14999999,8.992900100511992,0.11078933,219,0.020408163,942.9163937477666,4.305554309350533,0.7485347299684328
0.14999999,16.886588710603434,-0.259324,220,-0.2244898,943.3898050371632,4.288135477441651,0.7495335162017402
0.14999999,0.16935679871269504,0.9906558,221,0.9591837,960.5804482384506,4.3465178653323555,0.7461859022171815
0.14999999,12.689431515661784,-0.03201562,222,0.18367347,965.2510167227888,4.347977552805355,0.7461022045409774
0.14999999,8.23536585773563,0.30899394,223,0.3877551,974.3756508650531,4.369397537511449,0.7448739944087472
0.14999999,9.08034321382895,0.051672556,224,-0.06122449,982.6553076512241,4.386854052014393,0.7438730474762388
0.14999999,16.409936156987133,-0.13890794,225,-0.14285715,983.605371494237,4.371579428863276,0.7447488859596745
0.14999999,8.677845672746386,0.21651316,226,0.26530612,992.2875258214906,4.3906527691216395,0.7436552311283463
0.14999999,6.69105368618271,0.5148739,227,0.2244898,1002.9564721353079,4.4183104499352766,0.7420693549349038
0.14999999,17.346572861017297,-0.44074142,228,-0.18367347,1002.9698992742906,4.3989907862907485,0.7431771338136037
0.14999999,17.301734030986747,-0.40943387,229,-0.020408163,1003.0281652433039,4.380035656084297,0.7442640105456251
0.14999999,0.9882137036925419,0.9441719,230,1.0,1019.3999515396114,4.4321737023461365,0.7412744436728131
0.14999999,17.40466726362275,-0.61064446,231,-0.5510204,1019.3552842759887,4.412793438424194,0.7423856973380623
0.14999999,17.367273120986837,-0.50117195,232,-0.59183675,1019.3480111550018,4.393741427392249,0.7434781291632884
0.14999999,17.399486022939115,-0.71870375,233,-0.71428573,1019.3085251320626,4.374714700137608,0.7445691112306416
0.14999999,17.334126875053656,-0.8340423,234,-0.67346936,1019.334398257009,4.356129907081235,0.7456347530343328
0.14999999,17.379623616497874,-0.76996136,235,-0.63265306,1019.3147746405111,4.337509679321324,0.7467024266444194
0.14999999,17.292722553325817,-0.41297784,236,-0.46938777,1019.3820520871853,4.319415474945701,0.7477399383632052
0.14999999,17.319754075896565,-0.84583396,237,-0.75510204,1019.4222980112888,4.301359907220628,0.7487752346777162
0.14999999,17.192708102398115,-1.1314688,238,-0.8367347,1019.5895899088907,4.283989873566767,0.7497712228459422
0.14999999,17.240724045751932,-0.36487395,239,-0.5102041,1019.7088658631388,4.2665642923143885,0.7507703960828905
0.14999999,17.38417449029902,-0.71837676,240,-0.79591835,1019.6846913728398,4.248686214053499,0.7517955152492259
0.14999999,17.197447836351415,-1.004526,241,-0.877551,1019.8472435364883,4.23173130098128,0.7527677006318073
0.14999999,17.211754991414853,-0.312184,242,-0.3469388,1019.9954885450735,4.214857390682122,0.75373524135997
0.14999999,17.199131950734166,-1.2006898,243,-0.9183673,1020.1563565943393,4.198174306972589,0.7546918401965258
0.14999999,17.19976674221653,-1.0864136,244,-0.9591837,1020.3165898521228,4.181625368246404,0.7556407472335777
0.14999999,17.19461787943887,-1.1041387,245,-1.0,1020.4819719726839,4.165232538664016,0.756580703058256
0.14999999,17.383490146890477,-0.5349798,246,-0.42857143,1020.4584818257935,4.148205210673957,0.7575570406723647
0.14999999,17.27184959685796,-0.41168046,247,-0.30612245,1020.5466322289356,4.131767741817553,0.758499556088443
0.14999999,17.03222486653698,-0.24922635,248,-0.3877551,1020.8744073623985,4.116429061945156,0.7593790675490163
0.14999999,15.515079719630057,-0.087306455,249,-0.26530612,1022.7193276427685,4.107306536717946,0.759902148123971
0.14999999,17.06322355402505,-0.26777187,250,-0.2244898,1023.0161040887434,4.092064416354973,0.7607761229154258
0.14999999,8.539974040779548,0.24904002,251,0.30612245,1031.836130047964,4.110900916525753,0.759696048364349
0.14999999,9.243994170172023,0.011966214,252,-0.10204082,1039.952135877792,4.126794189991238,0.758784736812429
0.14999999,8.411146225636625,0.27599022,253,0.46938777,1048.9009896521554,4.14585371404014,0.757691874194946
0.14999999,8.955892019419364,0.12782417,254,0.3469388,1057.305097632736,4.162618494617071,0.7567305909049844
