Regret/t,LQGmu1_actor,LQGmu1_higher,Regret,LQGsigma_higher,ReturnLastEpisode,ReturnMean,Iteration
0.16973754370587102,-1.2079408,-1.0,0.16973754370587102,0.14999999,17.19026245629413,0.9856801867141128,1
0.12369396707398295,-0.90155846,-0.9591837,0.2473879341479659,0.14999999,17.282349609557905,0.9883203000530972,2
0.13504172516165625,-0.9938625,-0.9183673,0.40512517548496874,0.14999999,17.202262758662997,0.9876696258508223,3
0.11280819867294589,-0.8521266,-0.877551,0.45123279469178357,0.14999999,17.313892380793185,0.9889444840210466,4
0.10263474473897247,-0.8626853,-0.8367347,0.5131737236948624,0.14999999,17.29805907099692,0.9895278242695543,5
0.10118629037415694,-0.92373323,-0.79591835,0.6071177422449416,0.14999999,17.26605598144992,0.9896108778455185,6
0.09031783698797671,-0.82339835,-0.75510204,0.632224858915837,0.14999999,17.334892883329104,0.9902340689800473,7
0.09422260477078792,-0.33855003,-0.71428573,0.7537808381663034,0.14999999,17.238444020749533,0.9900101717447943,8
0.0833111972511623,-0.47004914,-0.67346936,0.7498007752604607,0.14999999,17.363980062905842,0.9906358258456903,9
0.07049775871453257,-0.6699998,-0.63265306,0.7049775871453257,0.14999999,17.404823188115135,0.9913705413581118,10
0.08833998223037298,-0.2796309,-0.59183675,0.9717398045341028,0.14999999,17.093237782611222,0.990347478083121,11
0.07864770222404587,-0.64845634,-0.5510204,0.9437724266885503,0.14999999,17.387967377845552,0.9909032280834836,12
0.06948376121874297,-0.6113533,-0.5102041,0.9032888958436587,0.14999999,17.40048353084489,0.9914286834163566,13
0.06153905832271457,-0.64625263,-0.46938777,0.861546816518004,0.14999999,17.401742079325654,0.9918842283071838,14
0.054710901511818594,-0.697984,-0.42857143,0.8206635226772789,0.14999999,17.400883293840725,0.9922757510601022,15
0.0559496394546084,-0.38432574,-0.3877551,0.8951942312737344,0.14999999,17.285469291403544,0.9922047225083368,16
0.04988898606686559,-0.5741362,-0.3469388,0.8481127631367151,0.14999999,17.40708146813702,0.9925522370374504,17
0.049260316012115744,-0.45141852,-0.30612245,0.8866856882180834,0.14999999,17.32142707491863,0.9925882846323328,18
0.15702881468592614,-0.07639082,-0.26530612,2.9835474790325964,0.14999999,15.263138209185486,0.9864088982404859,19
0.1646348051090965,-0.2859513,-0.2244898,3.29269610218193,0.14999999,17.050851376850666,0.9859727749364051,20
0.20737399137693732,-0.14010918,-0.18367347,4.354853818915684,0.14999999,16.297842283266245,0.9835221335219647,21
0.20243803795103518,-0.36182553,-0.14285715,4.453636834922774,0.14999999,17.26121698399291,0.9838051583743673,22
0.21486346012674015,-0.27432814,-0.10204082,4.941859582915024,0.14999999,16.87177725200775,0.9830926915064943,23
0.5513861896851625,0.06293522,-0.06122449,13.2332685524439,0.14999999,9.068591030471124,0.9637966634354839,24
0.5733158257042748,-0.15464318,-0.020408163,14.332895642606868,0.14999999,16.26037290983703,0.9625392301775072,25
0.6616503801314516,-0.05343868,0.020408163,17.202909883417743,0.14999999,14.489985759189125,0.9574741754511783,26
0.9715788602552203,0.29163742,0.06122449,26.23262922689095,0.14999999,8.330280656526792,0.9397030470037144,27
1.2385775901442015,0.14529175,0.10204082,34.680172524037644,0.14999999,8.912456702853309,0.9243934868036582,28
1.4843676588851995,0.11048639,0.14285715,43.046662107670784,0.14999999,8.993510416366858,0.9103000195593348,29
1.718674753426144,0.16841264,0.18367347,51.56024260278432,0.14999999,8.846419504886462,0.8968649797347393,30
1.9585479120174552,0.31429952,0.2244898,60.71498527254111,0.14999999,8.205257330243215,0.8831107848613844,31
2.186360578576948,0.3302844,0.26530612,69.96353851446234,0.14999999,8.11144675807876,0.8700481319623309,32
2.4253955818829422,0.4469972,0.30612245,80.03805420213709,0.14999999,7.285484312325256,0.8563419964516662,33
2.6393959384284185,0.3985305,0.3469388,89.73946190656623,0.14999999,7.658592295570861,0.84407133380571,34
2.828706067068755,0.3330491,0.3877551,99.00471234740643,0.14999999,8.094749559159805,0.8332163952368834,35
2.9900564494668145,0.20482577,0.42857143,107.64203218080532,0.14999999,8.722680166601107,0.8239646531269029,36
3.1586820319861686,0.32705116,0.46938777,116.87123518348824,0.14999999,8.130796997317084,0.8142957550466647,37
3.3231111745937993,0.35565355,0.5102041,126.27822463456437,0.14999999,7.953010548923865,0.8048674785209978,38
3.5883843906286237,0.77108836,0.5510204,139.94699123451633,0.14999999,3.691233400048028,0.7896568583355147,39
3.807932169229688,0.6722805,0.59183675,152.31728676918752,0.14999999,4.989704465328813,0.7770681095625179,40
3.9928365028454156,0.58667076,0.63265306,163.70629661666203,0.14999999,5.970990152525488,0.7664657968551941,41
4.188264232482708,0.6582893,0.67346936,175.90709776427374,0.14999999,5.159198852388296,0.7552600784126888,42
4.333756727013651,0.49034366,0.71428573,186.351539261587,0.14999999,6.915558502686758,0.7469176188638962,43
4.545521585737932,0.76985127,0.75510204,200.002949772469,0.14999999,3.708589489117988,0.7347751384324581,44
4.762964072701081,0.8168542,0.79591835,214.33338327154866,0.14999999,3.029566500920361,0.7223071059231032,45
4.9554540544599615,0.7674287,0.8367347,227.95088650515822,0.14999999,3.742496766390418,0.711269836326837,46
5.152340080062976,0.8086556,0.877551,242.15998376295988,0.14999999,3.150902742198344,0.699980499996389,47
