Iteration,LQGsigma_higher,Regret/t,Regret,LQGmu1_higher,LQGmu1_actor,ReturnLastEpisode,ReturnMean
1,0.14999999,0.16152944276016967,0.16152944276016967,-1.0,-1.2107719,17.19847055723983,0.9861508347041186
2,0.14999999,0.16839475327895137,0.33678950655790274,-0.9591837,-1.1736997,17.184739936202266,0.9857571815780417
3,0.14999999,0.16743840880433206,0.5023152264129962,-0.9183673,-1.0857655,17.194474280144906,0.9858120178437882
4,0.14999999,0.14156592134894286,0.5662636853957714,-0.877551,-0.88795644,17.296051541017224,0.987295532032744
5,0.14999999,0.11642979954924115,0.5821489977462058,-0.8367347,-0.7751164,17.344114687649565,0.9887368234203416
6,0.14999999,0.1007832570608933,0.6046995423653598,-0.79591835,-0.7973863,17.337449455380845,0.9896339875538477
7,0.14999999,0.08670663408644737,0.6069464386051315,-0.75510204,-0.774191,17.357753103760228,0.9904411333666027
8,0.14999999,0.07613386503192965,0.6090709202554372,-0.71428573,-0.7716024,17.357875518349694,0.9910473701243159
9,0.14999999,0.07186950282868823,0.646825525458194,-0.67346936,-0.8441471,17.322245394797243,0.9912918863056943
10,0.14999999,0.062287337310621284,0.6228733731062128,-0.63265306,-0.6204904,17.38395215235198,0.9918413224019137
11,0.14999999,0.0693598954775351,0.7629588502528861,-0.59183675,-0.37894928,17.219914522853326,0.9914357858097741
12,0.14999999,0.06112915241593372,0.7335498289912046,-0.5510204,-0.44745773,17.38940902126168,0.991907732086242
13,0.14999999,0.053070277989948414,0.6899136138693294,-0.5102041,-0.676404,17.403636215121875,0.9923698235097503
14,0.14999999,0.048095943542130266,0.6733432095898237,-0.46938777,-0.4446534,17.376570404279505,0.9926550491088225
15,0.14999999,0.04412255111429246,0.661838266714387,-0.42857143,-0.4987641,17.371504942875436,0.9928828812434463
16,0.14999999,0.06230338015443171,0.9968540824709073,-0.3877551,-0.31579852,17.02498418424348,0.9918404025140805
17,0.14999999,0.09148959483901276,1.555323112263217,-0.3469388,-0.21844736,16.80153097020769,0.9901668810298728
18,0.14999999,0.10161724320040338,1.829110377607261,-0.30612245,-0.28311676,17.086212734655955,0.9895861672476829
19,0.14999999,0.19778660817682786,3.757945555359729,-0.26530612,-0.08776109,15.431164822247531,0.9840718687972
20,0.14999999,0.19125845878974168,3.8251691757948336,-0.2244898,-0.34285575,17.292776379564895,0.9844461892895786
21,0.14999999,0.18744978330504278,3.9364454494058982,-0.18367347,-0.36305442,17.248723726388935,0.9846645766453528
22,0.14999999,0.37895177588904333,8.336939069558953,-0.14285715,-0.02866301,12.959506379846944,0.973683957804527
23,0.14999999,0.3771331091077374,8.67406150947796,-0.10204082,-0.24770597,17.022877560080993,0.9737882391566661
24,0.14999999,0.5617908239383542,13.482979774520501,-0.06122449,-0.020676713,12.551081734957458,0.9632000674347271
25,0.14999999,0.8698053698189754,21.745134245474386,-0.020408163,0.037233263,9.097845529046115,0.9455386829232235
26,0.14999999,1.0708041320922477,27.840907434398442,0.020408163,-0.010070942,11.264226811075943,0.9340135245359946
27,0.14999999,1.103367516630522,29.79092294902409,0.06122449,-0.08857764,15.409984485374352,0.9321463579913688
28,0.14999999,1.1615266464025726,32.522746099272034,0.10204082,-0.04079146,14.628176849752053,0.9288115455044392
29,0.14999999,1.425193588315468,41.33061406114857,0.14285715,0.24634442,8.552132038123462,0.91369302819292
30,0.14999999,1.6669864066529376,50.00959219958813,0.18367347,0.21570604,8.681021861560447,0.8998287610864136
31,0.14999999,1.8830692139959946,58.37514563387583,0.2244898,0.11002009,8.994446565712293,0.8874386918580274
32,0.14999999,2.120244704684666,67.84783054990932,0.26530612,0.365657,7.887315083966514,0.873839179777255
33,0.14999999,2.3100598615266246,76.23197543037861,0.30612245,0.11893861,8.975855119530703,0.8629552831693446
34,0.14999999,2.492231596192572,84.73587427054746,0.3469388,0.16522543,8.856101159831153,0.8525096561816182
35,0.14999999,2.692050403260206,94.22176411410722,0.3877551,0.36763486,7.874110156440235,0.841052155776364
36,0.14999999,2.8800372717435945,103.6813417827694,0.42857143,0.36368313,7.900422331337825,0.8302730922165368
37,0.14999999,3.085791278913575,114.17427731980227,0.46938777,0.4957451,6.867064462967121,0.8184752707044967
38,0.14999999,3.2361508125132175,122.97373087550227,0.5102041,0.24446142,8.5605464443,0.8098537378146089
39,0.14999999,3.419837572771003,133.37366533806912,0.5510204,0.4853334,6.960065537433162,0.7993212400934055
40,0.14999999,3.575371878907833,143.0148751563133,0.59183675,0.39014715,7.718790181755806,0.7904029885947341
41,0.14999999,3.8034546065903005,155.94163887020233,0.63265306,0.71629614,4.433236286110975,0.7773248505395467
42,0.14999999,3.9488537131622583,165.85185595281484,0.67346936,0.4263343,7.449782917387492,0.7689877458049161
43,0.14999999,4.1699293605995145,179.30696250577913,0.71428573,0.7557183,3.9048934470357097,0.7563113898738808
44,0.14999999,4.410871878037079,194.07836263363146,0.75510204,0.845981,2.5885998721476833,0.7424958785529195
45,0.14999999,4.698630280747366,211.43836263363147,0.79591835,1.175605,,0.7259959701406324
46,0.14999999,4.948590046669795,227.63514214681058,0.8367347,0.9339373,1.1632204868209022,0.711663414755172
47,0.14999999,5.2048487911320205,244.62789318320495,0.877551,0.9796242,0.3672489636056358,0.6969696794075673
48,0.14999999,5.458081107983436,261.98789318320496,0.9183673,1.0467774,,0.6824494777532429
49,0.14999999,5.607364641859764,274.76086745112843,0.9591837,0.70440674,4.587025732076514,0.6738896420951966
50,0.14999999,5.842417349022569,292.12086745112845,1.0,1.1988635,,0.6604118492532928
51,0.14999999,5.730208477659055,292.2406323606118,-0.5102041,-0.35994738,17.240235090516606,0.6668458441709254
52,0.14999999,5.6206367932614345,292.2731132495946,-0.5510204,-0.8333527,17.327519111017203,0.6731286242395964
53,0.14999999,5.5161471257182315,292.35579766306626,-0.63265306,-0.918981,17.27731558652833,0.6791200042592753
54,0.14999999,5.414565880668936,292.3865575561225,-0.46938777,-0.82458043,17.32924010694373,0.68494461693412
55,0.14999999,5.31755866242183,292.46572643320064,-0.42857143,-0.3609507,17.28083112292188,0.6905069574299404
56,0.14999999,5.224652317905091,292.58052980268513,-0.71428573,-0.95456815,17.24519663051553,0.6958341560834231
57,0.14999999,5.132461075275764,292.55028129071854,-0.75510204,-0.75360495,17.3902485119666,0.7011203511883157
58,0.14999999,5.044975256580852,292.6085648816894,-0.8367347,-0.8704512,17.30171640902915,0.7061367398749507
59,0.14999999,4.961294046530501,292.71634874529957,-0.79591835,-0.9418885,17.252216136389823,0.7109349743961866
60,0.14999999,4.87810293651368,292.6861761908208,-0.67346936,-0.71003866,17.390172554478752,0.7157051068512795
61,0.14999999,4.797513637007241,292.6483318574417,-0.877551,-0.7246827,17.397844333379087,0.7203260529238965
62,0.14999999,4.7261468789711705,293.02110649621255,-0.2244898,-0.2668801,16.987225361229118,0.7244181835452308
63,0.14999999,4.784338640425868,301.4133343468297,-0.18367347,0.12261394,8.96777214938288,0.7210814999755807
64,0.14999999,4.709451929033125,301.40492345812,-0.59183675,-0.5409161,17.368410888709708,0.7253754627847976
65,0.14999999,4.637747428768177,301.4535828699315,-1.0,-0.8708585,17.31134058818846,0.7294869593596225
66,0.14999999,4.568354257715369,301.51138100921435,-0.9183673,-0.87768376,17.302201860717147,0.7334659255897147
67,0.14999999,4.502104962794344,301.64103250722104,-0.9591837,-0.9663301,17.230348501993287,0.7372646236929845
68,0.14999999,4.435978307829064,301.64652493237634,-0.30612245,-0.50401074,17.354507574844703,0.7410562896887001
69,0.14999999,4.371270365698953,301.61765523322777,-0.3877551,-0.71762985,17.3888696991486,0.74476660747139
70,0.14999999,4.4296613099775675,310.0762916984297,-0.10204082,0.1494259,8.901363534798048,0.7414185028682585
71,0.14999999,4.368338920965783,310.1520633885706,-0.3469388,-0.3790541,17.284228309859145,0.7449346948987507
72,0.14999999,4.316153205446728,310.76303079216444,-0.26530612,-0.20642745,16.749032596406142,0.7479269951005314
73,0.14999999,4.373128400264256,319.2383732192907,0.06122449,0.15544446,8.88465757287378,0.7446600687921869
74,0.14999999,4.426410803055338,327.554399426095,0.10204082,0.08163731,9.04397379319567,0.7416048851459093
75,0.14999999,4.475314903705536,335.6486177779152,-0.14285715,0.01393491,9.265781648179784,0.7388007509343154
76,0.14999999,4.440037773714119,337.44287080227303,-0.06122449,-0.07803878,15.565746975642146,0.7408235221494196
77,0.14999999,4.4906157090671375,345.7774095981696,0.020408163,0.09326286,9.025461204103447,0.7379234111773428
78,0.14999999,4.435129837729783,345.9401273429231,-0.020408163,-0.3557861,17.197282255246474,0.7411049404971451
79,0.14999999,4.491357708898196,354.8172590029575,0.2244898,0.26132944,8.48286833996562,0.73788086531547
80,0.14999999,4.542374170149946,363.3899336119957,0.30612245,0.18669054,8.787325390961787,0.7349556095097505
81,0.14999999,4.598905657019581,372.5113582185861,0.3469388,0.30842298,8.238575393409569,0.7317141251708953
82,0.14999999,4.666234187249756,382.63120335448,0.18367347,0.452532,7.2401548641060955,0.7278535443090733
83,0.14999999,4.734449145294522,392.9592790594453,0.5102041,0.4771331,7.031924295034729,0.7239421361643048
84,0.14999999,4.7811638603863935,401.61776427245707,0.14285715,0.21042404,8.701514786988199,0.7212635401154589
85,0.14999999,4.845112812727048,411.8345890817991,0.42857143,0.46415177,7.14317519065796,0.717596742389504
86,0.14999999,4.891146067093236,420.63856177001827,0.26530612,0.24547452,8.556027311780834,0.7149572209235528
87,0.14999999,4.965723557096167,432.0179494673665,0.3877551,0.58576936,5.980612302651763,0.7106809886986142
88,0.14999999,5.030003958370762,442.640348336627,0.59183675,0.50988495,6.7376011307394705,0.706995185873236
89,0.14999999,5.131952805613951,456.7437996996416,0.67346936,0.80144894,3.256548636985399,0.701149495090943
90,0.14999999,5.184144095662968,466.5729686096671,0.5510204,0.41576326,7.530831089974509,0.6981568752486829
91,0.14999999,5.2387211914588425,476.7236284227547,0.46938777,0.45625618,7.209340186912373,0.6950274546181854
