LQGsigma_higher,Regret/t,LQGmu1_higher,LQGmu1_actor,ReturnLastEpisode,Iteration,ReturnMean,Regret
0.14999999,0.06266059089414355,-1.0,-0.89485383,17.297339409105856,1,0.9918199202468954,0.06266059089414355
0.14999999,0.09982992054147566,-0.9591837,-0.9758436,17.22300074981119,2,0.9896886513450988,0.19965984108295132
0.14999999,0.06501460498182728,-0.9183673,-0.7792205,17.36461602613747,3,0.9916849423748951,0.19504381494548184
0.14999999,0.05558764823538631,-0.877551,-0.841756,17.332693222003936,4,0.9922254788855855,0.22235059294154524
0.14999999,0.046106235133909476,-0.8367347,-0.7617903,17.351819417271997,5,0.9927691378936977,0.2305311756695474
0.14999999,0.031864544075267766,-0.79591835,-0.5637297,17.39934391121794,6,0.9935857486195373,0.1911872644516066
0.14999999,0.024296483975871093,-0.75510204,-0.5776947,17.38111187662051,7,0.994019697019732,0.17007538783109766
0.14999999,0.02301471660397203,-0.71428573,-0.8131918,17.34595765499932,8,0.9940931928552766,0.18411773283177624
0.14999999,0.0410268511252904,-0.67346936,-0.30616748,17.174876072704162,9,0.9930603869767608,0.3692416601276136
0.14999999,0.033252151817684,-0.63265306,-0.6434731,17.396720141950773,10,0.9935061839554079,0.33252151817683995
0.14999999,0.028219800554056654,-0.59183675,-0.575308,17.382103712082216,11,0.9937947362067626,0.3104178060946232
0.14999999,0.021779155703607483,-0.5510204,-0.5601907,17.409067937651333,12,0.9941640392371783,0.2613498684432898
0.14999999,0.026798733185362522,-0.5102041,-0.3896343,17.272966337033576,13,0.9938762194274446,0.3483835314097128
0.14999999,0.02452690008211254,-0.46938777,-0.60858625,17.365006930260137,14,0.9940064850870346,0.3433766011495756
0.14999999,0.026492205699158687,-0.42857143,-0.38596213,17.305993515662195,15,0.9938937955447729,0.3973830854873803
0.14999999,0.023522052088700063,-0.3877551,-0.5859897,17.38103025206818,16,0.9940641025178496,0.376352833419201
0.14999999,0.05173122876221219,-0.3469388,-0.19949211,16.856921944461593,17,0.9924466038553776,0.8794308889576072
0.14999999,0.050382349132511176,-0.30612245,-0.44279128,17.332548604572406,18,0.9925239478708422,0.9068822843852011
0.14999999,0.10935158993022025,-0.26530612,-0.13917346,16.189202075711016,19,0.989142684063634,2.0776802086741846
0.14999999,0.1590835352425241,-0.2244898,-0.15373173,16.2560095038237,20,0.9862910816948093,3.1816707048504824
0.14999999,0.15112200116669833,-0.18367347,-0.46209487,17.368108680349817,21,0.9867475916762213,3.173562024500665
0.14999999,0.22934787325802894,-0.14285715,-0.0937158,15.487908812824028,22,0.9822621632306174,5.045653211676637
0.14999999,0.3996687786814264,-0.10204082,-0.030163273,13.213271302003829,23,0.9724960562682667,9.192381909672807
0.14999999,0.7262933559016433,-0.06122449,0.01816278,9.121341368033368,24,0.9537675828038047,17.43104054163944
0.14999999,0.7657257958867908,-0.020408163,-0.119777344,15.647895644469672,25,0.9515065484009866,19.14314489716977
0.14999999,1.055080698145164,0.020408163,0.06286003,9.071046745395504,26,0.9349150975834193,27.432098151774262
0.14999999,1.321517941302402,0.06122449,0.027458873,9.111113736609406,27,0.9196377327234858,35.68098441516486
0.14999999,1.6056937939785088,0.10204082,0.33521718,8.08155818376661,28,0.9033432457581128,44.95942623139825
0.14999999,1.8967914019581924,0.14285715,0.44366872,7.312475574610669,29,0.8866518691537731,55.00695065678758
0.14999999,1.9733160161885221,0.18367347,-0.020056158,13.167470171131917,30,0.8822639898974469,59.19948048565566
0.14999999,2.20586236179542,0.2244898,0.3190701,8.177747269997647,31,0.86892991044751,68.38173321565802
0.14999999,2.4251485293061648,0.26530612,0.32601124,8.136980277860738,32,0.856356162310426,77.60475293779727
0.14999999,2.6739836915050907,0.30612245,0.5114239,6.723291118129289,33,0.8420880910834234,88.24146181966799
0.14999999,2.8709109819450203,0.3469388,0.34981868,7.990488433537292,34,0.8307963886499411,97.6109733861307
0.14999999,3.0471825588656323,0.3877551,0.2936448,8.319583825833563,35,0.8206890734595391,106.65138956029713
0.14999999,3.2319595472004523,0.42857143,0.39821985,7.660845861080841,36,0.8100940626605242,116.35054369921629
0.14999999,3.423712366743067,0.46938777,0.47698784,7.033186129722812,37,0.7990990615399614,126.67735756949348
0.14999999,3.6626994240916972,0.5102041,0.6832133,4.854779454008986,38,0.7853956752240996,139.1825781154845
0.14999999,3.8296491939428554,0.5510204,0.45902586,7.186259551713121,39,0.77582286731979,149.35631856377137
0.14999999,4.01095867877727,0.59183675,0.5571944,6.277971412680547,40,0.7654266812627708,160.43834715109082
0.14999999,4.191416189519066,0.63265306,0.5886059,5.9502833808091165,41,0.7550793469312458,171.8480637702817
0.14999999,4.373354263934452,0.67346936,0.6268393,5.527184685034728,42,0.7446471178936663,183.68087908524697
0.14999999,4.514500285530048,0.71428573,0.4901411,6.917366807454906,43,0.7365538827104327,194.12351227779206
0.14999999,4.716325626663188,0.75510204,0.75132424,3.9651847046117816,44,0.7249813287463764,207.51832757318027
0.14999999,4.9559339739762995,0.79591835,0.8919452,1.861298744246777,45,0.7112423180059457,223.0170288289335
0.14999999,5.153430226270382,0.8367347,0.79714173,3.3192384204958993,46,0.6999179916129364,237.0577904084376
0.14999999,5.3204805568319635,0.877551,0.7222539,4.355204237335326,47,0.6903394176128457,250.06258617110228
0.14999999,5.52599224739971,0.9183673,0.8724195,2.174958295916186,48,0.6785554904013923,265.2476278751861
0.14999999,5.767502609697676,0.9591837,1.043577,,49,0.6647074191687109,282.6076278751861
0.14999999,5.999352557503722,1.0,1.2498938,,50,0.6514132707853366,299.9676278751861
0.14999999,5.881742132898912,-0.5510204,-0.4334847,17.358779097341564,51,0.6581569877924932,299.9688487778445
0.14999999,5.771734540643162,-0.79591835,-1.0703979,17.198652664400093,52,0.6644647625778001,300.1301961134444
0.14999999,5.663323992147408,-0.63265306,-0.8269657,17.334024529631797,53,0.6706809637530156,300.15617158381264
0.14999999,5.558015356977427,-0.59183675,-0.56398505,17.383342307031555,54,0.6767193029256061,300.1328292767811
0.14999999,5.457260760801698,-0.75510204,-0.52479094,17.34348743268772,55,0.6824965160090768,300.1493418440934
0.14999999,5.35925122498637,-0.3877551,-0.57858306,17.39127324485666,56,0.6881163288425246,300.1180685992367
0.14999999,5.265582509694641,-0.18367347,-0.47403762,17.33986554664213,57,0.6934872414165917,300.1382030525946
0.14999999,5.181312411435824,-0.46938777,-0.2716893,16.98208318931676,58,0.6983192424635422,300.5161198632778
