LQGmu1_actor,Regret,Regret/t,ReturnMean,ReturnLastEpisode,LQGsigma_higher,Iteration,LQGmu1_higher
-0.81994516,0.02538627773207125,0.02538627773207125,0.993957208845638,17.334613722267928,0.14999999,1,-1.0
-1.0959566,0.18857610935227243,0.09428805467613621,0.9900064188832489,17.1968101683798,0.14999999,2,-0.9591837
-1.0173559,0.3539434291872574,0.11798114306241914,0.9886478702372464,17.194632680165014,0.14999999,3,-0.9183673
-0.72221357,0.3527435171387552,0.0881858792846888,0.9903563142611989,17.3611999120485,0.14999999,4,-0.877551
-0.81675106,0.3790429571607241,0.07580859143214483,0.9910660211334777,17.33370055997803,0.14999999,5,-0.8367347
-0.7999273,0.37730240513779734,0.06288373418963289,0.9918071253331631,17.361740552022926,0.14999999,6,-0.79591835
-0.6609851,0.34479176680294543,0.049255966686135064,0.9925885340202903,17.39251063833485,0.14999999,7,-0.75510204
-0.78893757,0.3491342699564228,0.04364178374455285,0.9929104481797847,17.355657496846522,0.14999999,8,-0.71428573
-0.41735598,0.3900180575463885,0.0433353397273765,0.9929280195110448,17.319116212410034,0.14999999,9,-0.67346936
-0.75584453,0.3900369164405184,0.03900369164405184,0.9931763938277491,17.35998114110587,0.14999999,10,-0.63265306
-0.7987317,0.4023613547613749,0.03657830497830681,0.9933154641640877,17.347675561679143,0.14999999,11,-0.59183675
-0.618624,0.3682200643729381,0.030685005364411506,0.9936533827199304,17.394141290388436,0.14999999,12,-0.5510204
-0.7860356,0.410750599430326,0.03159619995617892,0.9936011353236135,17.31746946494261,0.14999999,13,-0.5102041
-0.5844575,0.40137738515310417,0.028669813225221726,0.9937689327279114,17.36937321427722,0.14999999,14,-0.46938777
-0.26486748,0.7813106190425749,0.05208737460283833,0.9924261826489197,16.98006676611053,0.14999999,15,-0.42857143
-0.2509653,1.0770800693379776,0.0673175043336236,0.991552895393714,17.064230549704597,0.14999999,16,-0.3877551
-0.3436229,1.2295195612491732,0.07232468007348078,0.9912657866930341,17.207560508088804,0.14999999,17,-0.3469388
-0.5168203,1.1888545270767565,0.06604747372648648,0.991625718249628,17.400665034172416,0.14999999,18,-0.30612245
-0.29264462,1.4572626998791414,0.07669803683574428,0.9910150208236385,17.091591827197615,0.14999999,19,-0.26530612
-0.28405654,1.6488891141182158,0.08244445570591079,0.9906855243287895,17.168373585760925,0.14999999,20,-0.2244898
-0.32404172,1.8745172191080854,0.08926272471943264,0.9902945685367298,17.13437189501013,0.14999999,21,-0.18367347
-0.34689862,1.9519906084997167,0.08872684584089621,0.9903252955366458,17.282526610608368,0.14999999,22,-0.14285715
0.23621064,10.715335874317002,0.46588416844856534,0.9686993022678575,8.596654734182714,0.14999999,23,-0.10204082
-0.22309239,11.215119544382599,0.4672966476826083,0.968618311486089,16.860216329934403,0.14999999,24,-0.06122449
0.034494236,19.45687628345849,0.7782750513383396,0.950786981001242,9.118243260924109,0.14999999,25,-0.020408163
-0.10788674,20.8945751383735,0.8036375053220577,0.9493327118507995,15.92230114508499,0.14999999,26,0.020408163
-0.21745786,21.352001687892137,0.7908148773293384,0.9500679542815746,16.902573450481363,0.14999999,27,0.06122449
0.04879827,29.629029216070098,1.0581796148596463,0.9347374074048369,9.082972471822039,0.14999999,28,0.10204082
0.37844697,39.18836369369983,1.3513228859896491,0.9179287336015111,7.8006655223702674,0.14999999,29,0.14285715
0.15223396,47.654712530637916,1.5884904176879304,0.9043296778848665,8.893651163061909,0.14999999,30,0.18367347
-0.07352109,50.21196882543746,1.6197409298528214,0.9025377907194485,14.802743705200458,0.14999999,31,0.2244898
0.17513976,58.74659123224311,1.8358309760075973,0.8901473064215829,8.825377593194345,0.14999999,32,0.26530612
0.44505697,68.8053487513405,2.0850105682224394,0.8758594857670622,7.301242480902611,0.14999999,33,0.30612245
0.53236526,79.64107061668554,2.342384429902516,0.8611018102120119,6.5242781346549625,0.14999999,34,0.3469388
0.2708891,88.56452519448423,2.5304150055566925,0.8503202405070707,8.436545422201304,0.14999999,35,0.3877551
0.43686214,98.55748173981733,2.7377078261060372,0.8384341842829109,7.367043454666895,0.14999999,36,0.42857143
0.5233054,109.30612475251812,2.9542195879058952,0.8260195190420934,6.611356987299218,0.14999999,37,0.46938777
0.59645754,120.80055757747996,3.1789620415126305,0.8131329104637256,5.865567175038149,0.14999999,38,0.5102041
0.7413064,134.05923196241554,3.437416204164501,0.7983132910456137,4.101325615064428,0.14999999,39,0.5510204
0.4488948,144.14922599360185,3.6037306498400463,0.7887769122798141,7.270005968813693,0.14999999,40,0.59183675
0.61639494,155.86381953007793,3.8015565739043398,0.7774336826889716,5.645406463523921,0.14999999,41,0.63265306
1.0381176,173.22381953007795,4.124376655478047,0.7589233569106627,,0.14999999,42,0.67346936
0.76104635,186.75250453414162,4.343081500793991,0.7463829414682347,3.8313149959363386,0.14999999,43,0.71428573
0.7078797,199.57013574217063,4.535684903231151,0.7353391683927094,4.542368791970978,0.14999999,44,0.75510204
0.83586013,214.1865592572547,4.759701316827882,0.7224941905488601,2.7435764849159496,0.14999999,45,0.79591835
1.0543175,231.54655925725467,5.03362085341858,0.7067877951021458,,0.14999999,46,0.8367347
0.8723533,246.7305499549225,5.2495861692536705,0.6944044627721521,2.1760093023321563,0.14999999,47,0.877551
0.82468474,261.1780162069019,5.441208670977122,0.6834169340036055,2.9125337480206515,0.14999999,48,0.9183673
0.9007571,276.8205445514298,5.649398868396527,0.6714794226836857,1.717471655472079,0.14999999,49,0.9591837
0.93738735,293.0761049573212,5.861522099146424,0.6593163933975675,1.1044395941085743,0.14999999,50,1.0
-0.11135994,294.3471972045317,5.771513670677092,0.6644774271400751,16.08890775278949,0.14999999,51,-0.30612245
-0.5071535,294.3542000198795,5.66065769268999,0.6708338478962161,17.35299718465224,0.14999999,52,-0.5510204
