Regret,LQGmu1_actor,LQGsigma_higher,LQGmu1_higher,ReturnMean,Iteration,Regret/t,ReturnLastEpisode
0.1636321761572077,-1.0071009,0.14999999,-1.0,0.9860302651286004,1,0.1636321761572077,17.19636782384279
0.2953161684290997,-0.96603554,0.14999999,-0.9591837,0.9869462107675142,2,0.14765808421454985,17.228316007728107
0.28978726415016,-0.7716687,0.14999999,-0.9183673,0.9898740966332155,3,0.09659575471672,17.36552890427894
0.27644186753718714,-0.60307777,0.14999999,-0.877551,0.9914500879080104,4,0.06911046688429678,17.373345396612972
0.3645686574830016,-0.9164967,0.14999999,-0.8367347,0.991232010808681,5,0.07291373149660033,17.271873210054185
0.31066131369361827,-0.625404,0.14999999,-0.79591835,0.9924439859165363,6,0.05177688561560304,17.413907343789383
0.29219941863452803,-0.7358999,0.14999999,-0.75510204,0.9930193363480131,7,0.04174277409064686,17.37846189505909
0.24605150665184183,-0.64434004,0.14999999,-0.71428573,0.9936492867929195,8,0.03075643833148023,17.406147911982686
0.23182211241989137,-0.76702416,0.14999999,-0.67346936,0.9939358937791799,9,0.02575801249109904,17.37422939423195
0.18564027957823015,-0.6027256,0.14999999,-0.63265306,0.9943483928923265,10,0.018564027957823016,17.40618183284166
0.1644781872785721,-0.5887992,0.14999999,-0.59183675,0.9945554723348696,11,0.014952562479870191,17.381162092299657
0.12730814319225559,-0.62552553,0.14999999,-0.5510204,0.9948045291322999,12,0.010609011932687965,17.397170044086316
0.09051957605298,-0.57334584,0.14999999,-0.5102041,0.9950135869087288,13,0.006963044311767692,17.396788567139275
0.11015792346291065,-0.5722601,0.14999999,-0.46938777,0.9949616729871276,14,0.007868423104493618,17.34036165259007
0.3015822183161063,-0.31606624,0.14999999,-0.42857143,0.9942600068107181,15,0.020105481221073754,17.168575705146804
0.5653654166896231,-0.30003473,0.14999999,-0.3877551,0.9933867351752808,16,0.03533533854310145,17.096216801626483
8.648828376339234,0.015427768,0.14999999,-0.3469388,0.9662411347263247,17,0.508754610372896,9.276537040350389
9.149923447974261,-0.20689303,0.14999999,-0.30612245,0.9662655343782673,18,0.5083290804430145,16.85890492836497
9.134733481785185,-0.47574657,0.14999999,-0.26530612,0.967845444586597,19,0.48077544640974657,17.375189966189076
17.542176340092894,0.12924899,0.14999999,-0.2244898,0.9451199072818437,20,0.8771088170046447,8.952557141692292
18.30292904373144,-0.21035421,0.14999999,-0.18367347,0.9454376118290424,21,0.871568049701497,16.599247296361455
19.203564916285814,-0.14523563,0.14999999,-0.14285715,0.945361851239872,22,0.8728893143766279,16.459364127445625
20.725723850458238,-0.10806581,0.14999999,-0.10204082,0.9437432093875691,23,0.9011184282807929,15.837841065827577
28.967864591849313,0.01461374,0.14999999,-0.06122449,0.9262044519499012,24,1.2069943579937215,9.117859258608924
31.94683355562868,-0.06552735,0.14999999,-0.020408163,0.9221402900100258,25,1.2778733422251471,14.381031036220632
39.950731687876164,0.022037512,0.14999999,0.020408163,0.9073069608153753,26,1.5365666033798524,9.356101867752516
48.37896217373334,0.13779873,0.14999999,0.06122449,0.8926712492063087,27,1.7918134138419757,8.931769514142822
56.64954576798418,0.04682173,0.14999999,0.10204082,0.8794037807831253,28,2.023198063142292,9.089416405749159
64.94075005558422,0.06275636,0.14999999,0.14285715,0.8670105384854787,29,2.2393362088132487,9.068795712399963
76.2636730804831,0.58045155,0.14999999,0.18367347,0.8496489428889847,30,2.542122436016103,6.03707697510111
85.16146314270947,0.26563522,0.14999999,0.2244898,0.8378931208517506,31,2.7471439723454667,8.462209937773634
94.01109634074639,0.25548545,0.14999999,0.26530612,0.8269583279444767,32,2.9378467606483247,8.51036680196307
103.60906024736046,0.38401163,0.14999999,0.30612245,0.8153859809435632,33,3.1396684923442564,7.762036093385936
112.20576359649046,0.19362988,0.14999999,0.3469388,0.8061829405078074,34,3.300169517543837,8.763296650870009
123.37210141352983,0.56544286,0.14999999,0.3877551,0.7932960330708881,35,3.5249171832437094,6.193662182960627
132.5995672682592,0.32675934,0.14999999,0.42857143,0.7842132274651834,36,3.6833213130072,8.132534145270647
141.78375061776373,0.31940222,0.14999999,0.46938777,0.7756884598658509,37,3.8319932599395603,8.175816650495475
154.10598703458788,0.6683431,0.14999999,0.5102041,0.762877252784603,38,4.055420711436523,5.037763583175846
165.25553229561942,0.5638096,0.14999999,0.5510204,0.7524471708191905,39,4.237321340913319,6.210454738968474
176.71169686228433,0.59292364,0.14999999,0.59183675,0.7420990583969548,40,4.417792421557108,5.903835433335094
187.57610294382454,0.53531605,0.14999999,0.63265306,0.7330833198928387,41,4.575026901068891,6.495593918459784
198.69910664558697,0.5612184,0.14999999,0.67346936,0.7241438583366276,42,4.730931110609213,6.236996298237569
212.91575523778369,0.8091683,0.14999999,0.71428573,0.7114948858041075,43,4.951529191576364,3.1433514078032907
224.2894293402822,0.58523345,0.14999999,0.75510204,0.7031257436662294,44,5.097487030460959,5.986325897501476
237.46069668403726,0.73480266,0.14999999,0.79591835,0.6928380521355284,45,5.276904370756384,4.1887326562449285
254.82069668403727,1.0488552,0.14999999,0.8367347,0.6777763553499735,46,5.539580362696462,
269.6299168212214,0.84843254,0.14999999,0.877551,0.6664675033900774,47,5.736806740877051,2.5507798628158995
286.60704303327566,0.9787479,0.14999999,0.9183673,0.6530401339912132,48,5.970980063193243,0.38287378794571664
300.8880672197972,0.8135256,0.14999999,0.9591837,0.6433157797933472,49,6.1405728004040245,3.0789758134784124
316.595748072446,0.90472054,0.14999999,1.0,0.6323443256049931,50,6.33191496144892,1.65231914735121
