LQGmu1_higher,ReturnMean,Regret,Regret/t,ReturnLastEpisode,LQGsigma_higher,Iteration,LQGmu1_actor
-1.0,0.9856342481005114,0.1705387131270797,0.1705387131270797,17.18946128687292,0.14999999,1,-1.221085
-0.9591837,0.9904115846661656,0.17444392684413756,0.08722196342206878,17.35609478628294,0.14999999,2,-0.78281355
-0.9183673,0.9913588425264482,0.21210535901622052,0.07070178633874018,17.322338567827916,0.14999999,3,-0.8403908
-0.877551,0.9912311898153698,0.29171219847978946,0.07292804961994737,17.28039316053643,0.14999999,4,-0.9053939
-0.8367347,0.9918900379162281,0.30718869370489443,0.06143773874097889,17.344523504774894,0.14999999,5,-0.8018385
-0.79591835,0.992576963817815,0.2967465061038155,0.04945775101730258,17.37044218760108,0.14999999,6,-0.7288306
-0.75510204,0.9932194665163153,0.2677675276881999,0.03825250395545713,17.388978978415615,0.14999999,7,-0.63596374
-0.71428573,0.9937125710931867,0.23722208107856702,0.029652760134820877,17.390545446609632,0.14999999,8,-0.681883
-0.67346936,0.9940039167620522,0.22114522502825906,0.024571691669806564,17.376076856050307,0.14999999,9,-0.5966437
-0.63265306,0.994257338985886,0.20152008086146367,0.020152008086146367,17.379625144166795,0.14999999,10,-0.7109102
-0.59183675,0.994547414989422,0.1660239084292634,0.01509308258447849,17.3954961724322,0.14999999,11,-0.57157683
-0.5510204,0.9945902802258814,0.17214615432752822,0.014345512860627352,17.353877754101735,0.14999999,12,-0.57745254
-0.5102041,0.9942165442547117,0.2712250865717394,0.020863468197826106,17.26092106775579,0.14999999,13,-0.3197755
-0.46938777,0.9943910058072006,0.24949202211385924,0.017820858722418516,17.38173306445788,0.14999999,14,-0.680081
-0.42857143,0.9946826509180065,0.19101851984949292,0.012734567989966195,17.418473502264366,0.14999999,15,-0.4944961
-0.3877551,0.9946907302307367,0.20149863641520582,0.012593664775950364,17.349519883434287,0.14999999,16,-0.4517347
-0.3469388,0.9944008088604797,0.30004818904496844,0.01764989347323344,17.261450447370237,0.14999999,17,-0.43599865
-0.30612245,0.9917680617677793,1.1441700498587117,0.06356500276992844,16.515878139186256,0.14999999,18,-0.1877706
-0.26530612,0.9920096945980723,1.127667597982775,0.059350926209619737,17.376502451875936,0.14999999,19,-0.45081472
-0.2244898,0.9907185550342785,1.6373680040437044,0.08186840020218522,16.85029959393907,0.14999999,20,-0.22598591
-0.18367347,0.99001568104055,1.9766569757090053,0.09412652265280978,17.0207110283347,0.14999999,21,-0.2686229
-0.14285715,0.988154611842947,2.784838528098124,0.12658356945900565,16.55181844761088,0.14999999,22,-0.14475363
-0.10204082,0.967543409500799,11.178987581039571,0.4860429383060683,8.965850947058552,0.14999999,23,0.12347142
-0.06122449,0.9488173887130026,19.50299378028571,0.812624740845238,9.035993800753861,0.14999999,24,0.086839646
-0.020408163,0.9309509545935758,28.105383797201014,1.1242153518880407,8.757609983084695,0.14999999,25,0.19523606
0.020408163,0.9316361752504277,28.918892694446118,1.112265103632543,16.546491102754896,0.14999999,26,-0.15316784
0.06122449,0.9310126301327758,30.32477272307854,1.1231397304843904,15.954119971367577,0.14999999,27,-0.11186151
0.10204082,0.928239228637093,32.80221987193477,1.1715078525690987,14.882552851143773,0.14999999,28,-0.07141688
0.14285715,0.9284581636598573,33.862999147390525,1.167689625772087,16.299220724544238,0.14999999,29,-0.13285623
0.18367347,0.9229945489586353,37.88925198484202,1.2629750661614005,13.333747162548509,0.14999999,30,-0.042727694
0.2244898,0.9099542955357274,46.202309661564314,1.4903970858569133,9.046942323277706,0.14999999,31,0.079615355
0.26530612,0.8971925091601587,54.81480448789863,1.712962640246832,8.747505173665683,0.14999999,32,0.198058
0.30612245,0.8854632216562055,63.27820667242058,1.9175214143157753,8.89659781547805,0.14999999,33,0.15116724
0.3469388,0.8742857596325411,71.82351596828843,2.112456352008483,8.814690704132154,0.14999999,34,0.17845929
0.3877551,0.8624571121437624,81.15617874744737,2.318747964212782,8.02733722084107,0.14999999,35,0.34398526
0.42857143,0.8523172740571853,89.8411226559368,2.495586740442689,8.675056091510562,0.14999999,36,0.21721956
0.46938777,0.837488108393696,101.9056734157158,2.7542073896139403,5.295449240220998,0.14999999,37,0.6468229
0.5102041,0.8271459299853454,111.5138492801119,2.9345749810555763,7.751824135603902,0.14999999,38,0.38546926
0.5510204,0.8149637347389704,122.73426617994184,3.1470324661523548,6.1395831001700545,0.14999999,39,0.57067096
0.59183675,0.8048861412677756,132.91142785159974,3.3227856962899933,7.182838328342088,0.14999999,40,0.459435
0.63265306,0.7936226832344837,144.28803658001468,3.5192204043906017,5.983391271585055,0.14999999,41,0.58550876
0.67346936,0.7798773993621572,157.87540251520707,3.7589381551239778,3.7726340648076033,0.14999999,42,0.76526904
0.71428573,0.7649080521096459,172.86015356193428,4.020003571207774,2.3752489532727776,0.14999999,43,0.85971916
0.75510204,0.7523250251178797,186.53586872554376,4.239451561944176,3.6842848363905203,0.14999999,44,0.7715831
0.79591835,0.7416401314442194,199.1608248425765,4.425796107612811,4.735043882967269,0.14999999,45,0.69277084
0.8367347,0.7305566359745584,212.47824435577004,4.619092268603697,4.042580486806451,0.14999999,46,0.74564564
0.877551,0.7163831297484189,228.7150762078158,4.8662782171875705,1.1231681479542397,0.14999999,47,0.9362895
0.9183673,0.7040229445254137,243.92831267888548,5.081839847476781,2.1467635289303093,0.14999999,48,0.8741925
0.9591837,0.6918691079753125,259.39633508861675,5.293802756910546,1.8919775902687086,0.14999999,49,0.8900543
1.0,0.6819912197765764,273.3036563548252,5.466073127096504,3.452678733791552,0.14999999,50,0.7878951
-0.42857143,0.6881480659722816,273.2935842016137,5.358697729443406,17.37007215321147,0.14999999,51,-0.48858267
-0.59183675,0.6940369836100367,273.31174030372966,5.255995005840955,17.34184389788408,0.14999999,52,-0.3940916
-0.71428573,0.6997171939147954,273.3174033206763,5.156932138125968,17.354336983053372,0.14999999,53,-0.7866789
-0.75510204,0.7052125634643244,273.299016231838,5.061092893182185,17.378387088838345,0.14999999,54,-0.642545
-0.46938777,0.7103816773387986,273.4018950966245,4.970943547211355,17.257121135213488,0.14999999,55,-0.41646945
-0.63265306,0.7154892843765106,273.3845453065249,4.881866880473659,17.37734979009962,0.14999999,56,-0.6150149
-0.26530612,0.72014435592718,273.63889865990916,4.800682432629985,17.10564664661575,0.14999999,57,-0.2611763
-0.67346936,0.7248455151186897,273.68426454714324,4.718694216330056,17.314634112765937,0.14999999,58,-0.8582076
-0.79591835,0.7294655691065821,273.64910801209146,4.6381204747812115,17.39515653505177,0.14999999,59,-0.52650416
-0.9591837,0.7337395284739763,273.81495740483126,4.563582623413854,17.194150607260195,0.14999999,60,-1.1324279
-0.5510204,0.7380375572673593,273.8061250766925,4.488625001257255,17.368832328138737,0.14999999,61,-0.5078747
-0.3877551,0.7422047506693852,273.78884719620726,4.4159491483259234,17.377277880485238,0.14999999,62,-0.5938584
-0.8367347,0.7461627543176,273.8560585761666,4.3469215647010575,17.292788620040625,0.14999999,63,-0.8947451
-0.9183673,0.7499171993104482,274.0124188176502,4.281444044025784,17.203639758516417,0.14999999,64,-1.00661
-0.877551,0.7536155815883062,274.10137671149613,4.21694425709994,17.271042106154074,0.14999999,65,-0.90411043
-0.3469388,0.7572975090659164,274.08027516476756,4.152731441890418,17.381101546728555,0.14999999,66,-0.6580695
-0.5102041,0.760851523743487,274.08021153621024,4.090749425913586,17.360063628557327,0.14999999,67,-0.50877005
-1.0,0.7641608877199704,274.2463200351327,4.033034118163717,17.19389150107754,0.14999999,68,-1.2129511
-0.18367347,0.7673305018254051,274.46516732338046,3.977756048164934,17.141152711752245,0.14999999,69,-0.3237424
-0.2244898,0.7677619274789134,277.91623893374236,3.970231984767748,13.90892838963808,0.14999999,70,-0.030333176
-0.14285715,0.7709845561422844,277.89608320237755,3.914029340878557,17.38015573136478,0.14999999,71,-0.4414202
0.020408163,0.7674532791566878,286.24426642853,3.975614811507361,9.011816773847569,0.14999999,72,0.10097813
-0.30612245,0.7703938857068687,286.47613622887104,3.924330633272206,17.128130199658962,0.14999999,73,-0.28959236
0.14285715,0.7662981523568042,295.6862564944025,3.9957602228973315,8.149879734468517,0.14999999,74,0.32383102
0.06122449,0.7626719787241234,304.42505182884634,4.059000691051285,8.621204665556174,0.14999999,75,0.23043232
0.10204082,0.7616377811383062,309.8548193680432,4.077037096947937,11.930232460803158,0.14999999,76,-0.017453507
0.18367347,0.7585358900593379,318.0973239571162,4.131134077365146,9.117495410926967,0.14999999,77,0.0336892
0.2244898,0.7552549641410232,326.69156717968303,4.188353425380551,8.765756777433182,0.14999999,78,0.19293088
-0.06122449,0.7576895580096913,327.5256345565676,4.145894108310982,16.525932623115477,0.14999999,79,-0.14100808
-0.10204082,0.754703081219542,335.8382610824948,4.197978263531185,9.047373474072762,0.14999999,80,0.0793174
0.30612245,0.7509647744943296,345.31712095832984,4.2631743328188865,7.8811401241649595,0.14999999,81,0.36658323
0.3469388,0.7468408629967017,355.47781864567656,4.335095349337519,7.199302312653298,0.14999999,82,0.4574628
-0.020408163,0.7438346578682116,364.1644560426061,4.387523566778387,8.673362603070485,0.14999999,83,0.21764728
0.26530612,0.7394541533603232,374.9692434932607,4.463919565395961,6.555212549345393,0.14999999,84,0.52916455
0.42857143,0.7360387497844865,384.49615731947694,4.523484203758552,7.833086173783766,0.14999999,85,0.37371275
0.3877551,0.7319464231501459,395.1574767024848,4.594854380261451,6.698680616992129,0.14999999,86,0.5140598
0.5102041,0.7274638197954694,406.5536955007298,4.67303098276701,5.963781201754974,0.14999999,87,0.5873452
0.59183675,0.7240442961025015,416.4747378855684,4.732667475972368,7.438957615161398,0.14999999,88,0.42772645
0.5510204,0.7208776359341583,426.12256860843644,4.787894029308275,7.712169277131977,0.14999999,89,0.391078
0.63265306,0.7161936132311804,438.2625046723388,4.869583385248209,5.22006393609764,0.14999999,90,0.653192
0.46938777,0.7134671877284482,447.4590343874431,4.917132246015859,8.163470284895695,0.14999999,91,0.321518
0.79591835,0.7081577542752334,460.895046420473,5.009728765439924,3.9239879669701243,0.14999999,92,0.75432944
0.8367347,0.7021897838467048,475.5843457833519,5.113810169713462,2.670700637121074,0.14999999,93,0.8406345
0.67346936,0.6961301685610776,490.63204686771167,5.2194898602948046,2.3122989156402585,0.14999999,94,0.8637309
0.75510204,0.6909229346079596,504.4788819415323,5.310304020437182,3.5131649261793956,0.14999999,95,0.7836678
1.0,0.6864873847195626,517.2153610071192,5.387660010490825,4.623520934413088,0.14999999,96,0.7015557
0.71428573,0.6829883579891972,528.5222545568346,5.448683036668398,6.053106450284577,0.14999999,97,0.578933
0.9183673,0.6770376730621904,544.141372215949,5.552462981795398,1.7408823408855758,0.14999999,98,0.89932865
-0.42857143,0.680126425004242,544.3609196446758,5.498595147926019,17.140452571273194,0.14999999,99,-0.25135767
0.9591837,0.6733251607541996,561.7209196446759,5.617209196446758,,0.14999999,100,1.0986849
-0.75510204,0.6765066159691948,561.7341863672215,5.561724617497243,17.346733277454423,0.14999999,101,-0.77557886
-0.79591835,0.6795457221940403,561.8897057034653,5.508722604935935,17.204480663756133,0.14999999,102,-1.033616
-0.63265306,0.6825528106311027,561.9967352071375,5.456278982593568,17.252970496327844,0.14999999,103,-0.9483061
-0.71428573,0.6855688456368665,561.982650537677,5.4036793320930485,17.37408466946039,0.14999999,104,-0.66930115
-0.59183675,0.6885271164675708,561.9691443245844,5.352087088805566,17.373506213092643,0.14999999,105,-0.6098211
-0.3877551,0.6913717603282593,562.0625089867667,5.302476499875158,17.266635337817632,0.14999999,106,-0.4091744
-0.5510204,0.6942271991631767,562.0365081855794,5.2526776465942,17.386000801187418,0.14999999,107,-0.5464713
-0.67346936,0.6970027825615167,562.0613189897324,5.204271472127152,17.335189195846965,0.14999999,108,-0.80661315
-0.3469388,0.6997219722785666,562.0965195773364,5.156848803461802,17.324799412396047,0.14999999,109,-0.49097502
-0.46938777,0.7023415050804239,562.228056653715,5.11116415139741,17.228462923621358,0.14999999,110,-0.3526776
-0.8367347,0.7049350277533422,562.3185758739706,5.065933115981718,17.26948077974436,0.14999999,111,-0.9235165
-0.5102041,0.707556036100561,562.2649458054967,5.02022273040622,17.41363006847396,0.14999999,112,-0.64243567
-0.877551,0.7101024614691791,562.26687713346,4.975813071977521,17.35806867203675,0.14999999,113,-0.7866537
-0.9591837,0.7125208676719816,562.4345117292734,4.933636067800643,17.192365404186578,0.14999999,114,-1.1066282
-0.9183673,0.7148988321475676,562.598902244839,4.892164367346426,17.195609484434378,0.14999999,115,-1.0121989
-0.26530612,0.7171544880382102,562.9277845191799,4.85282572861362,17.03111772565913,0.14999999,116,-0.2792564
-1.0,0.7195444042822278,562.9040339502006,4.811145589317954,17.3837505689793,0.14999999,117,-0.72263145
-0.18367347,0.721770317706241,563.134427785973,4.772325659203161,17.1296061642276,0.14999999,118,-0.29451442
-0.14285715,0.7239077955571563,563.4707174125006,4.735048045483198,17.023710373472415,0.14999999,119,-0.24381149
0.877551,0.71787523059418,580.8307174125006,4.840255978437505,,0.14999999,120,1.059737
-0.30612245,0.7198855981823016,581.4286152917806,4.805195167700666,16.76210212072002,0.14999999,121,-0.19423918
-0.2244898,0.7221344682455588,581.4489346032901,4.76597487379746,17.339680688490457,0.14999999,122,-0.40915495
0.10204082,0.7202929609442036,590.1651636193707,4.7980907611330945,8.643770983919413,0.14999999,123,0.22499001
-0.06122449,0.722173051843138,590.8974450061044,4.765301975855681,16.627718613266264,0.14999999,124,-0.16872248
0.020408163,0.7239868205771447,591.7087311418252,4.733669849134602,16.548713864279154,0.14999999,125,-0.16969496
0.06122449,0.7256959536079329,592.6866837037844,4.703862569077654,16.3820474380408,0.14999999,126,-0.15188064
0.14285715,0.7237929440991068,601.6054839737709,4.737051054911582,8.44119973001353,0.14999999,127,0.2699439
0.18367347,0.7255741487868693,602.3663161800965,4.705986845157004,16.599167793674393,0.14999999,128,-0.17178708
-0.71428573,0.7276738768579732,602.3484188000066,4.66936758759695,17.377897380089944,0.14999999,129,-0.5996597
-0.75510204,0.7297444332438549,602.3234209495328,4.633257084227175,17.384997850473777,0.14999999,130,-0.48436806
-0.59183675,0.731780760873842,602.3044024771859,4.597743530360198,17.3790184723468,0.14999999,131,-0.56618345
-0.5510204,0.7337931187003082,602.269537302395,4.562648009866629,17.394865174790993,0.14999999,132,-0.72219867
-0.5102041,0.7357695816386893,602.2477399974275,4.528178496221259,17.38179730496743,0.14999999,133,-0.50074965
-0.67346936,0.7377268018144016,602.2019732318162,4.4940445763568375,17.40576676561134,0.14999999,134,-0.64842343
-0.63265306,0.7396260890411744,602.2243359614594,4.460921007121921,17.337637270356808,0.14999999,135,-0.8287058
-0.3877551,0.741451842466577,602.3548619640743,4.4290798673828995,17.22947399738506,0.14999999,136,-0.3292343
-0.79591835,0.7432703954726713,602.4389095050562,4.397364302956615,17.275952459018097,0.14999999,137,-0.8799937
-0.3469388,0.74509938502467,602.4344080734265,4.365466725169758,17.36450143162972,0.14999999,138,-0.59076256
-0.42857143,0.7468735130161939,602.4991046866636,4.33452593299758,17.295303386762896,0.14999999,139,-0.41095382
-0.877551,0.7485806714011453,602.6654327069641,4.304753090764029,17.193671979699538,0.14999999,140,-1.118724
-0.8367347,0.7502663699065357,602.824985745033,4.275354508830022,17.200446961931114,0.14999999,141,-1.0819588
