LQGmu1_actor,ReturnLastEpisode,Regret,ReturnMean,LQGmu1_higher,LQGsigma_higher,Iteration,Regret/t
-1.0529442,17.202588833241986,0.15741116675801337,0.9863869743831414,-1.0,0.14999999,1,0.15741116675801337
-1.2786112,17.183450382752152,0.3339607840058605,0.9858382802750613,-0.9591837,0.14999999,2,0.16698039200293024
-1.0569916,17.197219025299447,0.49674175870641335,0.985918544367232,-0.9183673,0.14999999,3,0.16558058623547112
-0.8829446,17.30555230300286,0.5511894557035539,0.9875116190409466,-0.877551,0.14999999,4,0.13779736392588848
-0.8613111,17.307995577424546,0.6031938782790078,0.9884954830472589,-0.8367347,0.14999999,5,0.12063877565580157
-0.4243852,17.319092380652013,0.6441014976269948,0.9892574398162557,-0.79591835,0.14999999,6,0.10735024960449913
-0.78271216,17.362286830299162,0.6418146673278322,0.99015551550354,-0.75510204,0.14999999,7,0.09168780961826174
-0.8832048,17.29425277723627,0.7075618900915615,0.9903414428749171,-0.71428573,0.14999999,8,0.08844523626144518
-0.60826784,17.381079875035223,0.6864820150563382,0.9910392328296614,-0.67346936,0.14999999,9,0.07627577945070424
-0.5025774,17.357751895562373,0.6887301194939646,0.9914637034432685,-0.63265306,0.14999999,10,0.06887301194939646
-0.5923575,17.392870848914313,0.6558592705796507,0.9919940613501894,-0.59183675,0.14999999,11,0.059623570052695515
-0.7292663,17.36039803431814,0.6554612362615089,0.9922808618297901,-0.5510204,0.14999999,12,0.054621769688459075
-0.6166972,17.41809921656541,0.5973620196960994,0.9927780433146783,-0.5102041,0.14999999,13,0.04595092459200764
-0.18795198,16.681914224314056,1.2754477953820427,0.9901890244291364,-0.46938777,0.14999999,14,0.09110341395586019
-0.6605222,17.424028434419153,1.2114193609628892,0.990782036081946,-0.42857143,0.14999999,15,0.08076129073085928
-0.22328618,16.950275982049142,1.6211433789137466,0.9896031272257964,-0.3877551,0.14999999,16,0.10132146118210916
-0.41014114,17.328425231774037,1.6527181471397085,0.9898383764599982,-0.3469388,0.14999999,17,0.09721871453762991
-0.36806315,17.319696331518273,1.6930218156214352,0.9900196807606351,-0.30612245,0.14999999,18,0.09405676753452417
-0.1601458,16.533105786954827,2.519916028666607,0.9878080757222761,-0.26530612,0.14999999,19,0.13262715940350564
0.006475419,10.237979996563023,9.641936032103583,0.9677696788070426,-0.2244898,0.14999999,20,0.48209680160517915
-0.28631854,17.117428381695618,9.884507650407965,0.9684236903385541,-0.18367347,0.14999999,21,0.4706908404956174
-0.048850358,14.70368958409284,12.540818066315124,0.962727225640338,-0.14285715,0.14999999,22,0.5700371848325057
-0.027421914,12.318825846259147,17.581992220055977,0.9515805937872557,-0.10204082,0.14999999,23,0.7644344443502599
0.22991121,8.62338877102782,26.318603449028156,0.9325339176007544,-0.06122449,0.14999999,24,1.09660847704284
-0.060682304,14.454290908993215,29.22431254003494,0.9283846042659748,-0.020408163,0.14999999,25,1.1689725016013977
0.22807434,8.631048134666921,37.95326440536802,0.9117121021405962,0.020408163,0.14999999,26,1.4597409386680007
-0.14467819,16.212739274378055,39.100525130989965,0.9123757111557297,0.06122449,0.14999999,27,1.4481675974440729
0.14326327,8.917785912335543,47.54273921865442,0.8980530405908943,0.10204082,0.14999999,28,1.6979549720948006
0.09167035,9.028142596200858,55.87459662245356,0.8849363401169456,0.14285715,0.14999999,29,1.9267102283604676
0.028835237,9.097082866065836,64.13751375638772,0.8728258529121029,0.18367347,0.14999999,30,2.137917125212924
0.003459707,9.713455197030616,71.7840585593571,0.8626367665001533,0.2244898,0.14999999,31,2.315614792237326
0.25304943,8.521645619676393,80.62241293968071,0.8509489447038405,0.26530612,0.14999999,32,2.5194504043650223
0.52909964,6.555837960310007,91.42657497937071,0.8365537688014827,0.30612245,0.14999999,33,2.7705022721021426
0.065517336,9.065571202385325,99.72100377698538,0.8272379186167947,0.3469388,0.14999999,34,2.9329706993230995
