LQGmu1_higher,Regret/t,LQGsigma_higher,ReturnMean,Iteration,LQGmu1_actor,Regret,ReturnLastEpisode
-1.0,0.16059638660808773,0.14999999,0.9862043356302701,1,-1.0095,0.16059638660808773,17.19940361339191
-0.9591837,0.10775255649602755,0.14999999,0.9892343717605487,2,-0.8653298,0.2155051129920551,17.305091273616032
-0.9183673,0.07967637128069545,0.14999999,0.9908442447660151,3,-0.82376593,0.23902911384208636,17.336475999149968
-0.877551,0.08600056334015971,0.14999999,0.990481619074532,4,-0.9320258,0.34400225336063883,17.255026860481447
-0.8367347,0.07411278767534171,0.14999999,0.991163257587423,5,-0.8305272,0.37056393837670853,17.33343831498393
-0.79591835,0.07793088401772212,0.14999999,0.9909443300448553,6,-0.925706,0.4675853041063327,17.262978634270375
-0.75510204,0.0714835514425499,0.14999999,0.9913140165457252,7,-0.8319929,0.5003848600978493,17.327200444008483
-0.71428573,0.06254002968576389,0.14999999,0.9918268331602198,8,-0.7860575,0.5003202374861111,17.360064622611738
-0.67346936,0.05840078969468484,0.14999999,0.9920641749028276,9,-0.46992633,0.5256071072521635,17.334713130233947
-0.63265306,0.07517669615723221,0.14999999,0.991102253660709,10,-0.30129272,0.7517669615723221,17.13384014567984
-0.59183675,0.06601971652274585,0.14999999,0.9916273098324112,11,-0.7565891,0.7262168817502044,17.385550079822117
-0.5510204,0.056520507688947084,0.14999999,0.992171989238019,12,-0.5604195,0.678246092267365,17.40797078948284
-0.5102041,0.060693862750589196,0.14999999,0.9919326913560441,13,-0.32105047,0.7890202157576596,17.249225876509705
-0.46938777,0.058152971687866185,0.14999999,0.992078384650925,14,-0.43575448,0.8141416036301266,17.334878612127532
-0.42857143,0.05289763214013258,0.14999999,0.9923797229277446,15,-0.52095145,0.7934644821019887,17.380677121528137
-0.3877551,0.053413377439015974,0.14999999,0.9923501503762031,16,-0.37801218,0.8546140390242556,17.298850443077733
-0.3469388,0.05823904101143723,0.14999999,0.992073449483289,17,-0.36576694,0.990063697194433,17.224550341829822
-0.30612245,0.05945954010082745,0.14999999,0.9920034667373377,18,-0.4318956,1.070271721814894,17.27979197537954
-0.26530612,0.07275311478398568,0.14999999,0.9912412204825695,19,-0.2613531,1.382309180895728,17.047962540919166
-0.2244898,0.12777092623538505,0.14999999,0.9880865294589801,20,-0.14115787,2.555418524707701,16.186890656188027
-0.18367347,0.1725681412321429,0.14999999,0.9855178818100835,21,-0.14628488,3.623930965875001,16.2914875588327
-0.14285715,0.3134558591668645,0.14999999,0.9774394576165789,22,-0.047754005,6.89602890167102,14.08790206420398
-0.10204082,0.32251306011084724,0.14999999,0.9769201227000661,23,-0.21063834,7.417800382549487,16.838228519121532
-0.06122449,0.46857445383297364,0.14999999,0.9685450427848066,24,-0.028925326,11.245786891991367,13.53201349055812
-0.020408163,0.7841524692870911,0.14999999,0.9504499730913365,25,0.106195696,19.603811732177277,9.00197515981409
0.020408163,1.0725171068637842,0.14999999,0.933915303505517,26,0.053731866,27.88544477845839,9.078366953718888
0.06122449,1.0645604093376355,0.14999999,0.9343715361618329,27,-0.16450073,28.74313105211616,16.50231372634223
0.10204082,1.1622309920076224,0.14999999,0.9287711587151594,28,-0.05184173,32.54246777621343,13.560663275902728
0.14285715,1.4069905394760411,0.14999999,0.9147367809933463,29,0.043004163,40.80272564480519,9.099742131408233
0.18367347,1.6533742186012959,0.14999999,0.9006092764563477,30,0.24424732,49.601226558038874,8.561499086766318
0.2244898,1.8781145347832304,0.14999999,0.8877227904367414,31,0.20021708,58.221550578280144,8.739675979758728
0.26530612,2.0829403481295747,0.14999999,0.8759781910476162,32,0.13950585,66.65409114014639,8.927459438133747
0.30612245,2.329854203844274,0.14999999,0.8618202864768192,33,0.46583742,76.88518872686105,7.128902413285351
0.3469388,2.547157894601335,0.14999999,0.8493602124655198,34,0.400835,86.60336841644539,7.641820310415649
0.3877551,2.831766933863115,0.14999999,0.8330408868197756,35,0.6834748,99.11184268520901,4.8515257312363795
0.42857143,3.0082148716081334,0.14999999,0.8229234591967814,36,0.31935224,108.2957353778928,8.176107307316219
0.46938777,3.218809111228426,0.14999999,0.8108481014203885,37,0.52868843,119.09593711545176,6.5597982624410305
0.5102041,3.4197936153605415,0.14999999,0.799323760587125,38,0.5344756,129.95215738370058,6.503779731751169
0.5510204,3.6511413205312238,0.14999999,0.7860584105199987,39,0.67814124,142.39451150071773,4.917645882982839
0.59183675,3.8075630587040967,0.14999999,0.7770892741568752,40,0.42605,152.30252234816388,7.451989152553847
0.63265306,3.9766307003470867,0.14999999,0.767395028649823,41,0.52232784,163.04185871423056,6.620663633933318
0.67346936,4.201943575364593,0.14999999,0.7544757124217549,42,0.7546031,176.48163016531294,3.9202285489176205
0.71428573,4.426575506087968,0.14999999,0.7415954411646807,43,0.78466797,190.34274676178262,3.4988834035303045
0.75510204,4.572702833705591,0.14999999,0.7332165806361473,44,0.5344713,201.19892468304602,6.503822078736619
0.79591835,4.7885483430744475,0.14999999,0.7208401179429789,45,0.8138446,215.48467543835014,3.0742492446958876
0.8367347,4.984257598202303,0.14999999,0.7096182569838128,46,0.7797575,229.27584951730594,3.5688259210442057
0.877551,5.1964823086040814,0.14999999,0.6974494089103164,47,0.8580611,244.23466850439183,2.401181012914104
0.9183673,5.37289612054757,0.14999999,0.687333938041997,48,0.7707734,257.8990137862834,3.6956547181084645
0.9591837,5.61753089359762,0.14999999,0.6733067148166502,49,1.2839633,275.2590137862834,
1.0,5.813199088175993,0.14999999,0.6620872082467893,50,0.8859056,290.65995440879965,1.9590593774837286
-0.5510204,5.698600310415009,0.14999999,0.6686582390817081,51,-0.5980728,290.62861583116546,17.39133857763416
-0.59183675,5.5884412566985775,0.14999999,0.6749746985837971,52,-0.7183442,290.598945348326,17.38967048283944
-0.42857143,5.4836246931439065,0.14999999,0.680984822640831,53,-0.44597077,290.63210873662706,17.32683661169894
-0.71428573,5.381917161979142,0.14999999,0.6868166764920216,54,-0.7464653,290.62352674687367,17.368581989753388
-0.9183673,5.286710487504549,0.14999999,0.692275774799051,55,-0.9836503,290.7690768127502,17.214449934123454
-0.46938777,5.191745059380905,0.14999999,0.6977210401731132,56,-0.5283575,290.73772332533065,17.391353487419526
-0.67346936,5.100342214750706,0.14999999,0.7029620289707161,57,-0.72619694,290.7195062407902,17.378217084540406
-0.8367347,5.01242477817163,0.14999999,0.7080031663892412,58,-0.79167503,290.72063713395454,17.35886910683567
-0.75510204,4.9283391737879,0.14999999,0.7128245886589505,59,-0.8747895,290.7720112534861,17.308625880468465
-0.9591837,4.84823428086156,0.14999999,0.7174177591249102,60,-0.95871717,290.8940568516936,17.237954401792475
-0.3877551,4.769318960630818,0.14999999,0.7219427201473152,61,-0.46853453,290.9284565984799,17.325600253213732
-0.30612245,4.736324679136822,0.14999999,0.7238345940861911,62,-0.06726381,293.65213010648296,14.636326491996957
-0.79591835,4.660480938986264,0.14999999,0.7281834323975763,63,-0.63531876,293.6102991561346,17.401830950348376
-0.877551,4.590157804804285,0.14999999,0.7322157222015888,64,-1.0001546,293.77009950747424,17.200199648660345
-0.5102041,4.519017529129919,0.14999999,0.7362948664489722,65,-0.69721955,293.7361393934448,17.39396011402947
-0.3469388,4.574274127254028,0.14999999,0.7331264835290119,66,0.017464459,301.90209239876583,9.19404699467892
-1.0,4.5083838741997875,0.14999999,0.7369045943692779,67,-1.0867758,302.06171957138577,17.200372827380036
-0.63265306,4.44300648579631,0.14999999,0.7406532978327801,68,-0.39126778,302.1244410341491,17.2972785372367
-0.26530612,4.4022711263434795,0.14999999,0.7429890409206718,69,-0.089556426,303.75670771770007,15.727733316449015
-0.10204082,4.349186279113338,0.14999999,0.7460328968398312,70,-0.20235214,304.44303953793366,16.67366817976639
0.06122449,4.302672360087454,0.14999999,0.7486999793527832,71,-0.12111965,305.48973756620927,16.31330197172441
-0.18367347,4.270486961229467,0.14999999,0.7505454724065671,72,-0.085937046,307.4750612085216,15.374676357687658
-0.2244898,4.324483775080254,0.14999999,0.7474493248233798,73,0.01416491,315.6873155808585,9.147745627663083
-0.14285715,4.378721247370973,0.14999999,0.7443393780177193,74,0.09531185,324.025372305452,9.021943275406562
0.10204082,4.387316541995421,0.14999999,0.7438465285553083,75,-0.013273008,329.04874064965657,12.336631655795394
-0.06122449,4.345305579839454,0.14999999,0.7462554140000313,76,-0.122512326,330.2432240677985,16.165516581858075
0.14285715,4.397708251989546,0.14999999,0.7432506736244526,77,0.117155194,338.62353540319504,8.979688664603461
0.020408163,4.449978409656586,0.14999999,0.7402535315563884,78,0.15524583,347.09831595321367,8.885219449981351
-0.020408163,4.4378632031159375,0.14999999,0.7409482108305081,79,-0.045806244,350.59119304615905,13.867122907054643
0.26530612,4.524041472357091,0.14999999,0.7360067963097997,80,0.5813215,361.92331778856726,6.027875257591774
0.2244898,4.593029897568229,0.14999999,0.7320510379834729,81,0.45159158,372.03542170302654,7.247896085540708
0.18367347,4.6229530409974915,0.14999999,0.7303352614106942,82,-0.004573405,379.0821493617943,10.313272341232256
0.42857143,4.690735072845454,0.14999999,0.7264486770157421,83,0.46792692,389.3310110461727,7.111138315621582
0.3469388,4.762634002615285,0.14999999,0.7223260319601325,84,0.5213711,400.06125621968397,6.629754826488709
0.59183675,4.8693283498934266,0.14999999,0.7162082368180371,85,0.7826032,413.89290974094126,3.528346478742715
0.30612245,4.922371164998576,0.14999999,0.7131667909977878,86,0.35934353,423.3239201898775,7.928989551063743
0.63265306,5.017506397127739,0.14999999,0.7077117891555192,87,0.73688257,436.52305655011327,4.1608636397642345
0.46938777,5.060997343678878,0.14999999,0.7052180422202476,88,0.25442493,445.36776624374124,8.51529030637204
0.75510204,5.137354164723518,0.14999999,0.7008397841328257,89,0.6289331,457.22452066039307,5.503245583348162
0.5102041,5.186139577041955,0.14999999,0.6980424554448418,90,0.3738784,466.75256193377595,7.831958726617114
0.5510204,5.240921193199702,0.14999999,0.6949013077293746,91,0.4587298,476.92382858117287,7.18873335260306
0.3877551,5.298971944515196,0.14999999,0.6915727096034863,92,0.5054706,487.505418895398,6.778409685774856
0.67346936,5.359939689486754,0.14999999,0.6880768526670438,93,0.5459379,498.4743911222681,6.39102777312989
0.9183673,5.43227808330686,0.14999999,0.6839290089846982,94,0.6548556,510.63413983084484,5.2002512914232595
0.8367347,5.53559254788069,0.14999999,0.6780050144563822,95,0.8763205,525.8812920486656,2.1128477821792058
0.71428573,5.615416980472291,0.14999999,0.6734279254316343,96,0.7368529,539.0800301253399,4.161261923325654
0.79591835,5.676535147562081,0.14999999,0.6699234433737336,97,0.6009929,550.6239093135218,5.816120811818096
0.877551,5.784528751722389,0.14999999,0.6637311495572021,98,0.93764204,566.8838176687941,1.100091644727709
1.0,5.901452703725194,0.14999999,0.6570267945111699,99,1.015523,584.2438176687941,
-0.5510204,5.842091714824955,0.14999999,0.6604305209389358,100,-0.70736116,584.2091714824954,17.394646186298726
-0.59183675,5.78420265419785,0.14999999,0.6637498478097559,101,-0.63347334,584.2044680739829,17.364703408512536
-0.71428573,5.727114466792132,0.14999999,0.6670232530509096,102,-0.6596344,584.1656756127975,17.398792461185387
-0.46938777,5.671029864859775,0.14999999,0.670239113253453,103,-0.6008,584.1160760805568,17.40959953224069
