ReturnMin,NumTrainableParams,IWMean,ReturnStepMax,MinEpLen,Regret,ReturnLastEpisode,MountainCar_mu1_higher,MountainCar_std0_higher,ActionIn1,TimeElapsed,ReturnMax,DenMISELogFirst,DenMISELogLast,TimestepsSoFar,ReturnMean,ReturnAbsMax,Regret/t,IWLastEpisode,AvgEpLen,Delta,Bound,DenMISEMeanLog,Iteration,GridSize,NumTrajectories,IWFirstEpisode,MountainCar_mu0_higher,MountainCar_std1_higher,IWMin,IWMax
-144.14285,,0.9365449,762.7667,500,40958.49,-77.08256,3.2,0.14999999,3.555612,1973.4106171131134,,-3.5497832,-3.473532,614000,-32.3887,144.14285,33.353817,,500.0,6.6088346e-10,463.04037,-2.999617,1228,121,1228,,0.4,0.14999999,,125.62204
-144.14285,,1.2322096,762.7667,500,40959.633,-0.18246414,3.6,0.14999999,5.4640384,1975.0667917728424,,-3.5505972,-3.2761056,614500,-32.36249,144.14285,33.32761,4.900005e-17,500.0,6.5980843e-10,462.9933,-2.9999144,1229,121,1229,,1.6,0.14999999,,136.43173
-144.14285,,0.9954782,762.7667,500,40979.754,-19.152706,0.4,0.14999999,4.357755,1976.9362692832947,,-3.5514104,-3.2193792,615000,-32.351753,144.14285,33.31687,,500.0,6.5873607e-10,462.89456,-2.9999337,1230,121,1230,,4.0,0.14999999,,242.0777
-144.14285,,0.69815624,762.7667,500,41073.273,-92.55667,1.2,0.14999999,1.6301857,1978.8215284347534,,-3.5522232,-3.2870495,615500,-32.400658,144.14285,33.365776,,500.0,6.576662e-10,462.76154,-3.0002167,1231,121,1231,8.2756745e-13,0.4,0.14999999,,87.219894
-144.14285,,0.8606922,762.7667,500,41074.426,-0.18779023,2.8,0.14999999,3.2041583,1980.774910211563,,-3.5530353,-3.2297113,616000,-32.37451,144.14285,33.33963,9.827004e-21,500.0,6.565991e-10,462.60635,-3.0006576,1232,121,1232,,0.8,0.14999999,,84.19969
-144.14285,,0.9959082,762.7667,500,41077.047,-1.6555169,2.8,0.14999999,2.7310991,1982.7512514591217,,-3.5538466,-2.538726,616500,-32.349598,144.14285,33.314716,6.6138005,500.0,6.5553446e-10,462.58694,-3.0004075,1233,121,1233,,0.4,0.14999999,,112.06088
-144.14285,,0.9543368,762.7667,500,41078.15,-0.13641769,1.6,0.14999999,3.018002,1984.7110335826874,,-3.5546572,-3.2982292,617000,-32.323494,144.14285,33.288612,2.0083663e-25,500.0,6.544724e-10,461.69415,-3.0006697,1234,121,1234,,1.6,0.14999999,,123.83024
-144.14285,,1.1774383,762.7667,500,41091.617,-12.5014305,1.2,0.14999999,2.015339,1986.753749847412,,-3.5554674,-2.8227022,617500,-32.307446,144.14285,33.272564,0.00080705405,500.0,6.5341305e-10,461.5804,-3.0005825,1235,121,1235,7.685392e-16,0.8,0.14999999,,99.14948
-144.14285,,1.412942,762.7667,500,41096.207,-3.6260388,3.6,0.14999999,6.023526,1988.6022427082062,,-3.5562768,-2.7523146,618000,-32.28424,144.14285,33.24936,,500.0,6.5235617e-10,461.3157,-3.0002592,1236,121,1236,,2.4,0.14999999,,149.01308
-144.14285,,1.1971525,762.7667,500,41145.08,-47.90927,3.6,0.14999999,5.1840878,1990.5438270568848,,-3.5570855,-2.7395043,618500,-32.296867,144.14285,33.261986,0.8401214,500.0,6.513018e-10,461.69327,-2.9997532,1237,121,1237,,2.0,0.14999999,,131.31741
-144.14285,,1.1429344,762.7667,500,41167.36,-21.314013,0.4,0.14999999,1.4223311,1992.4441101551056,,-3.5578935,-2.5973885,619000,-32.287994,144.14285,33.253113,,500.0,6.502501e-10,461.16345,-2.9992967,1238,121,1238,0.0024251798,0.8,0.14999999,,140.66318
-144.14285,,1.2942734,762.7667,500,41172.105,-3.7819426,3.6,0.14999999,4.4725094,1994.371376991272,,-3.558699,-2.652164,619500,-32.264988,144.14285,33.230106,,500.0,6.4920086e-10,459.8807,-2.9989278,1239,121,1239,,0.8,0.14999999,,133.27448
-144.14285,,0.811644,762.7667,500,41175.426,-2.3520489,0.4,0.14999999,1.1640317,1996.413596868515,,-3.5595057,-3.2059412,620000,-32.240868,144.14285,33.205986,,500.0,6.4815414e-10,459.87268,-2.9988873,1240,121,1240,2.6241517,0.4,0.14999999,,156.02472
-144.14285,,0.8967831,762.7667,500,41177.668,-1.2783073,0.8,0.14999999,2.517324,1998.2949018478394,,-3.558198,-2.6402044,620500,-32.215916,144.14285,33.181034,4.1473807e-09,500.0,6.4711003e-10,459.62393,-2.99877,1241,121,1241,2.2283421e-23,1.6,0.14999999,,90.27633
-144.14285,,0.80480057,762.7667,500,41194.4,-15.763461,2.0,0.14999999,5.767114,2000.2292478084564,,-3.5590034,-2.624329,621000,-32.20267,144.14285,33.16779,,500.0,6.4606837e-10,458.1916,-2.9985657,1242,121,1242,,4.0,0.14999999,,152.22304
-144.14285,,0.74646956,762.7667,500,41292.73,-97.36914,1.6,0.14999999,3.01437,2002.2400476932526,,-3.5598083,-3.585702,621500,-32.255096,144.14285,33.220215,,500.0,6.4502925e-10,458.02682,-2.9992194,1243,121,1243,7.659599e-33,1.2,0.14999999,,83.712494
-144.14285,,0.84043896,762.7667,500,41305.45,-11.753714,2.0,0.14999999,4.6020427,2004.2442770004272,,-3.5606124,-2.7892544,622000,-32.238617,144.14285,33.203735,4.413814e-19,500.0,6.4399264e-10,457.4885,-2.9992647,1244,121,1244,,2.8,0.14999999,,106.91298
-144.14285,,0.89990413,762.7667,500,41353.023,-46.61075,,0.14999999,-0.37972856,2006.2961168289185,,-3.561416,-2.7036142,622500,-32.25016,144.14285,33.21528,,500.0,6.429585e-10,457.4938,-2.9991686,1245,121,1245,95.84778,,0.14999999,,205.08467
-144.14285,,0.85924727,762.7667,500,41354.023,-0.035324384,3.6,0.14999999,3.7619166,2008.2853145599365,,-3.4880521,-5.04807,623000,-32.224304,144.14285,33.189423,,500.0,6.4192685e-10,456.75745,-3.0009315,1246,121,1246,,,0.14999999,,177.96939
-144.14285,,1.1340749,762.7667,500,41355.03,-0.041562278,0.8,0.14999999,2.0819292,2010.3374652862549,,-3.4888544,-3.2737472,623500,-32.198498,144.14285,33.163616,,500.0,6.408977e-10,456.7273,-3.0012906,1247,121,1247,3.373216e-14,1.2,0.14999999,,93.89281
-144.14285,,1.0929977,762.7667,500,41363.21,-7.2112675,0.4,0.14999999,0.0005553067,2012.3550012111664,,-3.489656,-2.7315,624000,-32.17848,144.14285,33.143597,2.5927108e-14,500.0,6.398711e-10,456.34515,-3.0009868,1248,121,1248,2.1571603,,0.14999999,,173.21661
-144.14285,,0.81930506,762.7667,500,41364.344,-0.1697236,4.0,0.14999999,4.6618547,2014.278958082199,,-3.48873,-4.9304624,624500,-32.15285,144.14285,33.11797,,500.0,6.3884686e-10,456.31058,-3.002492,1249,121,1249,,0.4,0.14999999,,174.71274
-144.14285,,0.84300154,762.7667,500,41365.773,-0.4626357,,0.14999999,0.73486024,2016.1865105628967,,-3.4895303,-4.7892957,625000,-32.1275,144.14285,33.092617,,500.0,6.378251e-10,455.9082,-3.0040922,1250,121,1250,101.1891,0.4,0.14999999,,145.51303
-144.14285,,0.7388917,762.7667,500,41369.46,-2.7240891,3.6,0.14999999,7.213014,2017.9803817272186,,-3.4124887,-2.9987423,625500,-32.103996,144.14285,33.069115,,500.0,6.3680583e-10,455.82007,-3.0042374,1251,121,1251,,3.6,0.14999999,,147.14154
-144.14285,,1.4038101,762.7667,500,41456.355,-85.92831,2.4,0.14999999,4.3005958,2019.8410234451294,,-3.4132876,-3.2658746,626000,-32.146984,144.14285,33.112103,,500.0,6.35789e-10,455.8186,-3.0046768,1252,121,1252,,1.6,0.14999999,,123.351524
-144.14285,,1.030173,762.7667,500,41473.43,-16.10839,2.4,0.14999999,3.2610373,2021.8078255653381,,-3.414086,-2.8080962,626500,-32.134186,144.14285,33.099304,0.44732642,500.0,6.347745e-10,455.76035,-3.0042312,1253,121,1253,,1.2,0.14999999,,104.84599
-144.14285,,0.92629385,762.7667,500,41481.457,-7.0621285,4.0,0.14999999,7.4016886,2023.7621376514435,,-3.4148839,-2.6788354,627000,-32.11419,144.14285,33.079308,,500.0,6.3376254e-10,455.72284,-3.0039654,1254,121,1254,,3.2,0.14999999,,161.46841
-144.14285,,0.8832083,762.7667,500,41550.355,-67.93501,3.2,0.14999999,5.448817,2025.7189540863037,,-3.415681,-3.0706358,627500,-32.14273,144.14285,33.10785,1.7948191e-14,500.0,6.3275296e-10,455.25504,-3.0041091,1255,121,1255,,2.4,0.14999999,,104.34286
-144.14285,,0.8325041,762.7667,500,41583.062,-31.739544,1.6,0.14999999,5.1288652,2027.559616804123,,-3.4164774,-2.7371185,628000,-32.142414,144.14285,33.107533,6.56135e-35,500.0,6.317458e-10,455.16415,-3.0040026,1256,121,1256,,3.6,0.14999999,,133.62389
-144.14285,,1.1313899,762.7667,500,41668.105,-84.07878,4.0,0.14999999,5.999976,2029.5371043682098,,-3.4172733,-3.1506858,628500,-32.18373,144.14285,33.14885,,500.0,6.30741e-10,454.95013,-3.0042698,1257,121,1257,,2.0,0.14999999,,166.10005
-144.14285,,0.88821745,762.7667,500,41689.176,-20.10838,2.0,0.14999999,4.0926723,2031.3120324611664,,-3.4180684,-3.4314134,629000,-32.17413,144.14285,33.139248,,500.0,6.297387e-10,454.72186,-3.0045383,1258,121,1258,,1.6,0.14999999,,125.66781
-144.14285,,0.99518913,762.7667,500,41710.83,-20.686813,2.0,0.14999999,5.131668,2033.2476239204407,,-3.418863,-2.8418245,629500,-32.165005,144.14285,33.130123,1.9819682e-21,500.0,6.2873867e-10,453.84277,-3.0045104,1259,121,1259,,3.2,0.14999999,,127.12884
-144.14285,,1.199919,762.7667,500,41779.73,-67.935074,3.6,0.14999999,4.8553414,2035.076059103012,,-3.419657,-2.8108275,630000,-32.193398,144.14285,33.158516,,500.0,6.2774114e-10,453.66278,-3.0043817,1260,121,1260,,1.2,0.14999999,,108.85293
-144.14285,,0.93598384,762.7667,500,41788.164,-7.4682074,2.8,0.14999999,4.3702617,2036.9925162792206,,-3.4204504,-3.1126745,630500,-32.17379,144.14285,33.13891,1.1671812e-13,500.0,6.2674593e-10,453.57996,-3.0043333,1261,121,1261,,2.0,0.14999999,,97.58095
-144.14285,,1.2843795,762.7667,500,41811.047,-21.917465,0.4,0.14999999,1.2774026,2038.9897196292877,,-3.4212432,-2.7625644,631000,-32.16566,144.14285,33.13078,,500.0,6.2575306e-10,453.36572,-3.0042062,1262,121,1262,1.5978419e-09,1.2,0.14999999,,126.017105
-144.14285,,0.9656151,762.7667,500,41815.695,-3.682722,3.6,0.14999999,4.107579,2040.8339347839355,,-3.4220352,-2.8923237,631500,-32.143112,144.14285,33.10823,,500.0,6.247625e-10,451.73904,-3.0039215,1263,121,1263,,0.4,0.14999999,,140.87132
-144.14285,,1.0237663,762.7667,500,41817.566,-0.90963537,2.4,0.14999999,6.096905,2042.7551581859589,,-3.4228268,-2.7533715,632000,-32.1184,144.14285,33.08352,,500.0,6.2377437e-10,451.63672,-3.0037699,1264,121,1264,,4.0,0.14999999,,203.7318
-144.14285,,0.5795167,762.7667,500,41907.227,-88.69568,3.2,0.14999999,3.9614208,2044.8024582862854,,-3.4236176,-3.5701876,632500,-32.163124,144.14285,33.128242,,500.0,6.2278854e-10,451.59824,-3.0042326,1265,121,1265,,0.8,0.14999999,,105.81443
-144.14285,,1.0946363,762.7667,500,41910.883,-2.6858711,3.2,0.14999999,6.7514315,2046.8289408683777,,-3.4244077,-2.728339,633000,-32.139843,144.14285,33.10496,,500.0,6.2180505e-10,451.53458,-3.0043564,1266,121,1266,,3.6,0.14999999,,179.19766
-144.14285,,0.7161583,762.7667,500,41995.707,-83.85993,2.4,0.14999999,4.4346256,2048.57181930542,,-3.4251974,-3.024506,633500,-32.18066,144.14285,33.14578,1.4139874e-28,500.0,6.208239e-10,451.20334,-3.004327,1267,121,1267,,2.0,0.14999999,,130.84811
-144.14285,,0.99909276,762.7667,500,42023.32,-26.647345,,0.14999999,3.1235628,2050.3922884464264,,-3.4259863,-2.9886909,634000,-32.1763,144.14285,33.14142,,500.0,6.198451e-10,451.1322,-3.0045507,1268,121,1268,,3.2,0.14999999,,160.1794
-144.14285,,1.1849264,762.7667,500,42091.81,-67.523384,2.0,0.14999999,2.1729934,2052.188951253891,,-3.4267745,-3.107491,634500,-32.204155,144.14285,33.169273,,500.0,6.1886857e-10,451.01816,-3.0046608,1269,121,1269,9.062968e-38,,0.14999999,,148.84442
-144.14285,,1.0904489,762.7667,500,42092.85,-0.07751426,0.8,0.14999999,4.5893993,2054.014761209488,,-3.4275622,-3.2457542,635000,-32.178856,144.14285,33.143974,,500.0,6.1789435e-10,451.03183,-3.0047388,1270,121,1270,,3.6,0.14999999,,177.8591
-144.14285,,1.0245093,762.7667,500,42178.277,-84.459595,,0.14999999,3.0489862,2055.8207247257233,,-3.4283493,-3.3400893,635500,-32.21999,144.14285,33.18511,6.9855675e-14,500.0,6.1692246e-10,450.72238,-3.0049665,1271,121,1271,,2.8,0.14999999,,150.97852
-144.14285,,0.9652957,762.7667,500,42223.14,-43.90245,0.8,0.14999999,1.3324548,2057.655702829361,,-3.4291358,-3.0987632,636000,-32.22917,144.14285,33.19429,2.8772213e-35,500.0,6.159528e-10,450.5916,-3.0050523,1272,121,1272,4.2070177e-08,0.8,0.14999999,,113.11468
-144.14285,,0.91554654,762.7667,500,42225.31,-1.1989949,0.8,0.14999999,3.404503,2059.3519723415375,,-3.4299216,-2.729186,636500,-32.2048,144.14285,33.169918,8.41866e-31,500.0,6.1498545e-10,449.77042,-3.004879,1273,121,1273,,2.4,0.14999999,,114.36364
-144.14285,,0.96046954,762.7667,500,42268.29,-42.01627,2.0,0.14999999,5.9248614,2061.1311316490173,,-3.430707,-2.6912944,637000,-32.2125,144.14285,33.17762,5.724914e-22,500.0,6.140204e-10,449.59238,-3.0047133,1274,121,1274,,3.6,0.14999999,,168.74446
-144.14285,,0.667803,762.7667,500,42371.516,-102.26365,1.6,0.14999999,1.6126609,2062.84041595459,,-3.4314916,-3.5839083,637500,-32.26744,144.14285,33.23256,,500.0,6.130576e-10,449.01083,-3.0052238,1275,121,1275,8.49411e-24,,0.14999999,,138.1264
-144.14285,,1.1996613,762.7667,500,42372.484,-0.0025652167,2.4,0.14999999,2.552242,2064.845434188843,,-3.4322755,-2.866914,638000,-32.242157,144.14285,33.207275,6.736938e-05,500.0,6.120971e-10,448.98465,-3.005387,1276,121,1276,,,0.14999999,,129.69936
-144.14285,,1.1723956,762.7667,500,42373.516,-0.06757939,2.0,0.14999999,2.4402685,2066.7016067504883,,-3.433059,-3.164207,638500,-32.21696,144.14285,33.18208,1.2545582,500.0,6.111388e-10,448.6497,-3.0053844,1277,121,1277,1.0345972e-37,0.4,0.14999999,,108.48823
-144.14285,,0.9015909,762.7667,500,42374.887,-0.40618882,2.8,0.14999999,5.5810013,2068.6399240493774,,-3.4338417,-2.9161386,639000,-32.19207,144.14285,33.15719,,500.0,6.101828e-10,447.4878,-3.0052009,1278,121,1278,,2.8,0.14999999,,136.68562
-144.14285,,1.1841139,762.7667,500,42423.41,-47.558323,1.2,0.14999999,0.8966297,2070.5199313163757,,-3.434624,-2.9449632,639500,-32.204082,144.14285,33.1692,,500.0,6.09229e-10,447.0437,-3.005249,1279,121,1279,6.485735e-13,,0.14999999,,134.27449
-144.14285,,1.188927,762.7667,500,42424.46,-0.08467588,2.8,0.14999999,2.7926702,2072.5564279556274,,-3.4354055,-3.6462777,640000,-32.17899,144.14285,33.144108,3.5771425e-27,500.0,6.082775e-10,447.02145,-3.0056396,1280,121,1280,,,0.14999999,,132.32892
-144.14285,,1.1347182,762.7667,500,42425.43,-0.002796322,2.8,0.14999999,4.319071,2074.4983303546906,,-3.4361863,-2.8264034,640500,-32.15387,144.14285,33.118988,5.090948e-23,500.0,6.0732813e-10,446.63693,-3.0053833,1281,121,1281,,1.6,0.14999999,,113.58236
-144.14285,,1.0861937,762.7667,500,42442.61,-16.215273,2.4,0.14999999,2.973669,2076.5247638225555,,-3.4369667,-2.796278,641000,-32.141438,144.14285,33.106556,8.940124e-12,500.0,6.06381e-10,446.15454,-3.0051358,1282,121,1282,,0.4,0.14999999,,126.74841
-144.14285,,1.4801521,762.7667,500,42444.992,-1.4188507,1.6,0.14999999,1.9305005,2078.6438870429993,,-3.4377465,-2.6375716,641500,-32.117493,144.14285,33.08261,0.00013256073,500.0,6.0543615e-10,445.9933,-3.0048044,1283,121,1283,9.696287e-24,0.4,0.14999999,,124.244255
-144.14285,,0.8550531,762.7667,500,42446.207,-0.24698219,,0.14999999,1.5009289,2080.527910709381,,-3.4385257,-3.0918136,642000,-32.092674,144.14285,33.057793,,500.0,6.0449346e-10,445.71402,-3.00453,1284,121,1284,4.143774e-17,1.6,0.14999999,,138.93176
-144.14285,,0.8443331,762.7667,500,42464.555,-17.386293,0.8,0.14999999,3.510118,2082.5433139801025,,-3.439304,-2.9806752,642500,-32.081226,144.14285,33.046345,1.3544243e-20,500.0,6.03553e-10,445.3477,-3.0046468,1285,121,1285,,2.8,0.14999999,,129.01486
-144.14285,,1.1918496,762.7667,500,42518.395,-52.873978,1.2,0.14999999,3.150501,2084.674789428711,,-3.440082,-2.7164562,643000,-32.097397,144.14285,33.062515,1.0536483e-09,500.0,6.026147e-10,445.35205,-3.0045571,1286,121,1286,3.1879604e-31,1.6,0.14999999,,113.99423
-144.14285,,1.0209454,762.7667,500,42539.062,-19.700298,4.0,0.14999999,5.4410896,2086.711212158203,,-3.4408593,-2.7171798,643500,-32.087765,144.14285,33.052883,,500.0,6.0167865e-10,444.0423,-3.0042083,1287,121,1287,,1.6,0.14999999,,142.1288
-144.14285,,1.002707,762.7667,500,42553.55,-13.52671,3.2,0.14999999,6.8636093,2088.663232088089,,-3.441636,-2.9582508,644000,-32.073353,144.14285,33.03847,,500.0,6.0074473e-10,443.79968,-3.0041814,1288,121,1288,,4.0,0.14999999,,168.50888
-144.14285,,1.3534937,762.7667,500,42667.48,-112.9638,2.4,0.14999999,4.678643,2090.676638841629,,-3.4424121,-3.4667103,644500,-32.13611,144.14285,33.101227,6.3196417e-22,500.0,5.99813e-10,443.5672,-3.004572,1289,121,1289,,2.4,0.14999999,,134.8588
-144.14285,,1.1268874,762.7667,500,42703.535,-35.09018,1.6,0.14999999,3.448564,2092.7919454574585,,-3.4431875,-2.8798103,645000,-32.138397,144.14285,33.103516,4.517332e-05,500.0,5.988834e-10,441.98477,-3.0042343,1290,121,1290,,2.0,0.14999999,,125.7837
-144.14285,,0.78033173,762.7667,500,42728.105,-23.606178,1.2,0.14999999,2.0064223,2094.6649367809296,,-3.4439626,-2.8837893,645500,-32.131786,144.14285,33.096905,0.0003144871,500.0,5.9795596e-10,441.33472,-3.0040665,1291,121,1291,5.192509e-22,1.2,0.14999999,,105.129944
-144.14285,,0.93722045,762.7667,500,42735.64,-6.5690494,,0.14999999,1.4061692,2096.5023279190063,,-3.4447367,-2.777355,646000,-32.112003,144.14285,33.07712,1.1927262e-06,500.0,5.9703065e-10,440.14548,-3.0040715,1292,121,1292,6.76505e-08,1.2,0.14999999,,134.96712
-144.14285,,0.7850869,762.7667,500,42749.414,-12.805761,4.0,0.14999999,5.3724184,2098.289386034012,,-3.4455104,-2.961763,646500,-32.097073,144.14285,33.06219,,500.0,5.9610755e-10,440.08347,-3.004111,1293,121,1293,,1.2,0.14999999,,133.09576
-144.14285,,0.9660214,762.7667,500,42762.9,-12.51473,4.0,0.14999999,3.5813928,2100.098963737488,,-3.4462836,-2.8836858,647000,-32.08194,144.14285,33.04706,8.277741e-17,500.0,5.9518657e-10,438.57288,-3.0041988,1294,121,1294,,,0.14999999,,184.66971
-144.14285,,1.090277,762.7667,500,42764.086,-0.22616555,0.8,0.14999999,0.84892046,2101.9381709098816,,-3.447056,-5.31936,647500,-32.05734,144.14285,33.022457,,500.0,5.942677e-10,438.1746,-3.006055,1295,121,1295,4.0787774e-05,,0.14999999,,129.54929
-144.14285,,0.8733802,762.7667,500,42765.09,-0.040110666,3.2,0.14999999,3.292678,2103.8559980392456,,-3.4478278,-2.976624,648000,-32.032635,144.14285,32.997753,,500.0,5.93351e-10,438.18405,-3.0059898,1296,121,1296,,,0.14999999,,112.88976
-144.14285,,1.4033419,762.7667,500,42766.08,-0.023719925,,0.14999999,4.022868,2105.651452064514,,-3.4485993,-2.8714192,648500,-32.007954,144.14285,32.973072,,500.0,5.924364e-10,437.67783,-3.006,1297,121,1297,,4.0,0.14999999,,320.91562
-144.14285,,0.8806813,762.7667,500,42893.383,-126.34287,1.6,0.14999999,2.6171172,2107.5184025764465,,-3.44937,-3.61713,649000,-32.080627,144.14285,33.045746,,500.0,5.915239e-10,437.65643,-3.0062573,1298,121,1298,9.080495e-27,0.8,0.14999999,,93.37048
-144.14285,,1.2014321,762.7667,500,42899.113,-4.7647743,2.8,0.14999999,4.419245,2109.2612221240997,,-3.45014,-2.610586,649500,-32.0596,144.14285,33.02472,1.290273e-12,500.0,5.906135e-10,437.60458,-3.0060565,1299,121,1299,,1.2,0.14999999,,112.05612
-144.14285,,0.9176987,762.7667,500,42912.496,-12.41532,2.4,0.14999999,3.266445,2111.1998660564423,,-3.4509096,-2.7514412,650000,-32.04449,144.14285,33.00961,7.0450933e-06,500.0,5.8970523e-10,437.42407,-3.0057287,1300,121,1300,,0.8,0.14999999,,101.260345
-144.14285,,1.0707935,762.7667,500,42917.332,-3.8722847,3.2,0.14999999,5.999703,2113.037432909012,,-3.4516785,-2.578111,650500,-32.02284,144.14285,32.987957,,500.0,5.88799e-10,437.42975,-3.005476,1301,121,1301,,2.8,0.14999999,,129.4698
-144.14285,,0.5424558,762.7667,500,42967.46,-49.159126,,0.14999999,3.5486882,2114.781086921692,,-3.452447,-2.698934,651000,-32.036003,144.14285,33.00112,,500.0,5.878949e-10,436.69504,-3.0052083,1302,121,1302,,3.6,0.14999999,,96.195435
-144.14285,,1.1548601,762.7667,500,43065.434,-97.01111,1.2,0.14999999,3.9205232,2116.6182498931885,,-3.4532146,-2.9451833,651500,-32.085865,144.14285,33.050983,9.385846e-18,500.0,5.8699284e-10,436.60846,-3.0055223,1303,121,1303,,2.8,0.14999999,,133.27226
-144.14285,,0.90853214,762.7667,500,43118.6,-52.201363,2.0,0.14999999,2.5290773,2118.459101676941,,-3.4539819,-2.9534845,652000,-32.10129,144.14285,33.06641,2.6971814e-36,500.0,5.86093e-10,435.94412,-3.00539,1304,121,1304,,0.8,0.14999999,,90.52402
-144.14285,,1.1254841,762.7667,500,43120.555,-0.9905797,4.0,0.14999999,4.871293,2120.192780971527,,-3.4547484,-2.5210876,652500,-32.07745,144.14285,33.04257,2.1618274e-38,500.0,5.851951e-10,435.25568,-3.0051017,1305,121,1305,,0.8,0.14999999,,125.21668
-144.14285,,1.1740705,762.7667,500,43124.586,-3.0632453,,0.14999999,0.5351518,2122.202543258667,,-3.4555144,-2.9185247,653000,-32.055237,144.14285,33.020355,,500.0,5.842993e-10,435.26846,-3.0049655,1306,121,1306,0.09053485,0.8,0.14999999,,130.58621
-144.14285,,1.0596635,762.7667,500,43126.88,-1.3311957,2.8,0.14999999,5.378971,2124.1353459358215,,-3.4562104,-2.857506,653500,-32.031727,144.14285,32.996845,,500.0,5.834055e-10,435.15433,-3.0047503,1307,121,1307,,2.4,0.14999999,,107.75947
-144.14285,,0.89040214,762.7667,500,43167.97,-40.12581,1.2,0.14999999,4.271073,2126.020382642746,,-3.4569752,-2.7604399,654000,-32.037914,144.14285,33.003033,1.582099e-36,500.0,5.825138e-10,434.71594,-3.0045345,1308,121,1308,,3.2,0.14999999,,125.16427
-144.14285,,1.0212663,762.7667,500,43227.117,-58.179302,0.4,0.14999999,2.693731,2127.98628282547,,-3.4577396,-2.8932543,654500,-32.057888,144.14285,33.023006,3.878709e-09,500.0,5.816241e-10,434.56946,-3.0045474,1309,121,1309,,2.4,0.14999999,,123.7869
-144.14285,,0.91266847,762.7667,500,43260.69,-32.60919,3.2,0.14999999,4.7068996,2129.847072839737,,-3.4585032,-2.8652828,655000,-32.058308,144.14285,33.023426,,500.0,5.8073646e-10,434.33728,-3.004443,1310,121,1310,,1.2,0.14999999,,99.79051
-144.14285,,0.8141551,762.7667,500,43271.582,-9.922812,3.2,0.14999999,4.8829827,2131.6280245780945,,-3.4592662,-2.4891388,655500,-32.041424,144.14285,33.006542,0.0003962835,500.0,5.798509e-10,433.73672,-3.0041296,1311,121,1311,,2.0,0.14999999,,103.74246
-144.14285,,1.1285254,762.7667,500,43290.996,-18.44816,0.4,0.14999999,3.5232558,2133.5253405570984,,-3.4600286,-2.7081466,656000,-32.031067,144.14285,32.996185,,500.0,5.789673e-10,433.4793,-3.0040576,1312,121,1312,,2.8,0.14999999,,149.55635
-144.14285,,1.0638808,762.7667,500,43369.07,-77.112946,2.4,0.14999999,5.7967496,2135.4607961177826,,-3.4607906,-2.956497,656500,-32.0654,144.14285,33.030518,,500.0,5.780857e-10,433.4874,-3.0039482,1313,121,1313,,3.6,0.14999999,,143.20091
-144.14285,,1.3314971,762.7667,500,43453.973,-83.93413,2.8,0.14999999,6.596468,2137.333151102066,,-3.461552,-3.526396,657000,-32.104874,144.14285,33.069992,1.19703545e-05,500.0,5.772061e-10,433.79062,-3.0043168,1314,121,1314,,3.6,0.14999999,,188.92627
-144.14285,,1.046658,762.7667,500,43536.273,-81.342155,2.0,0.14999999,3.0433884,2139.101511001587,,-3.4623127,-3.5603907,657500,-32.14231,144.14285,33.10743,,500.0,5.7632865e-10,433.32764,-3.0045223,1315,121,1315,,1.2,0.14999999,,94.87062
-144.14285,,0.87123495,762.7667,500,43544.2,-6.95853,3.6,0.14999999,6.949889,2141.0388736724854,,-3.4630728,-2.623104,658000,-32.123177,144.14285,33.088295,,500.0,5.754531e-10,433.34088,-3.0042112,1316,121,1316,,3.2,0.14999999,,160.08426
-144.14285,,0.92497635,762.7667,500,43608.227,-63.060543,0.8,0.14999999,2.920816,2142.9173188209534,,-3.4638324,-3.350578,658500,-32.14667,144.14285,33.11179,,500.0,5.745795e-10,433.34235,-3.0045934,1317,121,1317,1.0197712e-35,2.0,0.14999999,,88.18512
-144.14285,,1.0713814,762.7667,500,43634.25,-25.058569,1.2,0.14999999,3.164482,2144.723927259445,,-3.4645915,-2.6880229,659000,-32.141293,144.14285,33.10641,10.574091,500.0,5.7370797e-10,432.47906,-3.0044224,1318,121,1318,,2.0,0.14999999,,95.32826
-144.14285,,1.0364884,762.7667,500,43661.496,-26.282364,1.2,0.14999999,3.5104842,2146.5966098308563,,-3.46535,-2.6790054,659500,-32.13685,144.14285,33.101967,3.9793303,500.0,5.7283833e-10,431.91876,-3.004136,1319,121,1319,,2.4,0.14999999,,115.6382
-144.14285,,0.93954766,762.7667,500,43690.55,-28.089266,0.8,0.14999999,1.0402842,2148.701154232025,,-3.4661078,-2.748217,660000,-32.13378,144.14285,33.0989,1.3838244e-32,500.0,5.719707e-10,431.90048,-3.003933,1320,121,1320,4.7160218e-05,0.4,0.14999999,,130.95341
-144.14285,,1.3499888,762.7667,500,43691.773,-0.25848162,2.0,0.14999999,4.655304,2150.630300760269,,-3.466865,-3.1092114,660500,-32.109653,144.14285,33.07477,,500.0,5.7110516e-10,431.51126,-3.0040793,1321,121,1321,,2.0,0.14999999,,149.37383
-144.14285,,0.9282336,762.7667,500,43733.625,-40.887157,3.2,0.14999999,3.4081922,2152.593066930771,,-3.4676218,-2.8773105,661000,-32.11629,144.14285,33.08141,,500.0,5.7024147e-10,431.2675,-3.003753,1322,121,1322,,0.4,0.14999999,,120.98467
