TimeElapsed,ReturnStepMax,LQGmu1_actor,Iteration,IWMean,Regret,ReturnMax,ReturnMean,ReturnMin,DenMISEMeanLog,DenMISELogFirst,ReturnLastEpisode,Regret/t,TimestepsSoFar,IWMax,LQGsigma_higher,LQGmu1_higher,Bound,GridSize,Delta,IWLastEpisode,ReturnAbsMax,DenMISELogLast,IWMin,IWFirstEpisode
0.04761528968811035,0.99492276,1.0215355,1,,0.013273001,0.951847,0.951847,,-2.0051284,-2.0051284,0.951847,0.013273001,20,,0.01831564,1.0,31.597233,10,0.0060792705,,0.951847,-2.0051284,,
0.6499981880187988,0.99492276,-0.99047875,2,,0.8413296,0.951847,0.54445523,,-0.49115354,-2.6982756,0.13706343,0.4206648,40,,0.01831564,-1.0,32.240334,10,0.0015198176,,0.951847,1.7159685,,
1.0147583484649658,0.9986452,0.77437806,3,,0.8508136,0.9556358,0.68151546,,0.022699436,-3.1037407,0.9556358,0.28360456,60,2.0294703e-38,0.01831564,0.7777778,33.99417,10,0.0006754746,,0.9556358,1.8613356,,
1.3605365753173828,0.9986452,-0.77351683,4,5.8524813e-30,1.4896448,0.9556358,0.5927088,,0.22380647,-3.3914227,0.32628894,0.3724112,80,2.3409925e-29,0.01831564,-0.7777778,32.66586,10,0.0003799544,,0.9556358,1.6901739,,
1.6955950260162354,0.9988337,0.5637473,5,1.0158422e-31,1.4989221,0.9558429,0.6653356,,0.29242045,-3.6145663,0.9558429,0.29978442,100,5.079211e-31,0.01831564,0.5555556,33.338036,10,0.00024317083,,0.9558429,1.4594508,,
2.0259861946105957,0.9988337,1.0226883,6,0.94489574,2.0023742,0.9558429,0.631391,,0.29264823,-3.7968879,0.46166772,0.33372903,120,5.6693745,0.0285655,1.0,33.28295,10,0.00016886865,,0.9558429,1.2053946,,
2.3607120513916016,0.9988337,-0.5515991,7,1.7931429e-31,2.829257,0.9558429,0.56094044,,0.36733696,-3.9510386,0.13823742,0.40417957,140,1.2552e-30,0.01831564,-0.5555556,32.786446,10,0.00012406673,,0.9558429,1.0751649,,
2.7075018882751465,0.9988337,0.34271407,8,4.683266e-35,2.8389716,0.9558429,0.61024857,,0.32896447,-4.08457,0.95540535,0.35487145,160,3.7466127e-34,0.01831564,0.33333334,33.105705,10,9.49886e-05,,0.9558429,0.9950769,,
3.0389137268066406,0.9988337,-0.34288886,9,1.462814e-31,3.2131658,0.9558429,0.6081016,,0.2734317,-4.202353,0.59092546,0.3570184,180,1.3165326e-30,0.01831564,-0.33333334,32.42484,10,7.5052725e-05,,0.9558429,0.77143395,,
3.3790247440338135,0.9989807,0.113584936,10,2.1248274e-35,3.2223048,0.9559814,0.64288956,,0.21751955,-4.3077135,0.9559814,0.32223046,200,2.1248275e-34,0.01831564,0.11111111,32.706455,10,6.0792707e-05,,0.9559814,0.6625549,,
