ReturnMin,ReturnMean,Delta,DenMISEMeanLog,LQGmu1_higher,Regret/t,IWMin,IWLastEpisode,ReturnStepMax,DenMISELogFirst,IWMean,ReturnAbsMax,LQGsigma_higher,IWFirstEpisode,Bound,TimeElapsed,LQGmu1_actor,ReturnMax,IWMax,GridSize,Regret,Iteration,ReturnLastEpisode,TimestepsSoFar,DenMISELogLast
,0.8192152,4.7778586e-09,-0.85890234,-0.11111111,0.14590484,,8.768002,0.9995453,-0.84619623,0.9719274,0.9565567,0.0285655,8.239089e-07,1.7891772,991.2542238235474,-0.06801731,0.9565567,11.855008,10,164.58069,1128,0.9506294,22560,-0.6666641
,0.8193353,4.7693987e-09,-0.8587568,-0.11111111,0.14578474,,10.875728,0.9995453,-0.8470824,0.979911,0.9565567,0.044551425,0.015734052,1.7910998,992.5175700187683,-0.17953649,0.9565567,10.875728,10,164.59094,1129,0.95484227,22580,-0.6621783
,0.819455,4.7609614e-09,-0.8589227,-0.11111111,0.14566499,,9.833427,0.9995453,-0.8479538,1.0113342,0.9565567,0.069483444,0.69718623,1.7934313,993.8059191703796,-0.09959384,0.9565567,10.197468,10,164.60138,1130,0.95467573,22600,-1.0229479
,0.8195759,4.7525455e-09,-0.85805416,-0.11111111,0.14554411,,5.0497236,0.9995453,-0.8482216,1.0095011,0.9565567,0.069483444,0.6973729,1.7864635,995.5044658184052,-0.114709586,0.9565567,10.11521,10,164.61041,1131,0.9561965,22620,0.11465725
,0.81969476,4.7441526e-09,-0.8571085,-1.0,0.14542526,,9.657571e-15,0.9995453,-0.8484889,1.0213133,0.9565567,0.10836801,2.242706e-09,1.7839551,997.198881149292,-1.1552392,0.9565567,10.664561,10,164.6214,1132,0.95412064,22640,0.2056172
,0.8198149,4.735782e-09,-0.8580499,-1.0,0.1453051,,10.798666,0.9995453,-0.84937197,0.99831426,0.9565567,0.1690133,0.00063369,1.78751,998.8715965747833,-1.1459886,0.9565567,11.044807,10,164.63068,1133,0.9557799,22660,-1.9424071
,0.819935,4.7274327e-09,-0.8589416,-1.0,0.145185,,10.499926,0.9995453,-0.85025364,1.0025306,0.9565567,0.1690133,0.00063424895,1.7862325,1000.5990345478058,-0.99631405,0.9565567,10.947835,10,164.63971,1134,0.95605105,22680,-1.865578
,0.8200547,4.7191064e-09,-0.8580874,-1.0,0.14506531,,0.5571891,0.9995453,-0.8511345,0.9679791,0.9565567,0.6411804,0.77590543,1.7845323,1001.9287855625153,-1.3234212,0.9565567,13.734432,10,164.64917,1135,0.95576334,22700,0.11033994
,0.8201741,4.7108015e-09,-0.8598092,-1.0,0.14494592,,11.499287,0.9995453,-0.8513318,0.9717953,0.9565567,0.26359713,0.08509818,1.7870498,1003.2608749866486,-0.579729,0.9565567,11.717779,10,164.65857,1136,0.9556556,22720,-2.780597
,0.820294,4.7025193e-09,-0.8591522,-0.5555556,0.144826,,10.605153,0.9995453,-0.8521368,1.027392,0.9565567,0.0285655,2.083364e-19,1.787189,1004.7431826591492,-0.52857524,0.9565567,10.702827,10,164.66711,1137,0.9565256,22740,-0.08278883
,0.8204134,4.6942583e-09,-0.85850614,-0.5555556,0.1447066,,8.63909,0.9995453,-0.8530159,1.0244873,0.9565567,0.044551425,1.0459863e-07,1.7855111,1006.0439355373383,-0.53848594,0.9565567,9.775988,10,164.67615,1138,0.956166,22760,-0.14750013
,0.8205326,4.6860187e-09,-0.8576432,-1.0,0.1445874,,0.32361487,0.9995453,-0.85389423,0.99990034,0.9565567,1.0,0.7231091,1.7845292,1007.352935552597,-0.41247755,0.9565567,21.976683,10,164.68506,1139,0.95616835,22780,0.10276498
,0.82065177,4.6778013e-09,-0.8579016,-0.33333334,0.14446825,,9.474666,0.9995453,-0.8541372,0.9799911,0.9565567,0.069483444,10.054686,1.7894316,1008.6549983024597,-0.31794623,0.9565567,10.344528,10,164.69379,1140,0.9564086,22800,-1.1495957
,0.8207703,4.6696056e-09,-0.8572995,-0.33333334,0.1443497,,4.2260814,0.9995453,-0.8462327,0.9885032,0.9565567,0.10836801,7.604353,1.78567,1009.9471035003662,-0.36215824,0.9565567,8.835608,10,164.70294,1141,0.9559464,22820,-0.14807175
,0.82088906,4.6614312e-09,-0.8569142,-0.33333334,0.14423096,,12.571369,0.9995453,-0.84046626,0.97779626,0.9565567,0.0285655,5.6893797,1.7883728,1011.2509164810181,-0.33692798,0.9565567,14.212215,10,164.71179,1142,0.9563212,22840,-0.40392694
,0.82100666,4.653278e-09,-0.8562,-0.33333334,0.14411336,,21.661665,0.9995453,-0.83637196,0.9254269,0.9565567,0.01831564,0.7324978,1.789321,1012.5632517337799,-0.32447103,0.9565567,21.910543,10,164.72162,1143,0.9552912,22860,-0.013741674
,0.82112485,4.6451465e-09,-0.85555124,-0.33333334,0.14399517,,20.032845,0.9995453,-0.8366058,0.93026096,0.9565567,0.01831564,0.7326691,1.7871623,1013.8643233776093,-0.3197343,0.9565567,21.517237,10,164.73047,1144,0.95627,22880,-0.033374812
,0.8212426,4.6370365e-09,-0.8549377,-0.33333334,0.14387745,,13.472873,0.9995453,-0.8368393,0.98245895,0.9565567,0.0285655,5.6687818,1.7871966,1015.2427775859833,-0.33913276,0.9565567,13.558792,10,164.73962,1145,0.95586574,22900,-0.077380106
,0.8213604,4.628947e-09,-0.8541937,-0.33333334,0.14375961,,20.308727,0.9995453,-0.8327736,0.9405413,0.9565567,0.01831564,0.72986674,1.7851143,1016.9511277675629,-0.29958126,0.9565567,20.90939,10,164.74854,1146,0.95633173,22920,0.019881243
,0.8214779,4.6208792e-09,-0.85391283,-0.33333334,0.14364213,,10.721236,0.9995453,-0.8330091,0.9846943,0.9565567,0.044551425,10.079162,1.7828499,1018.3266661167145,-0.24432242,0.9565567,10.987812,10,164.75757,1147,0.956024,22940,-0.4670315
,0.8215955,4.6128323e-09,-0.854203,-0.33333334,0.14352453,,6.6087537,0.9995453,-0.8251316,0.99490666,0.9565567,0.1690133,5.1259212,1.7833254,1019.9480583667755,-0.2404489,0.9565567,6.813802,10,164.76617,1148,0.9564914,22960,-1.1682361
,0.8217103,4.6048076e-09,-0.85449195,-0.11111111,0.14340973,,5.8760395,0.9995453,-0.82154715,1.0287439,0.9565567,0.10836801,2.4828942,1.7847557,1021.2454187870026,-0.0575702,0.9565567,8.880607,10,164.77771,1149,0.95357937,22980,-1.1798266
,0.8218251,4.5968025e-09,-0.85445744,-0.11111111,0.14329493,,3.4390647,0.9995453,-0.8202585,1.0203698,0.9565567,0.26359713,2.79892,1.7825491,1022.6617693901062,0.34339806,0.9565567,5.0292354,10,164.78918,1150,0.9537568,23000,-0.84143287
,0.82175326,4.588818e-09,-0.85429704,0.33333334,0.14336675,,37.32197,0.9995453,-0.8186968,0.8930644,0.9565567,0.01831564,,1.7972355,1023.9268727302551,0.37170407,0.9565567,40.389988,10,165.01514,1151,0.7391209,23020,-0.6895041
,0.821564,4.580855e-09,-0.85478586,0.33333334,0.143556,,20.76408,0.9995453,-0.81956524,0.90287167,0.9565567,0.0285655,,1.7871237,1025.2064673900604,0.3273483,0.9565567,25.575506,10,165.37646,1152,0.6037403,23040,-1.2987734
,0.8213817,4.5729127e-09,-0.85464424,1.0,0.14373833,,,0.9995453,-0.8204329,1.0540471,0.9565567,0.01831564,,1.7802907,1026.6718471050262,0.9946492,0.9565567,66.8441,10,165.73022,1153,0.61130875,23060,-0.5860928
,0.8208118,4.5649906e-09,-0.8548172,0.33333334,0.14430821,,,0.9995453,-0.82129985,0.9523041,0.9565567,0.044551425,,1.7798362,1027.9771530628204,0.27915448,0.9565567,22.423592,10,166.53168,1154,0.1637859,23080,-1.0865716
,0.8206418,4.5570894e-09,-0.855382,0.33333334,0.1444782,,18.11242,0.9995453,-0.822166,1.0182374,0.9565567,0.069483444,1.5593048e-16,1.7806554,1029.4051456451416,0.37475252,0.9565567,20.58577,10,166.87231,1155,0.62441695,23100,-1.4528652
,0.82042694,4.5492086e-09,-0.85577047,-0.11111111,0.14469308,,1.801386,0.9995453,-0.8230314,1.0116287,0.9565567,0.41111228,2.0310059,1.7794399,1030.688924074173,-0.42025024,0.9565567,3.569816,10,167.26514,1156,0.5722704,23120,-1.3169636
,0.8205443,4.541348e-09,-0.85604185,-0.33333334,0.14457572,,8.5553665,0.9995453,-0.8221407,0.9859278,0.9565567,0.069483444,9.738063,1.7795643,1032.4243335723877,-0.4082472,0.9565567,10.080467,10,167.27417,1157,0.956207,23140,-1.1812071
,0.82066154,4.533508e-09,-0.85625875,-0.33333334,0.14445847,,8.625356,0.9995453,-0.81462324,0.9979455,0.9565567,0.10836801,7.3677425,1.7817186,1034.053078174591,-0.2411569,0.9565567,8.687838,10,167.28296,1158,0.95631385,23160,-1.0903642
,0.82077825,4.5256883e-09,-0.8565248,-0.33333334,0.14434177,,6.493248,0.9995453,-0.8091441,1.0024205,0.9565567,0.1690133,5.044622,1.7803676,1035.7764286994934,-0.23421797,0.9565567,6.7137003,10,167.29211,1159,0.9559057,23180,-1.1606431
,0.8208937,4.5178887e-09,-0.8568011,-0.33333334,0.14422631,,4.581121,0.9995453,-0.8056634,1.0019277,0.9565567,0.26359713,3.3189292,1.7786114,1037.4997491836548,-0.320342,0.9565567,4.7403855,10,167.30249,1160,0.95470256,23200,-1.1782409
,0.82101,4.510109e-09,-0.85608876,-0.5555556,0.14411002,,0.8499257,0.9995453,-0.8036681,0.98511803,0.9565567,0.41111228,1.7316939,1.777748,1039.1471629142761,-0.44165123,0.9565567,3.2999742,10,167.31177,1161,0.95601,23220,-0.031115152
,0.8211265,4.5023496e-09,-0.8564128,-0.33333334,0.1439935,,7.547896,0.9995453,-0.8030386,1.0088214,0.9565567,0.10836801,7.282882,1.7784516,1040.612464427948,-0.64547217,0.9565567,8.550468,10,167.3205,1162,0.9563137,23240,-1.2175225
,0.8212427,4.4946105e-09,-0.85668766,-0.5555556,0.14387733,,8.515487,0.9995453,-0.7976508,0.9827624,0.9565567,0.10836801,0.3229308,1.7779313,1041.8912522792816,-0.6087778,0.9565567,8.53297,10,167.32935,1163,0.95621854,23260,-1.1828316
,0.8213586,4.4868913e-09,-0.8566188,0.11111111,0.1437614,,0.65670115,0.9995453,-0.7982327,1.038371,0.9565567,1.0,0.82101285,1.777812,1043.140396118164,-0.83610636,0.9565567,13.347716,10,167.3382,1164,0.9562571,23280,-0.7575324
,0.82147413,4.4791917e-09,-0.8566195,1.0,0.14364588,,,0.9995453,-0.7983863,1.0956489,0.9565567,0.0285655,,1.7764628,1044.5012838840485,0.9926477,0.9565567,42.288994,10,167.34747,1165,0.955912,23300,-0.89498985
,0.82090265,4.471512e-09,-0.85674316,-0.5555556,0.14421737,,4.1770367e-18,0.9995453,-0.7992443,0.97850066,0.9565567,0.1690133,1.3905184,1.7763469,1045.8700399398804,-0.61765367,0.9565567,6.7629323,10,168.15747,1166,0.15506752,23320,-1.0792737
,0.8210185,4.4638515e-09,-0.856795,-0.5555556,0.1441015,,9.422589,0.9995453,-0.7989097,1.0102423,0.9565567,0.069483444,0.0049264315,1.7772697,1047.3003919124603,-0.5766532,0.9565567,9.423219,10,168.16644,1167,0.9561169,23340,-0.89474106
,0.8211342,4.456212e-09,-0.85605526,-1.0,0.14398581,,0.57139266,0.9995453,-0.799762,0.9578638,0.9565567,0.41111228,0.46598414,1.7757965,1049.0191259384155,-0.45931828,0.9565567,12.715675,10,168.17535,1168,0.9561989,23360,-0.00057348615
,0.82124954,4.448591e-09,-0.8563553,-0.5555556,0.14387047,,7.0414295,0.9995453,-0.80021894,1.0143356,0.9565567,0.069483444,0.0049328865,1.7756901,1050.714574098587,-0.577375,0.9565567,9.3515005,10,168.18463,1169,0.9559681,23380,-1.1632499
,0.8213648,4.44099e-09,-0.85562557,-0.5555556,0.1437552,,3.66048,0.9995453,-0.8010698,0.9895139,0.9565567,0.10836801,0.32403678,1.7732,1052.0649316310883,-0.6100226,0.9565567,8.33433,10,168.1936,1170,0.9560906,23400,-0.014580505
,0.82147986,4.433408e-09,-0.8555523,-0.5555556,0.14364016,,4.7800426,0.9995453,-0.8016472,0.98228884,0.9565567,0.1690133,1.3938637,1.7730851,1053.3429193496704,-0.5871217,0.9565567,6.6174436,10,168.20264,1171,0.9561034,23420,-0.7575374
,0.82159483,4.4258455e-09,-0.85506034,-0.5555556,0.14352518,,9.838629,0.9995453,-0.8013112,1.0380006,0.9565567,0.0285655,1.9801188e-19,1.7758573,1054.6296265125275,-0.5173348,0.9565567,10.600024,10,168.21143,1172,0.9562672,23440,-0.26026085
,0.82170963,4.418303e-09,-0.8546547,-0.5555556,0.14341038,,9.369471,0.9995453,-0.8021641,1.0385177,0.9565567,0.044551425,9.9412574e-08,1.7742001,1056.2100064754486,-0.59278506,0.9565567,9.531521,10,168.2204,1173,0.9562257,23460,-0.41328198
,0.82182425,4.410779e-09,-0.85422736,-0.5555556,0.14329576,,2.2100105,0.9995453,-0.80301625,0.9861713,0.9565567,0.26359713,1.9567534,1.77239,1057.9323077201843,-0.5313124,0.9565567,4.7410445,10,168.22925,1174,0.95620435,23480,-0.38857624
,0.82193846,4.403274e-09,-0.85355824,-0.5555556,0.14318156,,8.14904,0.9995453,-0.8022023,1.0447049,0.9565567,0.044551425,9.941637e-08,1.7747555,1059.668122291565,-0.61223143,0.9565567,9.449728,10,168.23828,1175,0.956139,23500,-0.053783517
,0.8220527,4.395789e-09,-0.85345376,-0.5555556,0.1430673,,8.912361,0.9995453,-0.803053,1.0246941,0.9565567,0.069483444,0.004946885,1.7728665,1061.3521909713745,-0.5167614,0.9565567,9.060455,10,168.2472,1176,0.95623845,23520,-0.7723732
,0.8221665,4.388323e-09,-0.8530548,0.5555556,0.14295352,,3.0244704e-21,0.9995453,-0.8038988,0.966739,0.9565567,0.10836801,1.00861e-12,1.7717404,1062.9460418224335,0.7336185,0.9565567,21.805784,10,168.25635,1177,0.95598036,23540,-0.40609616
,0.82176894,4.380876e-09,-0.8537643,-0.33333334,0.14335108,,0.17430827,0.9995453,-0.80474806,1.0014652,0.9565567,0.41111228,2.1518009,1.7712305,1064.597971200943,-0.676695,0.9565567,3.0775926,10,168.86755,1178,0.35382923,23560,-1.650861
,0.8218831,4.3734474e-09,-0.8540791,-0.33333334,0.14323694,,1.8372273,0.9995453,-0.8037716,1.0007741,0.9565567,0.6411804,1.3851757,1.77128,1066.1558856964111,-0.272392,0.9565567,3.25244,10,168.87634,1179,0.9563355,23580,-1.2261398
,0.8219963,4.366038e-09,-0.85412264,-1.0,0.14312375,,0.7575799,0.9995453,-0.8034452,0.99296564,0.9565567,1.0,0.68753386,1.7706615,1067.837865114212,-1.1772062,0.9565567,22.324778,10,168.88611,1180,0.9553805,23600,-0.90601903
,0.8221092,4.358647e-09,-0.8551719,-0.5555556,0.1430108,,1.9176484e-16,0.9995453,-0.8037098,1.0261263,0.9565567,0.069483444,0.004950137,1.7678238,1069.5945286750793,-0.6206394,0.9565567,8.997104,10,168.89575,1181,0.955504,23620,-2.0841198
,0.82222235,4.3512753e-09,-0.8551749,1.0,0.14289767,,6.17323e-20,0.9995453,-0.804552,1.2361057,0.9565567,0.1690133,1.8466908e-12,1.7675126,1071.2684354782104,1.113277,0.9565567,40.577442,10,168.90503,1182,0.9558111,23640,-0.8824794
,0.82164806,4.343922e-09,-0.8567203,-0.5555556,0.14347196,,,0.9995453,-0.8053977,0.9992522,0.9565567,0.10836801,0.32544225,1.7674196,1072.7493534088135,-0.50302166,0.9565567,8.087218,10,169.7273,1183,0.14279078,23660,-2.9089034
,0.82176167,4.3365875e-09,-0.8565684,-1.0,0.14335835,,0.50223917,0.9995453,-0.80596757,0.9707223,0.9565567,0.26359713,0.081324026,1.7668808,1074.0819652080536,-1.1031084,0.9565567,11.772703,10,169.73633,1184,0.9561582,23680,-0.6742377
,0.8218746,4.329271e-09,-0.8571476,-1.0,0.1432454,,4.266048,0.9995453,-0.80674314,0.9587899,0.9565567,0.41111228,0.46924862,1.765423,1075.4345099925995,-2.2128406,0.9565567,12.537743,10,169.74579,1185,0.95563734,23700,-1.5121888
,0.82174003,4.3219734e-09,-0.8602781,-1.0,0.14337999,,17.688345,0.9995453,-0.8071908,1.0025754,0.9565567,1.0,0.6901139,1.7688804,1076.7854890823364,-1.6237786,0.9565567,22.021664,10,170.04865,1186,0.6622574,23720,-4.5273356
,0.8218515,4.314695e-09,-0.8625222,-1.0,0.14326853,,13.153013,0.9995453,-0.80745184,0.9773377,0.9565567,0.6411804,0.74274147,1.76806,1078.1939415931702,-1.7681794,0.9565567,13.422071,10,170.0597,1187,0.9540682,23740,-3.524373
,0.8219617,4.307434e-09,-0.864996,-1.0,0.14315832,,12.976418,0.9995453,-0.80766845,1.0138459,0.9565567,1.0,0.69044363,1.7732885,1079.5274775028229,-0.6510047,0.9565567,21.652676,10,170.07214,1188,0.95269006,23760,-3.777122
,0.8220746,4.3001918e-09,-0.86523026,-0.5555556,0.14304543,,7.0950894,0.9995453,-0.8079288,1.0332187,0.9565567,0.069483444,0.0049710656,1.7645769,1080.9246819019318,-0.4915417,0.9565567,8.901533,10,170.08105,1189,0.9561749,23780,-1.1551944
,0.8221868,4.292967e-09,-0.8651836,-0.11111111,0.14293319,,,0.9995453,-0.8087653,0.98258865,0.9565567,0.01831564,1.6253892e-17,1.7642887,1082.3147678375244,-0.12752856,0.9565567,18.266275,10,170.09045,1190,0.95575744,23800,-0.84048724
,0.8222991,4.2857615e-09,-0.8644743,-0.5555556,0.1428209,,0.0015039046,0.9995453,-0.8096053,1.0047603,0.9565567,0.10836801,0.32681447,1.7642496,1083.7453813552856,-0.60618454,0.9565567,7.9816227,10,170.09961,1191,0.9559009,23820,0.0026947772
,0.8224113,4.2785735e-09,-0.86428523,-1.0,0.14270872,,0.70178866,0.9995453,-0.81017023,1.0096387,0.9565567,1.0,0.6921731,1.7629054,1085.35746383667,-1.603392,0.9565567,21.336689,10,170.10883,1192,0.95599246,23840,-0.6423608
,0.82252043,4.2714037e-09,-0.86645526,-1.0,0.14259958,,12.72056,0.9995453,-0.81042826,0.98929536,0.9565567,0.6411804,0.7449554,1.7648962,1087.1140868663788,-1.1852831,0.9565567,13.072227,10,170.12134,1193,0.95254904,23860,-3.4605148
,0.822632,4.264252e-09,-0.86751044,0.11111111,0.142488,,,0.9995453,-0.8106419,1.0190828,0.9565567,0.01831564,,1.7617279,1088.8489744663239,0.10629505,0.9565567,20.325386,10,170.13068,1194,0.95577574,23880,-2.114198
,0.82274073,4.2571178e-09,-0.86671823,0.5555556,0.14237928,,,0.9995453,-0.8114791,1.018851,0.9565567,0.01831564,,1.7610333,1090.532531261444,0.5529138,0.9565567,43.31201,10,170.14331,1195,0.95255744,23900,0.06715823
,0.82246226,4.2500017e-09,-0.8665392,-0.7777778,0.14265776,,,0.9995453,-0.8123155,1.0146375,0.9565567,0.01831564,,1.7610569,1092.2763245105743,-0.78251475,0.9565567,16.665462,10,170.61871,1196,0.48969996,23920,-0.6576684
,0.822574,4.242904e-09,-0.86558753,-0.5555556,0.142546,,1.5932756e-05,0.9995453,-0.8131513,1.0520668,0.9565567,0.044551425,1.00510775e-07,1.7605318,1093.9560446739197,-0.55784714,0.9565567,9.213774,10,170.62756,1197,0.9561948,23940,0.2632625
,0.82268566,4.2358232e-09,-0.8645637,1.0,0.14243436,,0.086797155,0.9995453,-0.81398636,1.0300019,0.9565567,1.0,0.396833,1.7601691,1095.766881942749,0.27803242,0.9565567,52.731415,10,170.63635,1198,0.9563167,23960,0.31179914
,0.82255477,4.2287605e-09,-0.8650532,0.33333334,0.14256525,,18.291134,0.9995453,-0.81448954,1.0238097,0.9565567,0.069483444,1.5473827e-16,1.7627633,1097.390373468399,0.26016426,0.9565567,20.646946,10,170.93579,1199,0.6657987,23980,-1.4754057
,0.8224263,4.221716e-09,-0.86565346,0.33333334,0.1426937,,14.569813,0.9995453,-0.81532323,1.0533638,0.9565567,0.10836801,9.1786495e-07,1.7639353,1098.9495673179626,0.20214853,0.9565567,17.650566,10,171.23248,1200,0.66838527,24000,-1.6036091
,0.82233036,4.214688e-09,-0.86618114,-0.7777778,0.14278966,,,0.9995453,-0.8161562,0.98439777,0.9565567,0.0285655,,1.7598097,1100.4351935386658,-0.8009636,0.9565567,11.051722,10,171.49036,1201,0.7071701,24020,-1.548448
,0.8224417,4.207678e-09,-0.86554635,-1.0,0.14267832,,0.42543715,0.9995453,-0.8169885,1.0120399,0.9565567,1.0,0.6969087,1.7595975,1102.2038927078247,-1.319277,0.9565567,21.133318,10,171.49927,1202,0.9562427,24040,-0.084108226
,0.82255226,4.200686e-09,-0.8670887,-1.0,0.14256775,,11.013781,0.9995453,-0.8172405,0.97967696,0.9565567,0.41111228,0.47420043,1.7589896,1103.9004731178284,-1.4760668,0.9565567,12.028809,10,171.50903,1203,0.9554393,24060,-2.7307644
,0.8226623,4.1937116e-09,-0.8690191,-1.0,0.14245772,,11.238813,0.9995453,-0.8176773,0.9986607,0.9565567,0.6411804,0.7503753,1.7639925,1105.3442878723145,-0.6333636,0.9565567,12.826822,10,171.5191,1204,0.95502514,24080,-3.1695094
,0.8227733,4.186754e-09,-0.8691399,-0.5555556,0.14234674,,8.436099,0.9995453,-0.8178845,1.0384809,0.9565567,0.069483444,0.005020802,1.759958,1106.7839925289154,-0.5438577,0.9565567,8.800921,10,171.52783,1205,0.95636934,24100,-1.0117753
,0.8228838,4.179814e-09,-0.86820555,-0.11111111,0.14223623,,,0.9995453,-0.81870985,0.9816038,0.9565567,0.01831564,1.6416342e-17,1.7583015,1108.1140432357788,-0.114224605,0.9565567,18.21528,10,171.53687,1206,0.95603365,24120,0.22162497
,0.8229935,4.1728905e-09,-0.86735207,0.11111111,0.1421265,,2.4525588e-32,0.9995453,-0.8195387,1.0200205,0.9565567,0.01831564,,1.7577844,1109.4337210655212,0.1076414,0.9565567,20.185242,10,171.54675,1207,0.9553507,24140,0.18581834
,0.82310295,4.1659844e-09,-0.86655474,-0.11111111,0.14201707,,2.3707369e-12,0.9995453,-0.82036686,0.9625074,0.9565567,0.0285655,8.0290044e-07,1.7571447,1110.7474541664124,-0.09034721,0.9565567,11.899342,10,171.55664,1208,0.9551788,24160,0.082517184
,0.8232128,4.1590957e-09,-0.86595094,0.11111111,0.14190722,,0.00035747155,0.9995453,-0.82119435,0.9364283,0.9565567,0.044551425,3.695067e-16,1.7562237,1112.205332994461,0.07547404,0.9565567,13.882712,10,171.5658,1209,0.95590484,24180,-0.09528912
,0.8232991,4.152224e-09,-0.8658309,0.11111111,0.14182091,,6.705585,0.9995453,-0.8220211,1.0326793,0.9565567,0.10836801,0.012403498,1.7559211,1113.8089141845703,0.1678289,0.9565567,12.228024,10,171.60327,1210,0.92764753,24200,-0.6537289
,0.8232949,4.1453694e-09,-0.86605865,-1.0,0.14182514,,0.38235208,0.9995453,-0.822837,0.9954299,0.9565567,0.6411804,0.75425696,1.7558173,1115.132034778595,-0.6224767,0.9565567,12.765403,10,171.75024,1211,0.8182311,24220,-1.1717813
,0.82340455,4.1385313e-09,-0.866081,-0.5555556,0.14171547,,8.767014,0.9995453,-0.82303977,1.0432236,0.9565567,0.069483444,0.0050467537,1.7600765,1116.4512603282928,-0.6496753,0.9565567,8.778883,10,171.75916,1212,0.9562068,24240,-0.8870711
,0.8235143,4.1317105e-09,-0.8662672,-0.5555556,0.14160573,,7.836263,0.9995453,-0.82386035,1.0109432,0.9565567,0.10836801,0.33150658,1.7610805,1117.768810749054,-0.7761586,0.9565567,7.8857985,10,171.76776,1213,0.9564674,24260,-1.1326412
,0.8236233,4.1249066e-09,-0.86531925,-0.7777778,0.14149672,,16.478006,0.9995453,-0.82441115,1.0278637,0.9565567,0.01831564,,1.7652729,1119.3925683498383,-0.7598642,0.9565567,16.507107,10,171.7771,1214,0.95582396,24280,0.2751272
,0.8237318,4.1181196e-09,-0.86454517,-0.7777778,0.14138824,,12.810512,0.9995453,-0.82523453,1.0271995,0.9565567,0.01831564,,1.7602608,1120.8848943710327,-0.7895566,0.9565567,16.299084,10,171.78674,1215,0.95547134,24300,0.05250617
,0.8238407,4.111349e-09,-0.8636561,-0.7777778,0.14127934,,10.558998,0.9995453,-0.8260572,0.99088466,0.9565567,0.0285655,,1.7600472,1122.2776103019714,-0.80605996,0.9565567,10.86268,10,171.79565,1216,0.95613503,24320,0.19462438
,0.8239494,4.1045953e-09,-0.8631335,-0.7777778,0.14117062,,10.606094,0.9995453,-0.82687926,0.99158776,0.9565567,0.0285655,,1.755826,1124.0778951644897,-0.7685212,0.9565567,10.775355,10,171.80463,1217,0.95612437,24340,-0.21494198
,0.824058,4.0978585e-09,-0.8622295,0.11111111,0.14106202,,7.06944e-35,0.9995453,-0.8277006,0.9973899,0.9565567,0.069483444,1.7220066e-06,1.7532196,1125.8635668754578,0.1657596,0.9565567,13.590557,10,171.8136,1218,0.95624745,24360,0.24975199
,0.8239163,4.0911377e-09,-0.8624553,-0.5555556,0.1412037,,0.00081164076,0.9995453,-0.8285213,0.98992413,0.9565567,0.1690133,1.4318304,1.7532326,1127.6523520946503,-0.2551488,0.9565567,6.352734,10,172.12732,1219,0.6513983,24380,-1.1317706
,0.82402444,4.0844337e-09,-0.862655,-0.11111111,0.14109558,,4.548942,0.9995453,-0.8281674,1.0175375,0.9565567,0.10836801,2.499386,1.7543371,1129.3965713977814,-0.062463008,0.9565567,9.070395,10,172.1366,1220,0.95577466,24400,-1.0949352
,0.82413197,4.0777457e-09,-0.8625772,-0.11111111,0.14098805,,10.796893,0.9995453,-0.8269401,0.9701822,0.9565567,0.044551425,0.015420299,1.7532094,1130.767339706421,-0.11604576,0.9565567,10.983716,10,172.14636,1221,0.955382,24420,-0.78326756
,0.82423955,4.071075e-09,-0.8617499,-0.11111111,0.14088047,,17.5242,0.9995453,-0.82774615,0.99082834,0.9565567,0.01831564,1.6565369e-17,1.754406,1132.4733793735504,-0.105624795,0.9565567,17.848217,10,172.156,1222,0.9555617,24440,0.18118425
,0.8243473,4.06442e-09,-0.8609023,0.5555556,0.1407727,,,0.9995453,-0.82856417,0.9985178,0.9565567,0.0285655,,1.7526726,1133.9029486179352,0.56849724,0.9565567,28.132206,10,172.16504,1223,0.9560023,24460,0.18942304
,0.8240612,4.0577812e-09,-0.86084026,-1.0,0.1410588,,0.252766,0.9995453,-0.8293815,1.0097916,0.9565567,1.0,0.70559925,1.7525566,1135.2925193309784,-0.5332477,0.9565567,21.140888,10,172.65594,1224,0.47423944,24480,-0.77373904
,0.82416886,4.0511594e-09,-0.8601273,-0.11111111,0.14095116,,,0.9995453,-0.82962185,0.9930497,0.9565567,0.01831564,1.6596424e-17,1.751713,1136.7406733036041,-0.110532984,0.9565567,17.63134,10,172.6651,1225,0.9559258,24500,0.0049123955
,0.8242734,4.044553e-09,-0.8592525,-0.11111111,0.14084661,,11.154852,0.9995453,-0.83043784,0.9676932,0.9565567,0.0285655,8.110271e-07,1.750577,1138.092871427536,-0.12233002,0.9565567,11.58369,10,172.67798,1226,0.952303,24520,0.22453752
,0.8243805,4.037963e-09,-0.85846806,-0.7777778,0.1407395,,,0.9995453,-0.8312532,1.0285724,0.9565567,0.01831564,,1.7504137,1139.4592955112457,-0.76103777,0.9565567,15.957872,10,172.68738,1227,0.9556483,24540,0.13924247
,0.82448786,4.0313894e-09,-0.8576605,0.11111111,0.14063215,,3.4922568e-06,0.9995453,-0.83206785,1.0376694,0.9565567,0.1690133,0.3724984,1.7503026,1140.8421969413757,-0.017281227,0.9565567,9.803193,10,172.69629,1228,0.95618296,24560,0.10977438
,0.824591,4.024831e-09,-0.8579502,-0.11111111,0.14052904,,8.82984,0.9995453,-0.83257854,1.0197164,0.9565567,0.10836801,2.5104356,1.7505682,1142.201672077179,-0.037730664,0.9565567,8.980626,10,172.71014,1229,0.9512468,24580,-1.2496967
