TimestepsSoFar,ReturnStepMax,Regret/t,Delta,DenMISELogLast,LQGmu1_actor,ReturnAbsMax,Iteration,DenMISELogFirst,LQGmu1_higher,IWMin,Regret,IWMax,GridSize,ReturnLastEpisode,TimeElapsed,Bound,ReturnMin,LQGsigma_higher,ReturnMax,ReturnMean,IWMean,IWFirstEpisode,DenMISEMeanLog,IWLastEpisode
57600,0.9988887,0.10909653,7.3293677e-10,-0.23070198,-1.0344718,0.9558565,2880,-0.9679862,-1.0,,314.198,10.765264,10,0.95535785,5543.945458173752,1.4708208,,0.41111228,0.9558565,0.8560235,0.9931924,2.5029995,-0.7377552,0.13791999
57620,0.9988887,0.109062135,7.3242806e-10,-0.26249257,-1.0032952,0.9558565,2881,-0.9674647,-1.0,,314.208,9.377813,10,0.9548892,5547.755365610123,1.4699409,,0.1690133,0.9558565,0.8560579,1.0237674,5.503184,-0.73759264,3.0057654
57640,0.9988887,0.1090278,7.3191986e-10,0.43115813,-1.002827,0.9558565,2882,-0.9659034,-1.0,,314.21802,14.022797,10,0.9552536,5551.547434806824,1.4716954,,0.01831564,0.9558565,0.8560922,1.0306073,0.0019216832,-0.73717916,13.925468
57660,0.9988887,0.10899365,7.314122e-10,0.43798098,-1.0054461,0.9558565,2883,-0.96624964,-1.0,,314.22852,13.959742,10,0.9543912,5554.3965582847595,1.4714578,,0.01831564,0.9558565,0.85612637,1.0313833,0.0019223486,-0.73676145,13.889989
57680,0.9988887,0.10895932,7.3090506e-10,0.42489147,-0.98520595,0.9558565,2884,-0.96659577,-1.0,,314.23877,13.897289,10,0.95522326,5557.551474332809,1.4711514,,0.01831564,0.9558565,0.8561607,1.0320768,0.0019230142,-0.73634833,13.62577
57700,0.9988887,0.108925045,7.3039846e-10,0.2937601,-1.0132962,0.9558565,2885,-0.9669418,-1.0,,314.24878,13.835442,10,0.9550088,5561.402821779251,1.4702276,,0.01831564,0.9558565,0.856195,1.0321188,0.0019236801,-0.735981,11.717569
57720,0.9988887,0.10889077,7.2989237e-10,0.3202036,-0.5157591,0.9558565,2886,-0.96728766,-0.33333334,,314.2588,4.141246,10,0.9550547,5565.091418504715,1.4698589,,0.26359713,0.9558565,0.85622925,1.0029056,0.34348872,-0.73560464,0.039444663
57740,0.9988887,0.1088565,7.293869e-10,-0.49076074,-0.529128,0.9558565,2887,-0.9675151,-0.5555556,,314.2688,9.939298,10,0.9551925,5568.719179391861,1.4718617,,0.044551425,0.9558565,0.8562635,1.0073357,1.2310385e-13,-0.73551863,9.815544
57760,0.9988887,0.10882211,7.2888184e-10,-0.23948506,-0.5669747,0.9558565,2888,-0.9678614,-0.5555556,,314.27832,9.908629,10,0.9553679,5572.217872142792,1.4711041,,0.044551425,0.9558565,0.8562979,1.0077089,1.2314637e-13,-0.7353449,9.542151
57780,0.9988887,0.108787835,7.2837725e-10,0.0064833243,-0.5582802,0.9558565,2889,-0.9682076,-0.5555556,,314.2881,12.934704,10,0.95550835,5575.737560749054,1.4704814,,0.0285655,0.9558565,0.8563322,0.98497176,6.6948747e-34,-0.735086,12.810087
57800,0.9988887,0.10875344,7.278733e-10,0.07657104,-0.6093892,0.9558565,2890,-0.9685537,-0.5555556,,314.29736,12.881508,10,0.9557278,5579.590699195862,1.4699671,,0.0285655,0.9558565,0.8563666,0.9857413,6.6971734e-34,-0.7348109,12.877701
57820,0.9988887,0.10871923,7.273699e-10,-0.7107814,-0.56497955,0.9558565,2891,-0.96889967,-0.5555556,,314.30713,8.722985,10,0.95546454,5583.128391265869,1.4704868,,0.069483444,0.9558565,0.8564008,1.0072364,2.0338775e-05,-0.73480797,8.657069
57840,0.9988887,0.10868502,7.2686696e-10,0.037922986,-1.01723,0.9558565,2892,-0.9692455,-1.0,,314.31714,13.802629,10,0.9553364,5586.382984876633,1.4694942,,0.01831564,0.9558565,0.856435,1.032308,0.0019281165,-0.7345386,
57860,0.9988887,0.10865092,7.2636447e-10,0.23539507,-0.54255086,0.9558565,2893,-0.96959054,-0.5555556,,314.32715,9.801235,10,0.9550546,5589.301580429077,1.4695015,,0.044551425,0.9558565,0.8564691,1.0080914,1.2335959e-13,-0.7341929,3.3978028e-23
57880,0.9988887,0.10861677,7.258626e-10,0.00037846668,-0.9649744,0.9558565,2894,-0.96993613,-1.0,,314.3369,9.300456,10,0.9553386,5592.933739900589,1.4692141,,0.0285655,0.9558565,0.85650325,1.0121087,0.5333766,-0.7339367,
57900,0.9988887,0.108582795,7.2536127e-10,-0.23728243,0.59064484,0.9558565,2895,-0.97009736,0.5555556,,314.34717,40.38008,10,0.9546758,5596.586051940918,1.4691119,,0.0285655,0.9558565,0.8565372,0.98453313,,-0.7337614,
57920,0.9988887,0.108722925,7.248604e-10,-1.7006913,-0.59657997,0.9558565,2896,-0.9704427,-1.0,,314.86157,12.737768,10,0.45087868,5599.850301980972,1.4686863,,0.6411804,0.9558565,0.8563971,0.97874963,1.6283101,-0.7341026,0.15707926
57940,0.9988887,0.10868859,7.2436007e-10,-0.50553614,-0.4596901,0.9558565,2897,-0.9702259,-0.5555556,,314.87085,9.778986,10,0.9556955,5602.698735237122,1.4713715,,0.044551425,0.9558565,0.8564314,1.0112556,1.2343796e-13,-0.73403126,9.715695
57960,0.9988887,0.10865432,7.238602e-10,-1.0194147,-0.539929,0.9558565,2898,-0.970571,-0.5555556,,314.88013,8.666657,10,0.9556049,5605.567893981934,1.4705262,,0.069483444,0.9558565,0.8564657,1.008521,2.0372787e-05,-0.7341263,6.1433682
57980,0.9988887,0.108620286,7.23361e-10,-0.032661814,-0.5249489,0.9558565,2899,-0.970916,-0.5555556,,314.89014,8.643797,10,0.95511496,5608.808041572571,1.4691439,,0.069483444,0.9558565,0.85649973,1.008224,2.037982e-05,-0.7338819,5.78403
58000,0.9988887,0.10858625,7.228621e-10,-0.2985162,-0.61279476,0.9558565,2900,-0.97126085,-0.5555556,,314.90015,12.724658,10,0.9554398,5612.346891641617,1.469172,,0.0285655,0.9558565,0.85653377,0.9904275,6.715337e-34,-0.73372895,10.602863
58020,0.9988887,0.10855216,7.223639e-10,-0.74336624,-0.61579335,0.9558565,2901,-0.9716056,-0.5555556,,314.9099,8.614051,10,0.95540327,5615.158207416534,1.4689176,,0.069483444,0.9558565,0.85656786,1.0091195,2.0393878e-05,-0.7337362,8.600209
58040,0.9988887,0.108518064,7.2186607e-10,-0.77880687,-0.529744,0.9558565,2902,-0.9719503,-0.5555556,,314.91943,8.59151,10,0.95556736,5618.183888912201,1.4684862,,0.069483444,0.9558565,0.85660195,1.0098017,2.040092e-05,-0.7337491,8.591258
58060,0.9988887,0.10848403,7.213689e-10,-0.19968346,-0.8044924,0.9558565,2903,-0.9722948,-0.11111111,,314.9292,14.850179,10,0.95517856,5621.539877653122,1.4681981,,1.0,0.9558565,0.856636,0.9831392,0.7624161,-0.7335621,0.44624734
58080,0.9988887,0.108449996,7.208722e-10,-0.06282042,-0.81438315,0.9558565,2904,-0.9723766,-0.7777778,,314.93872,9.704262,10,0.95556027,5625.153533935547,1.4700861,,0.0285655,0.9558565,0.85667,0.99352,0.000262629,-0.733337,9.603548
58100,0.9988887,0.10841602,7.203759e-10,-0.34340307,-0.8070403,0.9558565,2905,-0.9727208,-0.7777778,,314.9485,9.67527,10,0.95521927,5628.914920568466,1.4688914,,0.0285655,0.9558565,0.856704,0.99351627,0.00026271943,-0.7332054,8.662113
58120,0.9988887,0.108382165,7.1988027e-10,-0.1317133,-0.85249865,0.9558565,2906,-0.9730649,-0.7777778,,314.9585,9.418468,10,0.9552871,5632.70764541626,1.4690787,,0.044551425,0.9558565,0.85673785,0.9822678,0.18122967,-0.73300105,8.233214
58140,0.9988887,0.10834825,7.1938505e-10,-0.9512857,-1.0369992,0.9558565,2907,-0.9733466,-1.0,,314.9685,9.437975,10,0.9552529,5635.499200582504,1.4678391,,0.10836801,0.9558565,0.85677177,1.0252293,7.2598724,-0.73308265,3.7744405
58160,0.9988887,0.10831463,7.1889045e-10,-0.33041513,-0.95351607,0.9558565,2908,-0.9711963,-1.0,,314.979,9.302108,10,0.954723,5638.320001602173,1.469014,,0.0285655,0.9558565,0.8568054,1.0134224,0.5340491,-0.73293567,8.39979
58180,0.9988887,0.10828084,7.1839623e-10,-0.5146196,-0.9411578,0.9558565,2909,-0.97135645,-1.0,,314.989,9.24196,10,0.95502377,5641.135457515717,1.4686675,,0.044551425,0.9558565,0.8568392,0.99960035,4.1472077,-0.73285645,8.69262
58200,0.9988887,0.10824698,7.1790257e-10,-0.7272206,-0.9875866,0.9558565,2910,-0.9702755,-1.0,,314.99878,9.400618,10,0.95513433,5644.089956521988,1.4682295,,0.1690133,0.9558565,0.85687304,1.0233612,5.518674,-0.73285514,4.5972357
58220,0.9988887,0.108213246,7.1740947e-10,0.34918466,-1.0339649,0.9558565,2911,-0.9687244,-1.0,,315.0088,9.206152,10,0.9551385,5647.744165658951,1.4683857,,0.044551425,0.9558565,0.8569068,1.0009335,4.1363072,-0.7324756,6.07493
58240,0.9988887,0.10817963,7.169168e-10,-0.2341185,-1.016744,0.9558565,2912,-0.967648,-1.0,,315.01904,9.180283,10,0.95491457,5651.555203914642,1.4677818,,0.044551425,0.9558565,0.8569404,1.0014882,4.131857,-0.7323045,8.46283
58260,0.9988887,0.10814583,7.1642464e-10,0.25495115,-0.25427896,0.9558565,2913,-0.9665735,-0.11111111,,315.0288,9.290027,10,0.95511764,5655.281578063965,1.4675884,,0.10836801,0.9558565,0.8569742,0.9742656,9.5708675e-12,-0.7319654,1.9489108e-15
58280,0.9988887,0.108112335,7.1593304e-10,-0.93532467,-0.2908557,0.9558565,2914,-0.9669167,-0.33333334,,315.0393,8.216266,10,0.9547322,5658.438017368317,1.4688127,,0.069483444,0.9558565,0.8570077,1.0275872,7.309242e-15,-0.7320443,7.658544
58300,0.9988887,0.1080789,7.154419e-10,-0.46172443,-0.29204583,0.9558565,2915,-0.96725976,-0.33333334,,315.05005,8.195977,10,0.9548118,5661.398976802826,1.4682081,,0.069483444,0.9558565,0.8570411,1.0279754,7.311752e-15,-0.7319424,7.557856
58320,0.9988887,0.10804576,7.1495126e-10,-0.4383334,-0.2824945,0.9558565,2916,-0.9676028,-0.33333334,,315.06152,9.084165,10,0.9536753,5664.882940292358,1.4680724,,0.044551425,0.9558565,0.85707426,1.0290962,1.3166894e-36,-0.73183227,9.034803
58340,0.9988887,0.10801214,7.1446116e-10,-0.5943889,-0.36296132,0.9558565,2917,-0.96794564,-0.33333334,,315.07153,7.192642,10,0.95508945,5668.812460184097,1.4681545,,0.10836801,0.9558565,0.8571079,1.0174415,4.8996303e-06,-0.73177576,5.9752774
58360,0.9988887,0.10797858,7.1397155e-10,-0.20604941,-0.38055587,0.9558565,2918,-0.9682884,-0.33333334,,315.08154,9.0466585,10,0.95503104,5672.118780612946,1.4680414,,0.044551425,0.9558565,0.85714144,1.0306244,1.3175838e-36,-0.7315899,8.820604
58380,0.9988887,0.107944965,7.134824e-10,-0.5213305,-0.39769906,0.9558565,2919,-0.9686311,-0.33333334,,315.0913,8.124916,10,0.9551799,5675.5553295612335,1.4679731,,0.069483444,0.9558565,0.85717505,1.0295448,7.321799e-15,-0.7315076,7.6761265
58400,0.9988887,0.10791135,7.1299383e-10,-0.7503821,-0.13398728,0.9558565,2920,-0.9689736,-0.33333334,,315.10107,4.1389613,10,0.9554485,5679.014033317566,1.4680057,,0.26359713,0.9558565,0.85720867,1.002825,0.34406832,-0.73150444,3.111063
58420,0.9988887,0.10787898,7.125057e-10,-0.04604114,0.99981356,0.9558565,2921,-0.96919817,1.0,,315.1145,105.74271,10,0.9516778,5682.777606010437,1.4674261,,0.01831564,0.9558565,0.85724103,1.116094,,-0.73126894,
58440,0.9988887,0.10812855,7.120181e-10,-1.5446563,-1.0808661,0.9558565,2922,-0.9695405,-1.0,,315.95166,9.44989,10,0.12808502,5686.084287643433,1.4672134,,0.069483444,0.9558565,0.85699147,1.0105804,7.4000254,-0.73151296,
58460,0.9988887,0.10809505,7.11531e-10,-1.1486568,-1.0947288,0.9558565,2923,-0.9673533,-1.0,,315.9619,9.42265,10,0.95467913,5689.066022157669,1.467174,,0.069483444,0.9558565,0.85702497,1.011656,7.383859,-0.73165244,9.199495
58480,0.9988887,0.10806167,7.110444e-10,-1.3022141,-0.8578355,0.9558565,2924,-0.9651724,-1.0,,315.9724,9.368963,10,0.9547503,5692.203994035721,1.468364,,0.10836801,0.9558565,0.85705835,1.0275283,7.200771,-0.7318438,9.239034
58500,0.9988887,0.108028114,7.105583e-10,-0.98826444,-0.77700764,0.9558565,2925,-0.9630548,-0.7777778,,315.98218,9.075115,10,0.9553079,5695.5902535915375,1.4676569,,0.069483444,0.9558565,0.8570919,0.9938796,2.0285864,-0.7319224,7.94251
58520,0.9988887,0.1079945,7.100727e-10,0.42166913,-0.9038173,0.9558565,2926,-0.9627033,-1.0,,315.99194,9.388283,10,0.95536935,5699.268223285675,1.4671061,,0.1690133,0.9558565,0.8571255,1.0231181,5.477043,-0.7315304,0.64842534
58540,0.9988887,0.10796106,7.095876e-10,-1.0274229,-0.35228902,0.9558565,2927,-0.9611749,-0.5555556,,316.00195,2.8368316,10,0.9551808,5702.145784854889,1.4670981,,0.41111228,0.9558565,0.85715896,1.00476,1.7244892,-0.7316239,1.8937644
58560,0.9988887,0.10792744,7.09103e-10,-0.003558953,-0.32776296,0.9558565,2928,-0.9609275,-0.33333334,,316.01147,9.017413,10,0.9554341,5706.017033576965,1.4678305,,0.044551425,0.9558565,0.8571926,1.0325012,1.30792885e-36,-0.7313736,8.208872
58580,0.9988887,0.10789418,7.086189e-10,0.16047755,-0.3008181,0.9558565,2929,-0.96126896,-0.33333334,,316.02197,8.097104,10,0.954336,5709.494205713272,1.4669654,,0.069483444,0.9558565,0.85722584,1.0299937,7.2680916e-15,-0.73105854,4.8745956
58600,0.9988887,0.107860625,7.081353e-10,-0.26061717,-0.2928358,0.9558565,2930,-0.9616103,-0.33333334,,316.03174,8.974102,10,0.95569795,5713.07999420166,1.4667789,,0.044551425,0.9558565,0.8572594,1.033175,1.30881725e-36,-0.730888,8.90363
58620,0.9988887,0.107827246,7.0765216e-10,-0.40893304,-0.28758615,0.9558565,2931,-0.96195155,-0.33333334,,316.04175,8.060617,10,0.95515466,5716.791105031967,1.4663522,,0.069483444,0.9558565,0.8572928,1.0303357,7.273057e-15,-0.7307673,7.2922463
58640,0.9988887,0.10779381,7.0716955e-10,-0.49795341,-0.47326362,0.9558565,2932,-0.9622927,-0.33333334,,316.0515,7.1183043,10,0.9553245,5720.505022764206,1.4662387,,0.10836801,0.9558565,0.8573262,1.0173372,4.872009e-06,-0.7306777,5.5407686
58660,0.9988887,0.10776043,7.066874e-10,-0.9529501,0.8903854,0.9558565,2933,-0.96263367,0.7777778,,316.06128,47.460197,10,0.95537317,5724.16369843483,1.4661423,,0.044551425,0.9558565,0.8573596,1.043253,,-0.73074776,
58680,0.9988887,0.107979655,7.0620587e-10,-2.8561711,-1.2722503,0.9558565,2934,-0.96297455,-1.0,,316.81226,9.888041,10,0.21408282,5727.867520332336,1.4659479,,0.26359713,0.9558565,0.85714036,1.0053384,3.7721088,-0.73145986,1.7882756e-10
58700,0.9988887,0.107946634,7.0572465e-10,-2.4050245,-0.7381822,0.9558565,2935,-0.96203053,-1.0,,316.82324,9.858189,10,0.9542061,5731.560218095779,1.4666612,,0.26359713,0.9558565,0.8571734,1.0072296,3.7685494,-0.7320284,9.83604
58720,0.9988887,0.107913196,7.0524403e-10,-0.43211356,-0.81113935,0.9558565,2936,-0.961088,-0.7777778,,316.833,9.430998,10,0.9553146,5735.3293533325195,1.4669194,,0.044551425,0.9558565,0.8572068,0.98335356,0.17907204,-0.7319239,9.293707
58740,0.9988887,0.1078797,7.0476386e-10,-0.2495877,-0.78188056,0.9558565,2937,-0.96136755,-0.7777778,,316.84253,9.404002,10,0.9554807,5739.0371966362,1.4662485,,0.044551425,0.9558565,0.8572403,0.98394376,0.17912212,-0.73176575,8.683158
58760,0.9988887,0.10784632,7.042842e-10,0.4097318,0.2933175,0.9558565,2938,-0.961647,0.33333334,,316.85254,29.321106,10,0.95535177,5742.713052749634,1.4659817,,0.044551425,0.9558565,0.8572737,1.008517,,-0.7313831,
58780,0.9988887,0.10793263,7.03805e-10,-1.4881141,-1.7220513,0.9558565,2939,-0.96198726,-1.0,,317.2141,25.11856,10,0.60351825,5746.413250923157,1.4658653,,1.0,0.9558565,0.8571874,0.96234006,1.0403873,-0.73163885,0.765551
58800,0.9988887,0.10790199,7.033263e-10,-3.6454277,-0.06738007,0.9558565,2940,-0.96197355,-1.0,,317.23193,12.791174,10,0.9471041,5750.091917276382,1.4668223,,0.6411804,0.9558565,0.857218,0.9799707,1.6145779,-0.732643,12.639811
58820,0.9988887,0.10787213,7.0284817e-10,-0.6291022,-0.06237356,0.9558565,2941,-0.9617646,-0.11111111,,317.25195,7.5341887,10,0.945194,5753.819889783859,1.4657751,,0.1690133,0.9558565,0.8572479,0.9913014,7.1670984e-05,-0.7326148,4.2822022
58840,0.9988887,0.107842684,7.023704e-10,-0.7381298,-0.20183064,0.9558565,2942,-0.96210456,-0.11111111,,317.2732,10.233076,10,0.94390047,5757.577627420425,1.4652932,,0.069483444,0.9558565,0.85727733,0.9680063,9.462403e-29,-0.7326195,9.391999
58860,0.9988887,0.10781032,7.0189315e-10,-1.080874,-0.069689125,0.9558565,2943,-0.96244437,-0.33333334,,317.28564,5.6980586,10,0.95253646,5761.381217479706,1.4659529,,0.1690133,0.9558565,0.8573097,1.0065504,0.015941178,-0.7327494,5.139848
58880,0.9988887,0.10777742,7.014164e-10,-0.5700662,-0.109512374,0.9558565,2944,-0.9627787,-0.11111111,,317.29663,9.283225,10,0.95419455,5765.110204935074,1.46681,,0.10836801,0.9558565,0.8573426,0.977393,9.534609e-12,-0.7326919,6.051453
58900,0.9988887,0.1077469,7.0094014e-10,0.29341683,-0.09486052,0.9558565,2945,-0.9631183,-0.11111111,,317.3147,7.48132,10,0.9472099,5768.825640916824,1.4649535,,0.1690133,0.9558565,0.8573731,0.9921673,7.17681e-05,-0.7323514,1.7601125
58920,0.9988887,0.107714,7.0046435e-10,0.10216797,-0.10815021,0.9558565,2946,-0.96345776,-0.11111111,,317.32544,16.20158,10,0.9542661,5772.504869699478,1.4659448,,0.01831564,0.9558565,0.857406,0.9948614,,-0.732071,13.267069
58940,0.9988887,0.10768139,6.999891e-10,0.2937463,-0.14485626,0.9558565,2947,-0.96379715,-0.11111111,,317.33716,16.118437,10,0.9534887,5776.191583871841,1.4657507,,0.01831564,0.9558565,0.8574386,0.99588186,,-0.7317252,16.026577
58960,0.9988887,0.10764855,6.995142e-10,-0.3359939,-0.15585521,0.9558565,2948,-0.9641364,-0.11111111,,317.3479,10.30426,10,0.9543864,5779.916117668152,1.4649372,,0.044551425,0.9558565,0.85747147,0.9747508,,-0.73159313,9.405614
58980,0.9988887,0.10761583,6.9903994e-10,-0.59400034,-0.111815296,0.9558565,2949,-0.96447563,-0.11111111,,317.35913,10.136761,10,0.953665,5783.626612186432,1.4651651,,0.069483444,0.9558565,0.8575042,0.9714853,9.484882e-29,-0.7315554,8.451895
59000,0.9988887,0.10758352,6.9856604e-10,0.3089699,-0.75704104,0.9558565,2950,-0.96481466,-0.7777778,,317.37134,9.679069,10,0.952842,5787.340631484985,1.4649465,,0.0285655,0.9558565,0.8575365,0.9947887,0.00026065033,-0.7312127,
59020,0.9988887,0.10755044,6.980927e-10,0.10786268,-1.8506225,0.9558565,2951,-0.96515346,-1.0,,317.38135,25.002874,10,0.95515627,5791.054603815079,1.4645654,,1.0,0.9558565,0.8575696,0.9629953,1.0436865,-0.73093057,0.34773457
59040,0.9988887,0.107524395,6.976199e-10,-3.894774,-1.045025,0.9558565,2952,-0.9651387,-1.0,,317.41187,12.731628,10,0.9345126,5794.794565677643,1.4655553,,0.6411804,0.9558565,0.8575956,0.9813521,1.6196964,-0.73201513,12.683205
59060,0.9988887,0.107491314,6.971474e-10,-0.53309464,-0.036834598,0.9558565,2953,-0.96492887,-1.0,,317.42188,24.805178,10,0.9552304,5798.516942977905,1.4640203,,1.0,0.9558565,0.8576287,0.96461827,1.0434521,-0.73195446,0.6791879
59080,0.9988887,0.10746145,6.966755e-10,-1.1192163,0.013970055,0.9558565,2954,-0.96491414,-0.11111111,,317.44116,10.112455,10,0.94605845,5802.2300090789795,1.465578,,0.069483444,0.9558565,0.85765857,0.973574,9.4890075e-29,-0.7320976,9.930231
59100,0.9988887,0.10743511,6.9620404e-10,-1.3714108,-0.0020555407,0.9558565,2955,-0.9652526,-0.11111111,,317.4707,9.189671,10,0.9354194,5805.997363090515,1.465739,,0.10836801,0.9558565,0.8576849,0.9792247,9.558225e-12,-0.73232305,7.452697
59120,0.9988887,0.10740453,6.9573314e-10,-1.3519822,-0.31385776,0.9558565,2956,-0.96559095,-0.11111111,,317.4878,7.42139,10,0.9480855,5809.72554564476,1.4657962,,0.1690133,0.9558565,0.8577155,0.9951338,7.194573e-05,-0.73253995,7.408654
59140,0.9988887,0.10737151,6.952626e-10,-0.011236927,0.15235877,0.9558565,2957,-0.96592915,-0.11111111,,317.49756,5.377472,10,0.9551934,5813.435446977615,1.4646337,,0.26359713,0.9558565,0.8577485,1.0049025,0.037195507,-0.73229784,1.1386385
59160,0.9988887,0.1074059,6.947926e-10,-0.9489862,-0.77501875,0.9558565,2958,-0.9662547,-0.7777778,,317.70654,9.669123,10,0.7562148,5817.248664617538,1.463525,,0.0285655,0.9558565,0.8577141,0.9946146,0.00026102594,-0.73236954,
59180,0.9988887,0.10737282,6.943231e-10,0.41630486,-0.74672097,0.9558565,2959,-0.9665926,-0.7777778,,317.71606,14.273455,10,0.95557785,5821.010408878326,1.4638703,,0.01831564,0.9558565,0.8577472,1.0217563,1.7206495e-11,-0.73198366,14.202396
59200,0.9988887,0.10734004,6.93854e-10,-0.18711857,-0.78910553,0.9558565,2960,-0.9669305,-0.7777778,,317.72656,9.381984,10,0.95490426,5824.733112812042,1.4634403,,0.044551425,0.9558565,0.85778,0.9825954,0.18012133,-0.73179305,8.46819
59220,0.9988887,0.107307136,6.933854e-10,0.32893035,0.5715119,0.9558565,2961,-0.9672075,0.5555556,,317.73657,38.394085,10,0.9550978,5828.508084774017,1.4631958,,0.044551425,0.9558565,0.8578129,0.94900066,,-0.731441,
59240,0.9988887,0.10744941,6.929173e-10,-1.2122338,-0.5294184,0.9558565,2962,-0.96754515,-0.5555556,,318.26514,9.792123,10,0.43656772,5832.251366615295,1.4629732,,0.044551425,0.9558565,0.8576706,1.008039,1.2310738e-13,-0.7316219,
59260,0.9988887,0.10741627,6.924497e-10,-0.21925145,0.21124136,0.9558565,2963,-0.9678827,0.11111111,,318.2744,13.868583,10,0.9555917,5835.999880075455,1.4628732,,0.10836801,0.9558565,0.85770375,1.0342332,2.79685e-19,-0.73144674,1.1882887e-07
59280,0.9988887,0.107464135,6.919825e-10,-1.7452413,0.021464527,0.9558565,2964,-0.9682201,0.11111111,,318.52368,11.676749,10,0.7158716,5839.726846933365,1.4638877,,0.1690133,0.9558565,0.8576559,1.0252982,5.760751e-08,-0.7317776,11.342854
59300,0.9988887,0.10743499,6.9151584e-10,-1.349955,-0.055678695,0.9558565,2965,-0.9685575,-0.11111111,,318.54468,5.3528743,10,0.9440287,5843.452320814133,1.4637821,,0.26359713,0.9558565,0.857685,1.0057666,0.037293397,-0.73197764,5.1442084
59320,0.9988887,0.10740554,6.910496e-10,-0.84601736,1.0259109,0.9558565,2966,-0.9688821,1.0,,318.5647,68.8098,10,0.94504315,5847.162225484848,1.4628866,,0.0285655,0.9558565,0.8577145,1.0237924,,-0.73201424,
59340,0.9988887,0.10765171,6.9058387e-10,-1.9740199,-0.12826918,0.9558565,2967,-0.9692192,-0.11111111,,319.4026,9.108226,10,0.12712471,5850.850438117981,1.4627953,,0.10836801,0.9558565,0.8574683,0.98057455,9.5962205e-12,-0.73242843,3.2980157e-23
59360,0.9988887,0.1076203,6.9011863e-10,0.102110386,0.92882526,0.9558565,2968,-0.96955615,1.0,,319.41724,64.56738,10,0.95086074,5854.555818319321,1.4628083,,0.044551425,0.9558565,0.8574997,0.96775174,,-0.7321542,
59380,0.9988887,0.107848465,6.896538e-10,-2.7407696,-0.87132967,0.9558565,2969,-0.96989304,-0.7777778,,320.20215,9.047236,10,0.17992921,5858.316822052002,1.4627266,,0.069483444,0.9558565,0.85727155,0.9914609,2.042506,-0.7328441,
59400,0.9988887,0.107815504,6.891895e-10,-1.0470202,-0.96889776,0.9558565,2970,-0.9695421,-1.0,,320.21216,9.386049,10,0.9552181,5862.0454025268555,1.462858,,0.10836801,0.9558565,0.8573045,1.0255113,7.232305,-0.732953,5.1831274
59420,0.9988887,0.1077826,6.887256e-10,-0.13004847,-0.5037798,0.9558565,2971,-0.96744657,-0.11111111,,320.22217,4.3631306,10,0.955012,5865.723289966583,1.4624182,,0.41111228,0.9558565,0.8573374,1.0049877,0.374084,-0.7327418,0.1253373
59440,0.9988887,0.10774976,6.8826217e-10,-0.66109604,-0.57637215,0.9558565,2972,-0.9676572,-0.5555556,,320.23218,9.7880945,10,0.9553444,5869.417670965195,1.4644526,,0.044551425,0.9558565,0.85737026,1.0107684,1.2312123e-13,-0.73271596,8.828316
59460,0.9988887,0.10771668,6.8779926e-10,-0.125586,-0.54837114,0.9558565,2973,-0.9679936,-0.5555556,,320.2417,9.759246,10,0.95549643,5873.151664018631,1.4636389,,0.044551425,0.9558565,0.85740334,1.0110078,1.2316256e-13,-0.7325086,9.102948
59480,0.9988887,0.10768354,6.873368e-10,0.05973303,-0.57331,0.9558565,2974,-0.9683299,-0.5555556,,320.25073,12.8028965,10,0.95575356,5876.891288995743,1.4629602,,0.0285655,0.9558565,0.8574365,0.9900562,6.695692e-34,-0.73223895,12.746492
59500,0.9988887,0.1076507,6.868748e-10,-0.067265585,-0.5247768,0.9558565,2975,-0.9686661,-0.5555556,,320.26074,9.703318,10,0.95528334,5880.569728374481,1.462636,,0.044551425,0.9558565,0.8574693,1.0110333,1.2324552e-13,-0.73201936,8.846579
59520,0.9988887,0.107617736,6.8641326e-10,-0.2979242,-0.55920917,0.9558565,2976,-0.9690022,-0.5555556,,320.2705,8.62753,10,0.95554644,5884.274786472321,1.4624193,,0.069483444,0.9558565,0.8575023,1.0061507,2.034085e-05,-0.73187023,7.0114403
59540,0.9988887,0.10758495,6.859522e-10,0.08727497,-0.5521038,0.9558565,2977,-0.9693381,-0.5555556,,320.28052,19.810413,10,0.95519906,5888.02401804924,1.4642723,,0.01831564,0.9558565,0.85753506,0.95040035,,-0.7315933,19.567902
59560,0.9988887,0.10755223,6.8549155e-10,0.094736926,-0.52397645,0.9558565,2978,-0.969674,-0.5555556,,320.29053,19.686066,10,0.9551349,5891.795227050781,1.4646169,,0.01831564,0.9558565,0.8575678,0.95227766,,-0.73133314,19.463991
59580,0.9988887,0.10751933,6.850314e-10,-0.30720943,-0.56906205,0.9558565,2979,-0.97000974,-0.5555556,,320.30005,12.545188,10,0.955287,5895.511836528778,1.4635367,,0.0285655,0.9558565,0.8576007,0.9935019,6.70694e-34,-0.73120755,10.306371
59600,0.9988887,0.10748643,6.8457173e-10,0.013950127,-0.55842775,0.9558565,2980,-0.9703454,-0.5555556,,320.30957,12.496774,10,0.9558389,5899.269770622253,1.4629896,,0.0285655,0.9558565,0.8576336,0.99412423,6.709192e-34,-0.73096013,12.31583
59620,0.9988887,0.107453525,6.8411254e-10,0.110247,-0.5219008,0.9558565,2981,-0.9706809,-0.5555556,,320.31885,19.412989,10,0.95562416,5903.042142629623,1.4628652,,0.01831564,0.9558565,0.8576665,0.95434445,,-0.73068064,19.269417
