Bound,IWLastEpisode,GridSize,ReturnStepMax,TimestepsSoFar,ReturnMean,ReturnMin,IWMax,IWMin,DenMISEMeanLog,LQGsigma_higher,Iteration,ReturnAbsMax,Regret,IWMean,DenMISELogLast,TimeElapsed,DenMISELogFirst,ReturnLastEpisode,ReturnMax,Regret/t,Delta,IWFirstEpisode,LQGmu1_actor,LQGmu1_higher
23.45995,4.3271466e-38,10,0.9649017,560,0.5743864,,19.824932,,-0.49042898,0.044551425,28,0.9202497,10.940542,0.9586417,-1.3884027,8.152469158172607,-5.882262,0.071099415,0.9202497,0.3907336,7.754171e-06,,0.31475618,0.33333334
23.317276,,10,0.9649017,580,0.5695725,,45.694942,,-0.47687486,0.069483444,29,0.9202497,11.470877,1.8517731,0.12622392,8.440244197845459,-5.9173536,0.43478388,0.9202497,0.3955475,7.2286225e-06,2.4915204e-34,-1.0240717,-1.0
23.147335,,10,0.9649017,600,0.5808988,,15.565239,,-0.4510331,0.044551425,30,0.9202497,11.526636,0.80261165,0.07638505,8.717382669448853,-5.9512553,0.90936166,0.9202497,0.3842212,6.754746e-06,,-0.42402095,-0.33333334
23.200813,3.1472331e-09,10,0.9649017,620,0.59171706,,27.382538,,-0.54010403,0.044551425,31,0.9202497,11.575491,1.2653531,-2.8963208,8.998214960098267,-5.984045,0.9162648,0.9202497,0.37340295,6.325984e-06,,-0.1373201,-0.11111111
22.775211,2.034342e-06,10,0.9649017,640,0.60051847,,11.803999,,-0.5318991,0.044551425,32,0.9202497,11.66725,0.61711836,-0.24993588,9.28020715713501,-6.015794,0.8733624,0.9202497,0.36460155,5.9367876e-06,,0.17118403,0.11111111
21.86083,9.485632e-16,10,0.9649017,660,0.59650075,,13.8402815,,-0.58294594,0.069483444,33,0.9202497,12.164436,0.92428195,-1.7675463,9.61648154258728,-6.0465655,0.46793428,0.9202497,0.36861926,5.5824344e-06,,0.6526035,0.7777778
20.535048,29.606129,10,0.9649017,680,0.587177,,32.803307,,-0.64745355,0.069483444,34,0.9202497,12.850061,2.0963387,-2.6156466,9.898359298706055,-6.0764184,0.27949357,0.9202497,0.37794304,5.2588844e-06,,0.56850463,0.5555556
20.557762,,10,0.9649017,700,0.5797802,,6.0034623,,-0.60625094,0.069483444,35,0.9202497,13.486895,0.4722502,0.23280537,10.201454877853394,-6.105406,0.32828912,0.9202497,0.3853398,4.96267e-06,,-0.7869155,-0.7777778
20.287207,0.017087918,10,0.9649017,720,0.5891819,,20.121336,,-0.59696364,0.069483444,36,0.9202497,13.5337715,1.4706405,0.27361828,10.490517616271973,-6.133577,0.91824144,0.9202497,0.37593812,4.6907953e-06,,-0.5654559,-0.5555556
19.61731,,10,0.9649017,740,0.5980731,,14.7016945,,-0.5676527,0.10836801,37,0.9202497,13.580736,0.7998316,0.23506151,10.77646255493164,-6.160976,0.9181566,0.9202497,0.3670469,4.4406656e-06,,1.0381173,1.0
19.524706,,10,0.9649017,760,0.5824639,,34.879898,,-0.57301813,0.069483444,38,0.9202497,14.540932,1.3333726,-0.49968317,11.06403136253357,-6.187644,0.0049215094,0.9202497,0.3826561,4.2100214e-06,,-0.26453036,-0.33333334
19.271484,2.523021e-15,10,0.9649017,780,0.5907803,,12.790198,,-0.5997031,0.069483444,39,0.9202497,14.599247,0.69491357,-1.6568387,11.353374004364014,-6.2136197,0.9068047,0.9202497,0.3743397,3.996891e-06,,0.33211622,0.33333334
18.859308,6.601846e-09,10,0.9649017,800,0.586747,,15.758111,,-0.58773035,0.069483444,40,0.9202497,15.134922,0.8716055,0.23851925,11.641996145248413,-6.2389374,0.429448,0.9202497,0.37837303,3.7995442e-06,,-0.07626349,-0.11111111
18.845213,0.2786655,10,0.9649017,820,0.59246093,,26.938936,,-0.5935628,0.069483444,41,0.9202497,15.27902,1.0003595,-0.61056906,11.92995309829712,-6.26363,0.8210192,0.9202497,0.3726591,3.6164613e-06,,0.11211553,0.11111111
18.74066,4.108128e-23,10,0.9649017,840,0.5896853,,26.456484,,-0.5787421,0.10836801,42,0.9202497,15.768257,0.9395374,0.19137907,12.219491004943848,-6.2877274,0.47588557,0.9202497,0.3754347,3.4462985e-06,1.2982367e-12,-1.1178563,-1.0
16.856586,,10,0.9649017,860,0.59706,,17.385633,,-0.6257275,0.10836801,43,0.9202497,15.826578,1.139201,-2.3973134,12.51155161857605,-6.311258,0.9067973,0.9202497,0.36806,3.2878697e-06,,0.88654757,0.7777778
16.336325,6.603499e-38,10,0.9649017,880,0.5859542,,15.148521,,-0.6478621,0.10836801,44,0.9202497,16.683298,0.9887598,-1.6303496,12.802945613861084,-6.3342476,0.10840181,0.9202497,0.37916583,3.1401191e-06,3.8655636e-31,-0.5806935,-0.5555556
16.073975,3.0758192e-19,10,0.9649017,900,0.5933628,,9.839103,,-0.64096296,0.1690133,45,0.9202497,16.729074,0.85214067,-0.2500548,13.095333576202393,-6.3567204,0.9193413,0.9202497,0.3717572,3.002109e-06,,1.1201942,1.0
15.664954,1.084253e-10,10,0.9649017,920,0.5805365,,7.8763433,,-0.6770218,0.10836801,46,0.9202497,17.690842,0.59970534,-2.1128635,13.385709047317505,-6.3786993,0.0033513189,0.9202497,0.38458353,2.8730017e-06,,0.3352364,0.33333334
15.449075,5.710771e-14,10,0.9649017,940,0.5773008,,22.24176,,-0.668421,0.1690133,47,0.9202497,18.227505,1.0376536,0.14621615,13.68998098373413,-6.4002056,0.4284586,0.9202497,0.38781923,2.7520464e-06,0.0008137485,-0.9240108,-1.0
15.427864,9.17902e-12,10,0.9649017,960,0.5843124,,9.60266,,-0.68570286,0.10836801,48,0.9202497,18.278767,0.8252087,-1.4172784,13.98156476020813,-6.4212418,0.91385597,0.9202497,0.38080764,2.6385726e-06,,-0.1269937,-0.11111111
14.62113,0.65355253,10,0.9649017,980,0.59017766,,18.299543,,-0.6778763,0.10836801,49,0.9202497,18.372177,1.0559144,-0.084114015,14.280107259750366,-6.4418607,0.8717118,0.9202497,0.37494236,2.5319744e-06,,-0.26561165,-0.33333334
14.608521,4.9590635e-12,10,0.9649017,1000,0.5965761,,18.036627,,-0.69275445,0.10836801,50,0.9202497,18.427195,1.018045,-1.3767658,14.577535629272461,-6.462064,0.9101011,0.9202497,0.36854392,2.4317083e-06,,0.4634946,0.5555556
14.039771,0.100918666,10,0.9649017,1020,0.5923252,,14.252412,,-0.7139769,0.10836801,51,0.9202497,19.012537,0.6995253,-1.6901498,14.911338567733765,-6.4818664,0.37978187,0.9202497,0.3727948,2.337282e-06,,0.111955315,0.11111111
13.556784,0.070661515,10,0.9649017,1040,0.59008634,,11.224321,,-0.705467,0.1690133,52,0.9202497,19.501753,1.0046535,0.06430763,15.313234329223633,-6.501284,0.47590265,0.9202497,0.37503368,2.2482511e-06,,0.5370616,0.5555556
13.295666,2.3103515e-09,10,0.9649017,1060,0.5854584,,9.688012,,-0.6959555,0.1690133,53,0.9202497,20.122065,0.8276393,-0.15134495,15.718132495880127,-6.5203323,0.34480667,0.9202497,0.37966162,2.164212e-06,2.1778572e-11,-0.5529018,-0.5555556
13.245489,4.15898e-08,10,0.96585906,1080,0.5916766,,13.224136,,-0.6856518,0.26359713,54,0.92124116,20.165947,0.8759899,0.05672395,16.072532653808594,-6.539025,0.92124116,0.92124116,0.37344342,2.0847979e-06,4.2198335e-24,1.3359829,1.0
12.652644,6.282836e-16,10,0.96585906,1100,0.58097976,,13.050347,,-0.7460946,0.26359713,55,0.92124116,21.127712,0.8446306,-3.8490825,16.372499465942383,-6.557374,0.0033513189,0.92124116,0.38414025,2.0096763e-06,2.8947303,-0.7503724,-1.0
12.621647,0.0031287782,10,0.96585906,1120,0.5869938,,6.7462587,,-0.7456414,0.1690133,56,0.92124116,21.175068,0.8387812,-0.5269956,16.674906730651855,-6.524099,0.9177652,0.92124116,0.3781262,1.9385427e-06,5.150922e-22,-0.12281888,-0.11111111
11.292328,0.1083411,10,0.96585906,1140,0.5914409,,59.295696,,-0.73722947,0.41111228,57,0.92124116,21.29971,1.6690174,-0.08386953,16.97551393508911,-6.5417986,0.84047675,0.92124116,0.3736791,1.8711206e-06,59.295696,-1.2399043,-1.0
11.030084,6.2549484e-06,10,0.96585906,1160,0.59687847,,34.40463,,-0.76860756,0.41111228,58,0.92124116,21.35801,1.2593137,-2.8904457,17.279066562652588,-5.8461056,0.90682036,0.92124116,0.36824155,1.8071556e-06,4.728938e-09,1.4220145,1.0
10.968749,17.580574,10,0.96585906,1180,0.58681864,,17.580574,,-0.81919056,1.0,59,0.92124116,22.319782,1.0299957,-3.8747811,17.581634521484375,-5.8632,0.0033513189,0.92124116,0.37830138,1.7464151e-06,2.0572267,2.8475423,1.0
10.147007,0.1881783,10,0.96585906,1200,0.5770942,,91.48965,,-0.91674095,1.0,60,0.92124116,23.281548,2.1452622,-6.650364,17.885026454925537,-5.845733,0.0033513189,0.92124116,0.38802582,1.6886866e-06,91.48965,0.5241076,-1.0
7.173065,0.21754873,10,0.96585906,1220,0.5733933,,8.525057,,-0.9026519,0.1690133,61,0.92124116,23.895332,0.68355036,-0.60135466,18.195973873138428,-4.93609,0.35133833,0.92124116,0.39172673,1.6337734e-06,3.820678e-29,0.21478516,0.11111111
6.9922123,3.5795155,10,0.96585906,1240,0.57156336,,5.1342154,,-0.9195739,0.26359713,62,0.92124116,24.400513,0.8292774,-1.6251036,18.505465984344482,-4.95235,0.45993805,0.92124116,0.39355665,1.581496e-06,1.822908e-08,0.3247309,-0.11111111
6.3159037,1.7133895,10,0.96585906,1260,0.56934416,,6.674139,,-0.90981996,0.26359713,63,0.92124116,24.93388,0.88950837,-0.124611266,18.81548571586609,-4.968351,0.431753,0.92124116,0.39577585,1.5316882e-06,4.611792e-14,0.52963066,0.33333334
6.120632,0.057570133,10,0.96585906,1280,0.5658946,,33.479256,,-0.90480936,0.6411804,64,0.92124116,25.550426,1.1962578,-0.46540126,19.124269008636475,-4.984099,0.348573,0.92124116,0.3992254,1.4841969e-06,33.479256,-1.3623617,-1.0
5.801625,9.320123,10,0.96585906,1300,0.5711379,,25.773294,,-0.93909776,1.0,65,0.92124116,25.608837,1.1200277,-3.2167673,19.47551441192627,-4.5788465,0.90670574,0.92124116,0.3939821,1.4388808e-06,25.773294,-0.44098198,-1.0
5.339409,0.6879284,10,0.96585906,1320,0.57636803,,61.1773,,-0.9481261,1.0,66,0.92124116,25.65763,1.8360738,-1.5830826,19.886658191680908,-4.260136,0.91632825,0.92124116,0.38875198,1.3956086e-06,0.4140762,0.17504847,1.0
4.9910793,0.08685626,10,0.96585906,1340,0.5747401,,9.5216,,-0.94422877,0.1690133,67,0.92124116,26.155453,0.9509339,-1.2215111,20.306336641311646,-4.26892,0.46729854,0.92124116,0.3903799,1.3542596e-06,2.6409354e-17,-0.46626908,-0.33333334
4.8701243,5.9591627,10,0.96585906,1360,0.5797644,,5.9944487,,-0.952529,0.26359713,68,0.92124116,26.204178,0.8958822,-1.4279019,20.708439826965332,-4.283735,0.91639256,0.92124116,0.3853556,1.3147211e-06,0.00021857425,-0.3107615,-0.5555556
4.74348,0.8405938,10,0.96585906,1380,0.5845318,,4.3529696,,-0.94596463,0.41111228,69,0.92124116,26.260593,0.8932169,-0.38291925,21.13402223587036,-4.2983303,0.9087103,0.92124116,0.38058823,1.2768895e-06,0.0004220247,0.5137181,0.11111111
4.669257,,10,0.96585906,1400,0.5812737,,25.118446,,-0.9470652,0.01831564,70,0.92124116,26.869247,1.495985,-0.9121382,21.54658818244934,-4.312713,0.35646167,0.92124116,0.38384634,1.2406675e-06,,-0.76434064,-0.7777778
4.5791945,0.4049523,10,0.96585906,1420,0.5860048,,20.033182,,-0.9299584,1.0,71,0.92124116,26.917183,0.9921215,-0.042720158,21.949379205703735,-4.3268976,0.91718465,0.92124116,0.37911522,1.2059652e-06,20.033182,0.76947355,-1.0
4.3464975,,10,0.96585906,1440,0.58065087,,14.312333,,-0.9207096,0.0285655,72,0.92124116,27.681778,1.1100585,-0.21580616,22.270366668701172,-4.09234,0.20052357,0.92124116,0.38446915,1.1726988e-06,,-0.80829495,-0.7777778
4.2420416,2.1521997e-16,10,0.96585906,1460,0.58526516,,16.22732,,-0.913635,0.0285655,73,0.92124116,27.7294,1.22581,-0.429528,22.610339164733887,-4.106133,0.9174981,0.92124116,0.37985486,1.1407902e-06,,-0.57381576,-0.5555556
4.242794,0.74232656,10,0.96585906,1480,0.58976775,,6.5146914,,-0.9019336,0.10836801,74,0.92124116,27.77607,0.562157,-0.1699455,22.9296452999115,-4.1197386,0.918454,0.92124116,0.37535226,1.1101664e-06,6.4827e-22,-0.8043424,-0.7777778
4.1949134,0.015275986,10,0.96585906,1500,0.59413934,,18.5547,,-0.8992118,0.6411804,75,0.92124116,27.823551,1.0911644,-0.2525856,23.278013944625854,-4.1331615,0.91763693,0.92124116,0.37098068,1.0807593e-06,0.0013424905,0.06561947,1.0
4.1194944,0.6827522,10,0.96585906,1520,0.59265465,,34.272972,,-0.8996071,1.0,76,0.92124116,28.30737,1.2417078,-0.97384864,23.68969750404358,-4.146389,0.4813006,0.92124116,0.37246537,1.0525054e-06,0.36955622,1.0814207,1.0
4.061857,,10,0.96585906,1540,0.58500135,,16.63728,,-0.9077334,0.0285655,77,0.92124116,29.269135,1.1795429,-1.6754006,24.110227584838867,-4.15461,0.0033513189,0.92124116,0.38011867,1.0253452e-06,,-0.09450276,-0.11111111
4.0211735,5.8298575e-23,10,0.96585906,1560,0.58835876,,12.786628,,-0.8970955,0.044551425,78,0.92124116,29.387375,1.0606455,-0.1599744,24.51294183731079,-4.167514,0.84688157,0.92124116,0.37676126,9.992227e-07,,-0.6271881,-0.5555556
4.0023427,3.3021016,10,0.96585906,1580,0.59254473,,4.0326786,,-0.90140545,0.41111228,79,0.92124116,29.433449,0.89164925,-1.2397887,24.835323810577393,-4.180253,0.91905123,0.92124116,0.37257528,9.740861e-07,0.28757623,-0.5391285,-0.5555556
3.9795933,,10,0.96585906,1600,0.5966453,,27.106548,,-0.8923395,0.01831564,80,0.92124116,29.477978,0.8632658,-0.0620827,25.190458059310913,-4.189198,0.9205893,0.92124116,0.36847472,9.4988604e-07,,-1.0135863,-1.0
3.9385753,,10,0.96585906,1620,0.6005146,,28.170778,,-0.8857537,0.01831564,81,0.92124116,29.53304,1.7089646,-0.120895065,25.643178701400757,-4.2016206,0.91005534,0.92124116,0.36460543,9.2657694e-07,,0.3307343,0.33333334
3.9310455,0.16098835,10,0.96585906,1640,0.59843373,,17.892525,,-0.8686855,1.0,82,0.92124116,30.068275,0.89444995,0.022057936,26.066760063171387,-4.2138906,0.42988324,0.92124116,0.36668628,9.041153e-07,17.892525,0.5511507,-1.0
3.8851514,,10,0.96585906,1660,0.5952902,,11.232333,,-0.86335546,0.044551425,83,0.92124116,30.69588,0.8892939,-0.2953779,26.497888803482056,-4.0286365,0.3375216,0.92124116,0.36982983,8.8246054e-07,,-0.8750539,-0.7777778
3.8791363,,10,0.96585906,1680,0.599096,,29.189774,,-0.87300694,0.01831564,84,0.92124116,30.746021,1.9771239,-1.5228595,26.92997670173645,-4.0406127,0.914979,0.92124116,0.36602402,8.615746e-07,,0.56852347,0.5555556
3.862909,,10,0.96585906,1700,0.59590995,,11.841852,,-0.85579324,0.069483444,85,0.92124116,31.382858,1.061515,-0.15399577,27.359827280044556,-4.052447,0.32827896,0.92124116,0.36921006,8.414217e-07,,-0.5564895,-0.5555556
3.835437,0.00077739527,10,0.96585906,1720,0.5996604,,15.969934,,-0.84458,0.10836801,86,0.92124116,31.429527,0.94265,0.088023454,27.76267099380493,-4.064143,0.91845214,0.92124116,0.36545962,8.2196743e-07,1.4049599e-13,-1.1973242,-1.0
3.84698,13.724409,10,0.96585906,1740,0.6031918,,13.724409,,-0.864138,0.1690133,87,0.92124116,31.487751,1.0586407,-2.4418724,28.131077766418457,-4.075704,0.906892,0.92124116,0.36192822,8.031802e-07,7.961084e-05,-1.1047838,-1.0
3.8354945,,10,0.96585906,1760,0.6066494,,20.366987,,-0.87318283,0.01831564,88,0.92124116,31.545418,1.3533182,-1.675288,28.484943389892578,-4.0871315,0.9074585,0.92124116,0.35847062,7.850298e-07,,-0.56860983,-0.5555556
3.786149,,10,0.96585906,1780,0.6101778,,21.619135,,-0.8589996,0.01831564,89,0.92124116,31.589855,1.111234,0.13886188,28.815091848373413,-4.098431,0.9206827,0.92124116,0.3549422,7.674879e-07,,-0.12734896,-0.11111111
3.7746162,0.006884612,10,0.96585906,1800,0.6130049,,12.988809,,-0.8501567,0.26359713,90,0.92124116,31.690357,1.0719934,-0.08700376,29.15060567855835,-4.1096044,0.86461586,0.92124116,0.3521151,7.5052725e-07,0.2503544,-1.0279691,-1.0
3.775996,,10,0.96585906,1820,0.6162596,,30.686838,,-0.8460767,0.01831564,91,0.92124116,31.7463,1.270929,-0.5144379,29.508984088897705,-4.1178765,0.9091738,0.92124116,0.34886044,7.341228e-07,,0.11515946,0.11111111
3.7587368,2.4251125e-05,10,0.96585906,1840,0.6147302,,13.795868,,-0.83648026,0.044551425,92,0.92124116,32.235863,0.9261265,-0.07820226,29.934340476989746,-4.1288056,0.47555685,0.92124116,0.35038984,7.182504e-07,,-0.17706725,-0.11111111
3.7359033,,10,0.96585906,1860,0.61762834,,17.07495,,-0.8419055,0.0285655,93,0.92124116,32.316727,1.5590074,-1.2218635,30.37903118133545,-4.1396165,0.8842624,0.92124116,0.34749168,7.028872e-07,,0.5426058,0.5555556
3.721858,0.3993876,10,0.96585906,1880,0.6146957,,5.452841,,-0.82921404,1.0,94,0.92124116,32.939884,0.9312848,-0.094209455,30.820228576660156,-4.150312,0.34196243,0.92124116,0.3504243,6.880116e-07,3.3090732,-0.6727975,0.11111111
3.6951413,,10,0.96585906,1900,0.61790246,,27.245094,,-0.836933,0.01831564,95,0.92124116,32.98567,0.6226182,-1.4900665,31.273149251937866,-4.1262965,0.91933817,0.92124116,0.34721756,6.736034e-07,,-0.3128054,-0.33333334
3.7295015,16.287674,10,0.96585906,1920,0.620922,,16.372343,,-0.8370169,0.0285655,96,0.92124116,33.043007,0.7443544,-0.41200355,31.69119930267334,-4.136768,0.9077801,0.92124116,0.344198,6.5964315e-07,,-0.35504028,-0.33333334
3.7374053,10.709551,10,0.96585906,1940,0.6238987,,12.487094,,-0.8345735,0.044551425,97,0.92124116,33.098465,0.8629911,-0.29766157,32.13500118255615,-4.1471305,0.9096605,0.92124116,0.34122133,6.461123e-07,,-0.34531915,-0.33333334
3.7006803,,10,0.96585906,1960,0.6268509,,17.349497,,-0.8276601,0.0285655,98,0.92124116,33.150375,1.1703129,0.017452503,32.58329200744629,-4.157387,0.9132119,0.92124116,0.3382691,6.329936e-07,,0.34481695,0.33333334
3.6810658,4.2154606e-15,10,0.96585906,1980,0.62481564,,10.6139965,,-0.81955063,0.10836801,99,0.92124116,33.690132,1.0022497,-0.11205083,33.02782106399536,-4.1675396,0.42536283,0.92124116,0.34030437,6.202705e-07,4.4281536e-32,-0.44902775,-0.5555556
3.6915774,5.829452,10,0.96585906,2000,0.6277461,,13.06663,,-0.8256152,0.069483444,100,0.92124116,33.73739,0.95313966,-1.4014144,33.48984360694885,-4.17759,0.9178613,0.92124116,0.3373739,6.0792706e-07,,-0.37756518,-0.33333334
3.6418493,7.0738993,10,0.96585906,2020,0.6305825,,9.984054,,-0.825525,0.10836801,101,0.92124116,33.78829,0.9931198,-0.7364266,33.941442012786865,-4.18754,0.91422033,0.92124116,0.3345375,5.959485e-07,,0.03932628,-0.33333334
3.643107,2.759083,10,0.96585906,2040,0.62917465,,17.733063,,-0.8328089,0.0285655,102,0.92124116,34.266434,1.0902598,-1.5358418,34.356980323791504,-4.1973925,0.48697773,0.92124116,0.33594537,5.843205e-07,,0.13858421,0.11111111
3.6368604,,10,0.96585906,2060,0.62765574,,16.48682,,-0.82994777,0.0285655,103,0.92124116,34.75882,0.8029834,-0.56156856,34.78548741340637,-4.2071486,0.4727326,0.92124116,0.33746427,5.7302964e-07,,-0.97044975,-1.0
3.6131997,,10,0.96585906,2080,0.6303893,,16.657015,,-0.8294284,0.044551425,104,0.92124116,34.811996,1.3040276,-0.5283385,35.24208688735962,-4.21681,0.9119452,0.92124116,0.33473074,5.620628e-07,,0.6136757,0.5555556
3.6063876,7.8182664e-27,10,0.96585906,2100,0.6272705,,16.029606,,-0.8317832,0.044551425,105,0.92124116,35.474197,1.1714075,-1.3199117,35.70516228675842,-4.22638,0.30291563,0.92124116,0.3378495,5.5140777e-07,,0.092739455,0.11111111
3.5911481,0.0007901697,10,0.96585906,2120,0.62586015,,12.787573,,-0.82486767,0.1690133,106,0.92124116,35.96154,0.9037716,-0.21195975,36.15088510513306,-4.2358584,0.4777716,0.92124116,0.33925986,5.41053e-07,,0.65774566,0.7777778
