LQGsigma_higher,DenMISELogLast,LQGmu1_actor,DenMISEMeanLog,MISE,IWLastEpisode,IWMin,ReturnLastEpisode,DenMISELogFirst,IWMax,ReturnAbsMax,ReturnMax,LQGmu1_higher,Iteration,IWMean,ReturnStepMax,Bound,TimestepsSoFar,ReturnMin,IWFirstEpisode,TimeElapsed,ReturnMean
0.11,-0.2007233,-0.5445072,-0.52707624,17.722178,3.625412,,17.386417,-1.2147394,3.7696674,17.417555,17.417555,-0.47474748,236,1.0233079,19.206022,36.37785,4720,,0.0015078919,5130.407820224762,15.593992
0.11,0.031340465,-0.45113224,-0.52463925,17.87614,3.5131547,,17.333197,-1.2189614,3.5632594,17.417555,17.417555,-0.45454547,237,1.0331676,19.206022,36.531815,4740,,0.0032454566,5173.775653123856,15.601331
0.11,-0.29295483,-0.57336235,-0.5235433,18.275097,0.0026315488,,17.364855,-1.2231582,4.021018,17.417555,17.417555,-1.0,238,1.0606906,19.206022,36.93077,4760,,2.7075989e-17,5218.343282222748,15.60874
0.11,-0.27385244,-0.84788096,-0.52226585,17.629457,0.0277382,,17.312124,-1.2273511,3.946857,17.417555,17.417555,-0.4949495,239,1.0171424,19.206022,36.28513,4780,,0.00068885327,5262.408053398132,15.615867
0.11,-0.17603633,-0.5453983,-0.52076924,17.485497,4.1643834,,17.368229,-1.2315235,4.2088356,17.417555,17.417555,-0.5151515,240,1.0081754,19.206022,36.141167,4800,,0.00030169718,5307.331332921982,15.623169
0.11,0.055560715,-0.45012045,-0.51836205,17.859165,3.3458276,,17.358103,-1.2356802,3.6185243,17.417555,17.417555,-0.47474748,241,1.0311651,19.206022,36.51484,4820,,0.0015398014,5352.321582078934,15.630367
0.11,-0.21078329,-0.56047964,-0.51697856,17.560392,4.113265,,17.388985,-1.2398146,4.1139445,17.417555,17.417555,-0.5151515,242,1.0124607,19.206022,36.216064,4840,,0.00030420904,5397.484510421753,15.637635
0.11,-0.08922088,-0.5307596,-0.51518446,17.821096,3.7605574,,17.342613,-1.243937,3.763154,17.417555,17.417555,-0.4949495,243,1.0281495,19.206022,36.47677,4860,,0.0007003737,5443.324620008469,15.64465
0.11,0.0098734815,-0.4996208,-0.51293373,17.866646,3.587879,,17.386118,-1.248041,3.7210157,17.417555,17.417555,-0.4949495,244,1.0307463,19.206022,36.522316,4880,,0.000703254,5488.520307540894,15.651788
0.11,-0.0024515018,-0.5089364,-0.51074094,17.913963,3.6063778,,17.376732,-1.2521282,3.6801434,17.417555,17.417555,-0.4949495,245,1.0334533,19.206022,36.569633,4900,,0.00070613413,5535.39485168457,15.658828
0.11,0.085110396,-0.40890417,-0.50819886,18.01154,2.7845314,,17.26189,-1.2561986,3.4298623,17.417555,17.417555,-0.47474748,246,1.0399194,19.206022,36.667213,4920,,0.0015717219,5581.819267749786,15.665345
0.11,-0.020389061,-0.52250946,-0.5060774,17.931952,3.5870817,,17.368322,-1.260249,3.6060658,17.417555,17.417555,-0.4949495,247,1.034526,19.206022,36.587624,4940,,0.000711892,5627.37286067009,15.672239
0.11,-0.0014329682,-0.5196347,-0.50391877,17.97765,3.5416374,,17.36583,-1.2642866,3.5685656,17.417555,17.417555,-0.4949495,248,1.037149,19.206022,36.633324,4960,,0.000714772,5673.016982316971,15.679069
0.11,0.12325369,-0.44908914,-0.5012661,18.10626,3.1201406,,17.35191,-1.268308,3.3295343,17.417555,17.417555,-0.47474748,249,1.0453403,19.206022,36.761932,4980,,0.0015908707,5719.352203369141,15.685786
0.11,-0.2597403,-0.5899779,-0.5001331,18.012249,3.2378826,,17.39071,-1.2723095,3.5005217,17.417555,17.417555,-0.4949495,250,1.0391115,19.206022,36.667923,5000,,0.00072052947,5766.9510226249695,15.692605
0.11,-0.1675172,-0.5718247,-0.49866682,17.879137,3.755165,,17.412117,-1.2762988,3.755165,17.417555,17.417555,-0.5151515,251,1.0307596,19.206022,36.53481,5020,,0.00031551268,5813.944535732269,15.699457
0.11,-0.6357693,-0.67818165,-0.49910402,18.154152,0.0948437,,17.40717,-1.2802736,4.1868124,17.417555,17.417555,-1.0,252,1.0536283,19.206022,36.809822,5040,,2.866741e-17,5860.466438531876,15.706234
0.11,-0.082202114,-1.0380815,-0.497264,17.602005,0.00011471344,,17.195486,-1.2842339,4.0942216,17.417555,17.417555,-0.53535354,253,1.014257,19.206022,36.257675,5060,,0.00013410515,5907.348341226578,15.712121
0.11,-0.45550513,-0.63594973,-0.497059,15.682346,5.7192316,,17.432325,-1.2881782,6.3455014,17.432325,17.432325,-0.6363636,254,0.90257275,19.221668,34.35384,5080,,1.0823037e-06,5954.526436805725,15.718893
0.11,-0.21560669,-0.5891003,-0.49635506,17.475965,4.2949724,,17.387726,-1.2921076,4.3940163,17.432325,17.432325,-0.5555556,255,1.006523,19.221668,36.14746,5100,,5.5106077e-05,6003.016426324844,15.725437
0.11,-0.67953473,-0.7578269,-0.49706107,14.605878,6.683031,,17.373209,-1.2960212,7.2790165,17.432325,17.432325,-0.7171717,256,0.8412217,19.221668,33.27737,5120,,1.2538214e-08,6049.913205385208,15.731874
0.11,-0.0655022,-0.5570518,-0.49601722,17.490538,3.8719027,,17.379635,-1.2999198,4.3006606,17.432325,17.432325,-0.5555556,257,1.0073663,19.221668,36.162033,5140,,5.553828e-05,6097.914768218994,15.738286
0.11,-0.40856847,-0.6379341,-0.49566507,17.250648,4.6513433,,17.381498,-1.3038031,4.656353,17.432325,17.432325,-0.57575756,258,0.9932388,19.221668,35.922142,5160,,2.1976826e-05,6145.406813383102,15.744656
0.11,0.14892279,-0.46849602,-0.49321827,17.772713,2.597906,,17.325542,-1.3076714,3.8258145,17.432325,17.432325,-0.53535354,259,1.0240537,19.221668,36.444206,5180,,0.00013728537,6192.913317203522,15.750759
0.11,0.15188624,-0.47381735,-0.49065873,18.14099,3.348596e-05,,17.345154,-1.3115245,4.2491074,17.432325,17.432325,-1.0,260,1.0528861,19.221668,36.812485,5200,,2.957741e-17,6240.4620196819305,15.756892
0.11,-0.07003411,-0.9097373,-0.4888634,17.946884,0.0062484024,,17.281115,-1.3153632,3.5015447,17.432325,17.432325,-0.5151515,261,1.0346235,19.221668,36.618378,5220,,0.0003280819,6287.66507101059,15.762731
0.11,0.058620684,-0.5300243,-0.48665485,17.986658,3.3891366,,17.379644,-1.3191861,3.4684289,17.432325,17.432325,-0.5151515,262,1.0369021,19.221668,36.65815,5240,,0.00032933865,6335.4382700920105,15.768901
0.11,0.1646,-0.44645897,-0.4840512,7.844155,1.6062602e-09,,17.325123,-1.3229942,31.219336,17.432325,17.432325,0.27272728,263,0.944016,19.221668,26.515648,5260,,0.5239065,6384.214303016663,15.774818
0.11,-1.5231347,0.028690398,-0.48833495,10.292545,16.310461,,9.112396,-1.3247993,20.878584,17.432325,17.432325,0.05050505,264,0.9524699,19.221668,28.964039,5280,,11.839425,6433.231963634491,15.749582
0.11,-1.8408138,0.11903515,-0.49368793,18.08591,7.695079e-22,,8.975646,-1.2847103,4.2611814,17.432325,17.432325,-1.0,265,1.0496508,19.221668,36.757404,5300,,2.8794875e-17,6482.402930736542,15.72402
0.11,-0.09427174,-0.90509117,-0.49201798,17.968159,0.0074423263,,17.280762,-1.2884767,3.4753568,17.432325,17.432325,-0.5151515,266,1.035857,19.221668,36.639652,5320,,0.0003193786,6531.817944765091,15.729874
0.11,-0.26661655,-0.6143995,-0.49105206,17.992008,3.1516352,,17.381563,-1.2922279,3.4434328,17.432325,17.432325,-0.5151515,267,1.0372181,19.221668,36.6635,5340,,0.00032057878,6581.262891530991,15.736059
0.11,0.13978752,-0.49887937,-0.48857173,18.0143,3.1192963,,17.36012,-1.295965,3.412322,17.432325,17.432325,-0.5151515,268,1.0385039,19.221668,36.68579,5360,,0.00032177917,6633.2206954956055,15.742118
0.11,-0.13840987,-0.5904059,-0.48713917,17.882313,3.6748347,,17.417904,-1.2996881,3.6749592,17.432325,17.432325,-0.53535354,269,1.0303453,19.221668,36.553806,5380,,0.00013619375,6683.203267812729,15.748348
0.11,0.02000793,-0.5533472,-0.48516107,17.926174,3.507661,,17.422386,-1.3033981,3.6389077,17.432325,17.432325,-0.53535354,270,1.0328324,19.221668,36.597668,5400,,0.00013669993,6733.677890300751,15.75455
0.11,0.18153301,-0.47899544,-0.4825923,18.093481,2.8656187,,17.335175,-1.3070945,3.318636,17.432325,17.432325,-0.5151515,271,1.043006,19.221668,36.764977,5420,,0.00032538036,6784.395136356354,15.760382
0.11,-0.14192183,-0.59722644,-0.48119342,17.967325,3.5682166,,17.367191,-1.3107765,3.574411,17.432325,17.432325,-0.53535354,272,1.0352236,19.221668,36.638817,5440,,0.00013771233,6835.825208187103,15.766289
0.11,-0.028653253,-0.5734704,-0.4794189,18.012932,3.5146947,,17.378668,-1.3144457,3.541019,17.432325,17.432325,-0.53535354,273,1.0378437,19.221668,36.684425,5460,,0.00013821849,6886.754588127136,15.772196
0.11,0.16529939,-0.42432398,-0.4769398,18.118977,2.186152,,17.290333,-1.3181015,3.2322147,17.432325,17.432325,-0.5151515,274,1.0445,19.221668,36.79047,5480,,0.00032898173,6937.290895700455,15.777736
0.11,0.15650086,-0.5194053,-0.47448575,18.145582,3.0990257,,17.373545,-1.3217432,3.2061896,17.432325,17.432325,-0.5151515,275,1.0460254,19.221668,36.817078,5500,,0.00033018176,6988.849675655365,15.783539
0.11,0.0024390256,-0.571974,-0.472602,18.177055,3.1660225,,17.387953,-1.3253717,3.1807644,17.432325,17.432325,-0.5151515,276,1.0478216,19.221668,36.84855,5520,,0.0003313821,7039.860369205475,15.789352
0.11,0.0828029,-0.5522934,-0.4704352,18.208149,3.153549,,17.393679,-1.3289871,3.1559186,17.432325,17.432325,-0.5151515,277,1.0495923,19.221668,36.879642,5540,,0.00033258233,7091.588233709335,15.795144
0.11,0.02326478,-0.57063586,-0.46849158,18.105244,3.3656862,,17.383503,-1.3325895,3.4033089,17.432325,17.432325,-0.53535354,278,1.0431437,19.221668,36.776737,5560,,0.00014074917,7143.525559902191,15.8008585
0.11,-0.13654196,-0.6078049,-0.46715838,18.143965,3.3466816,,17.403152,-1.3361796,3.374243,17.432325,17.432325,-0.53535354,279,1.045351,19.221668,36.81546,5580,,0.00014125544,7195.914627313614,15.806601
0.11,0.14907418,-0.40700105,-0.46480665,18.008783,1.5278672e-06,,17.29349,-1.3397568,4.4311285,17.432325,17.432325,-1.0,280,1.045146,19.221668,36.680275,5600,,3.0424358e-17,7247.782037734985,15.811911
0.11,-0.84301704,-1.1287237,-0.46600905,18.042097,4.2488613,,17.201368,-1.3433219,4.377675,17.432325,17.432325,-1.0,281,1.0470972,19.221668,36.713593,5620,,3.0533066e-17,7301.007133245468,15.8168545
0.11,-0.09045526,-1.027125,-0.4645273,18.052284,3.8512132,,17.201326,-1.3468744,4.325862,17.432325,17.432325,-1.0,282,1.047704,19.221668,36.723778,5640,,3.0641698e-17,7353.170918226242,15.821765
0.11,-0.012302001,-0.9472784,-0.4627774,18.203005,0.0016357916,,17.2472,-1.3504143,3.1139407,17.432325,17.432325,-0.5151515,283,1.0492921,19.221668,36.874496,5660,,0.00033978553,7405.256850481033,15.826801
0.11,0.021714207,-0.36875975,-0.46090806,18.028225,2.507418e-07,,17.24893,-1.3539402,4.290722,17.432325,17.432325,-1.0,284,1.0462893,19.221668,36.69972,5680,,3.0858942e-17,7458.310224533081,15.831809
0.11,-0.80203164,-1.1277564,-0.46195877,18.058062,4.120268,,17.190903,-1.3574553,4.241745,17.432325,17.432325,-1.0,285,1.0480468,19.221668,36.729553,5700,,3.096767e-17,7510.815684556961,15.836578
0.11,-0.47638273,-0.8265778,-0.4618572,18.134367,0.10614163,,17.337828,-1.3609579,3.112678,17.432325,17.432325,-0.5151515,286,1.0453731,19.221668,36.805862,5720,,0.0003433871,7563.90375494957,15.841827
0.11,0.057198435,-0.38030523,-0.45990044,11.160248,0.003228398,,17.271227,-1.3644471,19.411148,17.432325,17.432325,0.030303031,287,1.0047976,19.221668,29.831741,5740,,13.356296,7617.034419536591,15.846809
0.11,-1.4566705,0.020959161,-0.46340954,17.942017,3.0615278e-18,,9.159861,-1.3224381,4.2235346,17.432325,17.432325,-1.0,288,1.0412687,19.221668,36.61351,5760,,2.9901984e-17,7670.819620132446,15.823588
0.11,-1.2053267,-1.1614658,-0.46584934,17.975319,4.1220107,,17.194586,-1.3259044,4.1769447,17.432325,17.432325,-1.0,289,1.0432241,19.221668,36.646812,5780,,3.000585e-17,7726.045982599258,15.828333
0.11,0.029970715,-0.9873576,-0.46400577,6.6360803,,,17.214338,-1.3293585,39.650356,17.432325,17.432325,0.61616164,290,1.1718403,19.221668,25.307573,5800,,1.3939875e-06,7780.557082653046,15.833112
0.11,-2.3663416,0.68133336,-0.47011837,17.972664,,,4.878135,-1.3328009,4.1459293,17.432325,17.432325,-1.0,291,1.0430743,19.221668,36.644142,5820,,3.0213516e-17,7834.8268167972565,15.795465
0.11,0.012750884,-1.0047593,-0.46833196,18.137745,7.756964e-05,,17.199085,-1.3362315,2.9786801,17.432325,17.432325,-0.4949495,292,1.0462408,19.221668,36.809223,5840,,0.00076809106,7889.417836666107,15.800273
0.11,0.12322692,-0.40621567,-0.46616438,17.974855,1.5086348e-06,,17.298512,-1.3396477,4.115786,17.432325,17.432325,-1.0,293,1.0432173,19.221668,36.64633,5860,,3.042111e-17,7943.567646026611,15.8053875
0.11,0.028330743,-0.9546704,-0.46434996,18.121422,0.0005681127,,17.24612,-1.3430548,2.9687955,17.432325,17.432325,-0.4949495,294,1.0453238,19.221668,36.7929,5880,,0.0007733501,7999.140189409256,15.810287
0.11,0.08447103,-0.55568117,-0.4623449,18.13982,2.8618114,,17.414665,-1.3464478,2.9491138,17.432325,17.432325,-0.4949495,295,1.0463487,19.221668,36.8113,5900,,0.00077597867,8054.1032428741455,15.815726
0.11,0.20299993,-0.5112125,-0.4599494,18.162226,2.9282565,,17.38025,-1.3498294,2.9298215,17.432325,17.432325,-0.4949495,296,1.047623,19.221668,36.833702,5920,,0.00077860727,8109.806896209717,15.821012
0.11,-0.60706353,-0.6990546,-0.46029323,17.96619,0.15769622,,17.404144,-1.3531995,4.114182,17.432325,17.432325,-1.0,297,1.0426933,19.221668,36.63767,5940,,3.0836112e-17,8164.6449863910675,15.826342
0.11,-0.02382841,-1.0214777,-0.45869946,14.076028,2.2246637e-16,,17.197746,-1.3565607,12.002546,17.432325,17.432325,-0.07070707,298,1.0598409,19.221668,32.747505,5960,,11.973428,8219.52203130722,15.830943
0.11,-1.0827253,-0.064199,-0.4606319,17.974106,2.060432e-15,,15.112918,-1.3205178,4.0852957,17.432325,17.432325,-1.0,299,1.0431693,19.221668,36.645584,5980,,2.9844663e-17,8275.955463171005,15.828543
0.11,-0.039405115,-1.028,-0.4590978,14.581161,6.5689766e-16,,17.19805,-1.3238567,10.629809,17.432325,17.432325,-0.09090909,300,1.0550187,19.221668,33.25264,6000,,10.262705,8331.990204334259,15.833107
0.11,-0.94203544,-0.09698184,-0.46055952,17.983263,2.1611117e-14,,15.768845,-1.2935475,4.0571876,17.432325,17.432325,-1.0,301,1.0437171,19.221668,36.65474,6020,,2.905051e-17,8389.548546791077,15.832894
0.11,0.034476604,-0.955004,-0.45878926,14.953643,5.8099174e-13,,17.243456,-1.2968644,9.544083,17.432325,17.432325,-0.11111111,302,1.0438585,19.221668,33.625122,6040,,8.553372,8446.740667819977,15.837565
0.11,-0.475324,-0.25641328,-0.45873415,17.969141,6.9694117e-10,,17.016914,-1.2722414,4.0298276,17.432325,17.432325,-1.0,303,1.0428828,19.221668,36.640617,6060,,2.8438026e-17,8502.865801334381,15.841456
0.11,0.051326625,-0.98936015,-0.4569286,18.036816,0.00031741522,,17.212797,-1.2755362,3.1485379,17.432325,17.432325,-0.5151515,304,1.0397539,19.221668,36.708294,6080,,0.00031527234,8559.060724258423,15.845966
0.11,-0.65674967,-0.7074302,-0.45746225,14.401018,6.7398386,,17.394667,-1.2788192,7.4917774,17.432325,17.432325,-0.7373737,305,0.829711,19.221668,33.072495,6100,,3.7090824e-09,8615.369580745697,15.851046
0.11,-0.2316619,-0.8762015,-0.45729294,18.072428,2.427082,,17.302286,-1.2820926,4.0162725,17.432325,17.432325,-1.0,306,1.0488547,19.221668,36.743904,6120,,2.871962e-17,8672.475852966309,15.855788
0.11,-2.9045773,-1.2603194,-0.4651185,18.104086,4.0255404,,17.196268,-1.2853552,4.0255404,17.432325,17.432325,-1.0,307,1.0507116,19.221668,36.775566,6140,,2.8813447e-17,8731.109674453735,15.860154
0.11,-0.08436218,-1.0445638,-0.4637305,18.114582,3.6350954,,17.1963,-1.2886072,3.986382,17.432325,17.432325,-1.0,308,1.0513382,19.221668,36.78606,6160,,2.8907355e-17,8789.364085912704,15.864492
0.11,0.061963916,-0.99683625,-0.46187586,18.113625,3.407432,,17.197824,-1.2918487,3.9482236,17.432325,17.432325,-1.0,309,1.0512974,19.221668,36.785103,6180,,2.9001128e-17,8846.246158361435,15.868807
0.11,-0.21921735,-1.0715821,-0.46094012,18.127787,3.6539853,,17.196732,-1.2950798,3.9110272,17.432325,17.432325,-1.0,310,1.0521362,19.221668,36.799263,6200,,2.9094983e-17,8903.920263528824,15.873091
0.11,-0.18180159,-1.0671031,-0.45988724,18.140644,3.6113098,,17.198505,-1.2983004,3.8747587,17.432325,17.432325,-1.0,311,1.0528975,19.221668,36.812122,6220,,2.918892e-17,8962.422547578812,15.877352
0.11,-0.31781268,-0.85476923,-0.4592745,18.071085,2.084606,,17.304115,-1.3015106,3.839383,17.432325,17.432325,-1.0,312,1.0488254,19.221668,36.74256,6240,,2.9282713e-17,9020.646957397461,15.881927
0.11,-1.5147547,-1.1893146,-0.46250248,18.09507,3.7512848,,17.191591,-1.3047106,3.804867,17.432325,17.432325,-1.0,313,1.0502387,19.221668,36.76655,6260,,2.9376585e-17,9079.674516677856,15.88611
0.11,-0.15546393,-0.8842011,-0.46137637,18.048454,2.4343834,,17.296772,-1.3079004,3.7711794,17.432325,17.432325,-1.0,314,1.0474974,19.221668,36.719933,6280,,2.9470417e-17,9138.48820066452,15.890603
0.11,-0.17915308,-1.0717636,-0.46034104,18.0618,3.5067115,,17.190851,-1.3110801,3.738292,17.432325,17.432325,-1.0,315,1.0482919,19.221668,36.733276,6300,,2.9564325e-17,9196.91626214981,15.89473
0.11,0.03890266,-1.0298947,-0.45861962,18.068214,3.3618932,,17.19476,-1.3142498,3.7061763,17.432325,17.432325,-1.0,316,1.0486804,19.221668,36.739693,6320,,2.9658194e-17,9255.032132387161,15.898846
0.11,0.12400817,-0.96780497,-0.4566392,17.900742,0.0006739091,,17.227528,-1.3174093,3.2400877,17.432325,17.432325,-0.5151515,317,1.0319135,19.221668,36.57222,6340,,0.00032875402,9315.491251945496,15.903037
0.11,-0.057757355,-0.5834442,-0.45529285,17.927298,3.1688576,,17.404291,-1.3205578,3.2174234,17.432325,17.432325,-0.5151515,318,1.033419,19.221668,36.598778,6360,,0.0003297906,9375.048572540283,15.907758
0.11,0.08179337,-0.54868305,-0.45351273,17.828829,3.3174655,,17.36654,-1.3236965,3.4765534,17.432325,17.432325,-0.53535354,319,1.0272228,19.221668,36.500305,6380,,0.00013950303,9434.795331716537,15.91233
0.11,0.18827079,-0.45938608,-0.45143074,18.055622,1.7091412e-05,,17.368246,-1.3268259,3.7095823,17.432325,17.432325,-1.0,320,1.0479473,19.221668,36.7271,6400,,3.003345e-17,9495.101791381836,15.91688
0.11,-1.0935782,-1.1631469,-0.45329276,18.075615,3.6039946,,17.188004,-1.3299459,3.6785314,17.432325,17.432325,-1.0,321,1.0491297,19.221668,36.747093,6420,,3.012731e-17,9554.017661571503,15.920839
0.11,0.11872694,-1.0021597,-0.45137435,17.949526,0.00017846929,,17.197063,-1.3330564,3.1915345,17.432325,17.432325,-0.5151515,322,1.0346968,19.221668,36.621002,6440,,0.00033393846,9613.532757997513,15.924803
0.11,0.10832409,-0.41594535,-0.44954216,18.07455,2.4587691e-06,,17.286245,-1.3361561,3.6595142,17.432325,17.432325,-1.0,323,1.049082,19.221668,36.74603,6460,,3.0314995e-17,9672.843236207962,15.929018
0.11,0.122517295,-1.0021389,-0.4476356,18.074759,3.2079432,,17.196966,-1.3392473,3.62972,17.432325,17.432325,-1.0,324,1.0491074,19.221668,36.74624,6480,,3.0408926e-17,9733.856278896332,15.932931
0.11,0.14004497,-0.99186826,-0.44568664,17.982355,0.00011676408,,17.209946,-1.342329,3.0307329,17.432325,17.432325,-0.4949495,325,1.0372628,19.221668,36.65383,6500,,0.00077278906,9794.117168188095,15.93686
0.11,0.18553616,-0.50244665,-0.4436437,18.003428,3.0056014,,17.363337,-1.3453988,3.0119708,17.432325,17.432325,-0.4949495,326,1.0384704,19.221668,36.674904,6520,,0.00077516504,9853.500840187073,15.941236
0.11,-0.03851209,-0.37193912,-0.44229457,18.071104,3.142213e-07,,17.264751,-1.3484594,3.622743,17.432325,17.432325,-1.0,327,1.0489017,19.221668,36.742584,6540,,3.0690363e-17,9913.056042909622,15.945284
0.11,-0.2462667,-0.8645314,-0.44155803,17.97171,0.01641361,,17.306725,-1.3515127,3.0027046,17.432325,17.432325,-0.4949495,328,1.0366732,19.221668,36.64319,6560,,0.0007799189,9973.670688152313,15.949434
0.11,0.204768,-0.47529483,-0.43948948,17.988605,2.908407,,17.368845,-1.3545544,2.984537,17.432325,17.432325,-0.4949495,329,1.0376374,19.221668,36.660084,6580,,0.0007822945,10034.417471408844,15.953749
0.11,-0.06273478,-0.36535376,-0.43824103,15.0654745,0.8201119,,17.296694,-1.3575871,8.420194,17.432325,17.432325,-0.17171717,330,0.9705715,19.221668,33.736954,6600,,4.6602917,10097.202137947083,15.957818
0.11,-1.3833697,-0.0006108731,-0.4412071,18.017271,1.7225586e-17,,10.808551,-1.3465896,3.6268764,17.432325,17.432325,-1.0,331,1.0457432,19.221668,36.68875,6620,,3.0632933e-17,10158.70225739479,15.942262
0.11,0.08047522,-0.9388286,-0.4395079,17.944834,0.00045656515,,17.258158,-1.349606,2.9591236,17.432325,17.432325,-0.47474748,332,1.0358944,19.221668,36.61631,6640,,0.0017256078,10220.629722118378,15.946226
0.11,0.13447237,-0.5378721,-0.43768337,18.001385,0.00046614188,,17.389463,-1.3526083,3.609243,17.432325,17.432325,-1.0,333,1.0448021,19.221668,36.672863,6660,,3.0817888e-17,10283.390810966492,15.950559
0.11,-0.38758287,-0.84125024,-0.43740895,17.953005,0.020761168,,17.32728,-1.3556069,2.9506502,17.432325,17.432325,-0.47474748,334,1.0363407,19.221668,36.62448,6680,,0.0017359944,10345.800455331802,15.95468
0.11,0.21403947,-0.47987378,-0.43536276,17.972168,2.924756,,17.298243,-1.3585912,2.9335685,17.432325,17.432325,-0.47474748,335,1.0374653,19.221668,36.643646,6700,,0.0017411823,10409.87107872963,15.958692
0.11,0.21969648,-0.47896782,-0.43330854,17.99151,2.909275,,17.380548,-1.3615665,2.9167829,17.432325,17.432325,-0.47474748,336,1.0385585,19.221668,36.662987,6720,,0.0017463709,10472.226873397827,15.962923
0.11,0.071864836,-0.39727053,-0.4317019,17.99635,2.6337981,,17.309658,-1.3645332,2.9002867,17.432325,17.432325,-0.47474748,337,1.0388495,19.221668,36.667828,6740,,0.001751559,10534.014065980911,15.966919
0.11,0.10499593,-0.5527725,-0.43000576,17.99733,2.5390096,,17.373022,-1.3674909,2.8840718,17.432325,17.432325,-0.47474748,338,1.0388899,19.221668,36.668808,6760,,0.0017567475,10596.77842092514,15.971079
0.11,0.0151153635,-0.3797193,-0.42858464,17.993797,2.459765,,17.230324,-1.3704399,2.8681314,17.432325,17.432325,-0.47474748,339,1.0387305,19.221668,36.665276,6780,,0.0017619362,10659.529923677444,15.974793
0.11,-0.017192384,-0.5842739,-0.42726728,17.98118,2.2475145,,17.38565,-1.3733802,2.8524585,17.432325,17.432325,-0.47474748,340,1.0379833,19.221668,36.652657,6800,,0.0017671242,10722.284821748734,15.978944
0.11,0.03426801,-0.38234326,-0.42580885,17.933062,4.9913734e-07,,17.290897,-1.3763118,3.6563222,17.432325,17.432325,-1.0,341,1.0408014,19.221668,36.604538,6820,,3.1557136e-17,10786.289965867996,15.982791
0.11,-1.093199,-1.1640099,-0.42765033,17.95196,3.560838,,17.19296,-1.37924,3.6281426,17.432325,17.432325,-1.0,342,1.0419161,19.221668,36.623436,6840,,3.1649604e-17,10849.331444740295,15.986331
0.11,0.13459408,-0.9896686,-0.42589816,17.978579,5.5306933e-05,,17.215668,-1.3821597,2.8536859,17.432325,17.432325,-0.47474748,343,1.0378518,19.221668,36.650055,6860,,0.001782707,10912.216006278992,15.989914
0.11,0.24683882,-0.48093683,-0.42383882,17.995764,2.8289754,,17.345457,-1.3850657,2.8383906,17.432325,17.432325,-0.47474748,344,1.0388383,19.221668,36.667244,6880,,0.0017878949,10975.481206178665,15.993854
0.11,0.16345035,-0.5398612,-0.4220302,17.95032,0.000488489,,17.36714,-1.3879633,3.6215487,17.432325,17.432325,-1.0,345,1.0418243,19.221668,36.621796,6900,,3.1926928e-17,11038.423071861267,15.997834
0.11,-0.42078167,-0.83869755,-0.42191482,14.180962,4.738696,,17.331747,-1.3908576,7.6337132,17.432325,17.432325,-0.7777778,346,0.81795436,19.221668,32.85244,6920,,3.396063e-10,11102.925979614258,16.00169
0.11,-0.5954899,-0.688081,-0.42294896,18.041641,1.4084821,,17.376913,-1.3937436,2.872353,17.432325,17.432325,-0.4949495,347,1.040703,19.221668,36.71312,6940,,0.00081356073,11167.233786821365,16.005653
0.11,0.19583406,-0.5277924,-0.42106014,18.058832,2.8517413,,17.392166,-1.3966191,2.8569818,17.432325,17.432325,-0.4949495,348,1.0416739,19.221668,36.73031,6960,,0.00081590336,11230.700166940689,16.009636
0.11,-0.5672349,-0.2547778,-0.42136583,14.531362,2.1084337,,17.10661,-1.3994862,11.368542,17.432325,17.432325,-0.09090909,349,1.0526531,19.221668,33.20284,6980,,11.06897,11295.056528806686,16.01278
0.11,-0.6888837,-0.2195482,-0.42201197,15.21423,7.1740932,,16.817543,-1.3711237,7.3165894,17.432325,17.432325,-0.23232323,350,0.9291113,19.221668,33.885708,7000,,1.7879741,11359.908602237701,16.01508
0.11,-1.0330153,-0.0866569,-0.4239681,15.067055,9.383449,,15.637739,-1.3688812,9.387052,17.432325,17.432325,-0.13131313,351,1.0222795,19.221668,33.738533,7020,,7.6096306,11425.760217666626,16.014004
0.11,-0.6536275,-0.22163537,-0.42458192,15.334916,6.939596,,16.857485,-1.3502781,7.085438,17.432325,17.432325,-0.23232323,352,0.93617606,19.221668,34.006393,7040,,1.7510886,11490.350176811218,16.016401
0.11,-0.44457012,-0.2761023,-0.42483234,15.495332,5.5286098,,17.033411,-1.3481525,6.5954022,17.432325,17.432325,-0.25252524,353,0.93397325,19.221668,34.16681,7060,,1.1815302,11555.798914909363,16.019281
0.11,-0.76510537,-0.16577262,-0.42599142,15.505457,6.4910607,,16.489489,-1.3476398,6.85853,17.432325,17.432325,-0.23232323,354,0.9461749,19.221668,34.176933,7080,,1.7464747,11620.54034280777,16.02061
0.11,-0.8880476,-0.11537325,-0.42745736,15.439189,8.351216,,16.067726,-1.3455393,8.351216,17.432325,17.432325,-0.15151516,355,1.0159198,19.221668,34.11067,7100,,5.9501476,11686.084038972855,16.020742
0.11,-0.87308395,-0.11362323,-0.42868504,15.542445,8.183254,,16.031626,-1.3317302,8.183254,17.432325,17.432325,-0.15151516,356,1.0215125,19.221668,34.213924,7120,,5.8685465,11752.287136554718,16.020775
0.11,-0.33827543,-0.2943502,-0.4283919,15.62857,4.731894,,17.085516,-1.3181849,6.2321706,17.432325,17.432325,-0.25252524,357,0.94203526,19.221668,34.30005,7140,,1.1466478,11818.226636648178,16.023756
