LQGmu1_higher,Iteration,TimeElapsed,Regret,ReturnLastEpisode,ReturnMean,LQGmu1_actor,Regret/t,LQGsigma_higher
-1.0,1,0.04619622230529785,0.024765118929371055,0.9403548810706289,0.9403548810706289,-1.0503803,0.024765118929371055,0.14999999
0.57575756,2,0.07157397270202637,0.6689789804333476,0.3209061384960235,0.6306305097833262,0.63696194,0.3344894902166738,0.14999999
-0.3131313,3,0.09322357177734375,0.6895960072813158,0.9445029731520318,0.7352546642395614,-0.6298772,0.22986533576043858,0.14999999
-0.67676765,4,0.12091350555419922,0.7113414302215906,0.9433745770597252,0.7872846424446024,-0.8144555,0.17783535755539764,0.14999999
-0.47474748,5,0.14065909385681152,0.7327900978800835,0.943671332341507,0.8185619804239833,-0.619156,0.14655801957601672,0.14999999
-0.85858583,6,0.15710210800170898,0.7536084834652824,0.9443016144148011,0.8395185860891196,-0.7574154,0.1256014139108804,0.14999999
-0.35353535,7,0.17316389083862305,0.7782011856585518,0.9405272978067306,0.8539484020487783,-0.3679695,0.11117159795122168,0.14999999
0.2929293,8,0.1936793327331543,1.2610498727068011,0.4822713129517506,0.8074887659116499,0.28750145,0.15763123408835014,0.14999999
1.0,9,0.2210073471069336,2.054550819342381,0.17161905336442018,0.7368365756286244,0.841385,0.22828342437137567,0.14999999
-0.7171717,10,0.24523329734802246,2.075402354623815,0.944268464718566,0.7575797645376185,-0.60115963,0.2075402354623815,0.14999999
-0.33333334,11,0.2665846347808838,2.0983225038384616,0.9421998507853534,0.774363408741958,-0.38287067,0.19075659125804198,0.14999999
-0.33333334,12,0.2875785827636719,2.1248576275324496,0.9385848763060122,0.7880485310389624,-0.2680643,0.17707146896103745,0.14999999
-0.7777778,13,0.3124055862426758,2.145750289555352,0.9442273379770972,0.800062285418819,-0.6007223,0.16505771458118093,0.14999999
-0.7777778,14,0.3355138301849365,2.1668089299419946,0.9440613596133577,0.8103479335755717,-0.6919294,0.15477206642442817,0.14999999
-0.7777778,15,0.3608968257904053,2.1885174754893484,0.9434114544526463,0.8192188349673766,-0.76153886,0.14590116503262324,0.14999999
-0.7777778,16,0.38747239112854004,2.209813084550543,0.9438243909388054,0.8270066822155909,-0.6213943,0.13811331778440894,0.14999999
-0.7777778,17,0.40720200538635254,2.2310955746780174,0.9438375098725257,0.8338790838424694,-0.70281875,0.13124091615753045,0.14999999
-0.7171717,18,0.4330005645751953,2.2526313053986287,0.9435842692793887,0.8399738163667427,-0.7356431,0.12514618363325714,0.14999999
-0.67676765,19,0.45981287956237793,2.274450149447566,0.9433011559510622,0.8454120973974965,-0.4498162,0.11970790260250348,0.14999999
-0.45454547,20,0.4870586395263672,2.300711523461747,0.938858625985819,0.8500844238269126,-0.274422,0.11503557617308735,0.14999999
-0.67676765,21,0.5132019519805908,2.321480894981681,0.9443506284800659,0.854573290715158,-0.6890154,0.11054670928484195,0.14999999
-0.75757575,22,0.537445068359375,2.3442826077585517,0.9423182872231293,0.8585616996473386,-0.9109014,0.10655830035266144,0.14999999
-0.85858583,23,0.5692343711853027,2.366219581221644,0.9431830265369077,0.862240887772972,-0.8222998,0.10287911222702802,0.14999999
-0.7777778,24,0.6004643440246582,2.388009148632075,0.9433304325895694,0.8656196188069969,-0.7978312,0.09950038119300313,0.14999999
-0.8787879,25,0.6331732273101807,2.4091956060844684,0.9439335425476065,0.8687521757566213,-0.77640563,0.09636782424337874,0.14999999
-0.7777778,26,0.6583147048950195,2.430776532610207,0.9435390734742614,0.8716285948996075,-0.7078123,0.09349140510039257,0.14999999
-0.7171717,27,0.6878676414489746,2.4522457787490346,0.9436507538611721,0.8742960822685544,-0.51658887,0.09082391773144573,0.14999999
-0.47474748,28,0.7196240425109863,2.4736358122559348,0.9437299664930999,0.8767758638480023,-0.77346355,0.08834413615199767,0.14999999
-0.97979796,29,0.7455906867980957,2.4956661956692137,0.9430896165867212,0.8790625449769237,-0.83266133,0.08605745502307634,0.14999999
-0.41414142,30,0.7759134769439697,2.5166450331262453,0.9441411625429682,0.8812318322291252,-0.46864024,0.08388816777087485,0.14999999
-0.7979798,31,0.8058855533599854,2.5394741503278158,0.9422908827984295,0.8832014790216833,-0.9067838,0.08191852097831663,0.14999999
-0.7777778,32,0.8275830745697021,2.562257688841447,0.9423364614863692,0.8850494472237048,-0.8821952,0.08007055277629521,0.14999999
-0.7171717,33,0.8531205654144287,2.5867861175940496,0.9405915712473971,0.8867325418910894,-1.0282182,0.0783874581089106,0.14999999
-0.959596,34,0.8830165863037109,2.6092185815876183,0.9426875360064311,0.8883782770121289,-0.8654409,0.07674172298787113,0.14999999
-0.8181818,35,0.9081673622131348,2.6302140776609644,0.944124503926654,0.8899710263525439,-0.73764706,0.07514897364745612,0.14999999
-0.65656567,36,0.9335944652557373,2.652264801941235,0.9430692757197295,0.8914459777238546,-0.5618208,0.07367402227614542,0.14999999
-0.47474748,37,0.9542958736419678,2.674515476250963,0.9428693256902717,0.8928357979391632,-0.42320102,0.07228420206083684,0.14999999
-0.8787879,38,0.9754102230072021,2.6994247182837534,0.9402107579672095,0.8940825074135855,-1.039565,0.07103749258641456,0.14999999
-0.8787879,39,1.0099315643310547,2.721003044172539,0.9435416741112146,0.8953506911750632,-0.79029685,0.0697693088249369,0.14999999
-0.7373737,40,1.0384058952331543,2.742144900291386,0.9439781438811531,0.8965663774927155,-0.7006388,0.06855362250728465,0.14999999
-0.4949495,41,1.0655722618103027,2.766723120192809,0.9405417800985773,0.8976389482879804,-0.37160724,0.06748105171201974,0.14999999
-0.7777778,42,1.0948107242584229,2.788639525488576,0.943203594704233,0.8987238208217008,-0.8359804,0.06639617917829943,0.14999999
-0.7777778,43,1.119899034500122,2.8098903815992444,0.9438691438893316,0.8997737120558317,-0.7338839,0.06534628794416847,0.14999999
-0.7777778,44,1.1498041152954102,2.830779233474595,0.9442311481246494,0.900784108330123,-0.5397402,0.06433589166987716,0.14999999
-0.7777778,45,1.1734273433685303,2.8520098242043286,0.9438894092702662,0.9017420039065708,-0.7707041,0.06337799609342952,0.14999999
-0.7777778,46,1.1993293762207031,2.873389162535302,0.9437406616690266,0.9026550182057546,-0.7736372,0.0624649817942457,0.14999999
-0.7777778,47,1.233142375946045,2.894711620248927,0.9437975422863752,0.9035303910585337,-0.6661844,0.06158960894146653,0.14999999
-0.7777778,48,1.2655434608459473,2.919676803799527,0.9401548164494001,0.9042933999208435,-1.0573032,0.06082660007915681,0.14999999
-0.8989899,49,1.295048713684082,2.9410396720752114,0.9437571317243156,0.905098782202547,-0.715589,0.06002121779745329,0.14999999
-0.93939394,50,1.3252243995666504,2.9629536881007814,0.9432059839744302,0.9058609262379846,-0.836407,0.05925907376201563,0.14999999
-0.8989899,51,1.362483024597168,2.990895533798214,0.9371781543025671,0.9064749895333686,-1.1781514,0.05864501046663165,0.14999999
-0.85858583,52,1.3989174365997314,3.013826650854925,0.9421888829432891,0.907161795175867,-0.90162843,0.05795820482413317,0.14999999
-0.75757575,53,1.4349641799926758,3.0396264395005215,0.9393202113544036,0.9077685577452735,-1.0693091,0.05735144225472682,0.14999999
-0.67676765,54,1.4628169536590576,3.061255653504177,0.9434907859963442,0.9084300804906638,-0.7437718,0.05668991950933661,0.14999999
