LQGsigma_higher,ReturnLastEpisode,LQGmu1_higher,Iteration,LQGmu1_actor,ReturnMean,Regret/t,Regret,TimeElapsed
0.14999999,0.9557562207939411,-1.0,1,-0.894273,0.9557562207939411,0.009363779206058909,0.009363779206058909,0.07174277305603027
0.14999999,0.491553818397797,0.57575756,2,0.49969998,0.7236550195958691,0.24146498040413095,0.4829299608082619,0.09133124351501465
0.14999999,0.9547423634577594,-0.27272728,3,-0.24410911,0.8006841342164992,0.1644358657835008,0.49330759735050245,0.1083838939666748
0.14999999,0.9556379504992983,-0.65656567,4,-0.5839086,0.839422588287199,0.12569741171280102,0.5027896468512041,0.12253522872924805
0.14999999,0.9557934843717268,-0.43434343,5,-0.5720405,0.8626967675041046,0.10242323249589544,0.5121161624794772,0.14127039909362793
0.14999999,0.9556903328324484,-0.8787879,6,-0.76276165,0.8781956950588286,0.08692430494117147,0.5215458296470288,0.1620316505432129
0.14999999,0.9554092166940612,-0.47474748,7,-0.3900195,0.889226198149576,0.07589380185042394,0.5312566129529676,0.18065643310546875
0.14999999,0.9555068048600088,-0.7777778,8,-0.843213,0.8975112739883802,0.06760872601161984,0.5408698080929587,0.20766806602478027
0.14999999,0.9541876923552045,-0.33333334,9,-0.16453366,0.9038086538069163,0.061311346193083795,0.5518021157377542,0.23046565055847168
0.14999999,0.9493981610539266,0.13131313,10,-0.02366355,0.9083676045316172,0.05675239546838275,0.5675239546838275,0.2528560161590576
0.14999999,0.9437168199129183,-0.030303031,11,0.007120002,0.911581169566281,0.053538830433719015,0.5889271347709092,0.2771594524383545
0.14999999,0.9557040892262338,-0.53535354,12,-0.8152167,0.9152580795379438,0.04986192046205628,0.5983430455446753,0.3008716106414795
0.14999999,0.9555558013747653,-0.47474748,13,-0.4752696,0.9183579042946224,0.0467620957053777,0.60790724416991,0.32324671745300293
0.14999999,0.9545580166074709,-0.35353535,14,-0.18442918,0.920943626602683,0.04417637339731708,0.6184692275624392,0.352672815322876
0.14999999,0.9555439509542746,-0.75757575,15,-0.8327939,0.9232503148927891,0.04186968510721097,0.6280452766081646,0.3809647560119629
0.14999999,0.9554287521157857,-0.7979798,16,-0.86045426,0.9252614672192264,0.03985853278077368,0.6377365244923788,0.4019806385040283
0.14999999,0.9554802907727937,-0.41414142,17,-0.4801023,0.9270390450753186,0.03808095492468148,0.6473762337195851,0.41849565505981445
0.14999999,0.9553718999481164,-0.83838385,18,-0.965256,0.9286130925682519,0.03650690743174825,0.6571243337714686,0.4442145824432373
