Iteration,LQGmu1_higher,LQGmu1_actor,LQGsigma_higher,ReturnLastEpisode,ReturnMean,Regret,TimeElapsed,Regret/t
37,-0.7373737,-0.6889857,0.14999999,0.9251546093687862,0.8747048996891038,3.3453587115031684,0.7065210342407227,0.09041510031089645
38,-0.45454547,-0.6020174,0.14999999,0.9248282757503308,0.8760239359012413,3.3856504357528374,0.728635311126709,0.08909606409875888
39,-0.65656567,-0.74834937,0.14999999,0.9256687031223353,0.8772968786505001,3.425101732630502,0.7508502006530762,0.08782312134950006
40,-0.93939394,-0.9888484,0.14999999,0.9193742313038332,0.8783488124668335,3.470847501326669,0.768543004989624,0.08677118753316673
41,-0.4949495,-0.66469413,0.14999999,0.9256814088579811,0.8795032660373493,3.510286092468688,0.7924647331237793,0.08561673396265093
42,-0.6363636,-0.80969644,0.14999999,0.9238014999907354,0.8805579858933823,3.5516045924779527,0.8115606307983398,0.08456201410661793
43,-0.4949495,-0.40304375,0.14999999,0.9226361533928968,0.8815365479282548,3.5940884390850556,0.8350234031677246,0.08358345207174547
44,-0.53535354,-0.57035077,0.14999999,0.9264749126708667,0.8825578743996778,3.6327335264141887,0.8557486534118652,0.08256212560032247
45,-0.53535354,-0.51077676,0.14999999,0.926794151832162,0.8835409027870663,3.671059374582027,0.8766553401947021,0.08157909721293392
46,-0.5151515,-0.49186072,0.14999999,0.9245116002953696,0.8844315701242033,3.7116677742866573,0.8978848457336426,0.0806884298757969
47,-0.57575756,-0.6788682,0.14999999,0.9272095924911636,0.8853417408128621,3.749578181795494,0.9203829765319824,0.07977825918713817
48,-0.5959596,-0.7859551,0.14999999,0.9250768768744061,0.8861695561474776,3.789621304921088,0.9413502216339111,0.07895044385252266
49,-0.5555556,-0.5435352,0.14999999,0.9267666554996199,0.886998068379154,3.827974649421468,0.9700050354003906,0.07812193162084628
50,-0.67676765,-0.7162801,0.14999999,0.925214571931187,0.8877623984501946,3.867880077490281,0.9863321781158447,0.07735760154980562
51,-0.61616164,-0.45717877,0.14999999,0.9243812555714955,0.8884804152564947,3.908618821918785,1.0028445720672607,0.07663958474350559
52,-0.65656567,-0.6308496,0.14999999,0.9250758990803065,0.8891841745607987,3.9486629228384786,1.0243103504180908,0.07593582543920151
53,-0.7171717,-0.62290317,0.14999999,0.9249097920783302,0.8898582428158465,3.9888731307601484,1.0482447147369385,0.07526175718415375
54,-0.65656567,-0.7405073,0.14999999,0.9255972231648769,0.890520075785273,4.0283959075952716,1.0689685344696045,0.07459992421472725
55,-0.5555556,-0.61526054,0.14999999,0.9240770887098191,0.8911302032929921,4.069438818885453,1.0947704315185547,0.07398979670700823
56,-0.47474748,-0.6938994,0.14999999,0.9241188214150459,0.8917192857594572,4.110439997470407,1.121004581451416,0.07340071424054298
57,-0.7171717,-0.9843192,0.14999999,0.9193947373310637,0.8922048199975555,4.1561652601393435,1.1492893695831299,0.07291518000244462
58,-0.75757575,-0.88410854,0.14999999,0.9224071150366677,0.8927255492223679,4.198878145102675,1.174605131149292,0.07239445077763233
59,-0.85858583,-0.6574055,0.14999999,0.9258663212376003,0.893287257222626,4.238131823865075,1.2002160549163818,0.07183274277737416
60,-0.5555556,-0.42447907,0.14999999,0.9253151858703986,0.8938210560334222,4.277936637994676,1.2217543125152588,0.07129894396657793
61,-0.7373737,-0.6207237,0.14999999,0.9260430626328933,0.894349285649807,4.317013575361782,1.2432868480682373,0.07077071435019315
62,-0.47474748,-0.40876874,0.14999999,0.9234983189499255,0.894819431348196,4.358635256411857,1.2694087028503418,0.07030056865180415
63,-0.65656567,-0.45037186,0.14999999,0.9247459095201741,0.8952944548112433,4.399009346891683,1.3080580234527588,0.06982554518875687
64,-0.57575756,-0.47310576,0.14999999,0.9266670336338042,0.8957846513553458,4.437462313257878,1.3319168090820312,0.06933534864465435
65,-0.43434343,-0.66142213,0.14999999,0.9264273190351362,0.896256077011958,4.4761549942227425,1.3505127429962158,0.0688639229880422
66,-0.47474748,-0.5125919,0.14999999,0.9249380632897647,0.8966906525616217,4.516336930932978,1.3763024806976318,0.06842934743837845
67,-0.47474748,-0.5811955,0.14999999,0.926166260778225,0.8971305870126157,4.555290670154752,1.397188425064087,0.06798941298738437
68,-0.6363636,-0.57404816,0.14999999,0.9268376285755305,0.897567455270894,4.593573041579222,1.4164843559265137,0.06755254472910621
69,-0.8181818,-0.7988858,0.14999999,0.9246588630740448,0.8979600843694904,4.6340341785051775,1.4370720386505127,0.06715991563050983
70,-0.6363636,-0.5781961,0.14999999,0.9243572358685826,0.898337186533763,4.674796942636595,1.4565792083740234,0.06678281346623707
71,-0.6363636,-0.6177118,0.14999999,0.9257270486490511,0.8987229592396122,4.714189893987544,1.4783687591552734,0.06639704076038794
72,-0.7979798,-0.88032407,0.14999999,0.9220933253176348,0.8990475476573625,4.757216568669909,1.4940531253814697,0.06607245234263763
73,-0.65656567,-0.39651167,0.14999999,0.9210666614188364,0.8993491793527251,4.801269907251073,1.510831594467163,0.06577082064727498
74,-0.4949495,-0.3911689,0.14999999,0.9246132288553229,0.8996905854270846,4.84177667839575,1.52724289894104,0.06542941457291554
75,-0.4949495,-0.7854403,0.14999999,0.9244159573165708,0.9000202570522776,4.882480721079179,1.5458643436431885,0.06509974294772239
76,-0.6363636,-0.57513404,0.14999999,0.9250871427143902,0.9003500844952002,4.922513578364788,1.5729408264160156,0.06476991550479985
77,-0.57575756,-0.44256544,0.14999999,0.9229578632825217,0.9006436920119186,4.964675715082267,1.6013176441192627,0.06447630798808139
78,-0.45454547,-0.5108683,0.14999999,0.9246235022482556,0.900951125476487,5.005172212834012,1.627741813659668,0.06416887452351297
79,-0.41414142,-0.36934227,0.14999999,0.921909767516696,0.9012164247428187,5.048382445317316,1.6549510955810547,0.06390357525718121
80,-0.8181818,-1.016438,0.14999999,0.9177068970789546,0.9014225556470205,5.095795548238361,1.6794707775115967,0.06369744435297951
81,-0.53535354,-0.31955686,0.14999999,0.9194678729994915,0.90164533734273,5.14144767523887,1.702897071838379,0.06347466265726999
82,-0.61616164,-0.38799584,0.14999999,0.9205850738895466,0.9018763097396423,5.185982601349323,1.7253491878509521,0.0632436902603576
83,-0.5555556,-0.46630353,0.14999999,0.925076024580952,0.9021558243762845,5.226026576768371,1.7538838386535645,0.06296417562371531
84,-0.5959596,-0.56387305,0.14999999,0.9255303670161521,0.9024340927410448,5.265616209752219,1.7851207256317139,0.06268590725895498
85,-0.35353535,-0.17124,0.14999999,0.9008991528535516,0.9024160346247214,5.3298370568986675,1.8096420764923096,0.06270396537527845
86,-0.6363636,-0.9274405,0.14999999,0.9209731860297865,0.9026318154550128,5.373983870868881,1.8391642570495605,0.06248818454498699
87,-0.8787879,-0.6191784,0.14999999,0.9252303829653439,0.9028915691045568,5.413873487903537,1.8698811531066895,0.06222843089544295
88,-0.6363636,-0.67370814,0.14999999,0.9261876222664478,0.9031562969813965,5.452805865637089,1.9012219905853271,0.06196370301860328
89,-0.3131313,-0.1817316,0.14999999,0.8979631469427506,0.9030979469809624,5.519962718694338,1.9301176071166992,0.06202205301903751
90,-0.97979796,-1.232821,0.14999999,0.9096363509775011,0.9031705959142573,5.575446367716837,1.9553797245025635,0.061949404085742635
91,-0.3939394,-0.28905284,0.14999999,0.916709975511994,0.9033193803054412,5.623856392204843,1.99114990234375,0.06180061969455871
92,-0.75757575,-0.58976954,0.14999999,0.9259158560684148,0.9035649941724301,5.663060536136428,2.023101329803467,0.06155500582756988
93,-0.959596,-0.79796195,0.14999999,0.9239305715072639,0.9037839788749552,5.704249964629165,2.057361125946045,0.061336021125044785
94,-0.67676765,-0.67122626,0.14999999,0.925406001723412,0.9040140003946198,5.743963962905752,2.081721067428589,0.061105999605380344
95,-0.5959596,-0.1885013,0.14999999,0.8965549135055249,0.903935483690524,5.8125290494002275,2.0993459224700928,0.06118451630947608
96,-0.6363636,-1.0345875,0.14999999,0.9173347717737158,0.9040750596080572,5.860314277626512,2.1200196743011475,0.06104494039194283
97,-0.7979798,-1.0597768,0.14999999,0.9159681594782468,0.9041976688850694,5.909466118148265,2.145035982131958,0.06092233111493056
98,-0.5959596,-0.4115612,0.14999999,0.921795118362791,0.9043772346960666,5.952790999785473,2.1654932498931885,0.0607427653039334
99,-0.4949495,-0.4795733,0.14999999,0.9260923818591756,0.9045965796169061,5.991818617926298,2.191570281982422,0.06052342038309392
100,-0.6363636,-0.48092395,0.14999999,0.9230981138206725,0.9047815949589437,6.033840504105625,2.2183902263641357,0.06033840504105625
101,-0.5959596,-0.6640133,0.14999999,0.9258883729346493,0.9049905729587032,6.073072131170976,2.254176616668701,0.06012942704129679
102,-0.61616164,-0.61125547,0.14999999,0.9258043363373386,0.9051946294624154,6.112387794833637,2.2880842685699463,0.05992537053758468
103,-0.5959596,-0.7710719,0.14999999,0.9243901172299072,0.9053809934213229,6.1531176776037295,2.317990303039551,0.059739006578676986
104,-0.5959596,-0.6300067,0.14999999,0.9254320494760478,0.9055737920372338,6.192805628127681,2.34441876411438,0.05954620796276617
105,-0.53535354,-0.45902437,0.14999999,0.9214696041760639,0.9057251807242702,6.236456023951617,2.37439227104187,0.059394819275729684
106,-0.7171717,-0.8086347,0.14999999,0.9241054088719154,0.9058985791030215,6.277470615079702,2.403975486755371,0.05922142089697832
107,-0.65656567,-0.5780094,0.14999999,0.926213212290236,0.9060884354879488,6.316377402789466,2.4283149242401123,0.059031564512051084
108,-0.43434343,-0.4824077,0.14999999,0.9262214067061308,0.9062748518881172,6.355275996083335,2.4502146244049072,0.05884514811188273
109,-0.75757575,-0.9926157,0.14999999,0.9190682335196647,0.9063922223618012,6.40132776256367,2.4840962886810303,0.05872777763819881
110,-0.45454547,-0.37513167,0.14999999,0.919736048739657,0.906513529874327,6.446711713824013,2.5169870853424072,0.05860647012567284
111,-0.33333334,-0.3492938,0.14999999,0.9167104666580532,0.906605394169676,6.49512124716596,2.547051429748535,0.05851460583032396
112,-0.93939394,-0.9332719,0.14999999,0.9209268553961233,0.9067332643591978,6.539314391769836,2.578496217727661,0.05838673564080211
113,-0.9191919,-1.0898995,0.14999999,0.9143300051454039,0.906800492153766,6.590104386624432,2.6097230911254883,0.058319507846233916
114,-0.45454547,-0.4880618,0.14999999,0.9235996893475416,0.9069478535326587,6.631624697276891,2.6395695209503174,0.058172146467341146
115,-0.61616164,-0.6219337,0.14999999,0.9271516304308343,0.9071235385491645,6.669593066846057,2.674957752227783,0.05799646145083528
116,-0.85858583,-0.6157662,0.14999999,0.9261396671767556,0.9072874706925058,6.708573399669301,2.701343059539795,0.05783252930749397
117,-0.5959596,-0.3239762,0.14999999,0.9216695051324559,0.9074103940637874,6.752023894536845,2.7322912216186523,0.05770960593621235
118,-0.7171717,-0.8411302,0.14999999,0.9234795632928886,0.9075465734640341,6.793664331243956,2.7617263793945312,0.057573426535965734
119,-0.8181818,-0.861456,0.14999999,0.9229844574390239,0.907676303581471,6.835799873804932,2.7909324169158936,0.05744369641852884
120,-0.6363636,-0.3621036,0.14999999,0.9194546504233712,0.9077744564718202,6.881465223381561,2.8199639320373535,0.05734554352817967
121,-0.97979796,-0.9037704,0.14999999,0.9214129732487514,0.9078871714865056,6.9251722501328095,2.8789894580841064,0.057232828513494295
122,-0.35353535,-0.25006673,0.14999999,0.9174918704176261,0.9079658985269246,6.972800379715183,2.971989870071411,0.05715410147307527
123,-0.8181818,-0.8706653,0.14999999,0.9231198227195551,0.908089101162637,7.014800556995628,3.000378370285034,0.057030898837362835
124,-0.83838385,-0.7599052,0.14999999,0.9250360661256385,0.9082257702349193,7.0548844908699895,3.022766351699829,0.05689422976508056
125,-0.6969697,-0.73796225,0.14999999,0.9241452739056895,0.9083531262642854,7.0958592169643,3.0402023792266846,0.0567668737357144
126,-0.7171717,-0.77226055,0.14999999,0.924672283175872,0.9084826433826314,7.136306933788427,3.059439182281494,0.05663735661736847
127,-0.7373737,-0.922778,0.14999999,0.9213544560730844,0.9085839962384618,7.180072477715343,3.0808417797088623,0.05653600376153813
128,-0.85858583,-0.74543494,0.14999999,0.9253442262543072,0.9087149355354606,7.219848251461036,3.109018564224243,0.05640506446453934
129,-0.35353535,-0.40220186,0.14999999,0.9196787100170731,0.908799926035318,7.265289541443963,3.1317434310913086,0.05632007396468188
130,-0.9191919,-0.95721066,0.14999999,0.9200381732074411,0.9088863740904882,7.310371368236521,3.1558969020843506,0.056233625909511704
131,-1.0,-1.0625985,0.14999999,0.9163514343691418,0.908943359283455,7.35913993386738,3.182767152786255,0.056176640716544886
132,-0.75757575,-0.4178567,0.14999999,0.921301306780559,0.9090369800978271,7.402958627086821,3.20792555809021,0.05608301990217288
133,-0.41414142,-0.423172,0.14999999,0.9240367655504019,0.9091497604395757,7.444041861536419,3.2417871952056885,0.0559702395604242
134,-0.41414142,-0.44440845,0.14999999,0.924563549582551,0.9092647887167621,7.484598311953867,3.272411346435547,0.05585521128323782
135,-0.3131313,-0.17826365,0.14999999,0.8964984565018806,0.909170223292948,7.553219855451987,3.2980093955993652,0.05594977670705176
136,-0.3939394,-0.396718,0.14999999,0.9227704345791076,0.9092702248465228,7.595569420872879,3.323411703109741,0.055849775153477055
137,-0.959596,-0.95689166,0.14999999,0.920239123768749,0.9093502898021595,7.64045029710413,3.3507649898529053,0.05576971019784037
138,-0.5555556,-0.6642663,0.14999999,0.9256386517303871,0.909468321410335,7.679931645373743,3.382668972015381,0.0556516785896648
139,-0.75757575,-0.7051401,0.14999999,0.9250005671031707,0.9095800641851036,7.720051078270572,3.417012929916382,0.055539935814896205
140,-0.5959596,-0.4156391,0.14999999,0.9223029718534086,0.90967094209702,7.762868106417163,3.4485421180725098,0.055449057902979736
141,-0.5959596,-0.7086862,0.14999999,0.9246155556793857,0.9097769322642708,7.803372550737778,3.479783058166504,0.05534306773572892
142,-0.53535354,-0.36423445,0.14999999,0.9193881421374744,0.9098446168408427,7.8491044086003035,3.51501727104187,0.05527538315915707
143,-0.4949495,-0.41486263,0.14999999,0.921615371033692,0.9099269298072262,7.892609037566611,3.5483195781707764,0.05519307019277351
144,-0.61616164,-0.55761987,0.14999999,0.9255265666741488,0.910035260618802,7.932202470892463,3.579474449157715,0.05508473938119766
145,-0.7373737,-0.4718323,0.14999999,0.9246870313945258,0.9101363073138069,7.972635439497937,3.617246150970459,0.05498369268619267
146,-0.6969697,-0.60506606,0.14999999,0.9256802516509457,0.9102427726859792,8.01207518784699,3.6699233055114746,0.054877227314020484
147,-0.7171717,-0.98601043,0.14999999,0.9191605053717553,0.9103034375341817,8.058034682475235,3.7069430351257324,0.054816562465817925
148,-0.8989899,-0.8671237,0.14999999,0.9231606996486306,0.910390310926847,8.099993982826604,3.7407500743865967,0.054729689073152725
149,-0.6363636,-0.47840703,0.14999999,0.9243826680176022,0.9104842193636978,8.140731314809,3.7781851291656494,0.05463578063630202
150,-0.5555556,-0.33578676,0.14999999,0.9220610945403123,0.9105613985315418,8.183790220268689,3.809810161590576,0.05455860146845792
151,-0.5555556,-0.40303493,0.14999999,0.9227385491994956,0.9106420419134489,8.226171671069194,3.8484251499176025,0.054477958086550954
152,-0.5555556,-0.61843765,0.14999999,0.9274073107922919,0.9107523397350201,8.263884360276903,3.87994384765625,0.05436766026497962
153,-0.75757575,-0.8658055,0.14999999,0.923062277730093,0.910832796846099,8.30594208254681,3.9154374599456787,0.05428720315390072
154,-0.41414142,-0.47613785,0.14999999,0.9241881802983328,0.9109195201152693,8.346873902248477,3.946589469909668,0.054200479884730375
155,-0.93939394,-0.63370425,0.14999999,0.9261802851957677,0.9110179766641757,8.38581361705271,3.9708733558654785,0.05410202333582394
156,-0.7171717,-0.7700894,0.14999999,0.9242303149080535,0.9111026711400979,8.426703302144656,3.997103452682495,0.05401732885990164
157,-0.5555556,-0.48671472,0.14999999,0.9238368673993309,0.9111837806704115,8.467986434745324,4.022335529327393,0.05393621932958805
158,-0.7373737,-0.8772434,0.14999999,0.9223780220551354,0.9112546302994288,8.510728412690188,4.047879457473755,0.05386536970057081
159,-0.8787879,-0.8308242,0.14999999,0.9236920782399481,0.911332853242451,8.55215633445024,4.0731658935546875,0.05378714675754868
160,-0.47474748,-0.39648032,0.14999999,0.9207117909432899,0.9113914716030813,8.59656454350695,4.10689640045166,0.05372852839691844
161,-0.67676765,-0.7665161,0.14999999,0.9246722276882697,0.9114739607713123,8.63701231581868,4.138107061386108,0.05364603922868745
162,-0.5959596,-0.44518533,0.14999999,0.9260918700969366,0.9115641947794951,8.676040445721743,4.17775821685791,0.053555805220504585
163,-0.959596,-0.8120916,0.14999999,0.9235229336606813,0.9116375612756986,8.717637512061062,4.215787649154663,0.053482438724300994
164,-0.9191919,-0.9858488,0.14999999,0.9192680241784695,0.9116840884885204,8.763489487882593,4.247992038726807,0.05343591151147922
165,-0.65656567,-0.5998635,0.14999999,0.9268977613425639,0.9117762925664238,8.801711726540029,4.28911566734314,0.053343707433575936
166,-0.7171717,-0.6134627,0.14999999,0.9242428115373851,0.9118513920782971,8.842588915002644,4.321416854858398,0.053268607921702675
167,-0.85858583,-1.0780056,0.14999999,0.9154919294863697,0.9118731917034951,8.892216985516274,4.3508594036102295,0.05324680829650463
168,-0.45454547,-0.32099771,0.14999999,0.9124542733795385,0.9118766505229955,8.944882712136735,4.390609264373779,0.053243349477004376
169,-0.65656567,-0.6545218,0.14999999,0.925578398293288,0.9119577259535888,8.984424313843448,4.428452253341675,0.05316227404641093
170,-0.5555556,-0.57661456,0.14999999,0.9246848030120997,0.9120325911127566,9.024859510831348,4.474308252334595,0.053087408887243226
171,-0.5151515,-0.5468673,0.14999999,0.9263785892823732,0.9121164858388946,9.063600921548975,4.515001058578491,0.05300351416110512
172,-0.5151515,-0.70014834,0.14999999,0.9253114995721656,0.9121932010350182,9.10340942197681,4.549715995788574,0.05292679896498145
173,-0.57575756,-0.3439298,0.14999999,0.9203464309391874,0.9122403295315742,9.148182991037622,4.580647945404053,0.05287967046842556
174,-0.57575756,-0.7001392,0.14999999,0.9261476271916523,0.9123202565296206,9.187155363845969,4.61238169670105,0.052799743470379135
175,-0.57575756,-0.36266536,0.14999999,0.9229406983513909,0.9123809447686022,9.229334665494578,4.647042512893677,0.05273905523139759
176,-0.57575756,-0.57708204,0.14999999,0.9276418193144582,0.9124676542830673,9.26681284618012,4.688497066497803,0.052652345716932496
177,-0.7979798,-0.60113686,0.14999999,0.9263370404630088,0.9125460123970782,9.305595805717111,4.721858263015747,0.052573987602921535
178,-0.47474748,-0.3096361,0.14999999,0.9200323561216671,0.9125880705078906,9.350683449595444,4.750269412994385,0.05253192949210923
179,-0.6363636,-0.6965314,0.14999999,0.926216284852572,0.9126642057835593,9.389587164742872,4.79011869430542,0.05245579421644063
180,-0.7777778,-0.8061127,0.14999999,0.9240753988672362,0.9127276013006909,9.430631765875637,4.827043056488037,0.05239239869930909
181,-0.7979798,-0.9043653,0.14999999,0.922106969670092,0.912779421015439,9.473644796205544,4.868592739105225,0.05234057898456102
182,-0.9191919,-0.92718774,0.14999999,0.9214505497602554,0.912827064579971,9.517314246445288,4.909740447998047,0.05229293542002905
183,-0.8989899,-0.88238746,0.14999999,0.9217702284612228,0.912875934327956,9.560664017984065,4.952736139297485,0.05224406567204407
184,-0.5959596,-0.8034491,0.14999999,0.9244697956120868,0.9129389444436306,9.601314222371979,4.9823009967803955,0.05218105555636945
185,-0.5959596,-0.6258006,0.14999999,0.926626405347441,0.9130129307187862,9.639807817024538,5.0175886154174805,0.05210706928121372
186,-0.43434343,-0.36305898,0.14999999,0.9189341522576095,0.9130447652431886,9.68599366476693,5.056005477905273,0.052075234756811445
187,-0.8787879,-0.7612975,0.14999999,0.9253409013766539,0.9131105199818701,9.725772763390275,5.094019651412964,0.052009480018129814
188,-0.6969697,-0.7485137,0.14999999,0.9253527010394962,0.9131756379662191,9.765540062350778,5.1207756996154785,0.051944362033780736
189,-0.97979796,-0.8614328,0.14999999,0.9234964266520519,0.9132302453137633,9.807163635698727,5.16393780708313,0.05188975468623665
190,-0.85858583,-0.50374377,0.14999999,0.9247167135880979,0.9132907004099441,9.847566922110628,5.202121019363403,0.05182929959005594
191,-0.41414142,-0.44731724,0.14999999,0.9218743414568278,0.9133356409389853,9.890812580653801,5.2340922355651855,0.05178435906101467
192,-0.5555556,-0.7229911,0.14999999,0.9248059544492442,0.9133953821551847,9.931126626204557,5.2742321491241455,0.051724617844815406
193,-0.5959596,-0.83435076,0.14999999,0.9232205854149543,0.9134462899440954,9.973026040789604,5.3172526359558105,0.05167371005590468
194,-0.5959596,-0.22741607,0.14999999,0.9027883527067125,0.9133913521232842,10.035357688082891,5.3525214195251465,0.05172864787671594
195,-0.8787879,-0.829033,0.14999999,0.9239236513797314,0.9134453639143428,10.07655403670316,5.398777484893799,0.05167463608565723
196,-0.3939394,-0.27523863,0.14999999,0.9145373299189926,0.9134509351694687,10.127136706784167,5.436229467391968,0.051669064830531464
197,-0.959596,-1.0973159,0.14999999,0.9144991911175631,0.9134562562656519,10.177757515666604,5.479614496231079,0.05166374373434825
198,-0.6363636,-0.5396335,0.14999999,0.9256876402311227,0.9135180309321442,10.217189875435482,5.520453453063965,0.05160196906785597
199,-0.75757575,-0.8209706,0.14999999,0.9237816505652825,0.9135696069102002,10.258528224870199,5.547847270965576,0.051550393089799994
200,-0.7171717,-0.35737154,0.14999999,0.9175362778999445,0.9135894402651489,10.306111946970255,5.5842907428741455,0.051530559734851274
201,-0.5959596,-0.6746476,0.14999999,0.9254533958030903,0.9136484649195665,10.345778551167164,5.630450010299683,0.05147153508043365
202,-0.61616164,-0.88335454,0.14999999,0.9226896142081853,0.9136932230843617,10.388208936958979,5.66992712020874,0.05142677691563851
203,-0.6363636,-0.34028894,0.14999999,0.9167222653621311,0.9137081444748926,10.436606671596847,5.709752559661865,0.05141185552510762
204,-0.5959596,-0.7480526,0.14999999,0.9248456540701986,0.9137627401101637,10.476881017526647,5.75208854675293,0.051357259889836505
205,-0.83838385,-0.6521056,0.14999999,0.9261879222325862,0.9138233507546634,10.51581309529406,5.79061222076416,0.05129664924533688
206,-0.65656567,-0.7013934,0.14999999,0.9261323768325903,0.9138831033084397,10.55480071846147,5.833277940750122,0.051236896691560535
207,-0.4949495,-0.62044924,0.14999999,0.9260971947847846,0.9139421085812722,10.593823523676685,5.876603126525879,0.051177891418727944
208,-0.3939394,-0.40673476,0.14999999,0.921995715196947,0.9139808278438475,10.636947808479738,5.913003921508789,0.05113917215615259
209,-0.75757575,-0.55700773,0.14999999,0.926252820459809,0.9140395455118665,10.675814988019928,5.95309042930603,0.05108045448813363
210,-0.5555556,-0.4495276,0.14999999,0.9232793286200156,0.9140835444790482,10.717655659399913,5.984039545059204,0.051036455520951964
211,-0.7171717,-0.5698593,0.14999999,0.9260058391580703,0.9141400482452995,10.756769820241843,6.019340753555298,0.05097995175470068
212,-0.35353535,-0.3823416,0.14999999,0.9179349130442658,0.914157948550955,10.803954907197577,6.058167219161987,0.05096205144904517
