Iteration,ReturnLastEpisode,TimeElapsed,Regret,LQGmu1_higher,ReturnMean,LQGsigma_higher,Regret/t,LQGmu1_actor
1,0.9115601268616691,0.06425046920776367,0.05355987313833088,-1.0,0.9115601268616691,0.14999999,0.05355987313833088,-1.0095
2,0.256767424898607,0.0931544303894043,0.7619124482397239,0.5959596,0.584163775880138,0.14999999,0.38095622411986196,0.6898135
3,0.8938248898619612,0.11681818962097168,0.8332075583777627,-0.2929293,0.6873841472074124,0.14999999,0.27773585279258756,-0.19832793
4,0.9195195777025891,0.14005565643310547,0.8788079806751736,-0.67676765,0.7454180048312066,0.14999999,0.2197019951687934,-0.7312424
5,0.920132813871635,0.1682577133178711,0.9237951668035386,-0.5151515,0.7803609666392923,0.14999999,0.1847590333607077,-0.508944
6,0.9194680266382864,0.19424843788146973,0.9694471401652521,-0.57575756,0.8035454766391247,0.14999999,0.16157452336087536,-0.70554525
7,0.07822930816398903,0.2205042839050293,1.8563378320012631,1.0,0.6999288811426767,0.14999999,0.2651911188573233,0.9231091
8,0.9141972624299005,0.24605154991149902,1.9072605695713625,-0.8787879,0.7267124288035797,0.14999999,0.2384075711964203,-0.9505596
9,0.9136539188218878,0.2705960273742676,1.9587266507494747,-0.57575756,0.7474837054722806,0.14999999,0.2176362945277194,-0.37221453
10,0.8718378635106906,0.2989630699157715,2.052008787238784,-0.47474748,0.7599191212761216,0.14999999,0.20520087872387843,-0.14338714
11,0.47830958185766026,0.324446439743042,2.538819205381124,0.27272728,0.7343182540562615,0.14999999,0.23080174594373853,0.1079749
12,0.9207965678977437,0.3563981056213379,2.5831426374833804,-0.6969697,0.7498581135430517,0.14999999,0.21526188645694835,-0.7063688
13,0.9211777502873126,0.38990163803100586,2.6270848871960677,-0.6969697,0.7630365471387641,0.14999999,0.20208345286123597,-0.5078161
14,0.920548584399983,0.41591858863830566,2.6716563027960847,-0.7373737,0.7742874069431369,0.14999999,0.1908325930568632,-0.7037404
15,0.918161460852672,0.4468867778778076,2.7186148419434124,-0.7171717,0.7838790105371058,0.14999999,0.18124098946289416,-0.8095517
16,0.9204976067773853,0.4782557487487793,2.7632372351660273,-0.7373737,0.7924176728021233,0.14999999,0.1727023271978767,-0.7276308
17,0.9181599497875758,0.505328893661499,2.8101972853784516,-0.75757575,0.7998142773306793,0.14999999,0.16530572266932067,-0.7764039
18,0.9165760977812624,0.5377757549285889,2.858741187597189,-0.7373737,0.8063010451334895,0.14999999,0.15881895486651051,-0.8631469
19,0.9202298421773046,0.5709166526794434,2.9036313454198845,-0.7171717,0.8122972976094798,0.14999999,0.15282270239052023,-0.7132187
20,0.9200322476584916,0.5870213508605957,2.948719097761393,-0.7373737,0.8176840451119304,0.14999999,0.14743595488806965,-0.65404177
21,0.9192258968309304,0.6082994937896729,2.9946132009304627,-0.7373737,0.8225193713842638,0.14999999,0.14260062861573633,-0.69998515
22,0.9206106421418084,0.627281904220581,3.0391225587886543,-0.7171717,0.8269780655096067,0.14999999,0.1381419344903934,-0.6220686
23,0.918847023610703,0.6497702598571777,3.0853955351779514,-0.67676765,0.8309723680357414,0.14999999,0.13414763196425875,-0.78536516
24,0.9206904521618068,0.679051399230957,3.1298250830161445,-0.75757575,0.8347106215409941,0.14999999,0.13040937845900602,-0.7252766
25,0.9214523156711727,0.7057321071624756,3.173492767344972,-0.65656567,0.8381802893062011,0.14999999,0.1269397106937989,-0.5299618
26,0.9203300851943814,0.7343933582305908,3.2182826821505905,-0.65656567,0.841339896840362,0.14999999,0.1237801031596381,-0.62324196
