Iteration,TimeElapsed,LQGsigma_higher,LQGmu1_higher,LQGmu1_actor,ReturnMean,Regret/t,Regret,ReturnLastEpisode
33,0.9332795143127441,0.14999999,-0.6363636,-0.7001526,0.8723643296241163,0.09275567037588359,3.0609371224041584,0.9326181990238606
34,0.9595897197723389,0.14999999,-0.3939394,-0.55486566,0.8741004097613612,0.09101959023863863,3.0946660681137135,0.9313910542904448
35,0.9916806221008301,0.14999999,-0.7373737,-0.7279798,0.8757847824562464,0.08933521754375338,3.1267326140313685,0.9330534540823449
36,1.0131382942199707,0.14999999,-0.57575756,-0.7551398,0.8773526887815326,0.08776731121846718,3.159623203864818,0.9322294101665504
37,1.0361592769622803,0.14999999,-0.35353535,-0.5207278,0.878853796255883,0.08626620374411673,3.1918495385323187,0.9328936653324997
38,1.0600619316101074,0.14999999,-0.5959596,-0.6443124,0.8803105128157379,0.0848094871842618,3.2227605130019485,0.9342090255303702
39,1.0837206840515137,0.14999999,-0.5151515,-0.5520867,0.8816589261845389,0.08346107381546077,3.25498187880297,0.9328986341989788
40,1.1055717468261719,0.14999999,-0.4949495,-0.23003349,0.882537855150112,0.08258214484988782,3.3032857939955127,0.9168160848074571
41,1.1265559196472168,0.14999999,-0.85858583,-0.93664813,0.8836727910333226,0.08144720896667709,3.3393355676337606,0.9290702263617518
42,1.1447124481201172,0.14999999,-0.6969697,-0.80673814,0.884816088960292,0.0803039110397078,3.3727642636677277,0.9316913039660331
43,1.160843849182129,0.14999999,-0.5151515,-0.5691315,0.8859435472989862,0.07917645270101366,3.404587466143587,0.9332967975241409
44,1.1773386001586914,0.14999999,-0.5959596,-0.7014929,0.8870068034894806,0.07811319651051923,3.4369806464628465,0.9327268196807407
45,1.1936838626861572,0.14999999,-0.67676765,-0.8506787,0.8879643855000466,0.07715561449995306,3.4720026524978875,0.9300979939649592
46,1.214069128036499,0.14999999,-1.0,-1.1169727,0.8887443933115395,0.07637560668846015,3.513277907669167,0.9238447448287204
47,1.2389843463897705,0.14999999,-0.959596,-1.159391,0.889431801838284,0.07568819816171571,3.5573453136006385,0.9210525940685281
48,1.2657811641693115,0.14999999,-0.67676765,-0.7068843,0.8903362439535236,0.0747837560464761,3.5896202902308523,0.9328450233697863
49,1.296492338180542,0.14999999,-0.3939394,-0.36620915,0.8911270093918036,0.0739929906081961,3.625656539801609,0.9290837504292435
50,1.3262813091278076,0.14999999,-0.35353535,-0.32292902,0.8918448964510263,0.07327510354897333,3.663755177448667,0.9270213623529421
51,1.3548414707183838,0.14999999,-0.41414142,-0.5667124,0.8926556563931984,0.0724643436068012,3.6956815239468606,0.9331936535018063
52,1.38519287109375,0.14999999,-0.61616164,-0.9061036,0.8933682147285551,0.0717517852714445,3.731092834115114,0.9297086898317466
53,1.4054152965545654,0.14999999,-0.43434343,-0.12854761,0.8935312256878872,0.07158877431211247,3.7942050385419606,0.9020077955731538
54,1.4387023448944092,0.14999999,-0.65656567,-0.82652086,0.8942350499741155,0.07088495002588407,3.8277873013977404,0.9315377371442204
55,1.4655961990356445,0.14999999,-0.57575756,-0.2943471,0.894802299138736,0.0703177008612636,3.867473547369498,0.9254337540282422
56,1.503758192062378,0.14999999,-0.57575756,-0.5099523,0.8954607204736555,0.06965927952634418,3.900919653475274,0.9316738938942244
57,1.529181957244873,0.14999999,-0.61616164,-0.70495677,0.8961155021961893,0.0690044978038104,3.933256374817193,0.932783278658081
58,1.557530164718628,0.14999999,-0.6363636,-0.80956846,0.896725534869399,0.06839446513060073,3.9668789775748423,0.9314973972423507
59,1.5863490104675293,0.14999999,-0.3939394,-0.329095,0.8972659369882199,0.06785406301177983,4.00338971769501,0.9286092598798317
60,1.6136045455932617,0.14999999,-0.65656567,-0.53031355,0.8978832051097477,0.06723679489025211,4.0342076934151265,0.9343020242798841
61,1.6402614116668701,0.14999999,-0.6969697,-0.7437065,0.8984577052213075,0.06666229477869223,4.0663999815002265,0.9329277119148999
62,1.6587657928466797,0.14999999,-0.8989899,-0.8865912,0.8989714433482932,0.0661485566517067,4.101210512405816,0.930309469094411
63,1.6912562847137451,0.14999999,-0.43434343,-0.3168462,0.8994431907396817,0.06567680926031816,4.137638983400044,0.9286915290057716
64,1.726212978363037,0.14999999,-0.6969697,-0.8298707,0.8999471159389573,0.06517288406104256,4.171064579906724,0.9316944034933202
65,1.7585411071777344,0.14999999,-0.75757575,-0.781744,0.9004531610797573,0.06466683892024248,4.2033445298157615,0.932840050090962
66,1.7900547981262207,0.14999999,-0.7171717,-0.6128713,0.9009476720866145,0.06417232791338524,4.2353736422834265,0.9330908875323346
67,1.8068044185638428,0.14999999,-0.83838385,-0.5365517,0.9014331139224745,0.06368688607752529,4.267021367194195,0.9334722750892315
68,1.8223369121551514,0.14999999,-0.7777778,-0.5748255,0.9018940546028259,0.06322594539717394,4.299364287007828,0.9327770801863671
69,1.8405027389526367,0.14999999,-0.7171717,-0.6582571,0.9023535686478678,0.06276643135213211,4.330883763297115,0.9336005237107127
70,1.859325885772705,0.14999999,-0.7171717,-0.6765754,0.9028019269291311,0.0623180730708688,4.362265114960816,0.9337386483362996
71,1.8801934719085693,0.14999999,-0.7171717,-0.7940348,0.9032202177952737,0.061899782204726174,4.394884536535558,0.9325005784252578
72,1.9036197662353516,0.14999999,-0.7171717,-0.7813182,0.9036287487356974,0.06149125126430241,4.427370091029774,0.9326344455057843
73,1.925508975982666,0.14999999,-0.75757575,-1.0357254,0.9039409498979128,0.061179050102087046,4.466070657452354,0.9264194335774201
74,1.945462703704834,0.14999999,-0.67676765,-0.5639241,0.9043427239993846,0.06077727600061531,4.497518424045533,0.9336722334068205
75,1.9700720310211182,0.14999999,-0.75757575,-0.6230681,0.9047407593315401,0.0603792406684599,4.528443050134492,0.9341953739110408
76,1.9961879253387451,0.14999999,-0.27272728,-0.5398996,0.9051300965742771,0.059989903425722815,4.559232660354934,0.9343303897795586
77,2.02054500579834,0.14999999,-0.7777778,-0.9445559,0.9054384153275858,0.059681584672414016,4.595482019775879,0.9288706405790544
78,2.048807144165039,0.14999999,-0.7171717,-0.8305305,0.9057701187155252,0.059349881284474805,4.629290740189035,0.9313112795868441
79,2.070073127746582,0.14999999,-0.7171717,-0.7872357,0.9061052656666095,0.05901473433339031,4.6621640123378345,0.9322467278512004
80,2.0917000770568848,0.14999999,-0.7777778,-0.70479447,0.9064474055228058,0.05867259447719418,4.693807558175535,0.9334764541622996
81,2.1186721324920654,0.14999999,-0.85858583,-0.7262669,0.9067696626064013,0.058350337393598524,4.7263773288814805,0.9325502292940538
82,2.146451473236084,0.14999999,-0.3131313,-0.27011985,0.9069933422122247,0.058126657787775156,4.766385938597563,0.925111390283918
83,2.179596185684204,0.14999999,-0.7979798,-0.91095525,0.9072726523351811,0.05784734766481877,4.801329856179958,0.9301760824176046
84,2.2036428451538086,0.14999999,-0.61616164,-0.66551846,0.9075794410473004,0.057540558952699584,4.833406952026765,0.9330429041531927
85,2.2272868156433105,0.14999999,-0.6363636,-0.6835795,0.907879320309973,0.05724067969002692,4.865457773652288,0.9330691783744771
86,2.259002923965454,0.14999999,-0.6969697,-0.5113291,0.9081807548190849,0.056939245180915025,4.8967750855586925,0.9338026880935959
87,2.289198637008667,0.14999999,-0.6969697,-0.71776384,0.9084638915812692,0.056656108418730776,4.9290814324295775,0.9328136531291151
88,2.3211758136749268,0.14999999,-0.6969697,-0.6739617,0.9087502044378938,0.05636979556210617,4.9605420094653425,0.9336594229642354
89,2.3521852493286133,0.14999999,-0.6969697,-0.6321715,0.9090234148163611,0.05609658518363894,4.992596081343866,0.9330659281214773
90,2.3822803497314453,0.14999999,-0.41414142,-0.5894317,0.9093077728321125,0.05581222716788763,5.023100445109887,0.9346156362339785
91,2.4127330780029297,0.14999999,-0.6363636,-0.56585824,0.9095626397519435,0.05555736024805657,5.0557197825731475,0.9325006625367395
92,2.4495317935943604,0.14999999,-0.65656567,-0.6545357,0.9098195666539203,0.055300433346079765,5.087639867839338,0.933199914733809
93,2.4818336963653564,0.14999999,-0.6969697,-0.90323013,0.9100376679256047,0.055082332074395474,5.122656882918779,0.9301029849205595
94,2.5114619731903076,0.14999999,-0.6969697,-0.7225409,0.9102840644084825,0.05483593559151764,5.154577945602658,0.933198937316121
95,2.541483163833618,0.14999999,-0.6969697,-0.6047975,0.9105253012269737,0.054594698773026355,5.186496383437504,0.9332015621651545
96,2.5676181316375732,0.14999999,-0.6969697,-0.7094965,0.9107480433579305,0.0543719566420696,5.219707837638682,0.9319085457988219
97,2.586897850036621,0.14999999,-0.85858583,-0.605075,0.9109747496494622,0.05414525035053786,5.252089284002173,0.9327385536365087
98,2.6176249980926514,0.14999999,-0.5959596,-0.48609176,0.9111971379285151,0.053922862071485056,5.284440483005535,0.9327688009966377
99,2.6491293907165527,0.14999999,-0.7373737,-0.54787385,0.9114117889649864,0.053708211035013685,5.317112892466355,0.9324475905391807
100,2.668008327484131,0.14999999,-0.5555556,-0.5029912,0.9116232838513842,0.05349671614861593,5.3496716148615935,0.9325612776047617
101,2.6990017890930176,0.14999999,-0.83838385,-1.0459206,0.9117676317313551,0.05335236826864505,5.38858919513315,0.9262024197284429
102,2.7354979515075684,0.14999999,-0.23232323,-0.14364187,0.9117658417862308,0.053354158213769286,5.442124137804467,0.9115850573286827
103,2.761610507965088,0.14999999,-0.61616164,-0.5119794,0.9119806531599863,0.05313934684001377,5.473352724521418,0.9338914132830491
104,2.7940759658813477,0.14999999,-0.7777778,-0.8066968,0.9121709719565086,0.05294902804349136,5.506698916523101,0.931773807998317
105,2.8285255432128906,0.14999999,-0.3939394,-0.32631043,0.9123173118701352,0.05280268812986482,5.5442822536358065,0.9275366628872943
106,2.850062847137451,0.14999999,-0.67676765,-0.7200187,0.9125098148920302,0.05261018510796985,5.5766796214448044,0.9327226321910022
107,2.876044273376465,0.14999999,-0.3939394,-0.815476,0.9126835809712217,0.05243641902877838,5.610696836079287,0.9311027853655179
108,2.897939443588257,0.14999999,-0.7171717,-0.59707135,0.9128776441008646,0.05224235589913557,5.642174437106641,0.9336423989726451
109,2.9175894260406494,0.14999999,-0.61616164,-0.8618729,0.9130435076232234,0.052076492376776806,5.676337669068672,0.9309567680379697
110,2.9443323612213135,0.14999999,-0.43434343,-0.28574014,0.9131858467838344,0.05193415321616574,5.712756853778232,0.9287008152904397
111,2.975398302078247,0.14999999,-0.7171717,-1.0234324,0.9133104533125482,0.05180954668745192,5.750859682307163,0.9270171714710685
112,3.0097122192382812,0.14999999,-0.7171717,-0.81043607,0.9134777076856336,0.0516422923143665,5.7839367392090475,0.9320429430981154
113,3.043853282928467,0.14999999,-0.43434343,-0.6008206,0.9136565496028307,0.05146345039716944,5.815369894880146,0.9336868443289007
114,3.0750303268432617,0.14999999,-0.65656567,-0.81760806,0.9138192493836295,0.051300750616370606,5.848285570266249,0.9322043246138974
115,3.0970981121063232,0.14999999,-0.5959596,-0.5329518,0.9139740112766143,0.0511459887233858,5.8817887031893665,0.9316168670768821
116,3.1279489994049072,0.14999999,-0.5555556,-0.66347533,0.914140044221714,0.050979955778286,5.9136748702811754,0.9332338329081915
117,3.1456010341644287,0.14999999,-0.5555556,-0.4315703,0.9142834575247821,0.05083654247521793,5.947875469600498,0.9309194006806778
118,3.1636621952056885,0.14999999,-0.7979798,-0.7611652,0.9144409522120409,0.050679047787959175,5.980127638979183,0.9328678306213153
119,3.182039976119995,0.14999999,-0.75757575,-0.7433807,0.9145905300690866,0.05052946993091343,6.0130069217786986,0.9322407172004845
120,3.211440324783325,0.14999999,-0.65656567,-0.85194826,0.9147303848512044,0.05038961514879569,6.046753817855483,0.9313731039232157
121,3.235827922821045,0.14999999,-0.4949495,-0.6812264,0.9148809168889858,0.05023908311101436,6.078929056432738,0.9329447614227444
122,3.278597354888916,0.14999999,-0.43434343,-0.4509858,0.9150258660429068,0.0500941339570934,6.111484342765395,0.9325647136673434
123,3.3181352615356445,0.14999999,-0.8787879,-1.065109,0.9151089740770239,0.05001102592297627,6.151356188526082,0.925248154239313
124,3.3526134490966797,0.14999999,-0.7979798,-1.0026991,0.9152098085883789,0.04991019141162133,6.1888637350410445,0.9276124534850374
125,3.3875067234039307,0.14999999,-0.53535354,-0.43149346,0.9153392395005001,0.04978076049950009,6.222595062437511,0.9313886726035331
126,3.4197611808776855,0.14999999,-0.8181818,-0.6201295,0.915484913690854,0.04963508630914611,6.254020874952411,0.9336941874851004
127,3.4494400024414062,0.14999999,-0.7171717,-0.9532632,0.915593254629651,0.04952674537034913,6.28989666203434,0.9292442129180705
128,3.4809582233428955,0.14999999,-0.43434343,-0.6975651,0.9157300565045803,0.04938994349541981,6.321912767413735,0.9331038946206047
129,3.5125930309295654,0.14999999,-0.8787879,-1.0464331,0.9158128329092662,0.04930716709073391,6.360624554704675,0.9264082127090608
130,3.533139705657959,0.14999999,-0.7373737,-0.70227265,0.9159561675451656,0.049163832454834445,6.391298219128478,0.9344463355761964
131,3.568418264389038,0.14999999,-0.8181818,-0.7286709,0.9160815026923407,0.04903849730765943,6.424043147303386,0.9323750718250919
132,3.597478151321411,0.14999999,-0.7777778,-0.59222937,0.9162134008339944,0.04890659916600564,6.4556710899127445,0.9334920573906413
133,3.6177330017089844,0.14999999,-0.8787879,-0.86968637,0.9163245027689771,0.0487954972310229,6.489801131726046,0.9309899581866985
134,3.6481151580810547,0.14999999,-0.7171717,-0.9279468,0.9164242457922085,0.04869575420779151,6.525231063844062,0.9296900678819833
135,3.679417610168457,0.14999999,-0.67676765,-0.56565964,0.9165585436616834,0.04856145633831666,6.555796605672749,0.9345544581713133
136,3.706097364425659,0.14999999,-0.8181818,-0.9284863,0.9166556353398059,0.0484643646601942,6.591153593786411,0.929763011886338
137,3.739372730255127,0.14999999,-0.2929293,-0.31998056,0.9167399496165999,0.04838005038340025,6.628066902525834,0.9282066912605773
138,3.770267963409424,0.14999999,-0.67676765,-0.7237116,0.9168543349555205,0.04826566504447967,6.660661776138195,0.9325251263876392
139,3.794773817062378,0.14999999,-0.67676765,-0.839262,0.9169627868902427,0.04815721310975744,6.6938526222562835,0.9319291538819112
140,3.820889711380005,0.14999999,-0.5151515,-0.47314382,0.917075908053805,0.0480440919461952,6.726172872467329,0.9327997497889553
141,3.8460628986358643,0.14999999,-0.3131313,-0.31390548,0.917160627074013,0.04795937292598712,6.762271582564184,0.9290212899031445
142,3.885228157043457,0.14999999,-0.7373737,-0.5193871,0.917264103937755,0.0478558960622452,6.795537240838818,0.9318543417253661
143,3.909836530685425,0.14999999,-0.85858583,-0.7679213,0.9173661240983458,0.04775387590165441,6.828804253936581,0.9318529869022368
144,3.9334778785705566,0.14999999,-0.83838385,-0.7460716,0.9174748570071404,0.04764514299285981,6.860900590971813,0.9330236629647682
145,3.9614129066467285,0.14999999,-0.4949495,-0.5173179,0.9175827194704976,0.0475372805295026,6.892905676777877,0.9331149141939352
146,3.993180751800537,0.14999999,-0.7373737,-0.73928815,0.9176811560839554,0.04743884391604468,6.926071211742523,0.931954465035354
147,4.024404764175415,0.14999999,-0.45454547,-0.2863769,0.9177428757693759,0.04737712423062427,6.964437261901767,0.9267539498407561
148,4.059765577316284,0.14999999,-0.6363636,-0.76222646,0.9178439338108788,0.04727606618912137,6.996857795989962,0.9326994659118046
149,4.083827495574951,0.14999999,-0.7777778,-0.5995176,0.9179510060923373,0.04716899390766295,7.028180092241779,0.9337977037481827
150,4.104151248931885,0.14999999,-0.47474748,-0.6040238,0.9180558741119673,0.047064125888032916,7.059618883204937,0.9336812090368418
151,4.144123077392578,0.14999999,-0.6969697,-0.78742564,0.9181502793311657,0.046969720668834584,7.092427820994022,0.9323110622109155
152,4.173629522323608,0.14999999,-0.75757575,-0.5983681,0.9182531740482917,0.0468668259517085,7.123757544659692,0.9337902763343302
153,4.2094385623931885,0.14999999,-0.4949495,-0.3115914,0.9183203583983288,0.0467996416016714,7.160345165055725,0.9285323796039673
154,4.249024868011475,0.14999999,-0.5959596,-0.17262262,0.9182638063216707,0.0468561936783295,7.215853826462744,0.9096113385929813
155,4.280338525772095,0.14999999,-0.75757575,-0.65609384,0.9183626150150225,0.04675738498497776,7.247394672671552,0.9335791537911917
156,4.32218074798584,0.14999999,-0.67676765,-0.7415941,0.918449431484129,0.046670568515871085,7.280608688475889,0.9319059841956638
157,4.359473466873169,0.14999999,-0.6969697,-0.6306453,0.9185421832456292,0.04657781675437098,7.312717230436244,0.9330114580396445
158,4.399253606796265,0.14999999,-0.47474748,-0.4634991,0.9186271085366691,0.04649289146333101,7.345876851206299,0.9319603792299455
159,4.441365003585815,0.14999999,-0.61616164,-0.54497385,0.9187223900253607,0.046397609974639445,7.377219985967672,0.9337768652386264
160,4.474332094192505,0.14999999,-0.7171717,-0.84358555,0.9187979041170481,0.0463220958829521,7.411535341272336,0.9308046446953354
161,4.523244142532349,0.14999999,-0.7171717,-0.6454527,0.9188844710712595,0.046235528928740645,7.443920157527244,0.9327351837450922
162,4.566906690597534,0.14999999,-0.61616164,-0.67994225,0.9189728722094281,0.046147127790571986,7.475834702072662,0.9332054554545814
163,4.612901926040649,0.14999999,-0.3131313,-0.33232197,0.9190332105951716,0.04608678940482854,7.512146672987052,0.9288080290856101
164,4.660698413848877,0.14999999,-0.7171717,-1.0847408,0.9190680774480449,0.046051922551955386,7.552515298520683,0.9247513744663693
165,4.6977198123931885,0.14999999,-0.6969697,-0.49206835,0.9191528168844283,0.04596718311557203,7.584585214069385,0.9330500844512983
166,4.743169546127319,0.14999999,-0.61616164,-0.6020471,0.9192383413179509,0.04588165868204929,7.616355341220182,0.9333498728492026
167,4.785083055496216,0.14999999,-0.6969697,-0.5805582,0.9193269990048741,0.04579300099512611,7.64743116618606,0.9340441750341228
168,4.8227081298828125,0.14999999,-0.75757575,-0.75602317,0.919403873867633,0.04571612613236721,7.680309190237692,0.9322419759483684
169,4.860306978225708,0.14999999,-0.9191919,-1.0203117,0.9194492977664004,0.04567070223359979,7.718348677478365,0.927080512759327
170,4.890685081481934,0.14999999,-0.57575756,-0.63518703,0.9195286164366675,0.045591383563332685,7.750535205766557,0.932933471711808
171,4.9325761795043945,0.14999999,-0.7777778,-0.39086953,0.9196018313287813,0.04551816867121897,7.783606842778443,0.9320483629881136
172,4.978414297103882,0.14999999,-0.53535354,-0.51650554,0.9196764384111564,0.04544356158884384,7.816292593281141,0.9324342494973022
173,5.020473003387451,0.14999999,-0.93939394,-0.9304415,0.9197310176030922,0.04538898239690813,7.8522939546651065,0.9291186386160352
174,5.0616455078125,0.14999999,-0.7171717,-0.74977696,0.9198054900765165,0.04531450992348384,7.884724726686189,0.9326892279789177
175,5.10080361366272,0.14999999,-0.7171717,-0.83089626,0.9198717894767645,0.04524821052323586,7.918436841566276,0.9314078851199131
176,5.1425042152404785,0.14999999,-0.3131313,-0.18047734,0.9197957707977945,0.0453242292022058,7.977064339588221,0.9064925019780553
177,5.163056135177612,0.14999999,-0.53535354,-0.7590321,0.9198672510365655,0.04525274896343474,8.009736566527948,0.9324477730602726
178,5.195180892944336,0.14999999,-0.5555556,-0.53025234,0.919939595600312,0.04518040439968811,8.042111983144483,0.9327445833834642
179,5.223924160003662,0.14999999,-0.41414142,-0.40503037,0.9199992237707147,0.04512077622928541,8.076618945042089,0.9306130381023952
180,5.258961915969849,0.14999999,-0.5959596,-0.31298375,0.920038055659606,0.045081944340394225,8.114749981270961,0.9269889637711269
181,5.290590047836304,0.14999999,-0.7373737,-0.5074761,0.920099602173865,0.04502039782613506,8.148692006530446,0.9311779747405143
182,5.339972019195557,0.14999999,-0.7171717,-0.6069612,0.9201736470991544,0.044946352900845636,8.180236227953905,0.9335757785765398
183,5.384334325790405,0.14999999,-0.45454547,-0.5299137,0.920232161991933,0.04488783800806697,8.214474355476256,0.9308818724776503
184,5.424165964126587,0.14999999,-0.67676765,-0.6576386,0.9203027388945898,0.04481726110541023,8.246376043395482,0.9332183120807738
185,5.448699951171875,0.14999999,-0.6969697,-0.6553108,0.9203703723105994,0.04474962768940079,8.278681122539146,0.9328149208563373
186,5.473825216293335,0.14999999,-0.7979798,-1.0634387,0.9203976331056298,0.04472236689437029,8.318360242352874,0.9254408801862726
187,5.515376567840576,0.14999999,-0.7777778,-0.6225488,0.9204664759667525,0.04465352403324768,8.350208994217317,0.9332712481355566
188,5.550168037414551,0.14999999,-0.3939394,-0.14131227,0.9203215663901123,0.044798433609887715,8.42210551865889,0.8932234755584268
189,5.588454246520996,0.14999999,-0.5555556,-0.8321795,0.9203816204952849,0.0447383795047151,8.455553726391154,0.9316717922677361
190,5.622392177581787,0.14999999,-0.8181818,-0.902729,0.9204348242479452,0.044685175752054884,8.490183392890428,0.9304903335007261
191,5.646519660949707,0.14999999,-0.65656567,-0.73954016,0.9205016591245573,0.04461834087544274,8.522103107209563,0.9332002856808652
192,5.680623769760132,0.14999999,-0.7373737,-0.5857502,0.9205662962409971,0.04455370375900303,8.554311121728581,0.9329119854809825
193,5.716079950332642,0.14999999,-0.45454547,-0.66611505,0.9206299651258891,0.044490034874110976,8.586576730703419,0.9328543910251625
194,5.75940203666687,0.14999999,-0.8989899,-1.0912707,0.9206475615104504,0.04447243848954976,8.627653066972654,0.9240436637307651
195,5.8054609298706055,0.14999999,-0.47474748,-0.57847947,0.9207139864127083,0.04440601358729177,8.659172649521896,0.9336004174507577
196,5.844438314437866,0.14999999,-0.7171717,-0.5989406,0.9207764141759469,0.04434358582405308,8.691342821514404,0.9329498280074914
197,5.890406608581543,0.14999999,-0.75757575,-0.890258,0.9208247476697757,0.0442952523302242,8.726164709054167,0.9302981124602374
198,5.936594009399414,0.14999999,-0.7373737,-0.67878306,0.9208841320209621,0.04423586797903792,8.758701859849507,0.9325828492046601
199,5.983017444610596,0.14999999,-0.85858583,-0.63194156,0.9209462832011733,0.04417371679882671,8.790569642966515,0.9332522168829919
200,6.008679151535034,0.14999999,-0.61616164,-0.90790534,0.9209904310813619,0.04412956891863815,8.82591378372763,0.9297758592388845
201,6.031057596206665,0.14999999,-0.33333334,-0.25841075,0.9210097344498985,0.044110265550101446,8.866163375570391,0.9248704081572389
202,6.061480760574341,0.14999999,-0.7373737,-0.64004713,0.9210714974586395,0.044048502541360515,8.897797513354824,0.9334858622155663
203,6.089509010314941,0.14999999,-0.33333334,-0.4621423,0.9211365235972334,0.04398347640276673,8.928645709761646,0.9342718035931775
204,6.12693977355957,0.14999999,-0.4949495,-0.70203876,0.9211971288935147,0.04392287110648545,8.960265705723032,0.9335000040386154
205,6.170993328094482,0.14999999,-0.65656567,-0.63414013,0.9212597602705801,0.04386023972942003,8.991349144531105,0.9340365611919271
206,6.21894645690918,0.14999999,-0.4949495,-0.42008764,0.9213017689351509,0.043818231064849236,9.026555599358943,0.9299135451721621
207,6.254513502120972,0.14999999,-0.1919192,-0.2944833,0.9213242676767969,0.04379573232320328,9.06571659090308,0.9259590084558634
208,6.299814462661743,0.14999999,-0.53535354,-0.50101763,0.9213743847297542,0.04374561527024582,9.09908797621113,0.931748614691948
209,6.3482489585876465,0.14999999,-0.5555556,-0.3220685,0.9213961057676996,0.04372389423230054,9.138293894550813,0.9259140816603167
210,6.389655828475952,0.14999999,-0.75757575,-0.45999593,0.9214469482463513,0.04367305175364882,9.171340868266252,0.9320730262845608
211,6.436564922332764,0.14999999,-0.53535354,-0.33442688,0.9214598774087489,0.04366012259125111,9.212285866753986,0.9241750015122667
