Regret/t,ReturnMean,LQGsigma_higher,Regret,TimeElapsed,LQGmu1_higher,LQGmu1_actor,Iteration,ReturnLastEpisode
0.025304970538970184,0.9398150294610298,0.14999999,0.025304970538970184,0.0640420913696289,-1.0,-1.0297719,1,0.9398150294610298
0.25207022388732586,0.7130497761126742,0.14999999,0.5041404477746517,0.08290958404541016,0.57575756,0.25996217,2,0.48628452276431844
0.17615248903584002,0.78896751096416,0.14999999,0.5284574671075201,0.09778547286987305,-0.27272728,-0.3982759,3,0.9408029806671316
0.13765900050889923,0.8274609994911007,0.14999999,0.5506360020355969,0.11315369606018066,-0.65656567,-0.78668857,4,0.9429414650719231
0.1145058885378474,0.8506141114621526,0.14999999,0.572529442689237,0.12898612022399902,-0.45454547,-0.5760628,5,0.9432265593463599
0.09901556654055393,0.8661044334594461,0.14999999,0.5940933992433236,0.15041065216064453,-0.85858583,-0.75531536,6,0.9435560434459134
0.08801646208940553,0.8771035379105945,0.14999999,0.6161152346258387,0.16816091537475586,-0.8181818,-0.4676003,7,0.9430981646174849
0.07982293579497558,0.8852970642050244,0.14999999,0.6385834863598047,0.19392728805541992,-0.53535354,-0.5643292,8,0.942651748266034
0.07326642995417407,0.891853570045826,0.14999999,0.6593978695875666,0.22115874290466309,-0.65656567,-0.65467423,9,0.944305616772238
0.06839195506532,0.8967280449346801,0.14999999,0.6839195506532,0.2410571575164795,-0.8989899,-0.98175097,10,0.9405983189343666
0.13944333422321165,0.8256766657767883,0.14999999,1.5338766764553282,0.26390671730041504,1.0,0.9104995,11,0.11516287419787179
0.12965378276411568,0.8354662172358843,0.14999999,1.555845393169388,0.28949785232543945,-0.7979798,-0.61169326,12,0.9431512832859401
0.12137825246037151,0.8437417475396285,0.14999999,1.5779172819848297,0.3151271343231201,-0.7373737,-0.79249674,13,0.9430481111845583
0.11428210599861607,0.850837894001384,0.14999999,1.599949483980625,0.34131312370300293,-0.75757575,-0.66971815,14,0.9430877980042046
0.10817577827008985,0.8569442217299101,0.14999999,1.6226366740513478,0.3730344772338867,-0.45454547,-0.47939715,15,0.9424328099292771
0.10293402520587014,0.8621859747941298,0.14999999,1.6469444032939222,0.4057774543762207,-0.6363636,-0.9719652,16,0.9408122707574256
0.09823791003952055,0.8668820899604794,0.14999999,1.6700444706718494,0.43495726585388184,-0.75757575,-0.8241376,17,0.9420199326220728
0.09400368069196872,0.8711163193080312,0.14999999,1.692066252455437,0.4652285575866699,-0.65656567,-0.74148244,18,0.9430982182164122
0.09025089453882486,0.8748691054611752,0.14999999,1.7147669962376724,0.4917323589324951,-0.7777778,-0.7672905,19,0.9424192562177647
0.08679847151102893,0.8783215284889712,0.14999999,1.7359694302205786,0.5200378894805908,-0.7171717,-0.54235756,20,0.9439175660170939
0.08371468449470021,0.8814053155053,0.14999999,1.7580083743887045,0.555030345916748,-0.65656567,-0.63792723,21,0.9430810558318741
0.08095389860560064,0.8841661013943996,0.14999999,1.7809857693232138,0.5792644023895264,-0.3939394,-0.4155659,22,0.9421426050654905
0.07846165913918178,0.8866583408608184,0.14999999,1.804618160201181,0.6079120635986328,-0.83838385,-0.93446994,23,0.9414876091220328
0.076115990543838,0.8890040094561621,0.14999999,1.826783773052112,0.6397066116333008,-0.6969697,-0.58579403,24,0.9429543871490692
0.07394662214519211,0.891173377854808,0.14999999,1.848665553629803,0.6695137023925781,-0.75757575,-0.75928587,25,0.9432382194223089
