ReturnMax,IWLastEpisode,IWMax,Delta,ReturnAbsMax,DenMISELogFirst,Regret,Bound,Regret/t,IWMin,LQGsigma_higher,LQGmu1_higher,ReturnMean,Iteration,DenMISELogLast,DenMISEMeanLog,ReturnMin,TimeElapsed,LQGmu1_actor,ReturnStepMax,IWFirstEpisode,IWMean,ReturnLastEpisode,TimestepsSoFar
0.9367947,1.0232193e-06,7.1742625,4.6907957e-07,0.9367947,-0.59100413,10.054832,3.846016,0.27930093,,0.14999999,0.4949495,0.6858191,36,-0.52937907,-0.9267381,,28.61052966117859,0.69245017,0.9807031,2.8633403e-05,1.0297301,0.9315657,720
0.9367947,0.8901814,13.947086,4.4406656e-07,0.9367947,-0.6184023,10.750607,3.8332,0.2905569,,0.14999999,1.0,0.6745631,37,-1.0074197,-0.9293539,,29.3366756439209,0.80146056,0.9807031,6.8299028e-15,1.0901784,0.2693473,740
0.9367947,2.0208805e-11,4.8558125,4.2100217e-07,0.9367947,-0.64507055,11.522072,3.779249,0.3032124,,0.14999999,-0.2929293,0.6619076,38,-1.0122349,-0.932203,,30.09623408317566,0.015538186,0.9807031,4.7726808,1.304272,0.19365369,760
0.9367947,6.889969,6.889969,3.996891e-07,0.9367947,-0.5527326,11.769484,3.827808,0.30178165,,0.14999999,-0.01010101,0.66333836,39,-0.96649325,-0.9267307,,30.85629677772522,-0.02412804,0.9807031,1.4162419,0.7195811,0.71770775,780
0.9367947,3.802469e-09,7.88343,3.799544e-07,0.9367947,-0.54238033,11.888504,3.701356,0.2972126,,0.14999999,-1.0,0.6679074,40,-0.7970094,-0.9308528,,31.618028163909912,-1.037195,0.9807031,1.2530523e-05,1.0987626,0.846101,800
0.9367947,1.7053064e-15,6.443052,3.6164613e-07,0.9367947,-0.56707263,11.923985,3.6947513,0.29082894,,0.14999999,0.23232323,0.6742911,41,-0.83182067,-0.9276743,,32.38153266906738,0.21133162,0.9807031,0.032403342,1.4302847,0.9296375,820
0.9367947,5.0479656e-09,5.9302754,3.4462983e-07,0.9367947,-0.59038013,12.403069,3.6306033,0.29531115,,0.14999999,-0.75757575,0.66980886,42,-0.7793482,-0.9156019,,33.14714789390564,-0.69658047,0.9807031,0.012706973,0.71807134,0.4860397,840
0.9367947,0.00275491,5.184827,3.2878697e-07,0.9367947,-0.6136082,12.432095,3.571163,0.28911847,,0.14999999,-0.11111111,0.67600155,43,-0.7446576,-0.91870224,,33.91429662704468,-0.07825394,0.9807031,3.3801484,0.8834748,0.93609303,860
0.9367947,4.16323e-06,8.329269,3.140119e-07,0.9367947,-0.56092626,12.51931,3.5571866,0.28452975,,0.14999999,0.7171717,0.6805903,44,-0.6926446,-0.91666466,,34.68148851394653,0.8115446,0.9807031,6.4754024e-09,0.6843366,0.87790585,880
0.9367947,1.991042e-18,5.798304,3.0021093e-07,0.9367947,-0.5833991,13.298334,3.5464907,0.29551852,,0.14999999,-0.57575756,0.6696015,45,-1.0330027,-0.9268547,,35.44441604614258,-0.8393655,0.9807031,0.39400434,0.78126806,0.18609343,900
0.9367947,3.081085,7.5636063,2.8730017e-07,0.9367947,-0.5966605,13.32873,3.5284288,0.28975505,,0.14999999,-1.0,0.675365,46,-0.7205104,-0.9274993,,36.21256446838379,-1.0388491,0.9807031,1.3229482e-05,1.1329241,0.93472326,920
0.9367947,2.8874641e-12,5.8107758,2.7520463e-07,0.9367947,-0.6181664,13.363337,3.459519,0.28432631,,0.14999999,0.09090909,0.6807937,47,-0.8145951,-0.9234749,,36.9784300327301,-0.0838536,0.9807031,0.4278148,1.0192342,0.930514,940
0.9367947,3.7690034,4.9221115,2.6385726e-07,0.9367947,-0.63015854,13.444401,3.462305,0.2800917,,0.14999999,-0.21212122,0.6850283,48,-0.71424204,-0.9193011,,37.74891710281372,-0.33681777,0.9807031,4.903938,1.1460398,0.8840536,960
0.9367947,0.041850913,5.5930605,2.531974e-07,0.9367947,-0.55350107,13.479389,3.417518,0.27508956,,0.14999999,-0.7979798,0.69003046,49,-0.57418644,-0.9099545,,38.52411103248596,-0.8032484,0.9807031,0.004669421,0.83307105,0.93013483,980
0.9367947,7.504547e-14,6.9319267,2.4317083e-07,0.9367947,-0.57360846,13.50922,3.4099429,0.2701844,,0.14999999,0.3939394,0.6949356,50,-0.6513287,-0.90854967,,39.101811170578,0.67112124,0.9807031,0.00061006116,1.2302786,0.9352869,1000
0.9367947,8.9941755e-11,5.1390243,2.3372819e-07,0.9367947,-0.5933989,14.191475,3.3885374,0.27826416,,0.14999999,-0.3939394,0.68685585,51,-1.0978343,-0.9087577,,39.553427934646606,-0.51479053,0.9807031,2.8592567,1.0476238,0.28286535,1020
0.9367947,3.7437496e-22,14.063467,2.248251e-07,0.9367947,-0.55826837,14.221489,3.3710418,0.2734902,,0.14999999,1.0,0.6916298,52,-0.67593336,-0.90389353,,40.01496934890747,0.9346084,0.9807031,6.431317e-15,0.9708621,0.9351077,1040
0.9367947,6.3783526e-36,7.461931,2.1642118e-07,0.9367947,-0.5773165,15.100391,3.3515058,0.28491306,,0.14999999,-1.0,0.68020695,53,-1.1530085,-0.91044927,,40.4675395488739,-0.9545907,0.9807031,1.2976026e-05,1.1272161,0.08621326,1060
0.9367947,0.3983618,5.6666613,2.0847979e-07,0.9367947,-0.5960084,15.133148,3.2937531,0.28024346,,0.14999999,-0.61616164,0.68487656,54,-0.6466287,-0.9040879,,40.9274959564209,-0.39152932,0.9807031,0.21086805,0.8019622,0.9323654,1080
0.9367947,4.6995254,4.7968297,2.0096763e-07,0.9367947,-0.6104602,15.163166,3.2925084,0.27569395,,0.14999999,-0.35353535,0.68942606,55,-0.6013587,-0.9024787,,41.39167284965515,-0.39808005,0.9807031,3.6925204,1.1643004,0.93510395,1100
0.9367947,1.328397e-09,7.613863,1.9385428e-07,0.9367947,-0.5634996,15.1933975,3.2791066,0.27131063,,0.14999999,0.5959596,0.6938094,56,-0.5406343,-0.89363754,,41.84862160682678,0.52108073,0.9807031,8.164602e-07,0.7772187,0.9348871,1120
0.9367947,0.004972206,6.0898314,1.8711206e-07,0.9367947,-0.58119917,15.792511,3.2445,0.27706158,,0.14999999,-0.05050505,0.68805844,57,-0.97815686,-0.8993929,,42.30185508728027,-0.012113344,0.9807031,2.1265574,0.8473875,0.36600822,1140
0.9367947,3.0834785e-06,5.384161,1.8071556e-07,0.9367947,-0.561962,15.978767,3.2049878,0.275496,,0.14999999,-0.8181818,0.689624,58,-0.77117825,-0.9001187,,43.12071752548218,-0.63072634,0.9807031,0.002829697,0.87055117,0.778859,1160
0.9367947,3.0935545,4.9744177,1.7464151e-07,0.9367947,-0.5790076,16.00763,3.2017093,0.27131575,,0.14999999,-0.47474748,0.69380426,59,-0.69179285,-0.899103,,44.084922790527344,-0.39357817,0.9807031,1.4065409,0.99442714,0.936262,1180
0.9367947,0.00075039663,6.764148,1.6886865e-07,0.9367947,-0.57225484,16.039127,3.1984982,0.2673188,,0.14999999,0.23232323,0.69780123,60,-0.5325231,-0.8933828,,45.08186364173889,0.2461536,0.9807031,0.032571703,1.2095287,0.93362194,1200
0.9367947,0.00434823,8.891356,1.6337734e-07,0.9367947,-0.5882414,16.53479,3.1715007,0.27106214,,0.14999999,0.8181818,0.6940579,61,-0.8553054,-0.8900224,,46.0619170665741,0.7408763,0.9807031,7.192342e-11,0.9981347,0.46945816,1220
0.9367947,9.47727e-10,4.784719,1.581496e-07,0.9367947,-0.6045019,17.262825,3.1547384,0.27843267,,0.14999999,-0.27272728,0.68668735,62,-1.0758042,-0.89375675,,47.053714990615845,-0.46318752,0.9807031,4.759098,1.1621766,0.23708527,1240
0.9368512,0.007855616,7.743044,1.5316883e-07,0.9368512,-0.54654604,17.291096,3.1438065,0.2744618,,0.14999999,-1.0,0.6906582,63,-0.57901824,-0.8865942,,48.04075837135315,-0.97370875,0.980709,1.258283e-05,1.0538726,0.9368512,1260
0.9368512,0.032563776,5.000278,1.484197e-07,0.9368512,-0.5622942,17.324451,3.106285,0.27069455,,0.14999999,-0.4949495,0.69442546,64,-0.6908292,-0.8832887,,49.10064196586609,-0.56187093,0.980709,1.1110594,1.0048589,0.9317655,1280
0.9368512,3.6930282,5.3195977,1.4388809e-07,0.9368512,-0.56058705,17.353153,3.0723848,0.2669716,,0.14999999,-0.67676765,0.6981484,65,-0.6216267,-0.8794446,,50.098958015441895,-0.63787997,0.980709,0.06824905,0.8591838,0.93641526,1300
0.9368512,0.00013180099,6.203628,1.3956085e-07,0.9368512,-0.5748051,17.382225,3.0693703,0.26336706,,0.14999999,0.05050505,0.70175296,66,-0.6181356,-0.8778512,,51.068336725234985,0.28570914,0.980709,0.7167646,0.88293284,0.9360458,1320
0.9368512,5.2018366,7.1806183,1.3542595e-07,0.9368512,-0.5790415,17.887299,3.0900722,0.26697463,,0.14999999,0.3939394,0.6981454,67,-0.9311367,-0.8806496,,52.24955677986145,0.4257825,0.980709,0.0006133847,1.2101649,0.4600469,1340
0.9368512,1.6520043e-19,7.4421034,1.3147212e-07,0.9368512,-0.5938474,18.442238,3.0235808,0.27120942,,0.14999999,-1.0,0.6939106,68,-0.9492624,-0.87913287,,53.13735246658325,-0.8239757,0.980709,1.3192315e-05,1.0343789,0.41017994,1360
0.9368512,0.12164223,4.638688,1.2768895e-07,0.9368512,-0.608446,18.473083,3.0258155,0.26772583,,0.14999999,-0.41414142,0.6973942,69,-0.6476839,-0.87576187,,53.919450998306274,-0.48222902,0.980709,2.506927,1.1242037,0.9342836,1380
0.9368512,2.3146348,5.1437135,1.2406676e-07,0.9368512,-0.58714694,18.502117,3.0121481,0.26431596,,0.14999999,-0.65656567,0.70080405,70,-0.53647625,-0.86943966,,54.695513010025024,-0.6920812,0.980709,0.10272734,0.9344823,0.9360835,1400
0.9368512,1.5108408e-15,7.3313007,1.2059652e-07,0.9368512,-0.5998651,18.530838,2.9983854,0.2609977,,0.14999999,0.57575756,0.7041223,71,-0.6160478,-0.8670124,,55.48716735839844,0.5392825,0.980709,1.7786185e-06,0.8845019,0.93639565,1420
0.9368512,0.06514594,14.670696,1.1726989e-07,0.9368512,-0.6138513,19.138916,2.9964733,0.2658183,,0.14999999,1.0,0.6993017,72,-1.0075965,-0.870857,,56.293832540512085,0.9717585,0.980709,6.798891e-15,0.881522,0.35703734,1440
0.9368512,1.1485193e-30,5.1604433,1.1407902e-07,0.9368512,-0.6276446,20.050743,2.982373,0.27466774,,0.14999999,-0.8181818,0.6904523,73,-1.2802308,-0.87872714,,57.51217317581177,-0.97671247,0.980709,0.003021798,0.91589135,0.053295296,1460
0.9368512,6.782754e-07,5.763217,1.1101664e-07,0.9368512,-0.6412089,20.083832,2.9630373,0.27140307,,0.14999999,-0.13131313,0.69371694,74,-0.7003311,-0.8776541,,58.63351106643677,-0.04147336,0.980709,3.8686726,0.8504302,0.93203396,1480
0.9368512,0.8706035,6.867847,1.0807592e-07,0.9368512,-0.6036733,20.199997,2.955748,0.2693333,,0.14999999,0.25252524,0.6957867,75,-0.8040316,-0.87884927,,59.776166915893555,0.09394181,0.980709,0.0217796,1.2499275,0.8489528,1500
0.9368512,0.0016673263,4.7952256,1.0525054e-07,0.9368512,-0.61662817,20.659966,2.9208176,0.27184165,,0.14999999,-0.5151515,0.6932784,76,-0.8696114,-0.875928,,60.75190210342407,-0.64658916,0.980709,0.9253374,1.0167553,0.5051497,1520
0.9368512,0.3018904,7.570424,1.02534514e-07,0.9368512,-0.61759824,20.688568,2.9162786,0.26868272,,0.14999999,-1.0,0.6964373,77,-0.5996658,-0.8723101,,61.81688666343689,-1.1964936,0.980709,1.35094e-05,1.0278808,0.93651944,1540
0.9368512,4.7617902e-14,6.313793,9.9922275e-08,0.9368512,-0.6305015,20.728695,2.8911197,0.26575255,,0.14999999,0.030303031,0.69936746,78,-1.791366,-0.88410157,,62.803614377975464,-0.17900905,0.980709,0.9754947,0.89635915,0.92498916,1560
0.9368512,4.9349422,5.0030355,9.74086e-08,0.9368512,-0.63081175,20.777267,2.8991728,0.26300335,,0.14999999,-0.23232323,0.70211667,79,-0.681324,-0.8830521,,63.78906226158142,-0.23332144,0.980709,4.989767,1.021912,0.91655236,1580
0.9368512,6.51072e-10,9.14539,9.49886e-08,0.9368512,-0.58214337,20.821644,2.889518,0.26027054,,0.14999999,0.7777778,0.7048495,80,-0.5876803,-0.8792852,,64.82550311088562,0.7884119,0.980709,4.6169588e-10,0.9582197,0.9207446,1600
0.9368512,4.2639016e-21,5.1510015,9.265769e-08,0.9368512,-0.5945659,21.583466,2.8666542,0.26646256,,0.14999999,-0.6969697,0.69865745,81,-1.14791,-0.88350534,,65.78738903999329,-0.81869894,0.980709,0.04730653,0.9321799,0.2032963,1620
0.9368512,2.3991444,7.339319,9.041153e-08,0.9368512,-0.60625213,21.614388,2.8715453,0.2635901,,0.14999999,-1.0,0.7015299,82,-0.6273769,-0.88138545,,68.79772853851318,-0.6817073,0.980709,1.3356977e-05,1.0616754,0.9341991,1640
0.9368512,0.44874904,4.668817,8.8246054e-08,0.9368512,-0.61837333,21.64404,2.8494377,0.2607715,,0.14999999,-0.35353535,0.7043485,83,-0.6137905,-0.87775016,,71.55508732795715,-0.4657538,0.980709,3.7218556,1.0972928,0.93547237,1660
0.9368512,3.1230955,4.825411,8.6157456e-08,0.9368512,-0.5864842,21.675446,2.8429065,0.25804096,,0.14999999,-0.5959596,0.70707905,84,-0.5373889,-0.87274843,,73.14281558990479,-0.38965604,0.980709,0.28993228,1.0111434,0.9337085,1680
0.9368512,5.8707343e-07,7.7841654,8.4142165e-08,0.9368512,-0.594873,21.707207,2.8241048,0.2553789,,0.14999999,0.45454547,0.7097411,85,-0.5109516,-0.8685203,,74.889089345932,0.89247286,0.980709,0.00010389829,1.055345,0.93335766,1700
0.9368512,3.1635393e-15,4.50095,8.219674e-08,0.9368512,-0.60656786,22.550331,2.8066764,0.26221317,,0.14999999,-0.37373737,0.70290685,86,-1.26336,-0.87277055,,76.6090075969696,-0.10743758,0.980709,3.2941337,1.122755,0.121995956,1720
0.9368512,5.6434917,5.7124395,8.031802e-08,0.9368512,-0.5805402,22.625309,2.8398554,0.26006103,,0.14999999,-0.11111111,0.705059,87,-0.75262135,-0.87017083,,78.6576976776123,0.15086967,0.980709,3.2702012,0.9381207,0.8901412,1740
0.9368512,5.8345604e-09,5.087282,7.850298e-08,0.9368512,-0.55506957,23.092655,2.8031573,0.26241648,,0.14999999,-0.8181818,0.70270354,88,-0.9303709,-0.87172264,,80.64609503746033,-0.5701365,0.980709,0.0028102598,0.91788065,0.4977821,1760
0.93768674,2.2515891e-05,6.806176,7.674878e-08,0.93768674,-0.5663372,23.120087,2.7987964,0.25977623,,0.14999999,0.17171717,0.7053438,89,-0.5504601,-0.8691731,,82.3474178314209,0.061870664,0.9815489,0.10673606,1.0915433,0.93768674,1780
0.93768674,1.9867427e-08,14.937653,7.505273e-08,0.93768674,-0.57631195,23.532066,2.7698388,0.2614674,,0.14999999,1.0,0.7036526,90,-0.8451157,-0.86814916,,84.05262327194214,0.99758345,0.9815489,6.548414e-15,0.97485554,0.5531387,1800
0.93768674,2.230248e-22,4.6273146,7.3412274e-08,0.93768674,-0.58736175,24.46753,2.7577162,0.268874,,0.14999999,-0.53535354,0.696246,91,-1.3869698,-0.8745921,,85.76836156845093,-0.45345798,0.9815489,0.69611037,1.0281042,0.029656382,1820
0.93768674,0.32349294,5.58286,7.182504e-08,0.93768674,-0.5906704,24.499092,2.7358048,0.26629454,,0.14999999,-0.11111111,0.6988255,92,-0.49771613,-0.8703212,,87.48594093322754,0.10500536,0.9815489,3.3034978,0.9327774,0.9335498,1840
0.93768674,0.004451976,9.017763,7.028872e-08,0.93768674,-0.56620336,24.943062,2.7213874,0.26820493,,0.14999999,0.67676765,0.6969151,93,-0.8721258,-0.8712019,,89.20888543128967,0.65159553,0.9815489,3.5068712e-08,0.8891143,0.5211554,1860
0.93768674,0.012489656,6.4245477,6.880116e-08,0.93768674,-0.5768987,25.613312,2.7127614,0.27248204,,0.14999999,0.11111111,0.692638,94,-1.1305969,-0.87536246,,91.23659110069275,0.32725322,0.9815489,0.3020237,1.0611309,0.29486972,1880
0.93768674,6.9807486e-17,7.782892,6.736033e-08,0.93768674,-0.5842729,26.132248,2.7123413,0.27507627,,0.14999999,-1.0,0.69004375,95,-0.9677193,-0.8758915,,93.97480416297913,-0.6655404,0.9815489,1.3066616e-05,0.966073,0.44618037,1900
0.93768674,4.6723413,4.837576,6.5964315e-08,0.93768674,-0.5947441,26.160164,2.7357264,0.2725017,,0.14999999,-0.61616164,0.6926183,96,-0.6176625,-0.87378997,,96.7463858127594,-0.5482686,0.9815489,0.2106016,1.0228667,0.9372087,1920
0.93768674,3.398456,4.463346,6.461123e-08,0.93768674,-0.60291547,26.18843,2.7205591,0.2699839,,0.14999999,-0.43434343,0.69513613,97,-0.5335607,-0.8701789,,99.08182644844055,-0.4972746,0.9815489,2.1145403,1.1067277,0.9368535,1940
0.93768674,9.555953e-07,7.2908278,6.329935e-08,0.93768674,-0.5916068,26.218575,2.700983,0.26753646,,0.14999999,0.33333334,0.69758356,98,-0.4922141,-0.865371,,101.05501651763916,0.42206857,0.9815489,0.0031644036,1.1873758,0.9349762,1960
0.93768674,1.0390778e-08,4.4549174,6.2027055e-08,0.93768674,-0.6017269,26.773994,2.682251,0.2704444,,0.14999999,-0.53535354,0.6946756,99,-1.0096297,-0.86521333,,103.64375019073486,-0.63030064,0.9815489,0.70618224,1.0867343,0.40969455,1980
0.93768674,3.1720397,4.9796615,6.079271e-08,0.93768674,-0.6046694,26.802406,2.6854627,0.2680241,,0.14999999,-0.75757575,0.69709593,100,-0.5361702,-0.8611776,,106.07692694664001,-0.8448348,0.9815489,0.012889851,0.9304207,0.9367138,2000
0.93768674,4.747791,4.8982673,5.9594853e-08,0.93768674,-0.61449087,26.833046,2.6371317,0.26567376,,0.14999999,-0.7979798,0.69944626,101,-0.6282844,-0.85966444,,108.48803496360779,-0.985263,0.9815489,0.004963072,0.9134091,0.93447554,2020
