DenMISELogLast,Iteration,LQGmu1_actor,Delta,LQGmu1_higher,ReturnMean,ReturnMin,Regret/t,Regret,ReturnLastEpisode,Bound,DenMISELogFirst,IWFirstEpisode,ReturnMax,IWMean,ReturnAbsMax,IWMin,DenMISEMeanLog,TimeElapsed,IWLastEpisode,ReturnStepMax,TimestepsSoFar,LQGsigma_higher,IWMax
0.89325774,1,0.9728855,0.0006079271,1.0,0.89444447,,0.07067555,0.07067555,0.89444447,2025144600000.0,0.89325774,1.0227122e-13,0.89444447,1.0227122e-13,0.89444447,,0.89325774,0.05288553237915039,1.0227122e-13,0.9388322,20,0.14999999,1.0227122e-13
0.2686966,2,-1.142421,0.00015198177,-1.0,0.46902543,,0.49609458,0.99218917,0.043606427,304313630.0,0.20011058,3.6110401e-07,0.89444447,1.8055201e-07,0.89444447,,0.2344036,1.1661994457244873,5.543675e-38,0.9388322,40,0.14999999,3.6110401e-07
-0.5711807,3,0.44539678,6.754746e-05,0.45454547,0.6182574,,0.3468626,1.0405878,0.9167214,2881.7268,-0.20535435,0.0007039539,0.9167214,0.002829442,0.9167214,,-0.3044345,1.899296522140503,1.1479971e-24,0.9616056,60,0.14999999,0.0077843727
-0.40754944,4,-0.72115684,3.7995444e-05,-0.5555556,0.56236035,,0.40275967,1.6110387,0.39466906,321.61133,-0.4928018,0.13888659,0.9167214,0.035466123,0.9167214,,-0.5452683,2.4672012329101562,8.559224e-10,0.9616056,80,0.14999999,0.13888659
-0.95764965,5,0.082623035,2.4317082e-05,0.17171717,0.6356925,,0.32942754,1.6471376,0.9290211,20.72854,-0.6818129,0.44390482,0.9290211,0.27796853,0.9290211,,-0.79928404,3.023428201675415,1.4019099e-07,0.9733234,100,0.14999999,0.9459344
-0.5051999,6,0.945704,1.6886865e-05,0.7171717,0.6120455,,0.3530745,2.1184468,0.4938107,19.6989,-0.77907574,2.0257124e-07,0.9290211,0.39998102,0.9290211,,-0.85914975,3.449058771133423,0.00057310465,0.9733234,120,0.14999999,1.4224834
-0.74092436,7,-0.97900325,1.2406674e-05,-0.7777778,0.5343359,,0.4307841,3.0154889,0.06807814,12.835735,-0.9332264,0.0014739264,0.9290211,1.3725607,0.9290211,,-0.9224347,3.971062660217285,1.2005942e-28,0.9733234,140,0.14999999,9.034588
-0.75378066,8,-0.2770433,9.498861e-06,-0.33333334,0.582968,,0.38215202,3.0572162,0.9233927,12.807137,-1.0665473,4.0189176,0.9290211,0.5395351,0.9290211,,-0.9047457,4.419998407363892,0.00053552946,0.9733234,160,0.14999999,4.0189176
-0.7342024,9,-0.82732606,7.505273e-06,-1.0,0.61998266,,0.34513736,3.106236,0.9160998,6.718824,-0.77729,9.596483e-07,0.9290211,1.7285696,0.9290211,,-0.9411744,4.868270635604858,5.0053164e-05,0.9733234,180,0.14999999,8.314082
-0.54687506,10,0.007896857,6.0792704e-06,0.030303031,0.6506855,,0.31443453,3.1443453,0.9270108,6.6472445,-0.8826504,2.830891,0.9290211,1.0547931,0.9290211,,-0.8680967,5.499187707901001,3.662303e-07,0.9733234,200,0.14999999,6.805229
-0.544362,11,0.34557304,5.0241906e-06,0.3131313,0.654993,,0.31012702,3.4113975,0.6980685,6.4390187,-0.7286901,0.0366638,0.9290211,0.6708261,0.9290211,,-0.8474281,6.017707109451294,0.5781868,0.9733234,220,0.14999999,5.3062296
-0.62116086,12,0.8819555,4.221716e-06,0.85858583,0.63638693,,0.3287331,3.9447966,0.43172026,6.372842,-0.81237394,5.3551225e-10,0.9290211,1.2982961,0.9290211,,-0.860606,6.891207456588745,0.014276367,0.9733234,240,0.14999999,8.079544
-0.7597013,13,-0.14958769,3.5972016e-06,-0.23232323,0.5968765,,0.36824352,4.7871656,0.12275126,6.358031,-0.8924166,5.813218,0.9290211,1.1495713,0.9290211,,-0.849435,7.516266584396362,5.914485e-12,0.9733234,260,0.14999999,7.118184
