DenMISELogLast,LQGsigma_higher,Delta,IWFirstEpisode,LQGmu1_actor,IWMean,Regret/t,LQGmu1_higher,ReturnLastEpisode,Iteration,Bound,ReturnStepMax,DenMISEMeanLog,TimeElapsed,ReturnMean,ReturnMax,DenMISELogFirst,IWLastEpisode,IWMin,Regret,ReturnAbsMax,IWMax,ReturnMin,TimestepsSoFar
-2.983079,0.14999999,4.9626703e-07,3.2412014,-0.29243934,1.0066317,0.25486904,-0.15151516,0.03822434,35,3.9756572,0.99181557,-0.84071386,24.50462245941162,0.710251,0.9484699,-0.8119957,2.2954725e-18,,8.920418,0.9484699,5.7364283,,700
-0.6255935,0.14999999,4.6907957e-07,0.0040962435,-0.9102464,1.1883894,0.2482847,-0.5555556,0.9472903,36,3.9443555,0.99181557,-0.83563,25.26836633682251,0.7168353,0.9484699,-0.75160116,1.0675077,,8.938248,0.9484699,4.866587,,720
-0.75570804,0.14999999,4.4406656e-07,2.5252845e-07,-0.9946651,1.2530304,0.242078,-0.85858583,0.94648045,37,3.9701524,0.99181557,-0.8294227,26.024717330932617,0.723042,0.9484699,-0.7788863,5.336567,,8.956888,0.9484699,5.3434606,,740
-0.8808969,0.14999999,4.2100217e-07,6.872035e-10,-0.8205689,0.9246003,0.23622614,-1.0,0.94541436,38,3.8813982,0.99181557,-0.8255794,26.76906991004944,0.7288939,0.9484699,-0.80555457,6.413761,,8.976593,0.9484699,7.067339,,760
-0.50452447,0.14999999,3.996891e-07,0.0056024585,0.42598137,1.2024554,0.23064685,0.57575756,0.9464851,39,3.863205,0.99181557,-0.8202396,27.50676131248474,0.73447317,0.9484699,-0.8315301,6.7162594e-19,,8.995226,0.9484699,8.133074,,780
-1.0367209,0.14999999,3.799544e-07,1.4273525,0.29900953,0.6053058,0.23795545,0.27272728,0.4421275,40,3.8154604,0.99181557,-0.82267714,28.24894905090332,0.72716457,0.9484699,-0.85670424,4.4503064,,9.518219,0.9484699,4.8510923,,800
-0.93631136,0.14999999,3.6164613e-07,0.56872934,-0.14662811,1.0412898,0.24386197,-0.3131313,0.48499984,41,3.7909832,0.99181557,-0.83540994,29.016613245010376,0.72125804,0.9484699,-0.84633493,0.0016408507,,9.998339,0.9484699,5.4516234,,820
-0.7204649,0.14999999,3.4462983e-07,6.178812,0.13512124,0.9870557,0.23878622,-0.01010101,0.9344389,42,3.7409565,0.99181557,-0.83249736,29.779276132583618,0.7263338,0.9484699,-0.8566564,3.612615,,10.029022,0.9484699,6.178812,,840
-0.84484816,0.14999999,3.2878697e-07,9.793641e-06,-0.9280743,1.2339258,0.24211228,-0.75757575,0.5833131,43,3.718153,0.99181557,-0.8339024,30.54389500617981,0.72300774,0.9484699,-0.74293715,1.261195e-07,,10.410828,0.9484699,4.7625065,,860
-0.6520558,0.14999999,3.140119e-07,1.3752418e-05,0.60167533,1.0573907,0.23703873,0.7777778,0.9462421,44,3.6336856,0.99181557,-0.8253298,31.31224036216736,0.7280813,0.9484699,-0.7659264,4.210065e-28,,10.429707,0.9484699,7.628974,,880
-0.97344124,0.14999999,3.0021093e-07,6.7551403e-10,-1.2799424,0.928327,0.24543816,-1.0,0.35011098,45,3.6086643,0.99181557,-0.8284825,32.082966804504395,0.71968186,0.9484699,-0.788399,1.228243e-24,,11.044716,0.9484699,6.825776,,900
-2.9058626,0.14999999,2.8730017e-07,0.11954553,0.15945753,0.89608634,0.24064612,0.43434343,0.9401123,46,3.5513775,0.99181557,-0.87586343,32.85118293762207,0.7244739,0.9484699,-0.8103779,2.1121393e-27,,11.069721,0.9484699,7.6480813,,920
-0.92775285,0.14999999,2.7520463e-07,4.506322,0.001732707,1.0559834,0.2444905,0.13131313,0.54378885,47,3.5924988,0.99181557,-0.87981397,33.625916719436646,0.7206295,0.9484699,-0.82928866,6.608336,,11.491055,0.9484699,6.6452055,,940
-0.75667393,0.14999999,2.6385726e-07,2.1987906,-0.34013635,1.0107038,0.24195617,-0.1919192,0.84227663,48,3.5580804,0.99181557,-0.8770202,34.37948727607727,0.72316384,0.9484699,-0.7587851,2.4632914,,11.613895,0.9484699,5.4098015,,960
-0.6819413,0.14999999,2.531974e-07,0.041537404,-0.41185933,1.0235449,0.23741722,-0.45454547,0.9455734,49,3.5525255,0.99181557,-0.8733975,35.15149426460266,0.7277028,0.9484699,-0.7346145,3.932385,,11.633446,0.9484699,5.408192,,980
-0.6225138,0.14999999,2.4317083e-07,6.526522e-10,-0.9774519,1.0307207,0.2330417,-1.0,0.94648004,50,3.504452,0.99181557,-0.86847854,35.91429305076599,0.7320783,0.9484699,-0.75396985,0.0022740746,,11.652084,0.9484699,9.261999,,1000
-0.6921483,0.14999999,2.3372819e-07,2.467579e-09,1.133659,0.7688027,0.22885549,1.0,0.9455766,51,3.4417539,0.99181557,-0.86518663,36.67530179023743,0.7362645,0.9484699,-0.7737725,9.704913e-38,,11.671631,0.9484699,15.986998,,1020
-1.8600186,0.14999999,2.248251e-07,0.0001426826,-0.69733,1.0209435,0.24222785,-0.67676765,0.040899493,52,3.4319034,0.99181557,-0.8898748,37.43559813499451,0.72289217,0.9484699,-0.79319054,3.9819457e-31,,12.595848,0.9484699,5.1170216,,1040
-0.57397515,0.14999999,2.1642118e-07,0.40579653,-0.610124,1.0425436,0.23800015,-0.33333334,0.94696057,53,3.4111233,0.99181557,-0.8839142,38.19524335861206,0.72711986,0.9484699,-0.812236,0.24854158,,12.614006,0.9484699,5.2194242,,1060
-0.6072511,0.14999999,2.0847979e-07,1.2216015e-06,-0.96211225,1.2136258,0.23390895,-0.8181818,0.94804543,54,3.4107487,0.99181557,-0.8784959,38.95898151397705,0.73121107,0.9484699,-0.8233008,1.8654004,,12.631084,0.9484699,4.720313,,1080
-0.6594976,0.14999999,2.0096763e-07,6.1678686,-0.01558983,1.0274618,0.23000103,0.01010101,0.9461471,55,3.3700092,0.99181557,-0.8711914,39.727017641067505,0.735119,0.9484699,-0.8416499,3.8826986e-09,,12.650055,0.9484699,6.1678686,,1100
-0.73531914,0.14999999,1.9385428e-07,6.522677e-10,-0.7820139,1.0603034,0.22751153,-1.0,0.8745306,56,3.3392868,0.99181557,-0.8688263,40.54182147979736,0.7376085,0.9484699,-0.7533795,2.4645876e-09,,12.740646,0.9484699,8.682026,,1120
-0.5176207,0.14999999,1.8711206e-07,0.0024804275,-0.2417157,1.0349474,0.2238344,-0.57575756,0.94720423,57,3.3402352,0.99181557,-0.8622043,41.29590153694153,0.7412856,0.9484699,-0.7710791,1.734001,,12.75856,0.9484699,4.837022,,1140
-0.67780674,0.14999999,1.8071556e-07,0.0010912439,0.812298,1.1252035,0.22037512,0.6363636,0.9419266,58,3.3244,0.99181557,-0.8587636,42.07406949996948,0.7447449,0.9484699,-0.78842735,1.8969216e-07,,12.781754,0.9484699,8.367828,,1160
-1.1147165,0.14999999,1.7464151e-07,3.2202249,-0.44766968,1.030408,0.22944015,-0.15151516,0.20990399,59,3.3118398,0.99181557,-0.86189073,42.86267590522766,0.73567986,0.9484699,-0.80550295,8.785834e-09,,13.536968,0.9484699,5.532957,,1180
-0.62939084,0.14999999,1.6886865e-07,1.3077192,0.34581965,0.7297389,0.22590661,0.27272728,0.94769204,60,3.2838552,0.99181557,-0.85789645,43.64865517616272,0.7392134,0.9484699,-0.7691674,4.892909e-05,,13.554394,0.9484699,7.750907,,1200
-1.0064092,0.14999999,1.6337734e-07,0.095827416,-0.17357291,1.0580868,0.23031825,-0.41414142,0.4701044,61,3.2587805,0.99181557,-0.865039,44.42178702354431,0.73480177,0.9484699,-0.76413554,1.9411375e-05,,14.049416,0.9484699,5.0879087,,1220
-0.66001165,0.14999999,1.581496e-07,1.1684629e-06,-0.93905383,1.178612,0.22701281,-0.8181818,0.93973833,62,3.236568,0.99181557,-0.8611709,45.20376205444336,0.7381072,0.9484699,-0.77882636,0.0005026584,,14.074795,0.9484699,4.6904016,,1240
-0.60721266,0.14999999,1.5316883e-07,5.006628,-0.07211427,1.0284024,0.22371411,-0.07070707,0.94593024,63,3.17103,0.99181557,-0.8547182,46.00096774101257,0.7414059,0.9484699,-0.7948267,2.5788785e-07,,14.09399,0.9484699,5.5584993,,1260
-0.6648199,0.14999999,1.484197e-07,3.2638263e-06,0.75886357,0.9459886,0.22097355,0.8181818,0.91679746,64,3.1578,0.99181557,-0.8516648,46.79441046714783,0.74414647,0.9484699,-0.7341046,1.15853915e-07,,14.142307,0.9484699,8.834906,,1280
-1.0616491,0.14999999,1.4388809e-07,6.498127e-10,-1.152497,1.0161854,0.22861099,-1.0,0.24771279,65,3.153006,0.99181557,-0.85627586,47.59009885787964,0.736509,0.9484699,-0.7496087,1.0704688e-29,,14.8597145,0.9484699,8.666494,,1300
-1.5032784,0.14999999,1.3956085e-07,0.91090274,-0.3246463,1.0255573,0.22547764,-0.27272728,0.94331104,66,3.1449153,0.99181557,-0.8662511,48.3874614238739,0.7396424,0.9484699,-0.7648762,4.0538538e-07,,14.881523,0.9484699,5.0316324,,1320
-0.5889975,0.14999999,1.3542595e-07,0.05192235,0.57718694,0.8676752,0.22242886,0.47474748,0.9439108,67,3.1327782,0.99181557,-0.86201626,49.18702292442322,0.74269116,0.9484699,-0.76620686,3.2609298e-06,,14.902733,0.9484699,7.772803,,1340
-1.0310773,0.14999999,1.3147212e-07,4.290657,0.34769434,0.9217508,0.22802013,0.13131313,0.36248288,68,3.1044736,0.99181557,-0.8668142,49.98642015457153,0.7370999,0.9484699,-0.78024733,0.08994148,,15.505367,0.9484699,6.709362,,1360
-1.0093161,0.14999999,1.2768895e-07,0.000798002,-0.7713884,0.9662344,0.23188335,-0.61616164,0.47054002,69,3.1061168,0.99181557,-0.87036383,50.791006088256836,0.7332367,0.9484699,-0.7336589,7.892473e-09,,15.999954,0.9484699,5.150581,,1380
-0.5589966,0.14999999,1.2406676e-07,5.315154e-07,-1.1335175,1.1747872,0.22882164,-0.83838385,0.94755495,70,3.1033728,0.99181557,-0.8666092,51.595449447631836,0.7362984,0.9484699,-0.7480361,4.2098885,,16.017517,0.9484699,4.647756,,1400
-1.412322,0.14999999,1.2059652e-07,6.5805966e-10,-1.088819,1.1212947,0.22589815,-1.0,0.943866,71,3.1190991,0.99181557,-0.8721621,52.39807891845703,0.7392219,0.9484699,-0.76222074,7.3474226,,16.038769,0.9484699,8.279503,,1420
-1.0456585,0.14999999,1.1726989e-07,2.473592e-09,1.0197058,0.88033104,0.22305089,1.0,0.9442286,72,3.0671148,0.99181557,-0.87331283,53.202075481414795,0.7420691,0.9484699,-0.776207,,,16.059662,0.9484699,16.952034,,1440
-1.400986,0.14999999,1.1407902e-07,6.765972e-10,-1.119106,1.1361866,0.23253697,-1.0,0.04958034,73,3.0435138,0.99181557,-0.88292587,54.00380849838257,0.73258305,0.9484699,-0.79000026,,,16.975197,0.9484699,7.6237063,,1460
-1.1684417,0.14999999,1.1101664e-07,0.94687384,-0.2539516,1.0163862,0.22968394,-0.27272728,0.94370824,74,3.0398455,0.99181557,-0.88533765,54.81060719490051,0.7354361,0.9484699,-0.8036059,1.0440275e-06,,16.996613,0.9484699,5.1983457,,1480
-0.62865674,0.14999999,1.0807592e-07,0.62306106,0.3001715,0.79771674,0.2269246,0.33333334,0.9423852,75,2.9963071,0.99181557,-0.8819404,55.618770599365234,0.7381954,0.9484699,-0.80431455,0.002339807,,17.019348,0.9484699,7.8980513,,1500
-0.98537564,0.14999999,1.0525054e-07,0.044757836,-0.48317406,0.9531294,0.23029917,-0.45454547,0.48172694,76,2.988852,0.99181557,-0.8862036,56.42644548416138,0.73482084,0.9484699,-0.8092866,2.2676693e-05,,17.502739,0.9484699,5.190975,,1520
-0.6212333,0.14999999,1.02534514e-07,0.0006398342,0.7249654,1.1221926,0.22754925,0.65656567,0.94656724,77,2.9802337,0.99181557,-0.8835738,57.23703646659851,0.73757076,0.9484699,-0.82176995,1.4385198e-12,,17.52129,0.9484699,8.400551,,1540
-1.0887135,0.14999999,9.9922275e-08,7.07502e-10,-0.8910514,1.1489115,0.23348904,-1.0,0.27426532,78,2.981644,0.99181557,-0.8851287,58.048912525177,0.731631,0.9484699,-0.834665,1.5172996e-28,,18.212143,0.9484699,7.375611,,1560
-0.5028795,0.14999999,9.74086e-08,5.2769055,-0.33010465,0.9778835,0.230766,-0.07070707,0.9467546,79,2.9796667,0.99181557,-0.8787611,58.859904766082764,0.734354,0.9484699,-0.84740406,1.4074715e-06,,18.230515,0.9484699,5.811782,,1580
-0.6307497,0.14999999,9.49886e-08,0.28926593,-0.6081887,1.0601839,0.22813177,-0.35353535,0.9450895,80,2.9625123,0.99181557,-0.87616473,59.67533087730408,0.73698825,0.9484699,-0.79532284,4.936868,,18.250542,0.9484699,5.004197,,1600
-0.6627878,0.14999999,9.265769e-08,0.00014425289,-0.57604206,1.003618,0.22552598,-0.67676765,0.9480626,81,2.983611,0.99181557,-0.8730104,60.487072467803955,0.73959404,0.9484699,-0.80413604,4.6480904,,18.267601,0.9484699,5.0613384,,1620
-0.6231709,0.14999999,9.041153e-08,0.007227211,-0.75155246,1.0021417,0.22298878,-0.53535354,0.9476408,82,2.9309595,0.99181557,-0.8700895,61.299569845199585,0.74213123,0.9484699,-0.81640434,4.780582,,18.28508,0.9484699,4.9366717,,1640
-0.54994684,0.14999999,8.8246054e-08,5.2842306e-06,-0.7980973,1.1049523,0.2205177,-0.7777778,0.94723225,83,2.919981,0.99181557,-0.86637527,62.11586809158325,0.7446023,0.9484699,-0.82843757,4.5396256,,18.30297,0.9484699,4.572658,,1660
-0.49291584,0.14999999,8.6157456e-08,3.5643895,0.28667313,0.85653377,0.2181052,0.17171717,0.9472514,84,2.8817866,0.99181557,-0.8608679,62.92771625518799,0.7470148,0.9484699,-0.8404137,3.6454129e-09,,18.320839,0.9484699,7.1053176,,1680
-1.0149394,0.14999999,8.4142165e-08,6.9074113e-10,-1.1733413,1.1157243,0.22116053,-1.0,0.48731145,85,2.879282,0.99181557,-0.8645901,63.9191689491272,0.7439595,0.9484699,-0.8106905,7.728993e-16,,18.798645,0.9484699,7.328723,,1700
-1.5556887,0.14999999,8.219674e-08,0.03601134,0.41087937,0.96860546,0.21885818,0.4949495,0.9419656,86,2.8646467,0.99181557,-0.87155753,64.84536027908325,0.74626184,0.9484699,-0.82238656,1.7372865e-26,,18.8218,0.9484699,7.6029825,,1720
-1.0394192,0.14999999,8.031802e-08,1.9503903,-0.23497753,0.9630769,0.22241038,-0.21212122,0.43722185,87,2.845962,0.99181557,-0.87411726,65.6767725944519,0.74270964,0.9484699,-0.83352876,0.0013501936,,19.3497,0.9484699,5.2058334,,1740
-0.6224174,0.14999999,7.850298e-08,3.5664918e-06,0.6683244,0.97861254,0.22012186,0.8181818,0.9440949,88,2.839826,0.99181557,-0.8718399,66.51502013206482,0.74499816,0.9484699,-0.82278675,9.790124e-11,,19.370728,0.9484699,9.342733,,1760
-1.0923952,0.14999999,7.674878e-08,2.1269003e-05,-0.715978,1.0619855,0.22499692,-0.7373737,0.3111165,89,2.8382874,0.99181557,-0.87488765,67.36656045913696,0.7401231,0.9484699,-0.8340863,6.745453e-19,,20.024727,0.9484699,4.6750097,,1780
-0.53231895,0.14999999,7.505273e-08,7.150367e-10,-0.8264828,1.1211187,0.22270542,-1.0,0.94635934,90,2.8231716,0.99181557,-0.8705468,68.21130275726318,0.7424146,0.9484699,-0.84525937,0.7541736,,20.043488,0.9484699,7.1392155,,1800
-0.47616872,0.14999999,7.3412274e-08,0.012214199,-0.52355444,0.9703664,0.22045708,-0.5151515,0.94701105,91,2.812728,0.99181557,-0.86513275,69.05897402763367,0.74466294,0.9484699,-0.8563092,0.49679032,,20.061592,0.9484699,4.9751673,,1820
-0.58349854,0.14999999,7.182504e-08,1.1088403e-05,-0.672198,1.1049016,0.21825254,-0.75757575,0.94748205,92,2.797085,0.99181557,-0.86252165,69.90732598304749,0.7468675,0.9484699,-0.86710405,1.4115074,,20.079231,0.9484699,4.422861,,1840
-0.5141072,0.14999999,7.028872e-08,0.8846848,0.35708737,0.8962562,0.2161023,0.3131313,0.94683,93,2.7960942,0.99181557,-0.8577959,70.75978827476501,0.7490177,0.9484699,-0.87791485,1.8975819e-09,,20.097519,0.9484699,7.78423,,1860
-1.0273157,0.14999999,6.880116e-08,2.7417792e-09,1.1376153,0.8644187,0.21907717,1.0,0.4693872,94,2.79273,0.99181557,-0.86091787,71.60608673095703,0.74604285,0.9484699,-0.87914234,0.0007618482,,20.593254,0.9484699,17.719095,,1880
-2.0736372,0.14999999,6.736033e-08,0.79005986,-0.18250373,0.99705476,0.22651017,-0.2929293,0.039908845,95,2.78295,0.99181557,-0.87556905,72.4573962688446,0.73860985,0.9484699,-0.88972443,3.7587808e-19,,21.518463,0.9484699,5.1468067,,1900
-0.6905485,0.14999999,6.5964315e-08,6.202862,0.019249484,0.88705224,0.22440243,-0.030303031,0.94095176,96,2.7901769,0.99181557,-0.8738198,73.30030345916748,0.7407176,0.9484699,-0.8919137,3.1706953,,21.542633,0.9484699,6.2766466,,1920
-0.84397346,0.14999999,6.461123e-08,0.00049898936,-0.57018197,1.0310085,0.22403187,-0.6363636,0.7766675,97,2.763408,0.99181557,-0.8748167,74.13906836509705,0.74108815,0.9484699,-0.839665,0.00043962392,,21.731087,0.9484699,4.6916437,,1940
-0.5623735,0.14999999,6.329935e-08,0.002009474,0.4857674,1.1069282,0.22192919,0.61616164,0.9471509,98,2.7327862,0.99181557,-0.8714294,75.82942485809326,0.7431908,0.9484699,-0.8499164,1.2193867e-13,,21.749062,0.9484699,8.502158,,1960
-1.0718119,0.14999999,6.2027055e-08,0.030618476,-0.7911395,0.9911378,0.22531044,-0.47474748,0.40845042,99,2.7321172,0.99181557,-0.87268114,77.9189715385437,0.7398096,0.9484699,-0.86004823,9.6918304e-09,,22.305733,0.9484699,4.8403096,,1980
-0.49970633,0.14999999,6.079271e-08,1.2797329e-06,-0.9693725,1.1390954,0.22323626,-0.8181818,0.9472267,100,2.7511373,0.99181557,-0.8691539,79.94497203826904,0.74188375,0.9484699,-0.86978936,4.313014,,22.323624,0.9484699,4.3859015,,2000
