DenMISELogLast,LQGsigma_higher,Delta,IWFirstEpisode,LQGmu1_actor,IWMean,Regret/t,LQGmu1_higher,ReturnLastEpisode,Iteration,Bound,ReturnStepMax,DenMISEMeanLog,TimeElapsed,ReturnMean,ReturnMax,DenMISELogFirst,IWLastEpisode,IWMin,Regret,ReturnAbsMax,IWMax,ReturnMin,TimestepsSoFar
0.6856245,0.14999999,0.0006079271,5.734063e-10,0.7334943,5.734063e-10,0.13391495,1.0,0.83120507,1,1881962000000.0,0.86864215,0.6856245,0.07964372634887695,0.83120507,0.83120507,0.6856245,5.734063e-10,,0.13391495,0.83120507,5.734063e-10,,20
-1.2933049,0.14999999,0.00015198177,3.0938851e-10,-0.8276637,1.5469426e-10,0.41501915,-1.0,0.2689967,2,282797900.0,0.86864215,-0.6504138,1.3333656787872314,0.55010086,0.83120507,-0.0075226733,9.665979e-29,,0.8300383,0.83120507,3.0938851e-10,,40
-0.78041124,0.14999999,6.754746e-05,0.05462481,0.5663425,0.87820524,0.28278685,0.45454547,0.9467977,3,2976.5183,0.99020463,-0.9640563,2.3513224124908447,0.6823332,0.9467977,-0.41298777,7.8875094e-16,,0.84836054,0.9467977,2.5799909,,60
-0.6657787,0.14999999,3.7995444e-05,0.0038232254,-0.7197604,0.37423968,0.36094952,-0.5555556,0.36968258,4,332.48438,0.99020463,-0.94559366,3.158639907836914,0.6041705,0.9467977,-0.68262535,3.6871756e-12,,1.4437981,0.9467977,1.4931355,,80
-0.95412946,0.14999999,2.4317082e-05,3.8014886,-0.091512084,0.8032837,0.29226357,0.17171717,0.9476004,5,21.633549,0.9909832,-1.0621836,3.89919114112854,0.67285645,0.9476004,-0.9048136,1.4765169e-07,,1.4613178,0.9476004,3.8014886,,100
-0.6126736,0.14999999,1.6886865e-05,7.752807e-05,0.621897,3.3344104,0.25090975,0.7171717,0.9209792,6,20.989187,0.9909832,-1.037923,4.33948540687561,0.7142103,0.9476004,-0.5216522,2.3957791e-06,,1.5054584,0.9476004,15.506527,,120
-0.626418,0.14999999,1.2406674e-05,4.536152e-06,-0.906873,2.614632,0.30474538,-0.7777778,0.33736065,7,14.269383,0.9909832,-0.84894955,4.911245584487915,0.66037464,0.9476004,-0.67578995,6.1619636e-19,,2.1332178,0.9476004,9.331383,,140
-0.6440903,0.14999999,9.498861e-06,0.40461522,-0.4809385,0.29860136,0.26900148,-0.33333334,0.94632584,8,12.84782,0.9909832,-0.7311748,5.773175001144409,0.69611853,0.9476004,-0.80932075,0.0033874516,,2.1520119,0.9476004,1.7842761,,160
-0.69827664,0.14999999,7.505273e-06,6.3634,-0.14178745,1.1912768,0.24106151,0.030303031,0.9475788,9,7.081396,0.9909832,-0.80161285,6.651756286621094,0.7240585,0.9476004,-0.87776434,0.016055254,,2.1695533,0.9476004,6.3634,,180
-0.60286283,0.14999999,6.0792704e-06,3.938843e-07,-0.8871703,1.6388643,0.22000444,-0.83838385,0.934629,10,6.810117,0.9909832,-0.78348917,7.194459915161133,0.7451156,0.9476004,-0.44836137,0.00010081602,,2.2000446,0.9476004,6.0073614,,200
-0.48107296,0.14999999,5.0241906e-06,6.147263e-07,0.9666684,0.8232605,0.20166922,0.85858583,0.94680345,11,6.622249,0.9909832,-0.7230328,7.688225984573364,0.7634508,0.9476004,-0.5436715,1.662509e-29,,2.2183619,0.9476004,5.6348867,,220
-0.8132433,0.14999999,4.221716e-06,0.5237491,0.13665867,0.35343468,0.25847524,0.33333334,0.08177799,12,6.462984,0.9909832,-0.7519056,8.418408393859863,0.7066448,0.9476004,-0.6306828,0.000806984,,3.1017027,0.9476004,2.3032947,,240
-0.6405197,0.14999999,3.5972016e-06,1.6528585,-0.065128505,1.0278636,0.26947248,-0.21212122,0.5636805,13,6.3494606,0.9909832,-0.7916869,9.348056316375732,0.69564754,0.9476004,-0.6680054,0.33804536,,3.5031424,0.9476004,5.642079,,260
-0.5841303,0.14999999,3.1016684e-06,0.0027218522,0.6498024,1.3976533,0.2534871,0.5959596,0.91944313,14,6.284753,0.9909832,-0.7816049,10.29055380821228,0.7116329,0.9476004,-0.6224273,0.0002888415,,3.5488195,0.9476004,7.4458447,,280
-0.6896596,0.14999999,2.7018984e-06,0.0013355182,-0.6491661,0.9025959,0.27948296,-0.5959596,0.3216948,15,6.0913596,0.9909832,-0.7633425,11.12305998802185,0.68563706,0.9476004,-0.69122577,5.5814046e-15,,4.1922445,0.9476004,5.7461452,,300
-0.66453964,0.14999999,2.3747152e-06,6.5376604e-10,-1.0211087,0.84781605,0.26309317,-1.0,0.94787365,16,5.795478,0.99124986,-0.76774526,11.656312704086304,0.70202684,0.94787365,-0.75567526,0.33538085,,4.209491,0.94787365,5.0790424,,320
-0.8431135,0.14999999,2.103554e-06,5.9344215,0.12481371,1.4246459,0.24877572,-0.01010101,0.94542295,17,5.3966293,0.99124986,-0.78465277,12.137235641479492,0.7163443,0.94787365,-0.81629986,8.4401014e-10,,4.229187,0.94787365,5.9344215,,340
-0.7086351,0.14999999,1.8763183e-06,0.07923721,-0.5251921,0.576897,0.25626332,-0.41414142,0.58156705,18,5.3463306,0.99124986,-0.7649215,12.948023319244385,0.7088567,0.94787365,-0.5740327,0.008496234,,4.6127396,0.94787365,6.036132,,360
-0.6909626,0.14999999,1.6840087e-06,3.3552038e-05,-0.7252748,1.3033088,0.24365216,-0.7171717,0.9484699,19,5.2378435,0.99181557,-0.78466415,13.78372311592102,0.72146785,0.9484699,-0.62370753,2.339922,,4.6293907,0.9484699,5.5314574,,380
-0.52810484,0.14999999,1.5198176e-06,2.235497e-09,0.84859675,0.5940998,0.2323572,1.0,0.9473672,20,5.128242,0.99181557,-0.76115024,14.785203456878662,0.7327628,0.9484699,-0.6749991,8.4585206e-29,,4.6471443,0.9484699,9.527573,,400
-0.91660404,0.14999999,1.3785193e-06,2.307581,0.14127934,0.7629011,0.25851828,0.21212122,0.18337934,21,4.930861,0.99181557,-0.79100597,15.389774322509766,0.70660174,0.9484699,-0.7237893,0.0008189702,,5.4288845,0.9484699,5.6534033,,420
-0.69113564,0.14999999,1.2560477e-06,5.977239e-10,-0.8099563,0.9651875,0.26481938,-1.0,0.5679785,22,4.8135047,0.99181557,-0.7991905,15.843802690505981,0.70030063,0.9484699,-0.66605306,1.4268624e-12,,5.826027,0.9484699,7.5648813,,440
-0.59576946,0.14999999,1.1492007e-06,0.0017479813,0.55863774,1.3722061,0.25409102,0.61616164,0.94705194,23,4.7275853,0.99181557,-0.79492384,16.338802337646484,0.711029,0.9484699,-0.7105048,1.1356864e-19,,5.8440933,0.9484699,7.9161906,,460
-0.851727,0.14999999,1.055429e-06,9.892581e-06,-0.68001693,1.4323263,0.26816738,-0.75757575,0.37319773,24,4.710008,0.99181557,-0.7879339,17.09584403038025,0.69695264,0.9484699,-0.7529884,1.1889702e-16,,6.436016,0.9484699,5.074061,,480
-0.5574132,0.14999999,9.726833e-07,3.1827905,-0.294429,0.96774787,0.25813913,-0.15151516,0.94765705,25,4.617351,0.99181557,-0.764933,17.645570278167725,0.7069809,0.9484699,-0.79381,0.009359286,,6.453478,0.9484699,6.3875775,,500
-0.82564515,0.14999999,8.993004e-07,0.026436625,-0.35248065,0.8953504,0.24891055,-0.47474748,0.9469257,26,4.6051865,0.99181557,-0.77080595,18.09488582611084,0.7162095,0.9484699,-0.713195,2.9484406,,6.471674,0.9484699,6.2292843,,520
-0.7472201,0.14999999,8.3391916e-07,6.7600586e-06,0.8585005,1.1285616,0.24036086,0.7979798,0.94704986,27,4.350108,0.99181557,-0.7753608,18.548767566680908,0.72475916,0.9484699,-0.74991906,9.455318e-13,,6.489744,0.9484699,7.3747754,,540
-0.88124216,0.14999999,7.754171e-07,0.71242225,-0.42179316,0.87247497,0.2600357,-0.2929293,0.1738642,28,4.325886,0.99181557,-0.77730817,19.2692928314209,0.7050843,0.9484699,-0.7862865,1.0288386e-12,,7.281,0.9484699,5.873583,,560
-0.6542684,0.14999999,7.2286224e-07,0.1702472,0.6058105,0.6056775,0.25168836,0.41414142,0.94715786,29,4.3282003,0.99181557,-0.77869457,20.036569118499756,0.71343166,0.9484699,-0.7962524,9.2253276e-07,,7.2989616,0.9484699,4.4148226,,580
-0.85788727,0.14999999,6.754746e-07,0.0004913814,-0.5182942,1.2297536,0.26380193,-0.6363636,0.3500253,30,4.2982388,0.99181557,-0.7948567,20.79289197921753,0.7013181,0.9484699,-0.8243005,8.052905e-15,,7.914057,0.9484699,5.186756,,600
-0.606971,0.14999999,6.325984e-07,5.5086803,-0.23101619,1.0779918,0.25587636,0.09090909,0.9470096,31,4.2928715,0.99181557,-0.78308076,21.549476146697998,0.70924366,0.9484699,-0.85707396,0.0012783895,,7.932167,0.9484699,6.652539,,620
-0.7164004,0.14999999,5.936788e-07,1.0827729e-07,-0.84704703,1.1086853,0.2487042,-0.8787879,0.9387525,32,4.159437,0.99181557,-0.7806897,22.29125452041626,0.7164158,0.9484699,-0.72525984,0.0004856381,,7.9585342,0.9484699,5.692782,,640
-0.5696404,0.14999999,5.582434e-07,0.095053956,-0.45829114,1.0901918,0.24171633,-0.41414142,0.9470156,33,4.1293206,0.99181557,-0.77261764,23.03904414176941,0.7234037,0.9484699,-0.7560315,0.07303731,,7.976639,0.9484699,5.4564013,,660
-0.58655137,0.14999999,5.258885e-07,2.4904736e-09,1.2648034,0.63051486,0.2351036,1.0,0.948237,34,4.0009904,0.99181557,-0.76578313,23.759310007095337,0.7300164,0.9484699,-0.78300816,1.4309829e-20,,7.9935207,0.9484699,9.159982,,680
