IWFirstEpisode,DenMISEMeanLog,Regret/t,ReturnMax,Bound,ReturnMean,LQGmu1_higher,TimeElapsed,Delta,Regret,ReturnMin,Iteration,LQGsigma_higher,IWLastEpisode,ReturnStepMax,TimestepsSoFar,ReturnLastEpisode,ReturnAbsMax,LQGmu1_actor,IWMax,IWMin,IWMean,DenMISELogLast,DenMISELogFirst
0.015770437,-0.7652333,0.16087586,0.9567339,5.785494,0.80424416,-0.47474748,12.476698398590088,2.3747152e-06,2.5740137,,16,0.14999999,0.07311012,0.99971163,320,0.95663714,0.9567339,-0.29521513,2.6020021,,0.48890468,-0.6967026,-0.77339375
5.9956455,-0.791904,0.15190655,0.9567339,5.440196,0.81321347,0.07070707,13.280338048934937,2.103554e-06,2.5824108,,17,0.14999999,0.2761736,0.99971163,340,0.9567228,0.9567339,0.06551243,6.1365776,,1.1518857,-0.7106279,-0.8330332
7.543231e-08,-0.77919364,0.14396662,0.9567339,5.404693,0.8211534,-0.85858583,13.764609813690186,1.8763183e-06,2.5913982,,18,0.14999999,2.7469943e-08,0.99971163,360,0.95613253,0.9567339,-1.090196,5.7869673,,1.3945266,-0.58848196,-0.5881001
0.02193093,-0.7874729,0.13684607,0.9567339,5.289942,0.82827395,0.53535354,14.245765447616577,1.6840087e-06,2.6000748,,19,0.14999999,2.7509397e-25,0.99971163,380,0.9564437,0.9567339,0.42791983,6.853362,,1.5653623,-1.1893963,-0.64216727
6.945754e-09,-0.7661882,0.14259726,0.9567339,5.246277,0.82252276,1.0,14.735060453414917,1.5198176e-06,2.8519459,,20,0.14999999,0.003928454,0.99971163,400,0.7132503,0.9567339,1.0822786,6.4730268,,0.3686215,-0.75510293,-0.692307
1.6788764,-0.82357824,0.16923672,0.9567339,5.1092706,0.7958833,-0.1919192,15.185505628585815,1.3785193e-06,3.5539722,,21,0.14999999,2.1340517e-15,0.99971163,420,0.2630924,0.9567339,-0.3545654,5.955819,,1.033158,-1.3206266,-0.74109715
1.3147898,-0.8240704,0.1619348,0.9567339,4.9439874,0.8031852,0.2929293,15.629738330841064,1.2560477e-06,3.5625668,,22,0.14999999,0.00052895676,0.99971163,440,0.95652705,0.9567339,0.2200216,4.1512084,,0.829686,-0.7938686,-0.71070564
0.00020187823,-0.82695425,0.15583712,0.9567339,4.933168,0.8092829,-0.6363636,16.10010838508606,1.1492007e-06,3.5842533,,23,0.14999999,4.4583805e-07,0.99971163,460,0.9434318,0.9567339,-0.5144752,5.6043396,,0.72592264,-0.6961921,-0.69711196
0.12286836,-0.8391175,0.14971465,0.9567339,4.9134874,0.81540537,-0.37373737,16.878573179244995,1.055429e-06,3.593151,,24,0.14999999,3.8742127,0.99971163,480,0.9562211,0.9567339,-0.4702495,6.0866427,,1.0541549,-0.8163199,-0.7396628
2.0491656e-10,-0.8339787,0.14406002,0.95677257,4.7947526,0.82106,-1.0,17.795480728149414,9.726833e-07,3.6014996,,25,0.14999999,0.010407198,0.99974257,500,0.95677257,0.95677257,-1.2011752,9.549662,,0.97849137,-0.6929078,-0.77537835
6.562495e-05,-0.8826538,0.13887304,0.95677257,4.725711,0.826247,0.75757575,18.735000371932983,8.993004e-07,3.6106987,,26,0.14999999,1.8379013e-36,0.99974257,520,0.9559223,0.95677257,0.70403373,5.250089,,0.94433427,-1.997506,-0.81459904
5.8956223,-0.8847293,0.15057683,0.95677257,4.623314,0.8145432,0.09090909,19.416747093200684,8.3391916e-07,4.0655746,,27,0.14999999,0.0014383617,0.99974257,540,0.5102439,0.95677257,-0.078356326,6.1764765,,1.1309888,-0.8313873,-0.8523369
3.615479,-0.878075,0.14550388,0.95677257,4.414495,0.81961614,-0.09090909,20.37108826637268,7.754171e-07,4.07411,,28,0.14999999,5.59363,0.99974257,560,0.9565854,0.95677257,-0.21255359,5.59363,,0.98511785,-0.7469486,-0.6912018
0.049206935,-0.8721378,0.1407829,0.95677257,4.4098916,0.8243371,-0.41414142,21.3651442527771,7.2286224e-07,4.0827026,,29,0.14999999,2.0760262,0.99974257,580,0.95652485,0.95677257,-0.39846703,5.699013,,1.0571779,-0.6553331,-0.60485077
0.111572206,-0.86416733,0.13638222,0.95677257,4.3885803,0.8287378,0.45454547,22.247510194778442,6.754746e-07,4.091467,,30,0.14999999,4.781735e-07,0.99974257,600,0.95635587,0.95677257,0.22011773,6.8637376,,1.1306536,-0.6380908,-0.63705695
1.8370984e-10,-0.85895216,0.13828194,0.95677257,4.3798866,0.8268381,-1.0,23.20683741569519,6.325984e-07,4.2867393,,31,0.14999999,2.4576104e-14,0.99974257,620,0.76984966,0.95677257,-1.0614412,9.508739,,1.0980893,-0.7667548,-0.6661346
0.00010902412,-0.8632054,0.1342352,0.95677257,4.252977,0.8308848,-0.65656567,24.135911464691162,5.936788e-07,4.2955265,,32,0.14999999,0.19054417,0.99974257,640,0.9563311,0.95677257,-0.49817842,5.9277925,,0.802729,-1.0067077,-0.6978833
7.202838e-09,-0.8652624,0.13041931,0.9568098,4.2148895,0.8347007,1.0,25.0866482257843,5.582434e-07,4.303837,,33,0.14999999,1.175084e-21,0.99979275,660,0.9568098,0.9568098,1.0435894,12.880649,,0.6567034,-0.70751077,-0.7286516
0.47953814,-0.88896286,0.1494115,0.9568098,4.2067842,0.8157085,-0.2929293,26.11918544769287,5.258885e-07,5.0799904,,34,0.14999999,5.419509e-17,0.99979275,680,0.1889664,0.9568098,-0.2296734,5.531184,,1.2064191,-1.2630335,-0.7585045
2.9972148,-0.8772791,0.14539367,0.9568098,4.184353,0.81972635,0.21212122,27.070218563079834,4.9626703e-07,5.0887794,,35,0.14999999,0.065296814,0.99979275,700,0.9563327,0.9568098,0.13785723,6.4517007,,0.97876173,-0.6303962,-0.77348655
0.0011891425,-0.8746333,0.14180374,0.9568098,4.0926976,0.8233163,0.65656567,27.97240972518921,4.6907957e-07,5.1049347,,36,0.14999999,0.0138106495,0.99979275,720,0.94896287,0.9568098,0.72782373,7.202754,,1.1217003,-0.7185814,-0.7194926
4.6678944,-0.8737958,0.14659363,0.9568098,4.0214157,0.8185264,-0.05050505,28.622727870941162,4.4406656e-07,5.4239655,,37,0.14999999,9.286247e-06,0.99979275,740,0.6460911,0.9568098,-0.05750096,5.525696,,1.0362397,-0.89697146,-0.7468586
1.8162394e-10,-0.86742514,0.14299512,0.9568098,4.0222273,0.8221249,-1.0,29.083926916122437,4.2100217e-07,5.433815,,38,0.14999999,1.3436335e-08,0.99979275,760,0.9552687,0.9568098,-0.8151979,8.912797,,1.0838588,-0.6366139,-0.6547138
0.0054946733,-0.8652954,0.13955009,0.9568098,3.9920526,0.8255699,-0.5151515,29.60172200202942,3.996891e-07,5.4424515,,39,0.14999999,0.79791886,0.99979275,780,0.9564797,0.9568098,-0.4432376,6.046327,,0.9543897,-0.7966892,-0.68068933
8.812579e-07,-0.86237603,0.13628691,0.9568098,3.954303,0.8288331,-0.7979798,30.05821990966797,3.799544e-07,5.451477,,40,0.14999999,0.31723717,0.99979275,800,0.9560984,0.9568098,-0.75219905,5.890538,,0.9351797,-0.6702027,-0.7058662
0.8185052,-0.86108744,0.13317198,0.9568098,3.8931189,0.83194804,-0.25252524,30.517387866973877,3.6164613e-07,5.4600487,,41,0.14999999,0.021014946,0.99979275,820,0.9565483,0.9568098,-0.14691925,5.31553,,1.1724563,-0.707607,-0.7305588
4.965415,-0.85252815,0.13021111,0.9568098,3.8479943,0.8349089,0.11111111,30.968318939208984,3.4462983e-07,5.4688683,,42,0.14999999,1.1409748,0.99979275,840,0.95630246,0.9568098,-0.0071306303,5.8313084,,1.0999326,-0.6332495,-0.7348895
7.411879e-06,-0.84631276,0.12742013,0.9568098,3.8347554,0.8376999,0.8181818,31.41754698753357,3.2878697e-07,5.479065,,43,0.14999999,1.347649e-06,0.99979275,860,0.95492023,0.9568098,0.85033965,7.5355825,,0.88338524,-0.6411305,-0.64667815
3.5384543,-0.85302985,0.13692135,0.9568098,3.7716405,0.8281987,-0.09090909,32.35736274719238,3.140119e-07,6.02454,,44,0.14999999,2.0164249e-08,0.99979275,880,0.41964537,0.9568098,0.021658935,5.134909,,1.152617,-0.9902252,-0.6696675
0.41741145,-0.8448082,0.1341502,0.9568098,3.7658048,0.8309698,0.37373737,33.34772539138794,3.0021093e-07,6.0367584,,45,0.14999999,0.309585,0.99979275,900,0.9529025,0.9568098,0.58403456,6.824541,,0.7816311,-0.6039458,-0.61479104
8.14864e-07,-0.8521048,0.13989484,0.9568098,3.7094274,0.8252252,-0.7979798,34.310089349746704,2.8730017e-07,6.4351616,,46,0.14999999,2.512922e-18,0.99979275,920,0.5667156,0.9568098,-1.0847609,5.9039106,,0.96246374,-0.9403739,-0.6275369
1.8059694e-10,-0.86175746,0.1371085,0.9568098,3.6864562,0.8280115,-1.0,35.31264567375183,2.7520463e-07,6.4440994,,47,0.14999999,7.7765675,0.99979275,940,0.95618445,0.9568098,-0.94805914,8.709756,,1.0643382,-1.2325872,-0.6490431
0.00548192,-0.85809356,0.13443649,0.9568098,3.6885889,0.8306835,0.5959596,36.281808853149414,2.6385726e-07,6.4529495,,48,0.14999999,5.2393043e-23,0.99979275,960,0.9562699,0.9568098,0.73592216,7.1131015,,1.1768177,-0.6961974,-0.67009646
0.022850286,-0.8572715,0.14276952,0.9568098,3.6744642,0.8223505,-0.45454547,37.260016679763794,2.531974e-07,6.9957085,,49,0.14999999,1.429853e-13,0.99979275,980,0.42236024,0.9568098,-0.39548162,5.9481745,,0.9981525,-0.9394124,-0.6906015
7.0721367e-09,-0.8543952,0.14008814,0.9568098,3.6265614,0.8250319,1.0,38.22231912612915,2.4317083e-07,7.004406,,50,0.14999999,8.4353635e-19,0.99979275,1000,0.956424,0.9568098,0.8818127,13.036111,,0.82830256,-0.6800017,-0.71033806
5.506775,-0.86232233,0.15022355,0.9568098,3.6095817,0.81489646,0.030303031,39.21503758430481,2.3372819e-07,7.6614037,,51,0.14999999,7.4864386e-07,0.99979275,1020,0.3081231,0.9568098,0.024574783,5.506775,,1.1530658,-1.0294564,-0.7301407
0.5734741,-0.8558143,0.14772385,0.9568098,3.566691,0.81739616,-0.27272728,40.189481258392334,2.248251e-07,7.6816406,,52,0.14999999,0.7076415,0.99979275,1040,0.94488096,0.9568098,-0.07022917,5.278388,,1.1291375,-0.6401904,-0.64702386
4.5798163,-0.8493981,0.14515126,0.9568098,3.5089273,0.81996876,-0.030303031,41.14374566078186,2.1642118e-07,7.693016,,53,0.14999999,4.7469907,0.99979275,1060,0.9537414,0.9568098,-0.12319865,4.9403243,,1.2165993,-0.6147538,-0.65510404
1.7039842e-10,-0.8405129,0.142627,0.9568098,3.48888,0.822493,-1.0,42.09479093551636,2.0847979e-07,7.7018585,,54,0.14999999,1.7608289e-07,0.99979275,1080,0.9562802,0.9568098,-1.0768042,8.442437,,1.0432867,-0.55352217,-0.59091604
0.00033648248,-0.8446517,0.14019394,0.9568098,3.4791362,0.8249261,-0.61616164,42.78076791763306,2.0096763e-07,7.7106667,,55,0.14999999,0.06918208,0.99979275,1100,0.95631194,0.9568098,-0.9746978,5.1712303,,0.75548774,-1.066173,-0.60926515
2.8326249e-05,-0.8480178,0.13784456,0.9568098,3.470726,0.82727545,0.7777778,43.79979729652405,1.9385428e-07,7.7192955,,56,0.14999999,1.3239822e-29,0.99979275,1120,0.9564938,0.9568098,0.82065165,7.2654853,,1.1513051,-0.77574515,-0.62727755
1.7986404e-10,-0.8483994,0.14519173,0.9568098,3.4370189,0.8199283,-1.0,44.68435525894165,1.8711206e-07,8.2759285,,57,0.14999999,7.210946e-32,0.99979275,1140,0.40848464,0.9568098,-1.1256957,7.7053246,,1.1504868,-0.97630763,-0.6449766
2.2783854,-0.8537822,0.1428451,0.9568098,3.4343872,0.8222749,0.23232323,45.16600179672241,1.8071556e-07,8.285015,,58,0.14999999,1.4989274e-17,0.99979275,1160,0.9560327,0.9568098,0.018572092,6.527193,,0.7859808,-1.2651913,-0.66236836
2.618425,-0.85392207,0.14058053,0.9568098,3.4442792,0.8245395,-0.13131313,46.10781407356262,1.7464151e-07,8.2942505,,59,0.14999999,3.0371656,0.99979275,1180,0.9558857,0.9568098,-0.015729815,5.0340366,,1.1978927,-0.63197833,-0.6409322
4.904505,-0.84649295,0.13848096,0.9568098,3.3624144,0.82663906,0.030303031,47.102222204208374,1.6886865e-07,8.308857,,60,0.14999999,4.533052,0.99979275,1200,0.9505098,0.9568098,-0.19622123,4.904505,,1.2362019,-0.5803034,-0.61431587
0.14644484,-0.83893436,0.13634646,0.95684683,3.346418,0.82877356,-0.35353535,48.08268094062805,1.6337734e-07,8.317135,,61,0.14999999,2.7695012,0.999822,1220,0.95684683,0.95684683,-0.54977924,5.4366913,,1.03997,-0.59043556,-0.5522727
0.020325292,-0.8382669,0.13428622,0.95684683,3.3409457,0.8308338,0.53535354,49.1045355796814,1.581496e-07,8.325745,,62,0.14999999,2.5928037e-11,0.999822,1240,0.9565099,0.95684683,0.45298204,7.579376,,0.9678495,-0.81308776,-0.56613535
1.6885354e-10,-0.8413211,0.13688451,0.95684683,3.3257484,0.8282355,-1.0,50.08992648124695,1.5316883e-07,8.623726,,63,0.14999999,2.949084e-20,0.999822,1260,0.6671385,0.95684683,-1.2085817,7.5022483,,1.1600958,-0.9662091,-0.5818079
0.0003325655,-0.8561788,0.1348837,0.95684683,3.2779758,0.8302363,-0.61616164,51.05783247947693,1.484197e-07,8.632557,,64,0.14999999,0.007361958,0.999822,1280,0.9562892,0.95684683,-0.7782009,5.6070447,,0.75365686,-1.9095347,-0.59755623
3.7486404e-07,-0.85896,0.13294017,0.95684683,3.2831817,0.83217984,-0.8181818,52.03554439544678,1.4388809e-07,8.641109,,65,0.14999999,5.5874414,0.999822,1300,0.95656526,0.95684683,-0.86654496,5.6503344,,0.92978173,-0.7778616,-0.6130552
6.515257e-09,-0.8572932,0.13105798,0.95684683,3.2697895,0.83406204,1.0,53.07861542701721,1.3956085e-07,8.649826,,66,0.14999999,1.2205821e-33,0.999822,1320,0.95640254,0.95684683,1.0487646,13.239493,,0.80410594,-0.6578508,-0.6283227
2.2291095,-0.8694567,0.13976717,0.95684683,3.2576318,0.82535285,-0.15151516,54.116766691207886,1.3542595e-07,9.364399,,67,0.14999999,1.395125e-13,0.999822,1340,0.25054544,0.95684683,-0.14555982,4.9445214,,1.1514487,-1.4361194,-0.64336056
1.7638516e-10,-0.86305,0.13784122,0.95684683,3.2314763,0.8272788,-1.0,55.10836672782898,1.3147212e-07,9.373199,,68,0.14999999,4.2052307e-07,0.999822,1360,0.95631725,0.95684683,-0.88593876,7.1848874,,1.1959085,-0.56378967,-0.62544686
0.42808723,-0.857547,0.13597023,0.95684683,3.2282739,0.8291498,0.37373737,56.15445041656494,1.2768895e-07,9.38195,,69,0.14999999,2.4491115e-15,0.999822,1380,0.9563795,0.95684683,0.16920963,7.1927767,,0.70021486,-0.6406371,-0.64004564
4.8072376,-0.86123186,0.13619077,0.95684683,3.2141745,0.82892925,0.09090909,57.13815665245056,1.2406676e-07,9.533356,,70,0.14999999,5.17377,0.999822,1400,0.813712,0.95684683,0.1723941,5.4583178,,1.1144481,-0.8016641,-0.6482494
0.00018431425,-0.8583822,0.1361379,0.95684683,3.1807265,0.8289821,0.7171717,58.19533944129944,1.2059652e-07,9.665791,,71,0.14999999,0.007689189,0.999822,1420,0.8326836,0.95684683,0.7869149,7.795032,,1.1063883,-0.74905026,-0.5960146
8.006974e-07,-0.8596471,0.14234495,0.95684683,3.1676447,0.82277507,-0.7979798,59.242621421813965,1.1726989e-07,10.2488365,,72,0.14999999,4.2220072e-24,0.999822,1440,0.38207287,0.95684683,-0.86679524,5.6975384,,0.9409658,-1.0198903,-0.6099983
0.033037204,-0.85775495,0.14051068,0.95684683,3.1565595,0.82460934,-0.43434343,60.23047661781311,1.1407902e-07,10.257278,,73,0.14999999,0.07928836,0.999822,1460,0.956676,0.95684683,-0.74298054,6.0088835,,0.89016765,-0.64303464,-0.6237916
3.4245405,-0.85797256,0.13872999,0.95684683,3.1295037,0.82639,-0.09090909,61.30335259437561,1.1101664e-07,10.266022,,74,0.14999999,0.00044150138,0.999822,1480,0.9563837,0.95684683,-0.14085144,4.8377643,,1.1766148,-0.74531865,-0.6369448
3.7190463e-07,-0.85204184,0.13699657,0.95684683,3.1271086,0.82812345,-0.8181818,62.29048824310303,1.0807592e-07,10.274746,,75,0.14999999,0.00017546077,0.999822,1500,0.95639604,0.95684683,-0.9013116,5.355028,,1.0441537,-0.5687568,-0.6051291
1.7514208e-10,-0.84867024,0.13530827,0.95684683,3.1160922,0.82981175,-1.0,63.28246092796326,1.0525054e-07,10.283428,,76,0.14999999,3.9756143,0.999822,1520,0.9564339,0.95684683,-1.0252157,7.1594906,,1.1967217,-0.61842906,-0.61837435
2.6003428,-0.8452144,0.13367295,0.95684683,3.1018658,0.83144706,0.21212122,63.932445764541626,1.02534514e-07,10.292816,,77,0.14999999,9.410634e-15,0.999822,1540,0.9557331,0.95684683,0.13458177,6.447196,,0.846036,-0.74717075,-0.6314464
1.1857184,-0.8455695,0.13286656,0.95684683,3.0707226,0.83225346,-0.21212122,64.42089557647705,9.9922275e-08,10.363586,,78,0.14999999,0.37209058,0.999822,1560,0.89434046,0.95684683,-0.4485718,5.1070523,,1.0692959,-0.70437807,-0.61113685
1.7032452e-06,-0.8442064,0.13129401,0.95684683,3.0616088,0.833826,0.85858583,64.94142985343933,9.74086e-08,10.372231,,79,0.14999999,1.8947071e-16,0.999822,1580,0.95648146,0.95684683,1.0896488,8.683539,,1.0567299,-0.7897714,-0.6087887
0.001840887,-0.8550577,0.13760144,0.95684683,3.0500715,0.8275186,-0.5555556,65.4345190525055,9.49886e-08,11.008118,,80,0.14999999,1.1374214e-25,0.999822,1600,0.32923642,0.95684683,-0.70170695,6.24633,,0.7846596,-1.7347959,-0.6213675
1.7785878e-10,-0.8566191,0.1360128,0.95684683,3.0443048,0.8291072,-1.0,67.05779123306274,9.265769e-08,11.017036,,81,0.14999999,0.7828717,0.999822,1620,0.9561953,0.95684683,-0.69670856,6.9734516,,1.1976844,-0.7543379,-0.633767
1.4589268e-05,-0.8534038,0.13445741,0.95684683,3.0608542,0.8306626,-0.7171717,69.35339498519897,9.041153e-08,11.025505,,82,0.14999999,5.639226,0.999822,1640,0.9566485,0.95684683,-0.59796,5.6398425,,0.960496,-0.76087064,-0.6460371
5.0337167,-0.85299903,0.13293839,0.95684683,3.0347943,0.83218163,0.07070707,72.18681406974792,8.8246054e-08,11.03389,,83,0.14999999,0.00027659032,0.999822,1660,0.95673996,0.95684683,0.19764018,5.326498,,1.1261382,-0.7647505,-0.6581583
0.049859338,-0.85123456,0.13298059,0.95684683,3.0242567,0.83213943,0.4949495,73.86581778526306,8.6157456e-08,11.170372,,84,0.14999999,0.83812803,0.999822,1680,0.8286406,0.95684683,0.58117205,7.725338,,0.8136617,-0.8095196,-0.61125517
6.4774035e-09,-0.85579896,0.13551098,0.95684683,2.9905326,0.82960904,1.0,75.43096089363098,8.4142165e-08,11.518433,,85,0.14999999,0.15155974,0.999822,1700,0.6170648,0.95684683,0.9959438,13.395664,,0.96216196,-1.0331961,-0.62249625
0.021596996,-0.86173975,0.14236122,0.95684683,2.9883225,0.8227588,-0.45454547,76.773264169693,8.219674e-08,12.243065,,86,0.14999999,4.7598325e-20,0.999822,1720,0.24048145,0.95684683,-0.39879522,5.9450583,,0.89259034,-1.2840945,-0.6341923
2.8532302e-05,-0.86170626,0.14083147,0.95684683,2.960887,0.82428855,-0.6969697,78.56181359291077,8.031802e-08,12.252335,,87,0.14999999,0.769835,0.999822,1740,0.95584714,0.95684683,-0.49153256,5.5524526,,0.9377545,-0.73597336,-0.64550203
0.22954355,-0.8612484,0.13933015,0.95684683,2.9727564,0.82578987,-0.33333334,80.66220450401306,7.850298e-08,12.261055,,88,0.14999999,3.2143302,0.999822,1760,0.9564091,0.95684683,-0.45238376,5.4609694,,0.99001575,-0.7455929,-0.6569304
2.2858174,-0.8598363,0.13785875,0.95684683,2.9605062,0.82726127,0.23232323,82.87061977386475,7.674878e-08,12.269432,,89,0.14999999,0.00016173192,0.999822,1780,0.956743,0.95684683,0.16021337,6.4572678,,0.8370682,-0.71055204,-0.6656249
0.0019139942,-0.8606361,0.13810992,0.95684683,2.947126,0.8270101,0.6363636,85.07380747795105,7.505273e-08,12.4298935,,90,0.14999999,0.036728803,0.999822,1800,0.80465335,0.95684683,0.7634111,7.906846,,1.027294,-0.7558269,-0.65143913
5.146445,-0.8627723,0.14216638,0.95684683,2.9345696,0.82295364,0.030303031,87.14186334609985,7.3412274e-08,12.937141,,91,0.14999999,4.966782e-05,0.999822,1820,0.45787102,0.95684683,0.13830748,5.146445,,1.144283,-1.0549418,-0.6624677
0.005162772,-0.85971254,0.1411764,0.95684683,2.9329069,0.8239436,-0.5151515,89.06130790710449,7.182504e-08,12.988228,,92,0.14999999,0.0004079511,0.999822,1840,0.91402423,0.95684683,-0.59269637,5.679631,,0.94679826,-0.7065371,-0.61838377
1.7460567e-07,-0.85893005,0.13974881,0.95684683,2.9024994,0.8253712,-0.83838385,91.183664560318,7.028872e-08,12.996643,,93,0.14999999,1.4273654,0.999822,1860,0.9567145,0.95684683,-0.9511045,5.133826,,1.0455391,-0.7190344,-0.6291386
1.7894117e-10,-0.8565947,0.13835329,0.95684683,2.8865414,0.8267667,-1.0,93.27648615837097,6.880116e-08,13.005211,,94,0.14999999,4.9225574,0.999822,1880,0.9565554,0.95684683,-0.81587344,7.366332,,1.1148727,-0.66877496,-0.63983387
4.2444773,-0.85307246,0.1369856,0.95684683,2.878115,0.8281344,0.13131313,95.54141092300415,6.736033e-08,13.013634,,95,0.14999999,1.0770524e-08,0.999822,1900,0.95669264,0.95684683,0.037471816,5.6225424,,1.0678805,-0.61231107,-0.65041596
0.0006061018,-0.8500932,0.13565528,0.95684683,2.8668122,0.82946473,-0.5959596,98.31071209907532,6.5964315e-08,13.022903,,96,0.14999999,0.00066086376,0.999822,1920,0.95584756,0.95684683,-0.27908367,5.5402994,,0.9314355,-0.61619866,-0.6171779
1.2053216,-0.84952676,0.13434768,0.95684683,2.9056895,0.83077234,-0.21212122,100.3713390827179,6.461123e-08,13.031723,,97,0.14999999,4.9212227,0.999822,1940,0.9563037,0.95684683,-0.17404509,5.3547897,,1.0244412,-0.71501935,-0.6275344
3.7751756,-0.8473126,0.13306606,0.95684683,2.8643124,0.83205396,-0.07070707,102.26463413238525,6.329935e-08,13.040474,,98,0.14999999,3.9924145,0.999822,1960,0.95637053,0.95684683,-0.04880897,4.915047,,1.1264913,-0.64352024,-0.62544143
1.4059843e-05,-0.84341276,0.1318258,0.95684683,2.845258,0.8332942,0.7979798,104.13901829719543,6.2027055e-08,13.050758,,99,0.14999999,5.667208e-07,0.999822,1980,0.9548306,0.95684683,0.70669305,8.4738245,,1.0904474,-0.5728937,-0.59779507
0.30457526,-0.8449587,0.1356349,0.95684683,2.8381736,0.8294851,0.3939394,105.84292411804199,6.079271e-08,13.563492,,100,0.14999999,0.8737404,0.999822,2000,0.4523909,0.95684683,0.167877,7.7789,,0.6691109,-1.0605098,-0.60784525
