DenMISELogLast,ReturnAbsMax,ReturnMean,TimestepsSoFar,Delta,IWMax,LQGmu1_higher,Regret,ReturnMin,LQGmu1_actor,ReturnMax,IWMean,Bound,DenMISELogFirst,ReturnLastEpisode,LQGsigma_higher,IWMin,DenMISEMeanLog,IWLastEpisode,ReturnStepMax,IWFirstEpisode,Regret/t,Iteration,TimeElapsed
-0.15658164,0.92765397,0.8088705,26820,3.380601e-10,3.4848173,-0.47474748,209.53064,,-0.46183303,0.92765397,0.9969294,1.36895,-0.7139201,0.9242343,0.14999999,,-0.6567329,0.24747765,0.97199637,0.5438008,0.15624952,1341,2221.594043493271
-0.27186626,0.92765397,0.80895597,26840,3.3755648e-10,3.478377,-0.47474748,209.57214,,-0.402967,0.92765397,0.9976319,1.3688192,-0.7142601,0.9236148,0.14999999,,-0.6564489,3.4775968,0.97199637,0.54398566,0.15616405,1342,2224.941083431244
-0.320814,0.92765397,0.80904067,26860,3.3705397e-10,3.592732,-0.43434343,209.6145,,-0.59532577,0.92765397,0.9939019,1.368683,-0.71459967,0.922709,0.14999999,,-0.656201,3.58629,0.97199637,0.93529165,0.15607935,1343,2229.2570803165436
-0.21114033,0.92765397,0.8091283,26880,3.3655256e-10,3.325039,-0.5555556,209.65295,,-0.41452524,0.92765397,1.000556,1.3680528,-0.7146478,0.9267519,0.14999999,,-0.65587497,3.1714015,0.97199637,0.14818375,0.15599173,1344,2232.8203840255737
-0.30647326,0.92765397,0.8092135,26900,3.360523e-10,3.5823421,-0.43434343,209.69421,,-0.4405308,0.92765397,0.9944197,1.3679515,-0.71528137,0.92384505,0.14999999,,-0.65561515,3.5820193,0.97199637,0.9359295,0.1559065,1345,2235.420512676239
-0.28130835,0.92765397,0.8092964,26920,3.355532e-10,3.5100558,-0.45454547,209.73853,,-0.6372417,0.92765397,0.9976725,1.3678136,-0.715329,0.92074883,0.14999999,,-0.6553416,3.5082774,0.97199637,0.72043777,0.15582359,1346,2238.7977907657623
-0.19984342,0.92765397,0.8093831,26940,3.3505512e-10,3.1184564,-0.8181818,209.77771,,-0.93001086,0.92765397,1.0135403,1.367588,-0.71553653,0.92610073,0.14999999,,-0.65500563,1.569072,0.97199637,0.00029148278,0.15573692,1347,2241.083676099777
-0.19677015,0.92765397,0.8094658,26960,3.345582e-10,5.2073836,-1.0,209.8219,,-1.0010962,0.92765397,1.0179617,1.3674127,-0.71627843,0.92083764,0.14999999,,-0.65465605,2.9040217,0.97199637,6.4755324e-07,0.15565419,1348,2244.350727081299
-0.32556048,0.92765397,0.8095467,26980,3.340624e-10,5.1911936,-1.0,209.86841,,-1.2508106,0.92765397,1.0181606,1.3669106,-0.71702,0.91859996,0.14999999,,-0.6543994,3.6829543,0.97199637,6.4803385e-07,0.15557331,1349,2248.657506942749
-2.0306225,0.92765397,0.8096202,27000,3.3356765e-10,5.175126,-1.0,209.92468,,-1.0693703,0.92765397,1.0193453,1.3672811,-0.71776104,0.90883106,0.14999999,,-0.65540606,5.0072823,0.97199637,6.4851423e-07,0.15549982,1350,2252.479770898819
-0.5709776,0.92765397,0.8096988,27020,3.3307404e-10,5.159182,-1.0,209.97412,,-0.9901478,0.92765397,1.0199525,1.367152,-0.71850145,0.9157724,0.14999999,,-0.6553299,4.230078,0.97199637,6.4899433e-07,0.1554212,1351,2256.253839492798
-0.29209325,0.92765397,0.80977976,27040,3.325815e-10,5.1433597,-1.0,210.02002,,-0.64730436,0.92765397,1.0200619,1.3665793,-0.7192414,0.9192127,0.14999999,,-0.6550472,3.554156,0.97199637,6.494748e-07,0.15534025,1352,2259.7250282764435
-0.20037714,0.92765397,0.80986524,27060,3.3209005e-10,3.3038507,-0.57575756,210.0597,,-0.679744,0.92765397,1.0013664,1.367687,-0.7199808,0.9253194,0.14999999,,-0.65469694,2.9002714,0.97199637,0.10284529,0.15525478,1353,2263.9929146766663
-0.19203536,0.92765397,0.80995077,27080,3.3159972e-10,3.2671783,-0.61616164,210.09912,,-0.49386606,0.92765397,1.0005734,1.367246,-0.7206436,0.9256418,0.14999999,,-0.6543546,2.9457948,0.97199637,0.046448737,0.15516925,1354,2267.0993297100067
-0.24503237,0.92765397,0.810036,27100,3.3111042e-10,3.33882,-0.53535354,210.13892,,-0.5763108,0.92765397,1.0024942,1.3668652,-0.7213476,0.92551273,0.14999999,,-0.65405244,3.2705712,0.97199637,0.21220984,0.15508401,1355,2270.6739072799683
-0.21110418,0.92765397,0.81012213,27120,3.3062225e-10,3.2876637,-0.57575756,210.17712,,-0.8488383,0.92765397,1.0026445,1.366779,-0.7219287,0.9268012,0.14999999,,-0.6537243,3.2847116,0.97199637,0.103045814,0.15499789,1356,2274.946282863617
-0.15376636,0.92765397,0.8102054,27140,3.3013522e-10,9.468009,0.05050505,210.21912,,0.13502324,0.92765397,1.0125201,1.3665605,-0.7225899,0.9231167,0.14999999,,-0.6533543,4.84954e-08,0.97199637,2.1835625,0.15491462,1357,2279.5508708953857
-1.3981411,0.92765397,0.809962,27160,3.296492e-10,23.165241,0.7979798,210.70459,,0.7512177,0.92765397,0.9875096,1.3664962,-0.7217187,0.4796697,0.14999999,,-0.6538951,0.0006170261,0.97199637,1.02632995e-08,0.15515804,1358,2284.0206439495087
-2.079401,0.92765397,0.80952793,27180,3.2916422e-10,3.126758,-0.7979798,211.4497,,-0.7444565,0.92765397,1.0098358,1.365767,-0.72245485,0.22006197,0.14999999,,-0.65495735,1.4635031e-22,0.97199637,0.0005285441,0.15559208,1359,2288.4693472385406
-0.17349161,0.92765397,0.8096132,27200,3.2868033e-10,3.2170901,-0.67676765,211.48926,,-0.49324554,0.92765397,1.0003469,1.3656515,-0.72319,0.9254669,0.14999999,,-0.6545964,2.8572383,0.97199637,0.01232401,0.15550679,1360,2292.9706811904907
-0.24373977,0.92765397,0.8096968,27220,3.2819752e-10,3.4046617,-0.4949495,211.531,,-0.42211312,0.92765397,1.0012912,1.3653711,-0.723916,0.92329645,0.14999999,,-0.65429455,3.3934827,0.97199637,0.40771657,0.15542322,1361,2297.903164625168
-0.2971556,0.92765397,0.8097813,27240,3.2771574e-10,3.50701,-0.45454547,211.57129,,-0.54476106,0.92765397,0.99808383,1.3651993,-0.7243509,0.9248857,0.14999999,,-0.6540319,3.497199,0.97199637,0.72696686,0.1553387,1362,2301.641750097275
-0.21673037,0.92765397,0.80986583,27260,3.2723504e-10,3.2953665,-0.5555556,211.61145,,-0.62569785,0.92765397,1.0034485,1.3649817,-0.72455126,0.9250972,0.14999999,,-0.65371275,3.2947242,0.97199637,0.14965856,0.15525419,1363,2306.031771183014
-0.19553433,0.92765397,0.809951,27280,3.267554e-10,3.2406876,-0.61616164,211.65051,,-0.7014749,0.92765397,1.0021851,1.3648424,-0.7251749,0.92601174,0.14999999,,-0.6533747,3.227458,0.97199637,0.046659693,0.15516901,1364,2310.790748357773
-0.18076825,0.92765397,0.8100356,27300,3.262768e-10,13.631546,0.25252524,211.69019,,0.65669227,0.92765397,0.964966,1.3648727,-0.72587353,0.92537576,0.14999999,,-0.65302724,5.245701e-09,0.97199637,0.14235933,0.15508443,1365,2315.029499053955
-1.9769393,0.92765397,0.8096496,27320,3.2579928e-10,18.213795,0.5959596,212.37268,,0.7992239,0.92765397,1.080754,1.3664634,-0.7265016,0.28275728,0.14999999,,-0.6540241,17.692753,0.97199637,2.1257343e-05,0.15547043,1366,2317.261216402054
-2.1339874,0.92765397,0.8091926,27340,3.253228e-10,3.1391468,-0.7777778,213.15283,,-0.5147826,0.92765397,1.0073332,1.3647764,-0.72723335,0.18499778,0.14999999,,-0.65505123,2.2398729e-23,0.97199637,0.0009391653,0.15592742,1367,2319.6246662139893
-0.22783825,0.92765397,0.80927765,27360,3.2484734e-10,3.2898881,-0.5555556,213.19238,,-0.6509346,0.92765397,1.0050203,1.3650844,-0.7279639,0.9255081,0.14999999,,-0.65473384,3.219019,0.97199637,0.15017018,0.15584236,1368,2322.3027670383453
-0.18906121,0.92765397,0.80936235,27380,3.2437295e-10,3.2216003,-0.6363636,213.23218,,-0.5980895,0.92765397,1.0031388,1.3648525,-0.7285849,0.92525405,0.14999999,,-0.6543904,3.1979966,0.97199637,0.0306096,0.15575767,1369,2324.8096141815186
-0.1969997,0.92765397,0.80944765,27400,3.238996e-10,3.2420347,-0.5959596,213.27124,,-0.9489851,0.92765397,1.0051783,1.3647857,-0.72929275,0.92609245,0.14999999,,-0.6540546,3.2384033,0.97199637,0.07037496,0.15567237,1370,2327.038697719574
-0.22178523,0.92765397,0.8095287,27420,3.2342723e-10,5.195331,-1.0,213.31567,,-0.6913664,0.92765397,1.0176845,1.3637855,-0.72997105,0.9206597,0.14999999,,-0.6537359,3.1334445,0.97199637,6.5648106e-07,0.15559131,1371,2329.2673602104187
-0.17994103,0.92765397,0.8096135,27440,3.2295594e-10,3.2031755,-0.65656567,213.35486,,-0.62871134,0.92765397,1.0036318,1.3644861,-0.73070014,0.92600584,0.14999999,,-0.6533783,3.0994024,0.97199637,0.019693956,0.15550649,1372,2331.4541504383087
-0.18864226,0.92765397,0.80969816,27460,3.2248568e-10,3.1980438,-0.65656567,213.39417,,-0.71268415,0.92765397,1.0042673,1.3643674,-0.7314144,0.92577976,0.14999999,,-0.65303755,3.1568742,0.97199637,0.019708028,0.15542185,1373,2333.8602166175842
-0.17319565,0.92765397,0.8097819,27480,3.2201644e-10,3.1827264,-0.67676765,213.43457,,-0.70074224,0.92765397,1.0044554,1.364153,-0.7321281,0.9246971,0.14999999,,-0.6526855,3.073173,0.97199637,0.0124346595,0.15533811,1374,2336.179011821747
-0.173754,0.92765397,0.80986685,27500,3.215482e-10,3.1563897,-0.7171717,213.47314,,-0.6778456,0.92765397,1.005408,1.364077,-0.7328466,0.9265806,0.14999999,,-0.6523343,3.1453874,0.97199637,0.0046845973,0.15525317,1375,2338.5597426891327
-0.17601125,0.92765397,0.80995154,27520,3.2108102e-10,3.1729705,-0.67676765,213.51184,,-0.775452,0.92765397,1.0057725,1.364025,-0.7335702,0.926454,0.14999999,,-0.65198463,3.1713803,0.97199637,0.012452602,0.15516847,1376,2342.6140415668488
-0.15749831,0.92765397,0.810035,27540,3.2061484e-10,3.1129267,-0.7777778,213.552,,-0.6613837,0.92765397,1.0101739,1.3640127,-0.7342876,0.9248686,0.14999999,,-0.65162164,3.112915,0.97199637,0.0009458139,0.15508503,1377,2344.917943239212
-0.17615318,0.92765397,0.81011957,27560,3.2014968e-10,3.1645682,-0.67676765,213.5907,,-0.8564867,0.92765397,1.0067842,1.3638322,-0.7350129,0.926472,0.14999999,,-0.65126956,3.1552742,0.97199637,0.012470583,0.15500045,1378,2347.231822013855
-0.15235592,0.92765397,0.810202,27580,3.1968553e-10,3.0958908,-0.7979798,213.63196,,-1.1655492,0.92765397,1.0128604,1.3635345,-0.7357293,0.92385185,0.14999999,,-0.6509031,2.870452,0.97199637,0.0005356068,0.15491802,1379,2350.89640212059
-1.1959056,0.92765397,0.81027514,27600,3.1922237e-10,5.2090874,-1.0,213.68591,,-0.9978995,0.92765397,1.0168743,1.3622317,-0.7364538,0.9110868,0.14999999,,-0.651289,4.782929,0.97199637,6.607509e-07,0.15484488,1380,2353.797740459442
-0.31790087,0.92765397,0.8103538,27620,3.1876024e-10,5.1932592,-1.0,213.73206,,-1.0438147,0.92765397,1.0170473,1.3617276,-0.73717815,0.9189693,0.14999999,,-0.6510361,3.6545913,0.97199637,6.6122936e-07,0.1547662,1381,2357.3859572410583
-0.4646395,0.92765397,0.8104308,27640,3.1829908e-10,8.656516,0.01010101,213.78052,,-0.23026612,0.92765397,1.0139704,1.3616787,-0.737902,0.9167397,0.14999999,,-0.65088946,8.070265e-11,0.97199637,3.0812438,0.1546892,1382,2360.760348558426
-0.58664864,0.92765397,0.8105019,27660,3.1783898e-10,5.1812963,-1.0,213.83691,,-0.9114193,0.92765397,1.0175151,1.3615054,-0.7363983,0.9086614,0.14999999,,-0.65083426,9.151218e-06,0.97199637,6.6071436e-07,0.15461814,1383,2365.052515029907
-0.1745522,0.92765397,0.8105822,27680,3.1737984e-10,3.0847943,-0.8181818,213.88025,,-0.6847021,0.92765397,1.0143359,1.3614788,-0.73712105,0.92184687,0.14999999,,-0.6504781,2.6105237,0.97199637,0.00029784266,0.1545378,1384,2369.1954560279846
-0.17092355,0.92765397,0.81066525,27700,3.1692166e-10,3.2037964,-0.61616164,213.91992,,-0.5680306,0.92765397,1.0058825,1.3614991,-0.73784316,0.9255243,0.14999999,,-0.65012187,2.8425732,0.97199637,0.04725454,0.15445477,1385,2371.4796125888824
-0.19834217,0.92765397,0.8107488,27720,3.1646452e-10,3.2387977,-0.57575756,213.9585,,-0.40591985,0.92765397,1.006486,1.3614199,-0.73853076,0.9264944,0.14999999,,-0.6497921,3.2387805,0.97199637,0.10477087,0.1543712,1386,2373.772824525833
-0.31712255,0.92765397,0.8108296,27740,3.1600836e-10,4.1425867,-0.33333334,214.00085,,-0.36556262,0.92765397,0.9703569,1.3616368,-0.73917645,0.92274857,0.14999999,,-0.6495478,3.2485852,0.97199637,2.702674,0.15429044,1387,2376.676423549652
-0.36647117,0.92765397,0.8109088,27760,3.1555317e-10,3.581798,-0.43434343,214.04517,,-0.3752304,0.92765397,0.9947707,1.3617029,-0.73795044,0.92081076,0.14999999,,-0.64936566,3.453968,0.97199637,0.95738846,0.15421122,1388,2379.008432865143
-0.3517124,0.92765397,0.81098723,27780,3.15099e-10,3.762435,-0.3939394,214.09045,,-0.4624831,0.92765397,0.9869288,1.3616327,-0.73798114,0.9198823,0.14999999,,-0.6491555,3.7513492,0.97199637,1.5303944,0.15413278,1389,2382.916749715805
-0.2554647,0.92765397,0.8110682,27800,3.1464578e-10,3.4918337,-0.45454547,214.13208,,-0.31704307,0.92765397,0.9994,1.3613857,-0.7375997,0.9233952,0.14999999,,-0.6488822,3.4289224,0.97199637,0.7366624,0.15405184,1390,2386.1895554065704
-0.43335682,0.92765397,0.8111414,27820,3.141935e-10,4.116504,-0.33333334,214.18433,,-0.36791316,0.92765397,0.9729938,1.361197,-0.737789,0.9129196,0.14999999,,-0.64872813,4.0781403,0.97199637,2.6989267,0.15397865,1391,2391.545535326004
-0.35598093,0.92765397,0.81122124,27840,3.1374225e-10,3.6434836,-0.41414142,214.22705,,-0.5742595,0.92765397,0.9932115,1.3611445,-0.7365692,0.92241377,0.14999999,,-0.6485377,3.620718,0.97199637,1.2197701,0.15389878,1392,2396.2292749881744
-0.19190659,0.92765397,0.8113028,27860,3.1329195e-10,3.3566816,-0.4949495,214.26746,,-0.5783863,0.92765397,1.0046234,1.3603154,-0.73641145,0.9247916,0.14999999,,-0.6482152,2.80193,0.97199637,0.41284317,0.15381724,1393,2399.181494474411
-0.18945418,0.92765397,0.81138563,27880,3.1284264e-10,3.219813,-0.57575756,214.30579,,-0.5547894,0.92765397,1.0075405,1.3601644,-0.73683274,0.9267834,0.14999999,,-0.6478832,3.2138903,0.97199637,0.10459311,0.15373439,1394,2402.49308013916
-0.19527103,0.92786044,0.8114691,27900,3.1239428e-10,3.2372377,-0.5555556,214.34302,,-0.45202857,0.92786044,1.0082041,1.3601861,-0.73747486,0.92786044,0.14999999,,-0.6475536,3.2330937,0.9721781,0.15160526,0.15365094,1395,2405.460613965988
-0.25603577,0.92786044,0.8115501,27920,3.1194688e-10,3.3421373,-0.4949495,214.38354,,-0.2533321,0.92786044,1.0060856,1.359986,-0.73808277,0.92451006,0.14999999,,-0.64726764,3.2978785,0.9721781,0.41353372,0.15356994,1396,2407.7656116485596
-0.53942376,0.92786044,0.81162304,27940,3.1150044e-10,4.576979,-0.27272728,214.4353,,-0.2978396,0.92786044,0.96146876,1.3598235,-0.7385026,0.9133581,0.14999999,,-0.64718646,4.5233183,0.9721781,4.0464506,0.15349698,1397,2411.380150794983
-0.45778483,0.92786044,0.8116991,27960,3.11055e-10,4.2355175,-0.3131313,214.48242,,-0.5600134,0.92786044,0.9697622,1.3596328,-0.73632586,0.9179652,0.14999999,,-0.647079,4.1819177,0.9721781,3.1402023,0.15342093,1398,2415.4964933395386
-0.1909538,0.92786044,0.8117798,27980,3.1061043e-10,3.25563,-0.53535354,214.52295,,-0.64375955,0.92786044,1.0082567,1.3591932,-0.73479724,0.92464906,0.14999999,,-0.6467751,3.1759975,0.9721781,0.21508327,0.15334022,1399,2417.805559873581
-0.17313947,0.92786044,0.8118623,28000,3.1016686e-10,3.165487,-0.6363636,214.56079,,-0.21233311,0.92786044,1.0069135,1.3590951,-0.73535806,0.92732984,0.14999999,,-0.6464312,3.1585257,0.9721781,0.03081763,0.15325773,1400,2420.1769013404846
-0.61408705,0.92786044,0.8119293,28020,3.0972425e-10,4.940867,-0.23232323,214.62024,,-0.3246652,0.92786044,0.9601809,1.358845,-0.73605007,0.90564716,0.14999999,,-0.6464035,4.871434,0.9721781,4.8269205,0.15319073,1401,2422.635815143585
-0.40988138,0.92786044,0.81200397,28040,3.0928257e-10,3.937912,-0.35353535,214.6687,,-0.22984906,0.92786044,0.98023695,1.3586483,-0.73332417,0.9166959,0.14999999,,-0.6462639,3.9335444,0.9721781,2.2645013,0.15311605,1402,2424.9481353759766
-0.5755187,0.92786044,0.81207526,28060,3.0884184e-10,4.539649,-0.27272728,214.7218,,-0.36453405,0.92786044,0.9645194,1.3586776,-0.7324233,0.911908,0.14999999,,-0.6462279,4.539622,0.9721781,4.021926,0.15304476,1403,2427.298657655716
-0.34714642,0.92786044,0.8121525,28080,3.0840205e-10,3.80072,-0.37373737,214.76648,,-0.5642305,0.92786044,0.9863151,1.3582869,-0.73027325,0.92060757,0.14999999,,-0.6460406,3.7563422,0.9721781,1.8684891,0.15296751,1404,2432.1697914600372
-0.18721941,0.92786044,0.8122331,28100,3.079632e-10,5.243534,-1.0,214.80615,,-1.1517744,0.92786044,1.0144078,1.358222,-0.72965527,0.9254869,0.14999999,,-0.64572436,0.047146767,0.9721781,6.5627387e-07,0.15288693,1405,2435.6630086898804
-1.0913786,0.92786044,0.81230396,28120,3.0752528e-10,5.227756,-1.0,214.85938,,-0.7370852,0.92786044,1.0153414,1.3584018,-0.73036677,0.9117658,0.14999999,,-0.6460316,4.747701,0.9721781,6.5674095e-07,0.15281606,1406,2438.7881228923798
-0.16452558,0.92786044,0.81238407,28140,3.0708827e-10,3.1700306,-0.6363636,214.89941,,-0.4493198,0.92786044,1.0071354,1.3586587,-0.73107773,0.92500764,0.14999999,,-0.64567906,2.5024395,0.9721781,0.030686002,0.15273595,1407,2443.055586338043
-0.2512854,0.92786044,0.8124634,28160,3.0665226e-10,3.373514,-0.47474748,214.94055,,-0.45833087,0.92786044,1.0057316,1.3586446,-0.7317664,0.9241293,0.14999999,,-0.64539415,3.370627,0.9721781,0.5535927,0.15265661,1408,2447.8083021640778
-0.2419745,0.92786044,0.81254125,28180,3.062171e-10,3.3678408,-0.47474748,214.98352,,-0.36249217,0.92786044,1.0063567,1.3585345,-0.7320833,0.9221903,0.14999999,,-0.6451043,3.367488,0.9721781,0.55376816,0.15257877,1409,2451.7665157318115
-0.3469913,0.92786044,0.8126186,28200,3.0578293e-10,3.583319,-0.41414142,215.02698,,-0.18360978,0.92786044,0.9974964,1.3583878,-0.7323998,0.9215681,0.14999999,,-0.64488864,3.546254,0.9721781,1.2146949,0.1525014,1410,2456.135898590088
-0.66655606,0.92786044,0.8126847,28220,3.0534963e-10,4.71289,-0.25252524,215.08618,,-0.33923364,0.92786044,0.9642019,1.3579798,-0.7322477,0.9058626,0.14999999,,-0.6449062,4.660845,0.9721781,4.437385,0.1524353,1411,2462.4304835796356
-0.37760696,0.92786044,0.8127605,28240,3.0491734e-10,3.7785337,-0.37373737,215.13171,,-0.21310239,0.92786044,0.98900336,1.35777,-0.72981626,0.9196406,0.14999999,,-0.6447428,3.778521,0.9721781,1.8676355,0.15235955,1412,2467.1778314113617
-0.6019551,0.92786044,0.8128205,28260,3.044859e-10,4.695033,-0.25252524,215.19922,,-0.24627213,0.92786044,0.9659449,1.3578575,-0.7292024,0.89756405,0.14999999,,-0.6447208,4.690784,0.9721781,4.423892,0.15229952,1413,2471.498965740204
-0.5339791,0.92786044,0.81288964,28280,3.0405542e-10,4.4962597,-0.27272728,215.25378,,-0.17078051,0.92786044,0.9691403,1.3577182,-0.7267839,0.9105225,0.14999999,,-0.64466697,4.4665117,0.9721781,3.999308,0.15223038,1414,2475.899267911911
-0.6856141,0.92786044,0.81294936,28300,3.036258e-10,5.088969,-0.21212122,215.32141,,-0.35285836,0.92786044,0.9677054,1.3576895,-0.7246665,0.8974753,0.14999999,,-0.6447183,5.0825677,0.9721781,5.0785594,0.15217066,1415,2480.7851905822754
-0.3514629,0.92786044,0.81302387,28320,3.031971e-10,23.628782,0.7979798,215.36816,,0.8383825,0.92786044,1.008811,1.3576279,-0.72179025,0.91851187,0.14999999,,-0.6445345,6.2432806e-13,0.9721781,1.0264043e-08,0.15209615,1416,2483.1175758838654
-2.2017498,0.92786044,0.81255937,28340,3.0276928e-10,4.0051675,-0.33333334,216.17847,,-0.22952974,0.92786044,0.98150116,1.3571532,-0.7224963,0.15478799,0.14999999,,-0.64563125,1.3520991e-12,0.9721781,2.6579669,0.15256065,1417,2486.565796136856
-0.5602928,0.92786044,0.81262827,28360,3.0234243e-10,4.2972984,-0.2929293,216.23328,,-0.48586684,0.92786044,0.9743602,1.3569895,-0.7213277,0.91031176,0.14999999,,-0.6455845,4.259501,0.9721781,3.5397167,0.15249175,1418,2491.419020175934
-0.21742605,0.92786044,0.81270766,28380,3.0191644e-10,16.74225,0.47474748,216.27307,,0.580598,0.92786044,1.0491525,1.3566251,-0.7195395,0.92525893,0.14999999,,-0.6453013,4.106841e-09,0.9721781,0.00086069753,0.15241235,1419,2496.0791811943054
-1.9087937,0.92786044,0.8123657,28400,3.0149133e-10,3.5505486,-0.41414142,216.91113,,-0.317038,0.92786044,0.99833024,1.3559653,-0.7202434,0.32711148,0.14999999,,-0.64615947,5.0591855e-09,0.9721781,1.2000179,0.1527543,1420,2500.715463399887
-0.40081093,0.92786044,0.8124387,28420,3.0106714e-10,3.855078,-0.35353535,216.96008,,-0.15156727,0.92786044,0.9869527,1.3558402,-0.7201026,0.91615415,0.14999999,,-0.64598835,3.8550775,0.9721781,2.2347581,0.15268129,1421,2504.6113715171814
-0.72234535,0.92786044,0.8124916,28440,3.0064387e-10,5.550871,-0.17171717,217.0376,,-0.20881486,0.92786044,0.97396415,1.356329,-0.71923465,0.8875258,0.14999999,,-0.64605165,5.427639,0.9721781,5.417229,0.15262842,1422,2508.6048192977905
-0.5957013,0.92786044,0.8125567,28460,3.0022146e-10,4.8265214,-0.23232323,217.09766,,-0.52873516,0.92786044,0.9704283,1.3560255,-0.7161353,0.9052061,0.14999999,,-0.6460352,4.7664504,0.9721781,4.7317452,0.15256333,1423,2513.2217025756836
-0.19731434,0.92786044,0.81263494,28480,2.9979993e-10,5.2750664,-1.0,217.1388,,-0.96861684,0.92786044,1.0127527,1.3556036,-0.71351814,0.92401445,0.14999999,,-0.6457414,0.023287222,0.9721781,6.457685e-07,0.15248507,1424,2519.3303773403168
-0.2690183,0.92786044,0.81271005,28500,2.9937933e-10,3.1425514,-0.7979798,217.1842,,-1.0628966,0.92786044,1.0062075,1.3552518,-0.7142201,0.91965914,0.14999999,,-0.6454686,1.8224013,0.9721781,0.00052420935,0.15240997,1425,2524.14941740036
-0.56236285,0.92786044,0.81278265,28520,2.9895958e-10,5.2626576,-1.0,217.23303,,-0.9152664,0.92786044,1.0145667,1.3565186,-0.7149213,0.9161141,0.14999999,,-0.64540637,4.274357,0.9721781,6.4667506e-07,0.15233737,1426,2528.850736141205
-0.19512153,0.92786044,0.8128591,28540,2.9854072e-10,5.2469845,-1.0,217.27637,,-1.1251029,0.92786044,1.014074,1.3554273,-0.7156223,0.9219202,0.14999999,,-0.6450812,2.7559223,0.9721781,6.471285e-07,0.1522609,1427,2533.6256997585297
-0.9027385,0.92786044,0.8129288,28560,2.9812272e-10,5.231426,-1.0,217.3291,,-1.0392001,0.92786044,1.0149038,1.3555267,-0.71632284,0.9123037,0.14999999,,-0.6452526,4.632635,0.9721781,6.475823e-07,0.15219122,1428,2536.7949180603027
-0.45811358,0.92786044,0.8130019,28580,2.9770564e-10,5.215981,-1.0,217.37683,,-0.88532394,0.92786044,1.0153359,1.3552808,-0.71702284,0.917349,0.14999999,,-0.6451116,4.0639176,0.9721781,6.480357e-07,0.15211815,1429,2539.165813446045
-0.17262231,0.92786044,0.81307834,28600,2.9728942e-10,48.251556,1.0,217.41956,,1.1341058,0.92786044,0.899902,1.3553219,-0.7177224,0.9224126,0.14999999,,-0.6447712,1.5698485e-34,0.9721781,8.084462e-13,0.15204167,1430,2541.5602984428406
-3.1569204,0.92786044,0.81251675,28620,2.9687405e-10,3.5517135,-0.41414142,218.37537,,-0.22628286,0.92786044,0.99794275,1.3541561,-0.71842146,0.009417488,0.14999999,,-0.64660263,4.5894585e-22,0.9721781,1.1978335,0.15260327,1431,2545.083382844925
-0.56192017,0.92786044,0.81258243,28640,2.9645958e-10,4.8353357,-0.23232323,218.43384,,-0.2520713,0.92786044,0.97033656,1.3547018,-0.7182833,0.9066628,0.14999999,,-0.64654535,4.661284,0.9721781,4.7419195,0.15253758,1432,2547.500353574753
-0.50954133,0.92786044,0.8126503,28660,2.9604597e-10,4.4356666,-0.27272728,218.48901,,0.07786921,0.92786044,0.9740282,1.3544897,-0.7156755,0.90991586,0.14999999,,-0.6464709,4.3852262,0.9721781,3.9551282,0.1524697,1433,2551.7535948753357
-1.298994,0.92786044,0.8124221,28680,2.956332e-10,5.215195,-1.0,218.96875,,-1.0130236,0.92786044,1.0145378,1.3539712,-0.71361685,0.48535058,0.14999999,,-0.6469446,5.9762216e-11,0.9721781,6.4583253e-07,0.15269792,1434,2554.1309213638306
-0.3690604,0.92786044,0.81249577,28700,2.9522132e-10,5.19992,-1.0,219.01587,,-1.0657436,0.92786044,1.0148118,1.3535879,-0.7143139,0.9180214,0.14999999,,-0.64674145,3.832329,0.9721781,6.4628233e-07,0.15262425,1435,2556.5679626464844
-0.5643861,0.92786044,0.81256783,28720,2.948103e-10,5.1847563,-1.0,219.06494,,-1.0333081,0.92786044,1.0153793,1.3534713,-0.7150106,0.91611344,0.14999999,,-0.6466743,4.2482977,0.9721781,6.4673304e-07,0.15255219,1436,2559.195581674576
-0.43098876,0.92786044,0.8126403,28740,2.9440012e-10,5.169701,-1.0,219.11328,,-1.0793421,0.92786044,1.0157712,1.3531983,-0.7157067,0.9167802,0.14999999,,-0.6465142,3.9928935,0.9721781,6.471834e-07,0.15247971,1437,2561.905259370804
-0.6248656,0.92786044,0.8127119,28760,2.9399078e-10,5.1547546,-1.0,219.16284,,-0.87809217,0.92786044,1.0163931,1.3531355,-0.71640235,0.9154076,0.14999999,,-0.6464887,4.3195634,0.9721781,6.476335e-07,0.15240812,1438,2564.590819120407
-0.16811827,0.92786044,0.81278807,28780,2.9358233e-10,13.407608,0.21212122,219.20569,,0.2868566,0.92786044,0.95374274,1.3525888,-0.7170975,0.9224926,0.14999999,,-0.64614546,1.0641434e-11,0.9721781,0.2818616,0.15233195,1439,2567.64982008934
-1.6858852,0.92786044,0.8125343,28800,2.9317473e-10,3.1353195,-0.8181818,219.72351,,-1.1024058,0.92786044,1.0073766,1.3521751,-0.71759635,0.4471507,0.14999999,,-0.64690125,2.355427e-11,0.9721781,0.00029208383,0.15258574,1440,2570.567748069763
-0.74780405,0.92786044,0.8126047,28820,2.9276795e-10,5.14656,-1.0,219.77454,,-1.0741816,0.92786044,1.0174195,1.3533261,-0.7182903,0.91418165,0.14999999,,-0.6469666,4.4501696,0.9721781,6.4885757e-07,0.15251529,1441,2573.02232837677
