LQGsigma_higher,IWMin,ReturnStepMax,ReturnLastEpisode,Regret,ReturnMax,LQGmu1_actor,IWMax,DenMISELogFirst,ReturnMin,IWMean,Regret/t,DenMISELogLast,ReturnMean,LQGmu1_higher,Iteration,DenMISEMeanLog,IWLastEpisode,TimestepsSoFar,TimeElapsed,ReturnAbsMax,Delta,Bound,IWFirstEpisode
0.14999999,,0.97603506,0.93091345,118.35339,0.9318951,-0.27177167,3.8056912,-0.8222489,,0.98082507,0.18846077,-0.35977685,0.77665925,-0.5555556,628,-0.73468083,3.7948296,12560,801.0779824256897,0.9318951,1.5414597e-09,1.5959039,0.0054965913
0.14999999,,0.97603506,0.920225,118.398254,0.9318951,0.10246664,11.80859,-0.8238312,,0.9280763,0.18823254,-0.42538345,0.7768875,0.37373737,629,-0.7342216,0.00038740717,12580,801.9126765727997,0.9318951,1.5365623e-09,1.5956843,0.29954934
0.14999999,,0.97603506,0.49767932,118.86572,0.9318951,-0.30025387,4.1005764,-0.82494366,,1.009696,0.1886757,-1.0216726,0.7764443,-0.27272728,630,-0.7347997,0.32355732,12600,802.8796770572662,0.9318951,1.5316883e-09,1.5930681,1.081656
0.14999999,,0.97603506,0.9254462,118.905365,0.9318951,-0.49688727,3.893085,-0.82481426,,1.0029303,0.18843955,-0.40359575,0.77668047,-0.35353535,631,-0.7342618,3.7385213,12620,804.7233228683472,0.9318951,1.5268374e-09,1.5920653,0.34394675
0.14999999,,0.97603506,0.92987895,118.94064,0.9318951,-0.36383963,3.8021543,-0.8258529,,0.98319864,0.1881972,-0.35809484,0.7769228,-0.5151515,632,-0.73366433,3.7767482,12640,806.4705975055695,0.9318951,1.5220094e-09,1.59235,0.014579283
0.14999999,,0.97603506,0.924024,118.98169,0.9318951,0.6916294,15.308268,-0.8274108,,0.94161415,0.1879648,-0.36986914,0.7771552,0.6969697,633,-0.7331182,5.3092416e-11,12660,808.265195608139,0.9318951,1.5172045e-09,1.5909201,0.00014944198
0.14999999,,0.97603506,0.2644776,119.68237,0.9318951,-0.37624454,3.8483944,-0.8289891,,1.0030996,0.18877345,-1.7182021,0.77634656,-0.37373737,634,-0.7347758,1.6485054e-10,12680,810.1788327693939,0.9318951,1.512422e-09,1.5905867,0.24787062
0.14999999,,0.97603506,0.9263626,119.7211,0.9318951,-0.3836068,3.81168,-0.83017427,,1.0023386,0.18853718,-0.36346298,0.77658284,-0.3939394,635,-0.73418844,3.798805,12700,811.6767454147339,0.9318951,1.5076622e-09,1.5893865,0.17489715
0.14999999,,0.97603506,0.9240837,119.762146,0.9318951,0.16086307,7.6168804,-0.83147246,,1.0921451,0.18830526,-0.35726792,0.77681476,0.09090909,636,-0.73359424,0.02552171,12720,813.1191029548645,0.9318951,1.5029249e-09,1.5888937,5.201236
0.14999999,,0.97603506,0.48156837,120.24567,0.9318951,-0.635045,3.6315312,-0.8248988,,1.0144271,0.18876874,-1.1350583,0.7763513,-0.8181818,637,-0.7340858,4.6453152e-09,12740,814.5676774978638,0.9318951,1.4982098e-09,1.5884124,1.6969997e-06
0.14999999,,0.97603506,0.9302173,120.28061,0.9318951,-0.6290795,3.78162,-0.8264674,,0.9894158,0.18852758,-0.3406315,0.77659243,-0.4949495,638,-0.73344874,2.4173284,12760,816.213390827179,0.9318951,1.4935169e-09,1.5900402,0.023079418
0.14999999,,0.97603506,0.9304475,120.31525,0.9318951,-0.53766614,3.7144198,-0.8279974,,0.9891533,0.18828678,-0.33952805,0.77683324,-0.65656567,639,-0.73285073,3.6726775,12780,817.1341586112976,0.9318951,1.4888459e-09,1.5905447,0.0003544381
0.14999999,,0.97603506,0.92946833,120.35095,0.9318951,-0.47394288,3.7558,-0.8295605,,0.98732793,0.18804836,-0.34503034,0.77707165,-0.53535354,640,-0.7322637,3.7550175,12800,818.175775051117,0.9318951,1.4841969e-09,1.5889884,0.00908336
0.14999999,,0.97603506,0.9270401,120.38898,0.9318951,-0.60431623,3.7462344,-0.8311076,,0.9965331,0.18781435,-0.342584,0.77730566,-0.47474748,641,-0.7316775,3.7462344,12820,819.6972844600677,0.9318951,1.4795697e-09,1.5879828,0.036023438
0.14999999,,0.97603506,0.93095326,120.42319,0.9318951,-0.4744302,3.683461,-0.8326103,,0.9915683,0.18757504,-0.333337,0.777545,-0.65656567,642,-0.7310643,3.4933171,12840,820.9668607711792,0.9318951,1.474964e-09,1.5880778,0.00035607687
0.14999999,,0.97603506,0.92845136,120.45984,0.9318951,-0.49986365,3.725771,-0.83416617,,0.99942344,0.18734038,-0.33707398,0.77777964,-0.47474748,643,-0.7304666,3.7256944,12860,821.9990916252136,0.9318951,1.4703798e-09,1.5874431,0.03613378
0.14999999,,0.97603506,0.9305264,120.494446,0.9318951,-0.44352114,3.7056694,-0.835664,,0.99847263,0.18710315,-0.3316036,0.77801687,-0.4949495,644,-0.7298502,3.7033894,12880,823.121209859848,0.9318951,1.4658171e-09,1.5863366,0.023292646
0.14999999,,0.97603506,0.9278055,120.5318,0.9318951,-0.20717219,3.7299428,-0.83717936,,1.0086787,0.18687093,-0.33196512,0.7782491,-0.41414142,645,-0.7292376,3.6362941,12900,824.1849911212921,0.9318951,1.4612754e-09,1.5853885,0.12189632
0.14999999,,0.97603506,0.91067857,120.58618,0.9318951,-0.18396331,4.6284075,-0.8385396,,1.0266837,0.1866659,-0.48295277,0.7784541,-0.17171717,646,-0.728845,4.192091,12920,825.7335896492004,0.9318951,1.4567548e-09,1.5852981,3.052643
0.14999999,,0.97603506,0.90350556,120.64783,0.9318951,-0.3053782,4.1308584,-0.8353721,,1.0149428,0.18647265,-0.50756186,0.77864736,-0.25252524,647,-0.7284646,3.9800029,12940,826.9743926525116,0.9318951,1.4522552e-09,1.5841519,1.3909442
0.14999999,,0.97603506,0.92241955,120.69049,0.9318951,-0.14317468,3.8859863,-0.83476895,,1.0136762,0.18625075,-0.37891954,0.7788693,-0.3131313,648,-0.7279045,3.8797288,12960,828.1798357963562,0.9318951,1.4477765e-09,1.5828437,0.6387644
0.14999999,,0.97603506,0.8966726,120.75897,0.9318951,-0.07401365,5.284234,-0.8353257,,1.0564063,0.18606925,-0.55951655,0.77905077,-0.09090909,649,-0.72762614,4.3797593,12980,830.0058133602142,0.9318951,1.4433182e-09,1.5830574,4.9800076
0.14999999,,0.97603506,0.8422089,120.881836,0.9318951,-0.87881964,6.870478,-0.82922125,,0.9639783,0.1859721,-0.6716663,0.7791479,-1.0,650,-0.72745675,2.7623098e-08,13000,831.8073360919952,0.9318951,1.4388808e-09,1.5820979,1.048572e-09
0.14999999,,0.97603506,0.92742807,120.919556,0.9318951,0.6521641,9.894347,-0.8307586,,1.0289243,0.18574429,-0.34324944,0.77937573,0.23232323,651,-0.72692543,4.554157e-12,13020,833.6797454357147,0.9318951,1.4344635e-09,1.5813795,1.9527061
0.14999999,,0.97603506,0.28932112,121.59534,0.9318951,0.517427,14.136446,-0.82929844,,0.9265526,0.18649596,-1.7181886,0.77862406,0.57575756,652,-0.7284085,13.021965,13040,835.3352980613708,0.9318951,1.430067e-09,1.5806067,0.0044714743
0.14999999,,0.97603506,0.36314315,122.19736,0.9318951,-0.20240971,4.57021,-0.83082414,,1.0312371,0.18713224,-1.6039422,0.7779878,-0.17171717,653,-0.72987145,0.00034510903,13060,836.6412682533264,0.9318951,1.4256902e-09,1.5805922,3.029181
0.14999999,,0.97603506,0.90758616,122.25485,0.9318951,-0.49908677,3.6803534,-0.8277262,,0.99212795,0.18693405,-0.47182253,0.77818596,-0.6969697,654,-0.7294319,0.01858649,13080,837.6939494609833,0.9318951,1.4213337e-09,1.5802189,0.00010400634
0.14999999,,0.97603506,0.9287734,122.29123,0.9318951,-0.32856008,3.9380698,-0.8292539,,1.0164583,0.18670416,-0.33028692,0.77841586,-0.2929293,655,-0.7288363,1.4390798,13100,839.2788763046265,0.9318951,1.4169971e-09,1.580647,0.8382856
0.14999999,,0.97603506,0.92291933,122.333405,0.9318951,-0.44577712,3.722623,-0.8295005,,1.0116596,0.18648386,-0.35946956,0.77863616,-0.3939394,656,-0.72825027,3.4648285,13120,840.6706824302673,0.9318951,1.4126802e-09,1.5797586,0.17477934
0.14999999,,0.97603506,0.927412,122.371124,0.9318951,-0.72179496,3.6866612,-0.8307573,,0.9988032,0.18625742,-0.32560742,0.7788626,-0.4949495,657,-0.72762173,3.4905427,13140,842.2464900016785,0.9318951,1.408383e-09,1.5792623,0.023178637
0.14999999,,0.97603506,0.93019885,122.406006,0.9318951,-0.7126037,3.6706336,-0.83224297,,0.9932373,0.18602741,-0.31947383,0.7790926,-0.6969697,658,-0.7270051,3.6109102,13160,843.1447973251343,0.9318951,1.4041055e-09,1.5783455,0.00010447716
0.14999999,,0.97603506,0.9299693,122.44122,0.9318951,-0.6933067,3.6613345,-0.8337614,,1.0098336,0.18579853,-0.31644726,0.7793215,-0.8181818,659,-0.72639424,2.8488727,13180,844.9449009895325,0.9318951,1.3998475e-09,1.5778935,1.7121062e-06
0.14999999,,0.97603506,0.92962223,122.476685,0.9318951,-0.95873433,3.6647751,-0.8352777,,0.9921786,0.18557078,-0.3161417,0.77954924,-0.65656567,660,-0.7257598,3.5407033,13200,846.2435264587402,0.9318951,1.3956085e-09,1.5783674,0.00035702795
0.14999999,,0.97603506,0.92522097,122.5166,0.9318951,1.2230941,31.596884,-0.83679116,,1.022918,0.18535036,-0.45982185,0.77976966,1.0,661,-0.72537106,3.954987e-37,13220,847.8333849906921,0.9318951,1.3913891e-09,1.5778843,1.7780222e-09
0.14999999,,0.97603506,0.0120643955,123.469604,0.9318951,-1.1594827,6.9212575,-0.83830285,,0.9627998,0.18651003,-3.519941,0.77861,-1.0,662,-0.72958153,,13240,849.3206472396851,0.9318951,1.3871887e-09,1.5777979,1.0581374e-09
0.14999999,,0.97603506,0.9165729,123.51819,0.9318951,-0.78854954,6.859991,-0.8398123,,0.9661678,0.18630195,-1.4204972,0.7788181,-1.0,663,-0.7306832,6.2555075,13260,850.6669268608093,0.9318951,1.3830072e-09,1.5779059,1.059737e-09
0.14999999,,0.97603506,0.92978126,123.55359,0.9318951,-0.77794707,3.6349177,-0.84131944,,0.9992795,0.18607461,-0.30823857,0.7790454,-0.7171717,664,-0.7301014,3.2323277,13280,852.1096353530884,0.9318951,1.3788446e-09,1.574978,5.5585966e-05
0.14999999,,0.97603506,0.9293846,123.58923,0.9318951,-0.9340909,3.6277673,-0.8428243,,1.0123974,0.18584847,-0.30432418,0.77927154,-0.8181818,665,-0.729464,3.4782581,13300,853.6509239673615,0.9318951,1.3747009e-09,1.574772,1.7276932e-06
0.14999999,,0.97603506,0.92595553,123.62848,0.9318951,-0.19548255,4.600026,-0.8443269,,1.028773,0.1856283,-0.403319,0.7794917,-0.17171717,666,-0.7289577,9.787917e-06,13320,855.2923593521118,0.9318951,1.3705758e-09,1.5739205,3.0703611
0.14999999,,0.97603506,0.9074347,123.6861,0.9318951,-1.2271386,3.6481292,-0.8412277,,1.0130516,0.18543643,-0.48458782,0.7796836,-0.83838385,667,-0.7285508,0.0004428998,13340,856.6527433395386,0.9318951,1.366469e-09,1.5729645,8.156625e-07
0.14999999,,0.97603506,0.9138457,123.73743,0.9318951,-0.91499776,6.834343,-0.8427258,,0.9706316,0.18523562,-2.0497231,0.7798844,-1.0,668,-0.73051107,6.5627933,13360,858.2122104167938,0.9318951,1.3623811e-09,1.5775781,1.062828e-09
0.14999999,,0.97603506,0.9263278,123.77612,0.9318951,-0.907642,6.775256,-0.8442217,,0.9695072,0.18501663,-0.369565,0.7801034,-1.0,669,-0.73001885,3.2778325,13380,859.7874772548676,0.9318951,1.358311e-09,1.5737133,1.0644186e-09
0.14999999,,0.97603506,0.9269501,123.81439,0.9318951,-0.20822039,4.1162167,-0.8457154,,1.0171313,0.18479759,-0.35714293,0.78032243,-0.25252524,670,-0.7295112,0.0002741143,13400,861.4990055561066,0.9318951,1.3542595e-09,1.5730119,1.405406
0.14999999,,0.97603506,0.9109026,123.86859,0.9318951,-0.35616356,4.307774,-0.84511137,,1.024235,0.18460298,-0.46855333,0.78051704,-0.21212122,671,-0.729099,4.247781,13420,862.7471759319305,0.9318951,1.3502259e-09,1.5718901,2.1542192
0.14999999,,0.97603506,0.926369,123.90735,0.9318951,-0.43184403,3.7830179,-0.84339523,,1.0117208,0.1843859,-0.34955576,0.7807341,-0.35353535,672,-0.7285005,3.7719185,13440,864.7593512535095,0.9318951,1.3462103e-09,1.5709745,0.35039735
0.14999999,,0.97603506,0.92899203,123.94342,0.9318951,0.73012084,16.843521,-0.84436095,,0.94691354,0.1841656,-0.33017978,0.7809544,0.7979798,673,-0.72789323,9.36301e-15,13460,866.1453847885132,0.9318951,1.3422128e-09,1.5709484,5.4438183e-06
0.14999999,,0.97603506,0.23884149,124.66974,0.9318951,0.5751687,13.057272,-0.84584576,,0.89506316,0.1849699,-1.7674699,0.7801501,0.45454547,674,-0.7295255,2.880765,13480,867.5129637718201,0.9318951,1.3382327e-09,1.5702511,0.07066475
0.14999999,,0.97603506,0.33358932,125.30121,0.9318951,-0.88732225,6.7674828,-0.84722346,,0.9681977,0.18563145,-1.6556929,0.77948856,-1.0,675,-0.73106027,1.5785646e-23,13500,868.8907058238983,0.9318951,1.3342706e-09,1.5699615,1.0676189e-09
0.14999999,,0.97603506,0.9271013,125.33923,0.9318951,-1.0080028,3.6182966,-0.84870386,,1.0138247,0.18541306,-0.34103563,0.77970695,-0.8181818,676,-0.7305336,3.363513,13520,870.408634185791,0.9318951,1.330326e-09,1.5703428,1.7378809e-06
0.14999999,,0.97603506,0.92357033,125.3808,0.9318951,-0.43390244,3.741236,-0.85018206,,1.0082538,0.18520063,-0.5684553,0.7799194,-0.3939394,677,-0.73027563,0.0010778535,13540,871.8314447402954,0.9318951,1.3263989e-09,1.5692117,0.1784317
0.14999999,,0.97603506,0.92954606,125.41644,0.9318951,-0.95469433,6.727701,-0.85139453,,0.9701718,0.18497998,-0.33194548,0.78014004,-1.0,678,-0.729678,0.0029933853,13560,873.2589554786682,0.9318951,1.322489e-09,1.5684736,1.0720816e-09
0.14999999,,0.97603506,0.92523706,125.45624,0.9318951,-0.55133927,3.710409,-0.8528684,,0.9971469,0.18476623,-0.42846137,0.7803538,-0.47474748,679,-0.7292814,0.024423152,13580,874.6863677501678,0.9318951,1.3185968e-09,1.5683616,0.036815923
0.14999999,,0.97603506,0.9314103,125.48999,0.9318951,-0.79728806,3.6302626,-0.85428584,,1.0148355,0.18454409,-0.33199683,0.78057593,-0.83838385,680,-0.7287032,0.59403735,13600,876.6159389019012,0.9318951,1.3147213e-09,1.567722,8.263838e-07
0.14999999,,0.97603506,0.92779243,125.52728,0.9318951,-0.4850567,3.709125,-0.8557553,,0.9860388,0.1843279,-0.29930246,0.7807921,-0.5555556,681,-0.7280528,0.97915757,13620,878.0140812397003,0.9318951,1.310863e-09,1.5672085,0.0056838826
0.14999999,,0.97603506,0.93117034,125.56122,0.9318951,0.24082762,7.2678885,-0.85721433,,1.0728066,0.18410736,-0.32703808,0.78101265,0.05050505,682,-0.7274869,0.0062905876,13640,879.416181564331,0.9318951,1.3070216e-09,1.566568,5.9960103
0.14999999,,0.97603506,0.46185806,126.064575,0.9318951,-0.4292223,3.6935205,-0.8499262,,0.99938625,0.18457472,-1.3170873,0.7805453,-0.47474748,683,-0.72824836,0.00011351536,13660,880.832267999649,0.9318951,1.3031971e-09,1.5663707,0.036707766
0.14999999,,0.97603506,0.9298715,126.09973,0.9318951,-0.12074742,3.712504,-0.85133547,,1.0112147,0.18435633,-0.32670602,0.7807637,-0.3939394,684,-0.727664,3.5866675,13680,882.2377526760101,0.9318951,1.2993894e-09,1.5656434,0.17863764
0.14999999,,0.97603506,0.88628757,126.17865,0.9318951,-0.90180904,3.6335266,-0.85253525,,1.0134763,0.18420237,-0.6022524,0.78091764,-0.83838385,685,-0.72746634,5.2010735e-05,13700,883.6317794322968,0.9318951,1.2955984e-09,1.5643548,8.249381e-07
0.14999999,,0.97603506,0.927048,126.216675,0.9318951,-1.1049651,6.7328424,-0.8539941,,0.96892774,0.18398935,-0.349604,0.7811307,-1.0,686,-0.7268978,3.0450907,13720,885.0458934307098,0.9318951,1.2918238e-09,1.5632212,1.0748724e-09
0.14999999,,0.97603506,0.9200456,126.26178,0.9318951,0.5107215,10.748804,-0.85545075,,0.9891498,0.18378711,-1.0076722,0.7813329,0.27272728,687,-0.7273548,3.5036376e-18,13740,886.4735984802246,0.9318951,1.2880658e-09,1.563297,1.2852519
0.14999999,,0.97603506,0.3663728,126.86047,0.9318951,0.44375268,14.65748,-0.8550362,,0.9738287,0.18439025,-1.6235346,0.7807298,0.61616164,688,-0.7286797,10.534521,13760,887.8801183700562,0.9318951,1.2843241e-09,1.5648775,0.0015900804
0.14999999,,0.97603506,0.39631623,127.42932,0.9318951,-1.0252459,6.696563,-0.8564863,,0.97148305,0.1849482,-1.5576156,0.7801718,-1.0,689,-0.72993076,9.6505495e-20,13780,889.2843706607819,0.9318951,1.2805987e-09,1.5629709,1.0775553e-09
0.14999999,,0.97603506,0.92319053,127.47125,0.9318951,-0.12392102,4.632844,-0.8579366,,1.024878,0.18474096,-0.61847466,0.78037906,-0.17171717,690,-0.72981364,4.5979573e-07,13800,890.6980445384979,0.9318951,1.2768895e-09,1.5623538,3.1124332
0.14999999,,0.97603506,0.8857485,127.55066,0.9318951,-0.78812015,6.651354,-0.85488427,,0.9727998,0.18458849,-0.59855825,0.7805315,-1.0,691,-0.72959024,1.8945099e-07,13820,892.1336216926575,0.9318951,1.2731963e-09,1.561588,1.0758302e-09
0.14999999,,0.97603506,0.9287338,127.586975,0.9318951,-0.9272531,3.6009517,-0.8563304,,1.012971,0.18437427,-0.30224714,0.78074574,-0.8181818,692,-0.729015,3.5266426,13840,893.9131419658661,0.9318951,1.2695194e-09,1.5613436,1.7511873e-06
0.14999999,,0.97603506,0.92589474,127.62622,0.9318951,0.05757747,5.1661563,-0.85777444,,1.040672,0.18416482,-0.37285432,0.7809552,-0.11111111,693,-0.72848415,1.4399296e-06,13860,895.6878247261047,0.9318951,1.2658581e-09,1.5611708,4.627093
0.14999999,,0.97603506,0.50951517,128.08179,0.9318951,-0.8001408,3.6095545,-0.85256165,,1.0151871,0.18455589,-0.9644092,0.7805641,-0.83838385,694,-0.72876847,1.2484075e-07,13880,897.1626360416412,0.9318951,1.2622127e-09,1.5598686,8.249601e-07
0.14999999,,0.97603506,0.9290237,128.11792,0.9318951,-0.63906,3.5960522,-0.8540015,,1.0161396,0.18434232,-0.29606417,0.7807777,-0.83838385,695,-0.728126,3.4616487,13900,898.9448063373566,0.9318951,1.2585831e-09,1.5586371,8.2614895e-07
0.14999999,,0.97603506,0.9307228,128.15228,0.9318951,-0.49926645,3.7185233,-0.85543936,,0.9816591,0.18412685,-0.32874653,0.78099316,-0.5959596,696,-0.7275308,3.5453856,13920,900.8898236751556,0.9318951,1.254969e-09,1.560836,0.0019994972
0.14999999,,0.97603506,0.9284474,128.18903,0.9318951,-0.22878283,3.709076,-0.85687226,,0.99451303,0.18391538,-0.33269295,0.78120464,-0.4949495,697,-0.7269922,3.7078803,13940,901.8520972728729,0.9318951,1.2513706e-09,1.5600235,0.02379192
0.14999999,,0.97603506,0.91792953,128.23615,0.9318951,-0.59715414,4.1219487,-0.8582718,,1.0167083,0.18371946,-0.45067123,0.78140056,-0.25252524,698,-0.72660583,4.1219487,13960,903.2577092647552,0.9318951,1.2477875e-09,1.560869,1.423164
0.14999999,,0.97603506,0.92960733,128.27173,0.9318951,-0.47227997,3.6910763,-0.8576666,,0.98361325,0.1835075,-0.3293366,0.7816125,-0.61616164,699,-0.7260156,3.667424,13980,904.4913053512573,0.9318951,1.24422e-09,1.558842,0.0011568522
0.14999999,,0.97603506,0.92999244,128.30682,0.9318951,-0.57436717,3.6956134,-0.85909456,,1.0048788,0.18329549,-0.32649174,0.7818245,-0.43434343,700,-0.72546977,3.570449,14000,906.0208191871643,0.9318951,1.2406675e-09,1.5582012,0.08468302
0.14999999,,0.97603506,0.92869616,128.34326,0.9318951,-0.7371803,3.677772,-0.8604011,,0.9863211,0.18308598,-0.32474884,0.78203404,-0.5959596,701,-0.72489285,3.6421335,14020,907.6964843273163,0.9318951,1.2371303e-09,1.5581276,0.0020094435
0.14999999,,0.97603506,0.92984796,128.37854,0.9318951,0.11637804,7.308279,-0.8618238,,1.0728524,0.1828754,-0.2990161,0.7822446,0.05050505,702,-0.72430724,3.68757e-06,14040,909.0882925987244,0.9318951,1.2336082e-09,1.5572848,6.0237117
0.14999999,,0.97603506,0.49069318,128.8529,0.9318951,0.2953441,12.87119,-0.85470307,,0.9208311,0.18329006,-1.0904809,0.78182995,0.43434343,703,-0.724729,0.83690184,14060,910.363837480545,0.9318951,1.2301011e-09,1.5567752,0.10569939
0.14999999,,0.97603506,0.4476999,129.37036,0.9318951,-0.36773777,3.6398263,-0.8559742,,0.9910034,0.1837647,-1.3990704,0.7813553,-0.67676765,704,-0.72580606,8.170155e-09,14080,911.7727739810944,0.9318951,1.226609e-09,1.5564855,0.00019927279
0.14999999,,0.97603506,0.9274946,129.40796,0.9318951,-0.25175762,3.7856002,-0.8573934,,1.0101705,0.18355739,-0.34407586,0.7815626,-0.35353535,705,-0.7252789,3.7351017,14100,913.6281592845917,0.9318951,1.2231317e-09,1.5559008,0.3553368
0.14999999,,0.97603506,0.91218674,129.46094,0.9318951,-0.19597813,3.940456,-0.8583069,,1.0126411,0.18337238,-0.4226792,0.78174764,-0.2929293,706,-0.7248378,3.9086483,14120,915.0603876113892,0.9318951,1.2196694e-09,1.5546359,0.8629976
0.14999999,,0.97603506,0.9127063,129.5133,0.9318951,0.05074404,4.776751,-0.8585007,,1.0320683,0.18318713,-0.4859708,0.7819329,-0.15151516,707,-0.7244838,4.13803,14140,916.4911980628967,0.9318951,1.2162217e-09,1.5543408,3.6195018
0.14999999,,0.97603506,0.5021153,129.97638,0.9318951,-0.06773554,9.189565,-0.8548077,,1.0641061,0.18358243,-0.95316213,0.7815376,0.17171717,708,-0.72476405,4.9835005,14160,917.9309809207916,0.9318951,1.2127884e-09,1.5553513,3.392796
0.14999999,,0.97603506,0.85374665,130.0877,0.9318951,0.104755096,5.8159513,-0.85143846,,1.0643723,0.18348056,-0.6990155,0.78163946,-0.05050505,709,-0.7246431,5.3153534,14180,919.3312454223633,0.9318951,1.2093697e-09,1.554591,5.8068047
0.14999999,,0.97603506,0.49257612,130.5603,0.9318951,-1.1430439,3.627903,-0.8446911,,1.010964,0.18388772,-1.056122,0.7812323,-0.83838385,710,-0.7250226,1.9898714e-08,14200,920.7741758823395,0.9318951,1.2059653e-09,1.5511079,8.1849265e-07
0.14999999,,0.97603506,0.91747624,130.60791,0.9318951,-1.1967192,6.7654724,-0.8460986,,0.96947795,0.18369609,-1.2765137,0.7814239,-1.0,711,-0.7257846,6.049611,14220,922.2000982761383,0.9318951,1.2025755e-09,1.5536164,1.0664182e-09
0.14999999,,0.97603506,0.91437495,130.65869,0.9318951,-0.9290301,6.711128,-0.8475041,,0.97276163,0.18350935,-1.7243876,0.78161067,-1.0,712,-0.72723305,6.3129554,14240,923.8917982578278,0.9318951,1.1991997e-09,1.5540197,1.0679183e-09
0.14999999,,0.97603506,0.9262391,130.69751,0.9318951,-1.0530456,6.657799,-0.8489076,,0.97203916,0.18330652,-0.37722093,0.7818135,-1.0,713,-0.72678316,3.4676433,14260,925.3341603279114,0.9318951,1.1958383e-09,1.5508482,1.0694184e-09
0.14999999,,0.97603506,0.9221087,130.74054,0.9318951,-1.0517453,6.6054564,-0.85030913,,0.9737222,0.18311,-0.72406745,0.78201,-1.0,714,-0.7268214,5.1537223,14280,926.7717072963715,0.9318951,1.1924909e-09,1.5499042,1.0709187e-09
0.14999999,,0.97603506,0.9224122,130.78326,0.9318951,0.1679866,6.6267743,-0.8517087,,1.080213,0.18291366,-0.7125376,0.78220636,0.01010101,715,-0.72684115,7.1221334e-11,14300,928.2161340713501,0.9318951,1.1891577e-09,1.5496547,6.230706
0.14999999,,0.97603506,0.4805472,131.26788,0.9318951,-0.815503,6.563241,-0.8444298,,0.9753558,0.183335,-1.1840919,0.781785,-1.0,716,-0.7273716,5.932706e-13,14320,929.6662390232086,0.9318951,1.1858383e-09,1.5489898,1.0646398e-09
0.14999999,,0.97603506,0.9289012,131.30402,0.9318951,-0.49731648,3.7970433,-0.8458255,,1.0061015,0.18312979,-0.2962323,0.78199023,-0.35353535,717,-0.7268075,0.03117551,14340,931.1377046108246,0.9318951,1.1825328e-09,1.5479364,0.35124993
0.14999999,,0.97603506,0.9309681,131.3382,0.9318951,-0.28474414,3.708813,-0.84672946,,0.98648405,0.18292224,-0.33069268,0.7821978,-0.53535354,718,-0.72624916,3.5848718,14360,932.5725963115692,0.9318951,1.1792411e-09,1.5493039,0.009240654
0.14999999,,0.97603506,0.92246383,131.38086,0.9318951,-0.4458719,4.0154796,-0.84810835,,1.0114971,0.18272722,-0.3917525,0.7823928,-0.27272728,719,-0.72580427,3.9224834,14380,934.0195896625519,0.9318951,1.1759631e-09,1.547256,1.1070048
0.14999999,,0.97603506,0.9287268,131.4173,0.9318951,-0.55241865,3.6844196,-0.84795976,,0.99686694,0.18252403,-0.32610205,0.782596,-0.47474748,720,-0.725235,3.6173968,14400,935.4609622955322,0.9318951,1.1726989e-09,1.5477167,0.036635652
0.14999999,,0.97603506,0.92982113,131.45264,0.9318951,-0.4143479,3.688209,-0.8492968,,0.9856619,0.18231982,-0.32677016,0.7828002,-0.5555556,721,-0.7246883,3.6867044,14420,936.9238305091858,0.9318951,1.1694481e-09,1.5468688,0.0056472905
0.14999999,,0.97603506,0.9283283,131.48938,0.9318951,1.0109893,32.879906,-0.8506749,,1.0239553,0.18211824,-0.32370374,0.7830018,1.0,722,-0.72415423,1.8186818e-19,14440,938.341961145401,0.9318951,1.166211e-09,1.5469218,1.8028797e-09
0.14999999,,0.97603506,0.019751817,132.43475,0.9318951,-0.34161633,3.6716156,-0.85205907,,1.0047637,0.1831739,-2.188202,0.7819461,-0.43434343,723,-0.7261671,1.6381481e-19,14460,939.7769591808319,0.9318951,1.162987e-09,1.5463395,0.08408933
0.14999999,,0.97603506,0.926678,132.47314,0.9318951,0.49824506,10.81894,-0.8533249,,1.0020206,0.18297398,-0.34689975,0.78214604,0.27272728,724,-0.7256384,0.00085707183,14480,941.2048726081848,0.9318951,1.1597767e-09,1.5460324,1.2825226
0.14999999,,0.97603506,0.3722698,133.06604,0.9318951,0.8305011,15.695778,-0.8529353,,0.97209084,0.18353933,-1.6261729,0.7815807,0.67676765,725,-0.7268836,6.660038,14500,942.7272019386292,0.9318951,1.1565794e-09,1.5456209,0.0002825606
0.14999999,,0.97603506,0.16545591,133.8656,0.9318951,-0.04338807,3.7609882,-0.85431325,,1.0112697,0.18438786,-1.8804361,0.78073215,-0.35353535,726,-0.7285205,5.144573e-13,14520,944.1861996650696,0.9318951,1.1533955e-09,1.5455968,0.35424396
0.14999999,,0.97603506,0.76196086,134.06879,0.9318951,-0.33814448,6.090707,-0.8552019,,1.0689607,0.18441373,-0.7523425,0.7807063,-0.030303031,727,-0.72853947,5.622178,14540,945.6528217792511,0.9318951,1.1502247e-09,1.5439519,6.0758924
0.14999999,,0.97603506,0.9247788,134.10913,0.9318951,-0.31379136,3.7496626,-0.8482537,,1.0121298,0.18421584,-0.34850636,0.7809042,-0.35353535,728,-0.7279261,3.7487555,14560,947.1201450824738,0.9318951,1.1470668e-09,1.5442147,0.3521039
