ReturnStepMax,IWMax,Regret/t,ReturnAbsMax,ReturnMin,Bound,ReturnMean,ReturnLastEpisode,DenMISELogLast,Iteration,LQGsigma_higher,ReturnMax,TimeElapsed,DenMISEMeanLog,LQGmu1_higher,IWMin,IWMean,Delta,IWFirstEpisode,IWLastEpisode,DenMISELogFirst,TimestepsSoFar,Regret,LQGmu1_actor
0.999513,4.079794,0.0976333,0.9565151,,1.4522753,0.8674867,0.9558226,-0.42503306,1377,0.14999999,0.9565151,2459.617535352707,-0.76056737,-0.27272728,,0.9900844,3.2061484e-10,0.33410573,4.038227,-0.6911931,27540,134.44104,-0.10080907
0.999513,6.033494,0.09757233,0.9565151,,1.4521457,0.8675477,0.9516177,-0.44498748,1378,0.14999999,0.9565151,2462.6243047714233,-0.76034606,-1.0,,1.0048313,3.2014968e-10,2.9319186e-11,6.528633e-08,-0.69167644,27560,134.45471,-1.3050032
0.999513,6.011551,0.09750831,0.9565151,,1.4523914,0.8676117,0.9557474,-2.874104,1379,0.14999999,0.9565151,2464.9786314964294,-0.7618762,-1.0,,1.0060865,3.1968553e-10,2.9340443e-11,5.959701,-0.6924019,27580,134.46399,-1.2411573
0.999513,5.9897995,0.097444415,0.9565151,,1.4525696,0.8676756,0.9558582,-2.0813591,1380,0.14999999,0.9565151,2469.010110139847,-0.76282895,-1.0,,1.0072644,3.1922237e-10,2.9361718e-11,5.8542414,-0.6931268,27600,134.47327,-1.0300967
0.999513,5.968234,0.09738076,0.9565151,,1.4520848,0.86773926,0.95553607,-0.6291501,1381,0.14999999,0.9565151,2472.1311151981354,-0.7627277,-1.0,,1.0077443,3.1876024e-10,2.9383006e-11,4.89005,-0.6938512,27620,134.48279,-0.7203491
0.999513,4.153654,0.09731698,0.9565151,,1.4520762,0.86780304,0.95585954,-0.4279819,1382,0.14999999,0.9565151,2476.8042464256287,-0.7624807,-0.11111111,,1.0198066,3.1829908e-10,2.3647165,0.0010678788,-0.694575,27640,134.49207,-0.02690956
0.999513,4.3909435,0.09725773,0.9565151,,1.4518087,0.8678623,0.9497019,-0.5132203,1383,0.14999999,0.9565151,2481.5456759929657,-0.7622867,-0.05050505,,1.0270474,3.1783898e-10,3.643602,4.388685,-0.69358873,27660,134.50745,-0.12832001
0.999513,4.091768,0.097194254,0.9565151,,1.451437,0.86792576,0.955734,-0.43016765,1384,0.14999999,0.9565151,2483.865935564041,-0.7620278,-0.13131313,,1.0177239,3.1737984e-10,1.9680682,4.088385,-0.69168043,27680,134.51685,-0.01617892
0.999513,20.554617,0.097131014,0.9565151,,1.4512717,0.867989,0.95552945,-0.5228982,1385,0.14999999,0.9565151,2487.04297208786,-0.7618429,0.7979798,,0.9693026,3.1692166e-10,5.6316014e-05,1.79767e-06,-0.6909817,27700,134.52649,0.87480307
0.999513,4.3757515,0.09756118,0.9565151,,1.4512261,0.86755884,0.271788,-2.1059594,1386,0.14999999,0.9565151,2489.36013007164,-0.76283824,-0.05050505,,1.028224,3.1646452e-10,3.636739,1.1920525e-07,-0.69170344,27720,135.21985,0.094711356
0.999513,5.2432947,0.097513914,0.9565151,,1.450997,0.8676061,0.933004,-0.721462,1387,0.14999999,0.9565151,2491.697496175766,-0.7627887,0.05050505,,1.0302871,3.1600836e-10,5.199599,5.2394514,-0.6898042,27740,135.25183,-0.05617454
0.999513,4.3558264,0.097453356,0.9565151,,1.4504691,0.86766666,0.95176744,-0.4730399,1388,0.14999999,0.9565151,2494.0146510601044,-0.762559,-0.05050505,,1.0290822,3.1555317e-10,3.6188889,4.265277,-0.6867831,27760,135.26526,-0.06875724
0.999513,4.244343,0.097390115,0.9565151,,1.4501661,0.8677299,0.955616,-0.45932335,1389,0.14999999,0.9565151,2496.3309512138367,-0.7623202,-0.07070707,,1.0279461,3.15099e-10,3.1835237,4.209822,-0.68489945,27780,135.2749,-0.24467544
0.999513,4.1210036,0.09732628,0.9565151,,1.4502101,0.86779374,0.95639175,-0.4203818,1390,0.14999999,0.9565151,2498.6495637893677,-0.76205474,-0.6363636,,0.9875318,3.1464578e-10,5.863584e-05,0.13388655,-0.68332976,27800,135.28357,-0.61078346
0.999513,4.111778,0.09726274,0.9565151,,1.4499758,0.8678573,0.9561466,-0.4363657,1391,0.14999999,0.9565151,2501.677025794983,-0.7618301,-0.6363636,,0.9883743,3.141935e-10,5.867802e-05,4.055225,-0.6840489,27820,135.29248,-0.7039824
0.999513,4.1004486,0.0971992,0.9565151,,1.4495126,0.8679208,0.95628035,-0.43114325,1392,0.14999999,0.9565151,2504.0816881656647,-0.76160127,-0.65656567,,0.9883888,3.1374225e-10,3.058364e-05,3.893706,-0.6847675,27840,135.30127,-0.5410505
0.999513,4.0307193,0.09713578,0.9565151,,1.4491189,0.86798424,0.9563894,-0.43617296,1393,0.14999999,0.9565151,2506.5153839588165,-0.76137644,-0.1919192,,1.0056621,3.1329195e-10,1.0200912,0.27407002,-0.6854856,27860,135.31018,-0.2732425
0.999513,4.121678,0.09707242,0.9565151,,1.449283,0.8680476,0.9562777,-0.42614633,1394,0.14999999,0.9565151,2508.8442673683167,-0.76113254,-0.33333334,,0.98259264,3.1284264e-10,0.11837491,3.758746,-0.68547124,27880,135.31897,-0.23939544
0.999513,4.0232306,0.09700924,0.9565151,,1.4493072,0.8681108,0.95610714,-0.4176093,1395,0.14999999,0.9565151,2511.1873824596405,-0.7608992,-0.21212122,,1.0028133,3.1239428e-10,0.7923465,3.9719615,-0.6861034,27900,135.32788,-0.010006726
0.999513,4.154027,0.096947014,0.9565151,,1.4484754,0.868173,0.9550161,-0.52387214,1396,0.14999999,0.9565151,2513.774463891983,-0.76072794,-0.09090909,,1.0258365,3.1194688e-10,2.7591085,3.8829875,-0.6862522,27920,135.33801,0.073974535
0.999513,5.222994,0.09696311,0.9565151,,1.448107,0.8681569,0.84558827,-0.671998,1397,0.14999999,0.9565151,2516.10036945343,-0.7606464,0.05050505,,1.0308068,3.1150044e-10,5.174646,5.144557,-0.68499374,27940,135.45752,0.34212074
0.999513,11.387501,0.09711522,0.9565151,,1.4496534,0.8680048,0.6555139,-1.3325692,1398,0.14999999,0.9565151,2518.434327840805,-0.76103425,0.37373737,,0.9944054,3.11055e-10,0.77378535,9.860501,-0.682012,27960,135.76709,0.19544265
0.999513,7.421638,0.09716433,0.9565151,,1.4482309,0.8679557,0.7995027,-0.9608735,1399,0.14999999,0.9565151,2520.9132385253906,-0.76118267,0.1919192,,1.0231568,3.1061043e-10,3.9839523,6.95026,-0.6821737,27980,135.93286,0.25214827
0.999513,6.024299,0.09733087,0.9565151,,1.448066,0.86778915,0.6346782,-1.1020725,1400,0.14999999,0.9565151,2523.3052389621735,-0.7614108,-1.0,,1.0042291,3.1016686e-10,2.8980094e-11,5.914216e-15,-0.68004465,28000,136.26318,-1.1449873
0.999513,6.0027714,0.097268224,0.9565151,,1.448072,0.8678518,0.9555862,-1.2149277,1401,0.14999999,0.9565151,2525.638883113861,-0.76173234,-1.0,,1.0052115,3.0972425e-10,2.900083e-11,5.6179585,-0.68075866,28020,136.27283,-1.0027795
0.999513,5.981428,0.09720564,0.9565151,,1.4474237,0.8679144,0.9554537,-0.55853677,1402,0.14999999,0.9565151,2529.83309841156,-0.76158434,-1.0,,1.005504,3.0928257e-10,2.9021525e-11,4.648509,-0.6814722,28040,136.28235,-0.9878343
0.999513,4.121655,0.09714317,0.9565151,,1.4470192,0.86797684,0.9556415,-0.52363604,1403,0.14999999,0.9565151,2534.489011526108,-0.7614118,-0.61616164,,0.98773694,3.0884184e-10,0.00011042978,0.20846733,-0.6821852,28060,136.29187,-0.3974741
0.999513,4.155606,0.09708029,0.9565151,,1.4473109,0.8680397,0.95629233,-0.44575527,1404,0.14999999,0.9565151,2538.9686312675476,-0.7611962,-0.41414142,,0.98089164,3.0840205e-10,0.023138579,4.127878,-0.6828976,28080,136.30078,-0.68856704
0.999513,5.9687605,0.097017646,0.9565151,,1.4466034,0.8681024,0.9560973,-0.4339037,1405,0.14999999,0.9565151,2543.6896135807037,-0.76097727,-1.0,,1.0055788,3.079632e-10,2.9083144e-11,0.47556156,-0.68359315,28100,136.30981,-1.057449
0.999513,7.045301,0.09695494,0.9565151,,1.4465809,0.8681651,0.956193,-0.7257449,1406,0.14999999,0.9565151,2548.3382177352905,-0.7609492,0.17171717,,1.0262306,3.0752528e-10,4.3744264,1.4414929e-14,-0.6843046,28120,136.3186,0.49979743
0.999513,15.023035,0.09719938,0.9565151,,1.4467839,0.86792064,0.52420354,-1.6461883,1407,0.14999999,0.9565151,2553.1238555908203,-0.76156056,0.53535354,,0.9675303,3.0708827e-10,0.0525228,13.413687,-0.6819092,28140,136.75952,0.5146214
0.999513,5.956201,0.09746522,0.9565151,,1.4463221,0.8676548,0.49365288,-1.662192,1408,0.14999999,0.9565151,2555.9812846183777,-0.7622255,-1.0,,1.0062084,3.0665226e-10,2.905376e-11,1.0152681e-21,-0.6825823,28160,137.23108,-1.0060596
0.999513,5.9353247,0.09740245,0.9565151,,1.4457091,0.86771756,0.9561241,-0.5613212,1409,0.14999999,0.9565151,2559.632605075836,-0.76207936,-1.0,,1.0065192,3.062171e-10,2.907438e-11,4.6584682,-0.6832923,28180,137.24011,-1.189344
0.999513,5.9146214,0.09733999,0.9565151,,1.4457984,0.86778,0.9557672,-1.555223,1410,0.14999999,0.9565151,2562.053143262863,-0.7626381,-1.0,,1.0075603,3.0578293e-10,2.9095018e-11,5.67864,-0.6840018,28200,137.24939,-0.960173
0.999513,41.241154,0.0972777,0.9565151,,1.4451315,0.8678423,0.95567465,-0.47161302,1411,0.14999999,0.9565151,2564.873034477234,-0.7624273,1.0,,1.0837874,3.0534963e-10,3.585593e-08,3.5306248e-37,-0.68471074,28220,137.25879,0.85683167
0.999513,4.150134,0.097682476,0.9565151,,1.4451283,0.86743754,0.29632556,-2.0908523,1412,0.14999999,0.9565151,2567.913351535797,-0.763316,-0.5151515,,0.98505986,3.0491734e-10,0.0020110882,1.4670394e-17,-0.6854192,28240,137.92773,-0.50984854
0.999513,4.140902,0.09761977,0.9565151,,1.444947,0.86750025,0.95596427,-0.4430402,1413,0.14999999,0.9565151,2570.987769842148,-0.7631004,-0.5151515,,0.98593986,3.044859e-10,0.00201251,4.1395903,-0.68612576,28260,137.93677,-0.49402404
0.999513,4.143061,0.09755731,0.9565151,,1.4448018,0.8675627,0.95586896,-0.44190738,1414,0.14999999,0.9565151,2573.533743619919,-0.7628836,-0.47474748,,0.9843486,3.0405542e-10,0.005655582,4.1034636,-0.6868318,28280,137.94604,-0.32207367
0.999513,4.1013637,0.09749442,0.9565151,,1.4452918,0.8676256,0.95641077,-0.43760395,1415,0.14999999,0.9565151,2575.5964159965515,-0.7626652,-0.2929293,,0.9854345,3.036258e-10,0.24032179,4.0426884,-0.68753475,28300,137.95459,-0.3489486
0.9995205,4.117999,0.09743172,0.9565261,,1.4451182,0.8676883,0.9565261,-0.4389522,1416,0.14999999,0.9565261,2577.469106912613,-0.76244736,-0.33333334,,0.98254246,3.031971e-10,0.11868308,4.1029863,-0.68807137,28320,137.96338,-0.3828556
0.9995205,4.125632,0.09736943,0.9565261,,1.4449098,0.8677506,0.9559252,-0.43955228,1417,0.14999999,0.9565261,2579.367831468582,-0.76223236,-0.37373737,,0.9822311,3.0276928e-10,0.05451443,4.120136,-0.6886935,28340,137.97253,-0.2410249
0.9995205,4.062878,0.09730804,0.9565261,,1.444571,0.867812,0.95480436,-0.418576,1418,0.14999999,0.9565261,2582.171918153763,-0.7620028,-0.27272728,,0.9901898,3.0234243e-10,0.33349407,3.9527965,-0.68936056,28360,137.98279,-0.48804644
0.9995205,5.92751,0.09724575,0.9565261,,1.4445742,0.86787426,0.95625323,-0.43676448,1419,0.14999999,0.9565261,2584.488623857498,-0.76178104,-1.0,,1.0070863,3.0191644e-10,2.9265104e-11,0.012162219,-0.68983036,28380,137.9917,-1.1053872
0.9995205,5.9070125,0.097183764,0.9565261,,1.4444537,0.86793625,0.95584244,-0.9494567,1420,0.14999999,0.9565261,2587.130312681198,-0.761909,-1.0,,1.0078974,3.0149133e-10,2.928571e-11,5.37,-0.69053483,28400,138.00098,-0.90397984
0.9995205,4.1232414,0.09712201,0.9565261,,1.4440365,0.867998,0.9556748,-0.42771095,1421,0.14999999,0.9565261,2591.595016002655,-0.7616691,-0.47474748,,0.986067,3.0106714e-10,0.005680561,0.06799377,-0.6912388,28420,138.01038,-0.23113932
0.9995205,4.0353894,0.09706032,0.9565261,,1.4440193,0.8680597,0.9557657,-0.41667852,1422,0.14999999,0.9565261,2595.376156806946,-0.76143664,-0.23232323,,0.9974225,3.0064387e-10,0.60754657,4.0342836,-0.6919383,28440,138.01978,-0.33412004
0.9995205,11.370935,0.096999526,0.9565261,,1.4438312,0.8681205,0.9545928,-0.42959777,1423,0.14999999,0.9565261,2599.7640578746796,-0.7612058,0.37373737,,0.9981459,3.0022146e-10,0.78172004,5.965489e-05,-0.69221413,28460,138.0304,0.69236016
0.9995205,18.490059,0.097334325,0.9565261,,1.4459059,0.8677857,0.3912432,-1.918619,1424,0.14999999,0.9565261,2604.3095536231995,-0.76202154,0.6969697,,0.9880535,2.9979993e-10,0.0011284905,18.10754,-0.69236743,28480,138.60413,0.5221397
0.9995205,4.0805564,0.09758693,0.9565261,,1.44384,0.8675331,0.50790936,-1.6751827,1425,0.14999999,0.9565261,2610.4160964488983,-0.76267374,-0.3131313,,0.98676914,2.9937933e-10,0.17132336,2.6245898e-06,-0.6930686,28500,139.0614,-0.28020352
0.9995205,4.059789,0.09752476,0.9565261,,1.4436299,0.86759526,0.9561963,-0.420687,1426,0.14999999,0.9565261,2614.75212931633,-0.76244366,-0.2929293,,0.9896768,2.9895958e-10,0.2417959,4.0360627,-0.69364995,28520,139.07031,-0.19061117
0.9995205,4.0126777,0.097462654,0.9565261,,1.4434046,0.86765736,0.9563157,-0.41157898,1427,0.14999999,0.9565261,2617.0630357265472,-0.7622055,-0.21212122,,1.0029162,2.9854072e-10,0.79877293,3.97283,-0.6941814,28540,139.07922,-0.2525766
0.9995205,4.0093126,0.09740096,0.9565261,,1.4431678,0.86771905,0.9556523,-0.412595,1428,0.14999999,0.9565261,2620.6148071289062,-0.76195896,-0.23232323,,1.0000718,2.9812272e-10,0.6089967,3.9815092,-0.6943223,28560,139.08862,-0.3801694
0.9995205,4.086916,0.097338974,0.9565261,,1.4430287,0.86778104,0.95639396,-0.43020368,1429,0.14999999,0.9565261,2625.3030269145966,-0.7617273,-0.37373737,,0.9855229,2.9770564e-10,0.054837152,4.0855885,-0.694596,28580,139.09741,-0.22888763
0.9995205,5.923968,0.09727812,0.9565261,,1.4429649,0.8678419,0.95479745,-0.40690294,1430,0.14999999,0.9565261,2629.3528831005096,-0.76148957,-1.0,,1.0071272,2.9728942e-10,2.9424338e-11,7.2931975e-06,-0.6952571,28600,139.10767,-0.85182124
0.9995205,3.9992156,0.09721649,0.9565261,,1.4427882,0.86790353,0.9560612,-0.42580453,1431,0.14999999,0.9565261,2631.6694252490997,-0.7612509,-0.23232323,,1.0010427,2.9687405e-10,0.60999256,0.00080520666,-0.6959562,28620,139.11682,-0.14722502
0.9995205,3.989772,0.09715593,0.9565261,,1.4424114,0.8679641,0.9544194,-0.41418687,1432,0.14999999,0.9565261,2634.6018359661102,-0.76100814,-0.1919192,,1.0085099,2.9645958e-10,1.031109,3.8496332,-0.69622856,28640,139.12732,-0.1786297
0.9995205,3.9930894,0.097094536,0.9565261,,1.4422092,0.8680255,0.9560365,-0.40484285,1433,0.14999999,0.9565261,2636.9569749832153,-0.7607543,-0.17171717,,1.0126325,2.9604597e-10,1.3043962,3.9827101,-0.69620687,28660,139.13647,-0.2040675
0.9995205,3.9732914,0.09703392,0.9565261,,1.4419984,0.8680861,0.9550603,-0.40081924,1434,0.14999999,0.9565261,2639.2931640148163,-0.760495,-0.1919192,,1.0099531,2.956332e-10,1.0308678,3.9579303,-0.6959946,28680,139.1466,-0.12135255
0.9995205,3.9766462,0.096974015,0.9565261,,1.4416401,0.868146,0.9539732,-0.4193377,1435,0.14999999,0.9565261,2641.6280043125153,-0.76025075,-0.17171717,,1.0138913,2.9522132e-10,1.3040912,3.8234396,-0.6959731,28700,139.15771,-0.28557545
0.9995205,4.116849,0.09691268,0.9565261,,1.4411502,0.86820734,0.95621705,-0.4067262,1436,0.14999999,0.9565261,2643.9418082237244,-0.75999534,-0.7979798,,0.9792899,2.948103e-10,1.9346615e-07,0.011681844,-0.6957614,28720,139.16663,-0.80279714
0.9995205,3.9741166,0.09685147,0.9565261,,1.4410467,0.86826855,0.95613825,-0.43362096,1437,0.14999999,0.9565261,2646.5153868198395,-0.75978297,-0.25252524,,1.0000516,2.9440012e-10,0.45687255,0.004907117,-0.6964575,28740,139.17554,-0.25376487
0.9995205,4.1107802,0.09679043,0.9565261,,1.4408929,0.8683296,0.9561026,-0.39948776,1438,0.14999999,0.9565261,2648.961010694504,-0.75953287,-0.7979798,,0.9800815,2.9399078e-10,1.9367401e-07,0.005495179,-0.6968353,28760,139.18457,-0.8509426
0.9995205,5.93597,0.09672946,0.9565261,,1.4409134,0.86839056,0.9561179,-0.42609826,1439,0.14999999,0.9565261,2653.158815383911,-0.75931543,-1.0,,1.0060862,2.9358233e-10,2.9491312e-11,2.4856741,-0.69753045,28780,139.19373,-1.0118291
0.9995205,3.960734,0.0966689,0.9565261,,1.4408408,0.8684511,0.955574,-0.5752457,1440,0.14999999,0.9565261,2657.0164387226105,-0.75918424,-0.23232323,,1.0043081,2.9317473e-10,0.6113782,6.4627834e-06,-0.69822514,28800,139.20325,-0.23804261
0.9995205,14.597573,0.0966084,0.9565261,,1.4406593,0.8685116,0.95563453,-0.39668486,1441,0.14999999,0.9565261,2660.9693982601166,-0.7589302,0.5151515,,0.9794669,2.9276795e-10,0.07964362,1.3245793e-05,-0.69849485,28820,139.21265,0.467201
0.9995205,3.955356,0.096839964,0.9565261,,1.440665,0.86828005,0.5344901,-1.5850196,1442,0.14999999,0.9565261,2664.8443574905396,-0.75951946,-0.23232323,,1.0050561,2.9236202e-10,0.6119337,0.00024582463,-0.69913334,28840,139.64331,-0.3843904
0.9995205,4.047683,0.09677935,0.9565261,,1.4406102,0.8683407,0.95573235,-0.4258389,1443,0.14999999,0.9565261,2667.645215988159,-0.75928515,-0.35353535,,0.98808044,2.9195696e-10,0.08206817,3.9863021,-0.6994023,28860,139.65259,-0.060275346
0.9995205,5.932126,0.09672034,0.9565261,,1.4404018,0.8683997,0.9535807,-0.46615624,1444,0.14999999,0.9565261,2670.21373295784,-0.7590908,-1.0,,1.0064087,2.9155275e-10,2.9565374e-11,1.2724712e-08,-0.7000382,28880,139.66418,-0.9488096
0.9995205,4.0944223,0.09665996,0.9565261,,1.4403198,0.86846006,0.95567274,-0.46410117,1445,0.14999999,0.9565261,2673.314326763153,-0.7588828,-0.8181818,,0.98200285,2.9114933e-10,8.7587836e-08,2.8953063,-0.70073044,28900,139.67358,-0.79889905
0.9995205,4.0856786,0.09659946,0.9565261,,1.4400876,0.86852056,0.9559933,-0.43249002,1446,0.14999999,0.9565261,2677.4867329597473,-0.7586701,-0.8181818,,0.98281527,2.9074676e-10,8.764833e-08,4.0649796,-0.7014223,28920,139.68286,-0.70043916
0.9995205,4.031673,0.09653896,0.9565261,,1.4395633,0.86858106,0.9560033,-0.4445079,1447,0.14999999,0.9565261,2683.3274495601654,-0.75846535,-0.13131313,,1.0200834,2.9034505e-10,1.9887089,0.0031036157,-0.70211357,28940,139.6919,0.20950182
0.9995205,9.610658,0.09667945,0.9565261,,1.4406803,0.86844057,0.665115,-1.0158786,1448,0.14999999,0.9565261,2687.86004447937,-0.75862974,0.2929293,,1.0128214,2.8994418e-10,1.9593263,6.2926993,-0.701431,28960,139.99182,0.5356276
0.9995205,4.0980988,0.0969339,0.9565261,,1.4393723,0.8681861,0.49991694,-1.7004207,1449,0.14999999,0.9565261,2692.3937594890594,-0.7592721,-0.7979798,,0.98186415,2.8954408e-10,1.944374e-07,9.9754964e-17,-0.7007692,28980,140.45715,-0.834007
0.9995205,4.0893617,0.096873224,0.9565261,,1.4390804,0.8682468,0.9561266,-0.42374423,1450,0.14999999,0.9565261,2698.0627279281616,-0.75905377,-0.7979798,,0.9826088,2.8914485e-10,1.9457153e-07,3.9474983,-0.70145905,29000,140.46619,-0.8640429
0.9995205,4.065482,0.096812785,0.9565261,,1.4386926,0.86830723,0.9559945,-0.42001215,1451,0.14999999,0.9565261,2700.890080690384,-0.75883245,-0.8181818,,0.9844134,2.8874644e-10,8.771205e-08,3.863042,-0.7021485,29020,140.47534,-0.80680484
0.9995205,4.0569167,0.09675211,0.9565261,,1.4384744,0.8683679,0.9563654,-0.42391843,1452,0.14999999,0.9565261,2704.288718223572,-0.758613,-0.8181818,,0.98521453,2.8834887e-10,8.777246e-08,4.0520525,-0.7028374,29040,140.48401,-0.75311625
0.9995205,14.536475,0.09669167,0.9565261,,1.4383271,0.86842835,0.95611817,-0.4321721,1453,0.14999999,0.9565261,2709.497138738632,-0.7583989,0.5151515,,0.98862636,2.879521e-10,0.08004533,1.2270498e-15,-0.7035259,29060,140.49292,0.35956573
0.9995205,4.066531,0.09688693,0.9565261,,1.4381692,0.8682331,0.58456916,-1.3703568,1454,0.14999999,0.9565261,2714.5228753089905,-0.7588296,-0.7979798,,0.98471224,2.8755617e-10,1.9509756e-07,1.2259801e-12,-0.7041588,29080,140.87366,-0.7904566
0.9995205,4.0579786,0.096826494,0.9565261,,1.4379712,0.8682935,0.9561116,-0.42354998,1455,0.14999999,0.9565261,2720.4933385849,-0.7586102,-0.7979798,,0.9855298,2.8716102e-10,1.9523173e-07,4.0571213,-0.7048463,29100,140.88257,-0.8022604
0.9995205,4.0494733,0.096766114,0.9565261,,1.4377693,0.8683539,0.95623744,-0.41916537,1456,0.14999999,0.9565261,2723.2504165172577,-0.75838745,-0.7979798,,0.986337,2.867667e-10,1.9536584e-07,4.0428085,-0.7055334,29120,140.89148,-0.79681766
0.9995205,4.0410156,0.096705854,0.9565261,,1.4375703,0.86841416,0.956075,-0.41811416,1457,0.14999999,0.9565261,2725.5840079784393,-0.7581638,-0.7979798,,0.9871415,2.863732e-10,1.9550004e-07,4.0400844,-0.7062199,29140,140.90039,-1.0081328
0.9995205,8.328605,0.09664583,0.9565261,,1.4375715,0.8684742,0.9560293,-0.5621207,1458,0.14999999,0.9565261,2727.9203844070435,-0.7580386,0.23232323,,1.0180992,2.8598052e-10,3.2215114,6.586695e-15,-0.706906,29160,140.90967,0.25622052
0.9995205,5.9648895,0.096773565,0.9565261,,1.4371251,0.86834645,0.6819936,-1.1290447,1459,0.14999999,0.9565261,2735.986773967743,-0.75828165,-1.0,,1.0054296,2.855886e-10,2.9723862e-11,4.8419995e-15,-0.70538455,29180,141.19263,-0.87849665
0.9995205,4.0181646,0.09671348,0.9565261,,1.4368175,0.86840653,0.9560589,-0.41066602,1460,0.14999999,0.9565261,2738.7110738754272,-0.7580406,-0.8181818,,0.98865145,2.8519753e-10,8.8056694e-08,3.6987898,-0.70606977,29200,141.20166,-1.0158997
0.9995205,5.9481816,0.09665382,0.9565261,,1.4368937,0.8684662,0.9556186,-0.58010185,1461,0.14999999,0.9565261,2742.652779817581,-0.7579269,-1.0,,1.0062839,2.8480726e-10,2.9764597e-11,4.7240458,-0.70675445,29220,141.2113,-1.072606
0.9995205,5.9281178,0.096594095,0.9565261,,1.436691,0.8685259,0.9558829,-0.78157717,1462,0.14999999,0.9565261,2745.0041999816895,-0.7579395,-1.0,,1.0069667,2.8441777e-10,2.9784987e-11,5.1686487,-0.70743865,29240,141.22058,-1.1073602
0.9995205,5.9082155,0.09653467,0.9565261,,1.4366167,0.86858535,0.9554789,-0.9560173,1463,0.14999999,0.9565261,2748.6481082439423,-0.7580709,-1.0,,1.0077801,2.8402908e-10,2.9805332e-11,5.3551598,-0.70812243,29260,141.23022,-0.85656947
0.9995205,6.824129,0.096475005,0.9565261,,1.4364917,0.868645,0.95589757,-0.403726,1464,0.14999999,0.9565261,2752.222329854965,-0.75782436,0.15151516,,1.0212767,2.836412e-10,4.8235383,6.201325e-10,-0.70880574,29280,141.23938,0.12790005
0.9995205,5.5827036,0.09642267,0.9565261,,1.4363692,0.86869735,0.9452807,-0.81374276,1465,0.14999999,0.9565261,2756.9780778884888,-0.75784874,0.07070707,,1.0226531,2.8325411e-10,5.378658,5.580255,-0.70619917,29300,141.25928,0.06686394
0.9995205,4.2871246,0.09637141,0.9565261,,1.4363515,0.8687486,0.9437723,-0.6756819,1466,0.14999999,0.9565261,2761.502747774124,-0.75777805,-0.07070707,,1.0224785,2.828678e-10,3.2423747,3.4325054,-0.70321685,29320,141.28052,0.0585943
0.9995205,5.559303,0.09632832,0.9565261,,1.4369347,0.8687917,0.93202734,-0.6572252,1467,0.14999999,0.9565261,2763.8751113414764,-0.7576946,0.07070707,,1.0250472,2.8248234e-10,5.354456,5.1148405,-0.7016895,29340,141.3136,-0.20066263
0.9995205,4.0193205,0.09626979,0.9565261,,1.436246,0.86885023,0.954696,-0.40368083,1468,0.14999999,0.9565261,2766.5974566936493,-0.75743717,-0.27272728,,0.995279,2.8209762e-10,0.33663258,3.5482528,-0.6987276,29360,141.32397,-0.36624312
0.9995205,4.0720906,0.09621072,0.9565261,,1.4360479,0.8689093,0.95567054,-0.43323672,1469,0.14999999,0.9565261,2770.511031627655,-0.7572202,-0.33333334,,0.9870532,2.817137e-10,0.12000875,4.004226,-0.6991793,29380,141.33362,-0.3371758
0.9995205,4.063598,0.09615123,0.9565261,,1.4359028,0.8689688,0.95635056,-0.4241442,1470,0.14999999,0.9565261,2775.018912792206,-0.7570027,-0.33333334,,0.9879022,2.8133051e-10,0.12008064,4.0633087,-0.6997781,29400,141.34229,-0.36573
0.9995205,4.07518,0.096092105,0.9565261,,1.435768,0.8690279,0.95590794,-0.42904022,1471,0.14999999,0.9565261,2779.3088688850403,-0.7567883,-0.35353535,,0.9865397,2.8094815e-10,0.08214816,4.0711155,-0.70037645,29420,141.35144,-0.3809646
0.9995205,4.0860257,0.09603286,0.9565261,,1.4356077,0.86908716,0.9562369,-0.43044353,1472,0.14999999,0.9565261,2784.7316999435425,-0.7565763,-0.37373737,,0.98555225,2.8056657e-10,0.055189468,4.0855823,-0.7010002,29440,141.36035,-0.30803645
0.9995205,4.0387235,0.09597373,0.9565261,,1.4353871,0.8691463,0.9561525,-0.41101658,1473,0.14999999,0.9565261,2788.9765667915344,-0.7563519,-0.33333334,,0.990244,2.8018576e-10,0.12030465,3.954987,-0.7016418,29460,141.36938,-0.32052588
0.9995205,4.0107327,0.09591502,0.9565261,,1.4352555,0.869205,0.9557164,-0.41193953,1474,0.14999999,0.9565261,2792.0481386184692,-0.7561252,-0.3131313,,0.9934857,2.798057e-10,0.17290166,4.01046,-0.7022388,29480,141.37878,-0.40255815
0.9995205,4.0620522,0.09585607,0.9565261,,1.4349853,0.86926395,0.9561141,-0.42946422,1475,0.14999999,0.9565261,2796.5853431224823,-0.7559087,-0.37373737,,0.98767745,2.7942643e-10,0.055288874,4.0115876,-0.7027997,29500,141.3877,-0.27795166
0.9995205,21.579844,0.09579736,0.9565261,,1.4348094,0.86932266,0.95597893,-0.39920905,1476,0.14999999,0.9565261,2802.5963866710663,-0.7556758,0.8181818,,0.9718931,2.7904792e-10,2.965894e-05,1.0056484e-11,-0.70343995,29520,141.39685,1.1169752
0.9995205,5.9407625,0.09628534,0.9565261,,1.4347726,0.8688347,0.14857495,-2.9223926,1477,0.14999999,0.9565261,2807.166110277176,-0.75716513,-1.0,,1.0065372,2.786702e-10,2.9686188e-11,,-0.70411724,29540,142.2135,-1.0107979
