IWMax,Regret/t,DenMISELogFirst,TimeElapsed,ReturnMin,IWMean,IWMin,IWLastEpisode,Iteration,ReturnMean,TimestepsSoFar,LQGmu1_actor,LQGsigma_higher,DenMISEMeanLog,Bound,ReturnMax,Delta,ReturnAbsMax,IWFirstEpisode,ReturnStepMax,Regret,LQGmu1_higher,ReturnLastEpisode,DenMISELogLast
5.568606,0.28649783,-0.9473201,32.701770544052124,,1.0412823,,2.4990006e-09,42,0.6786222,840,-0.62431884,0.14999999,-0.99991536,3.672729,0.9393897,3.4462983e-07,0.9393897,0.31846154,0.9831429,12.032909,-0.27272728,0.25677857,-0.93282115
5.0942407,0.2804504,-0.9632968,33.152708768844604,,1.1354278,,3.0993505,43,0.6846696,860,-0.8108384,0.14999999,-0.9923516,3.6826682,0.9393897,3.2878697e-07,0.9393897,2.6609666e-07,0.9831429,12.059366,-0.7777778,0.9386617,-0.67633665
7.252582,0.27469277,-0.9862863,33.61047577857971,,1.2017239,,2.102935,44,0.69042724,880,-0.8004149,0.14999999,-0.98035234,3.580679,0.9393897,3.140119e-07,0.9393897,1.577199e-11,0.9831429,12.086483,-1.0,0.93800604,-0.56031054
7.571895,0.26918918,-1.0087591,34.07774591445923,,0.8718378,,3.506565e-11,45,0.69593084,900,0.19954258,0.14999999,-0.96732956,3.5698745,0.9393897,3.0021093e-07,0.9393897,3.7277677,0.9831429,12.113514,0.27272728,0.9380883,-0.53989273
4.884986,0.27365118,-0.9511515,34.60253357887268,,1.1892849,,5.239654e-08,46,0.69146883,920,-0.71340644,0.14999999,-0.9701176,3.5417223,0.9393897,2.8730017e-07,0.9393897,2.5699137e-06,0.9831429,12.587952,-0.7171717,0.4906797,-0.93217677
5.955678,0.26838493,-0.9726576,35.057435750961304,,0.75742906,,0.00014130368,47,0.6967351,940,-0.06847133,0.14999999,-0.95745957,3.5199356,0.9393897,2.7520463e-07,0.9393897,4.85314,0.9831429,12.614094,-0.030303031,0.9389784,-0.52678317
5.5624638,0.26437348,-0.8954432,35.515865325927734,,0.8049958,,0.20937946,48,0.70074654,960,-0.32215482,0.14999999,-0.9590171,3.4834516,0.9393897,2.6385726e-07,0.9393897,0.0071965912,0.9831429,12.689926,-0.45454547,0.88928634,-0.770506
5.39107,0.25958306,-0.91591257,35.96878528594971,,1.0134082,,3.599567,49,0.70553696,980,-0.14409803,0.14999999,-0.95760226,3.4130664,0.9393897,2.531974e-07,0.9393897,1.0141723,0.9831429,12.71957,-0.1919192,0.93548054,-0.6795503
15.634884,0.2553925,-0.91562915,36.42451882362366,,0.8312135,,1.1876807e-12,50,0.7097275,1000,1.4888947,0.14999999,-0.95182854,3.407435,0.9393897,2.4317083e-07,0.9393897,9.700658e-08,0.9831429,12.769623,1.0,0.9150664,-0.6508099
4.7248235,0.2689559,-0.9354318,36.87973737716675,,1.1356772,,,51,0.69616413,1020,-0.94274193,0.14999999,-1.0723907,3.394857,0.9393897,2.3372819e-07,0.9393897,5.1694915e-08,0.9831429,13.716751,-0.8181818,0.017990433,-6.8689957
7.983821,0.2643435,-0.95484984,37.34232211112976,,1.153392,,1.6983402e-23,52,0.7007765,1040,0.82517445,0.14999999,-1.0612063,3.3730998,0.9393897,2.248251e-07,0.9393897,0.01810178,0.9831429,13.745861,0.61616164,0.9360081,-0.5960215
7.469142,0.2741922,-0.97355,37.80155301094055,,1.1379097,,5.5219106e-32,53,0.6909278,1060,-0.7797812,0.14999999,-1.0594422,3.3457189,0.9393897,2.1642118e-07,0.9393897,1.5572401e-11,0.9831429,14.532185,-1.0,0.17879461,-1.0758698
7.1501503,0.26959813,-0.9922421,38.71184182167053,,0.7403979,,9.7682225e-08,54,0.6955219,1080,0.09283638,0.14999999,-1.047659,3.3353965,0.9393897,2.0847979e-07,0.9393897,7.1501503,0.9831429,14.5583,0.11111111,0.93900996,-0.51780903
5.166868,0.27274138,-0.886243,39.47448992729187,,0.984179,,9.049871e-05,55,0.69237864,1100,-0.47514105,0.14999999,-1.049722,3.307755,0.9393897,2.0096763e-07,0.9393897,7.489188e-05,0.9831429,15.000774,-0.61616164,0.5226401,-0.8822712
5.469614,0.26833653,-0.9042601,40.08131384849548,,0.91787475,,4.3055415,56,0.6967835,1120,-0.26783964,0.14999999,-1.0442985,3.3159008,0.9393897,1.9385428e-07,0.9393897,0.045839824,0.9831429,15.026848,-0.37373737,0.93905085,-0.71022606
5.4828014,0.26416296,-0.92114145,40.97063851356506,,1.0204709,,3.4063237,57,0.70095706,1140,-0.11986579,0.14999999,-1.0393863,3.2845268,0.9393897,1.8711206e-07,0.9393897,2.0567877,0.9831429,15.057289,-0.13131313,0.9346762,-0.6616631
8.525947,0.26056707,-0.903085,41.9307746887207,,1.0988928,,1.6739499e-08,58,0.70455295,1160,0.83725584,0.14999999,-1.033134,3.254176,0.9393897,1.8071556e-07,0.9393897,6.676158e-05,0.9831429,15.112888,0.8181818,0.90952027,-0.67039984
7.7933984,0.2696358,-0.9201783,42.886263370513916,,0.9098064,,0.04202896,59,0.6954842,1180,0.5406608,0.14999999,-1.0326556,3.2433422,0.9393897,1.7464151e-07,0.9393897,1.5808752,0.9831429,15.908512,0.35353535,0.16949601,-1.0521008
4.7304587,0.27524883,-0.91054356,43.456281423568726,,1.127193,,3.7171624e-17,60,0.6898712,1200,-1.1338667,0.14999999,-1.0343482,3.2075653,0.9393897,1.6886865e-07,0.9393897,1.1384737e-07,0.9831429,16.514927,-0.7979798,0.3587058,-1.0121359
7.519224,0.2712795,-0.9270729,44.15739631652832,,1.1270509,,6.8993263,61,0.6938405,1220,-1.0299704,0.14999999,-1.0379024,3.2037349,0.9393897,1.6337734e-07,0.9393897,1.4865185e-11,0.9831429,16.54805,-1.0,0.93199646,-1.3514708
5.269347,0.26740283,-0.9433334,44.69853448867798,,1.0698621,,4.0673476e-06,62,0.6977172,1240,-0.41506562,0.14999999,-1.031797,3.1805673,0.9393897,1.581496e-07,0.9393897,0.59624964,0.9831429,16.578976,-0.23232323,0.93419564,-0.74798924
5.436553,0.2636118,-0.94976276,45.60585021972656,,0.8617841,,4.9424744,63,0.7015082,1260,-0.27143425,0.14999999,-1.0258298,3.1570458,0.9393897,1.5316883e-07,0.9393897,0.0045809103,0.9831429,16.607544,-0.47474748,0.9365557,-0.6988385
5.968062,0.25998253,-0.9654384,46.57247471809387,,0.81771207,,0.84051466,64,0.7051375,1280,0.1768815,0.14999999,-1.0217001,3.1065679,0.9393897,1.484197e-07,0.9393897,5.8604193,0.9831429,16.638882,0.01010101,0.93378216,-0.60945797
7.1330276,0.26330698,-0.89332646,47.561367988586426,,1.1228588,,2.9995497e-13,65,0.70181304,1300,-1.1362062,0.14999999,-1.0238826,3.0989075,0.9393897,1.4388809e-07,0.9393897,1.4371904e-11,0.9831429,17.114952,-1.0,0.4890451,-0.96557313
8.04272,0.2598256,-0.9085939,48.53099346160889,,1.0458847,,9.96054e-27,66,0.70529443,1320,0.5112405,0.14999999,-1.0258498,3.0927446,0.9393897,1.3956085e-07,0.9393897,0.09579593,0.9831429,17.14849,0.53535354,0.9315839,-1.2420328
5.104331,0.2647689,-0.92218137,49.48344802856445,,1.0177376,,2.003561e-06,67,0.7003511,1340,-0.41558257,0.14999999,-1.0253123,3.0718632,0.9393897,1.3542595e-07,0.9393897,0.15364793,0.9831429,17.739513,-0.3131313,0.37409377,-1.0032122
7.3928375,0.261248,-0.93470585,50.501389026641846,,0.83761483,,0.00079299795,68,0.703872,1360,0.24591377,0.14999999,-1.019663,3.0475285,0.9397722,1.3147212e-07,0.9397722,5.094885,0.98351824,17.764862,0.21212122,0.9397722,-0.6379536
5.219642,0.26449227,-0.877054,51.46846127510071,,0.8965718,,9.911179e-07,69,0.70062774,1380,-0.4656167,0.14999999,-1.021304,3.034922,0.9397722,1.2768895e-07,0.9397722,0.00013975044,0.98351824,18.24997,-0.5959596,0.48001856,-0.9474072
17.288647,0.26108932,-0.8914407,52.43151021003723,,1.0022818,,9.373703e-21,70,0.7040307,1400,0.9917455,0.14999999,-1.0175123,3.0342278,0.9397722,1.2406676e-07,0.9397722,9.468842e-08,0.98351824,18.276253,1.0,0.93883395,-0.63949513
7.020955,0.2704605,-0.9056253,53.45870327949524,,1.1242797,,5.100103e-38,71,0.69465953,1420,-0.9301972,0.14999999,-1.0225194,3.017171,0.9397722,1.2059652e-07,0.9397722,1.4549749e-11,0.98351824,19.202694,-1.0,0.038677234,-1.3095243
5.121504,0.26710522,-0.9196116,54.4218647480011,,0.98471683,,0.007823255,72,0.6980148,1440,-0.50642353,0.14999999,-1.0148422,3.0142186,0.9397722,1.1726989e-07,0.9397722,0.03017549,0.98351824,19.231575,-0.3939394,0.93623686,-0.5616618
8.505936,0.263789,-0.93298584,55.46152329444885,,1.1783984,,1.8984558e-15,73,0.701331,1460,0.7873153,0.14999999,-1.0099967,2.975991,0.9400985,1.1407902e-07,0.9400985,0.00043998798,0.9838109,19.256596,0.75757575,0.9400985,-0.6283974
4.7941623,0.2704684,-0.9465855,56.43238019943237,,1.0253618,,4.3307446e-24,74,0.6946516,1480,-0.5332944,0.14999999,-1.0090652,2.966536,0.9400985,1.1101664e-07,0.9400985,1.18025525e-07,0.9838109,20.014664,-0.7979798,0.20705801,-1.0735252
5.0613813,0.26719767,-0.9600085,57.45770740509033,,0.9747227,,5.031951,75,0.69792235,1500,-0.41683254,0.14999999,-1.0041178,2.986505,0.9400985,1.0807592e-07,0.9400985,0.001593082,0.9838109,20.039825,-0.5151515,0.9399564,-0.6449411
4.8843117,0.26403618,-0.9732325,58.49260449409485,,1.0674994,,3.781406,76,0.70108384,1520,-0.23006117,0.14999999,-0.99920857,2.945878,0.9400985,1.0525054e-07,0.9400985,0.16169551,0.9838109,20.06675,-0.3131313,0.93819565,-0.590891
7.9300976,0.26101875,-0.98417926,59.464935302734375,,0.9691702,,0.00085294025,77,0.70410126,1540,0.29569727,0.14999999,-0.9934861,2.9413655,0.9400985,1.02534514e-07,0.9400985,1.0289325,0.9838109,20.098442,0.3939394,0.93342394,-0.6078144
5.969659,0.26412845,-0.9838084,60.510971784591675,,0.8979036,,0.26290122,78,0.7009916,1560,-0.015640214,0.14999999,-0.99440384,2.937925,0.9400985,9.9922275e-08,0.9400985,3.19317,0.9838109,20.602016,-0.09090909,0.46154565,-1.0072747
7.14404,0.26302326,-0.95642513,61.54925513267517,,0.87747383,,3.2726617,79,0.70209676,1580,0.023480266,0.14999999,-0.9937898,2.9018025,0.9400985,9.74086e-08,0.9400985,6.509019,0.9838109,20.77884,0.15151516,0.7883032,-0.8283315
7.1883125,0.2633356,-0.8898299,62.51880145072937,,1.0737894,,4.7668525e-10,80,0.70178443,1600,-1.1027492,0.14999999,-0.9935999,2.8891284,0.9400985,9.49886e-08,0.9400985,1.4321745e-11,0.9838109,21.066849,-1.0,0.6771107,-0.83570194
4.9850645,0.2604891,-0.90225244,63.491496562957764,,0.9360033,,0.02559033,81,0.7046309,1620,-0.54452384,0.14999999,-0.993897,2.8716831,0.9400985,9.265769e-08,0.9400985,0.0001433166,0.9838109,21.099617,-0.5959596,0.93234825,-1.0637392
5.4382567,0.2576295,-0.91452074,64.46518898010254,,0.99140793,,0.10814321,82,0.7074905,1640,-0.20066074,0.14999999,-0.98992026,2.8678474,0.9400985,9.041153e-08,0.9400985,2.0432155,0.9838109,21.125618,-0.13131313,0.93911785,-0.5918106
4.763201,0.25500196,-0.9020302,65.25060057640076,,1.0401614,,2.1195307,83,0.71011806,1660,-0.26989332,0.14999999,-0.9855672,2.8586218,0.9400985,8.8246054e-08,0.9400985,0.029649604,0.9838109,21.165169,-0.3939394,0.92557645,-0.60316086
4.717286,0.25237435,-0.91364926,65.88566279411316,,1.0877432,,4.468575,84,0.71274567,1680,-0.1453962,0.14999999,-0.9800831,2.8255749,0.9400985,8.6157456e-08,0.9400985,0.57881063,0.9838109,21.199448,-0.23232323,0.93083763,-0.550255
7.007869,0.2499519,-0.9186167,67.45119905471802,,1.075779,,4.339853e-07,85,0.7151681,1700,-0.61956596,0.14999999,-0.9747957,2.8251255,0.9400985,8.4142165e-08,0.9400985,1.4740025e-11,0.9838109,21.24591,-1.0,0.9186526,-0.6015105
8.342789,0.24734026,-0.93031275,70.71987175941467,,1.0449616,,2.7098193e-14,86,0.71777976,1720,0.5140744,0.14999999,-0.9700452,2.8266423,0.9400985,8.219674e-08,0.9400985,0.027849022,0.9838109,21.271263,0.5959596,0.9397667,-0.615905
4.998306,0.25127864,-0.94154984,73.08097696304321,,0.9769501,,4.586154e-13,87,0.7138414,1740,-0.8422568,0.14999999,-0.97091305,2.8260539,0.9400985,8.031802e-08,0.9400985,2.1135109e-05,0.9838109,21.861237,-0.65656567,0.37514773,-1.0645448
6.33164,0.2487368,-0.95297825,74.71468949317932,,0.8713736,,2.1278132e-07,88,0.7163832,1760,0.008317798,0.14999999,-0.96686023,2.8019428,0.9400985,7.850298e-08,0.9400985,6.211859,0.9838109,21.888844,0.030303031,0.9375204,-0.577944
17.622707,0.24924678,-0.8960686,76.45320129394531,,0.98355156,,1.895314e-09,89,0.71587324,1780,0.95636517,0.14999999,-0.96649206,2.7958171,0.9400985,7.674878e-08,0.9400985,9.5127575e-08,0.9838109,22.182964,1.0,0.6709967,-0.7920161
4.8674755,0.25641662,-0.9072419,78.27792549133301,,0.96483654,,1.9477524e-29,90,0.7087034,1800,-0.7803465,0.14999999,-0.97104084,2.7733786,0.9400985,7.505273e-08,0.9400985,1.1347211e-07,0.9838109,23.077496,-0.7979798,0.07058761,-1.3074539
7.6920466,0.25389123,-0.9182917,80.24194121360779,,0.93392694,,5.0156632e-12,91,0.7112288,1820,0.2451387,0.14999999,-0.9671184,2.7664716,0.9400985,7.3412274e-08,0.9400985,1.9652364,0.9838109,23.104103,0.33333334,0.9385074,-0.5652071
4.936613,0.2564292,-0.9078547,82.90186834335327,,1.0777092,,0.10228297,92,0.7086908,1840,-0.33850402,0.14999999,-0.96827674,2.7629561,0.9400985,7.182504e-08,0.9400985,1.0060331,0.9838109,23.591484,-0.1919192,0.47774234,-0.9866877
4.845786,0.2539974,-0.90778977,84.54496383666992,,0.9982082,,3.4385188,93,0.71112263,1860,-0.54559547,0.14999999,-0.9631825,2.7671726,0.9400985,7.028872e-08,0.9400985,0.0072859963,0.9838109,23.621758,-0.45454547,0.9348486,-0.55609524
4.80858,0.25156355,-0.9184067,86.0101888179779,,0.98746026,,3.9728456,94,0.71355647,1880,-0.66472393,0.14999999,-0.95930094,2.7343795,0.9400985,6.880116e-08,0.9400985,4.0328927e-05,0.9838109,23.646973,-0.6363636,0.93990576,-0.58438694
9.156851,0.24918824,-0.9289884,87.27726626396179,,1.1125915,,1.0447312e-20,95,0.7159318,1900,0.9968699,0.14999999,-0.9553345,2.7341428,0.9400985,6.736033e-08,0.9400985,0.000129508,0.9838109,23.672882,0.7979798,0.93920827,-0.5583762
7.302435,0.25629205,-0.9394584,89.58794569969177,,1.0263697,,3.5690943e-38,96,0.708828,1920,-0.9916446,0.14999999,-0.95924336,2.7166984,0.9400985,6.5964315e-08,0.9400985,1.5050456e-11,0.9838109,24.604034,-1.0,0.033959266,-1.406784
4.7263927,0.25395757,-0.9498212,92.26853728294373,,0.9895211,,2.2980335,97,0.71116245,1940,-0.9495407,0.14999999,-0.95639676,2.7041802,0.9400985,6.461123e-08,0.9400985,1.1840805e-07,0.9838109,24.63388,-0.7979798,0.93527967,-0.68734056
7.034517,0.25166452,-0.96007764,94.33699798583984,,0.8833091,,2.58046e-11,98,0.7134555,1960,0.06063948,0.14999999,-0.95301944,2.6985526,0.9400985,6.329935e-08,0.9400985,6.786765,0.9838109,24.663124,0.13131313,0.9358874,-0.6023535
4.7020626,0.25320494,-0.90327,96.85062646865845,,1.0367949,,0.1404446,99,0.7119151,1980,-0.1704177,0.14999999,-0.9535306,2.6930695,0.9400985,6.2027055e-08,0.9400985,0.069373004,0.9838109,25.067291,-0.35353535,0.56094474,-0.87089396
5.563006,0.2511186,-0.9126198,98.99341630935669,,0.9994411,,3.9728622,100,0.7140014,2000,-0.061836824,0.14999999,-0.94997317,2.7029126,0.9400985,6.079271e-08,0.9400985,3.4945989,0.9838109,25.111862,-0.07070707,0.9205449,-0.62224334
