LQGsigma_higher,TimestepsSoFar,IWMean,DenMISEMeanLog,DenMISELogFirst,ReturnMin,Regret,ReturnStepMax,ReturnMean,LQGmu1_actor,ReturnLastEpisode,Regret/t,Delta,LQGmu1_higher,Bound,IWFirstEpisode,DenMISELogLast,ReturnMax,Iteration,ReturnAbsMax,IWMax,IWMin,TimeElapsed,IWLastEpisode
0.14999999,220,1.2408229,-0.87143517,-0.89590013,,3.950933,0.96505696,0.60594434,-0.6213955,0.8675862,0.35917568,5.0241906e-06,-0.43434343,6.3299646,5.957828,-0.70405984,0.9203926,11,0.9203926,5.965884,,8.213120698928833,0.8745377
0.14999999,240,1.0026704,-0.8555054,-0.5500772,,3.996593,0.96505696,0.6320706,0.80034345,0.91945916,0.33304942,4.221716e-06,0.85858583,6.3516955,1.1867103e-14,-0.741047,0.9203926,12,0.9203926,8.998012,,8.702248334884644,4.0518538e-21
0.14999999,260,1.2725326,-0.86200595,-0.6301199,,4.7842155,0.96505696,0.5971035,-0.7774698,0.17749749,0.36801654,3.5972016e-06,-0.7171717,6.321124,0.34789664,-0.76580757,0.9203926,13,0.9203926,7.0750666,,9.136126041412354,3.408788e-22
0.14999999,280,0.7712211,-0.84039634,-0.6778184,,4.8312244,0.96505696,0.6200326,-0.9252935,0.91811115,0.3450874,3.1016684e-06,-1.0,6.069862,0.00079424295,-0.67675877,0.9203926,14,0.9203926,7.5903025,,9.975028038024902,1.7410746
0.14999999,300,0.63278747,-0.85159785,-0.7467546,,4.882986,0.96505696,0.6395876,0.56082636,0.91335803,0.32553244,2.7018984e-06,0.57575756,5.9380116,1.2584551e-08,-0.6937419,0.9203926,15,0.9203926,3.8262403,,10.916263103485107,9.570618e-22
0.14999999,320,0.89430577,-0.87020093,-0.8112931,,5.5156965,0.96505696,0.620389,-0.07442619,0.33240935,0.34473103,2.3747152e-06,-0.21212122,5.8588276,3.4180164,-0.76497006,0.9203926,16,0.9203926,6.619405,,11.949193239212036,9.79664e-06
0.14999999,340,1.2741709,-0.8739362,-0.67830515,,5.689349,0.96505696,0.6304524,-0.73608476,0.7914672,0.33466762,2.103554e-06,-0.85858583,5.2800817,0.026562626,-0.75281495,0.9203926,17,0.9203926,5.464077,,12.659190654754639,6.566104e-06
0.14999999,360,1.1495274,-0.84963626,-0.7339023,,5.7354374,0.96505696,0.6464846,-0.7938242,0.9190327,0.3186354,1.8763183e-06,-0.5959596,5.0956907,1.7981124,-0.59243,0.9203926,18,0.9203926,5.347473,,13.430981159210205,3.1089242
0.14999999,380,1.1662487,-0.827343,-0.6927546,,5.783407,0.96505696,0.6607302,0.8391621,0.9171493,0.30438983,1.6840087e-06,1.0,4.951825,3.866046e-18,-0.5009564,0.9203926,19,0.9203926,14.848196,,14.354827165603638,3.8669796e-31
0.14999999,400,1.0572695,-0.8327131,-0.74404794,,6.6012707,0.96505696,0.6350565,0.21416384,0.14725697,0.33006352,1.5198176e-06,-0.01010101,4.877778,0.3100661,-0.88965034,0.9203926,20,0.9203926,6.764561,,15.35563325881958,7.0865246e-07
0.14999999,420,1.2376295,-0.84034187,-0.7774537,,7.106327,0.96505696,0.6267235,0.29662722,0.46006468,0.3383965,1.3785193e-06,0.2929293,4.821601,0.00032303334,-0.9578192,0.9203926,21,0.9203926,7.0539417,,16.376937866210938,6.03837
0.14999999,440,1.3822818,-0.8314561,-0.8239584,,7.6313972,0.96505696,0.6182384,-1.0947298,0.4400504,0.34688163,1.2560477e-06,-0.7979798,4.610778,0.105330095,-0.76821613,0.9203926,22,0.9203926,5.0802345,,17.28814435005188,1.5666721e-11
0.14999999,460,1.0252723,-0.8419315,-0.8636338,,7.68935,0.96505696,0.6308004,-0.9689788,0.90716475,0.3343196,1.1492007e-06,-1.0,4.5450497,0.0009564273,-1.3578718,0.9203926,23,0.9203926,8.4709015,,18.291445016860962,8.4709015
0.14999999,480,0.9485116,-0.8338976,-0.90615183,,7.7426453,0.96505696,0.64250976,0.6119394,0.91182566,0.32261026,1.055429e-06,0.67676765,4.51264,1.6782288e-10,-0.59458274,0.9203926,24,0.9203926,5.900894,,19.22822332382202,3.4955733e-26
0.14999999,500,0.6790501,-0.841013,-0.94697386,,8.403838,0.96505696,0.6289665,0.014813572,0.30392683,0.3361535,9.726833e-07,-0.27272728,4.46275,5.5337806,-0.89893734,0.9203926,25,0.9203926,5.5337806,,20.184809684753418,1.8281807e-07
0.14999999,520,1.1826295,-0.85461,-0.78623676,,8.884136,0.96505696,0.6234225,-0.0059393644,0.48482162,0.3416975,8.993004e-07,0.13131313,4.3182273,0.021472445,-0.8458941,0.9203926,26,0.9203926,6.254242,,21.101866722106934,4.583543
0.14999999,540,1.0461513,-0.84566796,-0.8231516,,9.279278,0.96505696,0.6214431,0.3231358,0.5699798,0.34367692,8.3391916e-07,0.47474748,4.2553616,7.590813e-07,-0.72787404,0.9203926,27,0.9203926,6.404292,,21.987661123275757,0.03243205
0.14999999,560,0.73142916,-0.84338284,-0.8595192,,9.812155,0.96505696,0.61468595,-0.5776988,0.43224403,0.35043406,7.754171e-07,-0.5151515,4.158827,3.9568555,-0.76612794,0.9203926,28,0.9203926,6.2596426,,22.534610509872437,9.4524887e-07
0.14999999,580,1.0268198,-0.8474701,-0.7624283,,9.858841,0.96505696,0.62516,-1.0519656,0.91843086,0.33996004,7.2286224e-07,-1.0,4.074697,0.0008643687,-0.6640921,0.9203926,29,0.9203926,7.8043485,,23.454508066177368,0.09819506
0.14999999,600,0.995766,-0.8494317,-0.79630005,,9.916136,0.96505696,0.63458216,-0.41644678,0.9078247,0.33053786,6.754746e-07,-0.11111111,4.07526,1.3157527,-0.8695204,0.9203926,30,0.9203926,6.1399555,,24.42081117630005,1.8168613e-08
0.14999999,620,1.112108,-0.8491718,-0.78616595,,9.965319,0.96505696,0.6436581,-0.76501054,0.91593856,0.32146192,6.325984e-07,-0.67676765,4.0530005,0.73028994,-0.78078234,0.9203926,31,0.9203926,5.04924,,25.33957839012146,1.2879237
0.14999999,640,0.9939573,-0.83737826,-0.7946301,,10.011972,0.96505696,0.6522459,1.0406431,0.9184675,0.31287414,5.936788e-07,0.83838385,4.0191965,4.5294545e-14,-0.5378761,0.9203926,32,0.9203926,8.650153,,26.273688554763794,7.029783e-25
0.14999999,660,0.7317877,-0.8579656,-0.8254018,,10.97229,0.96505696,0.6326264,-0.66416407,0.00480113,0.3324936,5.582434e-07,-0.3939394,3.868697,6.0003204,-1.4299016,0.9203926,33,0.9203926,6.0003204,,27.194117784500122,1.5269394e-19
0.14999999,680,1.2942592,-0.8589711,-0.6881924,,11.017429,0.96505696,0.64107794,-0.7902276,0.9199813,0.32404208,5.258885e-07,-0.8181818,3.9246516,0.062104885,-0.5968068,0.9203926,34,0.9203926,4.7577085,,28.165833234786987,2.8514986
0.14999999,700,1.2093747,-0.8415486,-0.71535504,,11.065357,0.96505696,0.64896697,0.27320302,0.91719216,0.31615305,4.9626703e-07,0.2929293,3.8311234,0.0003035836,-0.49285635,0.9203926,35,0.9203926,7.078375,,29.194162845611572,2.0703595e-11
0.14999999,720,1.0617441,-0.8371327,-0.7435172,,11.584084,0.96505696,0.6433399,0.97862726,0.4463927,0.32178015,4.6907957e-07,1.0,3.7504413,4.067377e-18,-0.8188359,0.9203926,36,0.9203926,14.492451,,30.18836522102356,4.8134327e-05
0.14999999,740,1.172896,-0.84501654,-0.7709162,,12.522409,0.96505696,0.62667656,-0.60380477,0.026796337,0.33844346,4.4406656e-07,-0.65656567,3.7423973,0.9379796,-1.0797485,0.9203926,37,0.9203926,4.8585577,,30.862868547439575,1.2257382e-25
0.14999999,760,1.0139627,-0.8336974,-0.7725497,,12.569794,0.96505696,0.634336,-0.85146904,0.91773325,0.33078402,4.2100217e-07,-1.0,3.691755,0.0008731617,-0.54801416,0.9203926,38,0.9203926,7.6285443,,31.332859992980957,0.14057116
0.14999999,780,1.0549945,-0.82582504,-0.79850215,,12.618542,0.96505696,0.64156765,0.068079524,0.9163703,0.32355237,3.996891e-07,0.07070707,3.6795068,0.0774972,-0.49251854,0.9203926,39,0.9203926,6.2163906,,31.800194025039673,2.7004218e-08
0.14999999,800,0.81575906,-0.8245676,-0.82183486,,13.10376,0.96505696,0.63752604,0.6307842,0.47990614,0.32759398,3.799544e-07,0.5555556,3.6195014,3.1452483e-08,-0.78819555,0.9203926,40,0.9203926,7.9545135,,32.26835227012634,0.029767005
0.14999999,820,1.2948546,-0.8335026,-0.84652746,,13.776077,0.96505696,0.6291181,-0.7958114,0.29279917,0.33600193,3.6164613e-07,-0.7979798,3.602325,0.10773434,-0.97321385,0.9203926,41,0.9203926,4.510534,,32.84114956855774,1.4004663e-19
0.14999999,840,0.7022763,-0.81829524,-0.8680008,,13.823559,0.96505696,0.6359877,-0.33485052,0.9176407,0.32913232,3.4462983e-07,-0.17171717,3.5212996,2.6230059,-0.4484089,0.9203926,42,0.9203926,6.554726,,33.31855845451355,0.0007253726
0.14999999,860,0.8797346,-0.8260487,-0.83095133,,13.875107,0.96505696,0.6424431,-0.32419136,0.91357255,0.3226769,3.2878697e-07,-0.47474748,3.5760133,4.8047113,-0.83456093,0.9203926,43,0.9203926,5.5654383,,33.7926824092865,3.9662762
0.14999999,880,1.2398163,-0.82818455,-0.7480168,,13.931164,0.96505696,0.6485027,-0.8731791,0.9090656,0.3166173,3.140119e-07,-0.83838385,3.4207246,0.04372859,-0.7746161,0.9203926,44,0.9203926,4.408886,,34.32066297531128,0.01620197
0.14999999,900,0.7629134,-0.81534636,-0.7694963,,13.980896,0.96505696,0.6544334,-0.20645845,0.9153849,0.3106866,3.0021093e-07,-0.3131313,3.4212573,5.330543,-0.45472682,0.9203926,45,0.9203926,5.883689,,34.81032037734985,0.003937655
0.14999999,920,1.0903186,-0.8194737,-0.67952555,,14.056847,0.96505696,0.65953636,0.35616952,0.8891668,0.30558366,2.8730017e-07,0.35353535,3.4198122,4.5152345e-05,-0.74692,0.9203926,46,0.9203926,7.1858435,,35.27972078323364,0.0052810293
0.14999999,940,0.9287861,-0.819749,-0.7010308,,14.600388,0.96505696,0.6544735,0.82501644,0.42158154,0.31064653,2.7520463e-07,0.75757575,3.416759,2.7453912e-12,-0.87398255,0.9203926,47,0.9203926,8.233046,,35.74803876876831,0.177562
0.14999999,960,1.0705129,-0.8267853,-0.7220842,,15.407063,0.96505696,0.6441395,-0.65834785,0.15844257,0.3209805,2.6385726e-07,-0.6363636,3.3494606,1.1440096,-1.0433751,0.9203926,48,0.9203926,4.7633686,,36.220860958099365,1.8492529e-20
0.14999999,980,1.0433165,-0.8188608,-0.71914953,,15.451439,0.96544796,0.64978456,0.2048496,0.9207458,0.31533545,2.531974e-07,0.11111111,3.3454533,0.03123555,-0.48469636,0.9207458,49,0.9207458,6.4185476,,36.693652629852295,8.342321e-06
0.14999999,1000,0.9237341,-0.8189522,-0.738715,,15.954639,0.96544796,0.6460272,-1.1274283,0.4619191,0.3190928,2.4317083e-07,-1.0,3.3175814,0.00084411295,-0.8333967,0.9207458,50,0.9207458,7.7533,,37.16943335533142,5.9810474e-14
0.14999999,1020,0.8581444,-0.831518,-0.75850075,,16.013268,0.96544796,0.65113443,-0.109942585,0.90649396,0.3139856,2.3372819e-07,-0.11111111,3.2746837,1.2669464,-1.3534955,0.9207458,51,0.9207458,6.071452,,37.73179078102112,1.1069362e-09
0.14999999,1040,1.048199,-0.8333225,-0.7533803,,16.127502,0.96544796,0.6549758,0.9835865,0.8508802,0.31014425,2.248251e-07,1.0,3.2760885,4.107684e-18,-0.7588081,0.9207458,52,0.9207458,14.691495,,38.59736895561218,7.321685e-12
0.14999999,1060,1.1994939,-0.84077525,-0.7724285,,17.07045,0.96544796,0.643036,-0.7350185,0.022172572,0.322084,2.1642118e-07,-0.7373737,3.2192316,0.291273,-1.1991287,0.9207458,53,0.9207458,4.4219522,,39.57814621925354,2.3025997e-28
0.14999999,1080,0.7714036,-0.830328,-0.78563994,,17.115925,0.96544796,0.6481585,-0.18254623,0.9196482,0.31696153,2.0847979e-07,-0.37373737,3.1987364,5.833666,-0.44739613,0.9207458,54,0.9207458,5.833666,,40.55162477493286,0.22878854
0.14999999,1100,0.9683321,-0.833672,-0.70140463,,17.195332,0.96544796,0.6524776,-0.8579494,0.88571167,0.3126424,2.0096763e-07,-1.0,3.1924129,0.00081319886,-0.767866,0.9207458,55,0.9207458,7.686741,,41.51995015144348,2.0380373e-06
0.14999999,1120,0.9203022,-0.8281979,-0.7194084,,17.244919,0.96544796,0.65717506,0.46435678,0.91553545,0.30794495,1.9385428e-07,0.47474748,3.1899035,6.842787e-07,-0.4647269,0.9207458,56,0.9207458,6.994525,,42.27589464187622,3.0599062e-17
0.14999999,1140,0.95263684,-0.8324633,-0.73710793,,17.830635,0.96544796,0.65230185,-0.21884553,0.37940174,0.31281817,1.8711206e-07,-0.13131313,3.1775515,1.5518165,-0.96325976,0.9207458,57,0.9207458,6.0229406,,43.04300618171692,0.0026228135
0.14999999,1160,1.1091272,-0.831895,-0.72763884,,17.89743,0.96544796,0.6565436,0.36609906,0.8983246,0.3085764,1.8071556e-07,0.21212122,3.1462457,0.0028843204,-0.72515345,0.9207458,58,0.9207458,6.79408,,43.818355560302734,0.088562146
0.14999999,1180,1.2330946,-0.83186084,-0.74468356,,18.444378,0.96544796,0.65250343,-0.52084845,0.41817382,0.3126166,1.7464151e-07,-0.7979798,3.1370196,0.09730246,-0.9030023,0.9207458,59,0.9207458,4.3831697,,44.57551693916321,5.4843977e-13
0.14999999,1200,0.9261271,-0.8261332,-0.7598428,,18.489536,0.96544796,0.6569611,-0.30673742,0.9199625,0.30815893,1.6886865e-07,-0.53535354,3.1557138,3.1180491,-0.6937194,0.9207458,60,0.9207458,5.297449,,45.34498953819275,5.297449
0.14999999,1220,0.9493586,-0.8263414,-0.7257099,,18.544476,0.96544796,0.66111225,-0.18071614,0.91018194,0.30400777,1.6337734e-07,-0.27272728,3.159181,4.4353533,-0.74838847,0.9207458,61,0.9207458,5.4786882,,46.11752986907959,5.4786882
0.14999999,1240,0.8737021,-0.825643,-0.6717816,,18.622513,0.96544796,0.6647569,0.9247836,0.8870807,0.30036312,1.581496e-07,0.67676765,3.0976658,1.3275933e-10,-0.71018,0.9207458,62,0.9207458,8.038106,,46.887709617614746,4.3359228e-07
0.14999999,1260,1.0134379,-0.83465654,-0.687782,,19.512142,0.96544796,0.6554035,-0.080216154,0.07549344,0.30971652,1.5316883e-07,-0.1919192,3.046357,2.5958006,-1.239479,0.9207458,63,0.9207458,5.4828296,,47.66736626625061,8.474048e-12
0.14999999,1280,0.98946106,-0.8332133,-0.66315335,,19.639263,0.96544796,0.65825653,-0.07467116,0.83799905,0.3068635,1.484197e-07,0.01010101,3.0353715,0.20496708,-0.73155624,0.9207458,64,0.9207458,6.049048,,48.447588205337524,4.611101
0.14999999,1300,1.0177907,-0.8313681,-0.67546004,,19.808964,0.96544796,0.6603667,-0.5525109,0.7954152,0.3047533,1.4388809e-07,-0.6363636,2.991953,1.0918955,-0.680936,0.9207458,65,0.9207458,4.77595,,49.222750663757324,0.004738853
0.14999999,1320,1.1014118,-0.8277625,-0.6740687,,19.855255,0.96544796,0.6642828,0.24999464,0.9188283,0.30083722,1.3956085e-07,0.37373737,2.9849863,2.3220768e-05,-0.593496,0.9207458,66,0.9207458,7.18791,,49.99757266044617,2.5272008e-08
0.14999999,1340,0.87956303,-0.8275506,-0.6891062,,20.36821,0.96544796,0.6611169,-1.117981,0.4521623,0.30400312,1.3542595e-07,-1.0,2.9776993,0.0008032593,-0.87835956,0.9207458,67,0.9207458,8.080935,,50.77774906158447,5.3302445e-15
0.14999999,1360,1.140048,-0.8367628,-0.7039093,,20.42649,0.96544796,0.6647304,1.1393001,0.90683776,0.3003896,1.3147212e-07,1.0,2.9744654,3.909425e-18,-1.3100944,0.9207458,68,0.9207458,14.941222,,51.55282807350159,
0.14999999,1380,0.8487769,-0.85210395,-0.7185081,,21.388268,0.96544796,0.65514517,-0.2874467,0.0033513189,0.30997485,1.2768895e-07,-0.43434343,2.9629147,4.989392,-1.9658852,0.9207458,69,0.9207458,5.4017124,,52.33484697341919,2.3951258e-23
0.14999999,1400,1.0711788,-0.85187626,-0.66308165,,21.44778,0.96544796,0.6587232,-0.08187252,0.9056056,0.30639684,1.2406676e-07,-0.1919192,2.9637864,2.5324688,-0.672124,0.9207458,70,0.9207458,5.3087206,,53.12124466896057,4.25254
0.14999999,1420,1.0527698,-0.8490469,-0.6417272,,21.603386,0.96544796,0.660847,0.25531998,0.8095145,0.304273,1.2059652e-07,-0.01010101,2.9253109,0.2799091,-0.6994848,0.9207458,71,0.9207458,5.8211603,,53.905794620513916,4.7740564
0.14999999,1440,0.9244743,-0.8497412,-0.6517788,,22.117622,0.96544796,0.6579308,-1.1602484,0.45088366,0.30718923,1.1726989e-07,-1.0,2.9117918,0.0007738281,-0.9303932,0.9207458,72,0.9207458,7.7493086,,54.704463720321655,4.174287e-15
0.14999999,1460,1.1703181,-0.86114454,-0.6655614,,22.175858,0.96544796,0.66134113,0.13643733,0.9068792,0.3037789,1.1407902e-07,0.23232323,2.9065564,0.0015914458,-1.5822561,0.9207458,73,0.9207458,6.7741933,,55.48844599723816,2.4902769e-18
0.14999999,1480,0.95664275,-0.85865486,-0.6791452,,22.667973,0.96544796,0.65879613,0.7612098,0.47301313,0.3063239,1.1101664e-07,0.7979798,2.8785422,3.4139046e-13,-0.81386954,0.9207458,74,0.9207458,9.14365,,56.275984048843384,0.00035861955
0.14999999,1500,1.0703764,-0.86328036,-0.69256824,,23.426556,0.96544796,0.652766,-1.016572,0.20653392,0.31235403,1.0807592e-07,-0.7979798,2.865589,0.09236139,-1.1284769,0.9207458,75,0.9207458,4.6583343,,57.06437373161316,2.83568e-23
0.14999999,1520,1.0116589,-0.8619489,-0.70458275,,23.48172,0.96544796,0.65615004,-0.9877869,0.9099556,0.30896997,1.0525054e-07,-1.0,2.8829162,0.00081578747,-0.8138668,0.9207458,76,0.9207458,7.5421305,,57.850303649902344,5.9652166
0.14999999,1540,0.9038617,-0.8596465,-0.7176441,,23.53563,0.96544796,0.65946245,-0.2259194,0.9112069,0.30565757,1.02534514e-07,-0.3131313,2.836564,5.061186,-0.67002517,0.9207458,77,0.9207458,5.3753757,,58.64062547683716,0.00021040738
0.14999999,1560,0.8060454,-0.85821885,-0.66688776,,23.59882,0.96544796,0.662571,0.3143764,0.9019311,0.302549,9.9922275e-08,0.5555556,2.8351638,2.6937805e-08,-0.63761383,0.9207458,78,0.9207458,8.321675,,59.42883086204529,6.4245482e-06
0.14999999,1580,1.0776453,-0.8619676,-0.6796268,,24.129047,0.96544796,0.65968907,-0.084915444,0.4348974,0.30543095,9.74086e-08,-0.09090909,2.8109646,0.91886896,-0.9423841,0.9207458,79,0.9207458,5.419127,,60.22018623352051,0.17735964
0.14999999,1600,1.0147063,-0.85868514,-0.6806415,,24.276112,0.96544796,0.66166866,-1.1112678,0.81805444,0.30345136,9.49886e-08,-1.0,2.8069594,0.0007964886,-0.656348,0.9207458,80,0.9207458,7.222349,,61.01437258720398,4.2493646e-08
0.14999999,1620,0.85874885,-0.8624654,-0.693054,,24.334389,0.96544796,0.66469544,-0.59704286,0.90684205,0.30042458,9.265769e-08,-0.57575756,2.7985384,2.093571,-1.1553677,0.9207458,81,0.9207458,5.3017015,,61.80793237686157,0.014419905
0.14999999,1640,1.1613826,-0.8614376,-0.67980593,,24.380737,0.96544796,0.6677939,0.42459178,0.9187664,0.2973261,9.041153e-08,0.1919192,2.7935638,0.004599212,-0.6249056,0.9207458,82,0.9207458,6.726702,,62.606157541275024,4.884789e-06
0.14999999,1660,1.0302416,-0.86160666,-0.6918712,,24.949669,0.96544796,0.66452163,-1.3275183,0.39619806,0.30059838,8.8246054e-08,-1.0,2.749995,0.0008054832,-1.0098357,0.9207458,83,0.9207458,6.8722143,,63.40482687950134,1.8926527e-19
0.14999999,1680,1.0019182,-0.8908948,-0.7038377,,25.008148,0.96544796,0.667404,-0.12611984,0.90663946,0.29771602,8.6157456e-08,-0.23232323,2.7453713,3.5082603,-3.3286402,0.9207458,84,0.9207458,5.1630516,,64.32002139091492,1.9702762e-10
0.14999999,1700,1.120788,-0.8880985,-0.67475575,,25.10759,0.96544796,0.6697366,0.39192316,0.8656729,0.2953834,8.4142165e-08,0.3939394,2.7442844,1.17994805e-05,-0.63872343,0.9207458,85,0.9207458,7.351433,,65.37135744094849,0.0123592075
0.14999999,1720,0.92866856,-0.8876181,-0.6864517,,25.663837,0.96544796,0.6667033,-0.9094943,0.40887254,0.29841673,8.219674e-08,-0.6363636,2.7298636,1.1039634,-0.9388811,0.9207458,86,0.9207458,5.08366,,68.37706685066223,4.2448806e-10
0.14999999,1740,1.0894169,-0.88474107,-0.6852574,,25.714817,0.96544796,0.6695474,-1.092996,0.9141386,0.29557264,8.031802e-08,-1.0,2.7418077,0.0008001735,-0.55252975,0.9207458,87,0.9207458,7.0862184,,70.31883335113525,3.8523474
0.14999999,1760,1.0632911,-0.88517743,-0.6966769,,25.772476,0.96544796,0.672251,-0.15741579,0.9074639,0.29286903,7.850298e-08,-0.05050505,2.7174733,0.5451613,-0.98855174,0.9207458,88,0.9207458,5.5675898,,72.31466937065125,2.3204237e-10
0.14999999,1780,1.1261144,-0.88175416,-0.7018005,,25.851006,0.96544796,0.6746593,0.86701655,0.88659185,0.2904607,7.674878e-08,1.0,2.7163346,3.901187e-18,-0.6255521,0.9207458,89,0.9207458,15.728969,,74.06361794471741,5.8602786e-13
0.14999999,1800,1.0982153,-0.8851152,-0.71297383,,26.691444,0.96544796,0.6685484,-1.0159159,0.12467536,0.2965716,7.505273e-08,-1.0,2.6931207,0.0008226618,-1.2508448,0.9207458,90,0.9207458,6.77846,,75.42252206802368,2.1237831e-33
0.14999999,1820,1.0399865,-0.88179374,-0.7240145,,26.746796,0.96544796,0.67119914,-0.17896639,0.9097665,0.29392087,7.3412274e-08,-0.21212122,2.676458,3.1323447,-0.65813816,0.9207458,91,0.9207458,5.101713,,78.27027869224548,2.9872906e-06
0.14999999,1840,0.8035624,-0.87852246,-0.7011014,,26.832218,0.96544796,0.67346543,0.43449825,0.8796992,0.2916546,7.182504e-08,0.65656567,2.6630142,3.470536e-10,-0.60437334,0.9207458,92,0.9207458,8.724443,,80.33831858634949,8.908512e-07
0.14999999,1860,0.76352626,-0.8823512,-0.71191233,,27.40519,0.96544796,0.6704406,-0.5023439,0.39215422,0.2946794,7.028872e-08,-0.43434343,2.6609974,4.956591,-1.0213736,0.9207458,93,0.9207458,5.502411,,82.49361824989319,3.8282562e-07
0.14999999,1880,0.99482954,-0.8829346,-0.67068267,,27.451149,0.96544796,0.6730865,-0.9155661,0.9191644,0.2920335,6.880116e-08,-0.7979798,2.6617432,0.09036197,-0.69304323,0.9207458,94,0.9207458,4.694865,,84.76634478569031,0.7626085
0.14999999,1900,1.2275202,-0.87932354,-0.68030393,,27.50232,0.96544796,0.6756219,0.5216534,0.9139454,0.2894981,6.736033e-08,0.35353535,2.6511016,4.5187495e-05,-0.5222816,0.9207458,95,0.9207458,7.2659297,,86.82668924331665,1.2811045e-15
0.14999999,1920,1.1142384,-0.8791196,-0.69077474,,28.114883,0.96544796,0.67225665,-1.1139851,0.3525578,0.29286337,6.5964315e-08,-1.0,2.6514359,0.00080460066,-1.0559602,0.9207458,96,0.9207458,6.7139053,,89.11540532112122,3.4453665e-22
0.14999999,1940,1.0843153,-0.8801014,-0.70112914,,28.172783,0.96544796,0.6746789,-0.15146604,0.90721714,0.2904411,6.461123e-08,-0.11111111,2.6234453,1.1963055,-1.0669988,0.9207458,97,0.9207458,5.2585583,,91.34084367752075,1.5193936e-09
0.14999999,1960,1.1213601,-0.8767062,-0.69912803,,28.256119,0.96544796,0.6767923,-0.9396985,0.88178724,0.2883277,6.329935e-08,-1.0,2.610839,0.00081134983,-0.61390334,0.9207458,98,0.9207458,6.4057794,,93.75551676750183,5.5287256e-07
0.14999999,1980,1.007841,-0.87185967,-0.70927215,,28.30822,0.96544796,0.6791784,0.98583674,0.91301894,0.2859416,6.2027055e-08,0.83838385,2.6035361,4.158872e-14,-0.49754834,0.9207458,99,0.9207458,9.678238,,95.66632580757141,1.3444875e-30
0.14999999,2000,0.9603379,-0.8773854,-0.7193225,,29.253273,0.96544796,0.6725873,0.015623964,0.020066822,0.29253274,6.079271e-08,0.11111111,2.6027584,0.03124095,-1.4000752,0.9207458,100,0.9207458,6.560326,,97.16487622261047,4.451001e-07
