ReturnMin,IWLastEpisode,Bound,ReturnAbsMax,Delta,Regret,Iteration,IWMin,Regret/t,LQGsigma_higher,ReturnLastEpisode,IWMean,DenMISELogLast,LQGmu1_actor,DenMISELogFirst,IWMax,IWFirstEpisode,TimestepsSoFar,TimeElapsed,ReturnMax,DenMISEMeanLog,ReturnMean,LQGmu1_higher,ReturnStepMax
,8.093727e-11,5.0224967,0.9555101,1.2560477e-06,4.319172,22,,0.19632596,0.14999999,0.9527652,0.35693198,-0.6368051,0.85433483,-0.62699467,3.5028548,1.3047578e-16,440,16.068385362625122,0.9555101,-0.8217443,0.76879406,1.0,0.998534
,1.5468192e-27,4.962247,0.9555101,1.1492007e-06,5.041128,23,,0.21917951,0.14999999,0.24316147,0.8743841,-0.96148336,-0.79783607,-0.67144644,5.878997,0.010711141,460,16.811355352401733,0.9555101,-0.8557191,0.7459405,-0.83838385,0.998534
,1.4697251e-21,4.7961926,0.9555101,1.055429e-06,5.050865,24,,0.21045274,0.14999999,0.95538366,1.4089403,-0.7069345,0.75461113,-0.71354043,7.6655664,8.584419e-10,480,17.553735971450806,0.9555101,-0.85678333,0.7546673,0.6969697,0.998534
,3.4150175e-06,4.604906,0.9555101,9.726833e-07,5.705639,25,,0.22822559,0.14999999,0.31034675,1.1289977,-0.83920485,-0.08098415,-0.75436246,5.707177,1.2551262,500,18.300803899765015,0.9555101,-0.84467816,0.7368944,-0.05050505,0.998534
,0.0050856834,4.56587,0.9555101,8.993004e-07,5.717167,26,,0.21989101,0.14999999,0.953592,0.90225387,-0.59485674,-0.7861658,-0.74459773,6.183349,0.5309974,520,19.051023960113525,0.9555101,-0.83275235,0.745229,-0.6363636,0.998534
,2.0772194e-10,4.527025,0.9555101,8.3391916e-07,5.7269573,27,,0.2121095,0.14999999,0.95533,0.82502055,-0.70209116,0.10969296,-0.76212084,6.356052,0.004937522,540,19.800477027893066,0.9555101,-0.8332543,0.7530105,0.25252524,0.998534
,0.10105793,4.4906554,0.9555101,7.754171e-07,5.75581,28,,0.20556462,0.14999999,0.9362668,0.977908,-0.7026543,-0.20964405,-0.79830563,5.908331,5.908331,560,20.553664445877075,0.9555101,-0.8362652,0.7595554,-0.3131313,0.998534
,0.00042529206,4.438638,0.9555101,7.2286224e-07,5.767523,29,,0.19888014,0.14999999,0.95340663,1.0874339,-0.61742896,-0.8265533,-0.6419407,5.8759127,0.006417225,580,21.309935331344604,0.9555101,-0.8309166,0.7662399,-0.85858583,0.998534
,1.5481455e-05,4.260309,0.9555101,6.754746e-07,5.7774143,30,,0.19258052,0.14999999,0.9552287,1.2543272,-0.6415835,-0.18517676,-0.67562103,5.2178097,1.4522449,600,22.06446075439453,0.9555101,-0.82379067,0.7725395,-0.07070707,0.998534
,2.3664985e-05,4.2502112,0.9555101,6.325984e-07,5.787689,31,,0.18669969,0.14999999,0.9548475,1.0679498,-0.563292,0.6559065,-0.6611379,7.0195994,2.9420778e-07,620,22.77850341796875,0.9555101,-0.8091544,0.7784203,0.5555556,0.998534
,2.2403224e-26,4.1981807,0.9555101,5.936788e-07,6.362818,32,,0.19883806,0.14999999,0.38999146,1.0245169,-0.89514786,-1.1871839,-0.69288653,9.211995,0.00013841239,640,23.532265186309814,0.9555101,-0.8114519,0.76628196,-1.0,0.998534
,,4.198438,0.9555101,5.582434e-07,6.3739433,33,,0.1931498,0.14999999,0.95399356,1.2173043,-1.8131659,0.6566705,-0.72365385,8.160758,9.871811e-13,660,24.271928071975708,0.9555101,-0.84308267,0.7719702,0.83838385,0.998534
,6.6342395e-08,4.0982633,0.9555101,5.258885e-07,6.9570713,34,,0.20461977,0.14999999,0.38198984,1.1393285,-0.8630942,-0.27264547,-0.75350684,5.239864,5.239864,680,25.029152631759644,0.9555101,-0.8398994,0.76050025,-0.25252524,0.998534
,1.6200854,4.0276475,0.9555101,4.9626703e-07,6.9668903,35,,0.199054,0.14999999,0.9553034,0.8209748,-0.60249925,-0.5598378,-0.63916177,6.0590224,2.3715286,700,25.789385318756104,0.9555101,-0.8304393,0.766066,-0.4949495,0.998534
,2.7210844,3.999916,0.9555101,4.6907957e-07,6.9769897,36,,0.19380528,0.14999999,0.9550192,0.95561767,-0.72327113,-0.71101636,-0.60177153,5.2992783,0.08507264,720,26.550954818725586,0.9555101,-0.8332172,0.77131474,-0.7373737,0.998534
,3.3482704e-07,3.9839458,0.9555101,4.4406656e-07,6.986931,37,,0.18883592,0.14999999,0.95518017,0.8233854,-0.64462787,-0.1142275,-0.6268102,6.8047323,0.04310547,740,27.31676483154297,0.9555101,-0.8302141,0.7762841,0.15151516,0.998534
,4.785099,3.9217324,0.9555101,4.2100217e-07,6.997658,38,,0.18414891,0.14999999,0.95439446,1.30312,-0.6182223,-0.21720213,-0.65231407,4.8983197,2.9062967,760,28.062458515167236,0.9555101,-0.83009756,0.7809711,-0.15151516,0.998534
,5.523859e-06,3.9081335,0.9555101,3.996891e-07,7.0079823,39,,0.17969191,0.14999999,0.9547925,1.0615305,-0.53255254,-1.2016896,-0.6045917,8.795833,0.00012671527,780,28.758806228637695,0.9555101,-0.8160183,0.7854281,-1.0,0.998534
,,3.8849409,0.9555101,3.799544e-07,7.0186043,40,,0.1754651,0.14999999,0.9544986,0.39259377,-1.9303188,1.0836431,-0.6299063,4.977178,1.308561e-16,800,29.51290273666382,0.9555101,-0.8438899,0.7896549,1.0,0.998534
,0.00031487813,3.8052518,0.9555101,3.6164613e-07,7.87274,41,,0.19201809,0.14999999,0.110982716,0.790015,-1.5294102,0.14680433,-0.6545989,7.3530736,8.246157e-05,820,30.263811588287354,0.9555101,-0.8754828,0.7731019,0.3939394,0.998534
,0.014714012,3.7821722,0.9555101,3.4462983e-07,8.148056,42,,0.19400132,0.14999999,0.68981,0.97529995,-0.8242783,-0.33230484,-0.6786944,5.582218,4.8007517,840,31.019591569900513,0.9555101,-0.8800661,0.7711187,-0.37373737,0.998534
,0.36031437,3.7334418,0.9555101,3.2878697e-07,8.157791,43,,0.1897161,0.14999999,0.95537984,1.0820894,-0.6064132,0.10097998,-0.5939953,5.46316,0.4887955,860,31.7855806350708,0.9555101,-0.8748454,0.7754039,0.01010101,0.998534
,1.5867356e-05,3.7343335,0.9555101,3.140119e-07,8.353954,44,,0.18986255,0.14999999,0.7689577,0.90755254,-0.7233601,-0.2768789,-0.6056816,5.8439493,0.3418709,880,32.56290912628174,0.9555101,-0.87025833,0.77525747,-0.65656567,0.998534
,8.112313e-09,3.7266839,0.9555101,3.0021093e-07,8.3651085,45,,0.18589127,0.14999999,0.9539673,1.2928771,-0.6017557,0.77397025,-0.6204147,7.844877,1.9155166e-09,900,33.39690828323364,0.9555101,-0.86696666,0.77922875,0.67676765,0.998534
,1.1992622e-09,3.7298682,0.9555101,2.8730017e-07,9.031979,46,,0.19634742,0.14999999,0.29824984,1.312011,-0.9830761,-0.13025004,-0.6423936,4.807206,4.4097376,920,34.37517857551575,0.9555101,-0.86470544,0.7687726,-0.23232323,0.998534
,2.256103e-07,3.7021384,0.9555101,2.7520463e-07,9.043095,47,,0.19240624,0.14999999,0.9540037,1.0810268,-0.5276981,-0.8715899,-0.5723568,8.716139,0.00012269584,940,35.15518569946289,0.9555101,-0.8517802,0.7727138,-1.0,0.998534
,2.739754e-05,3.570488,0.9555101,2.6385726e-07,9.052986,48,,0.18860388,0.14999999,0.95522547,1.3191735,-0.6947567,-0.3860901,-0.59340763,4.6118665,2.3535204,960,35.937718629837036,0.9555101,-0.84802705,0.77651614,-0.13131313,0.998534
,4.870289,3.566321,0.9555101,2.531974e-07,9.062782,49,,0.1849547,0.14999999,0.9553288,0.96598715,-0.6567136,-0.23547992,-0.56615937,5.215664,3.3367898,980,36.71867561340332,0.9555101,-0.8383705,0.7801653,-0.43434343,0.998534
,0.03314691,3.5502262,0.9555101,2.4317083e-07,9.074936,50,,0.1814987,0.14999999,0.9529657,0.75521576,-0.47812006,0.38257992,-0.52048284,6.241891,0.0063720634,1000,37.50272560119629,0.9555101,-0.832279,0.7836213,0.23232323,0.998534
,8.6833386e-14,3.5344439,0.9555101,2.3372819e-07,9.5080185,51,,0.1864317,0.14999999,0.5320402,0.9367852,-0.98767906,-1.1005142,-0.54015803,5.676045,0.014949131,1020,38.30938243865967,0.9555101,-0.84053665,0.7786883,-0.8181818,0.998534
,7.3460355,3.5077004,0.9555101,2.248251e-07,9.518505,52,,0.18304819,0.14999999,0.95462984,1.1127418,-1.2404927,-1.286328,-0.559283,8.016892,0.00012110216,1040,39.07678747177124,0.9555101,-0.84998643,0.7820718,-1.0,0.998534
,4.2435482e-31,3.4737613,0.9555101,2.1642118e-07,9.529633,53,,0.17980438,0.14999999,0.9539879,0.9929463,-2.8320515,0.18016088,-0.5783289,6.9334407,5.842083e-07,1060,39.86051321029663,0.9555101,-0.88619936,0.78531563,0.53535354,0.998534
,0.0997358,3.4673753,0.9555101,2.0847979e-07,9.849148,54,,0.18239158,0.14999999,0.64560807,1.2769066,-0.87697273,-0.18490452,-0.597021,4.669779,4.4808364,1080,40.64186382293701,0.9555101,-0.886785,0.78272843,-0.25252524,0.998534
,8.45091e-10,3.4508424,0.9555101,2.0096763e-07,9.859493,55,,0.17926353,0.14999999,0.95477426,1.1202922,-0.48984715,0.5778994,-0.5356551,8.549374,2.274642e-12,1100,41.42137169837952,0.9555101,-0.8751281,0.7858565,0.8181818,0.998534
,0.023171792,3.4457154,0.9555101,1.9385428e-07,10.391151,56,,0.18555623,0.14999999,0.43346414,1.0260133,-0.97353405,0.072204135,-0.55367357,5.9817314,0.18230733,1120,42.21258568763733,0.9555101,-0.8757033,0.7795638,0.07070707,0.998534
,4.357345e-11,3.3885117,0.9555101,1.8711206e-07,10.426361,57,,0.18291861,0.14999999,0.92991084,1.1361767,-0.7123969,-1.0337164,-0.568123,7.854858,0.0001221774,1140,42.99642252922058,0.9555101,-0.87284917,0.7822014,-1.0,0.998534
,,3.3527749,0.9555101,1.8071556e-07,10.437019,58,,0.17994863,0.14999999,0.9544569,0.5539059,-0.8173987,0.85402983,-0.5855126,13.886023,1.2517422e-16,1160,43.79450035095215,0.9555101,-0.8703575,0.7851714,1.0,0.998534
,1.3118994e-09,3.3443022,0.9555101,1.7464151e-07,11.158028,59,,0.1891191,0.14999999,0.24411549,1.2955973,-1.0393815,-0.18808442,-0.602607,4.6012163,2.765365,1180,44.58481812477112,0.9555101,-0.8811942,0.7760009,-0.15151516,0.998534
,0.15326151,3.3235388,0.9555101,1.6886865e-07,11.169403,60,,0.18615675,0.14999999,0.9537432,0.7424867,-0.485997,-0.4228892,-0.5736088,6.2589965,0.99144036,1200,45.35626745223999,0.9555101,-0.8701815,0.77896327,-0.57575756,0.998534
,3.1296495e-05,3.3234732,0.9555101,1.6337734e-07,11.179134,61,,0.1832645,0.14999999,0.95539194,0.8068428,-0.68817425,0.27074102,-0.5737491,7.5440907,0.0008266018,1220,46.149662256240845,0.9555101,-0.8716731,0.7818555,0.3131313,0.998534
,0.0019914664,3.318202,0.9555101,1.581496e-07,11.561661,62,,0.18647844,0.14999999,0.58259,1.1459028,-0.911954,-0.027045935,-0.5899961,4.9042788,4.743931,1240,46.94458270072937,0.9555101,-0.87577057,0.7786416,-0.33333334,0.998534
,4.622899,3.3224761,0.9555101,1.5316883e-07,11.573414,63,,0.18370497,0.14999999,0.953368,1.1373338,-0.6259274,0.08122371,-0.53226745,5.461836,0.3413969,1260,47.738553285598755,0.9555101,-0.86985385,0.78141505,0.030303031,0.998534
,2.790962e-11,3.2617335,0.9555101,1.484197e-07,11.685478,64,,0.1825856,0.14999999,0.85305446,1.122339,-0.69854444,-0.8708585,-0.5426114,7.751245,0.00011909987,1280,48.53965425491333,0.9555101,-0.86540514,0.7825344,-1.0,0.998534
,1.707306e-06,3.2105565,0.9555101,1.4388809e-07,11.695377,65,,0.1799289,0.14999999,0.9552179,1.226851,-0.69633245,-0.009821471,-0.55811375,4.722413,1.0314726,1300,49.33607721328735,0.9555101,-0.8615668,0.7851911,-0.05050505,0.998534
,9.377064e-06,3.202854,0.9555101,1.3956085e-07,11.710854,66,,0.17743719,0.14999999,0.94964796,0.81678724,-0.5502852,-0.7849242,-0.55763704,5.8099504,0.03648964,1320,50.13802623748779,0.9555101,-0.8537534,0.78768283,-0.7777778,0.998534
,2.149121e-18,3.1968281,0.9555101,1.3542595e-07,11.720871,67,,0.17493838,0.14999999,0.95510393,1.0737382,-0.71457136,0.39807132,-0.57212216,8.172287,5.4778667e-08,1340,50.93924045562744,0.9555101,-0.854663,0.79018164,0.5959596,0.998534
,2.3733127,3.2023277,0.9555101,1.3147212e-07,12.160126,68,,0.17882544,0.14999999,0.525863,1.0297343,-1.0246876,-0.15815759,-0.58693725,6.2121577,0.02710276,1360,51.73967361450195,0.9555101,-0.8566024,0.7862946,0.17171717,0.998534
,4.282862,3.1907248,0.9555101,1.2768895e-07,12.170624,69,,0.17638582,0.14999999,0.9546294,1.3067021,-0.50176996,0.05954753,-0.6011376,4.4370575,3.5445414,1380,52.54126262664795,0.9555101,-0.8513645,0.7887342,-0.1919192,0.998534
,7.2847194e-11,3.110843,0.9555101,1.2406676e-07,12.302643,70,,0.17575204,0.14999999,0.833096,1.0798824,-0.6267417,-1.0321153,-0.5654321,7.545971,0.00012184903,1400,53.33857488632202,0.9555101,-0.8441358,0.789368,-1.0,0.998534
,1.9652206e-10,3.1098466,0.9555101,1.2059652e-07,12.31271,71,,0.17341846,0.14999999,0.9550529,1.2055006,-0.8096836,0.068979666,-0.579615,4.7994003,0.4818168,1420,54.1411714553833,0.9555101,-0.84300715,0.79170156,0.01010101,0.998534
,0.46490112,3.1083744,0.9555101,1.1726989e-07,12.417313,72,,0.1724627,0.14999999,0.8605162,0.865407,-0.60252917,0.48815936,-0.586838,7.550317,7.705897e-05,1440,55.02533030509949,0.9555101,-0.83710957,0.7926573,0.3939394,0.998534
,1.3954392e-09,3.1095064,0.9555101,1.1407902e-07,12.897614,73,,0.17667967,0.14999999,0.48481795,0.74307716,-1.0013818,-0.535555,-0.6006302,6.1529884,1.9166268,1460,56.1907217502594,0.9555101,-0.8415099,0.78844035,-0.5151515,0.998534
,4.0865707e-17,3.099725,0.9555101,1.1101664e-07,12.907326,74,,0.17442328,0.14999999,0.95541364,1.0786546,-0.8036893,0.9547718,-0.5883195,8.813559,6.5473998e-12,1480,57.056782245635986,0.9555101,-0.8446351,0.79069674,0.7979798,0.998534
,4.9479124e-28,3.0800164,0.9555101,1.0807592e-07,13.712036,75,,0.18282712,0.14999999,0.16040576,0.82615244,-1.3069407,-0.77439004,-0.6017425,5.8233147,0.05747641,1500,57.849475145339966,0.9555101,-0.8503104,0.7822929,-0.75757575,0.998534
,0.10776172,3.0444841,0.9555101,1.0525054e-07,13.7220955,76,,0.18055391,0.14999999,0.95505965,0.9896702,-0.7299566,-0.28068066,-0.6142217,5.218662,4.7197943,1520,58.7668240070343,0.9555101,-0.85121256,0.7845661,-0.35353535,0.998534
,6.775043e-16,3.040781,0.9555101,1.02534514e-07,13.732948,77,,0.17835003,0.14999999,0.9542678,0.6336466,-0.5413241,0.66462207,-0.56704324,14.329999,1.2288338e-16,1540,59.5621063709259,0.9555101,-0.8475177,0.78677,1.0,0.998534
,1.2179111e-05,3.0349498,0.9555101,9.9922275e-08,14.326477,78,,0.18367285,0.14999999,0.3715892,1.2617818,-1.0785177,-0.074271455,-0.5799467,4.4390497,1.9586425,1560,60.35908603668213,0.9555101,-0.8554802,0.7814472,-0.11111111,0.998534
,2.3264132e-08,3.0215113,0.9555101,9.74086e-08,14.345825,79,,0.1815927,0.14999999,0.9457731,1.0764029,-0.48931825,-1.119432,-0.567885,7.6781964,0.0001221484,1580,61.15742588043213,0.9555101,-0.8477835,0.7835273,-1.0,0.998534
,7.246028e-15,3.0076485,0.9555101,9.49886e-08,14.356415,80,,0.17945516,0.14999999,0.95453346,1.054447,-1.2271215,0.092797324,-0.5804622,5.8581924,0.06176306,1600,61.96063423156738,0.9555101,-0.8519554,0.78566486,0.13131313,0.998534
,3.7812824e-05,2.9798262,0.9555101,9.265769e-08,14.388344,81,,0.17763388,0.14999999,0.93318605,0.74705905,-0.65397316,-0.3675051,-0.592113,6.2202096,0.4558995,1620,62.759339809417725,0.9555101,-0.8490791,0.78748614,-0.6363636,0.998534
,3.8334627,2.9982646,0.9555101,9.041153e-08,14.398247,82,,0.17558843,0.14999999,0.9552202,1.1953928,-0.65937304,-0.28559622,-0.5987705,4.619429,4.4886827,1640,63.55664277076721,0.9555101,-0.84998584,0.7895316,-0.25252524,0.998534
,1.4157506e-06,2.9765048,0.9555101,8.8246054e-08,14.409897,83,,0.17361319,0.14999999,0.9534737,1.0120597,-0.53082776,0.6029204,-0.5575975,7.9327264,5.722212e-07,1660,64.64869117736816,0.9555101,-0.84401107,0.7915068,0.53535354,0.998534
,0.0010377411,2.952135,0.9555101,8.6157456e-08,14.955322,84,,0.17803955,0.14999999,0.4196894,1.2256525,-1.061598,0.005277302,-0.5695737,4.6037216,0.8184794,1680,65.70005297660828,0.9555101,-0.84676826,0.78708047,-0.030303031,0.998534
,7.9995743e-10,2.9474025,0.9555101,8.4142165e-08,15.010704,85,,0.17659652,0.14999999,0.9097418,1.0764925,-0.5327455,-1.0198315,-0.57171154,7.529191,0.00012261665,1700,69.4120876789093,0.9555101,-0.8406282,0.7885235,-1.0,0.998534
,0.0009805375,2.9349709,0.9555101,8.219674e-08,15.021027,86,,0.17466313,0.14999999,0.95479447,0.9478856,-0.7997655,-0.19592515,-0.58340615,5.3941584,4.0872827,1720,71.20953369140625,0.9555101,-0.8396004,0.7904569,-0.3939394,0.998534
,4.066457,2.925149,0.9555101,8.031802e-08,15.032028,87,,0.17278194,0.14999999,0.9541152,1.2786492,-0.4684183,-0.23346692,-0.5485352,4.2141514,2.6198072,1740,72.59297800064087,0.9555101,-0.8360824,0.7923381,-0.15151516,0.998534
,7.957577e-09,2.9075007,0.9555101,7.850298e-08,15.042519,88,,0.17093766,0.14999999,0.95463896,1.1744415,-0.4552072,0.8451513,-0.5302957,8.445435,2.865707e-10,1760,73.47505521774292,0.9555101,-0.82878757,0.79418236,0.7171717,0.998534
,0.009666093,2.897183,0.9555101,7.674878e-08,15.750801,89,,0.17697525,0.14999999,0.25683448,0.836674,-1.1593367,0.15767215,-0.5415953,7.2606945,0.0013889199,1780,74.94399857521057,0.9555101,-0.830953,0.78814477,0.2929293,0.998534
,3.6856622e-09,2.8865924,0.9555101,7.505273e-08,16.03669,90,,0.17818546,0.14999999,0.6792303,0.84639454,-0.765027,-0.83131343,-0.552753,5.7925825,0.015138602,1800,77.75185632705688,0.9555101,-0.83218884,0.78693455,-0.8181818,0.998534
,7.615964e-08,2.887381,0.9555101,7.3412274e-08,16.046806,91,,0.17633855,0.14999999,0.9549918,1.1526427,-0.71229947,-0.07700321,-0.5636346,5.2120056,0.1841324,1820,81.011394739151,0.9555101,-0.8327129,0.78878146,0.07070707,0.998534
,2.8210325,2.8908093,0.9555101,7.182504e-08,16.063393,92,,0.17460215,0.14999999,0.9485346,1.2590803,-0.4646299,0.115745634,-0.5725423,4.3124785,3.797937,1840,84.3837206363678,0.9555101,-0.8272517,0.79051787,-0.21212122,0.998534
,5.0581067e-12,2.8696926,0.9555101,7.028872e-08,16.216248,93,,0.1743682,0.14999999,0.8122714,1.0779234,-0.67597944,-0.72921526,-0.5429006,7.538404,0.0001191344,1860,86.73710942268372,0.9555101,-0.82302415,0.7907518,-1.0,0.998534
,4.9249125,2.839887,0.9555101,6.880116e-08,16.225975,94,,0.17261672,0.14999999,0.9553896,0.73958033,-0.8077123,-0.6603869,-0.55359465,6.293332,0.4386729,1880,88.52799868583679,0.9555101,-0.82231116,0.7925033,-0.6363636,0.998534
,0.00027128897,2.8370185,0.9555101,6.736033e-08,16.236053,95,,0.17090583,0.14999999,0.955044,1.2268082,-0.79958385,0.14208816,-0.55952084,4.6615887,0.47223172,1900,89.97910976409912,0.9555101,-0.82491255,0.7942142,0.01010101,0.998534
,4.2670237e-07,2.8294628,0.9555101,6.5964315e-08,16.500496,96,,0.17188019,0.14999999,0.700679,0.60649633,-0.7104777,0.83657086,-0.5650336,14.921009,1.2263659e-16,1920,92.15571784973145,0.9555101,-0.8215305,0.79323983,1.0,0.998534
,1.4286176e-25,2.8250864,0.9555101,6.461123e-08,17.199364,97,,0.17731309,0.14999999,0.26624864,0.8920408,-1.1862451,-0.6928173,-0.5753964,5.619935,0.024201397,1940,94.5571801662445,0.9555101,-0.8295362,0.7878069,-0.7979798,0.998534
,2.4077346,2.8069615,0.9555101,6.329935e-08,17.209099,98,,0.17560303,0.14999999,0.95539314,0.7817803,-0.7705418,-0.56249034,-0.58540344,5.9261675,2.2474055,1960,97.27678298950195,0.9555101,-0.8301766,0.789517,-0.4949495,0.998534
,1.8622892e-05,2.799459,0.9555101,6.2027055e-08,17.219109,99,,0.1739304,0.14999999,0.955115,1.0047584,-0.7781197,0.29036486,-0.5728821,6.0382977,0.01717233,1980,99.44685983657837,0.9555101,-0.83194095,0.7911896,0.1919192,0.998534
,3.7375922,2.791865,0.9555101,6.079271e-08,17.598396,100,,0.17598397,0.14999999,0.58582145,0.89051175,-0.9392663,0.2684878,-0.582759,8.089154,1.0597907e-05,2000,102.45160412788391,0.9555101,-0.83311623,0.78913605,0.45454547,0.998534
,1.5347176e-08,2.77634,0.9555101,5.9594853e-08,17.948036,101,,0.17770338,0.14999999,0.6154785,0.8539427,-0.88521796,-0.51128787,-0.59270924,5.817762,0.245161,2020,104.6437771320343,0.9555101,-0.8348916,0.78741664,-0.67676765,0.998534
