MountainCar_std1_higher,DenMISEMeanLog,BoundBonus,ReturnMin,TimestepsSoFar,ActionIn1,MountainCar_mu1_higher,ReturnLastEpisode,IWMean,Regret/t,AvgEpLen,IWMin,NumTrainableParams,ReturnStepMax,Bound,NumTrajectories,MountainCar_std0_higher,IWMax,DenMISELogLast,ReturnAbsMax,MinEpLen,Delta,GridSize,IWLastEpisode,TimeElapsed,DenMISELogFirst,MountainCar_mu0_higher,ReturnMean,ReturnMax,Iteration,IWFirstEpisode,Regret,BoundMISE
3.0,-4.3338785,21.891735,-12.901884,1366959,9.23726,10.0,-1.7803075,1.0558661,5.5978103,865.7118429385687,,,121.81517,24.93421,1579,0.14999999,22.914658,-4.209237,19.609682,158,3.3631734e-10,144,6.179496e-13,2770.4529819488525,-4.0751805,0.09090909,-0.5978104,19.609682,1579,0.00037991095,8838.942,3.0424745
3.0,-4.3335567,26.918652,-12.901884,1367280,5.7874465,6.3636365,3.7530575,1.1039871,5.5950565,865.367088607595,,,121.81517,24.933828,1580,0.14999999,21.461216,-3.8782053,19.609682,158,3.3589176e-10,144,0.027816905,2772.43944811821,-4.075814,0.6363636,-0.59505665,19.609682,1580,0.56454784,8840.189,-1.9848225
3.0,-4.3334465,25.721535,-12.901884,1368279,-3.6653914,-2.7272727,-3.2998614,0.9904688,5.5967674,865.4516129032259,,,121.81517,24.93299,1581,0.14999999,20.109423,-4.259393,19.609682,158,3.35467e-10,144,0.029453518,2774.6744754314423,-4.076089,0.45454547,-0.5967675,19.609682,1581,17.408558,8848.489,-0.7885454
3.0,-4.3332515,25.13538,-12.901884,1369278,-12.761539,-10.0,-0.3370385,0.8901508,5.5966034,865.53603034134,,,121.81517,24.926579,1582,0.14999999,30.59366,-4.012621,19.609682,158,3.35043e-10,144,0.0007865301,2776.8053987026215,-4.0657706,-0.27272728,-0.5966033,19.609682,1582,4.0107233e-07,8853.826,-0.208802
3.0,-4.3335395,25.232817,-12.901884,1370277,-8.1309,-10.0,-0.5473017,0.90014595,5.596572,865.6203411244472,,,121.81517,24.922836,1583,0.14999999,28.113304,-4.676664,19.609682,158,3.3461986e-10,144,4.992621e-05,2778.954777240753,-4.0664024,0.27272728,-0.59657216,19.609682,1583,0.0881066,8859.374,-0.30998048
3.0,-4.3334155,24.587189,-12.901884,1371276,5.008108,6.3636365,-0.09420601,0.97002375,5.596255,865.7045454545455,,,121.81517,24.918825,1584,0.14999999,17.950262,-4.032961,19.609682,158,3.3419748e-10,144,0.00010598954,2781.067240715027,-4.066978,0.27272728,-0.596255,19.609682,1584,0.23837757,8864.468,0.331636
3.0,-4.3332176,22.536272,-12.901884,1372275,6.224142,10.0,-0.4972637,1.0471573,5.5961924,865.788643533123,,,121.81517,24.918545,1585,0.14999999,24.086811,-3.987011,19.609682,158,3.3377592e-10,144,2.369691e-13,2783.240525007248,-4.0674586,-0.8181818,-0.59619254,19.609682,1585,1.9633233e-19,8869.965,2.3822734
3.0,-4.3329225,27.961845,-12.901884,1372926,-8.084844,-2.7272727,-0.83479124,1.0422803,5.596343,865.6532156368222,,,121.81517,24.917301,1586,0.14999999,24.101036,-3.90806,19.609682,158,3.3335512e-10,144,2.8376497e-23,2785.2098405361176,-4.0680895,0.8181818,-0.596343,19.609682,1586,2.1464593,8875.8,-3.0445433
3.0,-4.3327813,22.422121,-12.901884,1373925,8.479515,10.0,-1.4167476,0.9978412,5.59686,865.7372400756144,,,121.81517,24.914701,1587,0.14999999,22.816803,-4.147,19.609682,158,3.3293515e-10,144,1.0767548e-15,2787.4938967227936,-4.0673676,-0.27272728,-0.59685993,19.609682,1587,2.3834138e-08,8882.217,2.492581
3.0,-4.3324976,26.905664,-12.901884,1374425,-7.45603,-6.3636365,0.5318514,1.0225046,5.5961494,865.506926952141,,,121.81517,24.90914,1588,0.14999999,33.73179,-3.8764684,19.609682,158,3.3251596e-10,144,1.2407967e-11,2789.5318953990936,-4.0679975,-1.0,-0.5961492,19.609682,1588,5.776598e-22,8886.685,-1.9965253
3.0,-4.332412,26.255268,-12.901884,1375424,-7.6069503,-10.0,-1.7777789,0.9844345,5.596893,865.5909376966646,,,121.81517,24.879585,1589,0.14999999,33.492996,-4.2133584,19.609682,158,3.3209757e-10,144,7.687335,2791.7387602329254,-4.068627,-0.8181818,-0.5968928,19.609682,1589,3.3129663e-18,8893.463,-1.375683
3.0,-4.33225,25.436796,-12.901884,1376423,1.2719655,-2.7272727,-1.0786927,1.0368824,5.5971956,865.6748427672956,,,121.81517,24.871271,1590,0.14999999,19.331608,-4.0549307,19.609682,158,3.3168002e-10,144,1.6497837,2794.0162069797516,-4.069256,-0.45454547,-0.59719586,19.609682,1590,2.1640881e-08,8899.541,-0.5655251
3.0,-4.332019,31.432394,-12.901884,1377422,13.790353,10.0,-0.313991,1.0510151,5.597018,865.7586423632936,,,121.81517,24.867184,1591,0.14999999,67.94143,-3.9979641,19.609682,158,3.3126318e-10,144,4.466337e-19,2796.2203822135925,-4.069885,1.0,-0.5970178,19.609682,1591,8.1034836e-05,8904.855,-6.5652103
3.0,-4.3325562,24.937946,-12.901884,1378421,-7.0615926,-6.3636365,-5.3197675,0.98576283,5.599984,865.8423366834171,,,121.81517,24.855335,1592,0.14999999,18.632128,-5.226376,19.609682,158,3.3084713e-10,144,2.5412591e-14,2798.411628961563,-4.070513,0.09090909,-0.5999844,19.609682,1592,0.10399589,8915.175,-0.08261101
3.0,-4.3323483,24.297338,-12.901884,1379420,4.5978627,6.3636365,-0.006068926,0.96867853,5.5996118,865.925925925926,,,121.81517,24.81479,1593,0.14999999,17.69676,-3.985796,19.609682,158,3.304319e-10,144,0.00012728912,2800.6751816272736,-4.0710754,-0.27272728,-0.5996116,19.609682,1593,1.0902692e-06,8920.182,0.51745147
3.0,-4.332131,25.91131,-12.901884,1380199,4.412346,2.7272727,-0.3484429,0.9777818,5.599454,865.8713927227102,,,121.81517,24.808575,1594,0.14999999,20.425652,-3.9522266,19.609682,158,3.3001743e-10,144,0.2702808,2802.802415370941,-4.071703,-0.8181818,-0.599454,19.609682,1594,9.4232693e-17,8925.529,-1.1027361
3.0,-4.3319197,26.839174,-12.901884,1381198,-0.8191281,-2.7272727,-1.1723733,1.0401002,5.599813,865.9548589341692,,,121.81517,24.804798,1595,0.14999999,33.979748,-3.970234,19.609682,158,3.2960373e-10,144,0.15296045,2805.05793261528,-4.0723305,-1.0,-0.59981316,19.609682,1595,2.1782947e-21,8931.702,-2.0343757
3.0,-4.331832,24.87526,-12.901884,1382197,-12.651547,-10.0,-1.8487315,0.9156723,5.6005955,866.0382205513785,,,121.81517,24.80501,1596,0.14999999,28.703852,-4.225769,19.609682,158,3.2919084e-10,144,1.8902668e-09,2807.356045484543,-4.072957,-0.09090909,-0.6005957,19.609682,1596,0.000105907995,8938.551,-0.07024958
3.0,-4.3321424,25.675917,-12.901884,1383196,-10.009583,-10.0,-0.021198204,0.989041,5.600233,866.1214777708203,,,121.81517,24.805807,1597,0.14999999,31.122746,-4.7398257,19.609682,158,3.287787e-10,144,0.0069871224,2809.5914237499237,-4.0735836,-0.6363636,-0.6002329,19.609682,1597,7.164687e-14,8943.572,-0.87011045
3.0,-4.3320446,25.548018,-12.901884,1384195,-6.7488527,-6.3636365,-1.3076141,0.9408949,5.6006756,866.2046307884856,,,121.81517,24.804346,1598,0.14999999,19.65227,-4.1612234,19.609682,158,3.2836733e-10,144,5.7105386e-15,2811.945513010025,-4.074209,0.45454547,-0.6006756,19.609682,1598,4.627894,8949.88,-0.7436706
3.0,-4.3318815,21.876966,-12.901884,1385194,13.646279,10.0,-0.2816389,1.0365525,5.6004763,866.2876797998749,,,121.81517,24.799837,1599,0.14999999,22.764996,-4.0097647,19.609682,158,3.2795675e-10,144,6.146949e-08,2814.149210214615,-4.0719433,-0.09090909,-0.600476,19.609682,1599,6.277286e-06,8955.161,2.922871
3.0,-4.3322344,25.360325,-12.901884,1385430,8.654515,6.3636365,9.10538,1.0025657,5.59441,865.89375,,,121.81517,24.79894,1600,0.14999999,18.866325,-4.928455,19.609682,158,3.2754693e-10,144,0.0011857718,2816.0290722846985,-4.0725684,0.45454547,-0.5944099,19.609682,1600,0.7656554,8951.056,-0.5613845
3.0,-4.3320107,24.56541,-12.901884,1386429,3.7192113,4.5454545,-1.1448057,0.9912795,5.5947537,865.9768894440974,,,121.81517,24.790064,1601,0.14999999,18.36351,-3.9737654,19.609682,158,3.2713787e-10,144,0.5076209,2818.2269229888916,-4.072715,0.09090909,-0.5947537,19.609682,1601,0.067207225,8957.2,0.22465418
3.0,-4.331784,26.550207,-12.901884,1387428,0.8640193,0.90909094,-0.02671033,1.0312334,5.594399,866.059925093633,,,121.81517,24.788624,1602,0.14999999,21.322918,-3.9577267,19.609682,158,3.267296e-10,144,0.018378178,2820.5271484851837,-4.073297,0.6363636,-0.5943991,19.609682,1602,11.022734,8962.228,-1.7615825
3.0,-4.331641,25.133821,-12.901884,1388427,6.7166777,2.7272727,-1.765559,0.94439965,5.59513,866.1428571428571,,,121.81517,24.786556,1603,0.14999999,19.320475,-4.1319027,19.609682,158,3.2632205e-10,144,3.6701952e-12,2822.8307189941406,-4.0670643,-0.45454547,-0.5951297,19.609682,1603,9.994582e-09,8968.993,-0.3472652
3.0,-4.3314157,23.228767,-12.901884,1389118,16.350735,10.0,-0.43763953,1.0261617,5.5950317,866.0336658354115,,,121.81517,24.763819,1604,0.14999999,37.53523,-3.9112787,19.609682,158,3.259153e-10,144,0.026326472,2825.0669643878937,-4.0676875,-1.0,-0.5950315,19.609682,1604,2.0997947e-24,8974.431,1.5350509
3.0,-4.3340287,29.283113,-12.901884,1389568,-8.298804,-6.3636365,-1.5181681,0.94078547,5.595607,865.7744548286604,,,121.81517,24.763105,1605,0.14999999,40.933025,-8.545023,19.609682,158,3.255093e-10,144,,2827.1995916366577,-4.0683107,1.0,-0.5956067,19.609682,1605,0.02225101,8980.949,-4.520008
3.0,-4.334254,29.848875,-12.901884,1390567,-2.8713775,-0.90909094,-4.4472895,1.0258192,5.598005,865.857409713574,,,121.81517,24.760887,1606,0.14999999,42.331562,-4.6311183,19.609682,158,3.2510408e-10,144,0.70720845,2829.5161151885986,-4.06892,1.0,-0.598005,19.609682,1606,0.09336376,8990.396,-5.0879874
3.0,-4.335008,24.84212,-12.901884,1391566,-3.232176,-2.7272727,-7.2354712,1.1195214,5.602135,865.940261356565,,,121.81517,24.753387,1607,0.14999999,19.194017,-5.566631,19.609682,158,3.2469957e-10,144,1.3986867e-10,2831.6275289058685,-4.069484,0.09090909,-0.6021353,19.609682,1607,0.39006105,9002.632,-0.08873205
3.0,-4.3347173,25.682692,-12.901884,1392565,-4.5424056,-0.90909094,-0.019325834,1.0503744,5.601773,866.0230099502487,,,121.81517,24.746246,1608,0.14999999,19.703587,-3.9838173,19.609682,158,3.2429587e-10,144,0.00013598752,2833.8951823711395,-4.069864,-0.6363636,-0.6017729,19.609682,1608,4.8841734e-12,9007.65,-0.9364454
3.0,-4.334507,22.601528,-12.901884,1393564,12.666145,10.0,-0.6759609,0.9455517,5.601819,866.105655686762,,,121.81517,24.73833,1609,0.14999999,23.8623,-4.0426397,19.609682,158,3.2389286e-10,144,0.00030898402,2836.1458909511566,-4.0704856,-0.45454547,-0.601819,19.609682,1609,2.0983833e-11,9013.327,2.136802
3.0,-4.334657,24.954672,-12.901884,1394151,-5.5821133,-2.7272727,0.23280716,0.9353535,5.6013007,865.932298136646,,,121.81517,24.73491,1610,0.14999999,18.913841,-4.519168,19.609682,158,3.2349065e-10,144,2.1072778e-05,2838.211363554001,-4.071107,-0.27272728,-0.6013006,19.609682,1610,2.4702895e-05,9018.094,-0.21976261
3.0,-4.3345065,22.151789,-12.901884,1395150,15.071968,10.0,-0.5052815,0.9179846,5.601241,866.0148975791434,,,121.81517,24.72437,1611,0.14999999,23.92732,-4.026072,19.609682,158,3.2308917e-10,144,2.9878258e-10,2840.5708644390106,-4.0717278,0.27272728,-0.601241,19.609682,1611,0.005255381,9023.6,2.5725808
3.0,-4.335266,21.600744,-12.901884,1395384,11.824833,10.0,8.841132,1.0643965,5.5953836,865.6228287841191,,,121.81517,24.730253,1612,0.14999999,22.724325,-5.4744153,19.609682,158,3.2268843e-10,144,16.07994,2842.391708135605,-4.072345,0.09090909,-0.59538347,19.609682,1612,0.00037883516,9019.758,3.1295094
3.0,-4.335154,26.061596,-12.901884,1395696,-7.200425,-6.3636365,4.0940247,0.9945166,5.5924764,865.2796032238066,,,121.81517,24.710411,1613,0.14999999,21.05419,-4.214293,19.609682,158,3.2228847e-10,144,1.0930397e-15,2844.2992844581604,-4.0729647,-0.8181818,-0.5924762,19.609682,1613,5.4293174e-17,9020.664,-1.351185
3.0,-4.335,25.57951,-12.901884,1396695,-2.6319754,0.90909094,-1.3583316,1.0495303,5.592951,865.3624535315985,,,121.81517,24.70725,1614,0.14999999,20.500229,-4.077031,19.609682,158,3.218892e-10,144,1.7298953e-16,2846.5602281093597,-4.0735846,0.45454547,-0.5929507,19.609682,1614,15.002243,9027.022,-0.8722594
3.0,-4.3347716,25.60933,-12.901884,1397694,9.920671,10.0,-0.25419456,1.0544627,5.592741,865.44520123839,,,121.81517,24.700502,1615,0.14999999,32.478153,-4.0116343,19.609682,158,3.214907e-10,144,0.00012650421,2848.953157186508,-4.064952,0.6363636,-0.59274095,19.609682,1615,0.012253482,9032.276,-0.9088261
3.0,-4.3345776,26.249418,-12.901884,1398693,-14.272091,-10.0,-1.4295985,1.0807097,5.593259,865.5278465346535,,,121.81517,24.699278,1616,0.14999999,32.50448,-4.0725975,19.609682,158,3.2109296e-10,144,1.2996367e-08,2851.2424709796906,-4.065563,0.6363636,-0.5932588,19.609682,1616,0.20665313,9038.706,-1.5501407
3.0,-4.3355594,24.741312,-12.901884,1399692,1.3232774,0.90909094,-2.1426804,1.0434963,5.594217,865.6103896103896,,,121.81517,24.699646,1617,0.14999999,18.954243,-5.996279,19.609682,158,3.2069594e-10,144,7.9724075e-12,2853.6568610668182,-4.066054,-0.09090909,-0.594217,19.609682,1617,0.0055669816,9045.849,-0.041665185
3.0,-4.335311,28.086191,-12.901884,1400691,-0.08510935,2.7272727,-0.033172745,1.0522101,5.59387,865.6928306551298,,,121.81517,24.69971,1618,0.14999999,24.462065,-3.9754004,19.609682,158,3.2029965e-10,144,8.6279435e-08,2856.1665103435516,-4.066669,0.8181818,-0.5938703,19.609682,1618,0.9920803,9050.882,-3.3864799
3.0,-4.3351564,25.303627,-12.901884,1401690,8.079856,6.3636365,-1.862187,1.020885,5.5946536,865.775169857937,,,121.81517,24.696535,1619,0.14999999,29.985064,-4.132859,19.609682,158,3.1990408e-10,144,1.6997617e-28,2858.6488173007965,-4.0666738,-1.0,-0.59465367,19.609682,1619,9.560031e-23,9057.744,-0.60709155
3.0,-4.334885,24.77128,-12.901884,1402156,-9.813501,-10.0,-0.19541144,0.9049281,5.594407,865.5283950617284,,,121.81517,24.689522,1620,0.14999999,29.203793,-3.911759,19.609682,158,3.1950925e-10,144,3.7742216e-14,2860.864161491394,-4.0672913,0.09090909,-0.5944072,19.609682,1620,0.006352908,9062.939,-0.08175826
3.0,-4.3348165,26.834925,-12.901884,1403155,-14.062711,-10.0,-0.06743286,1.1159604,5.594082,865.610734114744,,,121.81517,24.661964,1621,0.14999999,53.487698,-4.125245,19.609682,158,3.1911515e-10,144,8.646638e-07,2863.220547914505,-4.0679045,-1.0,-0.5940821,19.609682,1621,3.5398745e-23,9068.007,-2.1729596
3.0,-4.3352203,21.641447,-12.901884,1404154,13.459833,10.0,-1.6300043,1.0507834,5.594721,865.6929716399507,,,121.81517,24.661839,1622,0.14999999,22.602406,-5.0961785,19.609682,158,3.1872177e-10,144,2.5174795e-18,2865.748615503311,-4.068521,-0.09090909,-0.5947208,19.609682,1622,6.255843e-06,9074.637,3.0203917
3.0,-4.3355303,27.230581,-12.901884,1404383,-5.72875,-6.3636365,9.673915,0.9229506,5.5883937,865.3006777572397,,,121.81517,24.651857,1623,0.14999999,23.311972,-4.885532,19.609682,158,3.1832917e-10,144,1.3260417e-18,2867.5517077445984,-4.0691376,0.8181818,-0.5883938,19.609682,1623,0.57228816,9069.963,-2.5787232
3.0,-4.3354354,22.3058,-12.901884,1405382,12.988462,10.0,-1.6400476,0.9927268,5.589041,865.3830049261084,,,121.81517,24.651495,1624,0.14999999,23.282787,-4.101075,19.609682,158,3.1793726e-10,144,2.1827271e-22,2869.74064040184,-4.069401,-0.6363636,-0.5890414,19.609682,1624,4.2331543e-15,9076.604,2.3456955
3.0,-4.3357987,22.229898,-12.901884,1405565,9.324761,10.0,14.371415,1.0457114,5.579835,864.9630769230769,,,121.81517,24.658915,1625,0.14999999,23.946526,-4.91529,19.609682,158,3.1754605e-10,144,14.570368,2871.509840488434,-4.0700164,-0.8181818,-0.57983494,19.609682,1625,1.9683477e-19,9067.231,2.429016
3.0,-4.335571,24.94759,-12.901884,1405995,-3.3654184,-4.5454545,-0.095697954,0.9819327,5.5795374,864.6955719557195,,,121.81517,24.65054,1626,0.14999999,19.49293,-4.0065227,19.609682,158,3.1715558e-10,144,3.711454e-16,2873.456468105316,-4.0706315,0.27272728,-0.5795372,19.609682,1626,3.3614888,9072.327,-0.29705074
3.0,-4.3353834,22.0351,-12.901884,1406994,7.2985578,10.0,-0.30316448,1.0040675,5.579367,864.7781192378611,,,121.81517,24.642262,1627,0.14999999,22.554667,-4.0101995,19.609682,158,3.1676584e-10,144,2.7502173e-07,2875.6868002414703,-4.069181,-0.27272728,-0.57936734,19.609682,1627,2.387741e-08,9077.631,2.6071599
3.0,-4.3350987,25.207378,-12.901884,1407462,-5.583278,-6.3636365,0.73336893,1.0377734,5.578561,864.534398034398,,,121.81517,24.640583,1628,0.14999999,19.818558,-3.8718665,19.609682,158,3.163768e-10,144,0.00011083186,2877.6354825496674,-4.0697956,-0.45454547,-0.578561,19.609682,1628,5.7669594e-09,9081.897,-0.56679624
3.0,-4.3348823,25.47367,-12.901884,1408461,-9.555861,-10.0,-0.43379945,1.0610524,5.578472,864.6169429097606,,,121.81517,24.611107,1629,0.14999999,31.77208,-4.017029,19.609682,158,3.159885e-10,144,1.3561238e-07,2879.9106101989746,-4.07041,0.45454547,-0.57847214,19.609682,1629,0.2825458,9087.331,-0.86256164
3.0,-4.334768,24.678368,-12.901884,1409460,-3.9445286,-6.3636365,-0.55123466,0.97266644,5.5784554,864.6993865030674,,,121.81517,24.608667,1630,0.14999999,18.870007,-4.2037883,19.609682,158,3.156009e-10,144,0.032318126,2882.153974533081,-4.07085,-0.09090909,-0.5784554,19.609682,1630,0.0017244801,9092.883,-0.06970014
3.0,-4.334569,23.024408,-12.901884,1410459,7.6276774,10.0,-0.0045789443,0.9172768,5.5781035,864.7817290006132,,,121.81517,24.60748,1631,0.14999999,25.915985,-3.9802477,19.609682,158,3.1521402e-10,144,7.4522795e-06,2884.4752972126007,-4.071462,0.45454547,-0.5781036,19.609682,1631,0.01678142,9097.887,1.5830699
3.0,-4.3344703,24.937307,-12.901884,1411458,1.8362124,0.90909094,-1.9854609,1.0056282,5.578966,864.8639705882352,,,121.81517,24.605022,1632,0.14999999,19.504923,-4.0884013,19.609682,158,3.1482783e-10,144,0.19931462,2886.6824703216553,-4.072065,0.27272728,-0.57896596,19.609682,1632,4.689822,9104.872,-0.33228526
3.0,-4.3342905,30.025454,-12.901884,1412457,8.6672535,6.3636365,-0.6297032,0.9418437,5.578997,864.9461114513166,,,121.81517,24.595587,1633,0.14999999,43.71672,-4.04439,19.609682,158,3.1444244e-10,144,0.0045128046,2888.8269367218018,-4.069808,1.0,-0.57899696,19.609682,1633,0.0036928544,9110.502,-5.4298673
3.0,-4.334763,25.989784,-12.901884,1413456,-2.7769272,-2.7272727,-7.957476,1.0295658,5.583513,865.0281517747858,,,121.81517,24.590914,1634,0.14999999,20.7869,-5.0424166,19.609682,158,3.140577e-10,144,1.3701585e-37,2891.0669276714325,-4.070418,-0.8181818,-0.5835126,19.609682,1634,2.0333056e-16,9123.46,-1.3988698
3.0,-4.3345976,24.765753,-12.901884,1414455,-12.118314,-10.0,-1.4204246,0.88535094,5.5840244,865.1100917431193,,,121.81517,24.557306,1635,0.14999999,30.657799,-4.090222,19.609682,158,3.1367364e-10,144,0.00042569643,2893.2241060733795,-4.0710297,-0.27272728,-0.5840245,19.609682,1635,4.0318693e-07,9129.88,-0.20844695
3.0,-4.3347893,22.051504,-12.901884,1415454,8.636958,10.0,-0.10892838,0.99730134,5.583734,865.1919315403424,,,121.81517,24.544603,1636,0.14999999,22.927048,-4.53068,19.609682,158,3.1329028e-10,144,1.6711583e-12,2895.4102351665497,-4.071641,-0.6363636,-0.58373404,19.609682,1636,4.242644e-15,9134.989,2.4930997
3.0,-4.3345394,24.62801,-12.901884,1415782,-0.4847266,2.7272727,2.6370447,0.9625208,5.5817666,864.8637751985339,,,121.81517,24.53404,1637,0.14999999,18.91749,-3.919722,19.609682,158,3.1290762e-10,144,0.06994997,2897.2972691059113,-4.072252,-0.27272728,-0.58176655,19.609682,1637,1.1446848e-05,9137.352,-0.09396892
3.0,-4.3343554,26.164795,-12.901884,1416781,-5.7680492,-2.7272727,-0.13732441,0.9885698,5.5814953,864.9456654456654,,,121.81517,24.53424,1638,0.14999999,21.430212,-3.9927113,19.609682,158,3.125257e-10,144,6.5989514e-07,2899.577696323395,-4.0728626,0.6363636,-0.5814952,19.609682,1638,12.753214,9142.489,-1.6305535
3.0,-4.3342085,23.798975,-12.901884,1417780,8.32555,6.3636365,-1.1714106,0.99165714,5.5818553,865.0274557657108,,,121.81517,24.532614,1639,0.14999999,17.504053,-4.0803204,19.609682,158,3.1214445e-10,144,1.1503919e-05,2901.873543739319,-4.065717,0.09090909,-0.5818551,19.609682,1639,0.017151257,9148.66,0.73363966
3.0,-4.3339176,26.242098,-12.901884,1418212,-1.9111836,0.90909094,1.2297817,0.928988,5.5807505,864.7634146341463,,,121.81517,24.529842,1640,0.14999999,33.469925,-3.8460653,19.609682,158,3.117639e-10,144,1.7968917e-10,2903.8532569408417,-4.0663166,-1.0,-0.58075047,19.609682,1640,1.870615e-21,9152.431,-1.7122557
3.0,-4.3340425,21.85539,-12.901884,1419211,10.742174,10.0,-2.0729163,0.92050374,5.58166,864.8452163315052,,,121.81517,24.493828,1641,0.14999999,23.642979,-4.4640307,19.609682,158,3.1138406e-10,144,4.2520162e-19,2906.1534214019775,-4.0669265,0.27272728,-0.5816598,19.609682,1641,0.005230209,9159.504,2.638437
3.0,-4.333948,24.875984,-12.901884,1420210,5.9413815,4.5454545,-0.6890334,0.9896471,5.581725,864.9269183922046,,,121.81517,24.489525,1642,0.14999999,19.062843,-4.0960464,19.609682,158,3.110049e-10,144,1.3731643e-11,2908.5158886909485,-4.0675325,-0.6363636,-0.5817252,19.609682,1642,7.493037e-13,9165.192,-0.38645878
3.0,-4.333717,21.404514,-12.901884,1420827,8.329542,10.0,-1.2095474,1.0547037,5.5821075,864.7760194765673,,,121.81517,24.483017,1643,0.14999999,22.38747,-3.9414825,19.609682,158,3.106264e-10,144,8.024473e-05,2910.696528673172,-4.068141,-0.09090909,-0.5821073,19.609682,1643,6.253463e-06,9171.402,3.0785024
3.0,-4.3333993,24.991953,-12.901884,1421826,-14.588843,-10.0,-0.11109089,0.9584734,5.581821,864.8576642335767,,,121.81517,24.48335,1644,0.14999999,32.040615,-3.8630338,19.609682,158,3.1024863e-10,144,1.762129e-11,2913.055701494217,-4.06875,-0.45454547,-0.5818208,19.609682,1644,3.5305991e-10,9176.514,-0.5086016
3.0,-4.334072,24.78635,-12.901884,1422825,-14.522102,-10.0,-0.46553656,0.89905816,5.58175,864.9392097264438,,,121.81517,24.47738,1645,0.14999999,28.054476,-5.39492,19.609682,158,3.0987155e-10,144,0.00019744353,2915.357207775116,-4.069358,0.27272728,-0.5817501,19.609682,1645,0.08836738,9181.979,-0.3089697
3.0,-4.334885,24.523283,-12.901884,1423824,-2.5366879,-2.7272727,-0.0033452685,1.068855,5.581399,865.0206561360875,,,121.81517,24.453987,1646,0.14999999,18.944895,-5.5675793,19.609682,158,3.0949515e-10,144,0.03146428,2917.756278514862,-4.069912,-0.09090909,-0.5813987,19.609682,1646,0.0064686574,9186.982,-0.069296435
3.0,-4.3346305,24.962048,-12.901884,1424823,-0.4944926,-0.90909094,-0.0007487372,0.98263794,5.581046,865.1020036429873,,,121.81517,24.445435,1647,0.14999999,19.595703,-3.9816148,19.609682,158,3.0911945e-10,144,0.1250293,2920.0055232048035,-4.070515,-0.45454547,-0.58104616,19.609682,1647,2.4200423e-08,9191.983,-0.5166138
3.0,-4.3344655,25.28441,-12.901884,1425822,2.8762262,4.5454545,-0.8775187,1.0259389,5.581226,865.1832524271845,,,121.81517,24.435719,1648,0.14999999,20.074316,-4.042321,19.609682,158,3.087444e-10,144,2.0252756e-11,2922.3902575969696,-4.071122,0.45454547,-0.58122605,19.609682,1648,2.9749942,9197.86,-0.84869206
3.0,-4.334299,28.346712,-12.901884,1426821,9.208355,10.0,-1.017797,1.1123874,5.5814905,865.2644026682838,,,121.81517,24.43247,1649,0.14999999,40.66063,-4.082514,19.609682,158,3.0837005e-10,144,0.13731962,2924.7022631168365,-4.0699253,0.8181818,-0.58149076,19.609682,1649,0.0020825504,9203.878,-3.914241
3.0,-4.3343787,24.179647,-12.901884,1427820,9.586292,4.5454545,-5.289063,0.9952332,5.584344,865.3454545454546,,,121.81517,24.430815,1650,0.14999999,18.170633,-4.5722218,19.609682,158,3.0799638e-10,144,5.6728476e-11,2926.8937170505524,-4.07053,-0.09090909,-0.58434385,19.609682,1650,0.0011116368,9214.167,0.2511667
3.0,-4.3341436,24.549786,-12.901884,1428341,5.9077625,6.3636365,0.38060296,0.9980282,5.5837593,865.1368867353119,,,121.81517,24.428171,1651,0.14999999,18.549389,-3.9385595,19.609682,158,3.076234e-10,144,0.0036104415,2928.9540152549744,-4.0711355,-0.8181818,-0.58375937,19.609682,1651,8.980773e-18,9218.787,-0.12161377
3.0,-4.3339024,24.106283,-12.901884,1428751,8.817183,6.3636365,0.7917661,0.9677324,5.5829268,864.8613801452784,,,121.81517,24.426643,1652,0.14999999,17.798529,-3.9314578,19.609682,158,3.0725109e-10,144,13.762793,2930.9755249023438,-4.071741,-0.45454547,-0.58292675,19.609682,1652,9.575333e-10,9222.995,0.32036024
3.0,-4.3336844,29.54953,-12.901884,1429084,-8.904584,-10.0,2.7653666,1.0310959,5.580901,864.53962492438,,,121.81517,24.425938,1653,0.14999999,67.391945,-3.9387746,19.609682,158,3.0687947e-10,144,1.6602584e-30,2933.0015003681183,-4.072346,1.0,-0.5809012,19.609682,1653,0.0013691718,9225.2295,-5.1235924
3.0,-4.333651,25.284523,-12.901884,1430083,-9.08627,-10.0,-2.3509285,0.98704684,5.581971,864.6209189842805,,,121.81517,24.41306,1654,0.14999999,31.175905,-4.2988048,19.609682,158,3.0650846e-10,144,6.0693705e-19,2935.30078458786,-4.07295,-0.6363636,-0.58197135,19.609682,1654,7.160152e-14,9232.58,-0.87146425
3.0,-4.333645,22.20622,-12.901884,1431082,9.897568,10.0,-1.8425031,0.94679636,5.582733,864.7021148036254,,,121.81517,24.401077,1655,0.14999999,23.609592,-4.306405,19.609682,158,3.061382e-10,144,5.832788e-10,2937.648019552231,-4.0735545,-0.45454547,-0.582733,19.609682,1655,2.104833e-11,9239.423,2.1948566
3.0,-4.333501,25.383982,-12.901884,1431518,-8.257855,-4.5454545,0.35705063,1.1180533,5.5821657,864.4432367149758,,,121.81517,24.39711,1656,0.14999999,20.13753,-4.038342,19.609682,158,3.0576858e-10,144,6.7150904e-05,2939.6180024147034,-4.074158,-0.6363636,-0.5821655,19.609682,1656,2.723538e-12,9244.066,-0.98687226
