ReturnMin,IWMax,IWFirstEpisode,Regret/t,TimeElapsed,ReturnMax,TimestepsSoFar,Bound,ReturnMean,NumTrainableParams,MountainCar_std0_higher,Iteration,ReturnStepMax,Delta,Regret,MountainCar_std1_higher,DenMISEMeanLog,ReturnAbsMax,IWLastEpisode,DenMISELogLast,IWMean,BoundBonus,AvgEpLen,NumTrajectories,ActionIn1,ReturnLastEpisode,MountainCar_mu1_higher,MinEpLen,IWMin,MountainCar_mu0_higher,DenMISELogFirst,BoundMISE,GridSize
-11.484974,22.955933,0.0047298702,5.5831714,2401.862222671509,17.340988,1249982,22.984163,-0.5831712,,0.14999999,1441,127.97722,4.0381784e-10,8045.3496,3.0,-4.2941656,17.340988,6.627401e-07,-4.0232425,0.93046874,20.524227,867.440666204025,1441,9.723393,-0.4910147,10.0,170,,-0.09090909,-4.001991,2.459936,144
-11.484974,21.921976,0.008686261,5.5821466,2403.5703086853027,17.340988,1250444,22.97735,-0.5821465,,0.14999999,1442,127.97722,4.0325798e-10,8049.455,3.0,-4.2939677,17.340988,0.06863647,-3.936068,1.042916,20.41565,867.1595006934813,1442,6.818948,0.8943385,10.0,170,,-0.6363636,-4.002681,2.5617006,144
-11.484974,19.2832,2.4000509,5.582482,2405.398872613907,17.340988,1251123,22.970295,-0.58248186,,0.14999999,1443,127.97722,4.0269924e-10,8055.5215,3.0,-4.2936673,17.340988,2.5504276e-06,-3.8989046,1.0624161,23.214243,867.0291060291061,1443,-7.7208815,-1.0660268,-6.3636365,170,,-0.27272728,-4.0033684,-0.243948,144
-11.484974,34.951744,1.3731563e-15,5.5821357,2407.383245944977,17.340988,1252122,22.945854,-0.5821357,,0.14999999,1444,127.97722,4.021417e-10,8060.604,3.0,-4.293422,17.340988,2.826774e-09,-4.000318,0.98809695,25.784222,867.1204986149585,1444,-12.430527,-0.082564265,-10.0,170,,0.8181818,-4.002399,-2.838367,144
-11.484974,20.20848,0.82757485,5.583379,2409.2997500896454,17.340988,1253121,22.939531,-0.5833788,,0.14999999,1445,127.97722,4.015853e-10,8067.9824,3.0,-4.2940397,17.340988,4.311122e-20,-5.166747,0.9709817,23.79923,867.2117647058824,1445,-1.0829785,-2.3784728,-6.3636365,170,,-0.6363636,-4.0030913,-0.8596987,144
-11.484974,30.56576,0.021836478,5.583614,2411.2287952899933,17.340988,1254120,22.933992,-0.5836139,,0.14999999,1446,127.97722,4.0103001e-10,8073.906,3.0,-4.293888,17.340988,0.00010066749,-4.0416617,1.104682,23.023012,867.3029045643153,1446,-11.714854,-0.9233317,-10.0,170,,-0.09090909,-4.0032105,-0.089020155,144
-11.484974,32.46185,0.0025084505,5.5832205,2413.2177238464355,17.340988,1255119,22.93036,-0.58322024,,0.14999999,1447,127.97722,4.0047593e-10,8078.92,3.0,-4.2939334,17.340988,5.278792e-13,-4.45866,0.99397796,24.564516,867.3939184519696,1447,3.907779,-0.01399653,2.7272727,170,,-1.0,-4.0038867,-1.6341554,144
-11.484974,18.827122,0.061176304,5.583664,2415.020669937134,17.340988,1255735,22.923561,-0.583664,,0.14999999,1448,127.97722,3.9992298e-10,8085.1455,3.0,-4.293745,17.340988,1.8224728e-07,-4.0099344,1.1009048,22.892561,867.2203038674033,1448,2.5000198,-1.2257513,2.7272727,170,,0.09090909,-4.004576,0.03100095,144
-11.484974,20.249702,4.4527545e-07,5.583648,2417.053944349289,17.340988,1256734,22.919298,-0.5836482,,0.14999999,1449,127.97722,3.9937115e-10,8090.706,3.0,-4.2935014,17.340988,0.36602485,-4.038214,0.9537192,23.638292,867.3112491373361,1449,-4.843451,-0.5607859,-6.3636365,170,,0.45454547,-4.005224,-0.7189933,144
-11.484974,31.163443,0.0026047789,5.583885,2419.116707086563,17.340988,1257733,22.913641,-0.58388513,,0.14999999,1450,127.97722,3.9882048e-10,8096.6333,3.0,-4.293374,17.340988,3.1257733e-17,-4.0599227,0.96196896,24.245462,867.4020689655173,1450,-9.653294,-0.92717403,-10.0,170,,-0.8181818,-4.005914,-1.3318208,144
-11.484974,21.71415,3.0718994e-10,5.5846615,2421.2528619766235,17.340988,1258732,22.910744,-0.58466136,,0.14999999,1451,127.97722,3.9827094e-10,8103.3438,3.0,-4.2933707,17.340988,8.383261e-28,-4.2455273,0.98491055,24.73984,867.4927636113025,1451,6.52442,-1.7102066,4.5454545,170,,0.6363636,-4.006602,-1.8290966,144
-11.484974,30.918568,2.4684462e-12,5.584941,2423.312889099121,17.340988,1259731,22.897964,-0.58494073,,0.14999999,1452,127.97722,3.9772258e-10,8109.334,3.0,-4.2932158,17.340988,6.540428,-4.0501804,0.9701904,23.555962,867.5833333333334,1452,6.6072445,-0.9903743,10.0,170,,0.6363636,-4.0072904,-0.6579964,144
-11.484974,44.505424,2.491978e-18,5.5851507,2425.362097263336,17.340988,1260730,22.895037,-0.5851509,,0.14999999,1453,127.97722,3.971753e-10,8115.224,3.0,-4.2930512,17.340988,0.0271061,-4.0191298,1.0518355,28.623947,867.6737783895389,1453,3.2234604,-0.8903087,2.7272727,170,,1.0,-4.007979,-5.728911,144
-11.484974,18.425022,7.5577927,5.5874467,2427.362988948822,17.340988,1261729,22.890896,-0.5874466,,0.14999999,1454,127.97722,3.966292e-10,8124.1475,3.0,-4.2931046,17.340988,1.1499277e-13,-4.4145384,1.0225748,22.995045,867.764099037139,1454,-0.3954119,-3.9230993,2.7272727,170,,-0.27272728,-4.008667,-0.10414953,144
-11.484974,33.754364,8.411207e-06,5.5870533,2429.5521438121796,17.340988,1262728,22.882229,-0.58705306,,0.14999999,1455,127.97722,3.9608414e-10,8129.162,3.0,-4.2928767,17.340988,2.771289e-10,-3.9804003,0.9592228,21.019556,867.854295532646,1455,5.7760706,-0.0148073435,10.0,170,,-1.0,-4.00417,1.8626722,144
-11.484974,20.09653,4.9506197,5.5882,2431.6490592956543,17.340988,1263694,22.87752,-0.5882,,0.14999999,1456,127.97722,3.955403e-10,8136.419,3.0,-4.293116,17.340988,0.007436402,-4.594845,0.86179024,23.640469,867.9217032967033,1456,0.32169378,-2.2570136,-0.90909094,170,,-0.6363636,-4.004857,-0.7629485,144
-11.484974,17.550161,7.3298295e-05,5.5888047,2433.6210894584656,17.340988,1264693,22.87224,-0.5888046,,0.14999999,1457,127.97722,3.949975e-10,8142.888,3.0,-4.2930665,17.340988,6.836508e-12,-4.082123,1.0302606,22.503445,868.0116678105696,1457,9.22041,-1.4691306,6.3636365,170,,0.27272728,-4.002149,0.3687958,144
-11.484974,22.963387,0.00020471853,5.5890102,2435.671070098877,17.340988,1265692,22.838501,-0.5890102,,0.14999999,1458,127.97722,3.9445588e-10,8148.777,3.0,-4.2928157,17.340988,3.354945,-3.9535985,0.9892677,20.343058,868.1015089163237,1458,8.407338,-0.8885664,10.0,170,,0.09090909,-4.0028353,2.4954443,144
-11.484974,22.196552,0.030859223,5.5858617,2437.355026245117,17.340988,1266009,22.837305,-0.5858615,,0.14999999,1459,127.97722,3.9391532e-10,8149.772,3.0,-4.2925286,17.340988,0.050536737,-3.8589613,1.0381913,20.15905,867.7237834132968,1459,10.786263,4.004963,10.0,170,,-0.45454547,-4.003521,2.6782556,144
-11.484974,19.509117,0.00019426682,5.5857716,2439.2248322963715,17.340988,1266580,22.834745,-0.5857716,,0.14999999,1460,127.97722,3.933759e-10,8155.2266,3.0,-4.2924175,17.340988,3.310806e-14,-4.1651554,0.9693169,23.139221,867.5205479452055,1460,-1.5509647,-0.45461056,-6.3636365,170,,0.27272728,-4.0041847,-0.30447522,144
-11.484974,24.222908,1.3511291e-13,5.5855236,2441.3257772922516,17.340988,1267579,22.814295,-0.5855234,,0.14999999,1461,127.97722,3.928376e-10,8160.4497,3.0,-4.2922473,17.340988,0.024177648,-4.0111966,0.99395615,25.767038,867.6105407255304,1461,-3.2259753,-0.22316165,-2.7272727,170,,0.8181818,-4.0048695,-2.952744,144
-11.484974,29.868889,1.1362479e-11,5.5860314,2443.4988162517548,17.340988,1268578,22.812637,-0.58603144,,0.14999999,1462,127.97722,3.9230036e-10,8166.778,3.0,-4.2921243,17.340988,2.5635111,-4.1005025,0.8119461,24.174171,867.7004103967168,1462,-3.4237642,-1.3282641,-10.0,170,,0.6363636,-4.0055537,-1.3615334,144
-11.484974,44.88259,3.0025627e-19,5.586623,2445.6371462345123,17.340988,1269577,22.808887,-0.58662313,,0.14999999,1463,127.97722,3.9176426e-10,8173.2295,3.0,-4.2921276,17.340988,0.00278523,-4.105919,1.0895425,28.999708,867.7901572112098,1463,4.865217,-1.4517392,6.3636365,170,,1.0,-4.0062375,-6.19082,144
-11.484974,19.461063,0.0011632479,5.5902004,2447.7571971416473,17.340988,1270576,22.798094,-0.59020025,,0.14999999,1464,127.97722,3.9122924e-10,8184.053,3.0,-4.2924366,17.340988,8.170479e-06,-4.82506,1.0437218,23.128368,867.879781420765,1464,-4.5858464,-5.823507,-0.90909094,170,,0.27272728,-4.006921,-0.33027408,144
-11.484974,34.150734,0.00080379576,5.590043,2449.822263240814,17.340988,1271575,22.797916,-0.5900431,,0.14999999,1465,127.97722,3.9069534e-10,8189.413,3.0,-4.292212,17.340988,6.816075e-17,-4.0054483,1.0277768,24.755463,867.9692832764505,1465,-10.972049,-0.35995993,-6.3636365,170,,-1.0,-4.0076027,-1.9575459,144
-11.484974,29.672909,0.00094913365,5.590705,2451.913678884506,17.340988,1272574,22.798117,-0.59070516,,0.14999999,1466,127.97722,3.901625e-10,8195.974,3.0,-4.292212,17.340988,8.352554e-09,-4.313683,1.0667723,22.903536,868.0586630286493,1466,-7.1592054,-1.5605717,-10.0,170,,0.09090909,-4.0082846,-0.10541868,144
-11.484974,24.433235,0.0005666214,5.5907865,2453.9616849422455,17.340988,1273573,22.778915,-0.5907866,,0.14999999,1467,127.97722,3.8963083e-10,8201.684,3.0,-4.2920074,17.340988,6.230093e-23,-4.0539775,1.0281299,21.022287,868.147920927062,1467,5.7989855,-0.71018714,10.0,170,,-0.8181818,-4.008966,1.7566289,144
-11.484974,18.976381,2.1571555,5.590933,2455.9078147411346,17.340988,1274220,22.778452,-0.5909331,,0.14999999,1468,127.97722,3.8910017e-10,8207.49,3.0,-4.2917414,17.340988,9.675311e-05,-3.9250157,1.0150733,22.864527,867.9972752043597,1468,-2.0418363,-0.8058758,-2.7272727,170,,-0.09090909,-4.009647,-0.08607405,144
-11.484974,23.163055,0.025340144,5.5905523,2457.9485669136047,17.340988,1275219,22.773842,-0.5905521,,0.14999999,1469,127.97722,3.8857062e-10,8212.521,3.0,-4.291522,17.340988,0.0036922577,-3.9814572,0.96847975,20.253454,868.0864533696392,1469,9.37866,-0.031178964,10.0,170,,-0.27272728,-4.0088596,2.5203872,144
-11.484974,18.526123,9.26107,5.5901976,2459.871283531189,17.340988,1275802,22.76032,-0.59019744,,0.14999999,1470,127.97722,3.880421e-10,8217.59,3.0,-4.2912908,17.340988,1.0091598,-3.91607,0.9980349,23.095171,867.8925170068027,1470,1.5260999,-0.069293976,2.7272727,170,,-0.45454547,-4.009523,-0.3348499,144
-11.484974,20.539587,0.16817918,5.5900655,2461.9879953861237,17.340988,1276801,22.75708,-0.5900653,,0.14999999,1471,127.97722,3.875147e-10,8222.986,3.0,-4.2910905,17.340988,0.46716583,-3.9920805,0.9712483,23.939203,867.981645139361,1471,1.6627555,-0.39585847,2.7272727,170,,-0.8181818,-4.0039225,-1.1821235,144
-11.484974,19.839743,2.941718,5.5901737,2464.0858278274536,17.340988,1277800,22.74981,-0.59017366,,0.14999999,1472,127.97722,3.8698836e-10,8228.735,3.0,-4.290926,17.340988,0.21996632,-4.0176435,1.0297892,23.260736,868.070652173913,1472,-8.551394,-0.7495194,-6.3636365,170,,-0.45454547,-4.0044875,-0.510927,144
-11.484974,17.359001,0.007373583,5.590091,2466.2302601337433,17.340988,1278799,22.747747,-0.5900912,,0.14999999,1473,127.97722,3.864631e-10,8234.204,3.0,-4.2907434,17.340988,3.390017e-07,-4.048832,1.0791587,21.940134,868.1595383570943,1473,3.4727464,-0.46868294,6.3636365,170,,0.09090909,-4.0031705,0.8076133,144
-11.484974,20.773434,1.2174859e-09,5.5897465,2468.19894695282,17.340988,1279629,22.733074,-0.5897463,,0.14999999,1474,127.97722,3.8593892e-10,8239.286,3.0,-4.290466,17.340988,3.6850845e-06,-3.9565682,0.9839801,24.374846,868.1336499321574,1474,3.717813,-0.081735864,0.90909094,170,,0.6363636,-4.0038443,-1.6417705,144
-11.484974,43.84117,7.9281e-19,5.590434,2470.2370076179504,17.340988,1280628,22.704813,-0.590434,,0.14999999,1475,127.97722,3.8541575e-10,8245.891,3.0,-4.29036,17.340988,0.007877927,-4.1164613,1.0691767,27.668032,868.2223728813559,1475,-9.59621,-1.6041307,-6.3636365,170,,1.0,-4.0045223,-4.963219,144
-11.484974,71.8292,8.3304035e-21,5.592045,2472.303020477295,17.340988,1281627,22.69796,-0.59204483,,0.14999999,1476,127.97722,3.8489373e-10,8253.858,3.0,-4.290456,17.340988,1.7150255e-09,-4.493102,0.9596989,28.26239,868.310975609756,1476,14.841115,-2.9679556,10.0,170,,1.0,-4.0052,-5.5644307,144
-11.484974,31.291082,0.11649764,5.5977173,2474.422132730484,17.340988,1282626,22.69194,-0.5977174,,0.14999999,1477,127.97722,3.8437267e-10,8267.828,3.0,-4.2919226,17.340988,2.5058504e-31,-6.406501,1.0716652,22.933481,868.3994583615437,1477,-8.811059,-8.9705105,-10.0,170,,-0.27272728,-4.0058775,-0.24154177,144
-11.484974,20.315498,2.6623031e-06,5.5973377,2476.4436678886414,17.340988,1283625,22.679893,-0.59733784,,0.14999999,1478,127.97722,3.8385276e-10,8272.865,3.0,-4.291707,17.340988,0.0004335615,-4.03977,1.0319477,23.50021,868.4878213802435,1478,-3.003368,-0.036692668,-0.90909094,170,,0.45454547,-4.006475,-0.82031596,144
-11.484974,19.452946,1.6867274e-07,5.597807,2478.4699182510376,17.340988,1284624,22.680962,-0.59780675,,0.14999999,1479,127.97722,3.8333384e-10,8279.156,3.0,-4.291556,17.340988,0.051523227,-4.0970736,0.9372374,23.199774,868.5760649087221,1479,8.706175,-1.2908592,6.3636365,170,,0.45454547,-4.0071516,-0.5188113,144
-11.484974,30.962164,0.04025976,5.5992646,2480.4854860305786,17.340988,1285623,22.678486,-0.5992645,,0.14999999,1480,127.97722,3.8281597e-10,8286.911,3.0,-4.291513,17.340988,1.1914443e-24,-4.1629033,0.9761269,23.52498,868.6641891891892,1480,-11.633555,-2.755323,-10.0,170,,-0.6363636,-4.0078273,-0.8464948,144
-11.484974,21.145748,0.25632268,5.599347,2482.5444555282593,17.340988,1286622,22.674076,-0.59934735,,0.14999999,1481,127.97722,3.8229922e-10,8292.634,3.0,-4.2915916,17.340988,0.17519125,-4.379434,0.9715783,24.061565,868.7521944632006,1481,-4.3376703,-0.7219087,-2.7272727,170,,-0.8181818,-4.008476,-1.3874892,144
-11.484974,30.173487,9.451204e-06,5.5996017,2484.608722448349,17.340988,1287621,22.672752,-0.5996018,,0.14999999,1482,127.97722,3.8178344e-10,8298.609,3.0,-4.291442,17.340988,3.8024766e-09,-4.0394664,1.0644435,22.972977,868.84008097166,1482,-11.846923,-0.9763631,-10.0,170,,0.27272728,-4.0089774,-0.30022368,144
-11.484974,18.91361,0.11721947,5.5993786,2486.6375811100006,17.340988,1288620,22.670794,-0.5993788,,0.14999999,1483,127.97722,3.8126874e-10,8303.879,3.0,-4.2916183,17.340988,0.0115401,-4.6104536,1.0016961,22.762318,868.9278489548213,1483,-1.2440021,-0.26894957,-0.90909094,170,,0.09090909,-4.009652,-0.091524035,144
-11.484974,21.322065,2.3577834e-10,5.5989833,2488.676361322403,17.340988,1289619,22.670992,-0.5989833,,0.14999999,1484,127.97722,3.807551e-10,8308.892,3.0,-4.291408,17.340988,0.0034181946,-3.9787774,0.95383096,24.194471,869.0154986522911,1484,-6.05713,-0.012406337,-6.3636365,170,,0.6363636,-4.010247,-1.523479,144
-11.484974,22.903406,0.004772298,5.5989823,2490.7962691783905,17.340988,1290618,22.653584,-0.5989824,,0.14999999,1485,127.97722,3.8024248e-10,8314.489,3.0,-4.291265,17.340988,1.1844232e-08,-4.0297623,0.92563033,20.229733,869.1030303030303,1485,13.513772,-0.5977601,10.0,170,,-0.09090909,-4.010921,2.4238513,144
-11.484974,18.384424,1.4245849,5.592129,2492.416229724884,17.340988,1290848,22.646614,-0.5921294,,0.14999999,1486,127.97722,3.7973086e-10,8309.904,3.0,-4.2917404,17.340988,0.036069088,-4.9207134,1.0069762,22.590084,868.6729475100942,1486,-0.63466126,9.584636,2.7272727,170,,-0.09090909,-4.011591,0.056529336,144
-11.484974,22.900776,0.025402194,5.5917397,2494.6177916526794,17.340988,1291847,22.626274,-0.5917395,,0.14999999,1487,127.97722,3.792203e-10,8314.917,3.0,-4.2915254,17.340988,0.014835887,-3.976275,0.97811127,20.012297,868.7605917955615,1487,8.51259,-0.012332981,10.0,170,,-0.27272728,-4.0113053,2.6139784,144
-11.484974,19.363247,11.504369,5.590017,2496.472072839737,17.340988,1292230,22.624704,-0.59001666,,0.14999999,1488,127.97722,3.7871076e-10,8317.945,3.0,-4.2912545,17.340988,0.009593634,-3.8627133,1.1116837,22.879309,868.4341397849462,1488,-6.7648716,1.9717332,-2.7272727,170,,-0.27272728,-4.0119605,-0.25460398,144
-11.484974,19.13138,1.0841577,5.589726,2498.717134952545,17.340988,1293229,22.615824,-0.5897258,,0.14999999,1489,127.97722,3.7820225e-10,8323.102,3.0,-4.2909813,17.340988,0.0007012496,-3.992797,0.9573492,23.034666,868.5218267293485,1489,5.2869534,-0.15684104,4.5454545,170,,-0.6363636,-4.0049305,-0.41884276,144
-11.484974,18.820478,0.01953616,5.5895996,2500.6127939224243,17.340988,1293711,22.614944,-0.58959967,,0.14999999,1490,127.97722,3.7769476e-10,8328.504,3.0,-4.290779,17.340988,2.6802744e-09,-3.944474,0.9415685,22.70919,868.2624161073826,1490,-7.6771603,-0.4018549,-6.3636365,170,,0.09090909,-4.004874,-0.09424511,144
-11.484974,19.110355,0.00060933613,5.5894785,2502.7449741363525,17.340988,1294710,22.613308,-0.5894784,,0.14999999,1491,127.97722,3.771883e-10,8333.912,3.0,-4.290652,17.340988,0.026244048,-4.0398016,1.0621891,22.873142,868.3501006036217,1491,5.5247188,-0.40872905,2.7272727,170,,0.27272728,-4.005532,-0.25983414,144
-11.484974,44.15465,3.7740554e-18,5.589353,2504.9818415641785,17.340988,1295709,22.610973,-0.5893532,,0.14999999,1492,127.97722,3.7668285e-10,8339.315,3.0,-4.2903957,17.340988,3.276627e-05,-3.9672668,1.0358807,27.650864,868.4376675603218,1492,-7.608598,-0.4026863,-2.7272727,170,,1.0,-4.006202,-5.0398912,144
-11.484974,32.736187,0.0047963867,5.5920286,2507.1874265670776,17.340988,1296708,22.605894,-0.5920285,,0.14999999,1493,127.97722,3.7617845e-10,8348.898,3.0,-4.2906103,17.340988,,-4.6395335,1.0326756,24.603256,868.5251172136637,1493,-6.061108,-4.5835795,-0.90909094,170,,-1.0,-4.006872,-1.997362,144
-11.484974,24.312002,2.0467205e-06,5.5929947,2509.346286058426,17.340988,1297707,22.605488,-0.5929948,,0.14999999,1494,127.97722,3.75675e-10,8355.935,3.0,-4.2906857,17.340988,2.3261094e-21,-4.429934,0.9640855,20.603382,868.6124497991968,1494,10.876117,-2.035652,10.0,170,,0.27272728,-4.0075383,2.0021055,144
-11.484974,21.991846,0.0087343985,5.59209,2511.12712597847,17.340988,1298168,22.592861,-0.59208995,,0.14999999,1495,127.97722,3.751726e-10,8360.175,3.0,-4.2905607,17.340988,3.8301278e-06,-4.0640674,1.0462983,20.13394,868.3397993311037,1495,13.48037,0.7598647,10.0,170,,-0.6363636,-4.0082073,2.4589214,144
-11.484974,51.67339,3.896758e-05,5.588515,2512.9177372455597,17.340988,1298441,22.59332,-0.5885149,,0.14999999,1496,127.97722,3.746712e-10,8360.418,3.0,-4.291078,17.340988,3.6567337e-14,-5.107159,0.9825576,24.40461,867.9418449197861,1496,-15.655377,4.7560143,-10.0,170,,-1.0,-4.00887,-1.8112881,144
-11.484974,29.348137,0.00030448506,5.5895815,2515.0275983810425,17.340988,1299440,22.579031,-0.58958143,,0.14999999,1497,127.97722,3.741708e-10,8367.604,3.0,-4.2924385,17.340988,4.2050337e-09,-6.301656,0.9749636,23.01429,868.0293921175685,1497,6.204641,-2.1850917,6.3636365,170,,-1.0,-4.0095387,-0.43525943,144
-11.484974,31.121033,2.4756555e-12,5.5894356,2516.792225599289,17.340988,1299833,22.569931,-0.5894357,,0.14999999,1498,127.97722,3.736714e-10,8372.975,3.0,-4.292466,17.340988,3.78787e-27,-4.306163,0.9648312,23.248442,867.7122830440587,1498,15.227572,-0.37123898,10.0,170,,0.6363636,-4.010206,-0.67851114,144
-11.484974,30.782003,0.14334464,5.591512,2518.851277589798,17.340988,1300832,22.546366,-0.5915123,,0.14999999,1499,127.97722,3.7317302e-10,8381.677,3.0,-4.293437,17.340988,9.857757e-28,-5.7076902,1.0476909,23.07887,867.7998665777185,1499,-12.323339,-3.7023356,-10.0,170,,-0.45454547,-4.0108733,-0.5325054,144
-11.484974,17.1884,0.17192173,5.5915537,2520.8799118995667,17.340988,1301831,22.539978,-0.5915535,,0.14999999,1500,127.97722,3.7267558e-10,8387.33,3.0,-4.293575,17.340988,4.4054005e-09,-4.54279,0.98291355,21.755466,867.8873333333333,1500,4.3325133,-0.6532711,6.3636365,170,,-0.09090909,-4.0114446,0.7845113,144
-11.484974,24.447966,8.969218e-14,5.591226,2522.7651040554047,17.340988,1302557,22.531185,-0.5912261,,0.14999999,1501,127.97722,3.721792e-10,8392.431,3.0,-4.293353,17.340988,2.0587715e-10,-3.9399605,0.994031,25.763802,867.7928047968021,1501,1.3516297,-0.10013714,2.7272727,170,,0.8181818,-4.0119967,-3.2326162,144
-11.484974,30.40571,0.02204385,5.5923386,2524.7646770477295,17.340988,1303556,22.520782,-0.5923384,,0.14999999,1502,127.97722,3.716838e-10,8399.692,3.0,-4.293276,17.340988,6.97894e-09,-4.1679296,1.0981374,22.60856,867.8801597869507,1502,-11.096409,-2.2618518,-10.0,170,,-0.09090909,-4.0126624,-0.08777884,144
-11.484974,19.004734,12.597345,5.592201,2526.7562351226807,17.340988,1304555,22.516531,-0.59220123,,0.14999999,1503,127.97722,3.7118936e-10,8405.078,3.0,-4.2932067,17.340988,0.01054676,-4.282062,1.0642802,22.7281,867.9673985362608,1503,0.7251626,-0.3862426,0.90909094,170,,-0.27272728,-4.0133133,-0.21156807,144
-11.484974,17.605394,1.1134671,5.591865,2528.7626123428345,17.340988,1305554,22.508617,-0.5918651,,0.14999999,1504,127.97722,3.7069592e-10,8410.165,3.0,-4.292956,17.340988,0.7171017,-3.977045,1.0057316,22.059368,868.0545212765958,1504,8.747911,-0.08661522,6.3636365,170,,-0.45454547,-4.005632,0.4492486,144
-11.484974,24.4867,0.0005646929,5.5909233,2530.517976284027,17.340988,1305997,22.503971,-0.5909233,,0.14999999,1505,127.97722,3.7020348e-10,8414.34,3.0,-4.2926755,17.340988,0.13257569,-3.8747222,1.0230486,20.750778,867.7720930232558,1505,9.6258135,0.8255656,10.0,170,,-0.8181818,-4.0055566,1.7531924,144
-11.484974,27.89368,2.1580824e-08,5.5868196,2532.17329287529,17.340988,1306256,22.500937,-0.5868194,,0.14999999,1506,127.97722,3.6971198e-10,8413.75,3.0,-4.2924986,17.340988,9.606889e-25,-4.0448437,0.9106421,23.107155,867.3678618857901,1506,-4.7113786,5.5894947,-10.0,170,,0.45454547,-4.0062203,-0.606219,144
-11.484974,21.584238,1.1167464e-09,5.5864587,2534.2676045894623,17.340988,1307255,22.494572,-0.5864587,,0.14999999,1507,127.97722,3.692215e-10,8418.793,3.0,-4.292359,17.340988,0.04480441,-3.988536,0.98327076,24.072254,867.4552090245521,1507,-5.6078587,-0.04325108,-2.7272727,170,,0.6363636,-4.006884,-1.5776824,144
-11.484974,20.167559,4.963957,5.587035,2536.3075580596924,17.340988,1308254,22.490482,-0.5870352,,0.14999999,1508,127.97722,3.68732e-10,8425.249,3.0,-4.292245,17.340988,7.2790205e-16,-4.100406,0.8595201,23.251986,867.5424403183024,1508,-3.9396029,-1.45578,-0.90909094,170,,-0.6363636,-4.0075474,-0.7615031,144
-11.484974,22.96975,0.00020514673,5.587243,2538.4057083129883,17.340988,1309253,22.486685,-0.5872433,,0.14999999,1509,127.97722,3.682434e-10,8431.15,3.0,-4.292174,17.340988,6.538387e-09,-4.043348,0.9803938,20.013977,867.6295559973493,1509,10.296086,-0.90107,10.0,170,,0.09090909,-4.0049243,2.4727082,144
-11.484974,33.841988,8.423136e-06,5.585999,2540.1978731155396,17.340988,1309679,22.469624,-0.585999,,0.14999999,1510,127.97722,3.6775583e-10,8434.858,3.0,-4.2919793,17.340988,2.903387e-11,-3.9751623,0.95217836,20.670113,867.3370860927153,1510,11.616333,1.2916318,10.0,170,,-1.0,-4.0055866,1.7995114,144
-11.484974,22.033796,0.030943505,5.584738,2541.9387605190277,17.340988,1310033,22.45706,-0.5847377,,0.14999999,1511,127.97722,3.6726922e-10,8438.539,3.0,-4.292162,17.340988,0.53283024,-4.5149665,1.0436223,19.802761,866.9973527465255,1511,11.448402,1.3198588,10.0,170,,-0.45454547,-4.0062485,2.6542988,144
-11.484974,19.180546,0.0009257303,5.583713,2543.7720687389374,17.340988,1310428,22.453106,-0.58371294,,0.14999999,1512,127.97722,3.6678358e-10,8442.574,3.0,-4.2921567,17.340988,5.2879246e-12,-4.3235617,0.9916453,22.770138,866.6851851851852,1512,-4.506295,0.96473277,-2.7272727,170,,0.27272728,-4.00689,-0.31703228,144
-11.484974,25.759405,4.6864397e-09,5.58391,2545.829952478409,17.340988,1311427,22.453573,-0.5839102,,0.14999999,1513,127.97722,3.6629888e-10,8448.456,3.0,-4.292012,17.340988,6.861667e-05,-4.061794,0.887411,21.59773,866.7726371447455,1513,10.048232,-0.8822776,10.0,170,,0.45454547,-4.0075502,0.855843,144
-11.484974,18.702871,0.020386403,5.58152,2547.533355474472,17.340988,1311759,22.448858,-0.5815199,,0.14999999,1514,127.97722,3.6581518e-10,8450.421,3.0,-4.291892,17.340988,1.800595e-12,-3.9940867,1.046917,22.70534,866.4194187582563,1514,8.939406,3.0351007,6.3636365,170,,-0.8181818,-4.008211,-0.2564813,144
-11.484974,18.544565,0.45355275,5.581024,2549.370679616928,17.340988,1312172,22.446068,-0.5810243,,0.14999999,1515,127.97722,3.6533238e-10,8455.252,3.0,-4.291637,17.340988,4.8252785e-10,-3.9504435,1.0256052,22.530151,866.1201320132013,1515,-6.516784,0.16936585,-6.3636365,170,,-0.09090909,-4.0088577,-0.08408374,144
-11.484974,20.298954,0.83266085,5.5806866,2551.4978840351105,17.340988,1313171,22.439,-0.5806867,,0.14999999,1516,127.97722,3.648506e-10,8460.321,3.0,-4.2914195,17.340988,0.08065419,-3.9828227,0.9678056,23.29503,866.207783641161,1516,-2.4792433,-0.069266364,-6.3636365,170,,-0.6363636,-4.009218,-0.85603213,144
-11.484974,25.337173,1.0796962e-14,5.5808363,2553.7060692310333,17.340988,1314170,22.411268,-0.5808361,,0.14999999,1517,127.97722,3.6436973e-10,8466.129,3.0,-4.2912755,17.340988,1.1104827e-20,-4.0392237,1.040117,26.033453,866.2953197099539,1517,9.833109,-0.80734277,6.3636365,170,,0.8181818,-4.0093284,-3.622184,144
-11.484974,19.723806,14.057252,5.5832243,2555.85374212265,17.340988,1315169,22.411459,-0.58322436,,0.14999999,1518,127.97722,3.638898e-10,8475.335,3.0,-4.2913957,17.340988,1.605108e-21,-4.5083776,1.0314515,22.895815,866.3827404479579,1518,-5.29828,-4.2061605,-2.7272727,170,,-0.45454547,-4.0099874,-0.48435563,144
