IWMin,BoundMISE,DenMISEMeanLog,MountainCar_std0_higher,ReturnLastEpisode,Delta,IWMean,MountainCar_mu0_higher,Iteration,TimestepsSoFar,NumTrainableParams,IWMax,MountainCar_std1_higher,BoundBonus,DenMISELogLast,Regret/t,IWLastEpisode,ReturnMean,ReturnStepMax,ReturnMax,GridSize,NumTrajectories,Bound,IWFirstEpisode,DenMISELogFirst,MinEpLen,ReturnAbsMax,AvgEpLen,ReturnMin,Regret,ActionIn1,MountainCar_mu1_higher,TimeElapsed
,-0.2033034,-4.3048105,0.14999999,-1.9888755,7.406375e-10,1.0095346,0.2,1160,1010884,,29.353106,3.0,42.95789,-4.07475,5.746177,1.0015427e-05,-0.7461771,131.23058,29.019257,121,1160,42.754585,0.099632934,-4.00645,115,29.019257,871.451724137931,-14.466565,6665.5654,-13.470333,-10.0,1782.920438528061
,-0.40781108,-4.3055344,0.14999999,-0.11676874,7.393621e-10,0.9941399,-0.4,1161,1011883,,31.711514,3.0,43.15358,-5.149003,5.745635,0.014147386,-0.745635,131.23058,29.019257,121,1161,42.74577,0.06694323,-4.007226,115,29.019257,871.5615848406546,-14.466565,6670.682,-8.117502,-10.0,1784.6342871189117
,2.4947429,-4.305312,0.14999999,-0.55097514,7.3809014e-10,1.031918,-0.4,1162,1012882,,25.891422,3.0,40.250927,-4.0343175,5.745467,5.3790336e-07,-0.7454674,131.23058,29.019257,121,1162,42.74567,0.0006306033,-4.008029,115,29.019257,871.671256454389,-14.466565,6676.2334,5.653066,10.0,1786.4036765098572
,-2.753346,-4.305003,0.14999999,-0.018605238,7.368214e-10,0.9297715,0.8,1163,1013366,,21.495752,3.0,45.495934,-3.9712768,5.7448425,7.248612e-19,-0.7448424,131.23058,29.019257,121,1163,42.742588,5.364147e-07,-4.0088887,115,29.019257,871.3379191745486,-14.466565,6681.252,-1.2907203,-2.0,1787.9873650074005
,-0.59608185,-4.3049107,0.14999999,-2.7309875,7.3555595e-10,1.0401475,0.4,1164,1014365,,19.882166,3.0,43.335697,-4.123392,5.7465487,0.20629004,-0.7465488,131.23058,29.019257,121,1164,42.739616,0.044900674,-4.0097485,115,29.019257,871.4475945017182,-14.466565,6688.983,-2.529192,-6.0,1789.8306753635406
,0.027445486,-4.304668,0.14999999,-1.937166,7.3429374e-10,0.9970259,,1165,1015364,,19.480928,3.0,42.682213,-4.057929,5.747571,4.5473636e-05,-0.74757075,131.23058,29.019257,121,1165,42.70966,6.5320754,-4.0105686,115,29.019257,871.5570815450644,-14.466565,6695.92,6.0798855,2.0,1791.5773649215698
,-0.77808696,-4.304376,0.14999999,0.33487988,7.3303474e-10,1.0753177,-0.6,1166,1015903,,19.148046,3.0,43.48724,-3.9574964,5.7466426,0.1436343,-0.7466424,131.23058,29.019257,121,1166,42.709152,0.0210729,-4.005835,115,29.019257,871.2718696397942,-14.466565,6700.585,1.6828773,2.0,1793.1249623298645
,-3.3523152,-4.304052,0.14999999,-0.9813651,7.3177897e-10,1.0186173,0.8,1167,1016902,,22.101677,3.0,46.044075,-3.9976351,5.7468433,1.545085e-20,-0.7468435,131.23058,29.019257,121,1167,42.69176,1.3993927e-08,-4.0066743,115,29.019257,871.3813196229648,-14.466565,6706.5664,3.8006186,6.0,1794.9227185249329
,-1.2378625,-4.3038044,0.14999999,-0.5425827,7.3052653e-10,0.9587014,-0.8,1168,1017901,,20.283632,3.0,43.925434,-4.028162,5.746669,1.4478146e-13,-0.7466687,131.23058,29.019257,121,1168,42.687572,0.00022688495,-4.0075307,115,29.019257,871.4905821917808,-14.466565,6712.109,-0.9134536,-2.0,1797.0995128154755
,-0.39616498,-4.303674,0.14999999,-1.6410327,7.292772e-10,1.1347272,0.4,1169,1018900,,19.63458,3.0,43.06206,-4.106394,5.7474337,6.82914e-17,-0.7474337,131.23058,29.019257,121,1169,42.665897,0.00272824,-4.0083866,115,29.019257,871.5996578272027,-14.466565,6718.75,6.9560947,6.0,1799.289431810379
,2.299855,-4.3032727,0.14999999,0.029170403,7.280311e-10,0.99286664,,1170,1019682,,25.637613,3.0,40.362232,-3.9643843,5.74677,10.670093,-0.74676996,131.23058,29.019257,121,1170,42.662086,0.0048721046,-4.009239,115,29.019257,871.5230769230769,-14.466565,6723.7207,7.954668,10.0,1801.1209998130798
,-4.6555343,-4.3029885,0.14999999,1.3273883,7.267882e-10,1.0606903,1.0,1171,1020101,,54.30839,3.0,47.253635,-3.9582982,5.7449985,2.5358175e-21,-0.74499863,131.23058,29.019257,121,1171,42.598103,2.6398996e-12,-4.0100894,115,29.019257,871.136635354398,-14.466565,6727.3936,-12.21834,-10.0,1802.6860811710358
,-1.3527936,-4.3068304,0.14999999,-9.6503105,7.2554845e-10,0.9927488,0.6,1172,1021100,,32.350586,3.0,43.957054,-8.854184,5.752597,0.0019803068,-0.75259703,131.23058,29.019257,121,1172,42.60426,1.8001689e-05,-4.010943,115,29.019257,871.2457337883959,-14.466565,6742.044,-13.028202,-10.0,1804.7116465568542
,-0.06535871,-4.3076015,0.14999999,-1.3450689,7.2431194e-10,1.0432698,,1173,1022099,,18.785229,3.0,42.64213,-5.1980863,5.7531023,7.037082e-06,-0.7531021,131.23058,29.019257,121,1173,42.576775,16.628147,-4.011796,115,29.019257,871.3546462063086,-14.466565,6748.3887,-2.2925005,-2.0,1806.590702533722
,-0.06009299,-4.3073044,0.14999999,-0.002786213,7.230785e-10,0.91637737,-0.2,1174,1023098,,19.098145,3.0,42.617687,-3.9986496,5.752463,2.281047,-0.75246304,131.23058,29.019257,121,1174,42.557594,5.651493,-3.9985719,115,29.019257,871.4633730834753,-14.466565,6753.3916,-0.42753482,2.0,1808.502256155014
,2.4777672,-4.3071175,0.14999999,-0.21547407,7.2184825e-10,0.94953,-0.2,1175,1024097,,25.771618,3.0,39.996784,-4.0000334,5.752006,0.052332155,-0.752006,131.23058,29.019257,121,1175,42.474552,0.004204265,-3.994621,115,29.019257,871.5719148936171,-14.466565,6758.607,9.160538,10.0,1810.4268169403076
,-5.142344,-4.306905,0.14999999,0.19847108,7.206211e-10,1.0863373,1.0,1176,1024698,,36.096466,3.0,47.618767,-4.0020814,5.751198,1.9283274e-14,-0.75119776,131.23058,29.019257,121,1176,42.47642,8.335946e-11,-3.9954681,115,29.019257,871.3418367346939,-14.466565,6763.4087,-0.65291655,-2.0,1812.1193578243256
,-0.39308426,-4.306977,0.14999999,-4.892883,7.193972e-10,0.9558589,-0.4,1177,1025697,,19.819555,3.0,42.868385,-4.4691143,5.754717,4.82429e-19,-0.75471663,131.23058,29.019257,121,1177,42.4753,2.121716,-3.996318,115,29.019257,871.4502973661852,-14.466565,6773.3013,-0.19341737,-2.0,1813.9965255260468
,-1.8885832,-4.306747,0.14999999,-0.04886456,7.1817635e-10,0.9750759,-1.0,1178,1026696,,31.705194,3.0,44.340958,-3.9887235,5.7541175,1.6793649e-07,-0.7541174,131.23058,29.019257,121,1178,42.452374,6.881906e-08,-3.9953663,115,29.019257,871.5585738539899,-14.466565,6778.3506,-7.008546,-6.0,1815.9555518627167
,-0.12512153,-4.3065834,0.14999999,-1.4964066,7.1695855e-10,0.9946927,0.2,1179,1027695,,19.321894,3.0,42.556713,-4.0829816,5.754747,6.286996e-12,-0.7547471,131.23058,29.019257,121,1179,42.43159,1.2428424,-3.9962149,115,29.019257,871.6666666666666,-14.466565,6784.8467,0.88656485,2.0,1817.856437921524
,0.4523333,-4.3063197,0.14999999,-0.026510047,7.1574396e-10,0.8604437,-0.4,1180,1028694,,18.270782,3.0,41.97069,-3.986912,5.75413,0.6464666,-0.7541299,131.23058,29.019257,121,1180,42.423023,0.055456765,-3.996009,115,29.019257,871.7745762711864,-14.466565,6789.873,6.831443,6.0,1819.6706154346466
,-0.14177284,-4.306126,0.14999999,0.46502945,7.145324e-10,0.97200805,-0.2,1181,1029183,,19.37608,3.0,42.566204,-3.9347396,5.7530975,0.0009767725,-0.7530976,131.23058,29.019257,121,1181,42.42443,6.1636496,-3.9968092,115,29.019257,871.4504657070279,-14.466565,6794.408,-5.970214,-6.0,1821.383463382721
,3.2250144,-4.305892,0.14999999,-0.24449703,7.1332384e-10,1.0584944,-1.0,1182,1030182,,36.182163,3.0,39.17942,-3.9980903,5.7526674,6.51948e-10,-0.7526673,131.23058,29.019257,121,1182,42.404434,4.690772e-11,-3.99245,115,29.019257,871.5583756345178,-14.466565,6799.653,7.939988,10.0,1823.3374452590942
,-0.6645574,-4.306044,0.14999999,-1.8327364,7.1211836e-10,0.8721565,0.6,1183,1030713,,29.484253,3.0,43.06904,-4.535735,5.75358,3.6798967e-27,-0.7535803,131.23058,29.019257,121,1183,42.40448,1.6647553e-07,-3.9932957,115,29.019257,871.2704987320371,-14.466565,6806.4854,10.804667,10.0,1824.9933063983917
,-2.9482336,-4.306096,0.14999999,-2.5475357,7.1091594e-10,0.962919,0.8,1184,1031712,,21.999283,3.0,45.320892,-4.2352333,5.7550955,0.45928767,-0.7550955,131.23058,29.019257,121,1184,42.372658,2.078911e-07,-3.9941406,115,29.019257,871.3783783783783,-14.466565,6814.033,1.7855486,2.0,1826.7570469379425
,-0.20805736,-4.30611,0.14999999,-3.8801303,7.0971656e-10,1.0490088,0.2,1185,1032711,,19.492743,3.0,42.577217,-4.2819,5.7577324,7.715658e-06,-0.7577326,131.23058,29.019257,121,1185,42.36916,1.3561946,-3.9949849,115,29.019257,871.4860759493671,-14.466565,6822.913,-7.6960196,-6.0,1828.719491481781
,0.6319051,-4.305837,0.14999999,-0.022784816,7.0852024e-10,1.0130198,,1186,1033710,,18.618855,3.0,41.697796,-4.0268555,5.757113,0.0004844659,-0.7571129,131.23058,29.019257,121,1186,42.3297,0.4273799,-3.9946847,115,29.019257,871.593591905565,-14.466565,6827.936,9.462614,6.0,1830.5911033153534
,-0.5929206,-4.3055964,0.14999999,1.1264266,7.07327e-10,1.0119078,0.4,1187,1034142,,19.504555,3.0,42.912525,-4.028078,5.755526,1.02239455e-05,-0.7555261,131.23058,29.019257,121,1187,42.319603,0.1029769,-3.9951673,115,29.019257,871.223251895535,-14.466565,6831.8096,0.33041954,-2.0,1832.1030957698822
,-0.06599387,-4.305359,0.14999999,-0.6045878,7.061367e-10,0.9340857,,1188,1035141,,28.485407,3.0,42.35294,-4.0325007,5.755399,0.0014522742,-0.75539905,131.23058,29.019257,121,1188,42.286945,0.510778,-3.9959226,115,29.019257,871.3308080808081,-14.466565,6837.414,-8.001744,-10.0,1834.050551891327
,-1.6276222,-4.3051834,0.14999999,-0.015390769,7.0494943e-10,0.86234146,-1.0,1189,1036140,,28.2638,3.0,43.915485,-4.0264254,5.7547765,5.1177524e-11,-0.75477666,131.23058,29.019257,121,1189,42.287865,1.6030512e-07,-3.996334,115,29.019257,871.4381833473507,-14.466565,6842.4297,-7.461137,-2.0,1836.2211179733276
,-0.81085473,-4.305379,0.14999999,-2.038839,7.037651e-10,0.9829276,-0.6,1190,1037139,,19.892403,3.0,43.091236,-4.3949103,5.7558556,0.11417282,-0.75585574,131.23058,29.019257,121,1190,42.28038,0.053115673,-3.9971747,115,29.019257,871.5453781512605,-14.466565,6849.4683,0.6556434,-2.0,1838.1850190162659
,-2.016724,-4.305146,0.14999999,-1.0525675,7.025838e-10,1.0735493,-1.0,1191,1038138,,47.5013,3.0,44.28436,-4.0073123,5.756105,0.0016880158,-0.7561048,131.23058,29.019257,121,1191,42.267635,5.011186e-09,-3.99797,115,29.019257,871.6523929471033,-14.466565,6855.521,-11.191731,-10.0,1840.3247470855713
,1.6953608,-4.305124,0.14999999,-1.6172361,7.014055e-10,0.9551831,-0.8,1192,1039137,,26.7411,3.0,40.564465,-4.3420415,5.7568274,2.3985898e-09,-0.75682735,131.23058,29.019257,121,1192,42.259827,6.606951e-08,-3.9988093,115,29.019257,871.7592281879195,-14.466565,6862.138,12.352226,10.0,1842.1837542057037
,1.989476,-4.305601,0.14999999,0.4976568,7.002301e-10,1.1432354,0.2,1193,1039531,,25.950893,3.0,40.247074,-4.8251243,5.755776,1.0745039e-08,-0.75577575,131.23058,29.019257,121,1193,42.23655,0.00093142927,-3.9996479,115,29.019257,871.3587594300084,-14.466565,6866.6406,13.574916,10.0,1843.6632013320923
,-2.7626708,-4.305996,0.14999999,7.425647,6.990577e-10,0.8543361,0.8,1194,1039783,,31.1909,3.0,44.979683,-4.914074,5.748924,0.10975747,-0.74892366,131.23058,29.019257,121,1194,42.21701,1.5625487e-10,-4.000485,115,29.019257,870.8400335008375,-14.466565,6864.215,8.986537,10.0,1845.3823781013489
,-2.754672,-4.305924,0.14999999,-1.2254152,6.9788814e-10,0.99505347,0.8,1195,1040782,,21.6082,3.0,44.96423,-4.0695944,5.7493224,4.0666553e-05,-0.74932235,131.23058,29.019257,121,1195,42.209557,2.2876748e-07,-4.0013223,115,29.019257,870.947280334728,-14.466565,6870.4404,-7.315584,-6.0,1847.2957825660706
,-1.5537779,-4.305867,0.14999999,-3.1945646,6.967216e-10,1.0043807,0.6,1196,1041781,,20.19271,3.0,43.76368,-4.2279115,5.7513666,0.0008990644,-0.75136685,131.23058,29.019257,121,1196,42.2099,7.2409806e-05,-4.0021586,115,29.019257,871.054347826087,-14.466565,6878.635,-3.719878,4.0,1849.25328207016
,1.1210235,-4.3056498,0.14999999,-0.96264976,6.9555806e-10,1.1267141,0.4,1197,1042780,,28.54335,3.0,41.05506,-4.045991,5.7515435,0.00017084397,-0.75154334,131.23058,29.019257,121,1197,42.176086,3.0487514e-05,-4.0029945,115,29.019257,871.1612364243944,-14.466565,6884.5977,8.245505,10.0,1851.345757484436
,-0.4993117,-4.30529,0.14999999,-0.6679328,6.943973e-10,1.0533128,-1.0,1198,1043779,,27.962664,3.0,42.63846,-3.9965034,5.7514734,8.539361e-18,-0.7514736,131.23058,29.019257,121,1198,42.139145,4.2228447e-09,-4.0038295,115,29.019257,871.2679465776293,-14.466565,6890.2656,4.2997274,6.0,1853.4467813968658
,-0.7945731,-4.3050337,0.14999999,-1.5258479,6.9323947e-10,0.96155953,-0.6,1199,1044778,,32.269253,3.0,42.93513,-4.043664,5.7521195,9.928326e-06,-0.7521194,131.23058,29.019257,121,1199,42.140556,0.0016701566,-4.004664,115,29.019257,871.3744787322769,-14.466565,6896.791,-10.921891,-10.0,1855.338149547577
,-0.612927,-4.3050265,0.14999999,-0.6519088,6.920845e-10,1.0232899,0.4,1200,1045777,,31.370316,3.0,42.721783,-4.251729,5.752036,4.3880686e-08,-0.7520359,131.23058,29.019257,121,1200,42.108856,0.0032471903,-4.005496,115,29.019257,871.4808333333333,-14.466565,6902.4434,-9.8647995,-10.0,1857.1449394226074
,-0.15526561,-4.304995,0.14999999,-1.0517694,6.909325e-10,0.93239254,-0.2,1201,1046776,,25.599463,3.0,42.25887,-4.2850924,5.7522855,6.867238e-05,-0.7522855,131.23058,29.019257,121,1201,42.103603,0.4519317,-4.006326,115,29.019257,871.5870108243131,-14.466565,6908.495,-13.89901,-10.0,1859.134991645813
,-1.2914022,-4.305757,0.14999999,-0.2053437,6.8978334e-10,0.97373784,-0.8,1202,1047775,,19.515068,3.0,43.360893,-5.148087,5.7518306,0.0029990915,-0.75183046,131.23058,29.019257,121,1202,42.069492,9.7422904e-05,-4.0067825,115,29.019257,871.6930116472546,-14.466565,6913.7,-8.690883,-6.0,1861.4519264698029
,0.014101315,-4.305604,0.14999999,-1.4496953,6.886371e-10,1.0848207,-0.6,1203,1048774,,18.257607,3.0,42.05544,-4.09201,5.7524104,0.00012944515,-0.75241053,131.23058,29.019257,121,1203,42.069542,0.0014033241,-4.007614,115,29.019257,871.7988362427266,-14.466565,6920.15,5.9137735,6.0,1863.3369753360748
,-0.6187063,-4.305258,0.14999999,-0.27490547,6.8749373e-10,0.9754298,0.4,1204,1049400,,19.222765,3.0,42.666588,-3.9683762,5.752014,1.2794743e-06,-0.752014,131.23058,29.019257,121,1204,42.047882,0.041043654,-4.008444,115,29.019257,871.594684385382,-14.466565,6925.425,3.201411,2.0,1864.9958941936493
,-4.379752,-4.3050613,0.14999999,-0.9008384,6.8635314e-10,1.0119714,1.0,1205,1050399,,33.562588,3.0,46.426655,-4.0416107,5.7521377,0.0009241738,-0.7521375,131.23058,29.019257,121,1205,42.0469,3.631758e-11,-4.0092397,115,29.019257,871.7004149377593,-14.466565,6931.3257,-9.486801,-6.0,1866.6612424850464
,0.38182247,-4.30524,0.14999999,-3.8066802,6.8521533e-10,1.1290897,0.2,1206,1051398,,18.386747,3.0,41.64188,-4.526098,5.75467,2.347757e-11,-0.7546703,131.23058,29.019257,121,1206,42.0237,0.0837711,-4.0100694,115,29.019257,871.8059701492538,-14.466565,6940.1323,8.585194,6.0,1868.356286764145
,-0.2072837,-4.3048596,0.14999999,-0.09623591,6.840804e-10,1.0580305,0.2,1207,1052322,,19.36835,3.0,42.213852,-3.9706612,5.7541246,0.046069756,-0.7541248,131.23058,29.019257,121,1207,42.00657,3.2064357,-4.010829,115,29.019257,871.8492129246065,-14.466565,6945.2285,-0.91815615,-2.0,1870.1742887496948
,-0.3776386,-4.3045616,0.14999999,-0.2762104,6.8294825e-10,0.9251991,-0.4,1208,1053321,,19.545841,3.0,42.383587,-3.9980555,5.7537293,0.00010686372,-0.75372916,131.23058,29.019257,121,1208,42.005947,0.9233731,-4.009004,115,29.019257,871.9544701986755,-14.466565,6950.505,-7.1883793,-6.0,1872.0629048347473
,0.56194043,-4.304378,0.14999999,-0.21982978,6.81819e-10,0.86016315,-0.2,1209,1054320,,18.623014,3.0,41.42964,-4.0046086,5.7532873,0.0015479147,-0.7532875,131.23058,29.019257,121,1209,41.99158,0.3796493,-4.0090675,115,29.019257,872.059553349876,-14.466565,6955.7246,8.22644,6.0,1874.0100882053375
,-5.7200227,-4.3042126,0.14999999,1.9307493,6.8069245e-10,1.0825754,1.0,1210,1054700,,37.575027,3.0,47.71239,-3.9623122,5.751069,5.801039e-16,-0.7510693,131.23058,29.019257,121,1210,41.992367,3.3252533e-11,-4.00958,115,29.019257,871.6528925619834,-14.466565,6958.794,0.093233824,2.0,1875.5752716064453
,2.4371576,-4.304523,0.14999999,-6.330144,6.7956873e-10,1.0375869,-0.4,1211,1055699,,25.97737,3.0,39.511406,-4.754034,5.7556763,1.12867875e-23,-0.7556763,131.23058,29.019257,121,1211,41.948563,0.00063210406,-4.010406,115,29.019257,871.7580511973575,-14.466565,6970.124,10.904896,10.0,1877.5250642299652
,-1.6125259,-4.304498,0.14999999,0.70816267,6.784478e-10,0.9520191,-1.0,1212,1056136,,29.900675,3.0,43.557983,-4.306991,5.7544684,0.00028461113,-0.75446856,131.23058,29.019257,121,1212,41.945457,6.3996715e-08,-4.011231,115,29.019257,871.3993399339934,-14.466565,6974.416,0.9845375,2.0,1879.2336704730988
,-0.14195153,-4.304456,0.14999999,-1.8533144,6.7732964e-10,1.044132,-0.2,1213,1057135,,19.42712,3.0,42.025555,-4.200141,5.7553744,1.1328635e-05,-0.75537443,131.23058,29.019257,121,1213,41.883602,14.563943,-4.012056,115,29.019257,871.5045342126958,-14.466565,6981.269,3.398712,-2.0,1881.0238256454468
,-1.2825706,-4.30418,0.14999999,-0.51521844,6.7621425e-10,0.92210615,0.6,1214,1058078,,20.31961,3.0,43.135136,-4.008124,5.7551765,2.8420977e-11,-0.7551766,131.23058,29.019257,121,1214,41.852566,0.0005710701,-4.000945,115,29.019257,871.5634266886326,-14.466565,6986.784,-0.94972885,-2.0,1883.0141906738281
,-6.0123525,-4.304025,0.14999999,-0.74996626,6.751016e-10,1.0444989,1.0,1215,1059077,,36.476067,3.0,47.866993,-4.0352864,5.7551723,0.0020063412,-0.7551724,131.23058,29.019257,121,1215,41.85464,2.1932757e-12,-4.0017676,115,29.019257,871.6683127572016,-14.466565,6992.534,3.2775264,6.0,1884.864260673523
,-0.37752494,-4.3040023,0.14999999,-4.313075,6.739917e-10,1.0757774,-0.8,1216,1060076,,18.435349,3.0,42.218384,-4.313279,5.758098,1.13461536e-29,-0.7580982,131.23058,29.019257,121,1216,41.84086,5.9028384e-06,-4.0025907,115,29.019257,871.7730263157895,-14.466565,7001.8477,3.9652605,6.0,1886.7789013385773
,-0.29960382,-4.3037505,0.14999999,-1.6581707,6.728845e-10,0.90109324,-0.4,1217,1060906,,19.499418,3.0,42.1362,-4.0689764,5.7588377,0.033808116,-0.7588378,131.23058,29.019257,121,1217,41.836597,0.84044415,-4.0034127,115,29.019257,871.7387017255546,-14.466565,7008.506,4.697341,2.0,1888.684042930603
,-0.06617474,-4.3035545,0.14999999,-0.03426073,6.7178e-10,0.9888307,,1218,1061513,,19.046629,3.0,41.879417,-3.9636312,5.758243,0.002246308,-0.75824296,131.23058,29.019257,121,1218,41.813244,7.086639,-4.0035434,115,29.019257,871.5213464696224,-14.466565,7013.54,-11.322172,-6.0,1890.4519193172455
,1.7362283,-4.303618,0.14999999,-0.10240815,6.706783e-10,1.0284301,-0.6,1219,1062512,,26.492538,3.0,40.075165,-4.3659797,5.7577047,6.8267484e-12,-0.757705,131.23058,29.019257,121,1219,41.811394,1.5624588e-05,-3.9985628,115,29.019257,871.6259228876128,-14.466565,7018.6426,5.8937297,10.0,1892.3030548095703
,2.2428603,-4.3033204,0.14999999,-0.6766852,6.695793e-10,0.98862284,,1220,1063511,,25.557129,3.0,39.521378,-3.9635093,5.7576385,0.010456569,-0.7576385,131.23058,29.019257,121,1220,41.764236,0.00482432,-3.9993827,115,29.019257,871.7303278688524,-14.466565,7024.319,14.444267,10.0,1894.2755842208862
,-1.4387243,-4.3041415,0.14999999,2.1264203,6.6848294e-10,1.0734999,-0.8,1221,1063876,,32.24183,3.0,43.198692,-5.290173,5.7552767,3.6435133e-25,-0.75527644,131.23058,29.019257,121,1221,41.759968,7.029154e-06,-4.0001984,115,29.019257,871.3153153153153,-14.466565,7027.1924,-11.82353,-10.0,1895.9193577766418
,-0.19895707,-4.304262,0.14999999,-1.7862942,6.6738937e-10,1.0027487,0.2,1222,1064875,,29.611607,3.0,41.95675,-4.5179343,5.75612,1.3963903e-12,-0.7561202,131.23058,29.019257,121,1222,41.757793,0.099093094,-4.001017,115,29.019257,871.4198036006546,-14.466565,7033.979,-11.465842,-10.0,1898.1029031276703
,-0.40887767,-4.3043723,0.14999999,-0.010106288,6.6629835e-10,1.0024092,-0.4,1223,1065874,,31.739061,3.0,42.15769,-4.435122,5.7555103,0.6633925,-0.7555102,131.23058,29.019257,121,1223,41.74881,0.066577904,-4.001754,115,29.019257,871.5241210139003,-14.466565,7038.989,-15.174578,-10.0,1900.1794197559357
,-1.384293,-4.305561,0.14999999,-0.24040547,6.6521005e-10,1.0121608,0.6,1224,1066873,,32.45737,3.0,43.13363,-5.755518,5.7550893,3.0734748e-07,-0.75508934,131.23058,29.019257,121,1224,41.749336,1.7850649e-05,-4.0025167,115,29.019257,871.6282679738562,-14.466565,7044.2295,-12.631305,-10.0,1902.1177129745483
,-0.77340543,-4.3060875,0.14999999,-0.60863835,6.641245e-10,0.9298616,-0.6,1225,1067872,,19.410091,3.0,42.480835,-4.956284,5.7549696,1.4611349e-11,-0.75496984,131.23058,29.019257,121,1225,41.707428,0.04375195,-4.003333,115,29.019257,871.7322448979592,-14.466565,7049.838,-6.1163177,-4.0,1904.0693900585175
,-0.5908383,-4.305907,0.14999999,-0.38120553,6.630415e-10,1.0171394,0.4,1226,1068871,,19.84941,3.0,42.24719,-4.010878,5.754665,9.894845e-06,-0.7546649,131.23058,29.019257,121,1226,41.65635,0.04464838,-4.0041137,115,29.019257,871.8360522022839,-14.466565,7055.219,-2.778848,-6.0,1906.1226632595062
,-1.2521417,-4.3056483,0.14999999,-0.11510195,6.619612e-10,1.0695052,-0.8,1227,1069870,,19.9466,3.0,42.881557,-4.003073,5.7541437,1.4961029e-09,-0.75414366,131.23058,29.019257,121,1227,41.629417,8.9002075e-05,-4.0048923,115,29.019257,871.9396903015485,-14.466565,7060.3345,2.4059348,2.0,1908.161211490631
,-1.514122,-4.3058186,0.14999999,-2.2302012,6.6088346e-10,0.99627936,0.6,1228,1070869,,19.705494,3.0,43.121365,-4.580057,5.755346,3.8888813e-27,-0.7553457,131.23058,29.019257,121,1228,41.607243,1.5002352e-05,-4.0057073,115,29.019257,872.0431596091205,-14.466565,7067.5645,6.3132443,6.0,1910.1218373775482
,2.418453,-4.3055973,0.14999999,-0.6792134,6.5980843e-10,0.9668018,-0.2,1229,1071868,,25.799011,3.0,39.185493,-4.02541,5.755284,0.0005866868,-0.7552837,131.23058,29.019257,121,1229,41.603947,0.004254594,-4.006521,115,29.019257,872.146460537022,-14.466565,7073.2437,10.882594,10.0,1911.897775888443
,0.02685072,-4.305542,0.14999999,2.853408,6.5873607e-10,0.9829167,,1230,1072219,,19.40536,3.0,41.554134,-4.199578,5.75235,0.2967207,-0.75234985,131.23058,29.019257,121,1230,41.580986,6.5109606,-4.007331,115,29.019257,871.7227642276423,-14.466565,7075.39,2.127861,2.0,1913.4572279453278
,1.1253008,-4.305303,0.14999999,-0.006570189,6.576662e-10,1.1443688,0.4,1231,1073218,,28.621471,3.0,40.449387,-3.9907255,5.7517443,0.0071153464,-0.75174403,131.23058,29.019257,121,1231,41.574688,3.048356e-05,-4.0028644,115,29.019257,871.8261575954508,-14.466565,7080.397,14.389531,10.0,1915.2247965335846
,3.0530002,-4.305943,0.14999999,0.17396663,6.565991e-10,1.0515386,-1.0,1232,1073602,,36.421284,3.0,38.516613,-5.2319703,5.750993,8.750042e-25,-0.7509926,131.23058,29.019257,121,1232,41.569614,4.7437214e-11,-4.003676,115,29.019257,871.4301948051948,-14.466565,7085.2227,10.550431,10.0,1916.8724822998047
,-5.6756086,-4.306673,0.14999999,13.091614,6.5553446e-10,0.89051414,1.0,1233,1073783,,52.000404,3.0,47.22211,-5.2495537,5.7397656,,-0.7397658,131.23058,29.019257,121,1233,41.5465,2.4708978e-14,-4.0044875,115,29.019257,870.8702351987024,-14.466565,7077.1313,9.82255,10.0,1918.2588143348694
,-2.8145375,-4.3083577,0.14999999,-11.49929,6.544724e-10,1.057005,0.8,1234,1074782,,32.74518,3.0,44.35197,-6.266628,5.748485,7.3668867e-09,-0.7484851,131.23058,29.019257,121,1234,41.537434,1.6681046e-08,-4.005298,115,29.019257,870.9740680713128,-14.466565,7093.631,-9.556339,-10.0,1920.201755285263
,-0.7779762,-4.3083067,0.14999999,-2.0339153,6.5341305e-10,1.0674281,-0.6,1235,1075781,,19.078333,3.0,42.286976,-4.2948856,5.749526,1.775508e-20,-0.74952585,131.23058,29.019257,121,1235,41.509,0.021078657,-4.0061083,115,29.019257,871.0777327935223,-14.466565,7100.6646,2.792286,2.0,1921.979732990265
,-1.287634,-4.3080053,0.14999999,-0.7495866,6.5235617e-10,0.9309809,0.6,1236,1076780,,20.207344,3.0,42.774704,-3.9985523,5.749526,4.2848017e-15,-0.74952596,131.23058,29.019257,121,1236,41.48707,0.00024686306,-4.0069003,115,29.019257,871.1812297734627,-14.466565,7106.414,-4.9791274,-6.0,1923.8625419139862
,-1.6109135,-4.307843,0.14999999,-1.0907843,6.513018e-10,0.85290754,-1.0,1237,1077779,,28.144321,3.0,43.065815,-4.036359,5.7498016,2.2062827e-23,-0.7498019,131.23058,29.019257,121,1237,41.454903,1.6213907e-07,-4.007709,115,29.019257,871.2845594179466,-14.466565,7112.505,-3.360014,-2.0,1925.7438008785248
,-0.058111336,-4.307779,0.14999999,-1.4718504,6.502501e-10,0.92926586,-0.2,1238,1078778,,19.075865,3.0,41.512146,-4.0750794,5.7503853,0.00042109296,-0.75038505,131.23058,29.019257,121,1238,41.454033,5.7079797,-4.0085173,115,29.019257,871.3877221324717,-14.466565,7118.9766,1.5423099,2.0,1927.5825815200806
